oktmo,name,year,saldo
1617479,Северский сельсовет,2022,-7.0
1618000,Косихинский муниципальный район,2022,-97.0
1618406,Баюновский сельсовет,2022,-19.0
1618414,Верх-Жилинский сельсовет,2022,10.0
1618420,Глушинский сельсовет,2022,6.0
1618425,Каркавинский сельсовет,2022,2.0
1618430,Контошинский сельсовет,2022,-12.0
1618434,Косихинский сельсовет,2022,-70.0
1618440,Лосихинский сельсовет,2022,5.0
1618449,Малаховский сельсовет,2022,13.0
1618460,Налобихинский сельсовет,2022,-19.0
1618466,Плотниковский сельсовет,2022,-2.0
1618468,Полковниковский сельсовет,2022,-11.0
1619000,Красногорский муниципальный район,2022,-48.0
1619405,Берёзовский сельсовет,2022,-23.0
1619407,Быстрянский сельсовет,2022,-4.0
1619423,Красногорский сельсовет,2022,9.0
1619445,Новозыковский сельсовет,2022,-23.0
1619447,Новоталовский сельсовет,2022,10.0
1619456,Соусканихинский сельсовет,2022,3.0
1619478,Усть-Ишинский сельсовет,2022,-7.0
1619489,Усть-Кажинский сельсовет,2022,-13.0
1620000,Краснощёковский муниципальный район,2022,-151.0
1620406,Акимовский сельсовет,2022,-3.0
1620412,Берёзовский сельсовет,2022,-8.0
1620417,Верх-Камышенский сельсовет,2022,-13.0
1620424,Карповский сельсовет,2022,-18.0
1620430,Краснощёковский сельсовет,2022,-16.0
1620442,Маралихинский сельсовет,2022,-21.0
1620448,Новошипуновский сельсовет,2022,-20.0
1620459,Суетский сельсовет,2022,-14.0
1620468,Усть-Беловский сельсовет,2022,-2.0
1620470,Усть-Козлухинский сельсовет,2022,-15.0
1620472,Усть-Пустынский сельсовет,2022,-6.0
1620481,Харловский сельсовет,2022,-7.0
1620492,Чинетинский сельсовет,2022,-8.0
1621000,Крутихинский муниципальный район,2022,-112.0
1621406,Боровской сельсовет,2022,-15.0
1621412,Волчно-Бурлинский сельсовет,2022,-11.0
1621418,Долганский сельсовет,2022,-27.0
1621424,Заковряшинский сельсовет,2022,-13.0
1621430,Крутихинский сельсовет,2022,-6.0
1621436,Маловолчанский сельсовет,2022,-8.0
1621442,Новодубровский сельсовет,2022,-9.0
1621446,Подборный сельсовет,2022,-9.0
1621448,Прыганский сельсовет,2022,-14.0
1622000,Кулундинский муниципальный район,2022,-71.0
1622411,Ананьевский сельсовет,2022,-27.0
1622433,Воздвиженский сельсовет,2022,-21.0
1622444,Златополинский сельсовет,2022,-4.0
1622455,Константиновский сельсовет,2022,-21.0
1622460,Кулундинский сельсовет,2022,75.0
1622466,Курский сельсовет,2022,-47.0
1622472,Мирабилитский сельсовет,2022,-15.0
1622477,Октябрьский сельсовет,2022,-2.0
1622488,Семёновский сельсовет,2022,-9.0
1623000,Курьинский муниципальный район,2022,-88.0
1623411,Бугрышихинский сельсовет,2022,-3.0
1623422,Ивановский сельсовет,2022,-39.0
1623433,Казанцевский сельсовет,2022,-1.0
1623438,Колыванский сельсовет,2022,-3.0
1623444,Краснознаменский сельсовет,2022,-3.0
1623455,Кузнецовский сельсовет,2022,-9.0
1623466,Курьинский сельсовет,2022,-17.0
1623468,Новофирсовский сельсовет,2022,-4.0
1623477,Трусовский сельсовет,2022,-3.0
1623488,Усть-Таловский сельсовет,2022,-6.0
1624000,Кытмановский муниципальный район,2022,-82.0
1624407,Дмитро-Титовский сельсовет,2022,-8.0
1624423,Кытмановский сельсовет,2022,21.0
1624434,Червовский сельсовет,2022,-10.0
1624446,Новотарабинский сельсовет,2022,-7.0
1624457,Октябрьский сельсовет,2022,-3.0
1624469,Порошинский сельсовет,2022,-7.0
1624480,Семено-Красиловский сельсовет,2022,-32.0
1624491,Сунгайский сельсовет,2022,-15.0
1624493,Тягунский сельсовет,2022,-11.0
1624494,Тяхтинский сельсовет,2022,-10.0
1625000,Локтевский муниципальный район,2022,-294.0
1625101,город Горняк,2022,-111.0
1625404,Александровский сельсовет,2022,-10.0
1625409,Второкаменский сельсовет,2022,-5.0
1625413,Георгиевский сельсовет,2022,-5.0
1625417,Гилёвский сельсовет,2022,-20.0
1625419,Ермошихинский сельсовет,2022,-5.0
1625421,Золотухинский сельсовет,2022,-22.0
1625426,Кировский сельсовет,2022,-5.0
1625434,Локтевский сельсовет,2022,-4.0
1625440,Масальский сельсовет,2022,-24.0
1625449,Николаевский сельсовет,2022,-6.0
1625456,Новенский сельсовет,2022,-6.0
1625459,Новомихайловский сельсовет,2022,-8.0
1625466,Покровский сельсовет,2022,-10.0
1625473,Ремовский сельсовет,2022,-11.0
1625476,Самарский сельсовет,2022,-13.0
1625484,Успенский сельсовет,2022,-10.0
1625495,Устьянский сельсовет,2022,-19.0
1626000,Мамонтовский муниципальный район,2022,-56.0
1626406,Буканский сельсовет,2022,-4.0
1626412,Гришенский сельсовет,2022,-3.0
1626424,Кадниковский сельсовет,2022,-16.0
1626429,Комсомольский сельсовет,2022,-19.0
1626434,Корчинский сельсовет,2022,-37.0
1626437,Костино-Логовской сельсовет,2022,5.0
1626442,Крестьянский сельсовет,2022,-10.0
1626449,Мамонтовский сельсовет,2022,79.0
1626460,Островновский сельсовет,2022,-19.0
1626468,Покровский сельсовет,2022,-14.0
1626473,Сусловский сельсовет,2022,-20.0
1626478,Тимирязевский сельсовет,2022,18.0
1626492,Чернокурьинский сельсовет,2022,-16.0
1627000,Михайловский муниципальный район,2022,-27.0
1627154,Малиновоозёрский поссовет,2022,-12.0
1627405,Ащегульский сельсовет,2022,-12.0
1627411,Бастанский сельсовет,2022,-6.0
1627416,Михайловский сельсовет,2022,11.0
1627420,Назаровский сельсовет,2022,-17.0
1627422,Николаевский сельсовет,2022,0.0
1627433,Полуямский сельсовет,2022,2.0
1627444,Ракитовский сельсовет,2022,7.0
1628000,Новичихинский муниципальный район,2022,-5.0
1628411,Долговский сельсовет,2022,-7.0
1628422,Лобанихинский сельсовет,2022,0.0
1628433,Мельниковский сельсовет,2022,6.0
1628444,Новичихинский сельсовет,2022,23.0
1628455,Поломошенский сельсовет,2022,-13.0
1628466,Солоновский сельсовет,2022,-1.0
1628477,Токарёвский сельсовет,2022,-13.0
1629000,Зональный муниципальный район,2022,21.0
1629412,Буланихинский сельсовет,2022,-6.0
1629426,Зональный сельсовет,2022,65.0
1629442,Луговской сельсовет,2022,6.0
1629466,Новочемровский сельсовет,2022,-4.0
1629470,Октябрьский сельсовет,2022,-7.0
1629474,Плешковский сельсовет,2022,-13.0
1629480,Соколовский сельсовет,2022,20.0
1629493,Чемровский сельсовет,2022,-25.0
1629496,Шубенский сельсовет,2022,-15.0
1630000,Павловский муниципальный район,2022,-66.0
1630401,Арбузовский сельсовет,2022,-13.0
1630403,Бурановский сельсовет,2022,-12.0
1630412,Елунинский сельсовет,2022,4.0
1630432,Колыванский сельсовет,2022,-26.0
1630437,Комсомольский сельсовет,2022,-78.0
1630449,Лебяжинский сельсовет,2022,17.0
1630455,Новозоринский сельсовет,2022,-34.0
1630460,Павловский сельсовет,2022,20.0
1630462,Павлозаводской сельсовет,2022,-19.0
1630464,Прутской сельсовет,2022,4.0
1630466,Рогозихинский сельсовет,2022,14.0
1630473,Стуковский сельсовет,2022,13.0
1630482,Черемновский сельсовет,2022,-5.0
1630485,Чернопятовский сельсовет,2022,6.0
1630490,Шаховский сельсовет,2022,43.0
1631000,Панкрушихинский муниципальный район,2022,-78.0
1631411,Велижанский сельсовет,2022,-20.0
1631417,Железнодорожный сельсовет,2022,-2.0
1631422,Зятьковский сельсовет,2022,-41.0
1631433,Кривинский сельсовет,2022,-19.0
1631444,Луковский сельсовет,2022,-7.0
1631456,Панкрушихинский сельсовет,2022,56.0
1631467,Подойниковский сельсовет,2022,-14.0
1631478,Романовский сельсовет,2022,-19.0
1631489,Урываевский сельсовет,2022,-12.0
1632000,Первомайский муниципальный район,2022,791.0
1632406,Акуловский сельсовет,2022,-23.0
1632412,Баюновоключевский сельсовет,2022,45.0
1632416,Берёзовский сельсовет,2022,257.0
1632420,Бобровский сельсовет,2022,35.0
1632422,Боровихинский сельсовет,2022,-11.0
1632425,Жилинский сельсовет,2022,-6.0
1632430,Журавлихинский сельсовет,2022,-14.0
1632434,Зудиловский сельсовет,2022,52.0
1632442,Логовской сельсовет,2022,-5.0
1632445,Новоберёзовский сельсовет,2022,-1.0
1632449,Первомайский сельсовет,2022,-47.0
1632454,Повалихинский сельсовет,2022,19.0
1632461,Рассказихинский сельсовет,2022,-13.0
1632472,Санниковский сельсовет,2022,475.0
1632483,Северный сельсовет,2022,2.0
1632494,Сибирский сельсовет,2022,-8.0
1632496,Солнечный сельсовет,2022,40.0
1632497,Сорочелоговской сельсовет,2022,-6.0
1633000,Петропавловский муниципальный район,2022,21.0
1633405,Алексеевский сельсовет,2022,7.0
1633407,Антоньевский сельсовет,2022,-2.0
1633414,Зеленодольский сельсовет,2022,16.0
1633423,Камышенский сельсовет,2022,5.0
1633434,Николаевский сельсовет,2022,3.0
1633440,Новообинский сельсовет,2022,-20.0
1633446,Паутовский сельсовет,2022,0.0
1633457,Петропавловский сельсовет,2022,18.0
1633479,Соловьихинский сельсовет,2022,-6.0
1634000,Поспелихинский муниципальный район,2022,15.0
1634408,Борковский сельсовет,2022,-3.0
1634422,12 лет Октября сельсовет,2022,-15.0
1634433,Калмыцко-Мысовской сельсовет,2022,-9.0
1634439,Клепечихинский сельсовет,2022,-30.0
1634445,Красноалтайский сельсовет,2022,-6.0
1634450,Красноярский сельсовет,2022,-4.0
1634467,Мамонтовский сельсовет,2022,7.0
1634478,Николаевский сельсовет,2022,-16.0
1634482,Озимовский сельсовет,2022,-4.0
1634489,Поспелихинский сельсовет,2022,-1.0
1634495,Поспелихинский Центральный сельсовет,2022,96.0
1635000,Ребрихинский муниципальный район,2022,-108.0
1635407,Беловский сельсовет,2022,-18.0
1635412,Боровлянский сельсовет,2022,-3.0
1635419,Воронихинский сельсовет,2022,-7.0
1635430,Зеленорощинский сельсовет,2022,-20.0
1635436,Зиминский сельсовет,2022,-22.0
1635442,Клочковский сельсовет,2022,2.0
1635456,Пановский сельсовет,2022,-47.0
1635458,Плоскосеминский сельсовет,2022,-6.0
1635459,Подстепновский сельсовет,2022,22.0
1635464,Ребрихинский сельсовет,2022,-4.0
1635470,Рожне-Логовской сельсовет,2022,-5.0
1635476,Станционно-Ребрихинский сельсовет,2022,26.0
1635479,Усть-Мосихинский сельсовет,2022,-26.0
1636000,Родинский муниципальный район,2022,-87.0
1636410,Зелёнолуговской сельсовет,2022,-6.0
1636422,Каяушинский сельсовет,2022,-8.0
1636428,Кочкинский сельсовет,2022,-10.0
1636434,Мирненский сельсовет,2022,4.0
1636445,Покровский сельсовет,2022,5.0
1636451,Раздольненский сельсовет,2022,-47.0
1636456,Родинский сельсовет,2022,36.0
1636468,Степновский сельсовет,2022,-7.0
1636472,Степно-Кучукский сельсовет,2022,-3.0
1636474,Шаталовский сельсовет,2022,-9.0
1636480,Центральный сельсовет,2022,-28.0
1636491,Ярослав-Логовской сельсовет,2022,-14.0
1637000,Романовский муниципальный район,2022,25.0
1637407,Гилёв-Логовской сельсовет,2022,0.0
1637412,Грано-Маяковский сельсовет,2022,-5.0
1637417,Гуселетовский сельсовет,2022,8.0
1637422,Дубровинский сельсовет,2022,6.0
1637435,Закладинский сельсовет,2022,-2.0
1637440,Казанцевский сельсовет,2022,-6.0
1637446,Майский сельсовет,2022,5.0
1637457,Мормышанский сельсовет,2022,0.0
1637466,Рассветовский сельсовет,2022,0.0
1637468,Романовский сельсовет,2022,30.0
1637479,Сидоровский сельсовет,2022,8.0
1637482,Тамбовский сельсовет,2022,-19.0
1638000,Рубцовский муниципальный район,2022,-257.0
1638406,Безрукавский сельсовет,2022,-34.0
1638412,Бобковский сельсовет,2022,-26.0
1638415,Большешелковниковский сельсовет,2022,-5.0
1638418,Веселоярский сельсовет,2022,-48.0
1638420,Вишнёвский сельсовет,2022,-5.0
1638422,Дальний сельсовет,2022,-15.0
1638425,Куйбышевский сельсовет,2022,-9.0
1638437,Новоалександровский сельсовет,2022,9.0
1638440,Новониколаевский сельсовет,2022,-29.0
1638444,Новороссийский сельсовет,2022,-11.0
1638447,Новосклюихинский сельсовет,2022,-19.0
1638451,Половинкинский сельсовет,2022,-1.0
1638460,Ракитовский сельсовет,2022,13.0
1638462,Рубцовский сельсовет,2022,-32.0
1638465,Самарский сельсовет,2022,-11.0
1638467,Саратовский сельсовет,2022,-26.0
1638471,Тишинский сельсовет,2022,-8.0
1640000,Смоленский муниципальный район,2022,-135.0
1640405,Ануйский сельсовет,2022,-9.0
1640412,Верх-Обский сельсовет,2022,-33.0
1640423,Кировский сельсовет,2022,-25.0
1640434,Линёвский сельсовет,2022,-9.0
1640445,Новотырышкинский сельсовет,2022,-35.0
1640456,Смоленский сельсовет,2022,15.0
1640460,Солоновский сельсовет,2022,0.0
1640466,Сычёвский сельсовет,2022,-17.0
1640479,Точилинский сельсовет,2022,-22.0
1641000,Суетский муниципальный район,2022,-41.0
1641404,Александровский сельсовет,2022,-24.0
1641410,Боронский сельсовет,2022,-4.0
1641413,Верх-Суетский сельсовет,2022,-2.0
1641425,Нижнесуетский сельсовет,2022,-11.0
1642000,Советский муниципальный район,2022,-43.0
1642411,Кокшинский сельсовет,2022,-21.0
1642415,Коловский сельсовет,2022,5.0
1642420,Красноярский сельсовет,2022,-27.0
1642429,Никольский сельсовет,2022,-5.0
1642435,Платовский сельсовет,2022,-46.0
1642440,Половинский сельсовет,2022,6.0
1642447,Сетовский сельсовет,2022,19.0
1642452,Советский сельсовет,2022,9.0
1642457,Талицкий сельсовет,2022,2.0
1642466,Урожайный сельсовет,2022,15.0
1642471,Шульгин-Логский сельсовет,2022,-11.0
1642472,Шульгинский сельсовет,2022,11.0
1643000,Солонешенский муниципальный район,2022,-20.0
1643407,Берёзовский сельсовет,2022,-6.0
1643423,Карповский сельсовет,2022,-9.0
1643434,Лютаевский сельсовет,2022,-14.0
1643445,Сибирячихинский сельсовет,2022,8.0
1643450,Солонешенский сельсовет,2022,5.0
1643457,Степной сельсовет,2022,-4.0
1643470,Тополинский сельсовет,2022,15.0
1643481,Тумановский сельсовет,2022,-15.0
1644000,Солтонский муниципальный район,2022,-99.0
1644424,Карабинский сельсовет,2022,-20.0
1644436,Макарьевский сельсовет,2022,0.0
1644447,Ненинский сельсовет,2022,-14.0
1644450,Нижнененинский сельсовет,2022,2.0
1644481,Солтонский сельсовет,2022,-41.0
1644492,Сузопский сельсовет,2022,-26.0
1645000,Шелаболихинский муниципальный район,2022,11.0
1645410,Верх-Кучукский сельсовет,2022,0.0
1645420,Ильинский сельсовет,2022,2.0
1645423,Инской сельсовет,2022,20.0
1645428,Кипринский сельсовет,2022,-29.0
1645430,Крутишинский сельсовет,2022,1.0
1645433,Кучукский сельсовет,2022,-6.0
1645438,Макаровский сельсовет,2022,-3.0
1645442,Новообинцевский сельсовет,2022,-23.0
1645460,Шелаболихинский сельсовет,2022,49.0
1646000,Табунский муниципальный район,2022,-33.0
1646407,Алтайский сельсовет,2022,-10.0
1646422,Большеромановский сельсовет,2022,-6.0
1646440,Лебединский сельсовет,2022,-9.0
1646455,Серебропольский сельсовет,2022,-10.0
1646466,Табунский сельсовет,2022,2.0
1647000,Тальменский муниципальный район,2022,138.0
1647151,Тальменский поссовет,2022,69.0
1647406,Анисимовский сельсовет,2022,-6.0
1647415,Зайцевский сельсовет,2022,-10.0
1647424,Казанцевский сельсовет,2022,-8.0
1647430,Кашкарагаихинский сельсовет,2022,-10.0
1647436,Курочкинский сельсовет,2022,2.0
1647442,Ларичихинский сельсовет,2022,20.0
1647448,Луговской сельсовет,2022,-36.0
1647451,Лушниковский сельсовет,2022,-14.0
1647456,Новоозёрский сельсовет,2022,59.0
1647459,Новоперуновский сельсовет,2022,2.0
1647462,Новотроицкий сельсовет,2022,11.0
1647466,Озёрский сельсовет,2022,41.0
1647470,Речкуновский сельсовет,2022,-4.0
1647473,Среднесибирский сельсовет,2022,21.0
1647475,Староперуновский сельсовет,2022,-4.0
1647482,Шадринцевский сельсовет,2022,1.0
1647492,Шишкинский сельсовет,2022,4.0
1648000,Тогульский муниципальный район,2022,-52.0
1648406,Антипинский сельсовет,2022,-19.0
1648430,Новоиушинский сельсовет,2022,-12.0
1648436,Старотогульский сельсовет,2022,-7.0
1648446,Тогульский сельсовет,2022,-16.0
1648457,Топтушинский сельсовет,2022,2.0
1649000,Топчихинский муниципальный район,2022,79.0
1649403,Белояровский сельсовет,2022,-6.0
1649407,Володарский сельсовет,2022,-13.0
1649409,Зиминский сельсовет,2022,-4.0
1649412,Кировский сельсовет,2022,10.0
1649420,Ключевский сельсовет,2022,-13.0
1649424,Красноярский сельсовет,2022,-6.0
1649436,Макарьевский сельсовет,2022,5.0
1649447,Парфёновский сельсовет,2022,-30.0
1649450,Переясловский сельсовет,2022,9.0
1649452,Победимский сельсовет,2022,10.0
1649454,Покровский сельсовет,2022,-13.0
1649460,Сидоровский сельсовет,2022,-8.0
1649462,Топчихинский сельсовет,2022,111.0
1649469,Фунтиковский сельсовет,2022,13.0
1649475,Хабазинский сельсовет,2022,6.0
1649480,Чаузовский сельсовет,2022,5.0
1649491,Чистюньский сельсовет,2022,3.0
1650000,Третьяковский муниципальный район,2022,-108.0
1650411,Екатерининский сельсовет,2022,-2.0
1650422,Корболихинский сельсовет,2022,8.0
1650433,Новоалейский сельсовет,2022,-3.0
1650444,Первокаменский сельсовет,2022,-11.0
1650455,Плосковский сельсовет,2022,-13.0
1650460,Садовый сельсовет,2022,-10.0
1650466,Староалейский сельсовет,2022,-22.0
1650477,Третьяковский сельсовет,2022,-48.0
1650488,Шипунихинский сельсовет,2022,-7.0
1651000,Троицкий муниципальный район,2022,-94.0
1651408,Беловский сельсовет,2022,3.0
1651410,Боровлянский сельсовет,2022,-9.0
1651414,Гордеевский сельсовет,2022,32.0
1651425,Ерёминский сельсовет,2022,-18.0
1651430,Заводской сельсовет,2022,-32.0
1651434,Зелёнополянский сельсовет,2022,-31.0
1651440,Кипешинский сельсовет,2022,-7.0
1651454,Петровский сельсовет,2022,-18.0
1651457,Троицкий сельсовет,2022,53.0
1651470,Хайрюзовский сельсовет,2022,-48.0
1651492,Южаковский сельсовет,2022,-19.0
1652000,Тюменцевский муниципальный район,2022,-73.0
1652403,Андроновский сельсовет,2022,-5.0
1652407,Берёзовский сельсовет,2022,-12.0
1652416,Вылковский сельсовет,2022,-5.0
1652420,Грязновский сельсовет,2022,-12.0
1652425,Заводской сельсовет,2022,0.0
1652432,Ключевской сельсовет,2022,3.0
1652436,Королёвский сельсовет,2022,-8.0
