oktmo,name,year,saldo
1601000,Алейский муниципальный район,2019,-243.0
1601402,Алейский сельсовет,2019,-55.0
1601408,Безголосовский сельсовет,2019,-32.0
1601413,Большепанюшевский сельсовет,2019,-2.0
1601417,Боровской сельсовет,2019,-10.0
1601420,Дружбинский сельсовет,2019,-16.0
1601423,Дубровский сельсовет,2019,-21.0
1601426,Заветильичёвский сельсовет,2019,-18.0
1601432,Кашинский сельсовет,2019,-6.0
1601438,Кировский сельсовет,2019,-11.0
1601440,Краснопартизанский сельсовет,2019,0.0
1601460,Малиновский сельсовет,2019,-11.0
1601464,Моховской сельсовет,2019,-19.0
1601468,Осколковский сельсовет,2019,-11.0
1601473,Плотавский сельсовет,2019,-9.0
1601475,Савинский сельсовет,2019,-11.0
1601477,Совхозный сельсовет,2019,-18.0
1601485,Урюпинский сельсовет,2019,-7.0
1601496,Фрунзенский сельсовет,2019,15.0
1601498,Чапаевский сельсовет,2019,-1.0
1602000,Алтайский муниципальный район,2019,152.0
1602405,Айский сельсовет,2019,22.0
1602407,Алтайский сельсовет,2019,115.0
1602412,Беловский сельсовет,2019,-23.0
1602423,Куяганский сельсовет,2019,-10.0
1602427,Куячинский сельсовет,2019,-23.0
1602435,Макарьевский сельсовет,2019,5.0
1602446,Нижнекаменский сельсовет,2019,18.0
1602457,Пролетарский сельсовет,2019,-4.0
1602468,Россошинский сельсовет,2019,11.0
1602479,Старобелокурихинский сельсовет,2019,41.0
1603000,Баевский муниципальный район,2019,-118.0
1603407,Баевский сельсовет,2019,-20.0
1603416,Верх-Пайвинский сельсовет,2019,-37.0
1603419,Верх-Чуманский сельсовет,2019,-16.0
1603437,Нижнечуманский сельсовет,2019,-16.0
1603455,Паклинский сельсовет,2019,-2.0
1603458,Плотавский сельсовет,2019,5.0
1603469,Прослаухинский сельсовет,2019,-13.0
1603480,Ситниковский сельсовет,2019,-19.0
1604000,Бийский муниципальный район,2019,-218.0
1604410,Большеугреневский сельсовет,2019,-30.0
1604415,Верх-Бехтемирский сельсовет,2019,6.0
1604417,Верх-Катунский сельсовет,2019,-35.0
1604422,Енисейский сельсовет,2019,-39.0
1604424,Заринский сельсовет,2019,-16.0
1604434,Калининский сельсовет,2019,-22.0
1604437,Лесной сельсовет,2019,-24.0
1604455,Малоенисейский сельсовет,2019,20.0
1604459,Малоугреневский сельсовет,2019,-30.0
1604464,Новиковский сельсовет,2019,0.0
1604470,Первомайский сельсовет,2019,-22.0
1604480,Светлоозёрский сельсовет,2019,-28.0
1604483,Сростинский сельсовет,2019,21.0
1604488,Усятский сельсовет,2019,11.0
1604495,Шебалинский сельсовет,2019,-30.0
1605000,Благовещенский муниципальный район,2019,-117.0
1605151,Благовещенский поссовет,2019,1.0
1605157,Степноозёрский поссовет,2019,9.0
1605406,Алексеевский сельсовет,2019,-5.0
1605420,Гляденьский сельсовет,2019,0.0
1605436,Леньковский сельсовет,2019,-2.0
1605447,Нижнекучукский сельсовет,2019,-9.0
1605452,Николаевский сельсовет,2019,-34.0
1605456,Новокулундинский сельсовет,2019,-23.0
1605458,Орлеанский сельсовет,2019,-12.0
1605461,Суворовский сельсовет,2019,-22.0
1605483,Шимолинский сельсовет,2019,-11.0
1605494,Яготинский сельсовет,2019,-9.0
