popsize,avgemployers,unemployed,avgsalary,livarea,beforeschool,docsperpop,bedsperpop,cliniccap,invests,funds,companies,factoriescap,conscap,consnewareas,consnewapt,retailturnover,foodservturnover,saldo
0.013077669366860965,0.010008651879817523,0.013479591836734695,0.18859971480953353,0.3218390804597701,0.00017377567140600318,0.4668035592060233,0.5583333333333332,0.35083016257350397,0.40061791967044286,0.371523915461624,0.004004191449038237,0.001007146673843638,0.0012553717974843424,0.012243818590506411,0.01486609310606721,0.0006300985300469893,0.00029371319868456655,0.010775401069518716
0.013219646476995764,0.009910335063709296,0.01273469387755102,0.20878305153799145,0.32471264367816094,0.0001796998420221169,0.4524298425735797,0.5067460317460317,0.35610515392597714,0.3388259526261586,0.4093437152391546,0.004221878396482054,0.0013394750737961063,0.0017901652982316373,0.011344704482348275,0.014081701258762154,0.0009902459039828517,0.0004097480426093336,0.015436720142602495
0.013393174056049409,0.010028315243039168,0.010153061224489796,0.23781788551639846,0.32758620689655177,0.0001796998420221169,0.4496919917864477,0.4896825396825397,0.37167070217917675,0.3995880535530381,0.5506117908787541,0.004451268943250808,0.0013594438948919953,0.0029079796213990834,0.01190003966679889,0.01575009026731576,0.001309380947560626,0.00035730921891256385,0.024527629233511587
0.013661353041859583,0.009910335063709296,0.009275510204081633,0.27013974332858015,0.3290229885057471,0.00019747235387045813,0.460643394934976,0.4908730158730159,0.3565375302663438,0.3800205973223481,0.5606229143492769,0.004742298446464226,0.0014089036153206306,0.0027428375805193038,0.014438714795715986,0.02028213205174496,0.0015203539385359817,0.0005037474233849261,0.021354723707664884
0.013897981558750916,0.00989067170048765,0.012183673469387755,0.2942041148910165,0.33333333333333337,0.00021721958925750395,0.47843942505133474,0.5083333333333333,0.361034244206157,0.17713697219361482,0.5183537263626251,0.00494203987494314,0.0016571072083706151,0.0026398978238425827,0.016501388337961127,0.022610406265174247,0.002330555132703769,0.00039133866833280807,0.020258467023172907
0.014134610075642248,0.009595721252162969,0.01616326530612245,0.30184151558362193,0.33764367816091956,0.00023696682464454977,0.4537987679671458,0.4880952380952381,0.36034244206157034,0.49021627188465505,0.42380422691879865,0.0051043297855822576,0.0018313277947889838,0.0023117145534437733,0.016025386751289172,0.022249337002129065,0.002199829537068733,0.00031909582079310935,0.01718360071301248
0.014331800506385025,0.009576057888941324,0.013520408163265307,0.3158174781014463,0.3405172413793104,0.00024289099526066352,0.48323066392881586,0.46904761904761905,0.3510895883777239,0.5973223480947477,0.46718576195773076,0.005370391610235812,0.001932047380602189,0.004024058491703302,0.013499933888668518,0.02518769376346228,0.002450288728351169,0.0003045914653025134,0.01713903743315508
0.014528990937127801,0.00916312726128677,0.012255102040816326,0.3357351802811163,0.346264367816092,0.0002507898894154818,0.5188227241615332,0.4658730158730159,0.3957108267035628,0.28733264675592174,0.5450500556173525,0.0044660935023957266,0.0024703005592843805,0.0020295664537326895,0.017598836440565913,0.031076857950371652,0.002582907497973531,0.00031519080200717966,0.015267379679144386
0.011555359241526727,0.012328928739971684,0.02419387755102041,0.18915461397433286,0.3218390804597701,0.00016192733017377566,0.20191649555099248,0.25753968253968257,0.20927014873746108,0.006179196704428424,0.5539488320355951,0.0026902673648253783,0.026857120035633036,0.006893675470862614,0.011146370487901626,0.013073197455084229,0.00113943960504527,0.001121856111214935,0.006729055258467023
0.01165001064828326,0.012250275287085102,0.014153061224489796,0.19402729680179262,0.33045977011494254,0.00017772511848341231,0.20465434633812457,0.25793650793650796,0.19802836388792805,0.005149330587023687,0.5617352614015573,0.0023063893069674647,0.03661171207753647,0.006301794704877563,0.014425492529419541,0.013733082659959909,0.0014603325958969897,0.001420590048338554,0.0066844919786096255
0.011752549672269503,0.01195532483876042,0.014775510204081632,0.23097983295986962,0.33620689655172414,0.00017772511848341231,0.20944558521560577,0.2555555555555556,0.20062262193012798,0.002059732234809475,0.5984427141268075,0.002279861148497609,0.040268544247366284,0.006099477436874957,0.013632156551632949,0.01542637299699939,0.0017888176007999238,0.0017712049493323813,0.0012834224598930481
