popsize,avgemployers,unemployed,avgsalary,livarea,beforeschool,docsperpop,bedsperpop,cliniccap,invests,funds,companies,factoriescap,conscap,consnewareas,consnewapt,retailturnover,foodservturnover,newaptprice,lat,lon,saldo
0.10199311023622049,0.10697772173182009,0.029931572030633978,0.3510372526039449,0.3218390804597701,0.00017377567140600318,0.4668035592060233,0.5583333333333332,0.35083016257350397,0.012074522234275884,0.371523915461624,0.024506714037399957,0.018053629081306043,0.012896862029104644,0.012243818590506411,0.02789654447325997,0.021109676069143275,0.006558541051608804,0.4305359426563959,0.773878402094881,0.5151768793466664,0.01722965313987758
0.1031003937007874,0.10592686002522067,0.028277518466488422,0.3648992816067268,0.32471264367816094,0.0001796998420221169,0.4524298425735797,0.5067460317460317,0.35610515392597714,0.02011195052315918,0.4093437152391546,0.025839015911218077,0.022546130748172567,0.017269128155923182,0.011344704482348275,0.02642461624728394,0.03115169983722363,0.008591445868679699,0.44286150553547043,0.773878402094881,0.5151768793466664,0.04568125141691227
0.10445374015748032,0.10718789407313997,0.02254497666198396,0.3865186158660536,0.32758620689655177,0.0001796998420221169,0.4496919917864477,0.4896825396825397,0.37167070217917675,0.025989113776247696,0.5506117908787541,0.02724294691803717,0.021278784113471245,0.026086557519970303,0.01190003966679889,0.02955538421999486,0.038304768941091305,0.0069669344893306916,0.44756091567736345,0.773878402094881,0.5151768793466664,0.06544245446988589
0.10654527559055119,0.10592686002522067,0.020596365613812482,0.4066194056394344,0.3290229885057471,0.00019747235387045813,0.460643394934976,0.4908730158730159,0.3565375302663438,0.024725572516091008,0.5606229143492769,0.029024124691994727,0.02042398671675247,0.02278763320470554,0.014438714795715986,0.03805985841452302,0.041191276353315126,0.009096703912702269,0.46790469740474216,0.773878402094881,0.5151768793466664,0.10398246807224364
0.10839074803149606,0.10571668768390079,0.02705397199438075,0.3806345500003518,0.33333333333333337,0.00021721958925750395,0.47843942505133474,0.5083333333333333,0.361034244206157,0.039399676574095745,0.5183537263626251,0.030246595228544688,0.020647605206900586,0.018851507816824674,0.016501388337961127,0.042428915212261394,0.05427249313394973,0.006074126462124894,0.4152466192409073,0.773878402094881,0.5151768793466664,0.09053124763847956
0.11023622047244094,0.10256410256410256,0.03589069651515838,0.3179856921626801,0.33764367816091956,0.00023696682464454977,0.4537987679671458,0.4880952380952381,0.36034244206157034,0.014899369875557102,0.42380422691879865,0.03123985253949153,0.018580367977279664,0.01344195150607894,0.016025386751289172,0.04175136094951053,0.04171368553290781,0.004032935959241129,0.35656255117910557,0.773878402094881,0.5151768793466664,0.08588377540995995
0.11177411417322834,0.10235393022278269,0.030022205102641954,0.30108416183914927,0.3405172413793104,0.00024289099526066352,0.48323066392881586,0.46904761904761905,0.3510895883777239,0.01500946798758829,0.46718576195773076,0.03286822149638034,0.01773900023414297,0.021174616083416677,0.013499933888668518,0.04726525081189692,0.042046508567398215,0.0034837026794723273,0.3038288403522198,0.773878402094881,0.5151768793466664,0.07284818257386835
0.11331200787401574,0.09794031105506515,0.02721257987039471,0.30432525035046587,0.346264367816092,0.0002507898894154818,0.5188227241615332,0.4658730158730159,0.3957108267035628,0.00821756279140793,0.5450500556173525,0.027333677153171736,0.02156505403053823,0.010154158147382526,0.017598836440565913,0.05831639447676456,0.042141589934556606,0.003427569540466136,0.2944732259056242,0.773878402094881,0.5151768793466664,0.07265926093856269
0.11454232283464567,0.09773013871374527,0.023292699506049758,0.3052613810849474,0.3491379310344828,0.000254739336492891,0.4948665297741273,0.46904761904761905,0.3869768246281563,0.00741652273727652,0.5450500556173525,0.02582946536015128,0.02498382983955522,0.010374922604142444,0.013235488562739654,0.03376089343706923,0.04196624520003775,0.0032543368586270037,0.27806845962753957,0.773878402094881,0.5151768793466664,0.06472455225572432
0.09012057086614174,0.1317780580075662,0.0537227534327276,0.3520700764259751,0.3218390804597701,0.00016192733017377566,0.20191649555099248,0.25753968253968257,0.20927014873746108,0.0628753807313936,0.5539488320355951,0.01646515003915726,0.4814278753113459,0.07082107595478862,0.011146370487901626,0.024532137099600476,0.038173713817526995,0.02505076173748396,0.50324939215193,0.7912471338349083,0.2947733624715681,-0.0019647850071790223
0.09085875984251968,0.13093736864228667,0.031427017718765576,0.3391100029122144,0.33045977011494254,0.00017772511848341231,0.20465434633812457,0.25793650793650796,0.19802836388792805,0.07349347753049629,0.5617352614015573,0.014115714476725306,0.6162506966816731,0.060791313784458796,0.014425492529419541,0.02577042592462793,0.045939945327645004,0.029786408311222395,0.4898788330395378,0.7912471338349083,0.2947733624715681,0.028527166931156957
0.09165846456692914,0.12778478352248843,0.03280917206688721,0.3754049243805299,0.33620689655172414,0.00017772511848341231,0.20944558521560577,0.2555555555555556,0.20062262193012798,0.08080034034487642,0.5984427141268075,0.013953355108589766,0.6303060117619254,0.054716466314934736,0.013632156551632949,0.028947921777528564,0.05233025958110316,0.03453554567310687,0.581030794776777,0.7912471338349083,0.2947733624715681,0.028338245295851282
0.0922121062992126,0.12442202606137033,0.02970498935061404,0.3978634417965731,0.34339080459770116,0.00015402843601895733,0.19780971937029432,0.26230158730158726,0.20667589069526113,0.0868740266588632,0.5984427141268075,0.014459534315129982,0.6053134518373018,0.06245825497174379,0.01289170963903213,0.025606878343963926,0.06076656671672016,0.036850213635287815,0.5384103317351848,0.7912471338349083,0.2947733624715681,0.005440943096803446
0.09301181102362205,0.12547288776796975,0.024765486926179362,0.3712710720572198,0.3505747126436782,0.00016587677725118485,0.1834360027378508,0.24682539682539684,0.21099965409892768,0.11965554986599207,0.6362625139043382,0.015123297614272344,0.5620550261770463,0.05267686052157559,0.014927938648684386,0.032592696432326346,0.07405317733832277,0.03867872117792145,0.5048567290438829,0.7912471338349083,0.2947733624715681,0.02149928209778584
0.09387303149606299,0.12337116435477091,0.022884850682013867,0.3309262466711698,0.35632183908045983,0.00017377567140600318,0.21697467488021904,0.2472222222222222,0.2127291594603943,0.12034749708471065,0.6818687430478308,0.015615150994212366,0.5081556485143562,0.04741197080074917,0.012878487372735687,0.022709749772201585,0.06107926239314547,0.026912091881859064,0.46190839549113133,0.7912471338349083,0.2947733624715681,0.018816594876445252
0.09491879921259844,0.11958806221101302,0.02175193728191417,0.32316285397225053,0.3620689655172414,0.00017377567140600318,0.20670773442847365,0.24365079365079365,0.20927014873746108,0.07717274068726082,0.6585094549499444,0.01546711745267702,0.49538078962908394,0.03315238545455401,0.015364273436467011,0.03455526740029439,0.0454996931537367,0.026647773334828154,0.4044049675419429,0.7912471338349083,0.2947733624715681,0.024333106627370968
0.09596456692913387,0.1164354770912148,0.019984592377758643,0.3222406821323,0.3649425287356322,0.00017377567140600318,0.21218343600273787,0.2246031746031746,0.20927014873746108,0.06346369393419701,0.671857619577308,0.014822455255668252,0.5454812177965581,0.03160721639350641,0.012640486579399708,0.02635452442699937,0.059991817335035856,0.025394347073258845,0.4151791678443181,0.7912471338349083,0.2947733624715681,0.03657522859517872
0.09676427165354332,0.11790668348045397,0.01857977976163502,0.31883112913588707,0.36781609195402304,0.00017377567140600318,0.21149897330595482,0.22142857142857142,0.20667589069526113,0.07876842263175395,0.664071190211346,0.014435657937462992,0.6770478434600008,0.034543885364228505,0.014280047600158666,0.028060092053923975,0.06619552346293571,0.027504127583243023,0.39220296099209156,0.7912471338349083,0.2947733624715681,0.030832010881886193
0.09744094488188977,0.11895754518705338,0.018375855349617075,0.31023952805708455,0.37356321839080464,0.0001836492890995261,0.22587268993839837,0.23015873015873015,0.21705292286406086,0.070487269679483,0.7419354838709677,0.014029759517124138,0.3114027338435334,0.03310910721141925,0.01725505751685839,0.036003831686175554,0.06881344229968935,0.03217533789254706,0.4155629661489009,0.7912471338349083,0.2947733624715681,0.023728557394392807
