oktmo,name,year,foodservturnover
oktmo,municipality,year,indicator_value
80659000,Янаульский муниципальный район,2016,21204.2
80659101,город Янаул,2012,26436.3
80659101,город Янаул,2013,15117.3
80701000,город Уфа,2012,3210721.2
80701000,город Уфа,2012,732349.0
80701000,город Уфа,2013,3596594.1
80701000,город Уфа,2013,753646.4
80701000,город Уфа,2014,3689109.6
80701000,город Уфа,2014,762263.8
80701000,город Уфа,2015,4204225.7
80701000,город Уфа,2015,1417311.3
80701000,город Уфа,2015,846216.1
80701000,город Уфа,2016,4219768.4
80701000,город Уфа,2016,1496900.0
80701000,город Уфа,2016,713807.2
80703000,город Агидель,2012,4981.0
80703000,город Агидель,2013,6735.7
80703000,город Агидель,2014,6261.6
80723000,город Кумертау,2012,67460.0
80723000,город Кумертау,2013,69930.5
80723000,город Кумертау,2014,78668.0
80723000,город Кумертау,2015,80753.6
80723000,город Кумертау,2016,91693.9
80727000,город Нефтекамск,2012,214572.0
80727000,город Нефтекамск,2013,199594.8
80727000,город Нефтекамск,2014,182702.0
80727000,город Нефтекамск,2015,175645.2
80727000,город Нефтекамск,2016,181120.2
80735000,город Октябрьский,2012,87243.0
80735000,город Октябрьский,2013,105473.3
80735000,город Октябрьский,2014,119495.9
80735000,город Октябрьский,2015,108776.1
80735000,город Октябрьский,2016,98421.7
80739000,город Салават,2012,264116.0
80739000,город Салават,2013,279907.8
80739000,город Салават,2014,294226.1
80739000,город Салават,2015,338750.4
80739000,город Салават,2015,297478.3
80739000,город Салават,2016,365395.9
80743000,город Сибай,2012,49744.1
80743000,город Сибай,2013,47110.3
80743000,город Сибай,2014,38331.8
80743000,город Сибай,2015,35557.7
80743000,город Сибай,2015,25952.0
80743000,город Сибай,2016,36325.5
80745000,город Стерлитамак,2012,301504.2
80745000,город Стерлитамак,2013,280151.3
80745000,город Стерлитамак,2014,239021.7
80745000,город Стерлитамак,2015,306812.6
80745000,город Стерлитамак,2016,302360.3
80745000,город Стерлитамак,2016,190236.7
81603000,Баргузинский муниципальный район,2012,6217.2
81603000,Баргузинский муниципальный район,2013,6696.8
81603000,Баргузинский муниципальный район,2015,6350.6
81603000,Баргузинский муниципальный район,2016,13275.8
81603420,Баргузинское,2012,6217.2
81603420,Баргузинское,2013,6696.8
81606000,Баунтовский эвенкийский муниципальный район,2012,7215.5
81606000,Баунтовский эвенкийский муниципальный район,2013,8663.4
81606000,Баунтовский эвенкийский муниципальный район,2014,9035.3
81606000,Баунтовский эвенкийский муниципальный район,2015,3704.9
81606000,Баунтовский эвенкийский муниципальный район,2016,31479.4
81606415,Багдаринское,2012,2152.1
81606415,Багдаринское,2013,2859.9
81606442,Витимское,2012,352.4
81606442,Витимское,2013,569.5
81606455,Северное,2012,4711.0
81606455,Северное,2013,5234.0
81609000,Бичурский муниципальный район,2012,7954.0
81609000,Бичурский муниципальный район,2013,1551.3
81609000,Бичурский муниципальный район,2014,2795.7
81609000,Бичурский муниципальный район,2015,2827.9
81609000,Бичурский муниципальный район,2016,4463.7
81609415,Бичурское,2012,7954.0
81609415,Бичурское,2013,1551.3
81612000,Джидинский муниципальный район,2012,9988.0
81612000,Джидинский муниципальный район,2013,13546.3
81612000,Джидинский муниципальный район,2016,11339.6
81612153,Джида,2012,7356.0
81612153,Джида,2013,10863.3
81612410,Белоозерское,2012,2632.0
81612410,Белоозерское,2013,2683.0
81615000,Еравнинский муниципальный район,2012,10944.6
81615000,Еравнинский муниципальный район,2013,11151.0
81615000,Еравнинский муниципальный район,2014,11981.0
81615000,Еравнинский муниципальный район,2016,42237.0
81615460,Сосново-Озерское,2012,10944.6
81615460,Сосново-Озерское,2013,11151.0
81618000,Заиграевский муниципальный район,2012,11422.0
81618000,Заиграевский муниципальный район,2013,13317.1
81618000,Заиграевский муниципальный район,2014,11235.9
81618000,Заиграевский муниципальный район,2015,12190.6
81618000,Заиграевский муниципальный район,2016,38399.2
81618151,поселок Заиграево,2012,11360.0
81618151,поселок Заиграево,2013,13182.1
81618455,Унэгэтэйское,2012,62.0
81618455,Унэгэтэйское,2013,135.0
81622000,Иволгинский муниципальный район,2012,963.6
81622000,Иволгинский муниципальный район,2012,859.2
81622000,Иволгинский муниципальный район,2013,953.7
81622000,Иволгинский муниципальный район,2013,824.6
81622000,Иволгинский муниципальный район,2016,7741.4
81622420,Иволгинское,2012,963.6
81622420,Иволгинское,2012,859.2
81622420,Иволгинское,2013,953.7
81622420,Иволгинское,2013,824.6
81624000,Кабанский муниципальный район,2012,40224.8
81624000,Кабанский муниципальный район,2013,41241.1
81624000,Кабанский муниципальный район,2014,33258.4
81624000,Кабанский муниципальный район,2015,28223.5
81624000,Кабанский муниципальный район,2016,33953.2
81624103,Бабушкинское,2012,556.7
81624103,Бабушкинское,2013,2309.9
81624158,Каменское,2012,2678.9
81624158,Каменское,2013,4717.5
81624163,Селенгинское,2012,20975.6
81624163,Селенгинское,2013,17849.2
81624415,Большереченское,2012,92.4
81624415,Большереченское,2013,39.1
81624422,Выдринское,2012,476.0
81624422,Выдринское,2013,444.0
81624430,Кабанское,2012,10581.3
81624430,Кабанское,2013,12271.9
81624470,Сухинское,2012,4425.9
81624470,Сухинское,2013,3196.0
81624480,Твороговское,2012,438.0
81624480,Твороговское,2013,413.5
81627000,Кижингинский муниципальный район,2015,3631.0
81627000,Кижингинский муниципальный район,2016,3402.8
81633000,Кяхтинский муниципальный район,2012,12854.4
81633000,Кяхтинский муниципальный район,2012,1832.6
81633000,Кяхтинский муниципальный район,2013,6142.4
81633000,Кяхтинский муниципальный район,2013,5177.4
81633000,Кяхтинский муниципальный район,2014,8740.7
81633000,Кяхтинский муниципальный район,2015,7166.2
81633000,Кяхтинский муниципальный район,2016,145797.8
81633101,город Кяхта,2012,12854.4
81633101,город Кяхта,2012,1832.6
81633101,город Кяхта,2013,6142.4
81633101,город Кяхта,2013,5177.4
81635000,Муйский муниципальный район,2012,3086.3
81635000,Муйский муниципальный район,2013,3233.2
81635151,поселок Таксимо,2012,3086.3
81635151,поселок Таксимо,2013,3233.2
81636000,Мухоршибирский муниципальный район,2013,7296.3
81636000,Мухоршибирский муниципальный район,2015,19412.3
81636000,Мухоршибирский муниципальный район,2016,23425.3
81636442,Саганнурское,2013,7296.3
81639000,Окинский муниципальный район,2012,28357.0
81639000,Окинский муниципальный район,2013,29915.0
81639422,Орликское,2012,28357.0
81639422,Орликское,2013,29915.0
81642000,Прибайкальский муниципальный район,2012,14511.3
81642000,Прибайкальский муниципальный район,2013,22426.9
81642000,Прибайкальский муниципальный район,2014,26678.2
81642000,Прибайкальский муниципальный район,2015,19012.1
81642000,Прибайкальский муниципальный район,2016,8733.7
81642422,Гремячинское,2012,1308.1
81642422,Гремячинское,2013,1126.6
81642488,Турунтаевское,2012,13203.2
81642488,Турунтаевское,2013,21300.3
81645000,Северо-Байкальский муниципальный район,2012,4154.7
81645000,Северо-Байкальский муниципальный район,2013,3200.4
81645155,поселок Нижнеангарск,2012,4154.7
81645155,поселок Нижнеангарск,2013,3200.4
81648000,Селенгинский муниципальный район,2012,9407.3
81648000,Селенгинский муниципальный район,2013,12213.1
81648000,Селенгинский муниципальный район,2014,14158.1
81648000,Селенгинский муниципальный район,2015,9663.5
81648000,Селенгинский муниципальный район,2016,9171.6
81648101,город Гусиноозерск,2012,9407.3
81648101,город Гусиноозерск,2013,12213.1
81650000,Тарбагатайский муниципальный район,2012,885.0
81650000,Тарбагатайский муниципальный район,2013,1273.4
81650000,Тарбагатайский муниципальный район,2014,1421.1
81650000,Тарбагатайский муниципальный район,2015,1743.0
81650000,Тарбагатайский муниципальный район,2016,1734.2
81650440,Тарбагатайское,2012,885.0
81650440,Тарбагатайское,2013,1273.4
81651000,Тункинский муниципальный район,2012,882.2
81651000,Тункинский муниципальный район,2013,1146.8
81651403,Аршан,2012,882.2
81651403,Аршан,2013,1031.8
81651466,Туран,2013,115.0
81657000,Хоринский муниципальный район,2015,2285.3
81657000,Хоринский муниципальный район,2016,1689.1
81701000,город Улан-Удэ,2012,499792.1
81701000,город Улан-Удэ,2012,138973.3
81701000,город Улан-Удэ,2012,2052.0
81701000,город Улан-Удэ,2012,187974.3
81701000,город Улан-Удэ,2013,572461.5
81701000,город Улан-Удэ,2013,160688.5
81701000,город Улан-Удэ,2013,1952.0
81701000,город Улан-Удэ,2013,262572.8
81701000,город Улан-Удэ,2014,433417.5
81701000,город Улан-Удэ,2015,440392.8
81701000,город Улан-Удэ,2016,820568.5
81701000,город Улан-Удэ,2016,681764.4
81720000,город Северобайкальск,2012,11085.4
81720000,город Северобайкальск,2013,12708.1
81720000,город Северобайкальск,2014,13651.7
81720000,город Северобайкальск,2015,14784.8
81720000,город Северобайкальск,2016,13130.6
82700000,Городские округа Республики Дагестан/,2014,26617.4
82700000,Городские округа Республики Дагестан/,2015,30375.2
82701000,город Махачкала,2012,31070.1
82701000,город Махачкала,2013,19701.7
82701000,город Махачкала,2015,11091.0
83620000,Майский муниципальный район,2015,7431.0
83620000,Майский муниципальный район,2016,6898.3
83625000,Прохладненский муниципальный район,2015,4432.6
83625000,Прохладненский муниципальный район,2016,5329.7
83648000,Эльбрусский муниципальный район,2015,15801.6
83648000,Эльбрусский муниципальный район,2016,6725.9
83710000,Прохладный,2015,21354.0
83710000,Прохладный,2016,81201.0
84615000,Майминский муниципальный район,2012,11771.2
84615000,Майминский муниципальный район,2013,10421.9
84615000,Майминский муниципальный район,2015,14595.0
84615000,Майминский муниципальный район,2016,68175.8
84620000,Онгудайский муниципальный район,2012,11631.3
84620000,Онгудайский муниципальный район,2012,1095.0
84620000,Онгудайский муниципальный район,2013,15063.5
84620000,Онгудайский муниципальный район,2013,874.0
84620000,Онгудайский муниципальный район,2015,9928.2
84620000,Онгудайский муниципальный район,2016,8727.5
84640000,Усть-Коксинский муниципальный район,2012,123.8
84643000,Чемальский муниципальный район,2012,17045.7
84643000,Чемальский муниципальный район,2013,14343.6
84643000,Чемальский муниципальный район,2015,18669.6
84643000,Чемальский муниципальный район,2016,20768.7
84645000,Чойский муниципальный район,2012,3922.8
84645000,Чойский муниципальный район,2013,5771.7
84645000,Чойский муниципальный район,2015,3929.3
84645000,Чойский муниципальный район,2016,2921.6
84650000,Шебалинский муниципальный район,2012,30.8
84650000,Шебалинский муниципальный район,2013,5.5
84650000,Шебалинский муниципальный район,2015,50.6
84650000,Шебалинский муниципальный район,2016,25.6
84701000,город Горно-Алтайск,2012,47302.3
84701000,город Горно-Алтайск,2012,34105.8
84701000,город Горно-Алтайск,2013,80050.2
84701000,город Горно-Алтайск,2013,66433.4
84701000,город Горно-Алтайск,2014,97775.0
84701000,город Горно-Алтайск,2015,76485.3
84701000,город Горно-Алтайск,2016,89129.4
85605000,Городовиковский муниципальный район,2012,1036.0
85605000,Городовиковский муниципальный район,2013,3777.8
85605000,Городовиковский муниципальный район,2014,4230.7
85605000,Городовиковский муниципальный район,2015,4292.6
85605000,Городовиковский муниципальный район,2016,3662.4
85605101,Городовиковское,2013,2466.1
85605411,Виноградненское,2013,823.8
85605422,Лазаревское,2013,324.2
85605444,Южненское,2013,163.7
85610000,Ики-Бурульский муниципальный район,2012,832.4
85610000,Ики-Бурульский муниципальный район,2013,683.0
85610000,Ики-Бурульский муниципальный район,2014,679.4
85610000,Ики-Бурульский муниципальный район,2015,2169.4
85610000,Ики-Бурульский муниципальный район,2016,2078.6
85610405,Багабурульское,2013,56.3
85610410,Оргакинское,2013,243.1
85610413,Зундатолгинское,2013,20.6
85610420,Кевюдовское,2013,25.3
85610425,Манычское,2013,19.2
85610435,Приманычское,2013,176.5
85610445,Хомутниковское,2013,85.5
85610450,Чограйское,2013,4.5
85610451,Чолунхамурское,2013,52.0
85625000,Кетченеровский муниципальный район,2012,845.9
85632000,Сарпинский муниципальный район,2012,1529.4
85637000,Целинный муниципальный район,2012,2905.9
85637000,Целинный муниципальный район,2013,3442.7
85637000,Целинный муниципальный район,2014,4616.7
85637000,Целинный муниципальный район,2015,5066.1
85637000,Целинный муниципальный район,2016,4890.7
85637435,Троицкое,2013,3442.7
85642000,Черноземельский муниципальный район,2012,2189.8
85642000,Черноземельский муниципальный район,2013,2549.3
85642000,Черноземельский муниципальный район,2014,2770.3
85642405,Адыковское,2013,205.1
85642410,Артезианское,2013,493.2
85642412,Комсомольское,2013,1851.0
85650000,Яшалтинский муниципальный район,2012,95.7
85701000,город Элиста,2012,29622.0
85701000,город Элиста,2013,37545.6
85701000,город Элиста,2013,24823.0
85701000,город Элиста,2014,36742.1
85701000,город Элиста,2015,44992.1
85701000,город Элиста,2016,49110.0
86604000,Беломорский муниципальный район,2014,22674.9
86604000,Беломорский муниципальный район,2015,26801.8
86604000,Беломорский муниципальный район,2016,28060.1
86610000,Сортавальский муниципальный район,2013,10063.3
86610000,Сортавальский муниципальный район,2014,11415.8
86610000,Сортавальский муниципальный район,2015,12217.6
86610000,Сортавальский муниципальный район,2016,19355.4
86612000,Кемский муниципальный район,2016,14107.3
86615000,Кондопожский муниципальный район,2014,77939.3
86615000,Кондопожский муниципальный район,2015,87110.1
86615000,Кондопожский муниципальный район,2016,81029.4
86618000,Лахденпохский муниципальный район,2016,6616.0
86621000,Лоухский муниципальный район,2016,16136.0
86624000,Медвежьегорский муниципальный район,2013,15240.4
86624000,Медвежьегорский муниципальный район,2014,22339.1
86624000,Медвежьегорский муниципальный район,2015,28590.7
86624000,Медвежьегорский муниципальный район,2016,30141.5
86627000,Муезерский муниципальный район,2014,8468.8
86627000,Муезерский муниципальный район,2015,8715.5
86627000,Муезерский муниципальный район,2016,18176.3
86630000,Олонецкий муниципальный район,2013,43140.0
86630000,Олонецкий муниципальный район,2013,42049.0
86630000,Олонецкий муниципальный район,2014,51353.8
86630000,Олонецкий муниципальный район,2014,50208.0
86630000,Олонецкий муниципальный район,2015,52783.0
86630000,Олонецкий муниципальный район,2015,51255.0
86630000,Олонецкий муниципальный район,2016,51483.8
86630000,Олонецкий муниципальный район,2016,50687.0
86633000,Питкярантский муниципальный район,2013,16759.9
86633000,Питкярантский муниципальный район,2014,18444.2
86633000,Питкярантский муниципальный район,2015,13824.4
86633000,Питкярантский муниципальный район,2016,13142.9
86636000,Прионежский муниципальный район,2013,28620.0
86636000,Прионежский муниципальный район,2016,102174.0
86645000,Сегежский муниципальный район,2013,32032.5
86645000,Сегежский муниципальный район,2014,9364.2
86645000,Сегежский муниципальный район,2015,16142.2
86645000,Сегежский муниципальный район,2016,18391.3
86650000,Суоярвский муниципальный район,2013,7531.5
86650000,Суоярвский муниципальный район,2014,13080.4
86650000,Суоярвский муниципальный район,2015,11354.2
86650000,Суоярвский муниципальный район,2016,16346.8
86701000,Петрозаводский,2013,68119.8
86701000,Петрозаводский,2014,2497641.0
86701000,Петрозаводский,2014,140696.0
86701000,Петрозаводский,2015,6507521.0
86701000,Петрозаводский,2015,4034719.0
86701000,Петрозаводский,2016,8826696.0
86701000,Петрозаводский,2016,4628948.0
86701000,Петрозаводский,2016,89685.0
86706000,Костомукшский,2014,298164.0
86706000,Костомукшский,2015,580176.0
86706000,Костомукшский,2016,559873.0
87602000,Муниципальный район Вуктыл (до 1 января 2017 года),2012,94177.0
87602000,Муниципальный район Вуктыл (до 1 января 2017 года),2012,82953.0
87602000,Муниципальный район Вуктыл (до 1 января 2017 года),2013,47687.3
87602000,Муниципальный район Вуктыл (до 1 января 2017 года),2014,44287.3
87602000,Муниципальный район Вуктыл (до 1 января 2017 года),2015,43449.1
87602000,Муниципальный район Вуктыл (до 1 января 2017 года),2016,36932.3
87602100,Городские поселения района Вуктыл (до 1 января 2017 года),2012,85546.4
87602100,Городские поселения района Вуктыл (до 1 января 2017 года),2012,82953.0
87602100,Городские поселения района Вуктыл (до 1 января 2017 года),2013,37354.0
87602101,Вуктыл (до 1 января 2017 года),2012,85546.4
87602101,Вуктыл (до 1 января 2017 года),2012,82953.0
87602101,Вуктыл (до 1 января 2017 года),2013,37354.0
87602400,Сельские поселения района Вуктыл (до 1 января 2017 года),2012,8630.6
87602400,Сельские поселения района Вуктыл (до 1 января 2017 года),2013,10333.3
87602408,Дутово (до 1 января 2017 года),2012,7837.0
87602442,Подчерье (до 1 января 2017 года),2012,793.6
87604000,Ижемский муниципальный район,2012,24376.2
87604000,Ижемский муниципальный район,2012,8209.0
87604000,Ижемский муниципальный район,2013,21522.2
87604000,Ижемский муниципальный район,2014,29206.5
87604000,Ижемский муниципальный район,2015,28287.5
87604400,Сельские поселения Ижемского муниципального района/,2012,24376.2
87604400,Сельские поселения Ижемского муниципального района/,2012,8209.0
87604400,Сельские поселения Ижемского муниципального района/,2013,21522.2
87604420,Ижма,2012,11535.9
87604460,Краснобор,2012,3942.6
87604495,Щельяюр,2012,8897.7
87604495,Щельяюр,2012,8209.0
87608000,Княжпогостский муниципальный район,2012,63080.1
87608000,Княжпогостский муниципальный район,2012,58152.0
87608000,Княжпогостский муниципальный район,2013,60309.6
87608000,Княжпогостский муниципальный район,2014,53122.4
87608000,Княжпогостский муниципальный район,2015,42610.3
87608000,Княжпогостский муниципальный район,2016,46871.4
87608100,Городские поселения Княжпогостского муниципального района/,2012,62021.4
87608100,Городские поселения Княжпогостского муниципального района/,2012,58152.0
87608100,Городские поселения Княжпогостского муниципального района/,2013,58510.9
87608101,Емва,2012,3399.7
87608101,Емва,2013,8819.3
87608162,Синдор,2012,58621.7
87608162,Синдор,2012,58152.0
87608162,Синдор,2013,49691.6
87608400,Сельские поселения Княжпогостского муниципального района/,2012,1058.7
87608400,Сельские поселения Княжпогостского муниципального района/,2013,1798.7
87608412,Вожаёль (до 1 января 2013 года),2012,120.7
87608420,Иоссер,2012,72.9
87608440,Мещура,2012,125.1
87608450,Серёгово,2012,231.6
87608470,Туръя,2012,51.6
87608480,Чиньяворык,2012,318.4
87608490,Шошка,2012,138.4
87612000,Койгородский муниципальный район,2012,7226.2
87612000,Койгородский муниципальный район,2013,9628.9
87612000,Койгородский муниципальный район,2014,8303.2
87612000,Койгородский муниципальный район,2015,7450.9
87612000,Койгородский муниципальный район,2016,9678.5
87612400,Сельские поселения Койгородского муниципального района/,2012,7226.2
87612400,Сельские поселения Койгородского муниципального района/,2013,9628.9
87612410,Грива,2012,325.2
87612418,Кажым,2012,622.8
87612420,Койгородок,2012,4275.2
87612422,Койдин,2012,304.1
87612430,Кузьёль,2012,193.5
87612433,Нижний Турунъю (до 1 января 2017г),2012,233.1
87612445,Подзь,2012,820.0
87612450,Ужга,2012,452.3
87616000,Корткеросский муниципальный район,2012,22559.7
87616000,Корткеросский муниципальный район,2013,25202.9
87616000,Корткеросский муниципальный район,2014,26622.5
87616000,Корткеросский муниципальный район,2015,25282.4
87616000,Корткеросский муниципальный район,2016,27691.8
87616400,Сельские поселения Корткеросского муниципального района/,2012,22559.7
87616400,Сельские поселения Корткеросского муниципального района/,2013,25202.9
87616405,Богородск,2012,1138.2
87616410,Большелуг,2012,821.6
87616415,Вомын,2012,224.8
87616420,Додзь,2012,484.8
87616425,Керес,2012,524.1
87616430,Корткерос,2012,12986.1
87616435,Намск,2012,247.4
87616445,Мордино,2012,648.4
87616450,Нёбдино,2012,347.2
87616455,Нившера,2012,984.1
87616460,Пезмег,2012,865.8
87616465,Подъельск,2012,551.3
87616470,Подтыбок,2012,588.3
87616480,Приозёрный,2012,385.6
87616485,Сторожевск,2012,1501.4
87616490,Усть-Лэкчим,2012,260.6
87620000,Муниципальный район Печора,2012,101800.3
87620000,Муниципальный район Печора,2012,59453.0
87620000,Муниципальный район Печора,2013,100165.0
87620000,Муниципальный район Печора,2014,215338.0
87620000,Муниципальный район Печора,2014,166934.1
87620000,Муниципальный район Печора,2015,244221.6
87620000,Муниципальный район Печора,2015,202321.7
87620000,Муниципальный район Печора,2016,146383.3
87620000,Муниципальный район Печора,2016,123969.0
87620100,Городские поселения муниципального района Печора/,2012,79828.2
87620100,Городские поселения муниципального района Печора/,2012,40612.0
87620100,Городские поселения муниципального района Печора/,2013,98412.4
87620101,Печора,2012,58242.1
87620101,Печора,2012,40612.0
87620101,Печора,2013,25064.6
87620102,Изъяю (до 1 января 2013 года),2012,1065.8
87620103,Кожва,2012,19324.1
87620103,Кожва,2013,73006.4
87620104,Путеец,2012,1196.2
87620400,Сельские поселения муниципального района Печора/,2012,21972.1
87620400,Сельские поселения муниципального района Печора/,2012,18841.0
87620400,Сельские поселения муниципального района Печора/,2013,1752.6
87620405,Зеленоборск (до 1 января 2013 года),2012,102.8
87620407,Каджером,2012,1883.7
87620407,Каджером,2013,1159.3
87620408,Кедровый Шор (до 1 января 2013 года),2012,29.9
87620415,Красный Яг (до 1 января 2013 года),2012,71.4
87620430,Приуральское,2012,486.2
87620437,Сыня (до 1 января 2013 года),2012,166.0
87620453,Чикшино,2012,19232.1
87620453,Чикшино,2012,18841.0
87624000,Прилузский муниципальный район,2012,16172.3
87624000,Прилузский муниципальный район,2013,19170.4
87624000,Прилузский муниципальный район,2014,17747.1
87624000,Прилузский муниципальный район,2015,18725.7
87624000,Прилузский муниципальный район,2016,19069.1
87624400,Сельские поселения Прилузского муниципального района/,2012,16172.3
87624400,Сельские поселения Прилузского муниципального района/,2013,19170.4
87624405,Ваймес (до 1 января 2017г),2012,80.6
87624410,Верхолузье (до 1 января 2017г),2012,0.4
87624412,Вухтым,2012,602.7
87624415,Гурьевка,2012,754.4
87624425,Летка,2012,2557.7
87624430,Лойма,2012,570.1
87624435,Мутница,2012,185.1
87624440,Ношуль,2012,1351.7
87624445,Объячево,2012,7368.7
87624445,Объячево,2013,8987.1
87624450,Прокопьевка,2012,88.4
87624455,Слудка,2012,374.7
87624460,Спаспоруб,2012,522.4
87624463,Черёмуховка,2012,1190.6
87624465,Чёрныш (до 1 января 2021 года),2012,346.4
87624470,Читаево (до 1 января 2017г),2012,178.4
87626000,Муниципальный район Сосногорск,2012,215682.9
87626000,Муниципальный район Сосногорск,2012,146323.0
87626000,Муниципальный район Сосногорск,2013,239836.2
87626000,Муниципальный район Сосногорск,2014,172960.5
87626000,Муниципальный район Сосногорск,2015,124009.5
87626000,Муниципальный район Сосногорск,2016,69893.5
87626000,Муниципальный район Сосногорск,2016,24525.0
87626100,Городские поселения муниципального района Сосногорск/,2012,214225.9
87626100,Городские поселения муниципального района Сосногорск/,2012,146323.0
87626100,Городские поселения муниципального района Сосногорск/,2013,239836.2
87626122,Сосногорск,2012,208122.3
87626122,Сосногорск,2012,146323.0
87626122,Сосногорск,2013,228707.7
87626153,Войвож,2012,1292.6
87626159,Нижний Одес,2012,4811.0
87626159,Нижний Одес,2013,9786.0
87626400,Сельские поселения района Сосногорск (до 1 янвря 2013 года),2012,1457.0
87626405,Верхнеижемский (до 1 янвря 2013 года),2012,191.4
87626407,Вис (до 1 янвря 2013 года),2012,203.0
87626412,Ираёль (до 1 янвря 2013 года),2012,363.4
87626427,Малая Пера (до 1 янвря 2013 года),2012,274.1
87626440,ND,2012,425.1
87628000,Сыктывдинский муниципальный район,2012,38290.1
87628000,Сыктывдинский муниципальный район,2013,47145.4
87628000,Сыктывдинский муниципальный район,2014,46994.8
87628000,Сыктывдинский муниципальный район,2015,51641.1
87628000,Сыктывдинский муниципальный район,2016,50677.1
87628400,Сельские поселения Сыктывдинского муниципального района/,2012,38290.1
87628400,Сельские поселения Сыктывдинского муниципального района/,2013,47145.4
87628405,Выльгорт,2012,24016.9
87628405,Выльгорт,2013,26827.4
87628410,Зеленец,2012,12642.8
87628428,Мандач,2012,14.7
87628435,Пажга,2012,301.3
87628440,Палевицы,2012,126.8
87628445,Слудка,2012,156.4
87628450,Часово,2012,165.2
87628460,Шошка,2012,477.9
87628463,Ыб,2012,145.8
87628465,Яснэг,2012,242.3
87632000,Сысольский муниципальный район,2012,11209.9
87632000,Сысольский муниципальный район,2013,9931.1
87632000,Сысольский муниципальный район,2014,12916.5
87632000,Сысольский муниципальный район,2015,14146.9
87632000,Сысольский муниципальный район,2016,14639.9
87632400,Сельские поселения Сысольского муниципального района/,2012,11209.9
87632400,Сельские поселения Сысольского муниципального района/,2013,9931.1
87632410,Визинга,2012,6757.9
87632410,Визинга,2013,5891.3
87632413,Визиндор,2012,785.8
87632413,Визиндор,2013,683.3
87632420,Вотча,2012,0.0
87632430,Гагшор,2012,243.2
87632435,Заозерье,2012,321.3
87632440,Куниб,2012,1062.6
87632440,Куниб,2013,917.4
87632450,Куратово,2012,536.0
87632460,Межадор,2012,351.6
87632480,Пыёлдино,2012,823.7
87632490,Чухлэм,2012,327.8
87636000,Троицко-Печорский муниципальный район,2012,10112.7
87636000,Троицко-Печорский муниципальный район,2013,11957.5
87636000,Троицко-Печорский муниципальный район,2014,13845.3
87636000,Троицко-Печорский муниципальный район,2015,15354.5
87636000,Троицко-Печорский муниципальный район,2016,17237.5
87636100,Городские поселения Троицко-Печорского муниципального района/,2012,6909.7
87636100,Городские поселения Троицко-Печорского муниципального района/,2013,8543.5
87636151,Троицко-Печорск,2012,6909.7
87636151,Троицко-Печорск,2013,8543.5
87636400,Сельские поселения Троицко-Печорского муниципального района/,2012,3203.0
87636400,Сельские поселения Троицко-Печорского муниципального района/,2013,3414.0
87636411,Приуральский,2012,758.5
87636413,Знаменка,2012,179.6
87636422,Комсомольск-на-Печоре,2012,491.7
87636444,Митрофан-Дикост,2012,269.8
87636447,Мылва,2012,0.0
87636450,Нижняя Омра,2012,370.1
87636455,Покча,2012,78.7
87636477,Усть-Илыч,2012,370.6
87636498,Якша,2012,684.0
87640000,Удорский муниципальный район,2012,9227.0
87640000,Удорский муниципальный район,2013,8230.4
87640000,Удорский муниципальный район,2014,7981.0
87640000,Удорский муниципальный район,2015,12301.6
87640000,Удорский муниципальный район,2016,4455.3
87640400,Сельские поселения Удорского муниципального района/,2012,9227.0
87640400,Сельские поселения Удорского муниципального района/,2013,8230.4
87640403,Буткан,2012,45.1
87640405,Важгорт,2012,565.6
87640410,Вожский,2012,334.9
87640415,Глотово,2012,539.2
87640420,Ёдва,2012,4738.5
87640425,Ёртом (до 1 января 2018г),2012,175.7
87640430,Кослан,2012,1027.2
87640440,Большая Пысса,2012,342.3
87640450,Чернутьево,2012,857.6
87640453,Чим,2012,332.0
87640455,Чупрово,2012,268.9
87644000,Усть-Вымский муниципальный район,2012,20048.9
87644000,Усть-Вымский муниципальный район,2012,8711.0
87644000,Усть-Вымский муниципальный район,2013,22537.0
87644000,Усть-Вымский муниципальный район,2014,33872.7
87644000,Усть-Вымский муниципальный район,2015,35063.7
87644000,Усть-Вымский муниципальный район,2016,35474.2
87644100,Городские поселения Усть-Вымского муниципального района/,2012,6310.3
87644100,Городские поселения Усть-Вымского муниципального района/,2013,16706.6
87644105,Микунь,2012,3996.8
87644155,Жешарт,2012,2313.5
87644155,Жешарт,2013,3212.6
87644400,Сельские поселения Усть-Вымского муниципального района/,2012,13738.6
87644400,Сельские поселения Усть-Вымского муниципального района/,2012,8711.0
87644400,Сельские поселения Усть-Вымского муниципального района/,2013,5830.4
87644405,Айкино,2012,10815.1
87644405,Айкино,2012,8711.0
87644415,Гам,2012,396.2
87644416,Донаёль,2012,202.5
87644418,Илья-Шор,2012,101.8
87644420,Кожмудор,2012,701.1
87644423,Мадмас,2012,295.7
87644425,Межег,2012,409.6
87644434,Студенец,2012,283.6
87644440,Усть-Вымь,2012,533.0
87648000,Усть-Куломский муниципальный район,2012,12999.6
87648000,Усть-Куломский муниципальный район,2013,14148.7
87648000,Усть-Куломский муниципальный район,2014,16560.7
87648000,Усть-Куломский муниципальный район,2015,30706.5
87648000,Усть-Куломский муниципальный район,2016,31908.1
87648400,Сельские поселения Усть-Куломского муниципального района/,2012,12999.6
87648400,Сельские поселения Усть-Куломского муниципального района/,2013,14148.7
87648415,Вольдино,2012,603.4
87648415,Вольдино,2013,611.9
