oktmo,name,year,foodservturnover
oktmo,municipality,year,indicator_value
01601000,Алейский муниципальный район,2012,1699.4
01601000,Алейский муниципальный район,2013,2095.3
01601000,Алейский муниципальный район,2014,3374.8
01601000,Алейский муниципальный район,2015,4041.4
01601000,Алейский муниципальный район,2016,4503.8
01602000,Алтайский муниципальный район,2012,4151.0
01602000,Алтайский муниципальный район,2016,8268.6
01603000,Баевский муниципальный район,2012,1168.4
01603000,Баевский муниципальный район,2013,2119.1
01603000,Баевский муниципальный район,2014,2064.9
01603000,Баевский муниципальный район,2015,2252.5
01603000,Баевский муниципальный район,2016,2619.4
01604000,Бийский муниципальный район,2012,9960.7
01604000,Бийский муниципальный район,2013,10193.3
01604000,Бийский муниципальный район,2014,13089.2
01604000,Бийский муниципальный район,2015,15007.8
01604000,Бийский муниципальный район,2016,12789.3
01605000,Благовещенский муниципальный район,2012,18614.8
01605000,Благовещенский муниципальный район,2013,17668.9
01605000,Благовещенский муниципальный район,2014,17561.5
01605000,Благовещенский муниципальный район,2015,19739.9
01605000,Благовещенский муниципальный район,2016,21718.5
01606000,Бурлинский муниципальный район,2012,1403.0
01606000,Бурлинский муниципальный район,2013,1188.9
01606000,Бурлинский муниципальный район,2014,364.5
01606000,Бурлинский муниципальный район,2015,1023.5
01606000,Бурлинский муниципальный район,2016,825.7
01607000,Быстроистокский муниципальный район,2012,1649.1
01607000,Быстроистокский муниципальный район,2013,1913.0
01607000,Быстроистокский муниципальный район,2014,1752.0
01607000,Быстроистокский муниципальный район,2015,2637.7
01607000,Быстроистокский муниципальный район,2016,2542.6
01608000,Волчихинский муниципальный район,2012,3073.4
01608000,Волчихинский муниципальный район,2013,3907.8
01608000,Волчихинский муниципальный район,2014,5092.6
01608000,Волчихинский муниципальный район,2015,5811.5
01608000,Волчихинский муниципальный район,2016,5574.4
01609000,Егорьевский муниципальный район,2012,4303.0
01609000,Егорьевский муниципальный район,2013,4052.8
01609000,Егорьевский муниципальный район,2014,4339.2
01609000,Егорьевский муниципальный район,2015,14282.9
01609000,Егорьевский муниципальный район,2016,15843.5
01610000,Ельцовский муниципальный район,2015,680.7
01611000,Завьяловский муниципальный район,2012,6153.2
01611000,Завьяловский муниципальный район,2013,5670.2
01611000,Завьяловский муниципальный район,2014,6868.7
01611000,Завьяловский муниципальный район,2015,8783.8
01611000,Завьяловский муниципальный район,2016,8135.0
01612000,Залесовский муниципальный район,2012,8763.6
01613000,Заринский муниципальный район,2012,8571.3
01613000,Заринский муниципальный район,2013,9211.5
01613000,Заринский муниципальный район,2014,10417.4
01613000,Заринский муниципальный район,2015,13775.7
01614000,Змеиногорский муниципальный район,2012,5146.5
01614000,Змеиногорский муниципальный район,2013,5669.0
01614000,Змеиногорский муниципальный район,2014,4085.4
01614000,Змеиногорский муниципальный район,2015,4002.0
01614000,Змеиногорский муниципальный район,2016,4808.7
01615000,Калманский муниципальный район,2012,1865.3
01615000,Калманский муниципальный район,2013,3160.1
01615000,Калманский муниципальный район,2014,3312.4
01615000,Калманский муниципальный район,2015,4610.7
01615000,Калманский муниципальный район,2016,6090.6
01616000,Каменский муниципальный район,2012,2234.0
01616000,Каменский муниципальный район,2013,3512.0
01616000,Каменский муниципальный район,2016,36087.7
01617000,Ключевский муниципальный район,2012,21292.4
01617000,Ключевский муниципальный район,2013,16001.1
01617000,Ключевский муниципальный район,2014,15481.8
01617000,Ключевский муниципальный район,2015,11842.9
01617000,Ключевский муниципальный район,2016,7009.4
01618000,Косихинский муниципальный район,2012,4728.8
01618000,Косихинский муниципальный район,2013,5395.5
01618000,Косихинский муниципальный район,2014,5714.0
01618000,Косихинский муниципальный район,2015,46902.8
01618000,Косихинский муниципальный район,2016,106490.7
01619000,Красногорский муниципальный район,2012,5381.0
01620000,Краснощёковский муниципальный район,2012,13271.6
01620000,Краснощёковский муниципальный район,2013,15598.9
01620000,Краснощёковский муниципальный район,2014,14359.6
01620000,Краснощёковский муниципальный район,2015,14427.5
01620000,Краснощёковский муниципальный район,2016,14884.0
01621000,Крутихинский муниципальный район,2012,446.7
01621000,Крутихинский муниципальный район,2013,433.3
01622000,Кулундинский муниципальный район,2012,9285.6
01622000,Кулундинский муниципальный район,2013,9372.2
01622000,Кулундинский муниципальный район,2014,9080.8
01622000,Кулундинский муниципальный район,2015,9706.3
01622000,Кулундинский муниципальный район,2016,9894.3
01623000,Курьинский муниципальный район,2012,6461.2
01623000,Курьинский муниципальный район,2013,6910.7
01623000,Курьинский муниципальный район,2014,2113.4
01623000,Курьинский муниципальный район,2015,8736.2
01623000,Курьинский муниципальный район,2016,9557.8
01624000,Кытмановский муниципальный район,2012,1055.0
01624000,Кытмановский муниципальный район,2013,1234.0
01624000,Кытмановский муниципальный район,2014,976.0
01624000,Кытмановский муниципальный район,2015,1366.0
01625000,Локтевский муниципальный район,2012,7136.5
01625000,Локтевский муниципальный район,2014,4683.8
01625000,Локтевский муниципальный район,2015,5269.7
01625000,Локтевский муниципальный район,2016,5471.1
01626000,Мамонтовский муниципальный район,2012,12842.6
01626000,Мамонтовский муниципальный район,2013,4575.0
01626000,Мамонтовский муниципальный район,2014,5094.7
01626000,Мамонтовский муниципальный район,2015,5862.4
01626000,Мамонтовский муниципальный район,2016,6598.6
01627000,Михайловский муниципальный район,2012,8036.4
01627000,Михайловский муниципальный район,2013,8776.4
01627000,Михайловский муниципальный район,2014,11015.3
01627000,Михайловский муниципальный район,2015,12378.2
01627000,Михайловский муниципальный район,2016,13746.9
01628000,Новичихинский муниципальный район,2012,2213.8
01628000,Новичихинский муниципальный район,2013,2660.1
01628000,Новичихинский муниципальный район,2014,3065.1
01628000,Новичихинский муниципальный район,2015,3272.2
01628000,Новичихинский муниципальный район,2016,3474.6
01629000,Зональный муниципальный район,2012,6487.7
01629000,Зональный муниципальный район,2013,3334.0
01629000,Зональный муниципальный район,2014,2609.0
01630000,Павловский муниципальный район,2012,21783.8
01630000,Павловский муниципальный район,2013,25450.9
01630000,Павловский муниципальный район,2014,20367.9
01630000,Павловский муниципальный район,2015,30098.7
01630000,Павловский муниципальный район,2016,43865.5
01631000,Панкрушихинский муниципальный район,2012,3854.0
01632000,Первомайский муниципальный район,2012,16096.7
01632000,Первомайский муниципальный район,2013,19778.0
01632000,Первомайский муниципальный район,2014,18150.5
01632000,Первомайский муниципальный район,2015,68271.2
01632000,Первомайский муниципальный район,2016,126847.2
01633000,Петропавловский муниципальный район,2012,7258.7
01633000,Петропавловский муниципальный район,2013,8222.5
01633000,Петропавловский муниципальный район,2014,9628.2
01633000,Петропавловский муниципальный район,2015,9808.9
01633000,Петропавловский муниципальный район,2016,9435.9
01634000,Поспелихинский муниципальный район,2012,15972.3
01634000,Поспелихинский муниципальный район,2013,17370.4
01634000,Поспелихинский муниципальный район,2014,5594.2
01634000,Поспелихинский муниципальный район,2015,7483.1
01634000,Поспелихинский муниципальный район,2016,12690.5
01635000,Ребрихинский муниципальный район,2012,4075.7
01635000,Ребрихинский муниципальный район,2013,4691.9
01635000,Ребрихинский муниципальный район,2014,5040.6
01635000,Ребрихинский муниципальный район,2015,5576.4
01635000,Ребрихинский муниципальный район,2016,5964.4
01636000,Родинский муниципальный район,2012,6024.6
01636000,Родинский муниципальный район,2013,6295.1
01636000,Родинский муниципальный район,2014,5871.1
01636000,Родинский муниципальный район,2015,5209.6
01636000,Родинский муниципальный район,2016,5521.7
01637000,Романовский муниципальный район,2012,3878.1
01637000,Романовский муниципальный район,2013,3979.3
01637000,Романовский муниципальный район,2014,3348.1
01637000,Романовский муниципальный район,2015,6823.3
01637000,Романовский муниципальный район,2016,7077.3
01638000,Рубцовский муниципальный район,2012,581.0
01638000,Рубцовский муниципальный район,2013,1568.8
01638000,Рубцовский муниципальный район,2014,2931.0
01638000,Рубцовский муниципальный район,2015,2551.1
01638000,Рубцовский муниципальный район,2016,3456.5
01640000,Смоленский муниципальный район,2012,4155.5
01640000,Смоленский муниципальный район,2013,4139.1
01640000,Смоленский муниципальный район,2014,5395.4
01640000,Смоленский муниципальный район,2015,8598.5
01640000,Смоленский муниципальный район,2016,11607.9
01641000,Суетский муниципальный район,2012,1605.4
01641000,Суетский муниципальный район,2013,1538.7
01641000,Суетский муниципальный район,2014,1523.8
01641000,Суетский муниципальный район,2015,1930.2
01641000,Суетский муниципальный район,2016,2088.2
01642000,Советский муниципальный район,2012,4836.8
01642000,Советский муниципальный район,2013,4446.9
01642000,Советский муниципальный район,2014,5025.5
01642000,Советский муниципальный район,2015,5546.5
01642000,Советский муниципальный район,2016,5551.5
01643000,Солонешенский муниципальный район,2012,2956.0
01644000,Солтонский муниципальный район,2012,2581.6
01644000,Солтонский муниципальный район,2014,2676.7
01644000,Солтонский муниципальный район,2015,3204.2
01644000,Солтонский муниципальный район,2016,2829.1
01645000,Шелаболихинский муниципальный район,2012,5752.6
01645000,Шелаболихинский муниципальный район,2013,6695.9
01645000,Шелаболихинский муниципальный район,2014,7028.3
01645000,Шелаболихинский муниципальный район,2015,6961.2
01645000,Шелаболихинский муниципальный район,2016,7238.3
01646000,Табунский муниципальный район,2012,1481.6
01646000,Табунский муниципальный район,2013,2085.4
01646000,Табунский муниципальный район,2014,2085.0
01646000,Табунский муниципальный район,2015,2476.0
01646000,Табунский муниципальный район,2016,2966.0
01647000,Тальменский муниципальный район,2012,9232.8
01647000,Тальменский муниципальный район,2013,6711.5
01647000,Тальменский муниципальный район,2014,10730.3
01647000,Тальменский муниципальный район,2015,13092.5
01647000,Тальменский муниципальный район,2016,16350.2
01648000,Тогульский муниципальный район,2012,2931.0
01648000,Тогульский муниципальный район,2013,3129.0
01648000,Тогульский муниципальный район,2014,3264.0
01648000,Тогульский муниципальный район,2015,4237.5
01648000,Тогульский муниципальный район,2016,5244.0
01649000,Топчихинский муниципальный район,2012,4783.1
01649000,Топчихинский муниципальный район,2013,5460.1
01649000,Топчихинский муниципальный район,2014,6936.7
01649000,Топчихинский муниципальный район,2015,19891.8
01649000,Топчихинский муниципальный район,2016,43202.9
01650000,Третьяковский муниципальный район,2012,6529.7
01650000,Третьяковский муниципальный район,2013,5923.5
01650000,Третьяковский муниципальный район,2014,4850.8
01650000,Третьяковский муниципальный район,2015,5918.2
01650000,Третьяковский муниципальный район,2016,6851.6
01651000,Троицкий муниципальный район,2012,18617.4
01651000,Троицкий муниципальный район,2013,20167.2
01651000,Троицкий муниципальный район,2014,21802.5
01651000,Троицкий муниципальный район,2015,22504.2
01651000,Троицкий муниципальный район,2016,23669.6
01652000,Тюменцевский муниципальный район,2012,3051.8
01652000,Тюменцевский муниципальный район,2013,2703.2
01652000,Тюменцевский муниципальный район,2014,2805.6
01652000,Тюменцевский муниципальный район,2015,2485.4
01652000,Тюменцевский муниципальный район,2016,2565.8
01653000,Угловский муниципальный район,2012,1135.0
01653000,Угловский муниципальный район,2013,2592.4
01653000,Угловский муниципальный район,2014,3289.4
01653000,Угловский муниципальный район,2015,3814.2
01653000,Угловский муниципальный район,2016,3759.1
01654000,Усть-Калманский муниципальный район,2012,9307.9
01654000,Усть-Калманский муниципальный район,2013,6596.6
01654000,Усть-Калманский муниципальный район,2014,7359.5
01654000,Усть-Калманский муниципальный район,2015,8002.2
01654000,Усть-Калманский муниципальный район,2016,7117.1
01656000,Хабарский муниципальный район,2012,5350.1
01656000,Хабарский муниципальный район,2013,6202.9
01656000,Хабарский муниципальный район,2014,6517.5
01656000,Хабарский муниципальный район,2015,8369.7
01656000,Хабарский муниципальный район,2016,10754.7
01657000,Целинный муниципальный район,2012,4310.8
01658000,Чарышский муниципальный район,2012,4545.8
01658000,Чарышский муниципальный район,2013,2927.3
01658000,Чарышский муниципальный район,2014,2155.8
01658000,Чарышский муниципальный район,2015,2979.6
01658000,Чарышский муниципальный район,2016,3234.0
01659000,Шипуновский муниципальный район,2012,4943.0
01659000,Шипуновский муниципальный район,2013,5439.7
01659000,Шипуновский муниципальный район,2014,5925.9
01659000,Шипуновский муниципальный район,2015,6691.3
01659000,Шипуновский муниципальный район,2016,7605.5
01660000,Немецкий национальный муниципальный район,2012,2386.9
01660000,Немецкий национальный муниципальный район,2013,2397.3
01660000,Немецкий национальный муниципальный район,2014,3017.0
01660000,Немецкий национальный муниципальный район,2015,4181.3
01660000,Немецкий национальный муниципальный район,2016,5552.0
01701000,город Барнаул,2012,384109.9
01701000,город Барнаул,2013,487495.4
01701000,город Барнаул,2013,58624.5
01701000,город Барнаул,2013,272970.0
01701000,город Барнаул,2014,566023.9
01701000,город Барнаул,2014,315573.0
01701000,город Барнаул,2015,509804.8
01701000,город Барнаул,2015,343715.1
01701000,город Барнаул,2016,683701.8
01701000,город Барнаул,2016,379362.0
01703000,город Алейск,2012,36810.6
01703000,город Алейск,2013,39992.5
01703000,город Алейск,2014,43878.9
01703000,город Алейск,2015,160888.5
01703000,город Алейск,2016,256901.4
01704000,город Белокуриха,2012,69615.4
01704000,город Белокуриха,2013,64065.5
01704000,город Белокуриха,2014,68675.8
01704000,город Белокуриха,2015,74480.0
01704000,город Белокуриха,2016,74417.1
01705000,город Бийск,2012,127813.2
01705000,город Бийск,2013,121674.7
01705000,город Бийск,2014,62233.6
01705000,город Бийск,2015,111024.9
01705000,город Бийск,2015,68184.0
01705000,город Бийск,2016,132126.0
01705000,город Бийск,2016,108488.5
01706000,город Заринск,2012,23583.0
01706000,город Заринск,2013,24079.0
01706000,город Заринск,2014,5272.0
01710000,город Камень-на-Оби,2012,3654.1
01710000,город Камень-на-Оби,2013,4266.9
01710000,город Камень-на-Оби,2014,5805.7
01710000,город Камень-на-Оби,2015,17756.3
01713000,город Новоалтайск,2012,26026.1
01713000,город Новоалтайск,2013,40944.3
01713000,город Новоалтайск,2014,36940.9
01713000,город Новоалтайск,2015,30296.1
01713000,город Новоалтайск,2016,36213.4
01716000,город Рубцовск,2012,62982.6
01716000,город Рубцовск,2013,74462.2
01716000,город Рубцовск,2014,63741.8
01716000,город Рубцовск,2015,71893.6
01716000,город Рубцовск,2016,70827.8
01719000,город Славгород,2012,19081.1
01719000,город Славгород,2013,23655.4
01719000,город Славгород,2014,19253.0
01719000,город Славгород,2015,28332.7
01719000,город Славгород,2016,31391.9
01730000,город Яровое,2012,4886.0
01730000,город Яровое,2013,4538.0
01730000,город Яровое,2014,4414.0
01730000,город Яровое,2015,5920.8
01730000,город Яровое,2016,5673.7
03601000,Абинский муниципальный район,2012,9244.0
03601000,Абинский муниципальный район,2013,8712.0
03601000,Абинский муниципальный район,2014,21204.5
03601000,Абинский муниципальный район,2015,26505.4
03601000,Абинский муниципальный район,2016,39691.5
03605000,Апшеронский муниципальный район,2012,9955.5
03605000,Апшеронский муниципальный район,2013,16692.1
03605000,Апшеронский муниципальный район,2014,15995.8
03605000,Апшеронский муниципальный район,2015,13189.5
03605000,Апшеронский муниципальный район,2016,15339.1
03607000,Белоглинский муниципальный район,2012,10995.8
03607000,Белоглинский муниципальный район,2013,12473.2
03607000,Белоглинский муниципальный район,2014,15097.3
03607000,Белоглинский муниципальный район,2015,15691.7
03607000,Белоглинский муниципальный район,2016,15356.3
03608000,Белореченский муниципальный район,2012,23878.5
03608000,Белореченский муниципальный район,2013,25083.8
03608000,Белореченский муниципальный район,2013,19085.0
03608000,Белореченский муниципальный район,2014,27213.3
03608000,Белореченский муниципальный район,2015,32384.3
03608000,Белореченский муниципальный район,2016,35020.4
03610000,Брюховецкий муниципальный район,2012,21901.4
03610000,Брюховецкий муниципальный район,2013,25579.9
03610000,Брюховецкий муниципальный район,2014,27247.2
03610000,Брюховецкий муниципальный район,2015,29753.8
03610000,Брюховецкий муниципальный район,2016,19098.7
03612000,Выселковский муниципальный район,2012,12409.2
03612000,Выселковский муниципальный район,2013,15287.2
03612000,Выселковский муниципальный район,2013,1678.7
03612000,Выселковский муниципальный район,2014,20803.5
03612000,Выселковский муниципальный район,2015,30430.2
03612000,Выселковский муниципальный район,2016,27874.6
03613000,Гулькевичский муниципальный район,2012,11635.1
03613000,Гулькевичский муниципальный район,2013,11868.8
03613000,Гулькевичский муниципальный район,2014,13881.9
03613000,Гулькевичский муниципальный район,2015,13967.2
03613000,Гулькевичский муниципальный район,2016,9987.2
03614000,Динской муниципальный район,2012,38874.1
03614000,Динской муниципальный район,2013,44638.9
03614000,Динской муниципальный район,2014,74587.6
03614000,Динской муниципальный район,2015,48123.4
03614000,Динской муниципальный район,2016,42493.9
03616000,Ейский муниципальный район,2012,10666.2
03616000,Ейский муниципальный район,2013,13665.1
03616000,Ейский муниципальный район,2014,14462.5
03616000,Ейский муниципальный район,2015,10721.3
03616000,Ейский муниципальный район,2016,11055.2
03618000,Кавказский муниципальный район,2012,64050.4
03618000,Кавказский муниципальный район,2013,71497.3
03618000,Кавказский муниципальный район,2013,69049.3
03618000,Кавказский муниципальный район,2014,81912.0
03618000,Кавказский муниципальный район,2015,80368.6
03618000,Кавказский муниципальный район,2015,78074.6
03618000,Кавказский муниципальный район,2016,83370.8
03619000,Калининский муниципальный район,2012,12662.1
03619000,Калининский муниципальный район,2013,42739.0
03619000,Калининский муниципальный район,2014,45206.0
03619000,Калининский муниципальный район,2015,28507.4
03619000,Калининский муниципальный район,2016,11585.5
03620000,Каневской муниципальный район,2012,58408.0
03620000,Каневской муниципальный район,2013,49076.4
03620000,Каневской муниципальный район,2013,2743.1
03620000,Каневской муниципальный район,2014,63646.2
03620000,Каневской муниципальный район,2015,64708.7
03620000,Каневской муниципальный район,2016,60237.5
03621000,Кореновский муниципальный район,2012,60183.8
03621000,Кореновский муниципальный район,2013,66084.1
03621000,Кореновский муниципальный район,2014,36600.0
03621000,Кореновский муниципальный район,2015,44975.1
03621000,Кореновский муниципальный район,2016,41287.8
03623000,Красноармейский муниципальный район,2012,71083.7
03623000,Красноармейский муниципальный район,2013,75139.4
03623000,Красноармейский муниципальный район,2013,4791.0
03623000,Красноармейский муниципальный район,2014,79939.7
03623000,Красноармейский муниципальный район,2015,90425.7
03623000,Красноармейский муниципальный район,2016,116694.7
03624000,Крыловский муниципальный район,2012,13344.3
03624000,Крыловский муниципальный район,2013,18506.2
03624000,Крыловский муниципальный район,2014,24491.0
03624000,Крыловский муниципальный район,2015,11768.6
03624000,Крыловский муниципальный район,2016,12149.7
03625000,Крымский муниципальный район,2012,66236.2
03625000,Крымский муниципальный район,2013,58775.6
03625000,Крымский муниципальный район,2014,48069.2
03625000,Крымский муниципальный район,2015,48846.1
03625000,Крымский муниципальный район,2016,45199.3
03627000,Курганинский муниципальный район,2012,16776.9
03627000,Курганинский муниципальный район,2013,16846.1
03627000,Курганинский муниципальный район,2014,23855.9
03627000,Курганинский муниципальный район,2015,44703.4
03627000,Курганинский муниципальный район,2016,39489.4
03628000,Кущевский муниципальный район,2012,7536.0
03628000,Кущевский муниципальный район,2013,8707.6
03628000,Кущевский муниципальный район,2013,3599.8
03628000,Кущевский муниципальный район,2014,9144.1
03628000,Кущевский муниципальный район,2015,13405.2
03628000,Кущевский муниципальный район,2016,15371.7
03630000,Лабинский муниципальный район,2012,91260.2
03630000,Лабинский муниципальный район,2013,72481.2
03630000,Лабинский муниципальный район,2014,48272.8
03630000,Лабинский муниципальный район,2015,50217.4
03630000,Лабинский муниципальный район,2016,45909.2
03632000,Ленинградский муниципальный район,2012,11480.9
03632000,Ленинградский муниципальный район,2013,10391.1
03632000,Ленинградский муниципальный район,2014,14805.2
03632000,Ленинградский муниципальный район,2015,16062.1
03632000,Ленинградский муниципальный район,2016,23270.5
03633000,Мостовский муниципальный район,2012,20071.0
03633000,Мостовский муниципальный район,2013,21826.7
03633000,Мостовский муниципальный район,2014,28985.6
03633000,Мостовский муниципальный район,2015,34569.5
03633000,Мостовский муниципальный район,2016,34100.7
03634000,Новокубанский муниципальный район,2012,24147.3
03634000,Новокубанский муниципальный район,2013,26411.2
03634000,Новокубанский муниципальный район,2014,35318.8
03634000,Новокубанский муниципальный район,2015,36118.5
03634000,Новокубанский муниципальный район,2016,34003.7
03635000,Новопокровский муниципальный район,2012,16676.0
03635000,Новопокровский муниципальный район,2013,18621.9
03635000,Новопокровский муниципальный район,2014,21126.3
03635000,Новопокровский муниципальный район,2015,23516.2
03635000,Новопокровский муниципальный район,2016,22814.9
03637000,Отрадненский муниципальный район,2013,27017.8
03637000,Отрадненский муниципальный район,2014,35429.9
03637000,Отрадненский муниципальный район,2015,18406.8
03637000,Отрадненский муниципальный район,2016,25848.8
03639000,Павловский муниципальный район,2012,30668.0
03639000,Павловский муниципальный район,2013,30342.8
03639000,Павловский муниципальный район,2014,22783.8
03639000,Павловский муниципальный район,2015,15655.1
03639000,Павловский муниципальный район,2016,11990.0
03641000,Приморско-Ахтарский муниципальный район,2012,22699.9
03641000,Приморско-Ахтарский муниципальный район,2013,22731.1
03641000,Приморско-Ахтарский муниципальный район,2014,18820.5
03641000,Приморско-Ахтарский муниципальный район,2015,12828.1
03641000,Приморско-Ахтарский муниципальный район,2016,5351.9
03643000,Северский муниципальный район,2012,31815.0
03643000,Северский муниципальный район,2013,31746.5
03643000,Северский муниципальный район,2013,26026.5
03643000,Северский муниципальный район,2014,35518.0
03643000,Северский муниципальный район,2015,48313.1
03643000,Северский муниципальный район,2015,31881.2
03643000,Северский муниципальный район,2016,59053.1
03643000,Северский муниципальный район,2016,30710.5
03645000,Славянский муниципальный район,2012,140212.8
03645000,Славянский муниципальный район,2012,132983.0
03645000,Славянский муниципальный район,2013,185595.7
03645000,Славянский муниципальный район,2013,177338.7
03645000,Славянский муниципальный район,2014,199037.8
03645000,Славянский муниципальный район,2014,190615.6
03645000,Славянский муниципальный район,2015,177143.8
03645000,Славянский муниципальный район,2015,169240.0
03645000,Славянский муниципальный район,2016,130487.1
03645000,Славянский муниципальный район,2016,120493.9
03647000,Староминский муниципальный район,2012,13698.4
03647000,Староминский муниципальный район,2013,13616.6
03647000,Староминский муниципальный район,2014,18319.5
03647000,Староминский муниципальный район,2015,13445.2
03647000,Староминский муниципальный район,2016,12204.6
03649000,Тбилисский муниципальный район,2012,5523.8
03649000,Тбилисский муниципальный район,2013,6823.0
03649000,Тбилисский муниципальный район,2014,6544.0
03649000,Тбилисский муниципальный район,2015,7262.0
03651000,Темрюкский муниципальный район,2012,33965.6
03651000,Темрюкский муниципальный район,2013,63299.3
03651000,Темрюкский муниципальный район,2014,63923.8
03651000,Темрюкский муниципальный район,2015,70030.6
03651000,Темрюкский муниципальный район,2016,89465.3
03653000,Тимашевский муниципальный район,2012,69365.6
03653000,Тимашевский муниципальный район,2013,66856.5
03653000,Тимашевский муниципальный район,2014,65594.9
03653000,Тимашевский муниципальный район,2015,66403.1
03653000,Тимашевский муниципальный район,2016,66812.0
03654000,Тихорецкий муниципальный район,2012,65866.1
03654000,Тихорецкий муниципальный район,2013,72666.9
03654000,Тихорецкий муниципальный район,2013,37820.0
03654000,Тихорецкий муниципальный район,2014,75780.1
03654000,Тихорецкий муниципальный район,2015,83894.2
03654000,Тихорецкий муниципальный район,2016,68873.0
03655000,Туапсинский муниципальный район,2012,168905.6
03655000,Туапсинский муниципальный район,2013,194161.5
03655000,Туапсинский муниципальный район,2013,37714.7
03655000,Туапсинский муниципальный район,2014,174815.7
03655000,Туапсинский муниципальный район,2015,193931.6
03655000,Туапсинский муниципальный район,2016,174219.0
03655000,Туапсинский муниципальный район,2016,55999.6
03656000,Успенский муниципальный район,2013,21002.5
03656000,Успенский муниципальный район,2013,2057.6
03656000,Успенский муниципальный район,2014,21693.3
03656000,Успенский муниципальный район,2015,24479.6
03656000,Успенский муниципальный район,2016,23928.5
03657000,Усть-Лабинский муниципальный район,2012,20669.5
03657000,Усть-Лабинский муниципальный район,2013,17784.0
03657000,Усть-Лабинский муниципальный район,2014,19815.0
03657000,Усть-Лабинский муниципальный район,2015,19682.5
03657000,Усть-Лабинский муниципальный район,2016,20038.3
03659000,Щербиновский муниципальный район,2012,7144.7
03659000,Щербиновский муниципальный район,2013,11223.8
03659000,Щербиновский муниципальный район,2014,12496.1
03659000,Щербиновский муниципальный район,2015,27375.6
03659000,Щербиновский муниципальный район,2016,21859.9
03701000,город Краснодар,2012,1257104.1
03701000,город Краснодар,2012,246936.0
03701000,город Краснодар,2012,637067.9
03701000,город Краснодар,2013,1358967.8
03701000,город Краснодар,2013,259485.1
03701000,город Краснодар,2013,18305.0
03701000,город Краснодар,2013,620789.2
03701000,город Краснодар,2014,3527909.4
03701000,город Краснодар,2014,2315720.0
03701000,город Краснодар,2014,627694.0
03701000,город Краснодар,2015,3864682.1
03701000,город Краснодар,2015,955593.0
03701000,город Краснодар,2016,4103903.3
03701000,город Краснодар,2016,1014276.1
03703000,город-курорт Анапа,2012,95221.8
03703000,город-курорт Анапа,2013,101694.4
03703000,город-курорт Анапа,2014,114396.3
03703000,город-курорт Анапа,2015,122673.4
03703000,город-курорт Анапа,2016,185003.1
03705000,город Армавир,2012,122006.5
03705000,город Армавир,2013,124072.9
03705000,город Армавир,2013,73350.9
03705000,город Армавир,2014,218484.2
03705000,город Армавир,2015,202588.5
03705000,город Армавир,2016,208672.0
03708000,город-курорт Геленджик,2012,484391.5
03708000,город-курорт Геленджик,2013,554757.9
03708000,город-курорт Геленджик,2013,37064.0
03708000,город-курорт Геленджик,2014,576413.6
03708000,город-курорт Геленджик,2015,537574.2
03708000,город-курорт Геленджик,2016,798705.7
03709000,город Горячий Ключ,2012,12154.3
03709000,город Горячий Ключ,2013,11416.8
03709000,город Горячий Ключ,2014,6082.1
03709000,город Горячий Ключ,2015,9269.0
03709000,город Горячий Ключ,2016,7902.5
03720000,город Новороссийск,2012,184291.0
03720000,город Новороссийск,2013,140388.8
03720000,город Новороссийск,2013,21049.4
03720000,город Новороссийск,2014,948607.1
03720000,город Новороссийск,2015,973081.2
03720000,город Новороссийск,2016,1113034.9
03726000,город-курорт Сочи,2012,1172902.7
03726000,город-курорт Сочи,2012,163193.3
03726000,город-курорт Сочи,2013,1405913.1
03726000,город-курорт Сочи,2013,108318.0
03726000,город-курорт Сочи,2013,376134.1
03726000,город-курорт Сочи,2014,3520401.4
03726000,город-курорт Сочи,2014,1327607.0
03726000,город-курорт Сочи,2014,455760.2
03726000,город-курорт Сочи,2015,4650482.6
03726000,город-курорт Сочи,2015,475060.2
03726000,город-курорт Сочи,2016,7019039.3
03726000,город-курорт Сочи,2016,335063.7
04601000,Абанский муниципальный район,2012,14235.5
04601000,Абанский муниципальный район,2013,14927.9
04601000,Абанский муниципальный район,2014,15801.9
04601000,Абанский муниципальный район,2015,16077.3
04601000,Абанский муниципальный район,2016,20033.0
04603000,Ачинский муниципальный район,2012,9032.9
04603000,Ачинский муниципальный район,2013,8193.8
04603000,Ачинский муниципальный район,2014,8782.1
04603000,Ачинский муниципальный район,2015,9657.1
04603000,Ачинский муниципальный район,2016,9272.0
04604000,Балахтинский муниципальный район,2012,17966.8
04604000,Балахтинский муниципальный район,2013,16116.3
04604000,Балахтинский муниципальный район,2014,14746.6
04604000,Балахтинский муниципальный район,2015,11300.9
04604000,Балахтинский муниципальный район,2016,8201.5
04605000,Березовский муниципальный район,2012,3230.1
04605000,Березовский муниципальный район,2013,
04606000,Бирилюсский муниципальный район,2012,661.8
04606000,Бирилюсский муниципальный район,2013,762.8
04606000,Бирилюсский муниципальный район,2014,895.3
04606000,Бирилюсский муниципальный район,2015,1696.3
04606000,Бирилюсский муниципальный район,2016,1612.8
