oktmo,name,year,harvest
8617000,Вяземский муниципальный район,2013,12776.0
8617000,Вяземский муниципальный район,2014,13399.0
8617000,Вяземский муниципальный район,2015,12602.0
8617000,Вяземский муниципальный район,2016,12961.4
8617000,Вяземский муниципальный район,2017,12317.75
8617000,Вяземский муниципальный район,2018,6539.3
8617000,Вяземский муниципальный район,2019,4129.0
8617000,Вяземский муниципальный район,2020,4337.0
8617000,Вяземский муниципальный район,2021,5641.0
8617000,Вяземский муниципальный район,2022,4814.0
8620000,Комсомольский муниципальный район,2009,91867.0
8620000,Комсомольский муниципальный район,2010,84568.0
8620000,Комсомольский муниципальный район,2011,86366.0
8620000,Комсомольский муниципальный район,2012,93973.0
8620000,Комсомольский муниципальный район,2013,80775.0
8620000,Комсомольский муниципальный район,2014,87530.0
8620000,Комсомольский муниципальный район,2015,81918.0
8620000,Комсомольский муниципальный район,2016,81112.0
8620000,Комсомольский муниципальный район,2017,77104.0
8620000,Комсомольский муниципальный район,2018,40840.0
8620000,Комсомольский муниципальный район,2019,30418.0
8620000,Комсомольский муниципальный район,2020,31041.0
8620000,Комсомольский муниципальный район,2021,38889.0
8620000,Комсомольский муниципальный район,2022,33599.5
8624000,Муниципальный район имени Лазо,2009,47557.0
8624000,Муниципальный район имени Лазо,2010,47580.0
8624000,Муниципальный район имени Лазо,2011,45893.0
8624000,Муниципальный район имени Лазо,2012,49060.0
8624000,Муниципальный район имени Лазо,2013,48873.0
8624000,Муниципальный район имени Лазо,2014,49715.0
8624000,Муниципальный район имени Лазо,2015,48546.0
8624000,Муниципальный район имени Лазо,2016,54383.4
8624000,Муниципальный район имени Лазо,2017,61407.0
8624000,Муниципальный район имени Лазо,2018,50591.3
8624000,Муниципальный район имени Лазо,2019,39886.4
8624000,Муниципальный район имени Лазо,2020,44868.0
8624000,Муниципальный район имени Лазо,2021,59208.5
8624000,Муниципальный район имени Лазо,2022,49156.5
8628000,Нанайский муниципальный район,2009,8996.0
8628000,Нанайский муниципальный район,2010,8853.0
8628000,Нанайский муниципальный район,2011,9358.0
8628000,Нанайский муниципальный район,2012,9606.0
8628000,Нанайский муниципальный район,2013,9403.0
8628000,Нанайский муниципальный район,2014,9694.0
8628000,Нанайский муниципальный район,2015,9269.0
8628000,Нанайский муниципальный район,2016,9228.0
8628000,Нанайский муниципальный район,2017,8627.0
8628000,Нанайский муниципальный район,2018,11440.0
8628000,Нанайский муниципальный район,2019,7740.2
8628000,Нанайский муниципальный район,2020,8776.0
8628000,Нанайский муниципальный район,2021,10949.0
8628000,Нанайский муниципальный район,2022,9792.0
8631000,Николаевский муниципальный район,2009,7643.0
8631000,Николаевский муниципальный район,2010,7453.0
8631000,Николаевский муниципальный район,2011,7373.0
8631000,Николаевский муниципальный район,2012,8298.0
8631000,Николаевский муниципальный район,2013,8421.0
8631000,Николаевский муниципальный район,2014,8409.0
8631000,Николаевский муниципальный район,2015,8226.0
8631000,Николаевский муниципальный район,2016,8269.4
8631000,Николаевский муниципальный район,2017,7530.28
8631000,Николаевский муниципальный район,2018,6959.43
8631000,Николаевский муниципальный район,2019,5836.17
8631000,Николаевский муниципальный район,2020,6036.36
8631000,Николаевский муниципальный район,2021,7249.22
8631000,Николаевский муниципальный район,2022,6110.93
8634000,Охотский муниципальный район,2009,1836.0
8634000,Охотский муниципальный район,2010,1927.0
8634000,Охотский муниципальный район,2011,1211.0
8634000,Охотский муниципальный район,2012,1387.0
8634000,Охотский муниципальный район,2013,1414.0
8634000,Охотский муниципальный район,2014,1559.0
8634000,Охотский муниципальный район,2015,1453.0
8634000,Охотский муниципальный район,2016,1413.0
8634000,Охотский муниципальный район,2017,1575.0
8634000,Охотский муниципальный район,2018,1518.0
8634000,Охотский муниципальный район,2019,1346.0
8634000,Охотский муниципальный район,2020,1188.0
8634000,Охотский муниципальный район,2021,1653.0
8634000,Охотский муниципальный район,2022,1180.0
8637000,Муниципальный район имени Полины Осипенко,2009,1846.0
8637000,Муниципальный район имени Полины Осипенко,2010,1927.0
8637000,Муниципальный район имени Полины Осипенко,2011,1793.0
8637000,Муниципальный район имени Полины Осипенко,2012,1960.0
8637000,Муниципальный район имени Полины Осипенко,2013,1977.0
8637000,Муниципальный район имени Полины Осипенко,2014,1991.0
8637000,Муниципальный район имени Полины Осипенко,2015,2029.0
8637000,Муниципальный район имени Полины Осипенко,2016,2059.0
8637000,Муниципальный район имени Полины Осипенко,2017,1984.0
8637000,Муниципальный район имени Полины Осипенко,2018,2958.0
8637000,Муниципальный район имени Полины Осипенко,2019,2414.0
8637000,Муниципальный район имени Полины Осипенко,2020,2299.0
8637000,Муниципальный район имени Полины Осипенко,2021,3171.0
8637000,Муниципальный район имени Полины Осипенко,2022,2538.0
8642000,Советско-Гаванский муниципальный район,2009,9731.0
8642000,Советско-Гаванский муниципальный район,2010,9695.0
8642000,Советско-Гаванский муниципальный район,2011,10792.0
8642000,Советско-Гаванский муниципальный район,2012,11508.0
8642000,Советско-Гаванский муниципальный район,2013,10759.6
8642000,Советско-Гаванский муниципальный район,2014,10950.51
8642000,Советско-Гаванский муниципальный район,2015,10629.4
8642000,Советско-Гаванский муниципальный район,2016,10783.6
8642000,Советско-Гаванский муниципальный район,2017,9220.01
8642000,Советско-Гаванский муниципальный район,2018,7121.6
8642000,Советско-Гаванский муниципальный район,2019,6350.0
8642000,Советско-Гаванский муниципальный район,2020,5842.0
8642000,Советско-Гаванский муниципальный район,2021,6584.0
8642000,Советско-Гаванский муниципальный район,2022,5860.0
8644000,Солнечный муниципальный район,2009,13955.0
8644000,Солнечный муниципальный район,2010,13885.0
8644000,Солнечный муниципальный район,2011,14064.0
8644000,Солнечный муниципальный район,2012,15247.0
8644000,Солнечный муниципальный район,2013,14240.0
8644000,Солнечный муниципальный район,2014,14561.0
8644000,Солнечный муниципальный район,2015,13925.0
8644000,Солнечный муниципальный район,2016,14105.0
8644000,Солнечный муниципальный район,2017,13501.0
8644000,Солнечный муниципальный район,2018,14410.0
8644000,Солнечный муниципальный район,2019,11291.0
8644000,Солнечный муниципальный район,2020,11687.0
8644000,Солнечный муниципальный район,2021,13851.0
8644000,Солнечный муниципальный район,2022,11460.0
8646000,Тугуро-Чумиканский муниципальный район,2009,300.0
8646000,Тугуро-Чумиканский муниципальный район,2010,280.0
8646000,Тугуро-Чумиканский муниципальный район,2011,467.0
8646000,Тугуро-Чумиканский муниципальный район,2012,565.0
8646000,Тугуро-Чумиканский муниципальный район,2013,297.0
8646000,Тугуро-Чумиканский муниципальный район,2014,348.0
8646000,Тугуро-Чумиканский муниципальный район,2015,337.0
8646000,Тугуро-Чумиканский муниципальный район,2016,360.0
8646000,Тугуро-Чумиканский муниципальный район,2017,384.0
8646000,Тугуро-Чумиканский муниципальный район,2018,440.0
8646000,Тугуро-Чумиканский муниципальный район,2019,435.0
8646000,Тугуро-Чумиканский муниципальный район,2020,454.0
8646000,Тугуро-Чумиканский муниципальный район,2021,510.0
8646000,Тугуро-Чумиканский муниципальный район,2022,372.0
8650000,Ульчский муниципальный район,2009,7028.0
8650000,Ульчский муниципальный район,2010,6787.0
8650000,Ульчский муниципальный район,2011,7032.0
8650000,Ульчский муниципальный район,2012,8025.0
8650000,Ульчский муниципальный район,2013,7045.0
8650000,Ульчский муниципальный район,2014,7317.0
8650000,Ульчский муниципальный район,2015,7044.0
8650000,Ульчский муниципальный район,2016,7069.0
8650000,Ульчский муниципальный район,2017,6462.0
8650000,Ульчский муниципальный район,2018,6356.0
8650000,Ульчский муниципальный район,2019,4661.0
8650000,Ульчский муниципальный район,2020,4702.0
8650000,Ульчский муниципальный район,2021,5949.0
8650000,Ульчский муниципальный район,2022,5093.0
8655000,Хабаровский муниципальный район,2009,202805.0
8655000,Хабаровский муниципальный район,2010,196618.0
8655000,Хабаровский муниципальный район,2011,225925.0
8655000,Хабаровский муниципальный район,2012,231950.0
8655000,Хабаровский муниципальный район,2013,190321.2
8655000,Хабаровский муниципальный район,2014,226463.4
8655000,Хабаровский муниципальный район,2015,196623.0
8655000,Хабаровский муниципальный район,2016,200741.5
8655000,Хабаровский муниципальный район,2017,191897.4
8655000,Хабаровский муниципальный район,2018,135598.76
8655000,Хабаровский муниципальный район,2019,91198.17
8655000,Хабаровский муниципальный район,2020,95825.81
8655000,Хабаровский муниципальный район,2021,126833.21
8655000,Хабаровский муниципальный район,2022,117147.7
8700000,Городские округа Хабаровского края/,2012,133361.0
8700000,Городские округа Хабаровского края/,2013,118781.9
8701000,город Хабаровск,2009,77306.0
8701000,город Хабаровск,2010,75957.0
8701000,город Хабаровск,2011,72852.0
8701000,город Хабаровск,2012,74456.0
8701000,город Хабаровск,2013,67944.9
8701000,город Хабаровск,2014,71073.0
8701000,город Хабаровск,2015,65712.0
8701000,город Хабаровск,2016,71061.7
8701000,город Хабаровск,2017,69555.7
8701000,город Хабаровск,2018,96315.85
8701000,город Хабаровск,2019,72795.09
8701000,город Хабаровск,2020,78200.68
8701000,город Хабаровск,2021,99211.53
8701000,город Хабаровск,2022,82806.19
8709000,город Комсомольск-на-Амуре,2009,52979.0
8709000,город Комсомольск-на-Амуре,2010,51287.0
8709000,город Комсомольск-на-Амуре,2011,54289.0
8709000,город Комсомольск-на-Амуре,2012,58905.0
8709000,город Комсомольск-на-Амуре,2013,50837.0
8709000,город Комсомольск-на-Амуре,2014,53838.8
8709000,город Комсомольск-на-Амуре,2015,50457.0
8709000,город Комсомольск-на-Амуре,2016,51355.9
8709000,город Комсомольск-на-Амуре,2017,48253.11
8709000,город Комсомольск-на-Амуре,2018,37836.4
8709000,город Комсомольск-на-Амуре,2019,29883.49
8709000,город Комсомольск-на-Амуре,2020,30971.22
8709000,город Комсомольск-на-Амуре,2021,39454.71
8709000,город Комсомольск-на-Амуре,2022,33068.68
10508000,Белогорский муниципальный округ,2021,11868.29
10508000,Белогорский муниципальный округ,2022,14864.31
10515000,Бурейский муниципальный округ,2022,8492.2
10521000,Завитинский муниципальный округ,2022,13094.03
10528000,Ивановский муниципальный округ,2022,34664.51
10540000,Ромненский муниципальный округ,2021,4863.5
10540000,Ромненский муниципальный округ,2022,7372.5
10554000,Тындинский муниципальный округ,2022,1896.8
10605000,Архаринский муниципальный район,2009,13347.0
10605000,Архаринский муниципальный район,2010,13726.0
10605000,Архаринский муниципальный район,2011,14042.0
10605000,Архаринский муниципальный район,2012,1338.0
10605000,Архаринский муниципальный район,2013,14628.75
10605000,Архаринский муниципальный район,2014,26309.91
10605000,Архаринский муниципальный район,2015,10686.86
10605000,Архаринский муниципальный район,2016,8440.49
10605000,Архаринский муниципальный район,2017,8938.4
10605000,Архаринский муниципальный район,2018,8337.0
10605000,Архаринский муниципальный район,2019,7598.7
10605000,Архаринский муниципальный район,2020,7314.89
10605000,Архаринский муниципальный район,2021,6623.8
10605000,Архаринский муниципальный район,2022,9541.1
10608000,Белогорский муниципальный район,2009,42421.0
10608000,Белогорский муниципальный район,2010,42513.1
10608000,Белогорский муниципальный район,2011,43373.0
10608000,Белогорский муниципальный район,2012,2771.4
10608000,Белогорский муниципальный район,2013,25133.2
10608000,Белогорский муниципальный район,2014,48831.88
10608000,Белогорский муниципальный район,2015,23024.38
10608000,Белогорский муниципальный район,2016,19292.03
10608000,Белогорский муниципальный район,2017,19333.74
10608000,Белогорский муниципальный район,2018,15463.76
10608000,Белогорский муниципальный район,2019,14364.84
10608000,Белогорский муниципальный район,2020,12306.98
10611000,Благовещенский муниципальный район,2009,78991.0
10611000,Благовещенский муниципальный район,2010,73437.0
10611000,Благовещенский муниципальный район,2011,67427.0
10611000,Благовещенский муниципальный район,2012,25440.0
10611000,Благовещенский муниципальный район,2013,29779.06
10611000,Благовещенский муниципальный район,2014,91360.54
10611000,Благовещенский муниципальный район,2015,93283.57
10611000,Благовещенский муниципальный район,2016,100208.14
10611000,Благовещенский муниципальный район,2017,132630.9
10611000,Благовещенский муниципальный район,2018,153423.89
10611000,Благовещенский муниципальный район,2019,133619.31
10611000,Благовещенский муниципальный район,2020,126369.34
10611000,Благовещенский муниципальный район,2021,98855.9
10611000,Благовещенский муниципальный район,2022,151465.73
10615000,Бурейский муниципальный район,2009,13385.0
10615000,Бурейский муниципальный район,2010,13800.0
10615000,Бурейский муниципальный район,2011,14021.0
10615000,Бурейский муниципальный район,2013,8731.12
10615000,Бурейский муниципальный район,2014,16260.18
10615000,Бурейский муниципальный район,2015,8645.6
10615000,Бурейский муниципальный район,2016,7224.02
10615000,Бурейский муниципальный район,2017,7947.28
10615000,Бурейский муниципальный район,2018,9193.87
10615000,Бурейский муниципальный район,2019,8000.5
10615000,Бурейский муниципальный район,2020,7047.45
10615000,Бурейский муниципальный район,2021,6622.5
10621000,Завитинский муниципальный район,2009,9639.0
10621000,Завитинский муниципальный район,2010,10060.0
10621000,Завитинский муниципальный район,2011,9980.0
10621000,Завитинский муниципальный район,2012,830.0
10621000,Завитинский муниципальный район,2013,7318.28
10621000,Завитинский муниципальный район,2014,11968.71
10621000,Завитинский муниципальный район,2015,15334.27
10621000,Завитинский муниципальный район,2016,12383.49
10621000,Завитинский муниципальный район,2017,14475.37
10621000,Завитинский муниципальный район,2018,13239.93
10621000,Завитинский муниципальный район,2019,11694.0
10621000,Завитинский муниципальный район,2020,9558.77
10621000,Завитинский муниципальный район,2021,8737.3
10625000,Зейский муниципальный район,2009,8060.0
10625000,Зейский муниципальный район,2010,8312.0
10625000,Зейский муниципальный район,2011,8428.6
10625000,Зейский муниципальный район,2012,193.0
10625000,Зейский муниципальный район,2013,6141.42
10625000,Зейский муниципальный район,2014,9634.54
10625000,Зейский муниципальный район,2015,8246.92
10625000,Зейский муниципальный район,2016,6036.94
10625000,Зейский муниципальный район,2017,7098.67
10625000,Зейский муниципальный район,2018,6987.04
10625000,Зейский муниципальный район,2019,6478.2
10625000,Зейский муниципальный район,2020,6082.66
10625000,Зейский муниципальный район,2021,5601.9
10625000,Зейский муниципальный район,2022,7731.4
10628000,Ивановский муниципальный район,2009,44135.0
10628000,Ивановский муниципальный район,2010,42827.7
10628000,Ивановский муниципальный район,2011,56116.1
10628000,Ивановский муниципальный район,2012,7603.8
10628000,Ивановский муниципальный район,2013,27561.51
10628000,Ивановский муниципальный район,2014,50519.34
10628000,Ивановский муниципальный район,2015,49537.13
10628000,Ивановский муниципальный район,2016,65333.15
10628000,Ивановский муниципальный район,2017,48500.05
10628000,Ивановский муниципальный район,2018,36149.97
10628000,Ивановский муниципальный район,2019,32722.24
10628000,Ивановский муниципальный район,2020,26236.0
10628000,Ивановский муниципальный район,2021,24594.71
10630000,Константиновский муниципальный район,2009,10270.0
10630000,Константиновский муниципальный район,2010,11749.0
10630000,Константиновский муниципальный район,2011,11945.0
10630000,Константиновский муниципальный район,2013,7270.0
10630000,Константиновский муниципальный район,2014,13886.58
10630000,Константиновский муниципальный район,2015,22617.78
10630000,Константиновский муниципальный район,2016,19401.9
10630000,Константиновский муниципальный район,2017,22376.95
10630000,Константиновский муниципальный район,2018,15954.22
10630000,Константиновский муниципальный район,2019,13958.5
10630000,Константиновский муниципальный район,2020,11048.8
10630000,Константиновский муниципальный район,2021,10152.6
10630000,Константиновский муниципальный район,2022,14820.3
10631000,Магдагачинский муниципальный район,2009,5443.0
10631000,Магдагачинский муниципальный район,2010,5533.0
10631000,Магдагачинский муниципальный район,2011,5622.0
10631000,Магдагачинский муниципальный район,2013,3920.8
10631000,Магдагачинский муниципальный район,2014,7467.1
10631000,Магдагачинский муниципальный район,2015,5066.97
10631000,Магдагачинский муниципальный район,2016,4522.24
10631000,Магдагачинский муниципальный район,2017,4719.25
10631000,Магдагачинский муниципальный район,2018,5121.29
10631000,Магдагачинский муниципальный район,2019,4611.4
10631000,Магдагачинский муниципальный район,2020,4433.6
10631000,Магдагачинский муниципальный район,2021,3842.5
10631000,Магдагачинский муниципальный район,2022,5600.06
10632000,Мазановский муниципальный район,2009,10660.0
10632000,Мазановский муниципальный район,2010,11030.0
10632000,Мазановский муниципальный район,2011,11128.0
10632000,Мазановский муниципальный район,2012,493.0
10632000,Мазановский муниципальный район,2013,8228.82
10632000,Мазановский муниципальный район,2014,15107.41
10632000,Мазановский муниципальный район,2015,11868.03
10632000,Мазановский муниципальный район,2016,10008.93
10632000,Мазановский муниципальный район,2017,11403.58
10632000,Мазановский муниципальный район,2018,10911.52
10632000,Мазановский муниципальный район,2019,9092.7
10632000,Мазановский муниципальный район,2020,8786.02
10632000,Мазановский муниципальный район,2021,8126.62
10632000,Мазановский муниципальный район,2022,11838.8
10635000,Михайловский муниципальный район,2009,16917.0
10635000,Михайловский муниципальный район,2010,19124.0
10635000,Михайловский муниципальный район,2011,21271.0
10635000,Михайловский муниципальный район,2012,600.0
10635000,Михайловский муниципальный район,2013,10511.24
10635000,Михайловский муниципальный район,2014,20979.16
10635000,Михайловский муниципальный район,2015,12975.49
10635000,Михайловский муниципальный район,2016,10955.56
10635000,Михайловский муниципальный район,2017,12400.23
10635000,Михайловский муниципальный район,2018,10292.19
10635000,Михайловский муниципальный район,2019,9407.1
10635000,Михайловский муниципальный район,2020,8096.38
10635000,Михайловский муниципальный район,2021,7500.3
10635000,Михайловский муниципальный район,2022,10959.0
10638000,Октябрьский муниципальный район,2009,12345.0
10638000,Октябрьский муниципальный район,2010,12749.0
10638000,Октябрьский муниципальный район,2011,12948.0
10638000,Октябрьский муниципальный район,2013,8047.51
10638000,Октябрьский муниципальный район,2014,15578.22
10638000,Октябрьский муниципальный район,2015,12119.17
10638000,Октябрьский муниципальный район,2016,10843.55
10638000,Октябрьский муниципальный район,2017,12118.77
10638000,Октябрьский муниципальный район,2018,12152.98
10638000,Октябрьский муниципальный район,2019,10571.4
10638000,Октябрьский муниципальный район,2020,9279.3
10638000,Октябрьский муниципальный район,2021,8474.0
10638000,Октябрьский муниципальный район,2022,12542.8
10640000,Ромненский муниципальный район,2009,12709.0
10640000,Ромненский муниципальный район,2010,11477.0
10640000,Ромненский муниципальный район,2011,11917.0
10640000,Ромненский муниципальный район,2012,2726.0
10640000,Ромненский муниципальный район,2013,7184.67
10640000,Ромненский муниципальный район,2014,13939.56
10640000,Ромненский муниципальный район,2015,7949.83
10640000,Ромненский муниципальный район,2016,5840.4
10640000,Ромненский муниципальный район,2017,6543.07
10640000,Ромненский муниципальный район,2018,6625.54
10640000,Ромненский муниципальный район,2019,5886.3
10640000,Ромненский муниципальный район,2020,5160.43
10642000,Свободненский муниципальный район,2009,44845.0
10642000,Свободненский муниципальный район,2010,50164.0
10642000,Свободненский муниципальный район,2011,55121.0
10642000,Свободненский муниципальный район,2012,17298.0
10642000,Свободненский муниципальный район,2013,22508.61
10642000,Свободненский муниципальный район,2014,55295.55
10642000,Свободненский муниципальный район,2015,40412.27
10642000,Свободненский муниципальный район,2016,38190.35
10642000,Свободненский муниципальный район,2017,39770.52
10642000,Свободненский муниципальный район,2018,28879.19
10642000,Свободненский муниципальный район,2019,29452.3
10642000,Свободненский муниципальный район,2020,27021.09
10642000,Свободненский муниципальный район,2021,21328.1
10642000,Свободненский муниципальный район,2022,28068.22
10645000,Селемджинский муниципальный район,2009,1374.0
10645000,Селемджинский муниципальный район,2010,1420.0
10645000,Селемджинский муниципальный район,2011,1452.0
10645000,Селемджинский муниципальный район,2013,1185.12
10645000,Селемджинский муниципальный район,2014,1509.89
10645000,Селемджинский муниципальный район,2015,2153.1
10645000,Селемджинский муниципальный район,2016,1164.04
10645000,Селемджинский муниципальный район,2017,1755.48
10645000,Селемджинский муниципальный район,2018,2384.56
10645000,Селемджинский муниципальный район,2019,2141.0
10645000,Селемджинский муниципальный район,2020,2413.2
10645000,Селемджинский муниципальный район,2021,2247.7
10645000,Селемджинский муниципальный район,2022,2739.45
10647000,Серышевский муниципальный район,2009,47323.0
10647000,Серышевский муниципальный район,2010,47482.8
10647000,Серышевский муниципальный район,2011,48504.0
10647000,Серышевский муниципальный район,2012,555.2
10647000,Серышевский муниципальный район,2013,28973.12
10647000,Серышевский муниципальный район,2014,56662.38
10647000,Серышевский муниципальный район,2015,25329.63
10647000,Серышевский муниципальный район,2016,20959.37
10647000,Серышевский муниципальный район,2017,22278.04
10647000,Серышевский муниципальный район,2018,18949.62
10647000,Серышевский муниципальный район,2019,15990.29
10647000,Серышевский муниципальный район,2020,15022.75
10647000,Серышевский муниципальный район,2021,13985.4
10647000,Серышевский муниципальный район,2022,19849.8
10649000,Сковородинский муниципальный район,2009,3253.0
10649000,Сковородинский муниципальный район,2010,3311.0
10649000,Сковородинский муниципальный район,2011,3372.0
10649000,Сковородинский муниципальный район,2013,3380.3
10649000,Сковородинский муниципальный район,2014,4427.39
10649000,Сковородинский муниципальный район,2015,4552.36
10649000,Сковородинский муниципальный район,2016,3853.91
10649000,Сковородинский муниципальный район,2017,4190.13
10649000,Сковородинский муниципальный район,2018,4643.07
10649000,Сковородинский муниципальный район,2019,3972.01
10649000,Сковородинский муниципальный район,2020,4380.0
10649000,Сковородинский муниципальный район,2021,4012.91
10649000,Сковородинский муниципальный район,2022,5334.72
10651000,Тамбовский муниципальный район,2009,50157.0
10651000,Тамбовский муниципальный район,2010,42528.0
10651000,Тамбовский муниципальный район,2011,48181.0
10651000,Тамбовский муниципальный район,2012,10387.9
10651000,Тамбовский муниципальный район,2013,24222.26
10651000,Тамбовский муниципальный район,2014,43292.96
10651000,Тамбовский муниципальный район,2015,47366.03
10651000,Тамбовский муниципальный район,2016,38191.99
10651000,Тамбовский муниципальный район,2017,42872.93
10651000,Тамбовский муниципальный район,2018,33774.65
10651000,Тамбовский муниципальный район,2019,28794.6
10651000,Тамбовский муниципальный район,2020,21602.53
10651000,Тамбовский муниципальный район,2021,21847.9
10651000,Тамбовский муниципальный район,2022,29027.5
10654000,Тындинский муниципальный район,2009,1254.0
10654000,Тындинский муниципальный район,2010,1321.0
10654000,Тындинский муниципальный район,2011,1341.0
10654000,Тындинский муниципальный район,2012,23.0
10654000,Тындинский муниципальный район,2013,1254.92
10654000,Тындинский муниципальный район,2014,1742.31
10654000,Тындинский муниципальный район,2015,1331.4
10654000,Тындинский муниципальный район,2016,688.8
10654000,Тындинский муниципальный район,2017,910.0
10654000,Тындинский муниципальный район,2018,1779.63
10654000,Тындинский муниципальный район,2019,1447.8
10654000,Тындинский муниципальный район,2020,1473.9
10654000,Тындинский муниципальный район,2021,1395.3
10655000,Шимановский муниципальный район,2009,4322.0
10655000,Шимановский муниципальный район,2010,4464.0
10655000,Шимановский муниципальный район,2011,4262.9
10655000,Шимановский муниципальный район,2012,1029.47
10655000,Шимановский муниципальный район,2013,3308.36
10655000,Шимановский муниципальный район,2014,6097.89
10655000,Шимановский муниципальный район,2015,6788.84
10655000,Шимановский муниципальный район,2016,6302.39
10655000,Шимановский муниципальный район,2017,7100.45
10655000,Шимановский муниципальный район,2018,6706.11
10655000,Шимановский муниципальный район,2019,6670.85
10655000,Шимановский муниципальный район,2020,6740.0
10655000,Шимановский муниципальный район,2021,5332.88
10655000,Шимановский муниципальный район,2022,7988.13
10701000,город Благовещенск,2009,82524.0
10701000,город Благовещенск,2010,80412.1
10701000,город Благовещенск,2011,74427.1
10701000,город Благовещенск,2012,12815.0
10701000,город Благовещенск,2013,50558.23
10701000,город Благовещенск,2015,56300.16
10701000,город Благовещенск,2016,33423.86
10701000,город Благовещенск,2017,34916.0
10701000,город Благовещенск,2018,29366.42
10701000,город Благовещенск,2019,26843.8
10701000,город Благовещенск,2020,24252.0
10701000,город Благовещенск,2021,22427.58
10701000,город Благовещенск,2022,32372.0
10710000,город Белогорск,2009,22473.0
10710000,город Белогорск,2010,22990.0
10710000,город Белогорск,2011,23379.0
10710000,город Белогорск,2013,13680.19
10710000,город Белогорск,2015,13712.49
10710000,город Белогорск,2016,12313.08
10710000,город Белогорск,2017,13164.58
10710000,город Белогорск,2018,11993.08
10710000,город Белогорск,2019,11411.2
10710000,город Белогорск,2020,11420.03
10710000,город Белогорск,2021,10306.9
10710000,город Белогорск,2022,15305.9
10712000,город Зея,2009,4694.0
10712000,город Зея,2010,4281.0
10712000,город Зея,2011,4287.0
10712000,город Зея,2013,3639.54
10712000,город Зея,2015,7053.95
10712000,город Зея,2016,5368.39
10712000,город Зея,2017,6304.39
10712000,город Зея,2018,5811.86
10712000,город Зея,2019,5709.2
10712000,город Зея,2020,5661.65
10712000,город Зея,2021,5216.8
10712000,город Зея,2022,6274.5
10720000,город Райчихинск,2009,15473.0
10720000,город Райчихинск,2010,16273.0
10720000,город Райчихинск,2011,16408.0
10720000,город Райчихинск,2013,9849.65
10720000,город Райчихинск,2015,12743.8
10720000,город Райчихинск,2016,11336.46
10720000,город Райчихинск,2017,12108.41
10720000,город Райчихинск,2018,11412.67
10720000,город Райчихинск,2019,10352.0
10720000,город Райчихинск,2020,10322.86
10720000,город Райчихинск,2021,9244.0
10720000,город Райчихинск,2022,12956.4
10730000,город Свободный,2009,19789.0
10730000,город Свободный,2010,20912.0
10730000,город Свободный,2011,22096.0
10730000,город Свободный,2012,840.4
10730000,город Свободный,2013,13310.52
10730000,город Свободный,2015,20750.93
10730000,город Свободный,2016,19048.09
10730000,город Свободный,2017,19994.54
10730000,город Свободный,2018,19661.51
10730000,город Свободный,2019,16830.08
10730000,город Свободный,2020,15684.84
10730000,город Свободный,2021,14369.3
10730000,город Свободный,2022,20328.03
10732000,город Тында,2009,2248.0
10732000,город Тында,2010,2310.0
10732000,город Тында,2011,2356.0
10732000,город Тында,2013,1983.24
10732000,город Тында,2015,837.69
10732000,город Тында,2016,370.06
10732000,город Тында,2017,443.04
10732000,город Тында,2018,981.52
10732000,город Тында,2019,784.3
10732000,город Тында,2020,774.5
10732000,город Тында,2021,694.7
10732000,город Тында,2022,879.8
10740000,город Шимановск,2009,4347.0
10740000,город Шимановск,2010,4399.0
10740000,город Шимановск,2011,4481.0
10740000,город Шимановск,2012,3.5
10740000,город Шимановск,2013,3375.35
10740000,город Шимановск,2015,4449.97
10740000,город Шимановск,2016,3800.82
10740000,город Шимановск,2017,4149.25
10740000,город Шимановск,2018,4404.43
10740000,город Шимановск,2019,3987.3
10740000,город Шимановск,2020,4111.88
10740000,город Шимановск,2021,3493.9
10740000,город Шимановск,2022,5050.3
10775000,рабочий поселок (поселок городского типа) Прогресс,2009,8069.0
10775000,рабочий поселок (поселок городского типа) Прогресс,2010,8354.0
10775000,рабочий поселок (поселок городского типа) Прогресс,2011,8451.0
10775000,рабочий поселок (поселок городского типа) Прогресс,2013,3604.17
10775000,рабочий поселок (поселок городского типа) Прогресс,2015,5967.73
10775000,рабочий поселок (поселок городского типа) Прогресс,2016,5115.78
10775000,рабочий поселок (поселок городского типа) Прогресс,2017,5649.83
10775000,рабочий поселок (поселок городского типа) Прогресс,2018,5080.32
10775000,рабочий поселок (поселок городского типа) Прогресс,2019,4629.5
10775000,рабочий поселок (поселок городского типа) Прогресс,2020,4657.72
10775000,рабочий поселок (поселок городского типа) Прогресс,2021,4060.22
10775000,рабочий поселок (поселок городского типа) Прогресс,2022,5749.8
11508000,Верхнетоемский муниципальный округ,2022,5032.0
11511000,Вилегодский муниципальный округ,2021,5863.8
11511000,Вилегодский муниципальный округ,2022,5828.0
11514000,Виноградовский муниципальный округ,2022,2749.0
11518000,Каргопольский муниципальный округ,2021,4586.0
11518000,Каргопольский муниципальный округ,2022,4610.0
11550000,Плесецкий муниципальный округ,2022,11388.0
11605000,Вельский муниципальный район,2008,18695.0
