oktmo,name,year,consnewapt
oktmo,municipality,year,indicator_value
05628000,Ольгинский муниципальный район,2008,0.34
05628000,Ольгинский муниципальный район,2009,0.17
05628000,Ольгинский муниципальный район,2010,0.28
05628000,Ольгинский муниципальный район,2011,0.29
05630000,Партизанский муниципальный район,2008,2.02
05630000,Партизанский муниципальный район,2009,4.81
05630000,Партизанский муниципальный район,2010,1.42
05630000,Партизанский муниципальный район,2011,2.46
05632000,Пограничный муниципальный район,2008,4.71
05632000,Пограничный муниципальный район,2009,0.47
05632000,Пограничный муниципальный район,2010,2.98
05632000,Пограничный муниципальный район,2011,0.17
05634000,Пожарский муниципальный район,2008,2.29
05634000,Пожарский муниципальный район,2009,2.63
05634000,Пожарский муниципальный район,2010,1.32
05634000,Пожарский муниципальный район,2011,1.27
05637000,Спасский муниципальный район,2008,0.49
05637000,Спасский муниципальный район,2009,0.81
05637000,Спасский муниципальный район,2010,0.52
05637000,Спасский муниципальный район,2011,0.23
05640000,Тернейский муниципальный район,2008,0.99
05640000,Тернейский муниципальный район,2009,1.22
05640000,Тернейский муниципальный район,2010,1.12
05640000,Тернейский муниципальный район,2011,1.14
05646000,Ханкайский муниципальный район,2009,0.3
05646000,Ханкайский муниципальный район,2010,0.12
05646000,Ханкайский муниципальный район,2011,3.5
05648000,Хасанский муниципальный район,2008,2.01
05648000,Хасанский муниципальный район,2009,3.22
05648000,Хасанский муниципальный район,2010,1.8
05648000,Хасанский муниципальный район,2011,2.76
05650000,Хорольский муниципальный район,2009,0.12
05653000,Черниговский муниципальный район,2008,0.22
05653000,Черниговский муниципальный район,2009,0.34
05653000,Черниговский муниципальный район,2010,0.41
05653000,Черниговский муниципальный район,2011,0.61
05655000,Чугуевский муниципальный район,2008,0.89
05655000,Чугуевский муниципальный район,2009,0.35
05655000,Чугуевский муниципальный район,2010,0.52
05655000,Чугуевский муниципальный район,2011,1.23
05657000,Шкотовский муниципальный район,2008,0.39
05657000,Шкотовский муниципальный район,2009,0.39
05657000,Шкотовский муниципальный район,2010,0.24
05657000,Шкотовский муниципальный район,2011,0.49
05659000,Яковлевский муниципальный район,2008,3.93
05659000,Яковлевский муниципальный район,2009,0.3
05659000,Яковлевский муниципальный район,2010,0.25
05659000,Яковлевский муниципальный район,2011,0.19
05701000,Владивостокский,2008,3.59
05701000,Владивостокский,2009,2.72
05701000,Владивостокский,2010,6.9
05701000,Владивостокский,2011,8.28
05703000,Арсеньевский,2008,0.19
05703000,Арсеньевский,2010,0.23
05703000,Арсеньевский,2011,0.32
05705000,Артемовский,2008,1.53
05705000,Артемовский,2009,3.08
05705000,Артемовский,2010,1.07
05705000,Артемовский,2011,4.41
05707000,Дальнегорский,2008,0.48
05707000,Дальнегорский,2009,0.42
05707000,Дальнегорский,2010,0.37
05707000,Дальнегорский,2011,0.48
05708000,Дальнереченский,2008,1.49
05708000,Дальнереченский,2009,1.07
05708000,Дальнереченский,2010,2.75
05708000,Дальнереченский,2011,0.53
05711000,Лесозаводский,2008,1.49
05711000,Лесозаводский,2009,0.75
05711000,Лесозаводский,2010,0.64
05711000,Лесозаводский,2011,0.4
05714000,Находкинский,2008,1.89
05714000,Находкинский,2009,3.29
05714000,Находкинский,2010,4.64
05714000,Находкинский,2011,1.67
05717000,Партизанский,2008,1.23
05717000,Партизанский,2009,0.85
05717000,Партизанский,2010,2.52
05717000,Партизанский,2011,0.47
05720000,Спасск-Дальний,2008,0.66
05723000,Уссурийский,2008,2.15
05723000,Уссурийский,2009,1.92
05723000,Уссурийский,2010,3.84
05723000,Уссурийский,2011,5.74
07602000,Александровский муниципальный район,2008,0.279
07602000,Александровский муниципальный район,2009,0.32
07602000,Александровский муниципальный район,2010,0.458
07602000,Александровский муниципальный район,2011,0.36
07602000,Александровский муниципальный район,2012,0.52
07605000,Апанасенковский муниципальный район,2008,0.552
07605000,Апанасенковский муниципальный район,2009,0.82
07605000,Апанасенковский муниципальный район,2010,0.782
07605000,Апанасенковский муниципальный район,2011,0.4
07605000,Апанасенковский муниципальный район,2012,0.43
07607000,Арзгирский муниципальный район,2008,0.112
07607000,Арзгирский муниципальный район,2009,0.188
07607000,Арзгирский муниципальный район,2010,0.113
07607000,Арзгирский муниципальный район,2011,0.5
07607000,Арзгирский муниципальный район,2012,0.46
07610000,Благодарненский муниципальный район,2008,0.567
07610000,Благодарненский муниципальный район,2009,0.538
07610000,Благодарненский муниципальный район,2010,0.628
07610000,Благодарненский муниципальный район,2011,0.47
07610000,Благодарненский муниципальный район,2012,1.85
07612000,Будённовский муниципальный район,2008,7.519
07612000,Будённовский муниципальный район,2009,0.988
07612000,Будённовский муниципальный район,2010,0.619
07612000,Будённовский муниципальный район,2011,3.14
07612000,Будённовский муниципальный район,2012,1.51
07615000,Георгиевский муниципальный район,2008,3.034
07615000,Георгиевский муниципальный район,2009,2.515
07615000,Георгиевский муниципальный район,2010,2.011
07615000,Георгиевский муниципальный район,2011,1.81
07615000,Георгиевский муниципальный район,2012,2.44
07617000,Грачёвский муниципальный район,2008,2.423
07617000,Грачёвский муниципальный район,2009,2.917
07617000,Грачёвский муниципальный район,2010,2.039
07617000,Грачёвский муниципальный район,2011,2.11
07617000,Грачёвский муниципальный район,2012,4.46
07620000,Изобильненский муниципальный район,2008,4.366
07620000,Изобильненский муниципальный район,2009,1.907
07620000,Изобильненский муниципальный район,2010,1.124
07620000,Изобильненский муниципальный район,2011,0.8
07620000,Изобильненский муниципальный район,2012,1.71
07622000,Ипатовский муниципальный район,2008,1.966
07622000,Ипатовский муниципальный район,2009,1.122
07622000,Ипатовский муниципальный район,2010,0.7
07622000,Ипатовский муниципальный район,2011,1.69
07622000,Ипатовский муниципальный район,2012,0.41
07625000,Кировский муниципальный район,2008,3.449
07625000,Кировский муниципальный район,2009,0.633
07625000,Кировский муниципальный район,2010,0.681
07625000,Кировский муниципальный район,2011,1.33
07625000,Кировский муниципальный район,2012,1.9
07628000,Кочубеевский муниципальный район,2008,3.662
07628000,Кочубеевский муниципальный район,2009,1.523
07628000,Кочубеевский муниципальный район,2010,1.544
07628000,Кочубеевский муниципальный район,2011,1.14
07628000,Кочубеевский муниципальный район,2012,1.76
07630000,Красногвардейский муниципальный район,2008,1.125
07630000,Красногвардейский муниципальный район,2009,1.049
07630000,Красногвардейский муниципальный район,2010,1.197
07630000,Красногвардейский муниципальный район,2011,1.16
07630000,Красногвардейский муниципальный район,2012,1.56
07632000,Андроповский муниципальный район,2008,0.345
07632000,Андроповский муниципальный район,2010,0.31
07632000,Андроповский муниципальный район,2011,0.25
07632000,Андроповский муниципальный район,2012,0.26
07633000,Курский муниципальный район,2008,0.309
07633000,Курский муниципальный район,2009,0.27
07633000,Курский муниципальный район,2010,0.499
07633000,Курский муниципальный район,2011,0.35
07633000,Курский муниципальный район,2012,0.69
07636000,Левокумский муниципальный район,2008,0.263
07636000,Левокумский муниципальный район,2009,0.192
07636000,Левокумский муниципальный район,2010,0.337
07636000,Левокумский муниципальный район,2011,0.24
07636000,Левокумский муниципальный район,2012,0.32
07639000,Минераловодский муниципальный район,2008,4.923
07639000,Минераловодский муниципальный район,2009,6.336
07639000,Минераловодский муниципальный район,2010,2.469
07639000,Минераловодский муниципальный район,2011,3.64
07639000,Минераловодский муниципальный район,2012,2.64
07641000,Нефтекумский муниципальный район,2008,0.321
07641000,Нефтекумский муниципальный район,2009,0.51
07641000,Нефтекумский муниципальный район,2010,0.611
07641000,Нефтекумский муниципальный район,2011,0.72
07641000,Нефтекумский муниципальный район,2012,1.91
07643000,Новоалександровский муниципальный район,2008,1.462
07643000,Новоалександровский муниципальный район,2009,1.494
07643000,Новоалександровский муниципальный район,2010,0.872
07643000,Новоалександровский муниципальный район,2011,0.73
07643000,Новоалександровский муниципальный район,2012,1.19
07644000,Новоселицкий муниципальный район,2008,0.392
07644000,Новоселицкий муниципальный район,2009,0.434
07644000,Новоселицкий муниципальный район,2010,0.376
07644000,Новоселицкий муниципальный район,2011,0.53
07644000,Новоселицкий муниципальный район,2012,0.61
07646000,Петровский муниципальный район,2008,0.493
07646000,Петровский муниципальный район,2009,0.802
07646000,Петровский муниципальный район,2010,0.704
07646000,Петровский муниципальный район,2011,0.82
07646000,Петровский муниципальный район,2012,1.15
07648000,Предгорный муниципальный район,2008,2.337
07648000,Предгорный муниципальный район,2009,2.938
07648000,Предгорный муниципальный район,2010,5.796
07648000,Предгорный муниципальный район,2011,4.06
07648000,Предгорный муниципальный район,2012,4.63
07650000,Советский муниципальный район,2008,0.818
07650000,Советский муниципальный район,2009,0.876
07650000,Советский муниципальный район,2010,1.02
07650000,Советский муниципальный район,2011,0.73
07650000,Советский муниципальный район,2012,1.09
07652000,Степновский муниципальный район,2008,0.749
07652000,Степновский муниципальный район,2009,0.308
07652000,Степновский муниципальный район,2010,0.36
07652000,Степновский муниципальный район,2011,0.32
07652000,Степновский муниципальный район,2012,0.96
07654000,Труновский муниципальный район,2008,2.006
07654000,Труновский муниципальный район,2009,1.572
07654000,Труновский муниципальный район,2010,0.93
07654000,Труновский муниципальный район,2011,0.76
07654000,Труновский муниципальный район,2012,1.75
07656000,Туркменский муниципальный район,2008,0.534
07656000,Туркменский муниципальный район,2009,0.192
07656000,Туркменский муниципальный район,2010,0.039
07656000,Туркменский муниципальный район,2011,0.19
07656000,Туркменский муниципальный район,2012,0.44
07658000,Шпаковский муниципальный район,2008,5.618
07658000,Шпаковский муниципальный район,2009,7.244
07658000,Шпаковский муниципальный район,2010,11.519
07658000,Шпаковский муниципальный район,2011,14.51
07658000,Шпаковский муниципальный район,2012,25.94
07701000,город Ставрополь,2008,14.623
07701000,город Ставрополь,2009,15.267
07701000,город Ставрополь,2010,20.33
07701000,город Ставрополь,2011,21.88
07701000,город Ставрополь,2012,19.84
07702000,Город Буденновск (до 2015 года),2008,0.721
07702000,Город Буденновск (до 2015 года),2009,0.941
07702000,Город Буденновск (до 2015 года),2010,0.417
07702000,Город Буденновск (до 2015 года),2011,2.64
07702000,Город Буденновск (до 2015 года),2012,0.87
07707000,город Георгиевск,2008,2.101
07707000,город Георгиевск,2009,0.944
07707000,город Георгиевск,2010,2.01
07707000,город Георгиевск,2011,1.67
07707000,город Георгиевск,2012,2.07
07710000,город-курорт Ессентуки,2008,6.178
07710000,город-курорт Ессентуки,2009,7.518
07710000,город-курорт Ессентуки,2010,5.556
07710000,город-курорт Ессентуки,2011,11.32
07710000,город-курорт Ессентуки,2012,8.25
07712000,город-курорт Железноводск,2008,3.733
07712000,город-курорт Железноводск,2009,1.997
07712000,город-курорт Железноводск,2010,2.58
07712000,город-курорт Железноводск,2011,7.28
07712000,город-курорт Железноводск,2012,4.71
07715000,город-курорт Кисловодск,2008,1.087
07715000,город-курорт Кисловодск,2009,1.782
07715000,город-курорт Кисловодск,2010,3.564
07715000,город-курорт Кисловодск,2011,2.45
07715000,город-курорт Кисловодск,2012,2.2
07718000,город Лермонтов,2008,3.648
07718000,город Лермонтов,2009,1.022
07718000,город Лермонтов,2010,2.117
07718000,город Лермонтов,2011,2.26
07718000,город Лермонтов,2012,1.37
07724000,город Невинномысск,2008,1.584
07724000,город Невинномысск,2009,1.583
07724000,город Невинномысск,2010,2.467
07724000,город Невинномысск,2011,2.77
07724000,город Невинномысск,2012,1.77
07727000,город-курорт Пятигорск,2008,3.885
07727000,город-курорт Пятигорск,2009,3.392
07727000,город-курорт Пятигорск,2010,3.511
07727000,город-курорт Пятигорск,2011,5.28
07727000,город-курорт Пятигорск,2012,3.37
08603000,Амурский муниципальный район,2008,0.16
08603000,Амурский муниципальный район,2009,0.5
08603000,Амурский муниципальный район,2010,0.02
08603000,Амурский муниципальный район,2011,1.1
08606000,Аяно-Майский муниципальный район,2008,0.73
08606000,Аяно-Майский муниципальный район,2009,5.91
08609000,Бикинский муниципальный район,2008,0.26
08609000,Бикинский муниципальный район,2009,2.63
08609000,Бикинский муниципальный район,2010,0.6
08609000,Бикинский муниципальный район,2011,0.3
08612000,Ванинский муниципальный район,2008,0.37
08612000,Ванинский муниципальный район,2009,0.45
08612000,Ванинский муниципальный район,2010,0.4
08612000,Ванинский муниципальный район,2011,0.3
08614000,Верхнебуреинский муниципальный район,2009,0.1
08614000,Верхнебуреинский муниципальный район,2010,0.1
08617000,Вяземский муниципальный район,2008,0.43
08617000,Вяземский муниципальный район,2009,0.55
08617000,Вяземский муниципальный район,2010,0.6
08617000,Вяземский муниципальный район,2011,0.4
08620000,Комсомольский муниципальный район,2008,0.65
08620000,Комсомольский муниципальный район,2009,1.23
08620000,Комсомольский муниципальный район,2010,0.7
08620000,Комсомольский муниципальный район,2011,0.5
08624000,Муниципальный район имени Лазо,2008,0.16
08624000,Муниципальный район имени Лазо,2009,0.12
08624000,Муниципальный район имени Лазо,2010,0.3
08624000,Муниципальный район имени Лазо,2011,0.2
08628000,Нанайский муниципальный район,2008,0.8
08628000,Нанайский муниципальный район,2009,1.05
08628000,Нанайский муниципальный район,2010,1.1
08628000,Нанайский муниципальный район,2011,1.6
08631000,Николаевский муниципальный район,2008,0.63
08631000,Николаевский муниципальный район,2009,0.11
08631000,Николаевский муниципальный район,2010,0.1
08631000,Николаевский муниципальный район,2011,0.2
08637000,Муниципальный район имени Полины Осипенко,2009,0.34
08637000,Муниципальный район имени Полины Осипенко,2010,0.9
08637000,Муниципальный район имени Полины Осипенко,2011,0.2
08642000,Советско-Гаванский муниципальный район,2008,0.66
08642000,Советско-Гаванский муниципальный район,2009,0.27
08642000,Советско-Гаванский муниципальный район,2010,0.2
08642000,Советско-Гаванский муниципальный район,2011,0.3
08644000,Солнечный муниципальный район,2008,0.53
08644000,Солнечный муниципальный район,2009,0.45
08644000,Солнечный муниципальный район,2010,0.1
08644000,Солнечный муниципальный район,2011,0.2
08646000,Тугуро-Чумиканский муниципальный район,2008,3.26
08650000,Ульчский муниципальный район,2008,0.14
08650000,Ульчский муниципальный район,2009,0.73
08650000,Ульчский муниципальный район,2010,0.3
08650000,Ульчский муниципальный район,2011,0.1
08655000,Хабаровский муниципальный район,2008,0.7
08655000,Хабаровский муниципальный район,2009,1.06
08655000,Хабаровский муниципальный район,2010,2.7
08655000,Хабаровский муниципальный район,2011,4.3
08701000,город Хабаровск,2008,6.59
08701000,город Хабаровск,2009,8.67
08701000,город Хабаровск,2010,7.3
08701000,город Хабаровск,2011,8.6
08709000,город Комсомольск-на-Амуре,2008,0.67
08709000,город Комсомольск-на-Амуре,2009,0.47
08709000,город Комсомольск-на-Амуре,2010,0.1
08709000,город Комсомольск-на-Амуре,2011,0.2
10605000,Архаринский муниципальный район,2007,0.2
10605000,Архаринский муниципальный район,2008,0.1
10605000,Архаринский муниципальный район,2009,0.2
10605000,Архаринский муниципальный район,2010,0.3
10605000,Архаринский муниципальный район,2011,1.0
10608000,Белогорский муниципальный район,2007,0.2
10608000,Белогорский муниципальный район,2008,0.2
10608000,Белогорский муниципальный район,2010,0.4
10608000,Белогорский муниципальный район,2011,0.4
10611000,Благовещенский муниципальный район,2007,18.9
10611000,Благовещенский муниципальный район,2008,9.0
10611000,Благовещенский муниципальный район,2009,4.2
10611000,Благовещенский муниципальный район,2010,8.7
10611000,Благовещенский муниципальный район,2011,23.2
10615000,Бурейский муниципальный район,2007,4.2
10615000,Бурейский муниципальный район,2008,0.3
10615000,Бурейский муниципальный район,2009,0.46
10615000,Бурейский муниципальный район,2010,0.3
10615000,Бурейский муниципальный район,2011,0.2
10621000,Завитинский муниципальный район,2007,0.2
10621000,Завитинский муниципальный район,2008,0.4
10621000,Завитинский муниципальный район,2010,0.1
10621000,Завитинский муниципальный район,2011,0.3
10625000,Зейский муниципальный район,2007,0.4
10625000,Зейский муниципальный район,2008,0.9
10625000,Зейский муниципальный район,2009,0.3
10625000,Зейский муниципальный район,2010,5.2
10625000,Зейский муниципальный район,2011,4.7
10628000,Ивановский муниципальный район,2007,0.1
10628000,Ивановский муниципальный район,2008,0.1
10628000,Ивановский муниципальный район,2009,0.6
10628000,Ивановский муниципальный район,2010,3.5
10628000,Ивановский муниципальный район,2011,1.0
10630000,Константиновский муниципальный район,2007,1.1
10630000,Константиновский муниципальный район,2008,0.0
10630000,Константиновский муниципальный район,2010,0.4
10630000,Константиновский муниципальный район,2011,0.5
10631000,Магдагачинский муниципальный район,2007,0.3
10631000,Магдагачинский муниципальный район,2008,0.3
10631000,Магдагачинский муниципальный район,2009,0.1
10631000,Магдагачинский муниципальный район,2010,1.4
10631000,Магдагачинский муниципальный район,2011,2.0
10632000,Мазановский муниципальный район,2007,0.3
10632000,Мазановский муниципальный район,2008,0.1
10632000,Мазановский муниципальный район,2009,0.4
10632000,Мазановский муниципальный район,2010,2.6
10632000,Мазановский муниципальный район,2011,0.5
10635000,Михайловский муниципальный район,2007,0.2
10635000,Михайловский муниципальный район,2008,0.2
10635000,Михайловский муниципальный район,2009,0.1
10635000,Михайловский муниципальный район,2010,0.1
10635000,Михайловский муниципальный район,2011,1.7
10638000,Октябрьский муниципальный район,2007,0.2
10638000,Октябрьский муниципальный район,2009,0.1
10638000,Октябрьский муниципальный район,2010,2.9
10638000,Октябрьский муниципальный район,2011,0.4
10640000,Ромненский муниципальный район,2007,0.0
10640000,Ромненский муниципальный район,2008,0.2
10640000,Ромненский муниципальный район,2010,0.2
10640000,Ромненский муниципальный район,2011,1.2
10642000,Свободненский муниципальный район,2007,0.2
10642000,Свободненский муниципальный район,2008,0.4
10642000,Свободненский муниципальный район,2009,0.4
10642000,Свободненский муниципальный район,2010,0.3
10642000,Свободненский муниципальный район,2011,0.2
10645000,Селемджинский муниципальный район,2007,0.4
10645000,Селемджинский муниципальный район,2008,0.0
10645000,Селемджинский муниципальный район,2010,10.9
10645000,Селемджинский муниципальный район,2011,13.4
10647000,Серышевский муниципальный район,2007,0.0
10647000,Серышевский муниципальный район,2008,0.0
10647000,Серышевский муниципальный район,2010,0.4
10647000,Серышевский муниципальный район,2011,0.5
10649000,Сковородинский муниципальный район,2007,0.3
10649000,Сковородинский муниципальный район,2008,0.5
10649000,Сковородинский муниципальный район,2009,0.3
10649000,Сковородинский муниципальный район,2010,0.6
10649000,Сковородинский муниципальный район,2011,3.3
10651000,Тамбовский муниципальный район,2007,0.9
10651000,Тамбовский муниципальный район,2008,0.4
10651000,Тамбовский муниципальный район,2009,0.6
10651000,Тамбовский муниципальный район,2010,2.9
10651000,Тамбовский муниципальный район,2011,1.9
10654000,Тындинский муниципальный район,2007,0.7
10654000,Тындинский муниципальный район,2008,0.3
10654000,Тындинский муниципальный район,2009,0.6
10654000,Тындинский муниципальный район,2010,
10654000,Тындинский муниципальный район,2011,7.3
10655000,Шимановский муниципальный район,2007,0.0
10655000,Шимановский муниципальный район,2008,0.1
10655000,Шимановский муниципальный район,2010,2.5
10655000,Шимановский муниципальный район,2011,0.5
10701000,город Благовещенск,2007,9.0
10701000,город Благовещенск,2008,11.0
10701000,город Благовещенск,2009,8.9
10701000,город Благовещенск,2010,8.6
10701000,город Благовещенск,2011,10.7
10710000,город Белогорск,2007,0.1
10710000,город Белогорск,2008,1.1
10710000,город Белогорск,2009,1.7
10710000,город Белогорск,2010,0.96
10710000,город Белогорск,2011,1.6
10712000,город Зея,2007,1.1
10712000,город Зея,2008,0.6
10712000,город Зея,2009,0.5
10712000,город Зея,2010,0.4
10712000,город Зея,2011,0.7
10720000,город Райчихинск,2007,0.2
10720000,город Райчихинск,2008,0.4
10720000,город Райчихинск,2009,1.6
10720000,город Райчихинск,2010,0.2
10720000,город Райчихинск,2011,0.5
10730000,город Свободный,2007,0.2
10730000,город Свободный,2008,0.3
10730000,город Свободный,2009,0.2
10730000,город Свободный,2010,0.3
10730000,город Свободный,2011,2.7
10732000,город Тында,2007,1.0
10732000,город Тында,2008,0.3
10732000,город Тында,2009,0.2
10732000,город Тында,2010,0.2
10732000,город Тында,2011,0.2
10740000,город Шимановск,2007,0.9
10740000,город Шимановск,2008,3.1
10740000,город Шимановск,2009,2.5
10740000,город Шимановск,2010,1.1
10740000,город Шимановск,2011,0.6
10775000,рабочий поселок (поселок городского типа) Прогресс,2007,0.1
10775000,рабочий поселок (поселок городского типа) Прогресс,2008,0.4
10775000,рабочий поселок (поселок городского типа) Прогресс,2009,0.3
10775000,рабочий поселок (поселок городского типа) Прогресс,2010,0.8
10775000,рабочий поселок (поселок городского типа) Прогресс,2011,2.3
11605000,Вельский муниципальный район,2008,2.577
11605000,Вельский муниципальный район,2009,4.027
11605000,Вельский муниципальный район,2010,2.712
11605000,Вельский муниципальный район,2011,5.109
11608000,Верхнетоемский муниципальный район,2008,3.175
11608000,Верхнетоемский муниципальный район,2009,0.617
11608000,Верхнетоемский муниципальный район,2010,1.749
11608000,Верхнетоемский муниципальный район,2011,2.167
11611000,Вилегодский муниципальный район,2008,7.211
11611000,Вилегодский муниципальный район,2009,3.618
11611000,Вилегодский муниципальный район,2010,1.961
11611000,Вилегодский муниципальный район,2011,2.641
11614000,Виноградовский муниципальный район,2008,2.338
11614000,Виноградовский муниципальный район,2009,2.261
11614000,Виноградовский муниципальный район,2010,3.219
11614000,Виноградовский муниципальный район,2011,4.309
11618000,Каргопольский муниципальный район,2010,2.983
11618000,Каргопольский муниципальный район,2011,6.337
11622000,Коношский муниципальный район,2010,3.28
11622000,Коношский муниципальный район,2011,6.33
11627000,Котласский муниципальный район,2008,3.465
11627000,Котласский муниципальный район,2009,9.519
11627000,Котласский муниципальный район,2010,4.662
11627000,Котласский муниципальный район,2011,3.943
11630000,Красноборский муниципальный район,2008,3.627
11630000,Красноборский муниципальный район,2009,3.083
11630000,Красноборский муниципальный район,2010,5.188
11630000,Красноборский муниципальный район,2011,5.82
11635000,Ленский муниципальный район,2008,2.643
11635000,Ленский муниципальный район,2009,3.799
11635000,Ленский муниципальный район,2010,8.58
11635000,Ленский муниципальный район,2011,6.104
11638000,Лешуконский муниципальный район,2008,0.446
11638000,Лешуконский муниципальный район,2009,0.114
11638000,Лешуконский муниципальный район,2010,0.498
11638000,Лешуконский муниципальный район,2011,1.939
11642000,Мезенский муниципальный район,2008,1.287
11642000,Мезенский муниципальный район,2009,0.897
11642000,Мезенский муниципальный район,2010,1.441
11642000,Мезенский муниципальный район,2011,0.984
11644000,Няндомский муниципальный район,2008,3.318
11644000,Няндомский муниципальный район,2009,4.525
11644000,Няндомский муниципальный район,2010,2.507
11644000,Няндомский муниципальный район,2011,2.321
11646000,Онежский муниципальный район,2010,3.072
11646000,Онежский муниципальный район,2011,1.292
11648000,Пинежский муниципальный район,2008,1.754
11648000,Пинежский муниципальный район,2009,1.805
11648000,Пинежский муниципальный район,2010,2.365
11648000,Пинежский муниципальный район,2011,1.286
11650000,Плесецкий муниципальный район,2008,2.141
11650000,Плесецкий муниципальный район,2009,1.722
11650000,Плесецкий муниципальный район,2010,2.163
11650000,Плесецкий муниципальный район,2011,2.742
11652000,Приморский муниципальный район,2010,4.013
11652000,Приморский муниципальный район,2011,5.214
11654000,Устьянский муниципальный район,2008,3.292
11654000,Устьянский муниципальный район,2009,2.436
11654000,Устьянский муниципальный район,2010,4.168
11654000,Устьянский муниципальный район,2011,7.764
11656000,Холмогорский муниципальный район,2008,1.746
11656000,Холмогорский муниципальный район,2009,2.922
11656000,Холмогорский муниципальный район,2010,5.161
11656000,Холмогорский муниципальный район,2011,4.862
11658000,Шенкурский муниципальный район,2008,3.303
11658000,Шенкурский муниципальный район,2009,1.699
11658000,Шенкурский муниципальный район,2010,2.299
11658000,Шенкурский муниципальный район,2011,2.613
11701000,город Архангельск,2010,3.323
11701000,город Архангельск,2011,2.851
11708000,город Коряжма,2010,0.202
11708000,город Коряжма,2011,1.728
11710000,Котлас,2008,6.329
11710000,Котлас,2009,6.76
11710000,Котлас,2010,6.347
11710000,Котлас,2011,4.184
11712000,Новая Земля,2008,6.224
11715000,город Новодвинск,2011,0.791
11730000,Северодвинск,2010,0.896
11730000,Северодвинск,2011,1.94
11811000,Муниципальный район Заполярный район,2010,15.1
11811000,Муниципальный район Заполярный район,2011,9.588
11851000,город Нарьян-Мар,2008,27.162
11851000,город Нарьян-Мар,2009,18.637
11851000,город Нарьян-Мар,2010,17.807
11851000,город Нарьян-Мар,2011,13.341
12605000,Ахтубинский муниципальный район,2008,2.29
12605000,Ахтубинский муниципальный район,2009,0.85
12605000,Ахтубинский муниципальный район,2010,1.49
12605000,Ахтубинский муниципальный район,2011,1.15
12610000,Володарский муниципальный район,2008,2.01
12610000,Володарский муниципальный район,2009,3.49
12610000,Володарский муниципальный район,2010,3.24
12610000,Володарский муниципальный район,2011,3.9
12615000,Енотаевский муниципальный район,2008,1.0
12615000,Енотаевский муниципальный район,2009,1.39
12615000,Енотаевский муниципальный район,2010,0.82
12615000,Енотаевский муниципальный район,2011,0.49
12620000,Икрянинский муниципальный район,2008,1.95
12620000,Икрянинский муниципальный район,2009,1.0
12620000,Икрянинский муниципальный район,2010,3.74
12620000,Икрянинский муниципальный район,2011,1.67
12625000,Камызякский муниципальный район,2008,2.42
12625000,Камызякский муниципальный район,2009,2.81
12625000,Камызякский муниципальный район,2010,4.32
12625000,Камызякский муниципальный район,2011,2.69
12630000,Красноярский муниципальный район,2008,2.95
12630000,Красноярский муниципальный район,2009,2.88
12630000,Красноярский муниципальный район,2010,5.81
12630000,Красноярский муниципальный район,2011,8.21
12635000,Лиманский муниципальный район,2008,2.09
12635000,Лиманский муниципальный район,2009,0.93
12635000,Лиманский муниципальный район,2010,1.06
12635000,Лиманский муниципальный район,2011,1.09
12640000,Наримановский муниципальный район,2008,3.24
12640000,Наримановский муниципальный район,2009,1.48
12640000,Наримановский муниципальный район,2010,1.37
12640000,Наримановский муниципальный район,2011,1.93
12642000,Приволжский муниципальный район,2008,5.0
12642000,Приволжский муниципальный район,2009,5.52
12642000,Приволжский муниципальный район,2010,6.1
12642000,Приволжский муниципальный район,2011,11.94
12645000,Харабалинский муниципальный район,2008,0.99
12645000,Харабалинский муниципальный район,2009,2.39
12645000,Харабалинский муниципальный район,2010,0.95
12645000,Харабалинский муниципальный район,2011,1.5
12650000,Черноярский муниципальный район,2008,1.98
12650000,Черноярский муниципальный район,2009,1.03
12650000,Черноярский муниципальный район,2010,0.64
12650000,Черноярский муниципальный район,2011,1.24
12701000,город Астрахань,2008,3.54
12701000,город Астрахань,2009,6.79
12701000,город Астрахань,2010,6.99
12701000,город Астрахань,2011,4.88
14605000,Муниципальный район Алексеевский район и город Алексеевка,2008,4.1
14605000,Муниципальный район Алексеевский район и город Алексеевка,2009,4.4
14605000,Муниципальный район Алексеевский район и город Алексеевка,2010,4.8
14605000,Муниципальный район Алексеевский район и город Алексеевка,2011,4.7
14610000,Белгородский муниципальный район,2008,15.9
14610000,Белгородский муниципальный район,2009,21.0
14610000,Белгородский муниципальный район,2010,19.6
14610000,Белгородский муниципальный район,2011,22.5
14615000,Борисовский муниципальный район,2008,3.8
14615000,Борисовский муниципальный район,2009,2.2
14615000,Борисовский муниципальный район,2010,3.3
14615000,Борисовский муниципальный район,2011,3.0
14620000,Муниципальный район Город Валуйки и Валуйский район,2008,6.9
14620000,Муниципальный район Город Валуйки и Валуйский район,2009,6.1
14620000,Муниципальный район Город Валуйки и Валуйский район,2010,6.4
14620000,Муниципальный район Город Валуйки и Валуйский район,2011,6.7
14625000,Вейделевский муниципальный район,2008,3.8
14625000,Вейделевский муниципальный район,2009,3.6
