oktmo,name,year,retailturnover
19632400,Сельские поселения Междуреченского муниципального района/,2011,129435.2
19632400,Сельские поселения Междуреченского муниципального района/,2012,138042.4
19632424,Сухонское,2010,113717.6
19632424,Сухонское,2011,129435.2
19632424,Сухонское,2012,138042.4
19632424,Сухонское,2013,140484.2
19634000,Никольский муниципальный район,2010,334194.8
19634000,Никольский муниципальный район,2011,352784.9
19634000,Никольский муниципальный район,2012,362714.2
19634000,Никольский муниципальный район,2013,371146.8
19634000,Никольский муниципальный район,2014,435786.2
19634000,Никольский муниципальный район,2015,563562.9
19634000,Никольский муниципальный район,2016,620258.8
19634100,Городские поселения Никольского муниципального района/,2010,334194.8
19634100,Городские поселения Никольского муниципального района/,2011,352784.9
19634100,Городские поселения Никольского муниципального района/,2012,362714.2
19634101,город Никольск,2010,334194.8
19634101,город Никольск,2011,352784.9
19634101,город Никольск,2012,362714.2
19634101,город Никольск,2013,371146.8
19636000,Нюксенский муниципальный район,2010,31990.5
19636000,Нюксенский муниципальный район,2011,35411.4
19636000,Нюксенский муниципальный район,2012,34616.2
19636000,Нюксенский муниципальный район,2013,2458.8
19636000,Нюксенский муниципальный район,2015,217988.6
19636000,Нюксенский муниципальный район,2016,315398.4
19636400,Сельские поселения Нюксенского муниципального района/,2010,31990.5
19636400,Сельские поселения Нюксенского муниципального района/,2011,35411.4
19636400,Сельские поселения Нюксенского муниципального района/,2012,34616.2
19636400,Сельские поселения Нюксенского муниципального района/,2013,2458.8
19636444,Нюксенское,2010,31990.5
19636444,Нюксенское,2011,35411.4
19636444,Нюксенское,2012,34616.2
19636444,Нюксенское,2013,2458.8
19638000,Сокольский муниципальный район,2010,366242.1
19638000,Сокольский муниципальный район,2011,320098.4
19638000,Сокольский муниципальный район,2012,325247.5
19638000,Сокольский муниципальный район,2013,690277.4
19638000,Сокольский муниципальный район,2014,997975.0
19638000,Сокольский муниципальный район,2015,1295658.6
19638000,Сокольский муниципальный район,2016,1457054.7
19638100,Городские поселения Сокольского муниципального района/,2010,364201.2
19638100,Городские поселения Сокольского муниципального района/,2011,317813.4
19638100,Городские поселения Сокольского муниципального района/,2012,322826.5
19638100,Городские поселения Сокольского муниципального района/,2013,687642.4
19638101,город Сокол,2010,295175.2
19638101,город Сокол,2011,317813.4
19638101,город Сокол,2012,322826.5
19638101,город Сокол,2013,687642.4
19638104,город Кадников,2010,69026.0
19638400,Сельские поселения Сокольского муниципального района/,2010,2040.9
19638400,Сельские поселения Сокольского муниципального района/,2011,2285.0
19638400,Сельские поселения Сокольского муниципального района/,2012,2421.0
19638400,Сельские поселения Сокольского муниципального района/,2013,2635.0
19638440,Нестеровское,2010,2040.9
19638440,Нестеровское,2011,2285.0
19638440,Нестеровское,2012,2421.0
19638440,Нестеровское,2013,2635.0
19640000,Сямженский муниципальный район,2010,285195.7
19640000,Сямженский муниципальный район,2011,299170.8
19640000,Сямженский муниципальный район,2012,303716.2
19640000,Сямженский муниципальный район,2013,312822.5
19640000,Сямженский муниципальный район,2014,347390.8
19640000,Сямженский муниципальный район,2015,417655.8
19640400,Сельские поселения Сямженского муниципального района/,2010,285195.7
19640400,Сельские поселения Сямженского муниципального района/,2011,299170.8
19640400,Сельские поселения Сямженского муниципального района/,2012,303716.2
19640428,Сямженское,2010,285195.7
19640428,Сямженское,2011,299170.8
19640428,Сямженское,2012,303716.2
19640428,Сямженское,2013,312822.5
19642000,Тарногский муниципальный район,2010,226833.8
19642000,Тарногский муниципальный район,2011,251333.1
19642000,Тарногский муниципальный район,2012,271537.0
19642000,Тарногский муниципальный район,2013,295325.7
19642000,Тарногский муниципальный район,2014,449739.6
19642000,Тарногский муниципальный район,2015,557942.5
19642000,Тарногский муниципальный район,2016,587188.3
19642400,Сельские поселения Тарногского муниципального района/,2010,226833.8
19642400,Сельские поселения Тарногского муниципального района/,2011,251333.1
19642400,Сельские поселения Тарногского муниципального района/,2012,271537.0
19642442,Тарногское,2010,226833.8
19642442,Тарногское,2011,251333.1
19642442,Тарногское,2012,271537.0
19642442,Тарногское,2013,295325.7
19646000,Тотемский муниципальный район,2010,505713.3
19646000,Тотемский муниципальный район,2011,311284.2
19646000,Тотемский муниципальный район,2012,351320.6
19646000,Тотемский муниципальный район,2013,498407.8
19646000,Тотемский муниципальный район,2014,519876.9
19646000,Тотемский муниципальный район,2015,557643.4
19646000,Тотемский муниципальный район,2016,605214.5
19646100,Городские поселения Тотемского муниципального района/,2010,279016.1
19646100,Городские поселения Тотемского муниципального района/,2011,308898.6
19646100,Городские поселения Тотемского муниципального района/,2012,351320.6
19646100,Городские поселения Тотемского муниципального района/,2013,498407.8
19646101,город Тотьма,2010,279016.1
19646101,город Тотьма,2011,308898.6
19646101,город Тотьма,2012,351320.6
19646101,город Тотьма,2013,498407.8
19646400,Сельские поселения Тотемского муниципального района/,2010,226697.2
19646400,Сельские поселения Тотемского муниципального района/,2011,2385.6
19646400,Сельские поселения Тотемского муниципального района/,2012,0.0
19646420,Калининское,2010,226697.2
19646420,Калининское,2011,2385.6
19646420,Калининское,2012,0.0
19648000,Усть-Кубинский муниципальный район,2010,93599.7
19648000,Усть-Кубинский муниципальный район,2011,25488.0
19648000,Усть-Кубинский муниципальный район,2012,85266.0
19648000,Усть-Кубинский муниципальный район,2013,100732.0
19648000,Усть-Кубинский муниципальный район,2014,141979.0
19648000,Усть-Кубинский муниципальный район,2015,165509.2
19648400,Сельские поселения Усть-Кубинского муниципального района/,2010,93599.7
19648400,Сельские поселения Усть-Кубинского муниципального района/,2011,25488.0
19648400,Сельские поселения Усть-Кубинского муниципального района/,2012,85266.0
19648400,Сельские поселения Усть-Кубинского муниципального района/,2013,100732.0
19648436,Устьянское,2010,93599.7
19648436,Устьянское,2011,25488.0
19648436,Устьянское,2012,85266.0
19648436,Устьянское,2013,100732.0
19650000,Устюженский муниципальный район,2010,48654.0
19650000,Устюженский муниципальный район,2011,61027.0
19650000,Устюженский муниципальный район,2012,151543.0
19650000,Устюженский муниципальный район,2013,320879.0
19650000,Устюженский муниципальный район,2014,433896.8
19650000,Устюженский муниципальный район,2015,516535.2
19650000,Устюженский муниципальный район,2016,554611.0
19650100,Городские поселения Устюженского муниципального района/,2010,48654.0
19650100,Городские поселения Устюженского муниципального района/,2011,61027.0
19650100,Городские поселения Устюженского муниципального района/,2012,151543.0
19650100,Городские поселения Устюженского муниципального района/,2013,320879.0
19650101,город Устюжна,2010,48654.0
19650101,город Устюжна,2011,61027.0
19650101,город Устюжна,2012,151543.0
19650101,город Устюжна,2013,320879.0
19652000,Харовский муниципальный район,2010,228706.0
19652000,Харовский муниципальный район,2011,209686.0
19652000,Харовский муниципальный район,2012,204100.8
19652000,Харовский муниципальный район,2013,334685.5
19652000,Харовский муниципальный район,2014,339736.0
19652000,Харовский муниципальный район,2015,295804.0
19652000,Харовский муниципальный район,2016,284103.2
19652100,Городские поселения Харовского муниципального района/,2010,224329.7
19652100,Городские поселения Харовского муниципального района/,2011,204207.6
19652100,Городские поселения Харовского муниципального района/,2012,200662.8
19652100,Городские поселения Харовского муниципального района/,2013,331151.3
19652101,город Харовск,2010,224329.7
19652101,город Харовск,2011,204207.6
19652101,город Харовск,2012,200662.8
19652101,город Харовск,2013,331151.3
19652400,Сельские поселения Харовского муниципального района/,2010,4376.3
19652400,Сельские поселения Харовского муниципального района/,2011,5478.4
19652400,Сельские поселения Харовского муниципального района/,2012,3438.0
19652400,Сельские поселения Харовского муниципального района/,2013,3534.2
19652428,Разинское,2010,2787.3
19652428,Разинское,2011,4053.0
19652428,Разинское,2012,3438.0
19652428,Разинское,2013,3534.2
19652432,Семигороднее,2010,860.0
19652432,Семигороднее,2011,744.0
19652444,Шапшинское,2010,729.0
19652444,Шапшинское,2011,681.4
19654000,Чагодощенский муниципальный район,2010,236.0
19654000,Чагодощенский муниципальный район,2011,19143.0
19654000,Чагодощенский муниципальный район,2012,76298.0
19654000,Чагодощенский муниципальный район,2013,206177.0
19654000,Чагодощенский муниципальный район,2014,238216.0
19654000,Чагодощенский муниципальный район,2015,268703.7
19654000,Чагодощенский муниципальный район,2016,287917.2
19654100,Городские поселения Чагодощенского муниципального района/,2010,236.0
19654100,Городские поселения Чагодощенского муниципального района/,2011,19143.0
19654100,Городские поселения Чагодощенского муниципального района/,2012,76298.0
19654100,Городские поселения Чагодощенского муниципального района/,2013,206177.0
19654151,поселок Чагода,2010,236.0
19654151,поселок Чагода,2013,135699.0
19654162,поселок Сазоново,2011,19143.0
19654162,поселок Сазоново,2012,76298.0
19654162,поселок Сазоново,2013,70478.0
19656000,Череповецкий муниципальный район,2010,56909.9
19656000,Череповецкий муниципальный район,2011,47846.7
19656000,Череповецкий муниципальный район,2012,66793.5
19656000,Череповецкий муниципальный район,2013,106113.1
19656000,Череповецкий муниципальный район,2014,122320.8
19656000,Череповецкий муниципальный район,2015,144128.1
19656000,Череповецкий муниципальный район,2016,144628.2
19656400,Сельские поселения Череповецкого муниципального района/,2010,56909.9
19656400,Сельские поселения Череповецкого муниципального района/,2011,47846.7
19656400,Сельские поселения Череповецкого муниципального района/,2012,66793.5
19656400,Сельские поселения Череповецкого муниципального района/,2013,106113.1
19656404,Абакановское,2010,915.0
19656404,Абакановское,2011,678.0
19656404,Абакановское,2012,722.0
19656404,Абакановское,2013,774.0
19656448,Ирдоматское,2010,3641.0
19656448,Ирдоматское,2011,157.0
19656450,Климовское,2010,1148.0
19656450,Климовское,2011,1320.0
19656450,Климовское,2012,1468.0
19656450,Климовское,2013,1470.0
19656452,Коротовское,2010,1759.0
19656452,Коротовское,2011,1450.0
19656452,Коротовское,2012,1774.0
19656452,Коротовское,2013,1789.0
19656464,Мяксинское,2010,47166.9
19656464,Мяксинское,2011,43049.7
19656464,Мяксинское,2012,41025.5
19656464,Мяксинское,2013,34918.1
19656473,Судское,2010,1083.0
19656473,Судское,2011,190.0
19656473,Судское,2012,20744.0
19656473,Судское,2013,66022.0
19656483,Югское,2010,1197.0
19656483,Югское,2011,1002.0
19656483,Югское,2012,1060.0
19656483,Югское,2013,1140.0
19658000,Шекснинский муниципальный район,2010,371730.6
19658000,Шекснинский муниципальный район,2011,403845.2
19658000,Шекснинский муниципальный район,2012,460603.6
19658000,Шекснинский муниципальный район,2013,714914.0
19658000,Шекснинский муниципальный район,2014,851689.4
19658000,Шекснинский муниципальный район,2015,971391.2
19658000,Шекснинский муниципальный район,2016,1003551.0
19658100,Городские поселения Шекснинского муниципального района/,2010,368044.2
19658100,Городские поселения Шекснинского муниципального района/,2011,400059.2
19658100,Городские поселения Шекснинского муниципального района/,2012,455887.6
19658100,Городские поселения Шекснинского муниципального района/,2013,710178.0
19658151,поселок Шексна,2010,368044.2
19658151,поселок Шексна,2011,400059.2
19658151,поселок Шексна,2012,455887.6
19658151,поселок Шексна,2013,710178.0
19658400,Сельские поселения Шекснинского муниципального района/,2010,3686.4
19658400,Сельские поселения Шекснинского муниципального района/,2011,3786.0
19658400,Сельские поселения Шекснинского муниципального района/,2012,4716.0
19658400,Сельские поселения Шекснинского муниципального района/,2013,4736.0
19658416,Железнодорожное,2010,3686.4
19658416,Железнодорожное,2011,3786.0
19658416,Железнодорожное,2012,4716.0
19658416,Железнодорожное,2013,4736.0
19701000,город Вологда,2010,4559672.1
19701000,город Вологда,2011,7578792.6
19701000,город Вологда,2012,10832854.1
19701000,город Вологда,2013,10997823.5
19701000,город Вологда,2014,12973830.5
19701000,город Вологда,2015,14800829.6
19701000,город Вологда,2016,16300450.6
19730000,город Череповец,2010,3459659.2
19730000,город Череповец,2011,3916365.4
19730000,город Череповец,2012,4476913.6
19730000,город Череповец,2013,9230855.1
19730000,город Череповец,2014,10948101.3
19730000,город Череповец,2015,11931323.0
19730000,город Череповец,2016,15783326.6
20602000,Аннинский муниципальный район,2009,317369.1
20602000,Аннинский муниципальный район,2010,147495.1
20602000,Аннинский муниципальный район,2011,367067.1
20602000,Аннинский муниципальный район,2012,427829.1
20602000,Аннинский муниципальный район,2013,485514.2
20602000,Аннинский муниципальный район,2014,558205.9
20602000,Аннинский муниципальный район,2015,860689.0
20602000,Аннинский муниципальный район,2016,903367.6
20604000,Бобровский муниципальный район,2009,231663.0
20604000,Бобровский муниципальный район,2010,270186.5
20604000,Бобровский муниципальный район,2011,283254.7
20604000,Бобровский муниципальный район,2012,401670.6
20604000,Бобровский муниципальный район,2013,418634.7
20604000,Бобровский муниципальный район,2014,543233.1
20604000,Бобровский муниципальный район,2015,623076.3
20604000,Бобровский муниципальный район,2016,649460.0
20605000,Богучарский муниципальный район,2009,313425.3
20605000,Богучарский муниципальный район,2010,318979.6
20605000,Богучарский муниципальный район,2011,320445.8
20605000,Богучарский муниципальный район,2012,355442.1
20605000,Богучарский муниципальный район,2013,365679.9
20605000,Богучарский муниципальный район,2014,381154.2
20605000,Богучарский муниципальный район,2015,406712.2
20605000,Богучарский муниципальный район,2016,506342.3
20608000,Бутурлиновский муниципальный район,2009,144647.3
20608000,Бутурлиновский муниципальный район,2010,196709.0
20608000,Бутурлиновский муниципальный район,2011,156880.2
20608000,Бутурлиновский муниципальный район,2012,231581.9
20608000,Бутурлиновский муниципальный район,2013,311715.7
20608000,Бутурлиновский муниципальный район,2014,536402.2
20608000,Бутурлиновский муниципальный район,2015,653813.9
20608000,Бутурлиновский муниципальный район,2016,728268.6
20610000,Верхнемамонский муниципальный район,2009,61124.5
20610000,Верхнемамонский муниципальный район,2010,76829.3
20610000,Верхнемамонский муниципальный район,2011,87029.6
20610000,Верхнемамонский муниципальный район,2012,96833.9
20610000,Верхнемамонский муниципальный район,2013,101308.5
20610000,Верхнемамонский муниципальный район,2015,120723.8
20610000,Верхнемамонский муниципальный район,2016,190221.9
20611000,Верхнехавский муниципальный район,2009,49730.4
20611000,Верхнехавский муниципальный район,2010,108430.9
20611000,Верхнехавский муниципальный район,2011,137325.4
20611000,Верхнехавский муниципальный район,2012,178339.8
20611000,Верхнехавский муниципальный район,2013,193263.3
20611000,Верхнехавский муниципальный район,2014,222349.9
20611000,Верхнехавский муниципальный район,2015,260869.0
20611000,Верхнехавский муниципальный район,2016,272845.0
20612000,Воробьёвский муниципальный район,2009,46868.2
20612000,Воробьёвский муниципальный район,2010,50872.5
20612000,Воробьёвский муниципальный район,2011,60068.4
20612000,Воробьёвский муниципальный район,2012,70835.7
20612000,Воробьёвский муниципальный район,2013,78066.9
20613000,Грибановский муниципальный район,2009,144654.5
20613000,Грибановский муниципальный район,2010,187868.6
20613000,Грибановский муниципальный район,2011,207551.9
20613000,Грибановский муниципальный район,2012,198895.0
20613000,Грибановский муниципальный район,2013,265918.5
20613000,Грибановский муниципальный район,2014,354838.9
20613000,Грибановский муниципальный район,2015,406579.0
20613000,Грибановский муниципальный район,2016,436089.0
20615000,Калачеевский муниципальный район,2009,254094.3
20615000,Калачеевский муниципальный район,2010,366985.8
20615000,Калачеевский муниципальный район,2011,336001.6
20615000,Калачеевский муниципальный район,2012,505340.7
20615000,Калачеевский муниципальный район,2013,547205.0
20615000,Калачеевский муниципальный район,2014,580504.8
20615000,Калачеевский муниципальный район,2015,677672.4
20615000,Калачеевский муниципальный район,2016,774092.6
20617000,Каменский муниципальный район,2009,134189.3
20617000,Каменский муниципальный район,2010,152638.5
20617000,Каменский муниципальный район,2011,95042.3
20617000,Каменский муниципальный район,2012,112635.4
20617000,Каменский муниципальный район,2013,177680.8
20617000,Каменский муниципальный район,2014,220626.4
20617000,Каменский муниципальный район,2015,236442.7
20617000,Каменский муниципальный район,2016,209835.1
20619000,Кантемировский муниципальный район,2009,366390.0
20619000,Кантемировский муниципальный район,2010,410263.0
20619000,Кантемировский муниципальный район,2011,427710.3
20619000,Кантемировский муниципальный район,2012,504275.2
20619000,Кантемировский муниципальный район,2013,559006.9
20619000,Кантемировский муниципальный район,2014,593034.2
20619000,Кантемировский муниципальный район,2015,680793.2
20619000,Кантемировский муниципальный район,2016,777197.1
20620000,Каширский муниципальный район,2009,12228.5
20620000,Каширский муниципальный район,2010,12323.2
20620000,Каширский муниципальный район,2011,8651.3
20620000,Каширский муниципальный район,2012,42473.7
20620000,Каширский муниципальный район,2013,158935.8
20620000,Каширский муниципальный район,2014,239502.6
20620000,Каширский муниципальный район,2015,299764.1
20620000,Каширский муниципальный район,2016,324999.1
20621000,Лискинский муниципальный район,2009,695533.4
20621000,Лискинский муниципальный район,2010,973647.6
20621000,Лискинский муниципальный район,2011,1106233.4
20621000,Лискинский муниципальный район,2012,1365920.4
20621000,Лискинский муниципальный район,2013,1542437.7
20621000,Лискинский муниципальный район,2014,2184067.6
20621000,Лискинский муниципальный район,2015,2402041.7
20621000,Лискинский муниципальный район,2016,2424693.8
20623000,Нижнедевицкий муниципальный район,2009,42684.9
20623000,Нижнедевицкий муниципальный район,2010,55159.8
20623000,Нижнедевицкий муниципальный район,2011,47817.2
20623000,Нижнедевицкий муниципальный район,2012,100951.5
20623000,Нижнедевицкий муниципальный район,2013,151950.8
20623000,Нижнедевицкий муниципальный район,2014,162850.2
20623000,Нижнедевицкий муниципальный район,2015,198621.0
20623000,Нижнедевицкий муниципальный район,2016,231998.0
20625000,Новоусманский муниципальный район,2009,113513.4
20625000,Новоусманский муниципальный район,2010,138253.9
20625000,Новоусманский муниципальный район,2011,135815.3
20625000,Новоусманский муниципальный район,2012,91698.7
20625000,Новоусманский муниципальный район,2013,138373.4
20625000,Новоусманский муниципальный район,2014,160793.9
20625000,Новоусманский муниципальный район,2015,309689.2
20625000,Новоусманский муниципальный район,2016,686777.4
20627000,Новохопёрский муниципальный район,2009,142266.7
20627000,Новохопёрский муниципальный район,2010,174010.1
20627000,Новохопёрский муниципальный район,2011,148126.9
20627000,Новохопёрский муниципальный район,2012,191743.4
20627000,Новохопёрский муниципальный район,2013,249517.6
20627000,Новохопёрский муниципальный район,2014,407129.5
20627000,Новохопёрский муниципальный район,2015,480823.0
20627000,Новохопёрский муниципальный район,2016,569108.0
20629000,Ольховатский муниципальный район,2009,94400.4
20629000,Ольховатский муниципальный район,2010,108355.5
20629000,Ольховатский муниципальный район,2011,129879.4
20629000,Ольховатский муниципальный район,2012,144050.7
20629000,Ольховатский муниципальный район,2013,135931.0
20631000,Острогожский муниципальный район,2009,393623.8
20631000,Острогожский муниципальный район,2010,421744.9
20631000,Острогожский муниципальный район,2011,455484.5
20631000,Острогожский муниципальный район,2012,601522.7
20631000,Острогожский муниципальный район,2013,779984.1
20631000,Острогожский муниципальный район,2014,1022942.8
20631000,Острогожский муниципальный район,2015,1193217.6
20631000,Острогожский муниципальный район,2016,1102477.8
20633000,Павловский муниципальный район,2009,368877.5
20633000,Павловский муниципальный район,2010,451321.9
20633000,Павловский муниципальный район,2011,459087.5
20633000,Павловский муниципальный район,2012,558905.5
20633000,Павловский муниципальный район,2013,599387.7
20633000,Павловский муниципальный район,2014,733801.8
20633000,Павловский муниципальный район,2015,873194.9
20633000,Павловский муниципальный район,2016,952826.8
20635000,Панинский муниципальный район,2009,10458.0
20635000,Панинский муниципальный район,2010,1747.1
20635000,Панинский муниципальный район,2011,1748.7
20635000,Панинский муниципальный район,2012,21376.0
20635000,Панинский муниципальный район,2013,93790.7
20635000,Панинский муниципальный район,2016,284819.7
20637000,Петропавловский муниципальный район,2009,110834.1
20637000,Петропавловский муниципальный район,2010,162854.9
20637000,Петропавловский муниципальный район,2011,67398.4
20637000,Петропавловский муниципальный район,2012,75318.6
20637000,Петропавловский муниципальный район,2013,78710.9
20637000,Петропавловский муниципальный район,2015,139188.9
20637000,Петропавловский муниципальный район,2016,406781.8
20639000,Поворинский муниципальный район,2009,117942.4
20639000,Поворинский муниципальный район,2010,182986.7
20639000,Поворинский муниципальный район,2011,243231.7
20639000,Поворинский муниципальный район,2012,315969.8
20639000,Поворинский муниципальный район,2013,385784.4
20639000,Поворинский муниципальный район,2014,518480.5
20639000,Поворинский муниципальный район,2015,618660.5
20639000,Поворинский муниципальный район,2016,636116.8
20641000,Подгоренский муниципальный район,2009,129084.5
20641000,Подгоренский муниципальный район,2010,151209.2
20641000,Подгоренский муниципальный район,2011,119017.4
20641000,Подгоренский муниципальный район,2012,154964.8
20641000,Подгоренский муниципальный район,2013,130476.3
20641000,Подгоренский муниципальный район,2014,249106.6
20641000,Подгоренский муниципальный район,2015,319020.5
20641000,Подгоренский муниципальный район,2016,322619.9
20643000,Рамонский муниципальный район,2009,275333.9
20643000,Рамонский муниципальный район,2010,536397.0
20643000,Рамонский муниципальный район,2011,4210347.6
20643000,Рамонский муниципальный район,2012,9177843.3
20643000,Рамонский муниципальный район,2013,10367634.9
20643000,Рамонский муниципальный район,2014,12016801.8
20643000,Рамонский муниципальный район,2015,13097215.8
20643000,Рамонский муниципальный район,2016,13191548.5
20645000,Репьёвский муниципальный район,2009,52051.2
20645000,Репьёвский муниципальный район,2010,50164.3
20645000,Репьёвский муниципальный район,2011,49349.1
20645000,Репьёвский муниципальный район,2012,2681.8
20645000,Репьёвский муниципальный район,2013,78719.3
20645000,Репьёвский муниципальный район,2015,148045.2
20645000,Репьёвский муниципальный район,2016,144658.4
20647000,Россошанский муниципальный район,2009,909642.3
20647000,Россошанский муниципальный район,2010,1085109.1
20647000,Россошанский муниципальный район,2011,1191551.1
20647000,Россошанский муниципальный район,2012,1566704.9
20647000,Россошанский муниципальный район,2013,1930997.9
20647000,Россошанский муниципальный район,2014,2265545.6
20647000,Россошанский муниципальный район,2015,2520264.7
20647000,Россошанский муниципальный район,2016,2588411.0
20649000,Семилукский муниципальный район,2009,238642.5
20649000,Семилукский муниципальный район,2010,331852.0
20649000,Семилукский муниципальный район,2011,456342.9
20649000,Семилукский муниципальный район,2012,635733.8
20649000,Семилукский муниципальный район,2013,749675.5
20649000,Семилукский муниципальный район,2014,854964.2
20649000,Семилукский муниципальный район,2015,986582.0
20649000,Семилукский муниципальный район,2016,1087988.0
20651000,Таловский муниципальный район,2009,184822.8
20651000,Таловский муниципальный район,2010,396274.5
20651000,Таловский муниципальный район,2011,366602.1
20651000,Таловский муниципальный район,2012,291027.5
20651000,Таловский муниципальный район,2013,377880.4
20651000,Таловский муниципальный район,2014,218867.7
20651000,Таловский муниципальный район,2015,254140.6
20651000,Таловский муниципальный район,2016,275103.1
20654000,Терновский муниципальный район,2009,11237.1
20654000,Терновский муниципальный район,2010,52014.8
20654000,Терновский муниципальный район,2011,85817.8
20654000,Терновский муниципальный район,2012,101515.9
20654000,Терновский муниципальный район,2013,127316.8
20654000,Терновский муниципальный район,2016,171587.7
20656000,Хохольский муниципальный район,2009,242098.8
20656000,Хохольский муниципальный район,2010,179036.2
20656000,Хохольский муниципальный район,2011,97008.2
20656000,Хохольский муниципальный район,2012,159037.1
20656000,Хохольский муниципальный район,2013,215066.8
20656000,Хохольский муниципальный район,2014,282419.6
20656000,Хохольский муниципальный район,2015,315266.6
20656000,Хохольский муниципальный район,2016,315898.6
20658000,Эртильский муниципальный район,2009,66235.5
20658000,Эртильский муниципальный район,2010,76516.6
20658000,Эртильский муниципальный район,2011,89874.5
20658000,Эртильский муниципальный район,2012,102666.7
20658000,Эртильский муниципальный район,2013,162525.5
20658000,Эртильский муниципальный район,2015,242914.4
20658000,Эртильский муниципальный район,2016,321713.9
20701000,город Воронеж,2009,21681670.3
20701000,город Воронеж,2010,27021981.4
20701000,город Воронеж,2011,34868196.7
20701000,город Воронеж,2012,52814902.8
20701000,город Воронеж,2013,60388374.9
20701000,город Воронеж,2014,64985333.0
20701000,город Воронеж,2015,72277599.9
20701000,город Воронеж,2016,75912915.1
20710000,Борисоглебский,2009,1440565.6
20710000,Борисоглебский,2010,1525711.4
20710000,Борисоглебский,2011,936674.5
20710000,Борисоглебский,2012,1132450.2
20710000,Борисоглебский,2013,1389639.8
20710000,Борисоглебский,2014,2306747.9
20710000,Борисоглебский,2015,2891998.2
20710000,Борисоглебский,2016,3094623.8
20727000,город Нововоронеж,2009,513727.8
20727000,город Нововоронеж,2010,559814.9
20727000,город Нововоронеж,2011,662219.9
20727000,город Нововоронеж,2012,822506.7
20727000,город Нововоронеж,2013,954890.4
20727000,город Нововоронеж,2014,1165613.5
20727000,город Нововоронеж,2015,1431272.0
20727000,город Нововоронеж,2016,1571062.0
22602000,Ардатовский муниципальный район,2010,438220.0
22602000,Ардатовский муниципальный район,2011,531648.0
22602000,Ардатовский муниципальный район,2012,543286.0
22602000,Ардатовский муниципальный район,2013,597650.0
22602000,Ардатовский муниципальный район,2014,567356.6
22602000,Ардатовский муниципальный район,2015,684111.4
22602000,Ардатовский муниципальный район,2016,750658.4
22603000,Арзамасский муниципальный район,2012,2244.0
22603000,Арзамасский муниципальный район,2015,93148.4
22603000,Арзамасский муниципальный район,2016,212872.1
22605000,Балахнинский муниципальный район,2010,297483.0
22605000,Балахнинский муниципальный район,2011,1236933.4
22605000,Балахнинский муниципальный район,2012,1495487.5
22605000,Балахнинский муниципальный район,2013,1699464.7
22605000,Балахнинский муниципальный район,2014,2036087.2
22605000,Балахнинский муниципальный район,2015,2552759.1
22605000,Балахнинский муниципальный район,2016,2956235.1
22607000,Богородский муниципальный район,2010,242618.4
22607000,Богородский муниципальный район,2011,1011265.0
22607000,Богородский муниципальный район,2012,1075841.4
22607000,Богородский муниципальный район,2013,1284581.9
22607000,Богородский муниципальный район,2014,1618271.9
22607000,Богородский муниципальный район,2015,1880238.8
22607000,Богородский муниципальный район,2016,2358705.0
22609000,Большеболдинский муниципальный район,2010,189309.0
22609000,Большеболдинский муниципальный район,2011,227161.0
22609000,Большеболдинский муниципальный район,2012,281703.0
22609000,Большеболдинский муниципальный район,2013,287317.0
22609000,Большеболдинский муниципальный район,2014,296624.0
22609000,Большеболдинский муниципальный район,2015,299019.0
22609000,Большеболдинский муниципальный район,2016,265934.0
22610000,Большемурашкинский муниципальный район,2010,170381.0
22610000,Большемурашкинский муниципальный район,2011,193096.3
22610000,Большемурашкинский муниципальный район,2012,227040.0
22610000,Большемурашкинский муниципальный район,2013,255344.3
22610000,Большемурашкинский муниципальный район,2014,279951.2
22610000,Большемурашкинский муниципальный район,2015,322161.0
22610000,Большемурашкинский муниципальный район,2016,328268.3
22611000,Борский муниципальный район (с 2011 г. городской округ г.Бор),2010,1222561.9
22612000,Бутурлинский муниципальный район,2010,331248.8
22612000,Бутурлинский муниципальный район,2011,200056.0
22612000,Бутурлинский муниципальный район,2012,267489.0
22612000,Бутурлинский муниципальный район,2013,359511.9
22612000,Бутурлинский муниципальный район,2014,358091.2
22612000,Бутурлинский муниципальный район,2015,344712.8
22612000,Бутурлинский муниципальный район,2016,329551.9
22614000,Вадский муниципальный район,2010,154985.0
22614000,Вадский муниципальный район,2011,167088.0
22614000,Вадский муниципальный район,2012,213931.0
22614000,Вадский муниципальный район,2013,285714.4
