oktmo,name,year,factoriescap
54604000,Болховский муниципальный район,2021,791456.1
54604000,Болховский муниципальный район,2022,1080511.1
54608000,Верховский муниципальный район,2017,2937558.5
54608000,Верховский муниципальный район,2018,2796287.4
54608000,Верховский муниципальный район,2019,2945010.8
54608000,Верховский муниципальный район,2020,3243265.5
54608000,Верховский муниципальный район,2021,3289021.3
54608000,Верховский муниципальный район,2022,3672836.0
54610000,Глазуновский муниципальный район,2017,1011592.4
54610000,Глазуновский муниципальный район,2018,623406.8
54610000,Глазуновский муниципальный район,2019,2335075.5
54610000,Глазуновский муниципальный район,2020,2913843.5
54610000,Глазуновский муниципальный район,2021,3603144.9
54610000,Глазуновский муниципальный район,2022,3525226.8
54612000,Дмитровский муниципальный район,2017,121781.9
54612000,Дмитровский муниципальный район,2018,142912.9
54612000,Дмитровский муниципальный район,2019,133046.8
54612000,Дмитровский муниципальный район,2020,137288.9
54612000,Дмитровский муниципальный район,2021,316077.7
54612000,Дмитровский муниципальный район,2022,2348059.8
54615000,Должанский муниципальный район,2017,1159900.9
54615000,Должанский муниципальный район,2018,994814.8
54615000,Должанский муниципальный район,2019,527110.1
54615000,Должанский муниципальный район,2020,1024316.7
54615000,Должанский муниципальный район,2021,1214959.8
54615000,Должанский муниципальный район,2022,883217.2
54618000,Залегощенский муниципальный район,2017,1883617.1
54618000,Залегощенский муниципальный район,2018,3046451.5
54618000,Залегощенский муниципальный район,2019,2568843.6
54618000,Залегощенский муниципальный район,2020,3738901.2
54618000,Залегощенский муниципальный район,2021,4805690.7
54618000,Залегощенский муниципальный район,2022,4393683.3
54620000,Знаменский муниципальный район,2017,90183.7
54620000,Знаменский муниципальный район,2018,134118.5
54620000,Знаменский муниципальный район,2019,33181.3
54620000,Знаменский муниципальный район,2020,32405.2
54620000,Знаменский муниципальный район,2021,33334.6
54620000,Знаменский муниципальный район,2022,36763.2
54623000,Колпнянский муниципальный район,2017,3833882.6
54623000,Колпнянский муниципальный район,2018,5229684.0
54623000,Колпнянский муниципальный район,2019,5754753.7
54623000,Колпнянский муниципальный район,2020,8337189.7
54623000,Колпнянский муниципальный район,2021,8821881.6
54623000,Колпнянский муниципальный район,2022,12707047.8
54624000,Краснозоренский муниципальный район,2017,298913.1
54624000,Краснозоренский муниципальный район,2018,879401.5
54624000,Краснозоренский муниципальный район,2019,2430409.3
54624000,Краснозоренский муниципальный район,2020,3391928.6
54624000,Краснозоренский муниципальный район,2021,4260184.8
54624000,Краснозоренский муниципальный район,2022,3565938.1
54625000,Кромской муниципальный район,2017,8518516.0
54625000,Кромской муниципальный район,2018,9921019.9
54625000,Кромской муниципальный район,2019,11287910.6
54625000,Кромской муниципальный район,2020,16405451.2
54625000,Кромской муниципальный район,2021,22171292.8
54625000,Кромской муниципальный район,2022,23272549.9
54626000,Корсаковский муниципальный район,2017,23442.3
54626000,Корсаковский муниципальный район,2018,26970.0
54626000,Корсаковский муниципальный район,2019,29282.9
54626000,Корсаковский муниципальный район,2020,35643.5
54626000,Корсаковский муниципальный район,2021,35007.4
54626000,Корсаковский муниципальный район,2022,38361.5
54629000,Ливенский муниципальный район,2017,6423007.7
54629000,Ливенский муниципальный район,2018,7474014.6
54629000,Ливенский муниципальный район,2019,7897105.9
54629000,Ливенский муниципальный район,2020,10003451.4
54629000,Ливенский муниципальный район,2021,11870492.9
54629000,Ливенский муниципальный район,2022,12266952.1
54632000,Малоархангельский муниципальный район,2017,998368.9
54632000,Малоархангельский муниципальный район,2018,1921073.1
54632000,Малоархангельский муниципальный район,2019,2245104.0
54632000,Малоархангельский муниципальный район,2020,3336858.2
54632000,Малоархангельский муниципальный район,2021,3310776.2
54632000,Малоархангельский муниципальный район,2022,3686298.7
54636000,Мценский муниципальный район,2017,6874125.0
54636000,Мценский муниципальный район,2018,7442023.0
54636000,Мценский муниципальный район,2019,7839410.2
54636000,Мценский муниципальный район,2020,9296605.3
54636000,Мценский муниципальный район,2021,11250170.8
54636000,Мценский муниципальный район,2022,11094936.4
54639000,Новодеревеньковский муниципальный район,2017,1010426.5
54639000,Новодеревеньковский муниципальный район,2018,1308643.0
54639000,Новодеревеньковский муниципальный район,2019,1296600.5
54639000,Новодеревеньковский муниципальный район,2020,1730475.7
54639000,Новодеревеньковский муниципальный район,2021,2093756.7
54639000,Новодеревеньковский муниципальный район,2022,1533263.9
54643000,Новосильский муниципальный район,2017,304744.4
54643000,Новосильский муниципальный район,2018,366801.4
54643000,Новосильский муниципальный район,2019,565145.2
54643000,Новосильский муниципальный район,2020,789966.4
54643000,Новосильский муниципальный район,2021,1208202.6
54643000,Новосильский муниципальный район,2022,649642.3
54647000,Орловский муниципальный район,2017,11508659.8
54647000,Орловский муниципальный район,2018,13982325.6
54647000,Орловский муниципальный район,2019,14456581.7
54647000,Орловский муниципальный район,2020,16928246.1
54647000,Орловский муниципальный район,2021,21570983.9
54650000,Покровский муниципальный район,2017,2575368.9
54650000,Покровский муниципальный район,2018,3085693.6
54650000,Покровский муниципальный район,2019,2892616.7
54650000,Покровский муниципальный район,2020,4411095.7
54650000,Покровский муниципальный район,2021,4767820.0
54650000,Покровский муниципальный район,2022,4492472.1
54652000,Свердловский муниципальный район,2017,3935229.6
54652000,Свердловский муниципальный район,2018,4821756.7
54652000,Свердловский муниципальный район,2019,5268962.4
54652000,Свердловский муниципальный район,2020,6742165.6
54652000,Свердловский муниципальный район,2021,7174404.5
54652000,Свердловский муниципальный район,2022,8961158.9
54653000,Сосковский муниципальный район,2017,236273.7
54653000,Сосковский муниципальный район,2018,153122.6
54653000,Сосковский муниципальный район,2019,80640.5
54653000,Сосковский муниципальный район,2020,268918.2
54653000,Сосковский муниципальный район,2021,74023.6
54653000,Сосковский муниципальный район,2022,89010.4
54654000,Троснянский муниципальный район,2017,493447.3
54654000,Троснянский муниципальный район,2018,488672.5
54654000,Троснянский муниципальный район,2019,369755.8
54654000,Троснянский муниципальный район,2020,1426327.4
54654000,Троснянский муниципальный район,2021,267715.1
54654000,Троснянский муниципальный район,2022,1086534.3
54655000,Урицкий муниципальный район,2017,1897707.6
54655000,Урицкий муниципальный район,2018,2248309.3
54655000,Урицкий муниципальный район,2019,3134259.9
54655000,Урицкий муниципальный район,2020,5270711.9
54655000,Урицкий муниципальный район,2021,4768327.8
54655000,Урицкий муниципальный район,2022,3229127.6
54657000,Хотынецкий муниципальный район,2017,982312.4
54657000,Хотынецкий муниципальный район,2018,1188372.2
54657000,Хотынецкий муниципальный район,2019,1054126.5
54657000,Хотынецкий муниципальный район,2020,1952866.2
54657000,Хотынецкий муниципальный район,2021,461704.2
54657000,Хотынецкий муниципальный район,2022,470622.6
54659000,Шаблыкинский муниципальный район,2017,90476.1
54659000,Шаблыкинский муниципальный район,2018,91770.1
54659000,Шаблыкинский муниципальный район,2019,111719.3
54659000,Шаблыкинский муниципальный район,2020,97531.3
54659000,Шаблыкинский муниципальный район,2021,103058.9
54659000,Шаблыкинский муниципальный район,2022,1915550.9
54701000,город Орёл,2017,70867730.0
54701000,город Орёл,2018,76556037.7
54701000,город Орёл,2019,83873225.4
54701000,город Орёл,2020,90252019.5
54701000,город Орёл,2021,110053918.2
54701000,город Орёл,2022,127905477.4
54705000,город Ливны,2017,12006093.0
54705000,город Ливны,2018,11753012.8
54705000,город Ливны,2019,11893503.7
54705000,город Ливны,2020,11952174.7
54705000,город Ливны,2021,13508898.4
54705000,город Ливны,2022,14344170.3
54710000,город Мценск,2017,9424833.0
54710000,город Мценск,2018,9175539.5
54710000,город Мценск,2019,8996651.6
54710000,город Мценск,2020,11259699.9
54710000,город Мценск,2021,10870215.1
54710000,город Мценск,2022,13580632.1
56603000,Башмаковский муниципальный район,2017,2083748.8
56603000,Башмаковский муниципальный район,2018,2496351.7
56603000,Башмаковский муниципальный район,2019,2568198.1
56603000,Башмаковский муниципальный район,2020,4428201.7
56603000,Башмаковский муниципальный район,2021,4233182.9
56603000,Башмаковский муниципальный район,2022,4017047.8
56606000,Спасский муниципальный район,2017,72380.1
56606000,Спасский муниципальный район,2018,81619.5
56606000,Спасский муниципальный район,2019,83357.4
56606000,Спасский муниципальный район,2020,350982.2
56606000,Спасский муниципальный район,2021,1891385.4
56606000,Спасский муниципальный район,2022,1410692.1
56609000,Бековский муниципальный район,2017,1534722.2
56609000,Бековский муниципальный район,2018,1852606.3
56609000,Бековский муниципальный район,2019,3657235.5
56609000,Бековский муниципальный район,2020,5023602.7
56609000,Бековский муниципальный район,2021,7486302.9
56609000,Бековский муниципальный район,2022,7601037.2
56612000,Белинский муниципальный район,2017,2087956.0
56612000,Белинский муниципальный район,2018,4490627.5
56612000,Белинский муниципальный район,2019,3813045.0
56612000,Белинский муниципальный район,2020,4406182.0
56612000,Белинский муниципальный район,2021,5091519.5
56612000,Белинский муниципальный район,2022,5607656.2
56613000,Бессоновский муниципальный район,2017,12683367.9
56613000,Бессоновский муниципальный район,2018,13999295.2
56613000,Бессоновский муниципальный район,2019,14470139.7
56613000,Бессоновский муниципальный район,2020,15019416.0
56613000,Бессоновский муниципальный район,2021,19131964.3
56613000,Бессоновский муниципальный район,2022,21550419.1
56615000,Вадинский муниципальный район,2017,28041.5
56615000,Вадинский муниципальный район,2018,44353.8
56615000,Вадинский муниципальный район,2019,96114.8
56615000,Вадинский муниципальный район,2020,167896.4
56615000,Вадинский муниципальный район,2021,175391.7
56615000,Вадинский муниципальный район,2022,166778.6
56618000,Городищенский муниципальный район,2017,2401809.8
56618000,Городищенский муниципальный район,2018,3150214.1
56618000,Городищенский муниципальный район,2019,2753668.2
56618000,Городищенский муниципальный район,2020,2435232.4
56618000,Городищенский муниципальный район,2021,3575168.7
56618000,Городищенский муниципальный район,2022,4869012.5
56623000,Земетчинский муниципальный район,2017,3233438.7
56623000,Земетчинский муниципальный район,2018,3747124.1
56623000,Земетчинский муниципальный район,2019,4103397.9
56623000,Земетчинский муниципальный район,2020,5128140.6
56623000,Земетчинский муниципальный район,2021,9238989.0
56623000,Земетчинский муниципальный район,2022,6795080.6
56626000,Иссинский муниципальный район,2017,478653.0
56626000,Иссинский муниципальный район,2018,693995.1
56626000,Иссинский муниципальный район,2019,1084381.0
56626000,Иссинский муниципальный район,2020,1501006.7
56626000,Иссинский муниципальный район,2021,1868464.6
56626000,Иссинский муниципальный район,2022,2216070.9
56629000,Каменский муниципальный район,2017,7146487.5
56629000,Каменский муниципальный район,2018,8735321.9
56629000,Каменский муниципальный район,2019,9762974.5
56629000,Каменский муниципальный район,2020,15063911.4
56629000,Каменский муниципальный район,2021,15506521.7
56629000,Каменский муниципальный район,2022,17569244.3
56631000,Камешкирский муниципальный район,2017,320124.2
56631000,Камешкирский муниципальный район,2018,272191.0
56631000,Камешкирский муниципальный район,2019,613159.9
56631000,Камешкирский муниципальный район,2020,825572.4
56631000,Камешкирский муниципальный район,2021,1403529.1
56631000,Камешкирский муниципальный район,2022,1647133.0
56633000,Колышлейский муниципальный район,2017,1725144.6
56633000,Колышлейский муниципальный район,2018,1890763.2
56633000,Колышлейский муниципальный район,2019,2034990.1
56633000,Колышлейский муниципальный район,2020,2901829.7
56633000,Колышлейский муниципальный район,2021,2560300.6
56633000,Колышлейский муниципальный район,2022,2274106.9
56640000,Кузнецкий муниципальный район,2017,976921.6
56640000,Кузнецкий муниципальный район,2018,976813.8
56640000,Кузнецкий муниципальный район,2019,1399517.8
56640000,Кузнецкий муниципальный район,2020,1963073.5
56640000,Кузнецкий муниципальный район,2021,2036371.2
56640000,Кузнецкий муниципальный район,2022,2115409.1
56642000,Лопатинский муниципальный район,2017,210207.7
56642000,Лопатинский муниципальный район,2018,376321.1
56642000,Лопатинский муниципальный район,2019,361597.6
56642000,Лопатинский муниципальный район,2020,434666.8
56642000,Лопатинский муниципальный район,2021,928467.6
56642000,Лопатинский муниципальный район,2022,575921.5
56643000,Лунинский муниципальный район,2017,484682.9
56643000,Лунинский муниципальный район,2018,791766.5
56643000,Лунинский муниципальный район,2019,727561.8
56643000,Лунинский муниципальный район,2020,1157253.1
56643000,Лунинский муниципальный район,2021,609730.7
56643000,Лунинский муниципальный район,2022,642740.4
56644000,Малосердобинский муниципальный район,2017,403979.1
56644000,Малосердобинский муниципальный район,2018,286440.7
56644000,Малосердобинский муниципальный район,2019,423701.5
56644000,Малосердобинский муниципальный район,2020,424457.4
56644000,Малосердобинский муниципальный район,2021,311486.2
56644000,Малосердобинский муниципальный район,2022,150073.5
56645000,Мокшанский муниципальный район,2017,1164453.8
56645000,Мокшанский муниципальный район,2018,1453377.3
56645000,Мокшанский муниципальный район,2019,1381719.8
56645000,Мокшанский муниципальный район,2020,2070436.9
56645000,Мокшанский муниципальный район,2021,1882835.2
56645000,Мокшанский муниципальный район,2022,2099945.4
56647000,Наровчатский муниципальный район,2017,1878853.2
56647000,Наровчатский муниципальный район,2018,1528222.1
56647000,Наровчатский муниципальный район,2019,1756398.3
56647000,Наровчатский муниципальный район,2020,1922633.3
56647000,Наровчатский муниципальный район,2021,2018889.2
56647000,Наровчатский муниципальный район,2022,1482072.5
56649000,Неверкинский муниципальный район,2017,14108.7
56649000,Неверкинский муниципальный район,2018,13874.1
56649000,Неверкинский муниципальный район,2019,14490.2
56649000,Неверкинский муниципальный район,2020,8836.6
56649000,Неверкинский муниципальный район,2021,15690.2
56649000,Неверкинский муниципальный район,2022,16910.9
56651000,Нижнеломовский муниципальный район,2017,20327065.9
56651000,Нижнеломовский муниципальный район,2018,25822137.5
56651000,Нижнеломовский муниципальный район,2019,33275403.6
56651000,Нижнеломовский муниципальный район,2020,36349428.4
56651000,Нижнеломовский муниципальный район,2021,40999954.2
56651000,Нижнеломовский муниципальный район,2022,45731441.3
56653000,Никольский муниципальный район,2017,6650191.9
56653000,Никольский муниципальный район,2018,5791584.4
56653000,Никольский муниципальный район,2019,6749854.7
56653000,Никольский муниципальный район,2020,7576710.0
56653000,Никольский муниципальный район,2021,8640854.9
56653000,Никольский муниципальный район,2022,10003381.3
56654000,Пачелмский муниципальный район,2017,789756.4
56654000,Пачелмский муниципальный район,2018,1169959.5
56654000,Пачелмский муниципальный район,2019,1239536.1
56654000,Пачелмский муниципальный район,2020,1880042.7
56654000,Пачелмский муниципальный район,2021,1249479.6
56654000,Пачелмский муниципальный район,2022,1033359.3
56655000,Пензенский муниципальный район,2017,6974437.9
56655000,Пензенский муниципальный район,2018,6985309.8
56655000,Пензенский муниципальный район,2019,7606895.7
56655000,Пензенский муниципальный район,2020,11232658.4
56655000,Пензенский муниципальный район,2021,14566265.6
56655000,Пензенский муниципальный район,2022,14107408.7
56656000,Сердобский муниципальный район,2017,3554123.2
56656000,Сердобский муниципальный район,2018,3957822.5
56656000,Сердобский муниципальный район,2019,3996102.3
56656000,Сердобский муниципальный район,2020,4896904.6
56656000,Сердобский муниципальный район,2021,6540038.5
56656000,Сердобский муниципальный район,2022,7759329.9
56657000,Сосновоборский муниципальный район,2017,101388.8
56657000,Сосновоборский муниципальный район,2018,119384.7
56657000,Сосновоборский муниципальный район,2019,118371.8
56657000,Сосновоборский муниципальный район,2020,107406.2
56657000,Сосновоборский муниципальный район,2021,110973.4
56657000,Сосновоборский муниципальный район,2022,125532.1
56658000,Тамалинский муниципальный район,2017,671439.0
56658000,Тамалинский муниципальный район,2018,1021974.9
56658000,Тамалинский муниципальный район,2019,1139949.2
56658000,Тамалинский муниципальный район,2020,2261261.9
56658000,Тамалинский муниципальный район,2021,1638912.5
56658000,Тамалинский муниципальный район,2022,1758063.1
56659000,Шемышейский муниципальный район,2017,253815.2
56659000,Шемышейский муниципальный район,2018,337976.1
56659000,Шемышейский муниципальный район,2019,407962.5
56659000,Шемышейский муниципальный район,2020,527514.7
56659000,Шемышейский муниципальный район,2021,209621.6
56659000,Шемышейский муниципальный район,2022,587586.4
56701000,город Пенза,2017,148388814.2
56701000,город Пенза,2018,149446286.3
56701000,город Пенза,2019,156196199.5
56701000,город Пенза,2020,174372716.1
56701000,город Пенза,2021,207960371.8
56701000,город Пенза,2022,225829611.2
56705000,город Кузнецк,2017,6649594.4
56705000,город Кузнецк,2018,7782840.7
56705000,город Кузнецк,2019,6784480.3
56705000,город Кузнецк,2020,7680383.8
56705000,город Кузнецк,2021,12741346.1
56705000,город Кузнецк,2022,15341797.3
57502000,Александровский муниципальный округ,2020,11924091.4
57502000,Александровский муниципальный округ,2021,8712326.1
57502000,Александровский муниципальный округ,2022,10113306.7
57503000,Бардымский муниципальный округ,2021,23155314.0
57503000,Бардымский муниципальный округ,2022,26392333.6
57506000,Березовский муниципальный округ,2020,1483599.3
57506000,Березовский муниципальный округ,2021,2970196.5
57506000,Березовский муниципальный округ,2022,2513184.3
57508000,Большесосновский муниципальный округ,2022,826659.9
57513000,Гайнский муниципальный округ,2020,207660.7
57513000,Гайнский муниципальный округ,2021,301045.8
57513000,Гайнский муниципальный округ,2022,250127.4
57518000,Еловский муниципальный округ,2021,2757676.0
57518000,Еловский муниципальный округ,2022,2993709.1
57522000,Карагайский муниципальный округ,2021,2614551.4
57522000,Карагайский муниципальный округ,2022,3085461.9
57524000,Кишертский муниципальный округ,2021,747028.3
57524000,Кишертский муниципальный округ,2022,883502.1
57525000,Косинский муниципальный округ,2020,10332.8
57525000,Косинский муниципальный округ,2021,21763.9
57525000,Косинский муниципальный округ,2022,31456.6
57526000,Кочевский муниципальный округ,2020,629062.5
57526000,Кочевский муниципальный округ,2021,694098.4
57526000,Кочевский муниципальный округ,2022,748136.9
57528000,Кудымкарский муниципальный округ,2020,372867.3
57528000,Кудымкарский муниципальный округ,2021,402916.7
57528000,Кудымкарский муниципальный округ,2022,511396.7
57529000,Куединский муниципальный округ,2021,87326665.8
57529000,Куединский муниципальный округ,2022,100488867.7
57530000,Кунгурский муниципальный округ,2022,48229176.5
57538000,Ординский муниципальный округ,2020,10668814.8
57538000,Ординский муниципальный округ,2021,18050870.0
57538000,Ординский муниципальный округ,2022,19634286.4
57548000,Сивинский муниципальный округ,2021,1679409.7
57548000,Сивинский муниципальный округ,2022,2197450.2
57552000,Уинский муниципальный округ,2020,11982837.8
57552000,Уинский муниципальный округ,2021,20740279.5
57552000,Уинский муниципальный округ,2022,21508504.9
57555000,Частинский муниципальный округ,2021,27921962.0
57555000,Частинский муниципальный округ,2022,34943353.2
57559000,Юрлинский муниципальный округ,2020,15858.5
57559000,Юрлинский муниципальный округ,2021,36384.6
57559000,Юрлинский муниципальный округ,2022,45484.2
57560000,Юсьвинский муниципальный округ,2020,3318804.1
57560000,Юсьвинский муниципальный округ,2021,6143006.8
57560000,Юсьвинский муниципальный округ,2022,7340532.9
57604000,Бардымский муниципальный район,2017,12612936.2
57604000,Бардымский муниципальный район,2018,17987664.8
57604000,Бардымский муниципальный район,2019,18570124.3
57604000,Бардымский муниципальный район,2020,12138132.2
57605000,Александровский муниципальный район,2017,12332430.5
57605000,Александровский муниципальный район,2018,12644875.4
57605000,Александровский муниципальный район,2019,12512315.4
57606000,Березовский муниципальный район,2017,748599.1
57606000,Березовский муниципальный район,2018,629258.4
57606000,Березовский муниципальный район,2019,613231.5
57608000,Большесосновский муниципальный район,2017,224031.7
57608000,Большесосновский муниципальный район,2018,542121.8
57608000,Большесосновский муниципальный район,2019,563879.7
57608000,Большесосновский муниципальный район,2020,468164.1
57608000,Большесосновский муниципальный район,2021,588416.0
57612000,Верещагинский муниципальный район,2017,4851784.7
57612000,Верещагинский муниципальный район,2018,4862757.5
57612000,Верещагинский муниципальный район,2019,6244068.0
57614000,Горнозаводский муниципальный район,2017,7817408.2
57615000,Гремячинский муниципальный район,2017,892294.2
57616000,Добрянский муниципальный район,2017,47157802.8
57616000,Добрянский муниципальный район,2018,45147880.0
57616000,Добрянский муниципальный район,2019,41733205.3
57618000,Еловский муниципальный район,2017,1335878.1
57618000,Еловский муниципальный район,2018,1797124.4
57618000,Еловский муниципальный район,2019,1768220.2
57618000,Еловский муниципальный район,2020,1128145.1
57620000,Ильинский муниципальный район,2017,1539165.6
57620000,Ильинский муниципальный район,2018,3957295.0
57620000,Ильинский муниципальный район,2019,4216152.2
57622000,Карагайский муниципальный район,2017,1450733.7
57622000,Карагайский муниципальный район,2018,1628851.5
57622000,Карагайский муниципальный район,2019,1837742.9
57622000,Карагайский муниципальный район,2020,2134901.4
57623000,Кизеловский муниципальный район,2017,953769.4
57624000,Кишертский муниципальный район,2017,622848.8
57624000,Кишертский муниципальный район,2018,753563.1
57624000,Кишертский муниципальный район,2019,807974.1
57624000,Кишертский муниципальный район,2020,682181.9
57626000,Красновишерский муниципальный район,2017,9973095.1
57626000,Красновишерский муниципальный район,2018,13526956.8
57626000,Красновишерский муниципальный район,2019,13956051.9
57627000,Краснокамский муниципальный район,2017,20550062.9
57628000,Куединский муниципальный район,2017,45191575.0
57628000,Куединский муниципальный район,2018,65676974.5
57628000,Куединский муниципальный район,2019,66670663.9
57628000,Куединский муниципальный район,2020,46170987.6
57630000,Кунгурский муниципальный район,2017,9030669.2
57630000,Кунгурский муниципальный район,2018,12722676.1
57630000,Кунгурский муниципальный район,2019,15061802.9
57630000,Кунгурский муниципальный район,2020,12680890.5
57630000,Кунгурский муниципальный район,2021,20470899.0
57634000,Нытвенский муниципальный район,2017,13423022.7
57634000,Нытвенский муниципальный район,2018,16704064.1
57634000,Нытвенский муниципальный район,2019,16746602.0
57636000,Октябрьский муниципальный район,2017,19763783.8
57636000,Октябрьский муниципальный район,2018,30404920.4
57636000,Октябрьский муниципальный район,2019,33531748.8
57638000,Ординский муниципальный район,2017,8373578.1
57638000,Ординский муниципальный район,2018,12110812.4
57638000,Ординский муниципальный район,2019,13354380.5
57640000,Осинский муниципальный район,2017,18427590.2
57640000,Осинский муниципальный район,2018,23778748.9
57640000,Осинский муниципальный район,2019,23058866.9
57642000,Оханский муниципальный район,2017,533636.4
57644000,Очерский муниципальный район,2017,1641528.1
57644000,Очерский муниципальный район,2018,1797863.4
57644000,Очерский муниципальный район,2019,1812152.2
57646000,Пермский муниципальный район,2017,24390840.8
57646000,Пермский муниципальный район,2018,31498583.6
57646000,Пермский муниципальный район,2019,34788678.0
57646000,Пермский муниципальный район,2020,40502167.8
57646000,Пермский муниципальный район,2021,53666643.7
57646000,Пермский муниципальный район,2022,58167222.3
57648000,Сивинский муниципальный район,2017,636482.4
57648000,Сивинский муниципальный район,2018,1533458.8
57648000,Сивинский муниципальный район,2019,1561815.8
57648000,Сивинский муниципальный район,2020,1298637.7
57650000,Соликамский муниципальный район,2017,12366680.7
57651000,Суксунский муниципальный район,2017,2311202.6
57651000,Суксунский муниципальный район,2018,2652289.1
57651000,Суксунский муниципальный район,2019,3010419.9
57652000,Уинский муниципальный район,2017,11332437.1
57652000,Уинский муниципальный район,2018,15082807.6
57652000,Уинский муниципальный район,2019,15345608.6
57653000,Усольский муниципальный район,2017,40445916.7
57654000,Чайковский муниципальный район,2017,95465771.4
57655000,Частинский муниципальный район,2017,15159542.7
57655000,Частинский муниципальный район,2018,20202792.1
57655000,Частинский муниципальный район,2019,21005381.6
57655000,Частинский муниципальный район,2020,14322478.3
57656000,Чердынский муниципальный район,2017,259010.4
57656000,Чердынский муниципальный район,2018,326933.3
57656000,Чердынский муниципальный район,2019,297538.9
57657000,Чернушинский муниципальный район,2017,32942233.5
57657000,Чернушинский муниципальный район,2018,46163663.3
57657000,Чернушинский муниципальный район,2019,49389710.3
57658000,Чусовской муниципальный район,2017,8977429.4
57658000,Чусовской муниципальный район,2018,10138330.2
57658000,Чусовской муниципальный район,2019,11082920.6
57701000,Пермский,2017,769359844.7
57701000,Пермский,2018,899894711.4
57701000,Пермский,2019,900973540.4
57701000,Пермский,2020,802062231.3
57701000,Пермский,2021,674284600.3
57701000,Пермский,2022,721284619.9
57708000,город Березники,2017,196684685.8
57708000,город Березники,2018,230086828.0
57708000,город Березники,2019,316986723.1
57708000,город Березники,2020,292316744.2
57708000,город Березники,2021,494018203.5
57708000,город Березники,2022,594513930.2
57712000,Верещагинский,2020,6241856.8
57712000,Верещагинский,2021,4400744.2
57712000,Верещагинский,2022,5130862.3
57714000,Горнозаводский,2019,10755487.6
57714000,Горнозаводский,2020,9647001.3
57714000,Горнозаводский,2021,10757846.0
57714000,Горнозаводский,2022,12972754.3
57715000,Городской округ Гремячинский,2019,1562862.9
57715000,Городской округ Гремячинский,2020,1779623.7
57715000,Городской округ Гремячинский,2021,2061313.9
57715000,Городской округ Гремячинский,2022,1844684.9
57717000,Городской округ Губахинский,2017,31303624.5
57717000,Городской округ Губахинский,2018,43960274.9
57717000,Городской округ Губахинский,2019,42583626.4
57717000,Городской округ Губахинский,2020,35721362.0
57717000,Городской округ Губахинский,2021,66992627.2
57717000,Городской округ Губахинский,2022,64674421.8
57718000,Добрянский,2020,37956068.8
57718000,Добрянский,2021,47428462.5
57718000,Добрянский,2022,51417674.1
57719000,город Кизел,2019,1161311.0
57719000,город Кизел,2020,817464.9
57719000,город Кизел,2021,670110.3
57719000,город Кизел,2022,1052828.3
57720000,Краснокамский,2019,26895454.0
57720000,Краснокамский,2020,24149085.9
57720000,Краснокамский,2021,33686896.9
57720000,Краснокамский,2022,54042725.2
57721000,Городской округ город Кудымкар.,2020,1601095.0
57721000,Городской округ город Кудымкар.,2021,1939651.6
57721000,Городской округ город Кудымкар.,2022,1904782.8
57722000,Городской округ город Кунгур,2017,17930947.2
57722000,Городской округ город Кунгур,2018,22422389.6
57722000,Городской округ город Кунгур,2019,14989013.3
57722000,Городской округ город Кунгур,2020,14401371.4
57722000,Городской округ город Кунгур,2021,22621748.5
57726000,Лысьвенский,2017,15379803.2
57726000,Лысьвенский,2018,28812889.5
57726000,Лысьвенский,2019,27146423.1
57726000,Лысьвенский,2020,32624209.1
57726000,Лысьвенский,2021,45878993.2
57726000,Лысьвенский,2022,39866142.3
57727000,Нытвенский,2020,18789421.1
57727000,Нытвенский,2021,25760129.6
57727000,Нытвенский,2022,22102029.2
57728000,Осинский,2020,16907506.5
57728000,Осинский,2021,28536743.8
57728000,Осинский,2022,31712446.1
57729000,Оханский,2019,627196.3
57729000,Оханский,2020,629429.9
57729000,Оханский,2021,598487.0
57729000,Оханский,2022,1616873.5
57730000,Соликамский,2017,30601968.5
57730000,Соликамский,2018,45189930.5
57730000,Соликамский,2019,59993659.8
57730000,Соликамский,2020,57930385.2
57730000,Соликамский,2021,76463346.0
57730000,Соликамский,2022,87100477.1
57731000,Суксунский,2020,3710390.7
57731000,Суксунский,2021,3796389.3
57731000,Суксунский,2022,4689034.0
57735000,Чайковский,2019,105651542.7
57735000,Чайковский,2020,93221708.6
57735000,Чайковский,2021,104841021.8
57735000,Чайковский,2022,134071440.5
57756000,Чердынский,2020,299770.4
57756000,Чердынский,2021,344771.4
57756000,Чердынский,2022,431579.2
57757000,Чернушинский,2020,37832969.8
57757000,Чернушинский,2021,61811004.4
57757000,Чернушинский,2022,70127987.4
57758000,Чусовской,2020,11170311.2
57758000,Чусовской,2021,15196497.8
57758000,Чусовской,2022,22997762.8
57759000,Ильинский,2020,3165800.0
57759000,Ильинский,2021,4137242.8
57759000,Ильинский,2022,5972638.9
57760000,Красновишерский,2020,9950337.1
57760000,Красновишерский,2021,16666531.1
57760000,Красновишерский,2022,18741708.3
57761000,Октябрьский,2020,25775886.8
57761000,Октябрьский,2021,47869707.0
57761000,Октябрьский,2022,50855430.4
57762000,Очерский,2020,1883782.0
57762000,Очерский,2021,2456754.0
57762000,Очерский,2022,3204126.9
57763000,ЗАТО Звездный,2021,688469.9
57763000,ЗАТО Звездный,2022,724869.5
57814000,Гайнский муниципальный район,2017,313319.2
57814000,Гайнский муниципальный район,2018,299782.0
57814000,Гайнский муниципальный район,2019,327193.8
57817000,Косинский муниципальный район,2017,57100.9
57817000,Косинский муниципальный район,2018,71448.5
57817000,Косинский муниципальный район,2019,69086.8
