oktmo,name,year,factoriescap
45350000,муниципальный округ Алтуфьевский,2017,9896768.9
45350000,муниципальный округ Алтуфьевский,2018,11507974.1
45350000,муниципальный округ Алтуфьевский,2019,9439159.5
45350000,муниципальный округ Алтуфьевский,2020,11457866.9
45350000,муниципальный округ Алтуфьевский,2021,13537827.1
45350000,муниципальный округ Алтуфьевский,2022,14437305.0
45351000,муниципальный округ Бабушкинский,2017,19745668.1
45351000,муниципальный округ Бабушкинский,2018,24953602.4
45351000,муниципальный округ Бабушкинский,2019,24855486.2
45351000,муниципальный округ Бабушкинский,2020,34875354.5
45351000,муниципальный округ Бабушкинский,2021,33391499.9
45351000,муниципальный округ Бабушкинский,2022,55777085.5
45352000,муниципальный округ Бибирево,2017,2027151.0
45352000,муниципальный округ Бибирево,2018,1875491.4
45352000,муниципальный округ Бибирево,2019,2859261.4
45352000,муниципальный округ Бибирево,2020,2700024.5
45352000,муниципальный округ Бибирево,2021,1869510.0
45352000,муниципальный округ Бибирево,2022,2286010.6
45353000,муниципальный округ Бутырский,2017,54846684.0
45353000,муниципальный округ Бутырский,2018,57603184.8
45353000,муниципальный округ Бутырский,2019,71930349.6
45353000,муниципальный округ Бутырский,2020,90821199.7
45353000,муниципальный округ Бутырский,2021,100070512.8
45353000,муниципальный округ Бутырский,2022,102621753.1
45354000,муниципальный округ Лианозово,2017,3165596.9
45354000,муниципальный округ Лианозово,2018,3861275.6
45354000,муниципальный округ Лианозово,2019,3573458.6
45354000,муниципальный округ Лианозово,2020,5874978.2
45354000,муниципальный округ Лианозово,2021,6675573.5
45354000,муниципальный округ Лианозово,2022,6963174.6
45355000,муниципальный округ Лосиноостровский,2017,1312253.2
45355000,муниципальный округ Лосиноостровский,2018,2225425.4
45355000,муниципальный округ Лосиноостровский,2019,2511832.9
45355000,муниципальный округ Лосиноостровский,2020,1518989.5
45355000,муниципальный округ Лосиноостровский,2021,2326627.2
45355000,муниципальный округ Лосиноостровский,2022,4391066.6
45356000,муниципальный округ Марфино,2017,7409314.3
45356000,муниципальный округ Марфино,2018,12218209.8
45356000,муниципальный округ Марфино,2019,19713295.5
45356000,муниципальный округ Марфино,2020,11812886.7
45356000,муниципальный округ Марфино,2021,11132279.3
45356000,муниципальный округ Марфино,2022,19993461.7
45357000,муниципальный округ Марьина роща,2017,56140752.3
45357000,муниципальный округ Марьина роща,2018,35215584.0
45357000,муниципальный округ Марьина роща,2019,47907474.3
45357000,муниципальный округ Марьина роща,2020,90757216.6
45357000,муниципальный округ Марьина роща,2021,69656799.8
45357000,муниципальный округ Марьина роща,2022,94846558.1
45358000,муниципальный округ Останкинский,2017,90776928.6
45358000,муниципальный округ Останкинский,2018,104640304.0
45358000,муниципальный округ Останкинский,2019,112585533.3
45358000,муниципальный округ Останкинский,2020,122822247.7
45358000,муниципальный округ Останкинский,2021,139142467.6
45358000,муниципальный округ Останкинский,2022,171979502.4
45359000,муниципальный округ Отрадное,2017,120254075.4
45359000,муниципальный округ Отрадное,2018,121378820.7
45359000,муниципальный округ Отрадное,2019,129215049.5
45359000,муниципальный округ Отрадное,2020,147266303.8
45359000,муниципальный округ Отрадное,2021,158037430.5
45359000,муниципальный округ Отрадное,2022,102455159.7
45360000,муниципальный округ Ростокино,2017,41368847.0
45360000,муниципальный округ Ростокино,2018,42017713.8
45360000,муниципальный округ Ростокино,2019,24317834.6
45360000,муниципальный округ Ростокино,2020,20074296.0
45360000,муниципальный округ Ростокино,2021,25258466.8
45360000,муниципальный округ Ростокино,2022,25521652.5
45361000,муниципальный округ Свиблово,2017,22261396.1
45361000,муниципальный округ Свиблово,2018,20014414.7
45361000,муниципальный округ Свиблово,2019,16594333.7
45361000,муниципальный округ Свиблово,2020,22700322.7
45361000,муниципальный округ Свиблово,2021,28218811.2
45361000,муниципальный округ Свиблово,2022,38825915.2
45362000,муниципальный округ Северное Медведково,2017,10292578.5
45362000,муниципальный округ Северное Медведково,2018,4216722.0
45362000,муниципальный округ Северное Медведково,2019,4496399.4
45362000,муниципальный округ Северное Медведково,2020,4906055.4
45362000,муниципальный округ Северное Медведково,2021,5244623.0
45362000,муниципальный округ Северное Медведково,2022,9402455.2
45363000,муниципальный округ Северный,2017,2638189.6
45363000,муниципальный округ Северный,2018,2955775.9
45363000,муниципальный округ Северный,2019,2930467.7
45363000,муниципальный округ Северный,2020,2659466.3
45363000,муниципальный округ Северный,2021,2948067.2
45363000,муниципальный округ Северный,2022,6461241.4
45364000,муниципальный округ Южное Медведково,2017,6858281.4
45364000,муниципальный округ Южное Медведково,2018,6958617.7
45364000,муниципальный округ Южное Медведково,2019,6506323.1
45364000,муниципальный округ Южное Медведково,2020,5833498.9
45364000,муниципальный округ Южное Медведково,2021,4642600.7
45364000,муниципальный округ Южное Медведково,2022,6592962.2
45365000,муниципальный округ Ярославский,2017,8312231.3
45365000,муниципальный округ Ярославский,2018,8667135.3
45365000,муниципальный округ Ярославский,2019,8838403.8
45365000,муниципальный округ Ярославский,2020,15779363.5
45365000,муниципальный округ Ярославский,2021,17244618.0
45365000,муниципальный округ Ярославский,2022,17443647.5
45366000,муниципальный округ Куркино,2017,552629.3
45366000,муниципальный округ Куркино,2018,3487362.8
45366000,муниципальный округ Куркино,2019,3513537.1
45366000,муниципальный округ Куркино,2020,3000488.8
45366000,муниципальный округ Куркино,2021,1477958.0
45366000,муниципальный округ Куркино,2022,2756612.6
45367000,муниципальный округ Митино,2017,3695950.4
45367000,муниципальный округ Митино,2018,4710813.3
45367000,муниципальный округ Митино,2019,5538760.3
45367000,муниципальный округ Митино,2020,4652317.2
45367000,муниципальный округ Митино,2021,4459047.1
45367000,муниципальный округ Митино,2022,5049663.4
45368000,муниципальный округ Покровское-Стрешнево,2017,46623966.2
45368000,муниципальный округ Покровское-Стрешнево,2018,57461280.0
45368000,муниципальный округ Покровское-Стрешнево,2019,62470336.8
45368000,муниципальный округ Покровское-Стрешнево,2020,71977913.9
45368000,муниципальный округ Покровское-Стрешнево,2021,108346931.6
45368000,муниципальный округ Покровское-Стрешнево,2022,91591890.7
45369000,муниципальный округ Северное Тушино,2017,6412822.0
45369000,муниципальный округ Северное Тушино,2018,9100159.9
45369000,муниципальный округ Северное Тушино,2019,10134217.4
45369000,муниципальный округ Северное Тушино,2020,6935653.2
45369000,муниципальный округ Северное Тушино,2021,10302850.9
45369000,муниципальный округ Северное Тушино,2022,11716160.5
45370000,муниципальный округ Строгино,2017,28690455.5
45370000,муниципальный округ Строгино,2018,17104050.2
45370000,муниципальный округ Строгино,2019,15976559.3
45370000,муниципальный округ Строгино,2020,17753485.3
45370000,муниципальный округ Строгино,2021,21855385.7
45370000,муниципальный округ Строгино,2022,22925396.3
45371000,муниципальный округ Хорошево-Мневники,2017,45332455.1
45371000,муниципальный округ Хорошево-Мневники,2018,51408760.0
45371000,муниципальный округ Хорошево-Мневники,2019,68838244.6
45371000,муниципальный округ Хорошево-Мневники,2020,83147572.1
45371000,муниципальный округ Хорошево-Мневники,2021,111371057.9
45371000,муниципальный округ Хорошево-Мневники,2022,130779856.4
45372000,муниципальный округ Щукино,2017,23562538.4
45372000,муниципальный округ Щукино,2018,25273041.7
45372000,муниципальный округ Щукино,2019,29020268.8
45372000,муниципальный округ Щукино,2020,41191893.1
45372000,муниципальный округ Щукино,2021,185242370.3
45372000,муниципальный округ Щукино,2022,141122058.2
45373000,муниципальный округ Южное Тушино,2017,28659423.8
45373000,муниципальный округ Южное Тушино,2018,28676748.5
45373000,муниципальный округ Южное Тушино,2019,27145353.5
45373000,муниципальный округ Южное Тушино,2020,33754967.3
45373000,муниципальный округ Южное Тушино,2021,49175064.0
45373000,муниципальный округ Южное Тушино,2022,55531907.7
45374000,муниципальный округ Арбат,2017,654835557.7
45374000,муниципальный округ Арбат,2018,745227800.6
45374000,муниципальный округ Арбат,2019,940089378.0
45374000,муниципальный округ Арбат,2020,424273538.8
45374000,муниципальный округ Арбат,2021,480758960.0
45374000,муниципальный округ Арбат,2022,438340163.6
45375000,муниципальный округ Басманный,2017,596934073.1
45375000,муниципальный округ Басманный,2018,642158849.8
45375000,муниципальный округ Басманный,2019,711055278.2
45375000,муниципальный округ Басманный,2020,641540600.8
45375000,муниципальный округ Басманный,2021,740872461.1
45375000,муниципальный округ Басманный,2022,887697852.4
45376000,муниципальный округ Замоскворечье,2017,614450360.4
45376000,муниципальный округ Замоскворечье,2018,749558189.7
45376000,муниципальный округ Замоскворечье,2019,924750430.7
45376000,муниципальный округ Замоскворечье,2020,822279421.1
45376000,муниципальный округ Замоскворечье,2021,1021748208.7
45376000,муниципальный округ Замоскворечье,2022,958086868.4
45377000,муниципальный округ Савелки,2017,3879764.5
45377000,муниципальный округ Савелки,2018,5060789.1
45377000,муниципальный округ Савелки,2019,7705012.9
45377000,муниципальный округ Савелки,2020,10189993.3
45377000,муниципальный округ Савелки,2021,10428567.3
45377000,муниципальный округ Савелки,2022,13955188.0
45378000,муниципальный округ Красносельский,2017,281266110.6
45378000,муниципальный округ Красносельский,2018,359367508.4
45378000,муниципальный округ Красносельский,2019,342977081.7
45378000,муниципальный округ Красносельский,2020,301537335.5
45378000,муниципальный округ Красносельский,2021,1873231300.1
45378000,муниципальный округ Красносельский,2022,2347173618.2
45379000,муниципальный округ Мещанский,2017,352213407.9
45379000,муниципальный округ Мещанский,2018,419655359.2
45379000,муниципальный округ Мещанский,2019,532233005.6
45379000,муниципальный округ Мещанский,2020,420260143.7
45379000,муниципальный округ Мещанский,2021,570601215.2
45379000,муниципальный округ Мещанский,2022,629814854.8
45380000,муниципальный округ Пресненский,2017,311278759.1
45380000,муниципальный округ Пресненский,2018,435382841.9
45380000,муниципальный округ Пресненский,2019,1570153891.9
45380000,муниципальный округ Пресненский,2020,1512049647.5
45380000,муниципальный округ Пресненский,2021,2025797156.0
45380000,муниципальный округ Пресненский,2022,2033920846.9
45381000,муниципальный округ Таганский,2017,222582884.1
45381000,муниципальный округ Таганский,2018,236974363.1
45381000,муниципальный округ Таганский,2019,249994650.4
45381000,муниципальный округ Таганский,2020,241688105.6
45381000,муниципальный округ Таганский,2021,293390726.3
45381000,муниципальный округ Таганский,2022,321003268.5
45382000,муниципальный округ Тверской,2017,570213095.9
45382000,муниципальный округ Тверской,2018,749038202.2
45382000,муниципальный округ Тверской,2019,700859294.0
45382000,муниципальный округ Тверской,2020,1237343813.2
45382000,муниципальный округ Тверской,2021,1364129540.4
45382000,муниципальный округ Тверской,2022,1486973870.3
45383000,муниципальный округ Хамовники,2017,437964219.1
45383000,муниципальный округ Хамовники,2018,380948026.2
45383000,муниципальный округ Хамовники,2019,411376375.4
45383000,муниципальный округ Хамовники,2020,395834102.9
45383000,муниципальный округ Хамовники,2021,567012752.9
45383000,муниципальный округ Хамовники,2022,772592274.0
45384000,муниципальный округ Якиманка,2017,4788922977.1
45384000,муниципальный округ Якиманка,2018,6266138292.9
45384000,муниципальный округ Якиманка,2019,4789087387.9
45384000,муниципальный округ Якиманка,2020,3411739578.2
45384000,муниципальный округ Якиманка,2021,5047383683.6
45384000,муниципальный округ Якиманка,2022,5075571014.9
45385000,муниципальный округ Выхино-Жулебино,2017,18252342.3
45385000,муниципальный округ Выхино-Жулебино,2018,50885873.9
45385000,муниципальный округ Выхино-Жулебино,2019,58969483.4
45385000,муниципальный округ Выхино-Жулебино,2020,54109180.1
45385000,муниципальный округ Выхино-Жулебино,2021,69447768.4
45385000,муниципальный округ Выхино-Жулебино,2022,77155898.0
45386000,муниципальный округ Капотня,2017,34241925.2
45386000,муниципальный округ Капотня,2018,45704548.4
45386000,муниципальный округ Капотня,2019,44690344.9
45386000,муниципальный округ Капотня,2020,140703783.4
45386000,муниципальный округ Капотня,2021,210475137.1
45386000,муниципальный округ Капотня,2022,75676388.6
45387000,муниципальный округ Кузьминки,2017,1370837.7
45387000,муниципальный округ Кузьминки,2018,6376126.6
45387000,муниципальный округ Кузьминки,2019,8181414.9
45387000,муниципальный округ Кузьминки,2020,7759639.7
45387000,муниципальный округ Кузьминки,2021,7571804.9
45387000,муниципальный округ Кузьминки,2022,7121038.9
45388000,муниципальный округ Лефортово,2017,69095033.1
45388000,муниципальный округ Лефортово,2018,84817164.9
45388000,муниципальный округ Лефортово,2019,85670574.0
45388000,муниципальный округ Лефортово,2020,121130088.1
45388000,муниципальный округ Лефортово,2021,156005883.7
45388000,муниципальный округ Лефортово,2022,163854986.0
45389000,муниципальный округ Люблино,2017,7715024.8
45389000,муниципальный округ Люблино,2018,7392090.3
45389000,муниципальный округ Люблино,2019,12722726.5
45389000,муниципальный округ Люблино,2020,9877650.6
45389000,муниципальный округ Люблино,2021,16664295.5
45389000,муниципальный округ Люблино,2022,16254950.2
45390000,муниципальный округ Марьино,2017,11617826.8
45390000,муниципальный округ Марьино,2018,9365431.9
45390000,муниципальный округ Марьино,2019,11004087.4
45390000,муниципальный округ Марьино,2020,8430161.4
45390000,муниципальный округ Марьино,2021,13315438.8
45390000,муниципальный округ Марьино,2022,10713771.7
45391000,муниципальный округ Некрасовка,2017,1309900.8
45391000,муниципальный округ Некрасовка,2018,1636763.0
45391000,муниципальный округ Некрасовка,2019,1869022.1
45391000,муниципальный округ Некрасовка,2020,6118911.3
45391000,муниципальный округ Некрасовка,2021,4759697.8
45391000,муниципальный округ Некрасовка,2022,13282609.7
45392000,муниципальный округ Нижегородский,2017,56806387.9
45392000,муниципальный округ Нижегородский,2018,69443148.7
45392000,муниципальный округ Нижегородский,2019,72592330.8
45392000,муниципальный округ Нижегородский,2020,46595437.3
45392000,муниципальный округ Нижегородский,2021,52236570.4
45392000,муниципальный округ Нижегородский,2022,69263347.8
45393000,муниципальный округ Печатники,2017,144769409.9
45393000,муниципальный округ Печатники,2018,157998065.1
45393000,муниципальный округ Печатники,2019,161600328.6
45393000,муниципальный округ Печатники,2020,152855204.3
45393000,муниципальный округ Печатники,2021,219493978.4
45393000,муниципальный округ Печатники,2022,130208372.1
45394000,муниципальный округ Рязанский,2017,15772181.2
45394000,муниципальный округ Рязанский,2018,20519737.3
45394000,муниципальный округ Рязанский,2019,24693608.5
45394000,муниципальный округ Рязанский,2020,28809832.5
45394000,муниципальный округ Рязанский,2021,34602274.1
45394000,муниципальный округ Рязанский,2022,41664414.4
45395000,муниципальный округ Текстильщики,2017,68083051.3
45395000,муниципальный округ Текстильщики,2018,71849659.5
45395000,муниципальный округ Текстильщики,2019,76334929.3
45395000,муниципальный округ Текстильщики,2020,67123357.2
45395000,муниципальный округ Текстильщики,2021,92213092.0
45395000,муниципальный округ Текстильщики,2022,102504929.5
45396000,муниципальный округ Южнопортовый,2017,22071008.2
45396000,муниципальный округ Южнопортовый,2018,21401089.2
45396000,муниципальный округ Южнопортовый,2019,31617961.2
45396000,муниципальный округ Южнопортовый,2020,30051159.1
45396000,муниципальный округ Южнопортовый,2021,41610819.0
45396000,муниципальный округ Южнопортовый,2022,55544272.4
45397000,муниципальный округ Академический,2017,86045362.5
45397000,муниципальный округ Академический,2018,124883453.5
45397000,муниципальный округ Академический,2019,106071039.3
45397000,муниципальный округ Академический,2020,114797964.1
45397000,муниципальный округ Академический,2021,144838242.6
45397000,муниципальный округ Академический,2022,202811617.7
45398000,муниципальный округ Гагаринский,2017,34476409.1
45398000,муниципальный округ Гагаринский,2018,44673080.2
45398000,муниципальный округ Гагаринский,2019,42332274.1
45398000,муниципальный округ Гагаринский,2020,46374281.9
45398000,муниципальный округ Гагаринский,2021,65275588.2
45398000,муниципальный округ Гагаринский,2022,73641591.4
45901000,муниципальный округ Зюзино,2017,6018363.8
45901000,муниципальный округ Зюзино,2018,6204067.1
45901000,муниципальный округ Зюзино,2019,16858480.4
45901000,муниципальный округ Зюзино,2020,14152033.2
45901000,муниципальный округ Зюзино,2021,27357966.3
45901000,муниципальный округ Зюзино,2022,44715090.8
45902000,муниципальный округ Коньково,2017,62111277.1
45902000,муниципальный округ Коньково,2018,84846351.0
45902000,муниципальный округ Коньково,2019,128138155.7
45902000,муниципальный округ Коньково,2020,88906618.8
45902000,муниципальный округ Коньково,2021,99249052.2
45902000,муниципальный округ Коньково,2022,101412779.4
45903000,муниципальный округ Котловка,2017,27668771.0
45903000,муниципальный округ Котловка,2018,28010252.7
45903000,муниципальный округ Котловка,2019,48632931.5
45903000,муниципальный округ Котловка,2020,27690682.3
45903000,муниципальный округ Котловка,2021,38621210.4
45903000,муниципальный округ Котловка,2022,43814281.1
45904000,муниципальный округ Ломоносовский,2017,34136509.0
45904000,муниципальный округ Ломоносовский,2018,37967284.8
45904000,муниципальный округ Ломоносовский,2019,71392018.6
45904000,муниципальный округ Ломоносовский,2020,64784869.8
45904000,муниципальный округ Ломоносовский,2021,79570778.9
45904000,муниципальный округ Ломоносовский,2022,76514875.0
45905000,муниципальный округ Обручевский,2017,244775061.6
45905000,муниципальный округ Обручевский,2018,288277753.1
45905000,муниципальный округ Обручевский,2019,287290916.4
45905000,муниципальный округ Обручевский,2020,273432231.2
45905000,муниципальный округ Обручевский,2021,299888048.6
45905000,муниципальный округ Обручевский,2022,70612935.4
45906000,муниципальный округ Северное Бутово,2017,2119746.7
45906000,муниципальный округ Северное Бутово,2018,5499910.2
45906000,муниципальный округ Северное Бутово,2019,2080384.3
45906000,муниципальный округ Северное Бутово,2020,1803558.1
45906000,муниципальный округ Северное Бутово,2021,4573704.0
45906000,муниципальный округ Северное Бутово,2022,8548770.5
45907000,муниципальный округ Теплый Стан,2017,2781116.4
45907000,муниципальный округ Теплый Стан,2018,4622667.6
45907000,муниципальный округ Теплый Стан,2019,5332940.9
45907000,муниципальный округ Теплый Стан,2020,5101070.2
45907000,муниципальный округ Теплый Стан,2021,8472516.0
45907000,муниципальный округ Теплый Стан,2022,9959476.5
45908000,муниципальный округ Черемушки,2017,1185592984.8
45908000,муниципальный округ Черемушки,2018,1272080659.3
45908000,муниципальный округ Черемушки,2019,1188733016.7
45908000,муниципальный округ Черемушки,2020,1278794258.5
45908000,муниципальный округ Черемушки,2021,859326983.8
45908000,муниципальный округ Черемушки,2022,322494615.7
45909000,муниципальный округ Южное Бутово,2017,4692042.5
45909000,муниципальный округ Южное Бутово,2018,7071536.9
45909000,муниципальный округ Южное Бутово,2019,6406662.5
45909000,муниципальный округ Южное Бутово,2020,8062162.1
45909000,муниципальный округ Южное Бутово,2021,9531186.8
45909000,муниципальный округ Южное Бутово,2022,8253047.1
45910000,муниципальный округ Ясенево,2017,22089769.4
45910000,муниципальный округ Ясенево,2018,20787078.4
45910000,муниципальный округ Ясенево,2019,14055474.1
45910000,муниципальный округ Ясенево,2020,10319020.2
45910000,муниципальный округ Ясенево,2021,17516649.2
45910000,муниципальный округ Ясенево,2022,22130608.0
45911000,муниципальный округ Бирюлево Восточное,2017,15948924.6
45911000,муниципальный округ Бирюлево Восточное,2018,18930378.1
45911000,муниципальный округ Бирюлево Восточное,2019,22696749.9
45911000,муниципальный округ Бирюлево Восточное,2020,25412101.1
45911000,муниципальный округ Бирюлево Восточное,2021,32662987.2
45911000,муниципальный округ Бирюлево Восточное,2022,23943508.8
45912000,муниципальный округ Бирюлево Западное,2017,12881434.9
45912000,муниципальный округ Бирюлево Западное,2018,18027612.5
45912000,муниципальный округ Бирюлево Западное,2019,18908465.3
45912000,муниципальный округ Бирюлево Западное,2020,20449563.6
45912000,муниципальный округ Бирюлево Западное,2021,26520392.6
45912000,муниципальный округ Бирюлево Западное,2022,26519463.2
45913000,муниципальный округ Братеево,2017,1173454.9
45913000,муниципальный округ Братеево,2018,4151893.0
45913000,муниципальный округ Братеево,2019,1333589.7
45913000,муниципальный округ Братеево,2020,2751294.0
45913000,муниципальный округ Братеево,2021,7365093.2
45913000,муниципальный округ Братеево,2022,3315423.7
45914000,муниципальный округ Даниловский,2017,364844414.9
45914000,муниципальный округ Даниловский,2018,442866545.0
45914000,муниципальный округ Даниловский,2019,468334982.3
45914000,муниципальный округ Даниловский,2020,495053463.5
45914000,муниципальный округ Даниловский,2021,470274581.1
45914000,муниципальный округ Даниловский,2022,577714187.0
45915000,муниципальный округ Донской,2017,92726212.0
45915000,муниципальный округ Донской,2018,153093188.7
45915000,муниципальный округ Донской,2019,320110559.4
45915000,муниципальный округ Донской,2020,233493979.3
45915000,муниципальный округ Донской,2021,280262935.7
45915000,муниципальный округ Донской,2022,254401947.1
45916000,муниципальный округ Зябликово,2017,9599028.3
45916000,муниципальный округ Зябликово,2018,8604502.7
45916000,муниципальный округ Зябликово,2019,6368880.8
45916000,муниципальный округ Зябликово,2020,12207987.6
45916000,муниципальный округ Зябликово,2021,31634187.4
45916000,муниципальный округ Зябликово,2022,11763465.2
45917000,муниципальный округ Москворечье-Сабурово,2017,20857838.9
45917000,муниципальный округ Москворечье-Сабурово,2018,22301888.5
45917000,муниципальный округ Москворечье-Сабурово,2019,18794922.8
45917000,муниципальный округ Москворечье-Сабурово,2020,22123180.7
45917000,муниципальный округ Москворечье-Сабурово,2021,30674210.8
45917000,муниципальный округ Москворечье-Сабурово,2022,40012078.1
45918000,муниципальный округ Нагатино-Садовники,2017,57349407.7
45918000,муниципальный округ Нагатино-Садовники,2018,70105010.7
45918000,муниципальный округ Нагатино-Садовники,2019,90424709.2
45918000,муниципальный округ Нагатино-Садовники,2020,102677238.3
45918000,муниципальный округ Нагатино-Садовники,2021,133190173.9
45918000,муниципальный округ Нагатино-Садовники,2022,168105065.8
45919000,муниципальный округ Нагатинский затон,2017,10242649.8
45919000,муниципальный округ Нагатинский затон,2018,8714993.0
45919000,муниципальный округ Нагатинский затон,2019,11058538.0
45919000,муниципальный округ Нагатинский затон,2020,8063380.0
45919000,муниципальный округ Нагатинский затон,2021,22385823.9
45919000,муниципальный округ Нагатинский затон,2022,26520254.3
45920000,муниципальный округ Нагорный,2017,27818857.2
45920000,муниципальный округ Нагорный,2018,16719351.2
45920000,муниципальный округ Нагорный,2019,26053501.3
45920000,муниципальный округ Нагорный,2020,26761267.1
45920000,муниципальный округ Нагорный,2021,39801576.6
45920000,муниципальный округ Нагорный,2022,46217783.9
45921000,муниципальный округ Орехово-Борисово Северное,2017,17030019.0
45921000,муниципальный округ Орехово-Борисово Северное,2018,21964846.0
45921000,муниципальный округ Орехово-Борисово Северное,2019,10750523.8
45921000,муниципальный округ Орехово-Борисово Северное,2020,5888222.1
45921000,муниципальный округ Орехово-Борисово Северное,2021,8261462.2
45921000,муниципальный округ Орехово-Борисово Северное,2022,7897954.7
45922000,муниципальный округ Орехово-Борисово Южное,2017,4332117.1
45922000,муниципальный округ Орехово-Борисово Южное,2018,3678920.8
45922000,муниципальный округ Орехово-Борисово Южное,2019,4424202.6
45922000,муниципальный округ Орехово-Борисово Южное,2020,6726798.1
45922000,муниципальный округ Орехово-Борисово Южное,2021,6225051.3
45922000,муниципальный округ Орехово-Борисово Южное,2022,7118468.1
45923000,муниципальный округ Царицыно,2017,19929486.4
45923000,муниципальный округ Царицыно,2018,21343600.0
45923000,муниципальный округ Царицыно,2019,20939546.9
45923000,муниципальный округ Царицыно,2020,26676900.9
45923000,муниципальный округ Царицыно,2021,33651815.9
45923000,муниципальный округ Царицыно,2022,36110767.2
45924000,муниципальный округ Чертаново Северное,2017,32187908.8
45924000,муниципальный округ Чертаново Северное,2018,27987281.6
45924000,муниципальный округ Чертаново Северное,2019,28893851.7
45924000,муниципальный округ Чертаново Северное,2020,28361774.3
45924000,муниципальный округ Чертаново Северное,2021,28312376.4
45924000,муниципальный округ Чертаново Северное,2022,32177950.5
45925000,муниципальный округ Чертаново Центральное,2017,10303368.3
45925000,муниципальный округ Чертаново Центральное,2018,9134966.8
45925000,муниципальный округ Чертаново Центральное,2019,7591305.0
45925000,муниципальный округ Чертаново Центральное,2020,7976513.3
45925000,муниципальный округ Чертаново Центральное,2021,21108056.4
45925000,муниципальный округ Чертаново Центральное,2022,27678910.3
45926000,муниципальный округ Чертаново Южное,2017,18637234.4
45926000,муниципальный округ Чертаново Южное,2018,16937562.4
45926000,муниципальный округ Чертаново Южное,2019,17417767.6
45926000,муниципальный округ Чертаново Южное,2020,17071014.1
45926000,муниципальный округ Чертаново Южное,2021,16833510.1
45926000,муниципальный округ Чертаново Южное,2022,54833665.8
45927000,муниципальный округ Старое Крюково,2017,14944404.8
45927000,муниципальный округ Старое Крюково,2018,19303086.1
45927000,муниципальный округ Старое Крюково,2019,19070944.2
45927000,муниципальный округ Старое Крюково,2020,22967233.0
45927000,муниципальный округ Старое Крюково,2021,30821629.8
45927000,муниципальный округ Старое Крюково,2022,33055203.6
45931000,городской округ Троицк,2017,3659914.6
45931000,городской округ Троицк,2018,3678198.8
45931000,городской округ Троицк,2019,8552947.1
45931000,городской округ Троицк,2020,10742777.4
45931000,городской округ Троицк,2021,17428064.6
45931000,городской округ Троицк,2022,14910209.2
45932000,городской округ Щербинка,2017,17975642.9
45932000,городской округ Щербинка,2018,19691404.9
45932000,городской округ Щербинка,2019,20799502.0
45932000,городской округ Щербинка,2020,22133078.6
45932000,городской округ Щербинка,2021,29443219.8
45932000,городской округ Щербинка,2022,33770488.2
45941000,поселение Внуковское,2019,3660476.0
45941000,поселение Внуковское,2020,4140593.1
45941000,поселение Внуковское,2021,6520822.1
45941000,поселение Внуковское,2022,8236994.7
45942000,поселение Воскресенское,2017,356600.1
45942000,поселение Воскресенское,2018,322210.7
45942000,поселение Воскресенское,2019,406470.1
45942000,поселение Воскресенское,2020,478775.7
45942000,поселение Воскресенское,2021,478166.2
45942000,поселение Воскресенское,2022,492465.0
45943000,поселение Вороновское,2017,945818.1
45943000,поселение Вороновское,2018,3197037.2
45943000,поселение Вороновское,2019,5994197.1
45943000,поселение Вороновское,2020,6832044.4
45943000,поселение Вороновское,2021,10045196.7
45943000,поселение Вороновское,2022,13715861.4
45944000,поселение Десеновское,2017,6324389.0
45944000,поселение Десеновское,2018,4719864.3
45944000,поселение Десеновское,2019,5856869.7
45944000,поселение Десеновское,2020,9649515.3
45944000,поселение Десеновское,2021,2207254.8
45944000,поселение Десеновское,2022,1280303.2
45945000,поселение Киевский,2017,77525.5
45945000,поселение Киевский,2018,155613.4
45945000,поселение Киевский,2019,183739.4
45945000,поселение Киевский,2020,47418.5
45945000,поселение Киевский,2021,242609.4
45945000,поселение Киевский,2022,82093.2
45946000,поселение Кленовское,2020,2133844.3
45947000,поселение Кокошкино,2017,1394636.6
45947000,поселение Кокошкино,2018,1471156.7
45947000,поселение Кокошкино,2020,4800866.3
45947000,поселение Кокошкино,2021,7388857.1
45947000,поселение Кокошкино,2022,5163251.7
45948000,поселение Краснопахорское,2017,1719043.3
45948000,поселение Краснопахорское,2018,1521913.1
45948000,поселение Краснопахорское,2019,2274453.0
45948000,поселение Краснопахорское,2020,2471678.3
45948000,поселение Краснопахорское,2021,3171817.1
45948000,поселение Краснопахорское,2022,3879559.9
45949000,поселение Марушкинское,2017,2571442.9
45949000,поселение Марушкинское,2018,2506344.8
45949000,поселение Марушкинское,2019,9373097.9
45949000,поселение Марушкинское,2020,11208427.6
45949000,поселение Марушкинское,2021,11096822.8
45949000,поселение Марушкинское,2022,13648406.1
45951000,поселение Михайлово-Ярцевское,2018,540161.5
45951000,поселение Михайлово-Ярцевское,2019,5008672.8
45951000,поселение Михайлово-Ярцевское,2020,16218640.0
45951000,поселение Михайлово-Ярцевское,2021,12738561.4
45951000,поселение Михайлово-Ярцевское,2022,14151184.9
45952000,поселение Московский,2017,48506718.0
45952000,поселение Московский,2018,78982711.3
45952000,поселение Московский,2019,110605218.5
45952000,поселение Московский,2020,132292267.3
45952000,поселение Московский,2021,171733202.6
45952000,поселение Московский,2022,169103346.8
45953000,"поселение ""Мосрентген""",2017,5468345.3
45953000,"поселение ""Мосрентген""",2018,2754736.7
45953000,"поселение ""Мосрентген""",2019,4965853.0
