oktmo,name,year,parks
18645444,Степновское,2007,0.0
18645485,Эльтонское,2007,0.0
18646000,Кумылженский муниципальный район,2007,0.0
18646000,Кумылженский муниципальный район,2016,0.0
18646000,Кумылженский муниципальный район,2017,0.0
18646404,Белогорское,2007,0.0
18646408,Букановское,2007,0.0
18646412,Глазуновское,2007,0.0
18646420,Краснянское,2007,0.0
18646423,Кумылженское,2007,0.0
18646440,Поповское,2007,0.0
18646454,Слащевское,2007,0.0
18646456,Суляевское,2007,0.0
18646468,Шакинское,2007,0.0
18647000,Руднянский муниципальный район,2007,0.0
18647151,Руднянское,2007,0.0
18647404,Большесудаченское,2007,0.0
18647404,Большесудаченское,2016,0.0
18647406,Громковское,2007,0.0
18647408,Ильменское,2007,0.0
18647412,Козловское,2007,0.0
18647416,Лемешкинское,2007,0.0
18647420,Лопуховское,2007,0.0
18647424,Матышевское,2007,0.0
18647436,Осичковское,2007,0.0
18647440,Сосновское,2007,0.0
18649000,Светлоярский муниципальный район,2007,0.0
18649151,Светлоярское,2007,0.0
18649404,Большечапурниковское,2007,0.0
18649408,Дубовоовражное,2007,0.0
18649412,Кировское,2007,0.0
18649416,Наримановское,2007,0.0
18649420,Приволжское,2007,0.0
18649424,Привольненское,2007,0.0
18649428,Райгородское,2007,0.0
18649436,Цацинское,2007,0.0
18649440,Червленовское,2007,0.0
18650000,Серафимовичский муниципальный район,2007,0.0
18650101,город Серафимович,2007,0.0
18650404,Бобровское,2007,0.0
18650408,Большовское,2007,0.0
18650412,Буерак-Поповское,2007,0.0
18650414,Горбатовское,2007,0.0
18650416,Зимняцкое,2007,0.0
18650420,Клетско-Почтовское,2007,0.0
18650428,Крутовское,2007,0.0
18650432,Отрожкинское,2007,0.0
18650436,Песчановское,2007,0.0
18650444,Пронинское,2007,0.0
18650448,Среднецарицынское,2007,0.0
18650452,Теркинское,2007,0.0
18650456,Трясиновское,2007,0.0
18650460,Усть-Хоперское,2007,0.0
18651000,Среднеахтубинский муниципальный район,2007,1.0
18651000,Среднеахтубинский муниципальный район,2014,0.0
18651000,Среднеахтубинский муниципальный район,2016,0.0
18651000,Среднеахтубинский муниципальный район,2017,0.0
18651107,город Краснослободск,2007,0.0
18651151,рабочий поселок Средняя Ахтуба,2007,1.0
18651151,рабочий поселок Средняя Ахтуба,2011,0.0
18651151,рабочий поселок Средняя Ахтуба,2013,0.0
18651151,рабочий поселок Средняя Ахтуба,2015,0.0
18651151,рабочий поселок Средняя Ахтуба,2016,0.0
18651151,рабочий поселок Средняя Ахтуба,2017,0.0
18651404,Ахтубинское,2007,0.0
18651408,Верхнепогроменское,2007,0.0
18651412,Кировское,2007,0.0
18651416,Клетское,2007,0.0
18651420,Краснооктябрьское,2007,0.0
18651424,Красное,2007,0.0
18651428,Куйбышевское,2007,0.0
18651428,Куйбышевское,2011,0.0
18651432,Рахинское,2007,0.0
18651436,Суходольское,2007,0.0
18651439,Фрунзенское,2007,0.0
18652000,Старополтавский муниципальный район,2007,0.0
18652000,Старополтавский муниципальный район,2011,0.0
18652404,Беляевское,2007,0.0
18652408,Валуевское,2007,0.0
18652412,Верхневодянское,2007,0.0
18652416,Гмелинское,2007,0.0
18652420,Иловатское,2007,0.0
18652424,Кановское,2007,0.0
18652426,Колышкинское,2007,0.0
18652428,Красноярское,2007,0.0
18652432,Курнаевское,2007,0.0
18652436,Лятошинское,2007,0.0
18652440,Новоквасниковское,2007,0.0
18652444,Новополтавское,2007,0.0
18652445,Новотихоновское,2007,0.0
18652448,Салтовское,2007,0.0
18652453,Старополтавское,2007,0.0
18652460,Торгунское,2007,0.0
18652464,Харьковское,2007,0.0
18652468,Черебаевское,2007,0.0
18653000,Суровикинский муниципальный район,2007,0.0
18653000,Суровикинский муниципальный район,2013,0.0
18653000,Суровикинский муниципальный район,2015,0.0
18653000,Суровикинский муниципальный район,2016,0.0
18653101,город Суровикино,2007,0.0
18653101,город Суровикино,2013,0.0
18653157,Нижнечирское,2007,0.0
18653404,Ближнеосиновское,2007,0.0
18653408,Верхнесолоновское,2007,0.0
18653412,Добринское,2007,0.0
18653416,Лысовское,2007,0.0
18653420,Качалинское,2007,0.0
18653424,Сысоевское,2007,0.0
18653428,Лобакинское,2007,0.0
18653436,Новомаксимовское,2007,0.0
18653444,Нижнеосиновское,2007,0.0
18653444,Нижнеосиновское,2015,0.0
18653444,Нижнеосиновское,2016,0.0
18653444,Нижнеосиновское,2017,0.0
18654000,Урюпинский муниципальный район,2007,0.0
18654404,Акчернское,2007,0.0
18654408,Беспаловское,2007,0.0
18654412,Бесплемяновское,2007,0.0
18654416,Большинское,2007,0.0
18654420,Бубновское,2007,0.0
18654424,Верхнебезымяновское,2007,0.0
18654428,Верхнесоинское,2007,0.0
18654432,Вихлянцевское,2007,0.0
18654436,Вишняковское,2007,0.0
18654440,Добринское,2007,0.0
18654444,Дубовское,2007,0.0
18654446,Дьяконовское,2007,0.0
18654448,Забурдяевское,2007,0.0
18654452,Искринское,2007,0.0
18654456,Котовское,2007,0.0
18654460,Краснянское,2007,0.0
18654462,Креповское,2007,0.0
18654464,Лощиновское,2007,0.0
18654468,Михайловское,2007,0.0
18654472,Окладненское,2007,0.0
18654476,Ольшанское,2007,0.0
18654480,Петровское,2007,0.0
18654484,Россошинское,2007,0.0
18654488,Салтынское,2007,0.0
18654492,Хоперопионерское,2007,0.0
18656000,Фроловский муниципальный район,2007,0.0
18656000,Фроловский муниципальный район,2017,0.0
18656404,Арчединское,2007,0.0
18656408,Большелычакское,2007,0.0
18656420,Ветютневское,2007,0.0
18656424,Дудаченское,2007,0.0
18656428,Краснолиповское,2007,0.0
18656430,Лычакское,2007,0.0
18656432,Малодельское,2007,0.0
18656436,Писаревское,2007,0.0
18656440,Пригородное,2007,0.0
18656444,Терновское,2007,0.0
18656448,Шуруповское,2007,0.0
18658000,Чернышковский муниципальный район,2007,0.0
18658151,Чернышковское,2007,0.0
18658404,Алешкинское,2007,0.0
18658408,Басакинское,2007,0.0
18658412,Большетерновское,2007,0.0
18658416,Верхнегнутовское,2007,0.0
18658418,Елкинское,2007,0.0
18658420,Захаровское,2007,0.0
18658428,Красноярское,2007,0.0
18658432,Нижнегнутовское,2007,0.0
18658434,Пристеновское,2007,0.0
18658436,Сизовское,2007,0.0
18658440,Тормосиновское,2007,0.0
18701000,город-герой Волгоград,2007,2.0
18701000,город-герой Волгоград,2008,2.0
18701000,город-герой Волгоград,2009,4.0
18701000,город-герой Волгоград,2010,4.0
18701000,город-герой Волгоград,2011,2.0
18701000,город-герой Волгоград,2012,3.0
18701000,город-герой Волгоград,2013,3.0
18701000,город-герой Волгоград,2014,3.0
18701000,город-герой Волгоград,2015,3.0
18701000,город-герой Волгоград,2016,3.0
18701000,город-герой Волгоград,2017,3.0
18710000,город Волжский,2007,1.0
18710000,город Волжский,2008,1.0
18710000,город Волжский,2009,1.0
18710000,город Волжский,2010,1.0
18710000,город Волжский,2011,1.0
18710000,город Волжский,2012,1.0
18710000,город Волжский,2013,1.0
18710000,город Волжский,2014,1.0
18710000,город Волжский,2015,1.0
18710000,город Волжский,2016,1.0
18710000,город Волжский,2017,2.0
18715000,город Камышин,2007,0.0
18715000,город Камышин,2011,0.0
18715000,город Камышин,2012,0.0
18715000,город Камышин,2013,1.0
18715000,город Камышин,2014,1.0
18715000,город Камышин,2015,1.0
18715000,город Камышин,2016,1.0
18715000,город Камышин,2017,1.0
18720000,город Михайловка,2007,0.0
18720000,город Михайловка,2009,1.0
18720000,город Михайловка,2010,1.0
18720000,город Михайловка,2011,1.0
18720000,город Михайловка,2012,1.0
18720000,город Михайловка,2013,1.0
18720000,город Михайловка,2014,1.0
18720000,город Михайловка,2015,1.0
18720000,город Михайловка,2016,1.0
18720000,город Михайловка,2017,1.0
18725000,город Урюпинск,2007,1.0
18725000,город Урюпинск,2008,1.0
18725000,город Урюпинск,2009,1.0
18725000,город Урюпинск,2010,1.0
18725000,город Урюпинск,2017,0.0
18728000,город Фролово,2007,0.0
18728000,город Фролово,2011,0.0
18728000,город Фролово,2013,0.0
18728000,город Фролово,2014,0.0
18728000,город Фролово,2015,0.0
18728000,город Фролово,2017,0.0
19605453,Пяжозерское,2016,0.0
19612000,Вашкинский муниципальный район,2007,1.0
19612000,Вашкинский муниципальный район,2008,1.0
19612000,Вашкинский муниципальный район,2009,1.0
19612000,Вашкинский муниципальный район,2010,1.0
19612000,Вашкинский муниципальный район,2011,1.0
19612000,Вашкинский муниципальный район,2012,1.0
19612000,Вашкинский муниципальный район,2013,1.0
19612000,Вашкинский муниципальный район,2014,1.0
19612000,Вашкинский муниципальный район,2015,1.0
19612420,Липиноборское,2007,1.0
19612420,Липиноборское,2008,1.0
19612420,Липиноборское,2009,1.0
19612420,Липиноборское,2010,1.0
19612420,Липиноборское,2011,1.0
19612420,Липиноборское,2012,1.0
19612420,Липиноборское,2013,1.0
19612420,Липиноборское,2014,1.0
19612420,Липиноборское,2015,1.0
19614000,Великоустюгский муниципальный район,2007,2.0
19614000,Великоустюгский муниципальный район,2008,2.0
19614000,Великоустюгский муниципальный район,2009,1.0
19614000,Великоустюгский муниципальный район,2010,1.0
19614000,Великоустюгский муниципальный район,2011,1.0
19614000,Великоустюгский муниципальный район,2012,1.0
19614000,Великоустюгский муниципальный район,2013,1.0
19614000,Великоустюгский муниципальный район,2014,1.0
19614000,Великоустюгский муниципальный район,2015,1.0
19614000,Великоустюгский муниципальный район,2016,1.0
19614000,Великоустюгский муниципальный район,2017,1.0
19614101,город Великий Устюг,2007,1.0
19614101,город Великий Устюг,2008,1.0
19614101,город Великий Устюг,2009,1.0
19614101,город Великий Устюг,2010,1.0
19614101,город Великий Устюг,2011,1.0
19614101,город Великий Устюг,2012,1.0
19614101,город Великий Устюг,2013,1.0
19614101,город Великий Устюг,2014,1.0
19614101,город Великий Устюг,2015,1.0
19614101,город Великий Устюг,2016,1.0
19614101,город Великий Устюг,2017,1.0
19614105,Красавино,2007,1.0
19614105,Красавино,2008,1.0
19620454,Новленское,2014,0.0
19622000,Вытегорский муниципальный район,2007,3.0
19622000,Вытегорский муниципальный район,2009,3.0
19622101,город Вытегра,2007,3.0
19622101,город Вытегра,2009,3.0
19624000,Грязовецкий муниципальный район,2008,1.0
19624000,Грязовецкий муниципальный район,2009,1.0
19624000,Грязовецкий муниципальный район,2010,1.0
19624101,Грязовецкое,2008,1.0
19624101,Грязовецкое,2009,1.0
19624101,Грязовецкое,2010,1.0
19632000,Междуреченский муниципальный район,2015,1.0
19632000,Междуреченский муниципальный район,2016,1.0
19632000,Междуреченский муниципальный район,2017,1.0
19632424,Сухонское,2015,1.0
19632424,Сухонское,2016,1.0
19632424,Сухонское,2017,1.0
19632428,Туровецкое,2017,0.0
19634000,Никольский муниципальный район,2008,5.0
19634000,Никольский муниципальный район,2009,5.0
19634000,Никольский муниципальный район,2010,5.0
19634000,Никольский муниципальный район,2011,5.0
19634000,Никольский муниципальный район,2012,5.0
19634000,Никольский муниципальный район,2013,5.0
19634000,Никольский муниципальный район,2014,5.0
19634000,Никольский муниципальный район,2015,5.0
19634101,город Никольск,2008,5.0
19634101,город Никольск,2009,5.0
19634101,город Никольск,2010,5.0
19634101,город Никольск,2011,5.0
19634101,город Никольск,2012,5.0
19634101,город Никольск,2013,5.0
19634101,город Никольск,2014,5.0
19634101,город Никольск,2015,5.0
19638000,Сокольский муниципальный район,2007,1.0
19638000,Сокольский муниципальный район,2008,1.0
19638000,Сокольский муниципальный район,2009,1.0
19638000,Сокольский муниципальный район,2010,1.0
19638000,Сокольский муниципальный район,2011,1.0
19638000,Сокольский муниципальный район,2012,1.0
19638000,Сокольский муниципальный район,2013,1.0
19638000,Сокольский муниципальный район,2014,1.0
19638101,город Сокол,2007,1.0
19638101,город Сокол,2008,1.0
19638101,город Сокол,2009,1.0
19638101,город Сокол,2010,1.0
19638101,город Сокол,2011,1.0
19638101,город Сокол,2012,1.0
19638101,город Сокол,2013,1.0
19638101,город Сокол,2014,1.0
19646000,Тотемский муниципальный район,2017,0.0
19658000,Шекснинский муниципальный район,2013,1.0
19658000,Шекснинский муниципальный район,2014,1.0
19658000,Шекснинский муниципальный район,2015,1.0
19658000,Шекснинский муниципальный район,2016,1.0
19658000,Шекснинский муниципальный район,2017,1.0
19658428,Никольское,2013,1.0
19658428,Никольское,2014,1.0
19658428,Никольское,2015,1.0
19658428,Никольское,2016,1.0
19658428,Никольское,2017,1.0
19701000,город Вологда,2007,1.0
19701000,город Вологда,2008,1.0
19701000,город Вологда,2009,1.0
19701000,город Вологда,2010,1.0
19701000,город Вологда,2011,1.0
19701000,город Вологда,2012,1.0
19701000,город Вологда,2013,1.0
19701000,город Вологда,2014,1.0
19701000,город Вологда,2015,1.0
19701000,город Вологда,2016,1.0
19701000,город Вологда,2017,1.0
19730000,город Череповец,2007,2.0
19730000,город Череповец,2008,2.0
19730000,город Череповец,2009,2.0
19730000,город Череповец,2010,2.0
19730000,город Череповец,2011,2.0
19730000,город Череповец,2012,2.0
19730000,город Череповец,2013,2.0
19730000,город Череповец,2014,2.0
19730000,город Череповец,2015,2.0
19730000,город Череповец,2016,3.0
19730000,город Череповец,2017,3.0
20602000,Аннинский муниципальный район,2007,1.0
20602000,Аннинский муниципальный район,2008,1.0
20602000,Аннинский муниципальный район,2009,1.0
20602000,Аннинский муниципальный район,2010,1.0
20602000,Аннинский муниципальный район,2011,1.0
20602000,Аннинский муниципальный район,2012,1.0
20602000,Аннинский муниципальный район,2013,1.0
20602000,Аннинский муниципальный район,2014,2.0
20602000,Аннинский муниципальный район,2015,2.0
20602000,Аннинский муниципальный район,2016,3.0
20602000,Аннинский муниципальный район,2017,10.0
20602151,Аннинское,2007,1.0
20602151,Аннинское,2008,1.0
20602151,Аннинское,2009,1.0
20602151,Аннинское,2010,1.0
20602151,Аннинское,2011,1.0
20602151,Аннинское,2012,1.0
20602151,Аннинское,2013,1.0
20602151,Аннинское,2014,2.0
20602151,Аннинское,2015,2.0
20602151,Аннинское,2016,2.0
20602151,Аннинское,2017,2.0
20602416,Берёзовское,2017,1.0
20602420,Бродовское,2017,1.0
20602424,Верхнетойденское,2017,1.0
20602440,Нащёкинское,2017,1.0
20602444,Николаевское,2017,1.0
20602448,Никольское,2017,1.0
20602456,Новокурлакское,2017,1.0
20602476,Садовское,2016,1.0
20602476,Садовское,2017,1.0
20608000,Бутурлиновский муниципальный район,2007,1.0
20608000,Бутурлиновский муниципальный район,2008,1.0
20608000,Бутурлиновский муниципальный район,2009,1.0
20608000,Бутурлиновский муниципальный район,2012,1.0
20608000,Бутурлиновский муниципальный район,2013,1.0
20608000,Бутурлиновский муниципальный район,2014,2.0
20608000,Бутурлиновский муниципальный район,2015,1.0
20608000,Бутурлиновский муниципальный район,2016,1.0
20608000,Бутурлиновский муниципальный район,2017,1.0
20608101,Бутурлиновское,2007,1.0
20608101,Бутурлиновское,2008,1.0
20608101,Бутурлиновское,2009,1.0
20608101,Бутурлиновское,2012,1.0
20608101,Бутурлиновское,2013,1.0
20608101,Бутурлиновское,2014,1.0
20608101,Бутурлиновское,2015,1.0
20608101,Бутурлиновское,2016,1.0
20608101,Бутурлиновское,2017,1.0
20608416,Великоархангельское,2014,1.0
20610404,Верхнемамонское,2015,0.0
20612000,Воробьёвский муниципальный район,2007,1.0
20612000,Воробьёвский муниципальный район,2008,1.0
20612000,Воробьёвский муниципальный район,2015,2.0
20612000,Воробьёвский муниципальный район,2016,5.0
20612000,Воробьёвский муниципальный район,2017,5.0
20612402,Берёзовское,2015,1.0
20612402,Берёзовское,2016,1.0
20612402,Берёзовское,2017,1.0
20612406,Воробьёвское,2007,1.0
20612406,Воробьёвское,2008,1.0
20612406,Воробьёвское,2015,1.0
20612406,Воробьёвское,2016,3.0
20612406,Воробьёвское,2017,3.0
20612430,Солонецкое,2016,1.0
20612430,Солонецкое,2017,1.0
20615000,Калачеевский муниципальный район,2007,1.0
20615000,Калачеевский муниципальный район,2008,1.0
20615000,Калачеевский муниципальный район,2009,1.0
20615000,Калачеевский муниципальный район,2012,1.0
20615000,Калачеевский муниципальный район,2013,1.0
20615000,Калачеевский муниципальный район,2014,1.0
20615000,Калачеевский муниципальный район,2015,1.0
20615000,Калачеевский муниципальный район,2016,1.0
20615000,Калачеевский муниципальный район,2017,1.0
20615101,город Калач,2007,1.0
20615101,город Калач,2008,1.0
20615101,город Калач,2009,1.0
20615101,город Калач,2012,1.0
20615101,город Калач,2013,1.0
20615101,город Калач,2014,1.0
20615101,город Калач,2015,1.0
20615101,город Калач,2016,1.0
20615101,город Калач,2017,1.0
20619424,Митрофановское,2014,0.0
20619424,Митрофановское,2015,0.0
20619424,Митрофановское,2017,0.0
20620420,Кондрашкинское,2013,0.0
20621000,Лискинский муниципальный район,2007,1.0
20621000,Лискинский муниципальный район,2008,1.0
20621000,Лискинский муниципальный район,2009,1.0
20621000,Лискинский муниципальный район,2010,1.0
20621000,Лискинский муниципальный район,2011,1.0
20621000,Лискинский муниципальный район,2012,1.0
20621000,Лискинский муниципальный район,2013,1.0
20621000,Лискинский муниципальный район,2014,1.0
20621000,Лискинский муниципальный район,2015,1.0
20621000,Лискинский муниципальный район,2016,2.0
20621000,Лискинский муниципальный район,2017,3.0
20621101,город Лиски,2007,1.0
20621101,город Лиски,2008,1.0
20621101,город Лиски,2009,1.0
20621101,город Лиски,2010,1.0
20621101,город Лиски,2011,1.0
20621101,город Лиски,2012,1.0
20621101,город Лиски,2013,1.0
20621101,город Лиски,2014,1.0
20621101,город Лиски,2015,1.0
20621101,город Лиски,2016,1.0
20621101,город Лиски,2017,1.0
20621408,Высокинское,2017,1.0
20621456,Среднеикорецкое,2016,1.0
20621456,Среднеикорецкое,2017,1.0
20621480,Щучинское,2015,0.0
20623452,Синелипяговское,2013,0.0
20625480,Орловское,2014,0.0
20629000,Ольховатский муниципальный район,2007,1.0
20629000,Ольховатский муниципальный район,2008,1.0
20629000,Ольховатский муниципальный район,2009,1.0
20629000,Ольховатский муниципальный район,2010,1.0
20629000,Ольховатский муниципальный район,2011,1.0
20629000,Ольховатский муниципальный район,2012,1.0
20629151,Ольховатское,2007,1.0
20629151,Ольховатское,2008,1.0
20629151,Ольховатское,2009,1.0
20629151,Ольховатское,2010,1.0
20629151,Ольховатское,2011,1.0
20629151,Ольховатское,2012,1.0
20631101,город Острогожск,2013,0.0
20631101,город Острогожск,2014,0.0
20631101,город Острогожск,2015,0.0
20631101,город Острогожск,2016,0.0
20631101,город Острогожск,2017,0.0
20631404,Берёзовское,2016,0.0
20631404,Берёзовское,2017,0.0
20631460,Петренковское,2015,0.0
20633000,Павловский муниципальный район,2007,1.0
20633000,Павловский муниципальный район,2008,1.0
20633000,Павловский муниципальный район,2009,1.0
20633000,Павловский муниципальный район,2010,1.0
20633000,Павловский муниципальный район,2011,1.0
20633000,Павловский муниципальный район,2012,1.0
20633000,Павловский муниципальный район,2013,1.0
20633000,Павловский муниципальный район,2014,1.0
20633000,Павловский муниципальный район,2015,1.0
20633000,Павловский муниципальный район,2016,4.0
20633000,Павловский муниципальный район,2017,5.0
20633412,Воронцовское,2007,1.0
20633412,Воронцовское,2008,1.0
20633412,Воронцовское,2009,1.0
20633412,Воронцовское,2010,1.0
20633412,Воронцовское,2011,1.0
20633412,Воронцовское,2012,1.0
20633412,Воронцовское,2013,1.0
20633412,Воронцовское,2014,1.0
20633412,Воронцовское,2015,1.0
20633412,Воронцовское,2016,1.0
20633412,Воронцовское,2017,1.0
20633428,Казинское,2017,1.0
20633440,Лосевское,2012,0.0
20633440,Лосевское,2013,0.0
20633440,Лосевское,2014,0.0
20633440,Лосевское,2015,0.0
20633456,Русско-Буйловское,2016,3.0
20633456,Русско-Буйловское,2017,3.0
20635000,Панинский муниципальный район,2013,2.0
20635000,Панинский муниципальный район,2014,3.0
20635000,Панинский муниципальный район,2015,4.0
20635000,Панинский муниципальный район,2016,4.0
20635000,Панинский муниципальный район,2017,4.0
20635151,Панинское,2013,2.0
20635151,Панинское,2014,2.0
20635151,Панинское,2015,2.0
20635151,Панинское,2016,2.0
20635151,Панинское,2017,2.0
20635160,Перелешинское,2014,1.0
20635160,Перелешинское,2015,1.0
20635160,Перелешинское,2016,1.0
20635160,Перелешинское,2017,1.0
20635408,Ивановское,2015,1.0
20635408,Ивановское,2016,1.0
20635408,Ивановское,2017,1.0
20637000,Петропавловский муниципальный район,2013,1.0
20637000,Петропавловский муниципальный район,2014,1.0
20637000,Петропавловский муниципальный район,2015,4.0
20637000,Петропавловский муниципальный район,2016,4.0
20637000,Петропавловский муниципальный район,2017,5.0
20637412,Красносёловское,2017,1.0
20637432,Песковское,2015,1.0
20637432,Песковское,2016,1.0
20637432,Песковское,2017,1.0
20637436,Петропавловское,2013,1.0
20637436,Петропавловское,2014,1.0
20637436,Петропавловское,2015,1.0
20637436,Петропавловское,2016,1.0
20637436,Петропавловское,2017,1.0
20637440,Старокриушанское,2015,1.0
20637440,Старокриушанское,2016,1.0
20637440,Старокриушанское,2017,1.0
20637444,Старомеловатское,2015,1.0
20637444,Старомеловатское,2016,1.0
20637444,Старомеловатское,2017,1.0
20639000,Поворинский муниципальный район,2009,1.0
20639000,Поворинский муниципальный район,2010,1.0
20639000,Поворинский муниципальный район,2011,1.0
20639000,Поворинский муниципальный район,2012,1.0
20639000,Поворинский муниципальный район,2013,1.0
20639000,Поворинский муниципальный район,2014,1.0
20639000,Поворинский муниципальный район,2015,1.0
20639000,Поворинский муниципальный район,2016,1.0
20639000,Поворинский муниципальный район,2017,1.0
20639101,город Поворино,2009,1.0
20639101,город Поворино,2010,1.0
20639101,город Поворино,2011,1.0
20639101,город Поворино,2012,1.0
20639101,город Поворино,2013,1.0
20639101,город Поворино,2014,1.0
20639101,город Поворино,2015,1.0
20639101,город Поворино,2016,1.0
20639101,город Поворино,2017,1.0
20643000,Рамонский муниципальный район,2014,1.0
20643000,Рамонский муниципальный район,2015,2.0
20643000,Рамонский муниципальный район,2016,3.0
20643000,Рамонский муниципальный район,2017,6.0
20643151,Рамонское,2014,1.0
20643151,Рамонское,2015,1.0
20643151,Рамонское,2016,1.0
20643151,Рамонское,2017,3.0
20643404,Айдаровское,2015,1.0
20643404,Айдаровское,2016,2.0
20643404,Айдаровское,2017,2.0
20643460,Яменское,2017,1.0
20647000,Россошанский муниципальный район,2007,1.0
20647000,Россошанский муниципальный район,2014,2.0
20647000,Россошанский муниципальный район,2015,3.0
20647000,Россошанский муниципальный район,2016,3.0
20647000,Россошанский муниципальный район,2017,3.0
20647101,город Россошь,2007,1.0
20647101,город Россошь,2014,2.0
20647101,город Россошь,2015,3.0
20647101,город Россошь,2016,3.0
20647101,город Россошь,2017,3.0
20651000,Таловский муниципальный район,2014,1.0
20651000,Таловский муниципальный район,2016,1.0
20651000,Таловский муниципальный район,2017,1.0
20651151,Таловское,2014,1.0
20651151,Таловское,2016,1.0
20651151,Таловское,2017,1.0
20654000,Терновский муниципальный район,2014,2.0
20654000,Терновский муниципальный район,2015,2.0
20654000,Терновский муниципальный район,2016,2.0
20654000,Терновский муниципальный район,2017,6.0
20654404,Александровское,2017,1.0
20654412,Братковское,2016,0.0
20654416,Есиповское,2014,1.0
20654416,Есиповское,2015,1.0
20654416,Есиповское,2016,1.0
20654416,Есиповское,2017,1.0
20654420,Киселинское,2017,1.0
20654424,Козловское,2014,1.0
20654424,Козловское,2015,1.0
20654424,Козловское,2016,1.0
20654424,Козловское,2017,1.0
20654428,Костино-Отдельское,2016,0.0
20654428,Костино-Отдельское,2017,1.0
20654432,Народненское,2014,0.0
20654432,Народненское,2016,0.0
20654440,Новокирсановское,2014,0.0
20654440,Новокирсановское,2016,0.0
20654440,Новокирсановское,2017,0.0
20654460,Терновское,2017,1.0
20656000,Хохольский муниципальный район,2012,0.0
20658000,Эртильский муниципальный район,2013,1.0
20658000,Эртильский муниципальный район,2014,1.0
20658000,Эртильский муниципальный район,2015,1.0
20658000,Эртильский муниципальный район,2016,1.0
20658000,Эртильский муниципальный район,2017,1.0
20658101,город Эртиль,2013,1.0
20658101,город Эртиль,2014,1.0
20658101,город Эртиль,2015,1.0
20658101,город Эртиль,2016,1.0
20658101,город Эртиль,2017,1.0
20701000,город Воронеж,2007,15.0
20701000,город Воронеж,2008,15.0
20701000,город Воронеж,2009,15.0
20701000,город Воронеж,2010,15.0
20701000,город Воронеж,2011,15.0
20701000,город Воронеж,2012,15.0
20701000,город Воронеж,2013,15.0
20701000,город Воронеж,2014,15.0
20701000,город Воронеж,2015,15.0
20701000,город Воронеж,2016,15.0
20701000,город Воронеж,2017,15.0
20710000,Борисоглебский,2007,1.0
20710000,Борисоглебский,2008,1.0
20710000,Борисоглебский,2010,1.0
20710000,Борисоглебский,2011,1.0
20710000,Борисоглебский,2012,1.0
20710000,Борисоглебский,2013,1.0
20710000,Борисоглебский,2014,1.0
20710000,Борисоглебский,2015,1.0
20710000,Борисоглебский,2016,1.0
20710000,Борисоглебский,2017,1.0
20727000,город Нововоронеж,2007,1.0
20727000,город Нововоронеж,2008,1.0
20727000,город Нововоронеж,2009,1.0
20727000,город Нововоронеж,2010,1.0
20727000,город Нововоронеж,2011,1.0
20727000,город Нововоронеж,2012,1.0
20727000,город Нововоронеж,2013,1.0
20727000,город Нововоронеж,2014,1.0
20727000,город Нововоронеж,2015,1.0
20727000,город Нововоронеж,2016,1.0
20727000,город Нововоронеж,2017,1.0
22602000,Ардатовский муниципальный район,2010,1.0
22602000,Ардатовский муниципальный район,2011,1.0
22602000,Ардатовский муниципальный район,2012,2.0
22602000,Ардатовский муниципальный район,2013,2.0
22602000,Ардатовский муниципальный район,2014,1.0
22602000,Ардатовский муниципальный район,2015,1.0
22602151,рабочий поселок Ардатов,2010,1.0
22602151,рабочий поселок Ардатов,2011,1.0
22602151,рабочий поселок Ардатов,2012,2.0
22602151,рабочий поселок Ардатов,2013,2.0
22602151,рабочий поселок Ардатов,2014,1.0
22602151,рабочий поселок Ардатов,2015,1.0
22605000,Балахнинский муниципальный район,2007,1.0
22605000,Балахнинский муниципальный район,2014,0.0
22605000,Балахнинский муниципальный район,2015,0.0
22605101,город Балахна,2007,1.0
22605101,город Балахна,2012,0.0
22605101,город Балахна,2013,0.0
22605101,город Балахна,2014,0.0
22605153,рабочий поселок Большое Козино,2017,0.0
22607000,Богородский муниципальный район,2007,2.0
22607000,Богородский муниципальный район,2008,2.0
22607000,Богородский муниципальный район,2009,2.0
22607000,Богородский муниципальный район,2010,2.0
22607000,Богородский муниципальный район,2011,2.0
22607000,Богородский муниципальный район,2012,2.0
22607000,Богородский муниципальный район,2013,2.0
22607000,Богородский муниципальный район,2014,2.0
22607000,Богородский муниципальный район,2015,2.0
22607000,Богородский муниципальный район,2016,2.0
22607000,Богородский муниципальный район,2017,2.0
22607101,город Богородск,2007,2.0
22607101,город Богородск,2008,2.0
22607101,город Богородск,2009,2.0
22607101,город Богородск,2010,2.0
22607101,город Богородск,2011,2.0
22607101,город Богородск,2012,2.0
22607101,город Богородск,2013,2.0
22607101,город Богородск,2014,2.0
22607101,город Богородск,2015,2.0
22607101,город Богородск,2016,2.0
22607101,город Богородск,2017,2.0
22611000,Борский муниципальный район (с 2011 г. городской округ г.Бор),2007,1.0
22611000,Борский муниципальный район (с 2011 г. городской округ г.Бор),2008,1.0
22611000,Борский муниципальный район (с 2011 г. городской округ г.Бор),2009,1.0
22611000,Борский муниципальный район (с 2011 г. городской округ г.Бор),2010,1.0
22611101,город Бор,2007,1.0
22611101,город Бор,2008,1.0
22611101,город Бор,2009,1.0
22611101,город Бор,2010,1.0
22612000,Бутурлинский муниципальный район,2013,0.0
22612000,Бутурлинский муниципальный район,2014,0.0
22612000,Бутурлинский муниципальный район,2015,0.0
