oktmo,name,year,livarea
oktmo,municipality,year,indicator_value
07602000,Александровский муниципальный район,2011,19.42
07602000,Александровский муниципальный район,2012,19.84
07602000,Александровский муниципальный район,2013,20.17
07602000,Александровский муниципальный район,2014,990.2
07602000,Александровский муниципальный район,2015,992.8
07602000,Александровский муниципальный район,2016,20.8
07602000,Александровский муниципальный район,2017,21.4
07602000,Александровский муниципальный район,2018,21.8
07602000,Александровский муниципальный район,2019,21.94
07602000,Александровский муниципальный район,2020,22.33
07602400,Сельские поселения Александровского муниципального района/,2014,990.2
07602402,Александровский сельсовет,2014,990.2
07605000,Апанасенковский муниципальный район,2008,17.5
07605000,Апанасенковский муниципальный район,2009,17.81
07605000,Апанасенковский муниципальный район,2010,18.35
07605000,Апанасенковский муниципальный район,2011,18.59
07605000,Апанасенковский муниципальный район,2012,19.23
07605000,Апанасенковский муниципальный район,2013,21.12
07605000,Апанасенковский муниципальный район,2014,676.1
07605000,Апанасенковский муниципальный район,2015,680.4
07605000,Апанасенковский муниципальный район,2016,22.0
07605000,Апанасенковский муниципальный район,2017,22.4
07605000,Апанасенковский муниципальный район,2018,22.8
07605000,Апанасенковский муниципальный район,2019,22.95
07605000,Апанасенковский муниципальный район,2020,23.48
07605400,Сельские поселения Апанасенковского муниципального района/,2014,676.1
07605402,Айгурский сельсовет,2014,19.6
07605404,село Апанасенковское,2014,37.0
07605407,село Белые Копани,2014,16.4
07605410,село Воздвиженское,2014,43.5
07605413,село Вознесеновское,2014,41.9
07605416,Дербетовский сельсовет,2014,38.4
07605419,село Дивное,2014,307.9
07605422,село Киевка,2014,44.8
07605425,село Малая Джалга,2014,21.0
07605428,село Манычское,2014,51.7
07605431,село Рагули,2014,53.9
07607000,Арзгирский муниципальный район,2008,19.28
07607000,Арзгирский муниципальный район,2009,19.52
07607000,Арзгирский муниципальный район,2010,19.61
07607000,Арзгирский муниципальный район,2011,19.84
07607000,Арзгирский муниципальный район,2012,19.95
07607000,Арзгирский муниципальный район,2013,22.83
07607000,Арзгирский муниципальный район,2014,585.8
07607000,Арзгирский муниципальный район,2015,587.8
07607000,Арзгирский муниципальный район,2016,23.6
07607000,Арзгирский муниципальный район,2017,23.7
07607000,Арзгирский муниципальный район,2018,24.0
07607000,Арзгирский муниципальный район,2019,24.16
07607000,Арзгирский муниципальный район,2020,24.54
07607400,Сельские поселения Арзгирского муниципального района/,2014,585.8
07607402,Арзгирский сельсовет,2014,357.8
07607403,село Каменная Балка,2014,24.7
07607404,Новоромановский сельсовет,2014,33.3
07607407,село Петропавловское,2014,47.6
07607410,село Родниковское,2014,20.2
07607413,село Садовое,2014,33.2
07607416,село Серафимовское,2014,40.6
07607422,Чограйский сельсовет,2014,28.4
07610000,Благодарненский муниципальный район,2008,22.99
07610000,Благодарненский муниципальный район,2008,21.83
07610000,Благодарненский муниципальный район,2008,22.43
07610000,Благодарненский муниципальный район,2009,23.11
07610000,Благодарненский муниципальный район,2009,22.06
07610000,Благодарненский муниципальный район,2009,22.61
07610000,Благодарненский муниципальный район,2010,23.17
07610000,Благодарненский муниципальный район,2011,23.66
07610000,Благодарненский муниципальный район,2012,24.65
07610000,Благодарненский муниципальный район,2012,23.48
07610000,Благодарненский муниципальный район,2012,24.1
07610000,Благодарненский муниципальный район,2013,25.09
07610000,Благодарненский муниципальный район,2013,23.94
07610000,Благодарненский муниципальный район,2013,24.55
07610000,Благодарненский муниципальный район,2014,1478.2
07610000,Благодарненский муниципальный район,2015,1486.6
07610000,Благодарненский муниципальный район,2016,25.3
07610000,Благодарненский муниципальный район,2017,25.6
07610100,Городские поселения Благодарненского муниципального района/,2014,1478.2
07610101,город Благодарный,2014,1478.2
07612000,Будённовский муниципальный район,2008,19.13
07612000,Будённовский муниципальный район,2008,23.33
07612000,Будённовский муниципальный район,2008,20.98
07612000,Будённовский муниципальный район,2009,19.45
07612000,Будённовский муниципальный район,2009,23.33
07612000,Будённовский муниципальный район,2009,21.18
07612000,Будённовский муниципальный район,2010,10.26
07612000,Будённовский муниципальный район,2011,21.21
07612000,Будённовский муниципальный район,2012,20.36
07612000,Будённовский муниципальный район,2012,22.98
07612000,Будённовский муниципальный район,2012,21.54
07612000,Будённовский муниципальный район,2013,20.73
07612000,Будённовский муниципальный район,2013,23.08
07612000,Будённовский муниципальный район,2013,21.8
07612000,Будённовский муниципальный район,2014,2551.0
07612000,Будённовский муниципальный район,2015,2589.1
07612000,Будённовский муниципальный район,2016,22.8
07612000,Будённовский муниципальный район,2017,23.0
07612000,Будённовский муниципальный район,2018,23.2
07612000,Будённовский муниципальный район,2019,22.83
07612000,Будённовский муниципальный район,2020,23.78
07612101,город Будённовск,2014,2551.0
07615000,Георгиевский муниципальный район,2008,22.13
07615000,Георгиевский муниципальный район,2008,19.68
07615000,Георгиевский муниципальный район,2008,20.73
07615000,Георгиевский муниципальный район,2009,22.37
07615000,Георгиевский муниципальный район,2009,19.8
07615000,Георгиевский муниципальный район,2009,20.89
07615000,Георгиевский муниципальный район,2010,10.64
07615000,Георгиевский муниципальный район,2011,19.78
07615000,Георгиевский муниципальный район,2012,22.12
07615000,Георгиевский муниципальный район,2012,18.58
07615000,Георгиевский муниципальный район,2012,20.03
07615000,Георгиевский муниципальный район,2013,18.94
07615000,Георгиевский муниципальный район,2014,1938.6
07615000,Георгиевский муниципальный район,2015,1964.7
07615000,Георгиевский муниципальный район,2016,19.9
07615000,Георгиевский муниципальный район,2017,20.3
07615400,Сельские поселения Георгиевского муниципального района/,2014,1938.6
07615402,Александрийский сельсовет,2014,207.1
07615403,Балковский сельсовет,2014,22.4
07615404,станица Георгиевская,2014,121.1
07615406,село Краснокумское,2014,371.5
07615408,Крутоярский сельсовет,2014,23.9
07615410,станица Лысогорская,2014,183.9
07615413,Незлобненский сельсовет,2014,458.7
07615415,посёлок Новый,2014,82.4
07615416,село Новозаведенное,2014,81.8
07615419,село Обильное,2014,131.1
07615422,станица Подгорная,2014,88.1
07615425,Ульяновский сельсовет,2014,46.3
07615428,Урухский сельсовет,2014,71.2
07615431,Шаумяновский сельсовет,2014,49.1
07617000,Грачёвский муниципальный район,2008,19.87
07617000,Грачёвский муниципальный район,2009,19.98
07617000,Грачёвский муниципальный район,2010,19.98
07617000,Грачёвский муниципальный район,2011,19.87
07617000,Грачёвский муниципальный район,2012,19.8
07617000,Грачёвский муниципальный район,2013,20.01
07617000,Грачёвский муниципальный район,2014,751.0
07617000,Грачёвский муниципальный район,2015,751.4
07617000,Грачёвский муниципальный район,2016,20.1
07617000,Грачёвский муниципальный район,2017,19.9
07617000,Грачёвский муниципальный район,2018,20.0
07617000,Грачёвский муниципальный район,2019,20.13
07617000,Грачёвский муниципальный район,2020,20.28
07617400,Сельские поселения Грачёвского муниципального района/,2014,751.0
07617401,село Бешпагир,2014,87.6
07617404,Грачёвский сельсовет,2014,139.9
07617407,Красный сельсовет,2014,65.3
07617410,Кугультинский сельсовет,2014,139.2
07617413,Сергиевский сельсовет,2014,72.8
07617416,Спицевский сельсовет,2014,90.9
07617419,Старомарьевский сельсовет,2014,100.9
07617422,село Тугулук,2014,54.4
07620000,Изобильненский муниципальный район,2008,24.47
07620000,Изобильненский муниципальный район,2008,20.15
07620000,Изобильненский муниципальный район,2008,22.67
07620000,Изобильненский муниципальный район,2009,24.87
07620000,Изобильненский муниципальный район,2009,20.34
07620000,Изобильненский муниципальный район,2009,22.98
07620000,Изобильненский муниципальный район,2010,22.34
07620000,Изобильненский муниципальный район,2011,22.65
07620000,Изобильненский муниципальный район,2012,25.16
07620000,Изобильненский муниципальный район,2012,20.21
07620000,Изобильненский муниципальный район,2012,23.08
07620000,Изобильненский муниципальный район,2013,24.69
07620000,Изобильненский муниципальный район,2013,21.46
07620000,Изобильненский муниципальный район,2013,23.33
07620000,Изобильненский муниципальный район,2014,2341.8
07620000,Изобильненский муниципальный район,2015,2367.5
07620000,Изобильненский муниципальный район,2016,23.9
07620000,Изобильненский муниципальный район,2017,24.1
07620100,Городские поселения Изобильненского муниципального района/,2014,1469.6
07620101,город Изобильный,2014,977.9
07620153,посёлок Рыздвяный,2014,198.3
07620155,посёлок Солнечнодольск,2014,293.4
07620400,Сельские поселения Изобильненского муниципального района/,2014,872.2
07620402,станица Баклановская,2014,40.2
07620404,Каменнобродский сельсовет,2014,38.2
07620407,Московский сельсовет,2014,136.8
07620409,Новоизобильненский сельсовет,2014,45.4
07620410,станица Новотроицкая,2014,158.0
07620412,Передовой сельсовет,2014,54.4
07620413,Подлужненский сельсовет,2014,52.9
07620414,село Птичье,2014,106.0
07620416,Рождественский сельсовет,2014,64.6
07620418,хутор Спорный,2014,29.1
07620419,Староизобильненский сельсовет,2014,75.5
07620422,село Тищенское,2014,71.1
07622000,Ипатовский муниципальный район,2008,21.85
07622000,Ипатовский муниципальный район,2008,20.38
07622000,Ипатовский муниципальный район,2008,21.01
07622000,Ипатовский муниципальный район,2009,22.27
07622000,Ипатовский муниципальный район,2009,20.66
07622000,Ипатовский муниципальный район,2009,21.35
07622000,Ипатовский муниципальный район,2010,22.32
07622000,Ипатовский муниципальный район,2011,22.8
07622000,Ипатовский муниципальный район,2012,25.74
07622000,Ипатовский муниципальный район,2012,21.46
07622000,Ипатовский муниципальный район,2012,23.25
07622000,Ипатовский муниципальный район,2013,26.36
07622000,Ипатовский муниципальный район,2013,21.67
07622000,Ипатовский муниципальный район,2013,23.63
07622000,Ипатовский муниципальный район,2014,1428.2
07622000,Ипатовский муниципальный район,2015,1428.2
07622000,Ипатовский муниципальный район,2016,24.3
07622000,Ипатовский муниципальный район,2017,24.7
07622100,Городские поселения Ипатовского муниципального района/,2014,666.8
07622101,город Ипатово,2014,666.8
07622400,Сельские поселения Ипатовского муниципального района/,2014,761.4
07622402,Большевистский сельсовет,2014,47.7
07622404,село Большая Джалга,2014,67.7
07622407,село Бурукшун,2014,49.9
07622410,Винодельненский сельсовет,2014,29.0
07622413,Добровольно-Васильевский сельсовет,2014,29.1
07622416,Золотарёвский сельсовет,2014,56.2
07622422,Кевсалинский сельсовет,2014,63.8
07622425,Красочный сельсовет,2014,50.1
07622427,Леснодачненский сельсовет,2014,39.9
07622428,Лиманский сельсовет,2014,50.0
07622429,Мало-Барханчакский сельсовет,2014,53.4
07622431,Октябрьский сельсовет,2014,65.8
07622434,Первомайский сельсовет,2014,37.9
07622437,Советскорунный сельсовет,2014,57.0
07622440,Тахтинский сельсовет,2014,63.9
07625000,Кировский муниципальный район,2008,19.91
07625000,Кировский муниципальный район,2008,18.88
07625000,Кировский муниципальный район,2008,19.23
07625000,Кировский муниципальный район,2009,20.31
07625000,Кировский муниципальный район,2009,18.96
07625000,Кировский муниципальный район,2009,19.43
07625000,Кировский муниципальный район,2010,18.49
07625000,Кировский муниципальный район,2011,18.77
07625000,Кировский муниципальный район,2012,19.7
07625000,Кировский муниципальный район,2012,18.49
07625000,Кировский муниципальный район,2012,18.94
07625000,Кировский муниципальный район,2013,20.09
07625000,Кировский муниципальный район,2013,19.53
07625000,Кировский муниципальный район,2013,19.74
07625000,Кировский муниципальный район,2014,1416.5
07625000,Кировский муниципальный район,2015,1429.3
07625000,Кировский муниципальный район,2016,20.2
07625000,Кировский муниципальный район,2017,20.3
07625100,Городские поселения Кировского муниципального района/,2014,537.4
07625101,город Новопавловск,2014,537.4
07625400,Сельские поселения Кировского муниципального района/,2014,879.1
07625402,Горнозаводской сельсовет,2014,60.5
07625404,Зольский сельсовет,2014,190.8
07625407,Комсомольский сельсовет,2014,77.5
07625410,станица Марьинская,2014,177.4
07625416,Новосредненский сельсовет,2014,51.4
07625417,Орловский сельсовет,2014,45.4
07625419,Советский сельсовет,2014,173.3
07625422,Старопавловский сельсовет,2014,73.8
07625428,посёлок Фазанный,2014,29.0
07628000,Кочубеевский муниципальный район,2008,20.52
07628000,Кочубеевский муниципальный район,2009,20.71
07628000,Кочубеевский муниципальный район,2010,20.12
07628000,Кочубеевский муниципальный район,2011,20.51
07628000,Кочубеевский муниципальный район,2012,20.73
07628000,Кочубеевский муниципальный район,2013,21.09
07628000,Кочубеевский муниципальный район,2014,1664.3
07628000,Кочубеевский муниципальный район,2015,1704.1
07628000,Кочубеевский муниципальный район,2016,22.3
07628000,Кочубеевский муниципальный район,2017,22.7
07628000,Кочубеевский муниципальный район,2018,23.3
07628000,Кочубеевский муниципальный район,2019,23.66
07628000,Кочубеевский муниципальный район,2020,24.35
07628400,Сельские поселения Кочубеевского муниципального района/,2014,1664.3
07628422,село Кочубеевское,2014,1664.3
07630000,Красногвардейский муниципальный район,2008,23.33
07630000,Красногвардейский муниципальный район,2009,23.45
07630000,Красногвардейский муниципальный район,2010,23.11
07630000,Красногвардейский муниципальный район,2011,23.6
07630000,Красногвардейский муниципальный район,2012,24.18
07630000,Красногвардейский муниципальный район,2013,25.0
07630000,Красногвардейский муниципальный район,2014,981.7
07630000,Красногвардейский муниципальный район,2015,1000.2
07630000,Красногвардейский муниципальный район,2016,26.3
07630000,Красногвардейский муниципальный район,2017,26.7
07630000,Красногвардейский муниципальный район,2018,27.0
07630000,Красногвардейский муниципальный район,2019,27.12
07630000,Красногвардейский муниципальный район,2020,27.37
07630400,Сельские поселения Красногвардейского муниципального района/,2014,981.7
07630407,село Красногвардейское,2014,981.7
07632000,Андроповский муниципальный район,2008,21.57
07632000,Андроповский муниципальный район,2009,21.57
07632000,Андроповский муниципальный район,2010,21.21
07632000,Андроповский муниципальный район,2011,21.28
07632000,Андроповский муниципальный район,2012,21.47
07632000,Андроповский муниципальный район,2013,21.51
07632000,Андроповский муниципальный район,2014,622.4
07632000,Андроповский муниципальный район,2015,619.0
07632000,Андроповский муниципальный район,2016,17.8
07632000,Андроповский муниципальный район,2017,18.0
07632000,Андроповский муниципальный район,2018,18.2
07632000,Андроповский муниципальный район,2019,18.37
07632000,Андроповский муниципальный район,2020,18.72
07632400,Сельские поселения Андроповского муниципального района/,2014,622.4
07632402,Водораздельный сельсовет,2014,52.5
07632404,станица Воровсколесская,2014,51.2
07632406,Казинский сельсовет,2014,30.4
07632407,Красноярский сельсовет,2014,29.6
07632408,село Крымгиреевское,2014,25.8
07632410,Курсавский сельсовет,2014,251.5
07632412,Куршавский сельсовет,2014,25.0
07632414,Новоянкульский сельсовет,2014,21.0
07632416,Солуно-Дмитриевский сельсовет,2014,56.5
07632419,село Султан,2014,25.7
07632422,Янкульский сельсовет,2014,53.2
07633000,Курский муниципальный район,2008,17.49
07633000,Курский муниципальный район,2009,17.48
07633000,Курский муниципальный район,2010,16.84
07633000,Курский муниципальный район,2011,17.01
07633000,Курский муниципальный район,2012,17.2
07633000,Курский муниципальный район,2013,17.13
07633000,Курский муниципальный район,2014,916.8
07633000,Курский муниципальный район,2015,919.2
07633000,Курский муниципальный район,2016,16.2
07633000,Курский муниципальный район,2017,16.1
07633000,Курский муниципальный район,2018,16.3
07633000,Курский муниципальный район,2019,16.5
07633000,Курский муниципальный район,2020,16.7
07633400,Сельские поселения Курского муниципального района/,2014,916.8
07633407,Курский сельсовет,2014,916.8
07636000,Левокумский муниципальный район,2008,20.84
07636000,Левокумский муниципальный район,2009,20.95
07636000,Левокумский муниципальный район,2010,21.04
07636000,Левокумский муниципальный район,2011,21.19
07636000,Левокумский муниципальный район,2012,21.5
07636000,Левокумский муниципальный район,2013,21.7
07636000,Левокумский муниципальный район,2014,827.5
07636000,Левокумский муниципальный район,2015,830.0
07636000,Левокумский муниципальный район,2016,20.5
07636000,Левокумский муниципальный район,2017,20.7
07636000,Левокумский муниципальный район,2018,20.9
07636000,Левокумский муниципальный район,2019,20.75
07636000,Левокумский муниципальный район,2020,20.83
07636400,Сельские поселения Левокумского муниципального района/,2014,827.5
07636402,Бургун-Маджарский сельсовет,2014,55.1
07636404,Величаевский сельсовет,2014,86.3
07636407,Владимировский сельсовет,2014,35.2
07636409,Заринский сельсовет,2014,34.4
07636410,село Левокумское,2014,273.1
07636413,Николо-Александровский сельсовет,2014,44.3
07636414,посёлок Новокумский,2014,49.6
07636416,село Правокумское,2014,102.5
07636417,село Приозерское,2014,23.9
07636419,Турксадский сельсовет,2014,35.4
07636422,cело Урожайное,2014,87.7
07639000,Минераловодский муниципальный район,2008,18.76
07639000,Минераловодский муниципальный район,2008,22.52
07639000,Минераловодский муниципальный район,2008,20.21
07639000,Минераловодский муниципальный район,2009,17.52
07639000,Минераловодский муниципальный район,2009,26.45
07639000,Минераловодский муниципальный район,2009,20.52
07639000,Минераловодский муниципальный район,2010,20.09
07639000,Минераловодский муниципальный район,2011,20.31
07639000,Минераловодский муниципальный район,2012,19.93
07639000,Минераловодский муниципальный район,2012,21.98
07639000,Минераловодский муниципальный район,2012,20.77
07639000,Минераловодский муниципальный район,2013,20.18
07639000,Минераловодский муниципальный район,2013,19.13
07639000,Минераловодский муниципальный район,2013,19.75
07639000,Минераловодский муниципальный район,2014,2813.8
07639000,Минераловодский муниципальный район,2015,2846.7
07639100,Городские поселения Минераловодского муниципального района/,2014,1692.1
07639101,город Минеральные Воды,2014,1555.2
07639152,посёлок Анджиевский,2014,136.9
07639400,Сельские поселения Минераловодского муниципального района/,2014,1121.7
07639402,Гражданский сельсовет,2014,65.6
07639404,село Греческое,2014,24.0
07639407,Ленинский сельсовет,2014,377.7
07639410,Марьино-Колодцевский сельсовет,2014,51.6
07639413,село Нагутское,2014,51.7
07639416,Нижнеалександровский сельсовет,2014,25.2
07639418,Первомайский сельсовет,2014,99.6
07639419,Побегайловский сельсовет,2014,92.4
07639420,Перевальненский сельсовет,2014,28.9
07639421,Левокумский сельсовет,2014,130.8
07639422,Прикумский сельсовет,2014,103.2
07639425,Розовский сельсовет,2014,28.3
07639430,Ульяновский сельсовет,2014,42.7
07641000,Нефтекумский муниципальный район,2008,18.65
07641000,Нефтекумский муниципальный район,2008,16.21
07641000,Нефтекумский муниципальный район,2008,17.42
07641000,Нефтекумский муниципальный район,2009,18.6
07641000,Нефтекумский муниципальный район,2009,16.26
07641000,Нефтекумский муниципальный район,2009,17.43
07641000,Нефтекумский муниципальный район,2010,17.57
07641000,Нефтекумский муниципальный район,2011,18.0
07641000,Нефтекумский муниципальный район,2012,19.24
07641000,Нефтекумский муниципальный район,2012,17.51
07641000,Нефтекумский муниципальный район,2012,18.4
07641000,Нефтекумский муниципальный район,2013,18.63
07641000,Нефтекумский муниципальный район,2013,18.97
07641000,Нефтекумский муниципальный район,2013,18.8
07641000,Нефтекумский муниципальный район,2014,1242.4
07641000,Нефтекумский муниципальный район,2015,1245.3
07641000,Нефтекумский муниципальный район,2016,18.6
07641100,Городские поселения Нефтекумского муниципального района/,2014,625.2
07641101,город Нефтекумск,2014,522.3
07641153,поселок Затеречный,2014,102.9
07641400,Сельские поселения Нефтекумского муниципального района/,2014,617.2
07641402,село Ачикулак,2014,109.7
07641403,Закумский сельсовет,2014,30.7
07641404,Зимнеставочный сельсовет,2014,17.7
07641405,Зункарский сельсовет,2014,18.9
07641407,Кара-Тюбинский сельсовет,2014,52.4
07641410,Каясулинский сельсовет,2014,186.9
07641413,Махмуд-Мектебский сельсовет,2014,45.0
07641416,Новкус-Артезианский сельсовет,2014,70.5
07641419,Озек-Суатский сельсовет,2014,38.4
07641422,Тукуй-Мектебский сельсовет,2014,47.0
07643000,Новоалександровский муниципальный район,2008,24.89
07643000,Новоалександровский муниципальный район,2008,20.15
07643000,Новоалександровский муниципальный район,2008,22.1
07643000,Новоалександровский муниципальный район,2009,25.38
07643000,Новоалександровский муниципальный район,2009,20.63
07643000,Новоалександровский муниципальный район,2009,22.58
07643000,Новоалександровский муниципальный район,2010,22.42
07643000,Новоалександровский муниципальный район,2011,22.62
07643000,Новоалександровский муниципальный район,2012,25.67
07643000,Новоалександровский муниципальный район,2012,20.66
07643000,Новоалександровский муниципальный район,2012,22.71
07643000,Новоалександровский муниципальный район,2013,25.85
07643000,Новоалександровский муниципальный район,2013,20.09
07643000,Новоалександровский муниципальный район,2013,22.45
07643000,Новоалександровский муниципальный район,2014,1488.6
07643000,Новоалександровский муниципальный район,2015,1500.2
07643000,Новоалександровский муниципальный район,2016,23.0
07643000,Новоалександровский муниципальный район,2017,23.0
07643100,Городские поселения Новоалександровского муниципального района/,2014,702.0
07643101,город Новоалександровск,2014,702.0
07643400,Сельские поселения Новоалександровского муниципального района/,2014,786.6
07643402,Горьковский сельсовет,2014,42.0
07643404,Григорополисский сельсовет,2014,219.9
07643406,станица Кармалиновская,2014,28.6
07643407,Краснозоринский сельсовет,2014,52.3
07643410,Присадовый сельсовет,2014,26.3
07643412,Радужский сельсовет,2014,40.9
07643413,Раздольненский сельсовет,2014,90.8
07643416,станица Расшеватская,2014,113.4
07643417,Светлинский сельсовет,2014,37.2
07643419,Темижбекский сельсовет,2014,95.8
07643423,Красночервонный сельсовет,2014,39.4
07644000,Новоселицкий муниципальный район,2008,23.27
07644000,Новоселицкий муниципальный район,2009,23.41
07644000,Новоселицкий муниципальный район,2010,22.31
07644000,Новоселицкий муниципальный район,2011,22.54
07644000,Новоселицкий муниципальный район,2012,22.73
07644000,Новоселицкий муниципальный район,2013,21.94
07644000,Новоселицкий муниципальный район,2014,576.3
07644000,Новоселицкий муниципальный район,2015,577.4
07644000,Новоселицкий муниципальный район,2016,21.9
07644000,Новоселицкий муниципальный район,2017,21.8
07644000,Новоселицкий муниципальный район,2018,22.0
07644000,Новоселицкий муниципальный район,2019,22.14
07644000,Новоселицкий муниципальный район,2020,22.38
07644400,Сельские поселения Новоселицкого муниципального района/,2014,576.3
07644410,село Новоселицкое,2014,576.3
07646000,Петровский муниципальный район,2008,23.12
07646000,Петровский муниципальный район,2008,20.22
07646000,Петровский муниципальный район,2008,21.67
07646000,Петровский муниципальный район,2009,23.43
07646000,Петровский муниципальный район,2009,20.5
07646000,Петровский муниципальный район,2009,21.97
07646000,Петровский муниципальный район,2010,22.23
07646000,Петровский муниципальный район,2011,22.46
07646000,Петровский муниципальный район,2012,24.83
07646000,Петровский муниципальный район,2012,20.84
07646000,Петровский муниципальный район,2012,22.83
07646000,Петровский муниципальный район,2013,25.19
07646000,Петровский муниципальный район,2013,21.08
07646000,Петровский муниципальный район,2013,23.14
07646000,Петровский муниципальный район,2014,1734.4
07646000,Петровский муниципальный район,2015,1741.0
07646000,Петровский муниципальный район,2016,23.4
07646000,Петровский муниципальный район,2017,24.0
07646100,Городские поселения Петровского муниципального района/,2014,968.5
07646101,город Светлоград,2014,968.5
07646400,Сельские поселения Петровского муниципального района/,2014,765.9
07646402,село Благодатное,2014,74.7
07646404,Высоцкий сельсовет,2014,88.3
07646407,село Гофицкое,2014,87.4
07646410,Дон-Балковский сельсовет,2014,60.9
07646413,Константиновский сельсовет,2014,108.6
07646416,село Николина Балка,2014,58.3
07646417,Прикалаусский сельсовет,2014,36.8
07646418,Просянский сельсовет,2014,29.1
07646419,Рогато-Балковский сельсовет,2014,63.0
07646422,село Сухая Буйвола,2014,79.9
07646425,Шангалинский сельсовет,2014,34.9
07646428,село Шведино,2014,44.0
07648000,Предгорный муниципальный район,2008,23.64
07648000,Предгорный муниципальный район,2009,24.12
07648000,Предгорный муниципальный район,2010,24.34
07648000,Предгорный муниципальный район,2011,24.74
07648000,Предгорный муниципальный район,2012,25.15
07648000,Предгорный муниципальный район,2013,25.52
07648000,Предгорный муниципальный район,2014,2775.1
07648000,Предгорный муниципальный район,2015,2818.5
07648000,Предгорный муниципальный район,2016,26.0
07648000,Предгорный муниципальный район,2017,25.8
07648000,Предгорный муниципальный район,2018,25.9
07648000,Предгорный муниципальный район,2019,26.37
07648000,Предгорный муниципальный район,2020,27.08
07648400,Сельские поселения Предгорного муниципального района/,2014,2775.1
07648402,станица Бекешевская,2014,61.9
07648407,станица Боргустанская,2014,60.4
07648410,Винсадский сельсовет,2014,214.0
07648413,Ессентукский сельсовет,2014,518.9
07648415,посёлок Мирный,2014,47.9
07648416,Нежинский сельсовет,2014,104.6
07648422,Новоблагодарненский сельсовет,2014,83.4
07648424,Подкумский сельсовет,2014,95.0
07648425,Пригородный сельсовет,2014,98.0
07648428,Пятигорский сельсовет,2014,131.4
07648431,Суворовский сельсовет,2014,419.2
07648432,Тельмановский сельсовет,2014,73.7
07648434,Этокский сельсовет,2014,94.6
07648437,Юцкий сельсовет,2014,691.4
07648440,Яснополянский сельсовет,2014,80.7
07650000,Советский муниципальный район,2008,20.11
07650000,Советский муниципальный район,2008,20.0
07650000,Советский муниципальный район,2008,20.06
07650000,Советский муниципальный район,2009,20.48
07650000,Советский муниципальный район,2009,20.1
07650000,Советский муниципальный район,2009,20.32
07650000,Советский муниципальный район,2010,22.99
07650000,Советский муниципальный район,2011,23.25
07650000,Советский муниципальный район,2012,23.88
07650000,Советский муниципальный район,2012,23.22
07650000,Советский муниципальный район,2012,23.6
07650000,Советский муниципальный район,2013,24.6
07650000,Советский муниципальный район,2013,22.68
07650000,Советский муниципальный район,2013,23.79
07650000,Советский муниципальный район,2014,1476.8
07650000,Советский муниципальный район,2015,1481.5
07650000,Советский муниципальный район,2016,24.2
07650000,Советский муниципальный район,2017,24.3
07650100,Городские поселения Советского муниципального района/,2014,879.9
07650101,город Зеленокумск,2014,879.9
07650400,Сельские поселения Советского муниципального района/,2014,596.9
07650402,Восточный сельсовет,2014,33.4
07650404,село Горькая Балка,2014,58.1
07650407,Нинский сельсовет,2014,138.1
07650410,село Отказное,2014,77.0
07650413,Правокумский сельсовет,2014,36.1
07650416,Солдато-Александровский сельсовет,2014,254.2
07652000,Степновский муниципальный район,2008,17.19
07652000,Степновский муниципальный район,2009,17.8
07652000,Степновский муниципальный район,2010,18.81
07652000,Степновский муниципальный район,2011,19.25
07652000,Степновский муниципальный район,2012,19.47
07652000,Степновский муниципальный район,2013,21.11
07652000,Степновский муниципальный район,2014,461.4
07652000,Степновский муниципальный район,2015,464.8
07652000,Степновский муниципальный район,2016,21.9
07652000,Степновский муниципальный район,2017,22.0
07652000,Степновский муниципальный район,2018,22.1
07652000,Степновский муниципальный район,2019,22.33
07652000,Степновский муниципальный район,2020,22.59
07652400,Сельские поселения Степновского муниципального района/,2014,461.4
07652426,Степновский сельсовет,2014,461.4
07654000,Труновский муниципальный район,2008,18.18
07654000,Труновский муниципальный район,2009,18.39
07654000,Труновский муниципальный район,2010,18.33
07654000,Труновский муниципальный район,2011,19.08
07654000,Труновский муниципальный район,2012,19.76
07654000,Труновский муниципальный район,2013,20.56
07654000,Труновский муниципальный район,2014,697.8
07654000,Труновский муниципальный район,2015,702.3
07654000,Труновский муниципальный район,2016,21.7
07654000,Труновский муниципальный район,2017,24.3
07654000,Труновский муниципальный район,2018,24.9
07654000,Труновский муниципальный район,2019,25.15
07654000,Труновский муниципальный район,2020,26.0
07654400,Сельские поселения Труновского муниципального района/,2014,697.8
