oktmo,name,year,livestock
01512000,Залесовский муниципальный округ,2022,10249.0
01601000,Алейский муниципальный район,2007,198097.0
01601000,Алейский муниципальный район,2008,188081.0
01601000,Алейский муниципальный район,2009,174392.0
01601000,Алейский муниципальный район,2010,167766.0
01601000,Алейский муниципальный район,2011,155709.0
01601000,Алейский муниципальный район,2012,145179.0
01601000,Алейский муниципальный район,2013,137902.0
01601000,Алейский муниципальный район,2014,130099.0
01601000,Алейский муниципальный район,2015,125841.0
01601000,Алейский муниципальный район,2016,124294.0
01601000,Алейский муниципальный район,2017,121966.0
01601000,Алейский муниципальный район,2018,112567.0
01601000,Алейский муниципальный район,2019,107933.0
01601000,Алейский муниципальный район,2020,94851.0
01601000,Алейский муниципальный район,2021,83236.0
01601000,Алейский муниципальный район,2022,74735.0
01602000,Алтайский муниципальный район,2007,105896.0
01602000,Алтайский муниципальный район,2008,103097.0
01602000,Алтайский муниципальный район,2009,100478.0
01602000,Алтайский муниципальный район,2010,94732.0
01602000,Алтайский муниципальный район,2011,90967.0
01602000,Алтайский муниципальный район,2012,88777.0
01602000,Алтайский муниципальный район,2013,84197.0
01602000,Алтайский муниципальный район,2014,80404.0
01602000,Алтайский муниципальный район,2015,77393.0
01602000,Алтайский муниципальный район,2016,79226.0
01602000,Алтайский муниципальный район,2017,80799.0
01602000,Алтайский муниципальный район,2018,75885.0
01602000,Алтайский муниципальный район,2019,74784.0
01602000,Алтайский муниципальный район,2020,73702.0
01602000,Алтайский муниципальный район,2021,74039.0
01602000,Алтайский муниципальный район,2022,72192.0
01603000,Баевский муниципальный район,2007,71886.0
01603000,Баевский муниципальный район,2008,68265.0
01603000,Баевский муниципальный район,2009,64410.0
01603000,Баевский муниципальный район,2010,61761.0
01603000,Баевский муниципальный район,2011,58327.0
01603000,Баевский муниципальный район,2012,54208.0
01603000,Баевский муниципальный район,2013,51497.0
01603000,Баевский муниципальный район,2014,48349.0
01603000,Баевский муниципальный район,2015,44556.0
01603000,Баевский муниципальный район,2016,42315.0
01603000,Баевский муниципальный район,2017,41378.0
01603000,Баевский муниципальный район,2018,39590.0
01603000,Баевский муниципальный район,2019,34945.0
01603000,Баевский муниципальный район,2020,31871.0
01603000,Баевский муниципальный район,2021,32336.0
01603000,Баевский муниципальный район,2022,29637.0
01604000,Бийский муниципальный район,2007,394318.0
01604000,Бийский муниципальный район,2008,436113.0
01604000,Бийский муниципальный район,2009,434269.0
01604000,Бийский муниципальный район,2010,541021.0
01604000,Бийский муниципальный район,2011,662692.0
01604000,Бийский муниципальный район,2012,575587.0
01604000,Бийский муниципальный район,2013,627027.0
01604000,Бийский муниципальный район,2014,584825.0
01604000,Бийский муниципальный район,2015,643612.0
01604000,Бийский муниципальный район,2016,637586.0
01604000,Бийский муниципальный район,2017,696108.0
01604000,Бийский муниципальный район,2018,686317.0
01604000,Бийский муниципальный район,2019,741149.0
01604000,Бийский муниципальный район,2020,746815.0
01604000,Бийский муниципальный район,2021,744314.0
01604000,Бийский муниципальный район,2022,728592.0
01605000,Благовещенский муниципальный район,2007,245646.0
01605000,Благовещенский муниципальный район,2008,245384.0
01605000,Благовещенский муниципальный район,2009,217498.0
01605000,Благовещенский муниципальный район,2010,209035.0
01605000,Благовещенский муниципальный район,2011,176285.0
01605000,Благовещенский муниципальный район,2012,131203.0
01605000,Благовещенский муниципальный район,2013,112251.0
01605000,Благовещенский муниципальный район,2014,107736.0
01605000,Благовещенский муниципальный район,2015,102605.0
01605000,Благовещенский муниципальный район,2016,102416.0
01605000,Благовещенский муниципальный район,2017,97557.0
01605000,Благовещенский муниципальный район,2018,82365.0
01605000,Благовещенский муниципальный район,2019,75365.0
01605000,Благовещенский муниципальный район,2020,68273.0
01605000,Благовещенский муниципальный район,2021,66249.0
01605000,Благовещенский муниципальный район,2022,62323.0
01606000,Бурлинский муниципальный район,2007,66233.0
01606000,Бурлинский муниципальный район,2008,62796.0
01606000,Бурлинский муниципальный район,2009,58216.0
01606000,Бурлинский муниципальный район,2010,57088.0
01606000,Бурлинский муниципальный район,2011,54235.0
01606000,Бурлинский муниципальный район,2012,50256.0
01606000,Бурлинский муниципальный район,2013,49597.0
01606000,Бурлинский муниципальный район,2014,46143.0
01606000,Бурлинский муниципальный район,2015,42499.0
01606000,Бурлинский муниципальный район,2016,40673.0
01606000,Бурлинский муниципальный район,2017,42116.0
01606000,Бурлинский муниципальный район,2018,37289.0
01606000,Бурлинский муниципальный район,2019,30785.0
01606000,Бурлинский муниципальный район,2020,26030.0
01606000,Бурлинский муниципальный район,2021,22990.0
01606000,Бурлинский муниципальный район,2022,21793.0
01607000,Быстроистокский муниципальный район,2007,57823.0
01607000,Быстроистокский муниципальный район,2008,52788.0
01607000,Быстроистокский муниципальный район,2009,51579.0
01607000,Быстроистокский муниципальный район,2010,49736.0
01607000,Быстроистокский муниципальный район,2011,47597.0
01607000,Быстроистокский муниципальный район,2012,42666.0
01607000,Быстроистокский муниципальный район,2013,39353.0
01607000,Быстроистокский муниципальный район,2014,37248.0
01607000,Быстроистокский муниципальный район,2015,35574.0
01607000,Быстроистокский муниципальный район,2016,34890.0
01607000,Быстроистокский муниципальный район,2017,29771.0
01607000,Быстроистокский муниципальный район,2018,25489.0
01607000,Быстроистокский муниципальный район,2019,24987.0
01607000,Быстроистокский муниципальный район,2020,23319.0
01607000,Быстроистокский муниципальный район,2021,22660.0
01607000,Быстроистокский муниципальный район,2022,21627.0
01608000,Волчихинский муниципальный район,2007,123863.0
01608000,Волчихинский муниципальный район,2008,117531.0
01608000,Волчихинский муниципальный район,2009,111225.0
01608000,Волчихинский муниципальный район,2010,111911.0
01608000,Волчихинский муниципальный район,2011,100950.0
01608000,Волчихинский муниципальный район,2012,96125.0
01608000,Волчихинский муниципальный район,2013,89534.0
01608000,Волчихинский муниципальный район,2014,83851.0
01608000,Волчихинский муниципальный район,2015,79371.0
01608000,Волчихинский муниципальный район,2016,73674.0
01608000,Волчихинский муниципальный район,2017,63130.0
01608000,Волчихинский муниципальный район,2018,51612.0
01608000,Волчихинский муниципальный район,2019,50251.0
01608000,Волчихинский муниципальный район,2020,42546.0
01608000,Волчихинский муниципальный район,2021,41192.0
01608000,Волчихинский муниципальный район,2022,34404.0
01609000,Егорьевский муниципальный район,2007,85802.0
01609000,Егорьевский муниципальный район,2008,79479.0
01609000,Егорьевский муниципальный район,2009,73827.0
01609000,Егорьевский муниципальный район,2010,70218.0
01609000,Егорьевский муниципальный район,2011,66035.0
01609000,Егорьевский муниципальный район,2012,63775.0
01609000,Егорьевский муниципальный район,2013,60898.0
01609000,Егорьевский муниципальный район,2014,55767.0
01609000,Егорьевский муниципальный район,2015,54198.0
01609000,Егорьевский муниципальный район,2016,52148.0
01609000,Егорьевский муниципальный район,2017,46707.0
01609000,Егорьевский муниципальный район,2018,37350.0
01609000,Егорьевский муниципальный район,2019,36450.0
01609000,Егорьевский муниципальный район,2020,35235.0
01609000,Егорьевский муниципальный район,2021,34399.0
01609000,Егорьевский муниципальный район,2022,31388.0
01610000,Ельцовский муниципальный район,2007,31043.0
01610000,Ельцовский муниципальный район,2008,28940.0
01610000,Ельцовский муниципальный район,2009,29514.0
01610000,Ельцовский муниципальный район,2010,29516.0
01610000,Ельцовский муниципальный район,2011,29944.0
01610000,Ельцовский муниципальный район,2012,29070.0
01610000,Ельцовский муниципальный район,2013,27176.0
01610000,Ельцовский муниципальный район,2014,26021.0
01610000,Ельцовский муниципальный район,2015,25053.0
01610000,Ельцовский муниципальный район,2016,24396.0
01610000,Ельцовский муниципальный район,2017,24154.0
01610000,Ельцовский муниципальный район,2018,22252.0
01610000,Ельцовский муниципальный район,2019,22208.0
01610000,Ельцовский муниципальный район,2020,21862.0
01610000,Ельцовский муниципальный район,2021,21752.0
01610000,Ельцовский муниципальный район,2022,21552.0
01611000,Завьяловский муниципальный район,2007,191173.0
01611000,Завьяловский муниципальный район,2008,184612.0
01611000,Завьяловский муниципальный район,2009,171538.0
01611000,Завьяловский муниципальный район,2010,161478.0
01611000,Завьяловский муниципальный район,2011,141892.0
01611000,Завьяловский муниципальный район,2012,130055.0
01611000,Завьяловский муниципальный район,2013,113915.0
01611000,Завьяловский муниципальный район,2014,108612.0
01611000,Завьяловский муниципальный район,2015,100750.0
01611000,Завьяловский муниципальный район,2016,86733.0
01611000,Завьяловский муниципальный район,2017,80629.0
01611000,Завьяловский муниципальный район,2018,68443.0
01611000,Завьяловский муниципальный район,2019,65446.0
01611000,Завьяловский муниципальный район,2020,59575.0
01611000,Завьяловский муниципальный район,2021,66698.0
01611000,Завьяловский муниципальный район,2022,69295.0
01612000,Залесовский муниципальный район,2007,47862.0
01612000,Залесовский муниципальный район,2008,45608.0
01612000,Залесовский муниципальный район,2009,43791.0
01612000,Залесовский муниципальный район,2010,43172.0
01612000,Залесовский муниципальный район,2011,40327.0
01612000,Залесовский муниципальный район,2012,37974.0
01612000,Залесовский муниципальный район,2013,34745.0
01612000,Залесовский муниципальный район,2014,31688.0
01612000,Залесовский муниципальный район,2015,29504.0
01612000,Залесовский муниципальный район,2016,27543.0
01612000,Залесовский муниципальный район,2017,27423.0
01612000,Залесовский муниципальный район,2018,26112.0
01612000,Залесовский муниципальный район,2019,24387.0
01612000,Залесовский муниципальный район,2020,20785.0
01612000,Залесовский муниципальный район,2021,10113.0
01613000,Заринский муниципальный район,2007,92851.0
01613000,Заринский муниципальный район,2008,72741.0
01613000,Заринский муниципальный район,2009,70691.0
01613000,Заринский муниципальный район,2010,69045.0
01613000,Заринский муниципальный район,2011,66987.0
01613000,Заринский муниципальный район,2012,66027.0
01613000,Заринский муниципальный район,2013,64193.0
01613000,Заринский муниципальный район,2014,62003.0
01613000,Заринский муниципальный район,2015,61702.0
01613000,Заринский муниципальный район,2016,62467.0
01613000,Заринский муниципальный район,2017,64040.0
01613000,Заринский муниципальный район,2018,64439.0
01613000,Заринский муниципальный район,2019,63455.0
01613000,Заринский муниципальный район,2020,58990.0
01613000,Заринский муниципальный район,2021,53356.0
01613000,Заринский муниципальный район,2022,44838.0
01614000,Змеиногорский муниципальный район,2007,81463.0
01614000,Змеиногорский муниципальный район,2008,74241.0
01614000,Змеиногорский муниципальный район,2009,71986.0
01614000,Змеиногорский муниципальный район,2010,68786.0
01614000,Змеиногорский муниципальный район,2011,65291.0
01614000,Змеиногорский муниципальный район,2012,63365.0
01614000,Змеиногорский муниципальный район,2013,60156.0
01614000,Змеиногорский муниципальный район,2014,57200.0
01614000,Змеиногорский муниципальный район,2015,56369.0
01614000,Змеиногорский муниципальный район,2016,55155.0
01614000,Змеиногорский муниципальный район,2017,56256.0
01614000,Змеиногорский муниципальный район,2018,54940.0
01614000,Змеиногорский муниципальный район,2019,47282.0
01614000,Змеиногорский муниципальный район,2020,37350.0
01614000,Змеиногорский муниципальный район,2021,34005.0
01614000,Змеиногорский муниципальный район,2022,33500.0
01615000,Калманский муниципальный район,2007,70539.0
01615000,Калманский муниципальный район,2008,65817.0
01615000,Калманский муниципальный район,2009,61410.0
01615000,Калманский муниципальный район,2010,59353.0
01615000,Калманский муниципальный район,2011,56043.0
01615000,Калманский муниципальный район,2012,53272.0
01615000,Калманский муниципальный район,2013,48727.0
01615000,Калманский муниципальный район,2014,44367.0
01615000,Калманский муниципальный район,2015,34667.0
01615000,Калманский муниципальный район,2016,31146.0
01615000,Калманский муниципальный район,2017,28162.0
01615000,Калманский муниципальный район,2018,26215.0
01615000,Калманский муниципальный район,2019,27105.0
01615000,Калманский муниципальный район,2020,29340.0
01615000,Калманский муниципальный район,2021,26444.0
01615000,Калманский муниципальный район,2022,26635.0
01616000,Каменский муниципальный район,2007,87881.0
01616000,Каменский муниципальный район,2008,88873.0
01616000,Каменский муниципальный район,2009,85787.0
01616000,Каменский муниципальный район,2010,84444.0
01616000,Каменский муниципальный район,2011,86939.0
01616000,Каменский муниципальный район,2012,85912.0
01616000,Каменский муниципальный район,2013,81772.0
01616000,Каменский муниципальный район,2014,83708.0
01616000,Каменский муниципальный район,2015,245201.0
01616000,Каменский муниципальный район,2016,253695.0
01616000,Каменский муниципальный район,2017,242965.0
01616000,Каменский муниципальный район,2018,240200.0
01616000,Каменский муниципальный район,2019,233687.0
01616000,Каменский муниципальный район,2020,237654.0
01616000,Каменский муниципальный район,2021,236877.0
01616000,Каменский муниципальный район,2022,220542.0
01617000,Ключевский муниципальный район,2007,88774.0
01617000,Ключевский муниципальный район,2008,87222.0
01617000,Ключевский муниципальный район,2009,83699.0
01617000,Ключевский муниципальный район,2010,82462.0
01617000,Ключевский муниципальный район,2011,82569.0
01617000,Ключевский муниципальный район,2012,79462.0
01617000,Ключевский муниципальный район,2013,75756.0
01617000,Ключевский муниципальный район,2014,65366.0
01617000,Ключевский муниципальный район,2015,57161.0
01617000,Ключевский муниципальный район,2016,52854.0
01617000,Ключевский муниципальный район,2017,47862.0
01617000,Ключевский муниципальный район,2018,42913.0
01617000,Ключевский муниципальный район,2019,39524.0
01617000,Ключевский муниципальный район,2020,40220.0
01617000,Ключевский муниципальный район,2021,38278.0
01617000,Ключевский муниципальный район,2022,37260.0
01618000,Косихинский муниципальный район,2007,44982.0
01618000,Косихинский муниципальный район,2008,43282.0
01618000,Косихинский муниципальный район,2009,41788.0
01618000,Косихинский муниципальный район,2010,41946.0
01618000,Косихинский муниципальный район,2011,43185.0
01618000,Косихинский муниципальный район,2012,44582.0
01618000,Косихинский муниципальный район,2013,43074.0
01618000,Косихинский муниципальный район,2014,40812.0
01618000,Косихинский муниципальный район,2015,40869.0
01618000,Косихинский муниципальный район,2016,39785.0
01618000,Косихинский муниципальный район,2017,36627.0
01618000,Косихинский муниципальный район,2018,31587.0
01618000,Косихинский муниципальный район,2019,30227.0
01618000,Косихинский муниципальный район,2020,27378.0
01618000,Косихинский муниципальный район,2021,29421.0
01618000,Косихинский муниципальный район,2022,29469.0
01619000,Красногорский муниципальный район,2007,70366.0
01619000,Красногорский муниципальный район,2008,71335.0
01619000,Красногорский муниципальный район,2009,67858.0
01619000,Красногорский муниципальный район,2010,67932.0
01619000,Красногорский муниципальный район,2011,69464.0
01619000,Красногорский муниципальный район,2012,63939.0
01619000,Красногорский муниципальный район,2013,63021.0
01619000,Красногорский муниципальный район,2014,62408.0
01619000,Красногорский муниципальный район,2015,61641.0
01619000,Красногорский муниципальный район,2016,62402.0
01619000,Красногорский муниципальный район,2017,60120.0
01619000,Красногорский муниципальный район,2018,59321.0
01619000,Красногорский муниципальный район,2019,57132.0
01619000,Красногорский муниципальный район,2020,57899.0
01619000,Красногорский муниципальный район,2021,54371.0
01619000,Красногорский муниципальный район,2022,54453.0
01620000,Краснощёковский муниципальный район,2007,160548.0
01620000,Краснощёковский муниципальный район,2008,156395.0
01620000,Краснощёковский муниципальный район,2009,149128.0
01620000,Краснощёковский муниципальный район,2010,149049.0
01620000,Краснощёковский муниципальный район,2011,140154.0
01620000,Краснощёковский муниципальный район,2012,130394.0
01620000,Краснощёковский муниципальный район,2013,123280.0
01620000,Краснощёковский муниципальный район,2014,115099.0
01620000,Краснощёковский муниципальный район,2015,110462.0
01620000,Краснощёковский муниципальный район,2016,108814.0
01620000,Краснощёковский муниципальный район,2017,114553.0
01620000,Краснощёковский муниципальный район,2018,112137.0
01620000,Краснощёковский муниципальный район,2019,108190.0
01620000,Краснощёковский муниципальный район,2020,77435.0
01620000,Краснощёковский муниципальный район,2021,75854.0
01620000,Краснощёковский муниципальный район,2022,72122.0
01621000,Крутихинский муниципальный район,2007,78711.0
01621000,Крутихинский муниципальный район,2008,73243.0
01621000,Крутихинский муниципальный район,2009,69139.0
01621000,Крутихинский муниципальный район,2010,66276.0
01621000,Крутихинский муниципальный район,2011,58920.0
01621000,Крутихинский муниципальный район,2012,56676.0
01621000,Крутихинский муниципальный район,2013,53016.0
01621000,Крутихинский муниципальный район,2014,50323.0
01621000,Крутихинский муниципальный район,2015,47788.0
01621000,Крутихинский муниципальный район,2016,45792.0
01621000,Крутихинский муниципальный район,2017,44296.0
01621000,Крутихинский муниципальный район,2018,41156.0
01621000,Крутихинский муниципальный район,2019,40717.0
01621000,Крутихинский муниципальный район,2020,32227.0
01621000,Крутихинский муниципальный район,2021,27600.0
01621000,Крутихинский муниципальный район,2022,23984.0
01622000,Кулундинский муниципальный район,2007,93166.0
01622000,Кулундинский муниципальный район,2008,85156.0
01622000,Кулундинский муниципальный район,2009,73124.0
01622000,Кулундинский муниципальный район,2010,72592.0
01622000,Кулундинский муниципальный район,2011,76426.0
01622000,Кулундинский муниципальный район,2012,89819.0
01622000,Кулундинский муниципальный район,2013,63396.0
01622000,Кулундинский муниципальный район,2014,64354.0
01622000,Кулундинский муниципальный район,2015,55678.0
01622000,Кулундинский муниципальный район,2016,59916.0
01622000,Кулундинский муниципальный район,2017,60507.0
01622000,Кулундинский муниципальный район,2018,55312.0
01622000,Кулундинский муниципальный район,2019,53091.0
01622000,Кулундинский муниципальный район,2020,50980.0
01622000,Кулундинский муниципальный район,2021,46654.0
01622000,Кулундинский муниципальный район,2022,46940.0
01623000,Курьинский муниципальный район,2007,75753.0
01623000,Курьинский муниципальный район,2008,71638.0
01623000,Курьинский муниципальный район,2009,69099.0
01623000,Курьинский муниципальный район,2010,67489.0
01623000,Курьинский муниципальный район,2011,63264.0
01623000,Курьинский муниципальный район,2012,59669.0
01623000,Курьинский муниципальный район,2013,56621.0
01623000,Курьинский муниципальный район,2014,52341.0
01623000,Курьинский муниципальный район,2015,48091.0
01623000,Курьинский муниципальный район,2016,44690.0
01623000,Курьинский муниципальный район,2017,41744.0
01623000,Курьинский муниципальный район,2018,38471.0
01623000,Курьинский муниципальный район,2019,35752.0
01623000,Курьинский муниципальный район,2020,28922.0
01623000,Курьинский муниципальный район,2021,28192.0
01623000,Курьинский муниципальный район,2022,26054.0
01624000,Кытмановский муниципальный район,2007,86268.0
01624000,Кытмановский муниципальный район,2008,80693.0
01624000,Кытмановский муниципальный район,2009,77802.0
01624000,Кытмановский муниципальный район,2010,75289.0
01624000,Кытмановский муниципальный район,2011,75226.0
01624000,Кытмановский муниципальный район,2012,73616.0
01624000,Кытмановский муниципальный район,2013,72262.0
01624000,Кытмановский муниципальный район,2014,70910.0
01624000,Кытмановский муниципальный район,2015,67293.0
01624000,Кытмановский муниципальный район,2016,64028.0
01624000,Кытмановский муниципальный район,2017,58456.0
01624000,Кытмановский муниципальный район,2018,49972.0
01624000,Кытмановский муниципальный район,2019,49034.0
01624000,Кытмановский муниципальный район,2020,44137.0
01624000,Кытмановский муниципальный район,2021,41462.0
01624000,Кытмановский муниципальный район,2022,40189.0
01625000,Локтевский муниципальный район,2007,125181.0
01625000,Локтевский муниципальный район,2008,117200.0
01625000,Локтевский муниципальный район,2009,111448.0
01625000,Локтевский муниципальный район,2010,106336.0
01625000,Локтевский муниципальный район,2011,99881.0
01625000,Локтевский муниципальный район,2012,92879.0
01625000,Локтевский муниципальный район,2013,87378.0
01625000,Локтевский муниципальный район,2014,81825.0
01625000,Локтевский муниципальный район,2015,78715.0
01625000,Локтевский муниципальный район,2016,75333.0
01625000,Локтевский муниципальный район,2017,84284.0
01625000,Локтевский муниципальный район,2018,71402.0
01625000,Локтевский муниципальный район,2019,59609.0
01625000,Локтевский муниципальный район,2020,44068.0
01625000,Локтевский муниципальный район,2021,39640.0
01625000,Локтевский муниципальный район,2022,39162.0
01626000,Мамонтовский муниципальный район,2007,197814.0
01626000,Мамонтовский муниципальный район,2008,184582.0
01626000,Мамонтовский муниципальный район,2009,174070.0
01626000,Мамонтовский муниципальный район,2010,163897.0
01626000,Мамонтовский муниципальный район,2011,141510.0
01626000,Мамонтовский муниципальный район,2012,134274.0
01626000,Мамонтовский муниципальный район,2013,124729.0
01626000,Мамонтовский муниципальный район,2014,132982.0
01626000,Мамонтовский муниципальный район,2015,112651.0
01626000,Мамонтовский муниципальный район,2016,113234.0
01626000,Мамонтовский муниципальный район,2017,111464.0
01626000,Мамонтовский муниципальный район,2018,87486.0
01626000,Мамонтовский муниципальный район,2019,81063.0
01626000,Мамонтовский муниципальный район,2020,71647.0
01626000,Мамонтовский муниципальный район,2021,60326.0
01626000,Мамонтовский муниципальный район,2022,51436.0
01627000,Михайловский муниципальный район,2007,70258.0
01627000,Михайловский муниципальный район,2008,66803.0
01627000,Михайловский муниципальный район,2009,64570.0
01627000,Михайловский муниципальный район,2010,61120.0
01627000,Михайловский муниципальный район,2011,58272.0
01627000,Михайловский муниципальный район,2012,55963.0
01627000,Михайловский муниципальный район,2013,53498.0
01627000,Михайловский муниципальный район,2014,51382.0
01627000,Михайловский муниципальный район,2015,49518.0
01627000,Михайловский муниципальный район,2016,48833.0
01627000,Михайловский муниципальный район,2017,46874.0
01627000,Михайловский муниципальный район,2018,45866.0
01627000,Михайловский муниципальный район,2019,42315.0
01627000,Михайловский муниципальный район,2020,39215.0
01627000,Михайловский муниципальный район,2021,38153.0
01627000,Михайловский муниципальный район,2022,33303.0
01628000,Новичихинский муниципальный район,2007,92298.0
01628000,Новичихинский муниципальный район,2008,86796.0
01628000,Новичихинский муниципальный район,2009,81360.0
01628000,Новичихинский муниципальный район,2010,77273.0
01628000,Новичихинский муниципальный район,2011,72014.0
01628000,Новичихинский муниципальный район,2012,69224.0
01628000,Новичихинский муниципальный район,2013,64641.0
01628000,Новичихинский муниципальный район,2014,60299.0
01628000,Новичихинский муниципальный район,2015,57546.0
01628000,Новичихинский муниципальный район,2016,55737.0
01628000,Новичихинский муниципальный район,2017,56155.0
01628000,Новичихинский муниципальный район,2018,54952.0
01628000,Новичихинский муниципальный район,2019,51687.0
01628000,Новичихинский муниципальный район,2020,51751.0
01628000,Новичихинский муниципальный район,2021,46142.0
01628000,Новичихинский муниципальный район,2022,45289.0
01629000,Зональный муниципальный район,2007,73868.0
01629000,Зональный муниципальный район,2008,961637.0
01629000,Зональный муниципальный район,2009,2936023.0
01629000,Зональный муниципальный район,2010,3168184.0
01629000,Зональный муниципальный район,2011,3329447.0
01629000,Зональный муниципальный район,2012,3139496.0
01629000,Зональный муниципальный район,2013,3067302.0
01629000,Зональный муниципальный район,2014,3226890.0
01629000,Зональный муниципальный район,2015,3206225.0
01629000,Зональный муниципальный район,2016,2966878.0
01629000,Зональный муниципальный район,2017,3188464.0
01629000,Зональный муниципальный район,2018,3216283.0
01629000,Зональный муниципальный район,2019,3262135.0
01629000,Зональный муниципальный район,2020,3193597.0
01629000,Зональный муниципальный район,2021,2495430.0
01629000,Зональный муниципальный район,2022,3469295.0
01630000,Павловский муниципальный район,2007,1384847.0
01630000,Павловский муниципальный район,2008,1405870.0
01630000,Павловский муниципальный район,2009,1676905.0
01630000,Павловский муниципальный район,2010,1582094.0
01630000,Павловский муниципальный район,2011,1745429.0
01630000,Павловский муниципальный район,2012,1806754.0
01630000,Павловский муниципальный район,2013,1867912.0
01630000,Павловский муниципальный район,2014,2049433.0
01630000,Павловский муниципальный район,2015,2104214.0
01630000,Павловский муниципальный район,2016,2017467.0
01630000,Павловский муниципальный район,2017,1911963.0
01630000,Павловский муниципальный район,2018,2073333.0
01630000,Павловский муниципальный район,2019,2258185.0
01630000,Павловский муниципальный район,2020,2104337.0
01630000,Павловский муниципальный район,2021,2347102.0
01630000,Павловский муниципальный район,2022,2630644.0
01631000,Панкрушихинский муниципальный район,2007,111338.0
01631000,Панкрушихинский муниципальный район,2008,102304.0
01631000,Панкрушихинский муниципальный район,2009,95719.0
01631000,Панкрушихинский муниципальный район,2010,90840.0
01631000,Панкрушихинский муниципальный район,2011,85069.0
01631000,Панкрушихинский муниципальный район,2012,76215.0
01631000,Панкрушихинский муниципальный район,2013,68925.0
01631000,Панкрушихинский муниципальный район,2014,64741.0
01631000,Панкрушихинский муниципальный район,2015,59099.0
01631000,Панкрушихинский муниципальный район,2016,55291.0
01631000,Панкрушихинский муниципальный район,2017,56556.0
01631000,Панкрушихинский муниципальный район,2018,46519.0
01631000,Панкрушихинский муниципальный район,2019,43705.0
01631000,Панкрушихинский муниципальный район,2020,41259.0
01631000,Панкрушихинский муниципальный район,2021,37747.0
01631000,Панкрушихинский муниципальный район,2022,34134.0
01632000,Первомайский муниципальный район,2007,869867.0
01632000,Первомайский муниципальный район,2008,781437.0
01632000,Первомайский муниципальный район,2009,931740.0
01632000,Первомайский муниципальный район,2010,854824.0
01632000,Первомайский муниципальный район,2011,865854.0
01632000,Первомайский муниципальный район,2012,741881.0
01632000,Первомайский муниципальный район,2013,783630.0
01632000,Первомайский муниципальный район,2014,811326.0
01632000,Первомайский муниципальный район,2015,811574.0
01632000,Первомайский муниципальный район,2016,851696.0
01632000,Первомайский муниципальный район,2017,862886.0
01632000,Первомайский муниципальный район,2018,871751.0
01632000,Первомайский муниципальный район,2019,850115.0
01632000,Первомайский муниципальный район,2020,846245.0
01632000,Первомайский муниципальный район,2021,779946.0
01632000,Первомайский муниципальный район,2022,825305.0
01633000,Петропавловский муниципальный район,2007,106507.0
01633000,Петропавловский муниципальный район,2008,103052.0
01633000,Петропавловский муниципальный район,2009,97029.0
01633000,Петропавловский муниципальный район,2010,92984.0
01633000,Петропавловский муниципальный район,2011,89272.0
01633000,Петропавловский муниципальный район,2012,84570.0
01633000,Петропавловский муниципальный район,2013,76041.0
01633000,Петропавловский муниципальный район,2014,70574.0
01633000,Петропавловский муниципальный район,2015,66953.0
01633000,Петропавловский муниципальный район,2016,64806.0
01633000,Петропавловский муниципальный район,2017,64922.0
01633000,Петропавловский муниципальный район,2018,65435.0
01633000,Петропавловский муниципальный район,2019,63800.0
01633000,Петропавловский муниципальный район,2020,61756.0
01633000,Петропавловский муниципальный район,2021,60353.0
01633000,Петропавловский муниципальный район,2022,59201.0
01634000,Поспелихинский муниципальный район,2007,141108.0
01634000,Поспелихинский муниципальный район,2008,139042.0
01634000,Поспелихинский муниципальный район,2009,125741.0
01634000,Поспелихинский муниципальный район,2010,118779.0
01634000,Поспелихинский муниципальный район,2011,113364.0
01634000,Поспелихинский муниципальный район,2012,102879.0
01634000,Поспелихинский муниципальный район,2013,100445.0
01634000,Поспелихинский муниципальный район,2014,94890.0
01634000,Поспелихинский муниципальный район,2015,92560.0
