oktmo,name,year,livestock
11605000,Вельский муниципальный район,2015,21631.0
11605000,Вельский муниципальный район,2016,27981.0
11605000,Вельский муниципальный район,2017,29418.0
11605000,Вельский муниципальный район,2018,30072.0
11605000,Вельский муниципальный район,2019,28727.0
11605000,Вельский муниципальный район,2020,26836.0
11605000,Вельский муниципальный район,2021,23922.0
11605000,Вельский муниципальный район,2022,25648.0
11608000,Верхнетоемский муниципальный район,2008,7971.0
11608000,Верхнетоемский муниципальный район,2009,7220.0
11608000,Верхнетоемский муниципальный район,2010,7291.0
11608000,Верхнетоемский муниципальный район,2011,6923.0
11608000,Верхнетоемский муниципальный район,2012,6265.0
11608000,Верхнетоемский муниципальный район,2013,6012.0
11608000,Верхнетоемский муниципальный район,2014,5860.0
11608000,Верхнетоемский муниципальный район,2015,5349.0
11608000,Верхнетоемский муниципальный район,2016,4388.0
11608000,Верхнетоемский муниципальный район,2017,3826.0
11608000,Верхнетоемский муниципальный район,2018,3082.0
11608000,Верхнетоемский муниципальный район,2019,2817.0
11608000,Верхнетоемский муниципальный район,2020,2881.0
11608000,Верхнетоемский муниципальный район,2021,2116.0
11611000,Вилегодский муниципальный район,2008,9819.0
11611000,Вилегодский муниципальный район,2009,8965.0
11611000,Вилегодский муниципальный район,2010,8818.0
11611000,Вилегодский муниципальный район,2011,7974.0
11611000,Вилегодский муниципальный район,2012,6750.0
11611000,Вилегодский муниципальный район,2013,6588.0
11611000,Вилегодский муниципальный район,2014,6908.0
11611000,Вилегодский муниципальный район,2015,6388.0
11611000,Вилегодский муниципальный район,2016,6898.0
11611000,Вилегодский муниципальный район,2017,6304.0
11611000,Вилегодский муниципальный район,2018,5788.0
11611000,Вилегодский муниципальный район,2019,5851.0
11611000,Вилегодский муниципальный район,2020,5777.0
11614000,Виноградовский муниципальный район,2008,5329.0
11614000,Виноградовский муниципальный район,2009,5038.0
11614000,Виноградовский муниципальный район,2010,4739.0
11614000,Виноградовский муниципальный район,2011,4985.0
11614000,Виноградовский муниципальный район,2012,4862.0
11614000,Виноградовский муниципальный район,2013,3946.0
11614000,Виноградовский муниципальный район,2014,3964.0
11614000,Виноградовский муниципальный район,2015,4584.0
11614000,Виноградовский муниципальный район,2016,3951.0
11614000,Виноградовский муниципальный район,2017,3913.0
11614000,Виноградовский муниципальный район,2018,3728.0
11614000,Виноградовский муниципальный район,2019,3516.0
11614000,Виноградовский муниципальный район,2020,3270.0
11614000,Виноградовский муниципальный район,2021,2948.0
11618000,Каргопольский муниципальный район,2008,8086.0
11618000,Каргопольский муниципальный район,2009,7934.0
11618000,Каргопольский муниципальный район,2010,7839.0
11618000,Каргопольский муниципальный район,2011,7264.0
11618000,Каргопольский муниципальный район,2012,7049.0
11618000,Каргопольский муниципальный район,2013,6682.0
11618000,Каргопольский муниципальный район,2014,5438.0
11618000,Каргопольский муниципальный район,2015,6114.0
11618000,Каргопольский муниципальный район,2016,6198.0
11618000,Каргопольский муниципальный район,2017,7896.0
11618000,Каргопольский муниципальный район,2018,8020.0
11618000,Каргопольский муниципальный район,2019,7445.0
11618000,Каргопольский муниципальный район,2020,7287.0
11622000,Коношский муниципальный район,2008,9169.0
11622000,Коношский муниципальный район,2009,9268.0
11622000,Коношский муниципальный район,2010,8618.0
11622000,Коношский муниципальный район,2011,8094.0
11622000,Коношский муниципальный район,2012,7879.0
11622000,Коношский муниципальный район,2013,6950.0
11622000,Коношский муниципальный район,2014,6644.0
11622000,Коношский муниципальный район,2015,7475.0
11622000,Коношский муниципальный район,2016,6248.0
11622000,Коношский муниципальный район,2017,7223.0
11622000,Коношский муниципальный район,2018,6844.0
11622000,Коношский муниципальный район,2019,5851.0
11622000,Коношский муниципальный район,2020,5349.0
11622000,Коношский муниципальный район,2021,5118.0
11622000,Коношский муниципальный район,2022,4601.0
11627000,Котласский муниципальный район,2008,10051.0
11627000,Котласский муниципальный район,2009,10450.0
11627000,Котласский муниципальный район,2010,10616.0
11627000,Котласский муниципальный район,2011,10270.0
11627000,Котласский муниципальный район,2012,9891.0
11627000,Котласский муниципальный район,2013,10105.0
11627000,Котласский муниципальный район,2014,9702.0
11627000,Котласский муниципальный район,2015,9104.0
11627000,Котласский муниципальный район,2016,7825.0
11627000,Котласский муниципальный район,2017,6858.0
11627000,Котласский муниципальный район,2018,7000.0
11627000,Котласский муниципальный район,2019,6317.0
11627000,Котласский муниципальный район,2020,6734.0
11627000,Котласский муниципальный район,2021,6412.0
11627000,Котласский муниципальный район,2022,6664.0
11630000,Красноборский муниципальный район,2008,5526.0
11630000,Красноборский муниципальный район,2009,5161.0
11630000,Красноборский муниципальный район,2010,4904.0
11630000,Красноборский муниципальный район,2011,4953.0
11630000,Красноборский муниципальный район,2012,4521.0
11630000,Красноборский муниципальный район,2013,4017.0
11630000,Красноборский муниципальный район,2014,4548.0
11630000,Красноборский муниципальный район,2015,4708.0
11630000,Красноборский муниципальный район,2016,4160.0
11630000,Красноборский муниципальный район,2017,4157.0
11630000,Красноборский муниципальный район,2018,3969.0
11630000,Красноборский муниципальный район,2019,3515.0
11630000,Красноборский муниципальный район,2020,3167.0
11630000,Красноборский муниципальный район,2021,2856.0
11630000,Красноборский муниципальный район,2022,2399.0
11635000,Ленский муниципальный район,2008,2666.0
11635000,Ленский муниципальный район,2009,2543.0
11635000,Ленский муниципальный район,2010,2903.0
11635000,Ленский муниципальный район,2011,2831.0
11635000,Ленский муниципальный район,2012,2693.0
11635000,Ленский муниципальный район,2013,2138.0
11635000,Ленский муниципальный район,2014,2231.0
11635000,Ленский муниципальный район,2015,2383.0
11635000,Ленский муниципальный район,2016,2586.0
11635000,Ленский муниципальный район,2017,2183.0
11635000,Ленский муниципальный район,2018,1427.0
11635000,Ленский муниципальный район,2019,1343.0
11635000,Ленский муниципальный район,2020,1230.0
11635000,Ленский муниципальный район,2021,1725.0
11635000,Ленский муниципальный район,2022,1274.0
11638000,Лешуконский муниципальный район,2008,1764.0
11638000,Лешуконский муниципальный район,2009,1530.0
11638000,Лешуконский муниципальный район,2010,1483.0
11638000,Лешуконский муниципальный район,2011,1439.0
11638000,Лешуконский муниципальный район,2012,1293.0
11638000,Лешуконский муниципальный район,2013,1172.0
11638000,Лешуконский муниципальный район,2014,1230.0
11638000,Лешуконский муниципальный район,2015,1258.0
11638000,Лешуконский муниципальный район,2016,1295.0
11638000,Лешуконский муниципальный район,2017,1245.0
11638000,Лешуконский муниципальный район,2018,1064.0
11638000,Лешуконский муниципальный район,2019,1023.0
11638000,Лешуконский муниципальный район,2020,731.0
11638000,Лешуконский муниципальный район,2021,594.0
11638000,Лешуконский муниципальный район,2022,420.0
11642000,Мезенский муниципальный район,2008,4999.0
11642000,Мезенский муниципальный район,2009,4825.0
11642000,Мезенский муниципальный район,2010,4460.0
11642000,Мезенский муниципальный район,2011,4115.0
11642000,Мезенский муниципальный район,2012,3847.0
11642000,Мезенский муниципальный район,2013,3977.0
11642000,Мезенский муниципальный район,2014,3967.0
11642000,Мезенский муниципальный район,2015,3677.0
11642000,Мезенский муниципальный район,2016,3675.0
11642000,Мезенский муниципальный район,2017,3374.0
11642000,Мезенский муниципальный район,2018,3303.0
11642000,Мезенский муниципальный район,2019,3083.0
11642000,Мезенский муниципальный район,2020,3007.0
11642000,Мезенский муниципальный район,2021,2792.0
11642000,Мезенский муниципальный район,2022,2902.0
11644000,Няндомский муниципальный район,2008,4739.0
11644000,Няндомский муниципальный район,2009,4661.0
11644000,Няндомский муниципальный район,2010,4432.0
11644000,Няндомский муниципальный район,2011,4221.0
11644000,Няндомский муниципальный район,2012,4763.0
11644000,Няндомский муниципальный район,2013,4712.0
11644000,Няндомский муниципальный район,2014,4706.0
11644000,Няндомский муниципальный район,2015,5010.0
11644000,Няндомский муниципальный район,2016,4467.0
11644000,Няндомский муниципальный район,2017,4239.0
11644000,Няндомский муниципальный район,2018,4121.0
11644000,Няндомский муниципальный район,2019,4326.0
11644000,Няндомский муниципальный район,2020,4046.0
11644000,Няндомский муниципальный район,2021,4089.0
11644000,Няндомский муниципальный район,2022,3414.0
11646000,Онежский муниципальный район,2008,6303.0
11646000,Онежский муниципальный район,2009,6349.0
11646000,Онежский муниципальный район,2010,7010.0
11646000,Онежский муниципальный район,2011,7050.0
11646000,Онежский муниципальный район,2012,6485.0
11646000,Онежский муниципальный район,2013,6528.0
11646000,Онежский муниципальный район,2014,6427.0
11646000,Онежский муниципальный район,2015,5972.0
11646000,Онежский муниципальный район,2016,4564.0
11646000,Онежский муниципальный район,2017,4030.0
11646000,Онежский муниципальный район,2018,3118.0
11646000,Онежский муниципальный район,2019,3099.0
11646000,Онежский муниципальный район,2020,2470.0
11646000,Онежский муниципальный район,2021,1842.0
11646000,Онежский муниципальный район,2022,1770.0
11648000,Пинежский муниципальный район,2008,7412.0
11648000,Пинежский муниципальный район,2009,7386.0
11648000,Пинежский муниципальный район,2010,7291.0
11648000,Пинежский муниципальный район,2011,6793.0
11648000,Пинежский муниципальный район,2012,6549.0
11648000,Пинежский муниципальный район,2013,5909.0
11648000,Пинежский муниципальный район,2014,5987.0
11648000,Пинежский муниципальный район,2015,6443.0
11648000,Пинежский муниципальный район,2016,5157.0
11648000,Пинежский муниципальный район,2017,4968.0
11648000,Пинежский муниципальный район,2018,5233.0
11648000,Пинежский муниципальный район,2019,4389.0
11648000,Пинежский муниципальный район,2020,4049.0
11648000,Пинежский муниципальный район,2021,3792.0
11648000,Пинежский муниципальный район,2022,3203.0
11650000,Плесецкий муниципальный район,2008,7252.0
11650000,Плесецкий муниципальный район,2009,6838.0
11650000,Плесецкий муниципальный район,2010,8354.0
11650000,Плесецкий муниципальный район,2011,9187.0
11650000,Плесецкий муниципальный район,2012,8324.0
11650000,Плесецкий муниципальный район,2013,7273.0
11650000,Плесецкий муниципальный район,2014,7316.0
11650000,Плесецкий муниципальный район,2015,8775.0
11650000,Плесецкий муниципальный район,2016,9658.0
11650000,Плесецкий муниципальный район,2017,8666.0
11650000,Плесецкий муниципальный район,2018,8380.0
11650000,Плесецкий муниципальный район,2019,7121.0
11650000,Плесецкий муниципальный район,2020,6886.0
11650000,Плесецкий муниципальный район,2021,4513.0
11652000,Приморский муниципальный район,2008,11538.0
11652000,Приморский муниципальный район,2009,9745.0
11652000,Приморский муниципальный район,2010,8805.0
11652000,Приморский муниципальный район,2011,8956.0
11652000,Приморский муниципальный район,2012,8358.0
11652000,Приморский муниципальный район,2013,5996.0
11652000,Приморский муниципальный район,2014,6366.0
11652000,Приморский муниципальный район,2015,7467.0
11652000,Приморский муниципальный район,2016,8787.0
11652000,Приморский муниципальный район,2017,6630.0
11652000,Приморский муниципальный район,2018,4728.0
11652000,Приморский муниципальный район,2019,3800.0
11652000,Приморский муниципальный район,2020,5294.0
11652000,Приморский муниципальный район,2021,4945.0
11652000,Приморский муниципальный район,2022,4641.0
11654000,Устьянский муниципальный район,2008,26298.0
11654000,Устьянский муниципальный район,2009,25170.0
11654000,Устьянский муниципальный район,2010,25913.0
11654000,Устьянский муниципальный район,2011,24994.0
11654000,Устьянский муниципальный район,2012,25017.0
11654000,Устьянский муниципальный район,2013,24292.0
11654000,Устьянский муниципальный район,2014,24754.0
11654000,Устьянский муниципальный район,2015,26159.0
11654000,Устьянский муниципальный район,2016,24024.0
11654000,Устьянский муниципальный район,2017,22869.0
11654000,Устьянский муниципальный район,2018,22291.0
11654000,Устьянский муниципальный район,2019,20795.0
11654000,Устьянский муниципальный район,2020,20250.0
11654000,Устьянский муниципальный район,2021,20476.0
11654000,Устьянский муниципальный район,2022,20187.0
11656000,Холмогорский муниципальный район,2008,16735.0
11656000,Холмогорский муниципальный район,2009,15279.0
11656000,Холмогорский муниципальный район,2010,14349.0
11656000,Холмогорский муниципальный район,2011,13517.0
11656000,Холмогорский муниципальный район,2012,12378.0
11656000,Холмогорский муниципальный район,2013,11447.0
11656000,Холмогорский муниципальный район,2014,10416.0
11656000,Холмогорский муниципальный район,2015,11461.0
11656000,Холмогорский муниципальный район,2016,10838.0
11656000,Холмогорский муниципальный район,2017,10121.0
11656000,Холмогорский муниципальный район,2018,9675.0
11656000,Холмогорский муниципальный район,2019,9578.0
11656000,Холмогорский муниципальный район,2020,9021.0
11656000,Холмогорский муниципальный район,2021,7879.0
11656000,Холмогорский муниципальный район,2022,6928.0
11658000,Шенкурский муниципальный район,2008,7337.0
11658000,Шенкурский муниципальный район,2009,8467.0
11658000,Шенкурский муниципальный район,2010,7593.0
11658000,Шенкурский муниципальный район,2011,8193.0
11658000,Шенкурский муниципальный район,2012,8049.0
11658000,Шенкурский муниципальный район,2013,7777.0
11658000,Шенкурский муниципальный район,2014,7581.0
11658000,Шенкурский муниципальный район,2015,8060.0
11658000,Шенкурский муниципальный район,2016,7686.0
11658000,Шенкурский муниципальный район,2017,6884.0
11658000,Шенкурский муниципальный район,2018,6176.0
11658000,Шенкурский муниципальный район,2019,4913.0
11658000,Шенкурский муниципальный район,2020,3962.0
11658000,Шенкурский муниципальный район,2021,4220.0
11658000,Шенкурский муниципальный район,2022,4402.0
11701000,город Архангельск,2008,2708.0
11701000,город Архангельск,2009,2285.0
11701000,город Архангельск,2010,2381.0
11701000,город Архангельск,2011,3128.0
11701000,город Архангельск,2012,3311.0
11701000,город Архангельск,2013,3866.0
11701000,город Архангельск,2014,3256.0
11701000,город Архангельск,2015,3620.0
11701000,город Архангельск,2016,2605.0
11701000,город Архангельск,2017,3000.0
11701000,город Архангельск,2018,2940.0
11701000,город Архангельск,2019,2048.0
11701000,город Архангельск,2020,1278.0
11701000,город Архангельск,2021,69.0
11701000,город Архангельск,2022,71.0
11708000,город Коряжма,2008,700.0
11708000,город Коряжма,2009,311.0
11708000,город Коряжма,2010,717.0
11708000,город Коряжма,2011,833.0
11708000,город Коряжма,2012,847.0
11708000,город Коряжма,2013,1036.0
11708000,город Коряжма,2014,950.0
11708000,город Коряжма,2015,886.0
11708000,город Коряжма,2016,541.0
11708000,город Коряжма,2017,549.0
11708000,город Коряжма,2018,541.0
11710000,Котлас,2008,1136.0
11710000,Котлас,2009,890.0
11710000,Котлас,2010,1132.0
11710000,Котлас,2011,1415.0
11710000,Котлас,2012,1216.0
11710000,Котлас,2013,1196.0
11710000,Котлас,2014,999.0
11710000,Котлас,2015,1038.0
11710000,Котлас,2016,675.0
11710000,Котлас,2017,730.0
11710000,Котлас,2018,715.0
11710000,Котлас,2019,96.0
11710000,Котлас,2020,94.0
11710000,Котлас,2021,81.0
11710000,Котлас,2022,93.0
11715000,город Новодвинск,2008,82.0
11715000,город Новодвинск,2009,74.0
11715000,город Новодвинск,2010,71.0
11715000,город Новодвинск,2011,74.0
11715000,город Новодвинск,2012,67.0
11715000,город Новодвинск,2013,65.0
11715000,город Новодвинск,2014,64.0
11715000,город Новодвинск,2015,54.0
11730000,Северодвинск,2008,6273.0
11730000,Северодвинск,2009,6305.0
11730000,Северодвинск,2010,5761.0
11730000,Северодвинск,2011,3267.0
11730000,Северодвинск,2012,850.0
11730000,Северодвинск,2013,608.0
11730000,Северодвинск,2014,636.0
11730000,Северодвинск,2015,801.0
11730000,Северодвинск,2016,748.0
11730000,Северодвинск,2017,590.0
11730000,Северодвинск,2018,531.0
11730000,Северодвинск,2019,420.0
11730000,Северодвинск,2020,302.0
11730000,Северодвинск,2021,298.0
11730000,Северодвинск,2022,388.0
11811000,Муниципальный район Заполярный район,2008,130335.0
11811000,Муниципальный район Заполярный район,2009,131298.0
11811000,Муниципальный район Заполярный район,2010,135296.0
11811000,Муниципальный район Заполярный район,2011,138190.0
11811000,Муниципальный район Заполярный район,2012,135725.0
11811000,Муниципальный район Заполярный район,2013,139579.0
11811000,Муниципальный район Заполярный район,2014,127564.0
11811000,Муниципальный район Заполярный район,2015,161469.0
11811000,Муниципальный район Заполярный район,2016,158957.0
11811000,Муниципальный район Заполярный район,2017,159534.0
11811000,Муниципальный район Заполярный район,2018,177927.0
11811000,Муниципальный район Заполярный район,2019,171718.0
11811000,Муниципальный район Заполярный район,2020,167285.0
11811000,Муниципальный район Заполярный район,2021,173650.0
11811000,Муниципальный район Заполярный район,2022,175489.0
11851000,город Нарьян-Мар,2008,31428.0
11851000,город Нарьян-Мар,2009,31878.0
11851000,город Нарьян-Мар,2010,32344.0
11851000,город Нарьян-Мар,2011,32806.0
11851000,город Нарьян-Мар,2012,35754.0
11851000,город Нарьян-Мар,2013,37309.0
11851000,город Нарьян-Мар,2014,33284.0
11851000,город Нарьян-Мар,2015,4369.0
11851000,город Нарьян-Мар,2016,4406.0
11851000,город Нарьян-Мар,2017,4478.0
11851000,город Нарьян-Мар,2018,4467.0
11851000,город Нарьян-Мар,2019,1351.0
11851000,город Нарьян-Мар,2020,1402.0
11851000,город Нарьян-Мар,2021,1349.0
11851000,город Нарьян-Мар,2022,70.0
12605000,Ахтубинский муниципальный район,2007,304045.0
12605000,Ахтубинский муниципальный район,2008,283362.0
12605000,Ахтубинский муниципальный район,2009,353621.0
12605000,Ахтубинский муниципальный район,2010,365459.0
12605000,Ахтубинский муниципальный район,2011,346711.0
12605000,Ахтубинский муниципальный район,2012,471400.0
12605000,Ахтубинский муниципальный район,2013,469376.0
12605000,Ахтубинский муниципальный район,2014,466102.0
12605000,Ахтубинский муниципальный район,2015,629170.0
12605000,Ахтубинский муниципальный район,2016,656309.0
12605000,Ахтубинский муниципальный район,2017,797230.0
12605000,Ахтубинский муниципальный район,2018,794573.0
12605000,Ахтубинский муниципальный район,2019,785705.0
12605000,Ахтубинский муниципальный район,2020,139301.0
12605000,Ахтубинский муниципальный район,2021,958637.0
12605000,Ахтубинский муниципальный район,2022,1163576.0
12610000,Володарский муниципальный район,2007,73095.0
12610000,Володарский муниципальный район,2008,79819.0
12610000,Володарский муниципальный район,2009,80481.0
12610000,Володарский муниципальный район,2010,84883.0
12610000,Володарский муниципальный район,2011,89907.0
12610000,Володарский муниципальный район,2012,94384.0
12610000,Володарский муниципальный район,2013,94842.0
12610000,Володарский муниципальный район,2014,94392.0
12610000,Володарский муниципальный район,2015,96286.0
12610000,Володарский муниципальный район,2016,105061.0
12610000,Володарский муниципальный район,2017,111168.0
12610000,Володарский муниципальный район,2018,113171.0
12610000,Володарский муниципальный район,2019,103722.0
12610000,Володарский муниципальный район,2020,98742.0
12610000,Володарский муниципальный район,2021,94042.0
12610000,Володарский муниципальный район,2022,90364.0
12615000,Енотаевский муниципальный район,2007,232367.0
12615000,Енотаевский муниципальный район,2008,289818.0
12615000,Енотаевский муниципальный район,2009,285497.0
12615000,Енотаевский муниципальный район,2010,306841.0
12615000,Енотаевский муниципальный район,2011,315249.0
12615000,Енотаевский муниципальный район,2012,317680.0
12615000,Енотаевский муниципальный район,2013,322963.0
12615000,Енотаевский муниципальный район,2014,305354.0
12615000,Енотаевский муниципальный район,2015,319670.0
12615000,Енотаевский муниципальный район,2016,348644.0
12615000,Енотаевский муниципальный район,2017,323544.0
12615000,Енотаевский муниципальный район,2018,329659.0
12615000,Енотаевский муниципальный район,2019,419168.0
12615000,Енотаевский муниципальный район,2020,260843.0
12615000,Енотаевский муниципальный район,2021,285046.0
12615000,Енотаевский муниципальный район,2022,272893.0
12620000,Икрянинский муниципальный район,2007,186178.0
12620000,Икрянинский муниципальный район,2008,136606.0
12620000,Икрянинский муниципальный район,2009,169205.0
12620000,Икрянинский муниципальный район,2010,538252.0
12620000,Икрянинский муниципальный район,2011,509466.0
12620000,Икрянинский муниципальный район,2012,252367.0
12620000,Икрянинский муниципальный район,2013,353006.0
12620000,Икрянинский муниципальный район,2014,396474.0
12620000,Икрянинский муниципальный район,2015,393600.0
12620000,Икрянинский муниципальный район,2016,110259.0
12620000,Икрянинский муниципальный район,2017,117299.0
12620000,Икрянинский муниципальный район,2018,120757.0
12620000,Икрянинский муниципальный район,2019,105108.0
12620000,Икрянинский муниципальный район,2020,94028.0
12620000,Икрянинский муниципальный район,2021,93651.0
12620000,Икрянинский муниципальный район,2022,84826.0
12625000,Камызякский муниципальный район,2007,118855.0
12625000,Камызякский муниципальный район,2008,95098.0
12625000,Камызякский муниципальный район,2009,94692.0
12625000,Камызякский муниципальный район,2010,99535.0
12625000,Камызякский муниципальный район,2011,107127.0
12625000,Камызякский муниципальный район,2012,112654.0
12625000,Камызякский муниципальный район,2013,113014.0
12625000,Камызякский муниципальный район,2014,108644.0
12625000,Камызякский муниципальный район,2015,111562.0
12625000,Камызякский муниципальный район,2016,147540.0
12625000,Камызякский муниципальный район,2017,155646.0
12625000,Камызякский муниципальный район,2018,160536.0
12625000,Камызякский муниципальный район,2019,144234.0
12625000,Камызякский муниципальный район,2020,111489.0
12625000,Камызякский муниципальный район,2021,110847.0
12625000,Камызякский муниципальный район,2022,103752.0
12630000,Красноярский муниципальный район,2007,76038.0
12630000,Красноярский муниципальный район,2008,80486.0
12630000,Красноярский муниципальный район,2009,93826.0
12630000,Красноярский муниципальный район,2010,101405.0
12630000,Красноярский муниципальный район,2011,110236.0
12630000,Красноярский муниципальный район,2012,105412.0
12630000,Красноярский муниципальный район,2013,106312.0
12630000,Красноярский муниципальный район,2014,109037.0
12630000,Красноярский муниципальный район,2015,111671.0
12630000,Красноярский муниципальный район,2016,121766.0
12630000,Красноярский муниципальный район,2017,129164.0
12630000,Красноярский муниципальный район,2018,131719.0
12630000,Красноярский муниципальный район,2019,121120.0
12630000,Красноярский муниципальный район,2020,113670.0
12630000,Красноярский муниципальный район,2021,108952.0
12630000,Красноярский муниципальный район,2022,105108.0
12635000,Лиманский муниципальный район,2007,258306.0
12635000,Лиманский муниципальный район,2008,281708.0
12635000,Лиманский муниципальный район,2009,288126.0
12635000,Лиманский муниципальный район,2010,299838.0
12635000,Лиманский муниципальный район,2011,344148.0
12635000,Лиманский муниципальный район,2012,343662.0
12635000,Лиманский муниципальный район,2013,346265.0
12635000,Лиманский муниципальный район,2014,337263.0
12635000,Лиманский муниципальный район,2015,327837.0
12635000,Лиманский муниципальный район,2016,357241.0
12635000,Лиманский муниципальный район,2017,360646.0
12635000,Лиманский муниципальный район,2018,363367.0
12635000,Лиманский муниципальный район,2019,351735.0
12635000,Лиманский муниципальный район,2020,300257.0
12635000,Лиманский муниципальный район,2021,295801.0
12635000,Лиманский муниципальный район,2022,309417.0
12640000,Наримановский муниципальный район,2007,598124.0
12640000,Наримановский муниципальный район,2008,614791.0
12640000,Наримановский муниципальный район,2009,651119.0
12640000,Наримановский муниципальный район,2010,609227.0
12640000,Наримановский муниципальный район,2011,672825.0
12640000,Наримановский муниципальный район,2012,689598.0
12640000,Наримановский муниципальный район,2013,701011.0
12640000,Наримановский муниципальный район,2014,679692.0
12640000,Наримановский муниципальный район,2015,661363.0
12640000,Наримановский муниципальный район,2016,647196.0
12640000,Наримановский муниципальный район,2017,649040.0
12640000,Наримановский муниципальный район,2018,631515.0
12640000,Наримановский муниципальный район,2019,630656.0
12640000,Наримановский муниципальный район,2020,585936.0
12640000,Наримановский муниципальный район,2021,584313.0
12640000,Наримановский муниципальный район,2022,520757.0
12642000,Приволжский муниципальный район,2007,60977.0
12642000,Приволжский муниципальный район,2008,68541.0
12642000,Приволжский муниципальный район,2009,73994.0
12642000,Приволжский муниципальный район,2010,74988.0
12642000,Приволжский муниципальный район,2011,79692.0
12642000,Приволжский муниципальный район,2012,76184.0
12642000,Приволжский муниципальный район,2013,72872.0
12642000,Приволжский муниципальный район,2014,70789.0
12642000,Приволжский муниципальный район,2015,74979.0
12642000,Приволжский муниципальный район,2016,86736.0
12642000,Приволжский муниципальный район,2017,87976.0
12642000,Приволжский муниципальный район,2018,90553.0
12642000,Приволжский муниципальный район,2019,83890.0
12642000,Приволжский муниципальный район,2020,80882.0
12642000,Приволжский муниципальный район,2021,78044.0
12642000,Приволжский муниципальный район,2022,77290.0
12645000,Харабалинский муниципальный район,2007,338250.0
12645000,Харабалинский муниципальный район,2008,423608.0
12645000,Харабалинский муниципальный район,2009,467690.0
12645000,Харабалинский муниципальный район,2010,495985.0
12645000,Харабалинский муниципальный район,2011,629749.0
12645000,Харабалинский муниципальный район,2012,704856.0
12645000,Харабалинский муниципальный район,2013,688776.0
12645000,Харабалинский муниципальный район,2014,813901.0
12645000,Харабалинский муниципальный район,2015,777938.0
12645000,Харабалинский муниципальный район,2016,204633.0
12645000,Харабалинский муниципальный район,2017,625794.0
12645000,Харабалинский муниципальный район,2018,770707.0
12645000,Харабалинский муниципальный район,2019,787114.0
12645000,Харабалинский муниципальный район,2020,836160.0
12645000,Харабалинский муниципальный район,2021,831504.0
12645000,Харабалинский муниципальный район,2022,823646.0
12650000,Черноярский муниципальный район,2007,307744.0
12650000,Черноярский муниципальный район,2008,336508.0
12650000,Черноярский муниципальный район,2009,333032.0
12650000,Черноярский муниципальный район,2010,370331.0
12650000,Черноярский муниципальный район,2011,371879.0
12650000,Черноярский муниципальный район,2012,386257.0
12650000,Черноярский муниципальный район,2013,364632.0
12650000,Черноярский муниципальный район,2014,347132.0
12650000,Черноярский муниципальный район,2015,358645.0
12650000,Черноярский муниципальный район,2016,364987.0
12650000,Черноярский муниципальный район,2017,346495.0
12650000,Черноярский муниципальный район,2018,343815.0
12650000,Черноярский муниципальный район,2019,335928.0
12650000,Черноярский муниципальный район,2020,322470.0
12650000,Черноярский муниципальный район,2021,313480.0
12650000,Черноярский муниципальный район,2022,312267.0
12701000,город Астрахань,2007,41532.0
12701000,город Астрахань,2008,37081.0
12701000,город Астрахань,2009,35999.0
12701000,город Астрахань,2010,32978.0
12701000,город Астрахань,2011,34324.0
12701000,город Астрахань,2012,33861.0
12701000,город Астрахань,2013,33963.0
12701000,город Астрахань,2014,32105.0
12701000,город Астрахань,2015,35451.0
12701000,город Астрахань,2016,50334.0
12701000,город Астрахань,2017,50563.0
12701000,город Астрахань,2018,54528.0
12701000,город Астрахань,2019,41314.0
12701000,город Астрахань,2020,32625.0
12701000,город Астрахань,2021,33377.0
12701000,город Астрахань,2022,28185.0
12719000,ЗАТО Знаменск,2007,12228.0
12719000,ЗАТО Знаменск,2008,4060.0
12719000,ЗАТО Знаменск,2009,4036.0
12719000,ЗАТО Знаменск,2010,3999.0
12719000,ЗАТО Знаменск,2011,3974.0
12719000,ЗАТО Знаменск,2012,3893.0
12719000,ЗАТО Знаменск,2013,4081.0
12719000,ЗАТО Знаменск,2014,3957.0
12719000,ЗАТО Знаменск,2015,4182.0
12719000,ЗАТО Знаменск,2016,4552.0
12719000,ЗАТО Знаменск,2017,4853.0
12719000,ЗАТО Знаменск,2018,4865.0
12719000,ЗАТО Знаменск,2019,4282.0
12719000,ЗАТО Знаменск,2020,3886.0
12719000,ЗАТО Знаменск,2021,3968.0
12719000,ЗАТО Знаменск,2022,3821.0
14605000,Муниципальный район Алексеевский район и город Алексеевка,2007,347641.0
14605000,Муниципальный район Алексеевский район и город Алексеевка,2008,319311.0
14605000,Муниципальный район Алексеевский район и город Алексеевка,2009,342995.0
14605000,Муниципальный район Алексеевский район и город Алексеевка,2010,454790.0
14605000,Муниципальный район Алексеевский район и город Алексеевка,2011,517325.0
14605000,Муниципальный район Алексеевский район и город Алексеевка,2012,549822.0
14605000,Муниципальный район Алексеевский район и город Алексеевка,2013,526744.0
14605000,Муниципальный район Алексеевский район и город Алексеевка,2014,618698.0
14605000,Муниципальный район Алексеевский район и город Алексеевка,2015,684789.0
14605000,Муниципальный район Алексеевский район и город Алексеевка,2016,287751.0
14605000,Муниципальный район Алексеевский район и город Алексеевка,2017,246647.0
14605000,Муниципальный район Алексеевский район и город Алексеевка,2018,425708.0
