oktmo,name,year,cliniccap
8624404,Георгиевское,2011,44.0
8624404,Георгиевское,2012,44.0
8624404,Георгиевское,2013,44.0
8624437,Полетненское,2008,40.0
8624437,Полетненское,2009,40.0
8624437,Полетненское,2010,40.0
8624437,Полетненское,2011,40.0
8624437,Полетненское,2012,40.0
8624437,Полетненское,2013,40.0
8624440,Святогорское,2008,23.0
8624440,Святогорское,2009,23.0
8624440,Святогорское,2010,23.0
8624440,Святогорское,2011,23.0
8624440,Святогорское,2012,23.0
8624440,Святогорское,2013,23.0
8624446,Ситинское,2008,39.0
8624446,Ситинское,2009,39.0
8624446,Ситинское,2010,39.0
8624446,Ситинское,2011,39.0
8624446,Ситинское,2012,39.0
8624446,Ситинское,2013,39.0
8624450,поселок Сукпай,2008,32.0
8624450,поселок Сукпай,2009,32.0
8624450,поселок Сукпай,2010,32.0
8624450,поселок Сукпай,2011,32.0
8624450,поселок Сукпай,2012,32.0
8624450,поселок Сукпай,2013,32.0
8628000,Нанайский муниципальный район,2008,420.4
8628000,Нанайский муниципальный район,2009,420.4
8628000,Нанайский муниципальный район,2010,420.4
8628000,Нанайский муниципальный район,2011,420.4
8628000,Нанайский муниципальный район,2012,420.4
8628000,Нанайский муниципальный район,2013,420.4
8628401,Село Троицкое (до 2007г.),2008,200.0
8628422,поселок Джонка,2008,17.5
8628422,поселок Джонка,2009,17.5
8628422,поселок Джонка,2010,17.5
8628422,поселок Джонка,2011,17.5
8628422,поселок Джонка,2012,17.5
8628422,поселок Джонка,2013,17.5
8628423,Дубовомысское,2008,20.0
8628423,Дубовомысское,2009,20.0
8628423,Дубовомысское,2010,20.0
8628423,Дубовомысское,2011,20.0
8628423,Дубовомысское,2012,20.0
8628423,Дубовомысское,2013,20.0
8628424,село Иннокентьевка,2008,22.7
8628424,село Иннокентьевка,2009,22.7
8628424,село Иннокентьевка,2010,22.7
8628424,село Иннокентьевка,2011,22.7
8628424,село Иннокентьевка,2012,22.7
8628424,село Иннокентьевка,2013,22.7
8628425,Лидогинское,2008,55.5
8628425,Лидогинское,2009,55.5
8628425,Лидогинское,2010,55.5
8628425,Лидогинское,2011,55.5
8628425,Лидогинское,2012,55.5
8628425,Лидогинское,2013,55.5
8628428,село Маяк,2008,35.0
8628428,село Маяк,2009,35.0
8628428,село Маяк,2010,35.0
8628428,село Маяк,2011,35.0
8628428,село Маяк,2012,35.0
8628428,село Маяк,2013,35.0
8628431,Найхинское,2008,50.0
8628431,Найхинское,2009,50.0
8628431,Найхинское,2010,50.0
8628431,Найхинское,2011,50.0
8628431,Найхинское,2012,50.0
8628431,Найхинское,2013,50.0
8628437,Синдинское,2008,19.7
8628437,Синдинское,2009,19.7
8628437,Синдинское,2010,19.7
8628437,Синдинское,2011,19.7
8628437,Синдинское,2012,19.7
8628437,Синдинское,2013,19.7
8628439,село Троицкое,2008,200.0
8628439,село Троицкое,2009,200.0
8628439,село Троицкое,2010,200.0
8628439,село Троицкое,2011,200.0
8628439,село Троицкое,2012,200.0
8628439,село Троицкое,2013,200.0
8631000,Николаевский муниципальный район,2008,756.0
8631000,Николаевский муниципальный район,2009,756.0
8631000,Николаевский муниципальный район,2010,756.0
8631000,Николаевский муниципальный район,2011,846.0
8631000,Николаевский муниципальный район,2012,846.0
8631000,Николаевский муниципальный район,2013,984.0
8631101,город Николаевск-на-Амуре,2008,446.0
8631101,город Николаевск-на-Амуре,2009,446.0
8631101,город Николаевск-на-Амуре,2010,446.0
8631101,город Николаевск-на-Амуре,2011,446.0
8631101,город Николаевск-на-Амуре,2012,446.0
8631101,город Николаевск-на-Амуре,2013,584.0
8631154,рабочий поселок Лазарев,2008,120.0
8631154,рабочий поселок Лазарев,2009,120.0
8631154,рабочий поселок Лазарев,2010,120.0
8631154,рабочий поселок Лазарев,2011,120.0
8631154,рабочий поселок Лазарев,2012,120.0
8631154,рабочий поселок Лазарев,2013,120.0
8631157,Магинское,2008,150.0
8631157,Магинское,2009,150.0
8631157,Магинское,2010,150.0
8631157,Магинское,2011,150.0
8631158,рабочий поселок Многовершинный,2008,30.0
8631158,рабочий поселок Многовершинный,2009,30.0
8631158,рабочий поселок Многовершинный,2010,120.0
8631158,рабочий поселок Многовершинный,2011,120.0
8631158,рабочий поселок Многовершинный,2012,120.0
8631158,рабочий поселок Многовершинный,2013,120.0
8631414,Магинское,2012,150.0
8631414,Магинское,2013,150.0
8631425,Озерпахское,2008,10.0
8631425,Озерпахское,2009,10.0
8631425,Озерпахское,2010,10.0
8631425,Озерпахское,2011,10.0
8631425,Озерпахское,2012,10.0
8631425,Озерпахское,2013,10.0
8634000,Охотский муниципальный район,2008,152.0
8634000,Охотский муниципальный район,2009,167.0
8634000,Охотский муниципальный район,2010,167.0
8634000,Охотский муниципальный район,2011,167.0
8634000,Охотский муниципальный район,2012,167.0
8634000,Охотский муниципальный район,2013,167.0
8634151,рабочий поселок Охотск,2008,100.0
8634151,рабочий поселок Охотск,2009,115.0
8634151,рабочий поселок Охотск,2010,115.0
8634151,рабочий поселок Охотск,2011,115.0
8634151,рабочий поселок Охотск,2012,115.0
8634151,рабочий поселок Охотск,2013,115.0
8634402,Аркинское,2008,12.0
8634402,Аркинское,2009,12.0
8634402,Аркинское,2010,12.0
8634402,Аркинское,2011,12.0
8634402,Аркинское,2012,12.0
8634402,Аркинское,2013,12.0
8634404,Булгинское,2008,15.0
8634404,Булгинское,2009,15.0
8634404,Булгинское,2010,15.0
8634404,Булгинское,2011,15.0
8634404,Булгинское,2012,15.0
8634404,Булгинское,2013,15.0
8634407,село Вострецово,2008,10.0
8634407,село Вострецово,2009,10.0
8634407,село Вострецово,2010,10.0
8634407,село Вострецово,2011,10.0
8634407,село Вострецово,2012,10.0
8634407,село Вострецово,2013,10.0
8634410,Инское,2008,15.0
8634410,Инское,2009,15.0
8634410,Инское,2010,15.0
8634410,Инское,2011,15.0
8634410,Инское,2012,15.0
8634410,Инское,2013,15.0
8637000,Муниципальный район имени Полины Осипенко,2008,53.0
8637000,Муниципальный район имени Полины Осипенко,2009,53.0
8637000,Муниципальный район имени Полины Осипенко,2010,53.0
8637000,Муниципальный район имени Полины Осипенко,2011,53.0
8637000,Муниципальный район имени Полины Осипенко,2012,75.0
8637000,Муниципальный район имени Полины Осипенко,2013,47.0
8637402,Бриаканское,2008,9.0
8637402,Бриаканское,2009,9.0
8637402,Бриаканское,2010,9.0
8637402,Бриаканское,2011,9.0
8637402,Бриаканское,2012,24.0
8637402,Бриаканское,2013,9.0
8637406,село имени Полины Осипенко,2008,32.0
8637406,село имени Полины Осипенко,2009,32.0
8637406,село имени Полины Осипенко,2010,32.0
8637406,село имени Полины Осипенко,2011,32.0
8637406,село имени Полины Осипенко,2012,33.0
8637406,село имени Полины Осипенко,2013,23.0
8637419,Херпучинское,2008,12.0
8637419,Херпучинское,2009,12.0
8637419,Херпучинское,2010,12.0
8637419,Херпучинское,2011,12.0
8637419,Херпучинское,2012,18.0
8637419,Херпучинское,2013,15.0
8642000,Советско-Гаванский муниципальный район,2008,1676.0
8642000,Советско-Гаванский муниципальный район,2009,1676.0
8642000,Советско-Гаванский муниципальный район,2010,1676.0
8642000,Советско-Гаванский муниципальный район,2011,1584.0
8642000,Советско-Гаванский муниципальный район,2012,1584.0
8642000,Советско-Гаванский муниципальный район,2013,1656.0
8642101,город Советская Гавань,2008,973.0
8642101,город Советская Гавань,2009,973.0
8642101,город Советская Гавань,2010,973.0
8642101,город Советская Гавань,2011,824.0
8642101,город Советская Гавань,2012,824.0
8642101,город Советская Гавань,2013,1040.0
8642159,рабочий поселок Заветы Ильича,2008,436.0
8642159,рабочий поселок Заветы Ильича,2009,436.0
8642159,рабочий поселок Заветы Ильича,2010,436.0
8642159,рабочий поселок Заветы Ильича,2011,493.0
8642159,рабочий поселок Заветы Ильича,2012,493.0
8642159,рабочий поселок Заветы Ильича,2013,493.0
8642162,рабочий поселок Лососина,2008,159.0
8642162,рабочий поселок Лососина,2009,159.0
8642162,рабочий поселок Лососина,2010,159.0
8642162,рабочий поселок Лососина,2011,159.0
8642162,рабочий поселок Лососина,2012,159.0
8642162,рабочий поселок Лососина,2013,53.0
8642165,рабочий поселок Майский,2008,108.0
8642165,рабочий поселок Майский,2009,108.0
8642165,рабочий поселок Майский,2010,108.0
8642165,рабочий поселок Майский,2011,108.0
8642165,рабочий поселок Майский,2012,108.0
8642165,рабочий поселок Майский,2013,70.0
8644000,Солнечный муниципальный район,2008,766.0
8644000,Солнечный муниципальный район,2009,766.0
8644000,Солнечный муниципальный район,2010,766.0
8644000,Солнечный муниципальный район,2011,766.0
8644000,Солнечный муниципальный район,2012,766.0
8644000,Солнечный муниципальный район,2013,765.0
8644151,рабочий поселок Солнечный,2008,494.0
8644151,рабочий поселок Солнечный,2009,494.0
8644151,рабочий поселок Солнечный,2010,494.0
8644151,рабочий поселок Солнечный,2011,494.0
8644151,рабочий поселок Солнечный,2012,494.0
8644151,рабочий поселок Солнечный,2013,494.0
8644153,Горненское,2008,14.0
8644153,Горненское,2009,14.0
8644153,Горненское,2010,14.0
8644153,Горненское,2011,14.0
8644153,Горненское,2012,14.0
8644153,Горненское,2013,14.0
8644404,Березовское,2008,104.0
8644404,Березовское,2009,104.0
8644404,Березовское,2010,104.0
8644404,Березовское,2011,104.0
8644404,Березовское,2012,104.0
8644404,Березовское,2013,103.0
8644406,поселок Горин,2008,84.0
8644406,поселок Горин,2009,84.0
8644406,поселок Горин,2010,84.0
8644406,поселок Горин,2011,84.0
8644406,поселок Горин,2012,84.0
8644406,поселок Горин,2013,84.0
8644410,Дукинское,2008,26.0
8644410,Дукинское,2009,26.0
8644410,Дукинское,2010,26.0
8644410,Дукинское,2011,26.0
8644410,Дукинское,2012,26.0
8644410,Дукинское,2013,26.0
8644416,село Кондон,2008,3.0
8644416,село Кондон,2009,3.0
8644416,село Кондон,2010,3.0
8644416,село Кондон,2011,3.0
8644416,село Кондон,2012,3.0
8644416,село Кондон,2013,3.0
8644428,Хурмулинское,2008,25.0
8644428,Хурмулинское,2009,25.0
8644428,Хурмулинское,2010,25.0
8644428,Хурмулинское,2011,25.0
8644428,Хурмулинское,2012,25.0
8644428,Хурмулинское,2013,25.0
8644430,село Эворон,2008,16.0
8644430,село Эворон,2009,16.0
8644430,село Эворон,2010,16.0
8644430,село Эворон,2011,16.0
8644430,село Эворон,2012,16.0
8644430,село Эворон,2013,16.0
8646000,Тугуро-Чумиканский муниципальный район,2008,86.0
8646000,Тугуро-Чумиканский муниципальный район,2009,86.0
8646000,Тугуро-Чумиканский муниципальный район,2010,86.0
8646000,Тугуро-Чумиканский муниципальный район,2011,71.0
8646000,Тугуро-Чумиканский муниципальный район,2012,71.0
8646000,Тугуро-Чумиканский муниципальный район,2013,71.0
8646401,Село Чумикан (до 2008г.),2008,56.0
8646407,село Тугур,2008,15.0
8646407,село Тугур,2009,15.0
8646407,село Тугур,2010,15.0
8646407,село Тугур,2011,7.0
8646407,село Тугур,2012,7.0
8646407,село Тугур,2013,7.0
8646410,село Удское,2008,15.0
8646410,село Удское,2009,15.0
8646410,село Удское,2010,15.0
8646410,село Удское,2011,8.0
8646410,село Удское,2012,8.0
8646410,село Удское,2013,8.0
8646411,село Чумикан,2008,56.0
8646411,село Чумикан,2009,56.0
8646411,село Чумикан,2010,56.0
8646411,село Чумикан,2011,56.0
8646411,село Чумикан,2012,56.0
8646411,село Чумикан,2013,56.0
8650000,Ульчский муниципальный район,2008,372.0
8650000,Ульчский муниципальный район,2009,397.0
8650000,Ульчский муниципальный район,2010,397.0
8650000,Ульчский муниципальный район,2011,366.0
8650000,Ульчский муниципальный район,2012,427.0
8650000,Ульчский муниципальный район,2013,427.0
8650401,село Богородское,2008,157.0
8650401,село Богородское,2009,182.0
8650401,село Богородское,2010,205.0
8650401,село Богородское,2011,149.0
8650401,село Богородское,2012,218.0
8650401,село Богородское,2013,218.0
8650407,село Булава,2008,30.0
8650407,село Булава,2009,30.0
8650407,село Булава,2010,30.0
8650407,село Булава,2011,30.0
8650407,село Булава,2012,30.0
8650407,село Булава,2013,30.0
8650413,Де-Кастринское,2008,36.0
8650413,Де-Кастринское,2009,36.0
8650413,Де-Кастринское,2010,36.0
8650413,Де-Кастринское,2011,91.0
8650413,Де-Кастринское,2012,91.0
8650413,Де-Кастринское,2013,71.0
8650425,Мариинское,2008,34.0
8650425,Мариинское,2009,34.0
8650425,Мариинское,2010,34.0
8650425,Мариинское,2011,25.0
8650425,Мариинское,2012,25.0
8650425,Мариинское,2013,25.0
8650440,село Софийск,2008,23.0
8650440,село Софийск,2009,23.0
8650440,село Софийск,2010,23.0
8650440,село Софийск,2011,23.0
8650440,село Софийск,2012,23.0
8650440,село Софийск,2013,23.0
8650449,Тахтинское,2008,58.0
8650449,Тахтинское,2009,58.0
8650449,Тахтинское,2010,35.0
8650449,Тахтинское,2011,25.0
8650449,Тахтинское,2012,37.0
8650449,Тахтинское,2013,37.0
8650458,поселок Циммермановка,2008,34.0
8650458,поселок Циммермановка,2009,34.0
8650458,поселок Циммермановка,2010,34.0
8650458,поселок Циммермановка,2011,23.0
8650458,поселок Циммермановка,2012,23.0
8650458,поселок Циммермановка,2013,23.0
8655000,Хабаровский муниципальный район,2008,903.0
8655000,Хабаровский муниципальный район,2009,991.0
8655000,Хабаровский муниципальный район,2010,1026.0
8655000,Хабаровский муниципальный район,2011,1023.0
8655000,Хабаровский муниципальный район,2012,1269.0
8655000,Хабаровский муниципальный район,2013,2564.0
8655155,Корфовское,2008,58.0
8655155,Корфовское,2009,58.0
8655155,Корфовское,2010,58.0
8655155,Корфовское,2011,58.0
8655155,Корфовское,2012,58.0
8655155,Корфовское,2013,132.0
8655402,Анастасьевское,2008,30.0
8655402,Анастасьевское,2009,30.0
8655402,Анастасьевское,2010,30.0
8655402,Анастасьевское,2011,30.0
8655402,Анастасьевское,2012,20.0
8655402,Анастасьевское,2013,36.0
8655407,село Бычиха,2008,72.0
8655407,село Бычиха,2009,72.0
8655407,село Бычиха,2010,72.0
8655407,село Бычиха,2011,72.0
8655407,село Бычиха,2012,72.0
8655407,село Бычиха,2013,45.0
8655415,Дружбинское,2008,54.0
8655415,Дружбинское,2009,54.0
8655415,Дружбинское,2010,54.0
8655415,Дружбинское,2011,54.0
8655415,Дружбинское,2012,54.0
8655415,Дружбинское,2013,45.0
8655416,Елабужское,2008,6.0
8655416,Елабужское,2009,6.0
8655416,Елабужское,2010,6.0
8655416,Елабужское,2011,6.0
8655416,Елабужское,2012,20.0
8655416,Елабужское,2013,36.0
8655419,село Ильинка,2008,70.0
8655419,село Ильинка,2009,70.0
8655419,село Ильинка,2010,70.0
8655419,село Ильинка,2011,70.0
8655419,село Ильинка,2012,70.0
8655419,село Ильинка,2013,70.0
8655425,Князе-Волконское,2008,69.0
8655425,Князе-Волконское,2009,69.0
8655425,Князе-Волконское,2010,69.0
8655425,Князе-Волконское,2011,69.0
8655425,Князе-Волконское,2012,69.0
8655425,Князе-Волконское,2013,337.0
8655431,Корсаковское,2008,43.0
8655431,Корсаковское,2009,43.0
8655431,Корсаковское,2010,43.0
8655431,Корсаковское,2011,43.0
8655431,Корсаковское,2012,43.0
8655431,Корсаковское,2013,90.0
8655434,Куканское,2010,30.0
8655434,Куканское,2011,30.0
8655434,Куканское,2012,30.0
8655434,Куканское,2013,25.0
8655443,Мичуринское,2008,33.0
8655443,Мичуринское,2009,33.0
8655443,Мичуринское,2010,33.0
8655443,Мичуринское,2011,33.0
8655443,Мичуринское,2012,25.0
8655443,Мичуринское,2013,50.0
8655448,село Некрасовка,2008,144.0
8655448,село Некрасовка,2009,144.0
8655448,село Некрасовка,2010,144.0
8655448,село Некрасовка,2011,144.0
8655448,село Некрасовка,2012,144.0
8655448,село Некрасовка,2013,600.0
8655452,село Новокуровка,2013,30.0
8655453,Осиновореченское,2008,25.0
8655453,Осиновореченское,2009,25.0
8655453,Осиновореченское,2010,25.0
8655453,Осиновореченское,2011,25.0
8655453,Осиновореченское,2012,25.0
8655453,Осиновореченское,2013,50.0
8655458,Побединское,2008,25.0
8655458,Побединское,2009,36.0
8655458,Побединское,2010,36.0
8655458,Побединское,2011,36.0
8655458,Побединское,2012,36.0
8655458,Побединское,2013,30.0
8655459,Ракитненское,2008,100.0
8655459,Ракитненское,2009,100.0
8655459,Ракитненское,2010,100.0
8655459,Ракитненское,2011,100.0
8655459,Ракитненское,2012,100.0
8655459,Ракитненское,2013,100.0
8655460,Сергеевское,2008,49.0
8655460,Сергеевское,2009,49.0
8655460,Сергеевское,2010,49.0
8655460,Сергеевское,2011,49.0
8655460,Сергеевское,2012,49.0
8655460,Сергеевское,2013,73.0
8655465,Тополевское,2008,300.0
8655465,Тополевское,2009,300.0
8655465,Тополевское,2010,300.0
8655465,Тополевское,2011,300.0
8655465,Тополевское,2012,278.0
8655465,Тополевское,2013,675.0
8655476,Восточное,2009,100.0
8655476,Восточное,2010,100.0
8655476,Восточное,2011,100.0
8655476,Восточное,2012,100.0
8655476,Восточное,2013,140.0
8701000,город Хабаровск,2008,16637.0
8701000,город Хабаровск,2009,15447.0
8701000,город Хабаровск,2010,15915.0
8701000,город Хабаровск,2011,15715.0
8701000,город Хабаровск,2012,15715.0
8701000,город Хабаровск,2013,16098.0
8709000,город Комсомольск-на-Амуре,2008,6996.0
8709000,город Комсомольск-на-Амуре,2009,6504.0
8709000,город Комсомольск-на-Амуре,2010,6504.0
8709000,город Комсомольск-на-Амуре,2011,6929.0
8709000,город Комсомольск-на-Амуре,2012,6929.0
8709000,город Комсомольск-на-Амуре,2013,6755.0
10605000,Архаринский муниципальный район,2008,404.1
10605000,Архаринский муниципальный район,2009,554.1
10605000,Архаринский муниципальный район,2010,554.1
10605000,Архаринский муниципальный район,2011,554.1
10605000,Архаринский муниципальный район,2012,535.5
10605000,Архаринский муниципальный район,2013,518.5
10605151,рабочий поселок (поселок городского типа) Архара,2008,349.8
10605151,рабочий поселок (поселок городского типа) Архара,2009,499.8
10605151,рабочий поселок (поселок городского типа) Архара,2010,499.8
10605151,рабочий поселок (поселок городского типа) Архара,2011,500.0
10605151,рабочий поселок (поселок городского типа) Архара,2012,500.0
10605151,рабочий поселок (поселок городского типа) Архара,2013,500.0
10605432,Касаткинский сельсовет,2008,18.8
10605432,Касаткинский сельсовет,2009,18.8
10605432,Касаткинский сельсовет,2010,18.8
10605432,Касаткинский сельсовет,2011,18.6
10605440,Кундурский сельсовет,2008,17.0
10605440,Кундурский сельсовет,2009,17.0
10605440,Кундурский сельсовет,2010,17.0
10605440,Кундурский сельсовет,2011,17.0
10605440,Кундурский сельсовет,2012,17.0
10605472,Ядринский сельсовет,2008,18.5
10605472,Ядринский сельсовет,2009,18.5
10605472,Ядринский сельсовет,2010,18.5
10605472,Ядринский сельсовет,2011,18.5
10605472,Ядринский сельсовет,2012,18.5
10605472,Ядринский сельсовет,2013,18.5
10608000,Белогорский муниципальный район,2008,376.5
10608000,Белогорский муниципальный район,2009,376.5
10608000,Белогорский муниципальный район,2010,376.5
10608000,Белогорский муниципальный район,2011,376.5
10608000,Белогорский муниципальный район,2012,376.5
10608000,Белогорский муниципальный район,2013,376.5
10608404,Амурский сельсовет,2009,75.0
10608404,Амурский сельсовет,2010,75.0
10608404,Амурский сельсовет,2011,75.0
10608404,Амурский сельсовет,2012,75.0
10608404,Амурский сельсовет,2013,75.0
10608408,Васильевский сельсовет,2009,72.0
10608408,Васильевский сельсовет,2010,72.0
10608408,Васильевский сельсовет,2011,72.0
10608408,Васильевский сельсовет,2012,72.0
10608408,Васильевский сельсовет,2013,72.0
10608412,Великокнязевский сельсовет,2009,46.5
10608412,Великокнязевский сельсовет,2010,46.5
10608412,Великокнязевский сельсовет,2011,46.5
10608412,Великокнязевский сельсовет,2012,46.5
10608412,Великокнязевский сельсовет,2013,46.5
10608414,Возжаевский сельсовет,2009,82.0
10608414,Возжаевский сельсовет,2010,82.0
10608414,Возжаевский сельсовет,2011,82.0
10608414,Возжаевский сельсовет,2012,82.0
10608414,Возжаевский сельсовет,2013,82.0
10608432,Никольский сельсовет,2009,26.0
10608432,Никольский сельсовет,2010,26.0
10608432,Никольский сельсовет,2011,26.0
10608432,Никольский сельсовет,2012,26.0
10608432,Никольский сельсовет,2013,26.0
10608452,Томичевский сельсовет,2009,75.0
10608452,Томичевский сельсовет,2010,75.0
10608452,Томичевский сельсовет,2011,75.0
10608452,Томичевский сельсовет,2012,75.0
10608452,Томичевский сельсовет,2013,75.0
10611000,Благовещенский муниципальный район,2008,295.8
10611000,Благовещенский муниципальный район,2009,295.8
10611000,Благовещенский муниципальный район,2010,400.8
10611000,Благовещенский муниципальный район,2011,400.8
10611000,Благовещенский муниципальный район,2012,400.8
10611000,Благовещенский муниципальный район,2013,400.8
10611408,Волковский сельсовет,2008,29.7
10611408,Волковский сельсовет,2009,28.0
10611408,Волковский сельсовет,2010,28.0
10611408,Волковский сельсовет,2011,28.0
10611408,Волковский сельсовет,2012,28.0
10611408,Волковский сельсовет,2013,28.0
10611412,Грибский сельсовет,2008,17.8
10611412,Грибский сельсовет,2009,18.0
10611412,Грибский сельсовет,2010,18.0
10611412,Грибский сельсовет,2011,18.0
10611412,Грибский сельсовет,2012,18.0
10611412,Грибский сельсовет,2013,18.0
10611416,Марковский сельсовет,2008,17.8
10611416,Марковский сельсовет,2009,19.0
10611416,Марковский сельсовет,2010,19.0
10611416,Марковский сельсовет,2011,19.0
10611416,Марковский сельсовет,2012,19.0
10611416,Марковский сельсовет,2013,19.0
10611428,Новопетровский сельсовет,2008,28.9
10611428,Новопетровский сельсовет,2009,30.0
10611428,Новопетровский сельсовет,2010,30.0
10611428,Новопетровский сельсовет,2011,30.0
10611428,Новопетровский сельсовет,2012,30.0
10611428,Новопетровский сельсовет,2013,30.0
10611436,Сергеевский сельсовет,2008,94.6
10611436,Сергеевский сельсовет,2009,50.0
10611436,Сергеевский сельсовет,2010,50.0
10611436,Сергеевский сельсовет,2011,50.0
10611436,Сергеевский сельсовет,2012,50.0
10611436,Сергеевский сельсовет,2013,50.0
10611438,Усть-Ивановский сельсовет,2008,17.8
10611438,Усть-Ивановский сельсовет,2009,30.0
10611438,Усть-Ивановский сельсовет,2010,135.0
10611438,Усть-Ивановский сельсовет,2011,135.0
10611438,Усть-Ивановский сельсовет,2012,135.0
10611438,Усть-Ивановский сельсовет,2013,135.0
10611440,Чигиринский сельсовет,2008,89.2
10611440,Чигиринский сельсовет,2009,120.8
10611440,Чигиринский сельсовет,2010,120.8
10611440,Чигиринский сельсовет,2011,120.8
10611440,Чигиринский сельсовет,2012,120.8
10611440,Чигиринский сельсовет,2013,120.8
10615000,Бурейский муниципальный район,2008,193.6
10615000,Бурейский муниципальный район,2009,217.4
10615000,Бурейский муниципальный район,2010,217.4
10615000,Бурейский муниципальный район,2011,217.4
10615000,Бурейский муниципальный район,2012,217.4
10615000,Бурейский муниципальный район,2013,217.4
10615151,рабочий поселок (поселок городского типа) Новобурейский,2008,150.0
10615151,рабочий поселок (поселок городского типа) Новобурейский,2009,150.0
10615151,рабочий поселок (поселок городского типа) Новобурейский,2010,150.0
10615151,рабочий поселок (поселок городского типа) Новобурейский,2011,150.0
10615151,рабочий поселок (поселок городского типа) Новобурейский,2012,150.0
10615151,рабочий поселок (поселок городского типа) Новобурейский,2013,150.0
10615157,рабочий поселок (поселок городского типа)  Бурея,2009,23.8
10615157,рабочий поселок (поселок городского типа)  Бурея,2010,23.8
10615157,рабочий поселок (поселок городского типа)  Бурея,2011,23.8
10615157,рабочий поселок (поселок городского типа)  Бурея,2012,23.8
10615157,рабочий поселок (поселок городского типа)  Бурея,2013,23.8
10615172,рабочий поселок (поселок городского типа)  Талакан,2008,31.1
10615172,рабочий поселок (поселок городского типа)  Талакан,2009,31.1
10615172,рабочий поселок (поселок городского типа)  Талакан,2010,31.1
10615172,рабочий поселок (поселок городского типа)  Талакан,2011,31.1
10615172,рабочий поселок (поселок городского типа)  Талакан,2012,31.1
10615172,рабочий поселок (поселок городского типа)  Талакан,2013,31.1
10615436,Райчихинский сельсовет,2008,12.5
10615436,Райчихинский сельсовет,2009,12.5
10615436,Райчихинский сельсовет,2010,12.5
10615436,Райчихинский сельсовет,2011,12.5
10615436,Райчихинский сельсовет,2012,12.5
10615436,Райчихинский сельсовет,2013,12.5
10621000,Завитинский муниципальный район,2008,274.2
10621000,Завитинский муниципальный район,2009,383.0
10621000,Завитинский муниципальный район,2010,383.0
10621000,Завитинский муниципальный район,2011,383.0
10621000,Завитинский муниципальный район,2012,383.0
10621000,Завитинский муниципальный район,2013,425.0
10621101,город Завитинск,2008,274.2
10621101,город Завитинск,2009,383.0
10621101,город Завитинск,2010,383.0
10621101,город Завитинск,2011,383.0
10621101,город Завитинск,2012,383.0
10621101,город Завитинск,2013,425.0
10625000,Зейский муниципальный район,2008,534.1
10625000,Зейский муниципальный район,2009,534.1
10625000,Зейский муниципальный район,2010,520.5
10625000,Зейский муниципальный район,2011,520.5
10625000,Зейский муниципальный район,2012,423.5
10625000,Зейский муниципальный район,2013,493.5
10625408,Алгачинский сельсовет,2008,94.8
10625408,Алгачинский сельсовет,2009,94.8
10625408,Алгачинский сельсовет,2010,94.8
10625408,Алгачинский сельсовет,2011,94.8
10625408,Алгачинский сельсовет,2012,94.8
10625408,Алгачинский сельсовет,2013,94.8
10625412,Бомнакский сельсовет,2008,22.3
10625412,Бомнакский сельсовет,2009,22.3
10625412,Бомнакский сельсовет,2010,22.3
10625412,Бомнакский сельсовет,2011,22.3
10625412,Бомнакский сельсовет,2012,22.3
10625412,Бомнакский сельсовет,2013,22.3
10625414,Верхнезейский сельсовет,2013,70.0
10625417,Горненский сельсовет,2008,42.0
10625417,Горненский сельсовет,2009,42.0
10625417,Горненский сельсовет,2010,42.0
10625417,Горненский сельсовет,2011,42.0
10625417,Горненский сельсовет,2012,42.0
10625417,Горненский сельсовет,2013,42.0
10625420,Береговой сельсовет,2008,78.6
10625420,Береговой сельсовет,2009,78.6
10625420,Береговой сельсовет,2010,65.0
10625420,Береговой сельсовет,2011,65.0
10625420,Береговой сельсовет,2012,65.0
10625420,Береговой сельсовет,2013,65.0
10625423,Дугдинский сельсовет,2008,70.0
10625423,Дугдинский сельсовет,2009,70.0
10625423,Дугдинский сельсовет,2010,70.0
10625423,Дугдинский сельсовет,2011,70.0
10625423,Дугдинский сельсовет,2012,70.0
10625423,Дугдинский сельсовет,2013,70.0
10625440,Овсянковский сельсовет,2008,177.0
10625440,Овсянковский сельсовет,2009,177.0
10625440,Овсянковский сельсовет,2010,177.0
10625440,Овсянковский сельсовет,2011,177.0
10625440,Овсянковский сельсовет,2012,80.0
10625440,Овсянковский сельсовет,2013,80.0
10625442,Октябрьский сельсовет,2008,33.0
10625442,Октябрьский сельсовет,2009,33.0
10625442,Октябрьский сельсовет,2010,33.0
10625442,Октябрьский сельсовет,2011,33.0
10625442,Октябрьский сельсовет,2012,33.0
10625442,Октябрьский сельсовет,2013,33.0
10625464,Юбилейненский сельсовет,2008,16.4
10625464,Юбилейненский сельсовет,2009,16.4
10625464,Юбилейненский сельсовет,2010,16.4
10625464,Юбилейненский сельсовет,2011,16.4
10625464,Юбилейненский сельсовет,2012,16.4
10625464,Юбилейненский сельсовет,2013,16.4
10628000,Ивановский муниципальный район,2008,452.2
10628000,Ивановский муниципальный район,2009,452.2
10628000,Ивановский муниципальный район,2010,452.2
10628000,Ивановский муниципальный район,2011,452.2
10628000,Ивановский муниципальный район,2012,452.2
10628000,Ивановский муниципальный район,2013,452.2
10628407,Березовский сельсовет,2008,69.8
10628407,Березовский сельсовет,2009,69.8
10628407,Березовский сельсовет,2010,69.8
10628407,Березовский сельсовет,2011,69.8
10628407,Березовский сельсовет,2012,69.8
