oktmo,name,year,inflow
01601000,Алейский муниципальный район,2016,607.0
01601402,Алейский сельсовет,2016,70.0
01601408,Безголосовский сельсовет,2016,27.0
01601413,Большепанюшевский сельсовет,2016,14.0
01601417,Боровской сельсовет,2016,20.0
01601420,Дружбинский сельсовет,2016,45.0
01601423,Дубровский сельсовет,2016,23.0
01601426,Заветильичёвский сельсовет,2016,62.0
01601432,Кашинский сельсовет,2016,37.0
01601438,Кировский сельсовет,2016,43.0
01601440,Краснопартизанский сельсовет,2016,14.0
01601460,Малиновский сельсовет,2016,19.0
01601464,Моховской сельсовет,2016,29.0
01601468,Осколковский сельсовет,2016,17.0
01601473,Плотавский сельсовет,2016,33.0
01601475,Савинский сельсовет,2016,9.0
01601477,Совхозный сельсовет,2016,50.0
01601485,Урюпинский сельсовет,2016,36.0
01601496,Фрунзенский сельсовет,2016,34.0
01601498,Чапаевский сельсовет,2016,25.0
01602000,Алтайский муниципальный район,2016,340.0
01602405,Айский сельсовет,2016,27.0
01602407,Алтайский сельсовет,2016,204.0
01602412,Беловский сельсовет,2016,2.0
01602423,Куяганский сельсовет,2016,6.0
01602427,Куячинский сельсовет,2016,7.0
01602435,Макарьевский сельсовет,2016,7.0
01602446,Нижнекаменский сельсовет,2016,31.0
01602457,Пролетарский сельсовет,2016,7.0
01602468,Россошинский сельсовет,2016,18.0
01602479,Старобелокурихинский сельсовет,2016,31.0
01603000,Баевский муниципальный район,2016,126.0
01603407,Баевский сельсовет,2016,53.0
01603416,Верх-Пайвинский сельсовет,2016,7.0
01603419,Верх-Чуманский сельсовет,2016,8.0
01603437,Нижнечуманский сельсовет,2016,29.0
01603455,Паклинский сельсовет,2016,6.0
01603458,Плотавский сельсовет,2016,9.0
01603469,Прослаухинский сельсовет,2016,3.0
01603480,Ситниковский сельсовет,2016,11.0
01604000,Бийский муниципальный район,2016,696.0
01604410,Большеугреневский сельсовет,2016,9.0
01604415,Верх-Бехтемирский сельсовет,2016,15.0
01604417,Верх-Катунский сельсовет,2016,85.0
01604422,Енисейский сельсовет,2016,33.0
01604424,Заринский сельсовет,2016,25.0
01604434,Калининский сельсовет,2016,14.0
01604437,Лесной сельсовет,2016,32.0
01604455,Малоенисейский сельсовет,2016,48.0
01604459,Малоугреневский сельсовет,2016,56.0
01604464,Новиковский сельсовет,2016,30.0
01604470,Первомайский сельсовет,2016,172.0
01604480,Светлоозёрский сельсовет,2016,56.0
01604483,Сростинский сельсовет,2016,53.0
01604488,Усятский сельсовет,2016,37.0
01604495,Шебалинский сельсовет,2016,31.0
01605000,Благовещенский муниципальный район,2016,811.0
01605151,Благовещенский поссовет,2016,309.0
01605157,Степноозёрский поссовет,2016,167.0
01605406,Алексеевский сельсовет,2016,20.0
01605420,Гляденьский сельсовет,2016,46.0
01605436,Леньковский сельсовет,2016,47.0
01605447,Нижнекучукский сельсовет,2016,22.0
01605452,Николаевский сельсовет,2016,26.0
01605456,Новокулундинский сельсовет,2016,42.0
01605458,Орлеанский сельсовет,2016,17.0
01605461,Суворовский сельсовет,2016,52.0
01605483,Шимолинский сельсовет,2016,31.0
01605494,Яготинский сельсовет,2016,32.0
01606000,Бурлинский муниципальный район,2016,239.0
01606411,Бурлинский сельсовет,2016,80.0
01606422,Михайловский сельсовет,2016,37.0
01606430,Новоандреевский сельсовет,2016,10.0
01606433,Новопесчанский сельсовет,2016,14.0
01606444,Новосельский сельсовет,2016,10.0
01606455,Ореховский сельсовет,2016,15.0
01606466,Партизанский сельсовет,2016,26.0
01606470,Рожковский сельсовет,2016,25.0
01606477,Устьянский сельсовет,2016,22.0
01607000,Быстроистокский муниципальный район,2016,195.0
01607403,Акутихинский сельсовет,2016,23.0
01607405,Быстроистокский сельсовет,2016,73.0
01607411,Верх-Ануйский сельсовет,2016,28.0
01607422,Верх-Озёрнинский сельсовет,2016,6.0
01607433,Новопокровский сельсовет,2016,20.0
01607437,Приобский сельсовет,2016,19.0
01607444,Усть-Ануйский сельсовет,2016,4.0
01607455,Хлеборобный сельсовет,2016,22.0
01608000,Волчихинский муниципальный район,2016,206.0
01608410,Берёзовский сельсовет,2016,2.0
01608414,Бор-Форпостовский сельсовет,2016,13.0
01608421,Волчихинский сельсовет,2016,115.0
01608423,Востровский сельсовет,2016,25.0
01608430,Коминтерновский сельсовет,2016,5.0
01608434,Малышево-Логовской сельсовет,2016,6.0
01608445,Новокормихинский сельсовет,2016,2.0
01608456,Пятковологовской сельсовет,2016,5.0
