oktmo,name,year,inflow
01601000,Алейский муниципальный район,2014,581.0
01601402,Алейский сельсовет,2014,56.0
01601408,Безголосовский сельсовет,2014,20.0
01601413,Большепанюшевский сельсовет,2014,30.0
01601417,Боровской сельсовет,2014,25.0
01601420,Дружбинский сельсовет,2014,55.0
01601423,Дубровский сельсовет,2014,18.0
01601426,Заветильичёвский сельсовет,2014,100.0
01601432,Кашинский сельсовет,2014,29.0
01601438,Кировский сельсовет,2014,30.0
01601440,Краснопартизанский сельсовет,2014,20.0
01601460,Малиновский сельсовет,2014,13.0
01601464,Моховской сельсовет,2014,21.0
01601468,Осколковский сельсовет,2014,9.0
01601473,Плотавский сельсовет,2014,32.0
01601475,Савинский сельсовет,2014,15.0
01601477,Совхозный сельсовет,2014,42.0
01601485,Урюпинский сельсовет,2014,18.0
01601496,Фрунзенский сельсовет,2014,39.0
01601498,Чапаевский сельсовет,2014,9.0
01602000,Алтайский муниципальный район,2014,466.0
01602405,Айский сельсовет,2014,24.0
01602407,Алтайский сельсовет,2014,294.0
01602412,Беловский сельсовет,2014,3.0
01602423,Куяганский сельсовет,2014,37.0
01602427,Куячинский сельсовет,2014,8.0
01602435,Макарьевский сельсовет,2014,3.0
01602446,Нижнекаменский сельсовет,2014,31.0
01602457,Пролетарский сельсовет,2014,11.0
01602468,Россошинский сельсовет,2014,16.0
01602479,Старобелокурихинский сельсовет,2014,39.0
01603000,Баевский муниципальный район,2014,146.0
01603407,Баевский сельсовет,2014,72.0
01603416,Верх-Пайвинский сельсовет,2014,1.0
01603419,Верх-Чуманский сельсовет,2014,8.0
01603437,Нижнечуманский сельсовет,2014,27.0
01603455,Паклинский сельсовет,2014,5.0
01603458,Плотавский сельсовет,2014,17.0
01603469,Прослаухинский сельсовет,2014,9.0
01603480,Ситниковский сельсовет,2014,7.0
01604000,Бийский муниципальный район,2014,867.0
01604410,Большеугреневский сельсовет,2014,23.0
01604415,Верх-Бехтемирский сельсовет,2014,24.0
01604417,Верх-Катунский сельсовет,2014,80.0
01604422,Енисейский сельсовет,2014,51.0
01604424,Заринский сельсовет,2014,33.0
01604434,Калининский сельсовет,2014,19.0
01604437,Лесной сельсовет,2014,42.0
01604455,Малоенисейский сельсовет,2014,82.0
01604459,Малоугреневский сельсовет,2014,88.0
01604464,Новиковский сельсовет,2014,38.0
01604470,Первомайский сельсовет,2014,176.0
01604480,Светлоозёрский сельсовет,2014,56.0
01604483,Сростинский сельсовет,2014,77.0
01604488,Усятский сельсовет,2014,47.0
01604495,Шебалинский сельсовет,2014,31.0
01605000,Благовещенский муниципальный район,2014,871.0
01605151,Благовещенский поссовет,2014,370.0
01605157,Степноозёрский поссовет,2014,209.0
01605406,Алексеевский сельсовет,2014,21.0
01605420,Гляденьский сельсовет,2014,66.0
01605436,Леньковский сельсовет,2014,42.0
01605447,Нижнекучукский сельсовет,2014,18.0
01605452,Николаевский сельсовет,2014,20.0
01605456,Новокулундинский сельсовет,2014,27.0
01605458,Орлеанский сельсовет,2014,13.0
01605461,Суворовский сельсовет,2014,27.0
01605483,Шимолинский сельсовет,2014,28.0
01605494,Яготинский сельсовет,2014,30.0
01606000,Бурлинский муниципальный район,2014,274.0
01606411,Бурлинский сельсовет,2014,136.0
01606422,Михайловский сельсовет,2014,31.0
01606430,Новоандреевский сельсовет,2014,7.0
01606433,Новопесчанский сельсовет,2014,11.0
01606444,Новосельский сельсовет,2014,14.0
01606455,Ореховский сельсовет,2014,11.0
01606466,Партизанский сельсовет,2014,34.0
01606470,Рожковский сельсовет,2014,5.0
01606477,Устьянский сельсовет,2014,25.0
01607000,Быстроистокский муниципальный район,2014,181.0
01607403,Акутихинский сельсовет,2014,10.0
01607405,Быстроистокский сельсовет,2014,78.0
01607411,Верх-Ануйский сельсовет,2014,20.0
01607422,Верх-Озёрнинский сельсовет,2014,11.0
01607433,Новопокровский сельсовет,2014,18.0
01607437,Приобский сельсовет,2014,18.0
01607444,Усть-Ануйский сельсовет,2014,6.0
01607455,Хлеборобный сельсовет,2014,20.0
01608000,Волчихинский муниципальный район,2014,208.0
01608410,Берёзовский сельсовет,2014,1.0
01608414,Бор-Форпостовский сельсовет,2014,7.0
01608421,Волчихинский сельсовет,2014,114.0
01608423,Востровский сельсовет,2014,15.0
01608430,Коминтерновский сельсовет,2014,5.0
01608434,Малышево-Логовской сельсовет,2014,16.0
01608445,Новокормихинский сельсовет,2014,6.0
01608456,Пятковологовской сельсовет,2014,6.0
01608467,Селивёрстовский сельсовет,2014,17.0
01608478,Солоновский сельсовет,2014,6.0
01608489,Усть-Волчихинский сельсовет,2014,15.0
01609000,Егорьевский муниципальный район,2014,550.0
01609411,Кругло-Семенцовский сельсовет,2014,34.0
01609422,Лебяжинский сельсовет,2014,64.0
01609428,Малошелковниковский сельсовет,2014,12.0
01609433,Новоегорьевский сельсовет,2014,138.0
01609444,Первомайский сельсовет,2014,28.0
01609455,Сростинский сельсовет,2014,219.0
01609466,Титовский сельсовет,2014,24.0
01609490,Шубинский сельсовет,2014,31.0
01610000,Ельцовский муниципальный район,2014,117.0
01610411,Верх-Ненинский сельсовет,2014,8.0
01610422,Ельцовский сельсовет,2014,60.0
01610433,Мартыновский сельсовет,2014,23.0
01610444,Новокаменский сельсовет,2014,5.0
01610466,Пуштулимский сельсовет,2014,14.0
01610488,Черемшанский сельсовет,2014,7.0
01611000,Завьяловский муниципальный район,2014,507.0
01611411,Гилёвский сельсовет,2014,22.0
01611416,Глубоковский сельсовет,2014,42.0
01611423,Гоноховский сельсовет,2014,43.0
01611434,Завьяловский сельсовет,2014,204.0
01611445,Камышенский сельсовет,2014,27.0
01611456,Малиновский сельсовет,2014,35.0
01611467,Овечкинский сельсовет,2014,45.0
01611469,Светловский сельсовет,2014,10.0
01611470,Тумановский сельсовет,2014,8.0
01611478,Харитоновский сельсовет,2014,29.0
01611486,Чернавский сельсовет,2014,9.0
01611489,Чистоозёрский сельсовет,2014,33.0
01612000,Залесовский муниципальный район,2014,239.0
01612409,Большекалтайский сельсовет,2014,10.0
01612412,Борисовский сельсовет,2014,15.0
01612422,Думчевский сельсовет,2014,1.0
01612426,Залесовский сельсовет,2014,160.0
01612437,Кордонский сельсовет,2014,4.0
01612459,Пещерский сельсовет,2014,18.0
01612470,Тундрихинский сельсовет,2014,3.0
01612481,Черёмушкинский сельсовет,2014,22.0
01612492,Шатуновский сельсовет,2014,6.0
01613000,Заринский муниципальный район,2014,533.0
01613406,Аламбайский сельсовет,2014,8.0
01613420,Верх-Камышенский сельсовет,2014,22.0
01613425,Воскресенский сельсовет,2014,10.0
01613428,Голухинский сельсовет,2014,35.0
01613430,Гоношихинский сельсовет,2014,26.0
01613434,Гришинский сельсовет,2014,20.0
01613436,Жуланихинский сельсовет,2014,26.0
01613438,Зыряновский сельсовет,2014,5.0
01613450,Комарский сельсовет,2014,35.0
01613460,Новодраченинский сельсовет,2014,23.0
01613461,Новозыряновский сельсовет,2014,29.0
01613464,Новокопыловский сельсовет,2014,39.0
01613468,Новомоношкинский сельсовет,2014,46.0
01613474,Смазневский сельсовет,2014,32.0
01613478,Сосновский сельсовет,2014,21.0
01613487,Стародраченинский сельсовет,2014,30.0
01613488,Тягунский сельсовет,2014,32.0
01613492,Хмелевский сельсовет,2014,36.0
01613494,Шпагинский сельсовет,2014,31.0
01613496,Яновский сельсовет,2014,27.0
01614000,Змеиногорский муниципальный район,2014,463.0
01614101,город Змеиногорск,2014,258.0
01614422,Барановский сельсовет,2014,35.0
01614433,Карамышевский сельсовет,2014,45.0
01614444,Кузьминский сельсовет,2014,16.0
01614450,Никольский сельсовет,2014,13.0
01614455,Октябрьский сельсовет,2014,21.0
01614466,Саввушинский сельсовет,2014,24.0
01614477,Таловский сельсовет,2014,25.0
01614488,Черепановский сельсовет,2014,26.0
01615000,Калманский муниципальный район,2014,478.0
01615409,Бурановский сельсовет,2014,15.0
01615414,Зимарёвский сельсовет,2014,25.0
01615425,Калистратихинский сельсовет,2014,22.0
01615427,Калманский сельсовет,2014,73.0
01615435,Кубанский сельсовет,2014,5.0
01615450,Шиловский сельсовет,2014,9.0
01615457,Новоромановский сельсовет,2014,273.0
01615468,Обской сельсовет,2014,23.0
01615480,Усть-Алейский сельсовет,2014,14.0
01615485,Шадринский сельсовет,2014,19.0
01616000,Каменский муниципальный район,2014,100.0
01616404,Аллакский сельсовет,2014,9.0
01616413,Верх-Аллакский сельсовет,2014,6.0
01616417,Гоноховский сельсовет,2014,10.0
01616437,Корниловский сельсовет,2014,9.0
01616461,Новоярковский сельсовет,2014,19.0
01616468,Плотниковский сельсовет,2014,9.0
01616473,Попереченский сельсовет,2014,6.0
01616475,Пригородный сельсовет,2014,1.0
01616482,Рыбинский сельсовет,2014,12.0
01616486,Столбовский сельсовет,2014,10.0
01616490,Телеутский сельсовет,2014,1.0
01616494,Толстовский сельсовет,2014,6.0
01616497,Филипповский сельсовет,2014,2.0
01617000,Ключевский муниципальный район,2014,535.0
01617406,Васильчуковский сельсовет,2014,35.0
01617412,Зелёнополянский сельсовет,2014,19.0
01617415,Истимисский сельсовет,2014,35.0
01617420,Каипский сельсовет,2014,9.0
01617424,Ключевский сельсовет,2014,322.0
01617430,Марковский сельсовет,2014,6.0
01617435,Новополтавский сельсовет,2014,22.0
01617437,Новоцелинный сельсовет,2014,29.0
01617446,Петуховский сельсовет,2014,14.0
01617468,Покровский сельсовет,2014,13.0
01617479,Северский сельсовет,2014,31.0
01618000,Косихинский муниципальный район,2014,370.0
01618406,Баюновский сельсовет,2014,47.0
01618414,Верх-Жилинский сельсовет,2014,13.0
01618420,Глушинский сельсовет,2014,12.0
01618425,Каркавинский сельсовет,2014,7.0
01618430,Контошинский сельсовет,2014,33.0
01618434,Косихинский сельсовет,2014,83.0
01618440,Лосихинский сельсовет,2014,29.0
01618449,Малаховский сельсовет,2014,33.0
01618460,Налобихинский сельсовет,2014,88.0
01618466,Плотниковский сельсовет,2014,8.0
01618468,Полковниковский сельсовет,2014,17.0
01619000,Красногорский муниципальный район,2014,207.0
01619405,Берёзовский сельсовет,2014,18.0
01619407,Быстрянский сельсовет,2014,40.0
01619423,Красногорский сельсовет,2014,94.0
01619445,Новозыковский сельсовет,2014,5.0
01619447,Новоталовский сельсовет,2014,3.0
01619456,Соусканихинский сельсовет,2014,13.0
01619478,Усть-Ишинский сельсовет,2014,17.0
01619489,Усть-Кажинский сельсовет,2014,17.0
01620000,Краснощёковский муниципальный район,2014,334.0
01620406,Акимовский сельсовет,2014,7.0
01620412,Берёзовский сельсовет,2014,8.0
01620417,Верх-Камышенский сельсовет,2014,32.0
01620424,Карповский сельсовет,2014,24.0
01620430,Краснощёковский сельсовет,2014,122.0
01620436,Куйбышевский сельсовет,2014,18.0
01620442,Маралихинский сельсовет,2014,25.0
01620448,Новошипуновский сельсовет,2014,28.0
01620459,Суетский сельсовет,2014,14.0
01620468,Усть-Беловский сельсовет,2014,5.0
01620470,Усть-Козлухинский сельсовет,2014,13.0
01620472,Усть-Пустынский сельсовет,2014,4.0
01620481,Харловский сельсовет,2014,28.0
01620492,Чинетинский сельсовет,2014,6.0
01621000,Крутихинский муниципальный район,2014,335.0
01621406,Боровской сельсовет,2014,29.0
01621412,Волчно-Бурлинский сельсовет,2014,22.0
01621418,Долганский сельсовет,2014,25.0
01621424,Заковряшинский сельсовет,2014,41.0
01621430,Крутихинский сельсовет,2014,156.0
01621436,Маловолчанский сельсовет,2014,15.0
01621442,Новодубровский сельсовет,2014,18.0
01621446,Подборный сельсовет,2014,14.0
01621448,Прыганский сельсовет,2014,15.0
01622000,Кулундинский муниципальный район,2014,800.0
01622411,Ананьевский сельсовет,2014,31.0
01622433,Воздвиженский сельсовет,2014,14.0
01622444,Златополинский сельсовет,2014,14.0
01622455,Константиновский сельсовет,2014,51.0
01622460,Кулундинский сельсовет,2014,523.0
01622466,Курский сельсовет,2014,59.0
01622472,Мирабилитский сельсовет,2014,9.0
01622477,Октябрьский сельсовет,2014,81.0
01622488,Семёновский сельсовет,2014,18.0
01623000,Курьинский муниципальный район,2014,120.0
01623411,Бугрышихинский сельсовет,2014,2.0
01623422,Ивановский сельсовет,2014,13.0
01623433,Казанцевский сельсовет,2014,13.0
01623438,Колыванский сельсовет,2014,13.0
01623444,Краснознаменский сельсовет,2014,9.0
01623455,Кузнецовский сельсовет,2014,1.0
01623466,Курьинский сельсовет,2014,48.0
01623468,Новофирсовский сельсовет,2014,6.0
01623477,Трусовский сельсовет,2014,9.0
01623488,Усть-Таловский сельсовет,2014,6.0
01624000,Кытмановский муниципальный район,2014,389.0
01624407,Дмитро-Титовский сельсовет,2014,27.0
01624423,Кытмановский сельсовет,2014,204.0
01624434,Червовский сельсовет,2014,16.0
01624446,Новотарабинский сельсовет,2014,11.0
01624457,Октябрьский сельсовет,2014,41.0
01624469,Порошинский сельсовет,2014,4.0
01624480,Семено-Красиловский сельсовет,2014,11.0
01624491,Сунгайский сельсовет,2014,8.0
01624493,Тягунский сельсовет,2014,53.0
01624494,Тяхтинский сельсовет,2014,14.0
01625000,Локтевский муниципальный район,2014,561.0
01625101,город Горняк,2014,303.0
01625404,Александровский сельсовет,2014,11.0
01625409,Второкаменский сельсовет,2014,12.0
01625413,Георгиевский сельсовет,2014,18.0
01625417,Гилёвский сельсовет,2014,23.0
01625419,Ермошихинский сельсовет,2014,3.0
01625421,Золотухинский сельсовет,2014,7.0
01625426,Кировский сельсовет,2014,24.0
01625434,Локтевский сельсовет,2014,18.0
01625440,Масальский сельсовет,2014,24.0
01625449,Николаевский сельсовет,2014,11.0
01625456,Новенский сельсовет,2014,5.0
01625459,Новомихайловский сельсовет,2014,27.0
01625466,Покровский сельсовет,2014,12.0
01625473,Ремовский сельсовет,2014,16.0
01625476,Самарский сельсовет,2014,12.0
01625484,Успенский сельсовет,2014,24.0
01625495,Устьянский сельсовет,2014,11.0
01626000,Мамонтовский муниципальный район,2014,800.0
01626406,Буканский сельсовет,2014,32.0
01626412,Гришенский сельсовет,2014,29.0
01626417,Ермачихинский сельсовет,2014,18.0
01626424,Кадниковский сельсовет,2014,9.0
01626429,Комсомольский сельсовет,2014,27.0
01626434,Корчинский сельсовет,2014,30.0
01626437,Костино-Логовской сельсовет,2014,42.0
01626442,Крестьянский сельсовет,2014,41.0
01626449,Мамонтовский сельсовет,2014,414.0
01626460,Островновский сельсовет,2014,74.0
01626468,Покровский сельсовет,2014,26.0
01626473,Сусловский сельсовет,2014,18.0
01626478,Тимирязевский сельсовет,2014,22.0
01626492,Чернокурьинский сельсовет,2014,18.0
01627000,Михайловский муниципальный район,2014,443.0
01627154,Малиновоозёрский поссовет,2014,69.0
01627405,Ащегульский сельсовет,2014,21.0
01627411,Бастанский сельсовет,2014,17.0
01627416,Михайловский сельсовет,2014,243.0
01627420,Назаровский сельсовет,2014,13.0
01627422,Николаевский сельсовет,2014,26.0
01627433,Полуямский сельсовет,2014,19.0
01627444,Ракитовский сельсовет,2014,35.0
01628000,Новичихинский муниципальный район,2014,277.0
01628411,Долговский сельсовет,2014,15.0
01628422,Лобанихинский сельсовет,2014,10.0
01628433,Мельниковский сельсовет,2014,31.0
01628444,Новичихинский сельсовет,2014,126.0
01628455,Поломошенский сельсовет,2014,18.0
01628466,Солоновский сельсовет,2014,58.0
01628477,Токарёвский сельсовет,2014,19.0
01629000,Зональный муниципальный район,2014,554.0
01629412,Буланихинский сельсовет,2014,70.0
01629426,Зональный сельсовет,2014,97.0
01629442,Луговской сельсовет,2014,31.0
01629466,Новочемровский сельсовет,2014,93.0
01629470,Октябрьский сельсовет,2014,18.0
01629474,Плешковский сельсовет,2014,51.0
01629480,Соколовский сельсовет,2014,83.0
