name,popsize,avgemployers,unemployed,avgsalary,livarea,beforeschool,docsperpop,bedsperpop,cliniccap,invests,funds,companies,factoriescap,conscap,consnewareas,consnewapt,retailturnover,foodservturnover,saldo
Тамбов,289.7,85.5,2123,35998.3,30.9,16.2,80,141.3,447.6,45.2,73.9,7862,68929.79999999999,3881.2,308.1,2756,54970.7,1469.5,-248
Тамбов,287.4,84.8,768,39557.1,32.4,16.8,84.1,145.9,441.5,38.6,73.9,7293,79864.9,3740.5,336.3,3089,62816.5,2001.8,698
Тверь,425.1,112.3,537,43579,26.9,19.4,86.5,155,333.1,19.7,52.4,17503,171546.19999999998,2068.7,207.6,3483,77259.7,1000.5,5790
Тверь,425,113.9,7473,46931,27.5,19.4,90.1,156.9,327.1,22.8,51.2,16726,174018.9,1850.8,230.4,3969,78807.1,959.7,2707
Тверь,424.9,116.5,578,50232,28.4,19.8,90.7,158.1,332.4,35,53.4,15934,177748.6,3079.7,266.4,4971,97066.5,1344,3973
Тула1),542.5,178,1006,46190.5,30.6,30.1,63.8,154.4,324.9,11.3,48.7,20392,376211.9,8967.6,359.9,4974,79117.6,2206.0,-481
Тула1),535.7,177.6,8282,48711.2,30.6,29.8,69.2,148.9,362.2,14.2,47.7,17011,464565.60000000003,9119.5,429.9,6831,87128.3,2068.4,-910
Тула1),529.8,176.4,1308,53335.7,31.5,30,69.3,149.4,334.4,28.3,52.8,15943,540361.4,11025.3,523.1,6627,112027.4,2483.3,+1159
Новомосковск1),133.8,30,228,40261.6,28,6.9,38.3,73.2,390.5,3.3,46.4,2140,132262.2,196.5,47.3,605,13259.5,212.8,-84
Новомосковск1),133,31.7,830,42943.1,27.8,7.1,35.8,72.6,352.6,0.5,50.7,2016,141735.6,175.9,37.2,449,14352.6,228.8,771
Новомосковск1),132.1,31.2,280,47546.4,28.2,7.1,40,78.3,375.9,2.7,48.5,1871,194097.1,566.9,45.3,623,16329.8,263,974
Ярославль,608.4,167.5,2446,43516.2,25.1,31.2,72.9,121,289.3,7.9,57.4,23262,226592.30000000002,3134.5,319.1,5224,74905.3,2493.7,795
Ярославль,601.4,165.2,5342,45880.7,25.6,32.1,82,128.8,316.4,10.8,57.9,21410,246538.3,5463.4,310.5,4816,79897.5,3698.5,-2826
Ярославль,594,164.8,1962,50180.9,26.3,33.3,80.8,129.8,323.1,10.5,62.6,20905,303382.89999999997,8348.0,249.5,4178,96108.6,4666.8,-1417
Рыбинск,184.6,53.9,1303,36980.6,27,10.6,35.1,70.8,275.2,8.4,43.6,4167,88362.7,1063,35.3,398,15313.8,660.3,-449
Рыбинск,182.4,52.2,2313,38820.5,27.5,10.7,39.2,75.5,316,30.4,45.4,3829,94761.59999999999,939.9,32.2,444,16161.5,589.1,-135
Рыбинск,179.6,51.1,1165,42573.5,28.1,10.8,39,72.8,318.9,19.4,48.1,3757,94896.7,1009.2,32.3,343,19898.6,739.6,20
Москва,12678.1,4898.8,28.9,94293.7,19.4,456.5,61.2,65.1,309,23.7,34,720314,9969869.0,951428,5175.5,80317,5101996,358513,47.6
Москва,12655.1,5085.6,96.4,100070.2,19.6,452.2,69.9,71.6,328.0,32.1,35.4,620458.0,10165848.0,1094815.1,4979.4,79564.0,5176492.0,256364.0,1.6
Москва,12635.5,5160.6,36.5,112768.3,22.3,452.04),72.9,63.5,355,29,35,569398,12687046.0,1358039.1,7807.3,128913,6038797,374286,22.9
Петрозаводск,281,66.5,1913,50140.7,26.3,16.4,77.5,93.8,311.8,26.9,51.2,12996,34513.8,11178.8,154,2906,41169.3,915.8,1328
Петрозаводск,280.7,65.9,6635,53870.8,27.9,16.9,78.7,96.4,354.2,47.4,53.1,12412,36441.8,7543.3,177.2,2954,46083.0,936,862
Петрозаводск,280.9,65.8,2311,57676.5,28.7,17.7,78.8,93.6,324.4,39.1,54.9,11508,44178.5,6865.8,162.3,2574,57423.4,1211.9,2333
Сыктывкар1),259.9,75.8,1130,51988.7,25,20,83.4,151.5,481.6,14,51.2,8091,106522.3,1819.7,140.3,2488,38302.9,1083.9,-404
Сыктывкар1),259.3,75.2,3905,55525.5,25.4,19.9,82.4,158.3,477.1,27.5,51.7,7489,106807.8,2902.8,122.9,2459,39504.6,957.1,-35
Сыктывкар1),258.4,74.4,1188,58000.6,25.8,19.7,80.5,139,508,18.4,52.1,6656,131307.59999999998,3825.4,104.5,1626,48842.1,1198.5,499
Ухта1),113.7,35.1,282,65852.5,24.2,8.6,51.2,120.3,378.9,0.7,49.3,2046,120744.49999999999,4723.7,10.7,143,14542.1,427.2,-2302
Ухта1),112.3,34.1,691,70629.7,24.5,8.6,50.5,92.2,361.1,1.5,52.7,1850,99838.8,3042.4,6.2,95,14274.7,416.6,-995
Ухта1),110.6,33.5,324,73769.8,25,8,49.5,92.8,381.8,1.1,56.3,1671,100517.5,5609,4.1,37,16447.2,506.2,-851
Вологда,310.3,83.6,1300,43094.3,28.8,20900,60,139.8,371.9,17.4,56.3,16057,75045.8,2220.1,107.4,1965,47591.213),693.3,-1607
Вологда,308.5,83.6,9400,46398.4,29.4,21786,61.6,138.9,379.8,45.6,55.9,15465,83772.9,2347,100.7,1910,51282.4,625.1,-1142
Вологда,306.6,84.3,1300,51078.5,30.3,23114,61.7,137.5,392.5,34.4,58.5,15017,95694.0,2845.9,106,1909,52337.5,770.5,-660
Череповец,314.8,85.3,1100,53824.8,26.2,23063,39.8,68.4,306.5,4.5,50.1,12027,565515.0,2191.3,72.9,1320,21952.9,1590.6,-794
Череповец,312.1,86.4,5000,60147.6,26.7,23985,41.2,69.2,314.9,3.4,55.1,11486,564383.2999999999,2237.1,83.2,1624,27354.5,1336.4,-1342
Череповец,309.4,86.7,1900,59215.3,27.3,23418,40.2,69.1,321.6,4.9,54.2,11183,1041806.2,2293.7,84.7,1635,35088.8,1787.3,-249
Калининград,489.4,118.4,1300,45584.4,28.9,28.2,70.8,122.1,354.9,40,43.3,29219,386597.6,11816.1,511.5,8628,60529.2,2647.0,7939
Калининград,493.3,118.8,15600,48184.2,33.3,28.7,71,110.2,342.2,27.5,46.8,25548,359226.6,9579.1,675.4,10855,70679.2,2610.6,6098
Калининград,498.3,114.9,2400,53302.5,31.3,30.1,74.7,111.5,346.4,26.4,47.6,24399,441315.2,8739.2,604.1,10045,82032.7,3084.8,8560
Мурманск,287.8,87.6,1743,74317.1,24.54);5),15.5,71.4,116.3,289.2,62.6,39.8,9531,115594.7,624.8,4.8,63,41547.6,2153.7,-3770
Мурманск,282.9,88.2,4685,79005.9,26.54);5),15.3,72.1,132.4,296.3,57.1,36.8,9057,128938.5,543.8,5.6,59,55723,1765.5,-3029
Мурманск,279.1,88.8,1668,86801.7,26.94);5),15.6,73.4,122.3,300.8,37.6,30.7,8711,197576.7,12774.7,4.9,54,61423.2,2956.1,-1191
Псков,210.3,53.6,367,36398.4,26.2,10.4,52.1,130.2,322.4,38,58.5,7878,31645.899999999998,2545.3,77.1,1261,29005.1,802.4,824
Псков,209.4,53.5,1778,38930.6,26.9,11.1,58,155.9,379.6,49.8,60.3,6788,33451.3,2519.8,60.4,932,30835.8,984.6,260
Псков,209.1,53.2,488,42832.6,27.5,12,58,144.1,365.9,32.9,61.5,6577,39754.2,1768.1,48.5,729,37211.7,1180.7,1264
Санкт-Петербург,5398.1,2107.5,13900,65872.0,26.2,251.7,84.9,83.5,356.5,15.5,39.9,280663,3007591.0,469271.5,3471.2,72752,1498836,92564,14500
Санкт-Петербург,5384.3,2125.4,98000,68667.0,27,255.4,89.3,82.8,354.6,18.1,41.5,240385,3189683.0,438926.5,3369.6,71904,1528374,67236,5300
Санкт-Петербург,5377.5,2234.9,24100,76259.0,27.9,263.8,91.6,84.7,374.2,15.7,43.1,226342,4680333.0,466830.1,3463.8,71673,1924567,123720,23900
Махачкала1),735.6,106.4,478,34527.6,18,15.9,64,99.3,105.4,nan,61.2,10757,6514.8,3538.5,210.6,2484,4389.3,167.7,-1402
Махачкала1),737.1,105.5,5655,38593.2,18.1,16.2,62.8,99.3,105.6,nan,62,10168,6198.7,6380.6,185.8,2199,6070.4,286.8,-2243
Махачкала1),736.8,106.6,1416,40829.6,19.6,18.1,63.3,98.9,105.7,nan,64.6,9747,7618.400000000001,5796.2,293.9,3292,6383.3,1093.5,-2905
Дербент,125.8,13.4,900,27508.2,19.3,4.4,34.8,53.4,132.5,nan,35.3,1027,7840.700000000001,292.7,16.5,158,613.4,25.3,340
Дербент,126.6,13.3,3000,30526.6,19.9,5.2,35,52.9,131.3,nan,41.7,1066,8539.5,223.9,74.6,1005,873.7,1.1,16
Дербент,127.5,13.3,1457,32265.8,20.3,5,36.3,57.5,130.5,nan,43.8,1056,7818.699999999999,169.4,36.9,534,1262.9,20,327
Каспийск,124,10.5,238,26934.8,21.5,4.4,32.3,40.8,53.2,nan,36.9,1567,15116.5,–,213,3382,216,180.8,3344
Каспийск,128.7,10.6,3228,32366.7,22.4,4.6,35.5,39.3,51.2,nan,27.8,1578,14477.4,42.2,216.8,3548,1276.7,228.5,3320
Каспийск,133.6,10.7,658,33349.6,23.1,5.6,34.4,42.5,49.4,nan,43.4,1564,18073.100000000002,0.9,210,3376,1405.4,200.9,3770
Хасавюрт,145.1,12.3,720,26070.3,16.5,4.2,28.7,68.3,77.8,nan,58.8,897,292.1,–,34.3,247,104.6,50,610
Хасавюрт,146.4,11.9,2070,30376.1,16.5,3.7,34.4,67.6,76.6,nan,55.5,861,124.30000000000001,–,35.4,250,181.8,60,-245
Хасавюрт,148.3,11.7,2050,31315.9,22,3.9,33.9,66.6,74.7,nan,29.3,836,291.0,–,40.9,452,292.2,75.1,540
Нальчик,265.6,54.3,1000,33201.7,21.7,14.4,99.3,176.5,330.8,68.3,59,6131,12889.199999999999,384.3,282.3,2620,12441.8,25,231
Нальчик,265.1,54.6,16724,35864.4,22.6,14.6,101.7,169.4,357.6,73.7,55.5,5298,14704.3,326.7,289.9,3240,12614.1,125.4,-891
Нальчик,265.6,55.1,2000,37731.7,23.9,16.3,102.1,158.4,383.7,74.1,60.9,5283,15562.699999999999,622,318.3,3698,15544.5,384.2,496
Черкесск,123.2,31.9,430,32035.6,25.7,5.3,97,146,317,64.9,54.1,2969,12897.8,1901.7,127.6,1312,8117.7,23.8,126
Черкесск,123.1,30.2,5430,37073.9,26.2,5.4,91,190,301,65.9,54.8,2816,12355.800000000001,2169.0,57.8,467,8401.6,366.1,32
Черкесск,122.6,29.4,606,39732.7,26.4,5.6,93,156,326,74.8,52.9,2654,17043.0,894.7,93.7,621,10173.3,214.2,-140
Владикавказ,303.6,67.4,1943,32202.2,36.4,14.3,112.8,139.7,314.2,54.6,49.6,5882,17006.1,4252.5,164.4,2168,13445.8,422.4,-1830
Владикавказ,301.5,66.2,7799,34702.8,37.1,14.04,116.6,157.9,319.3,70.4,28.4,5580,25043.399999999998,626.6,168.5,232.4,16443,313.6,-1647
Владикавказ,298.8,66.4,1752,37007.2,38.2,14.3,113.4,117.1,309.7,60.4,28.8,5435,29312.600000000002,540.7,155.3,175.5,20163.5,716.3,-1866
Грозный,321.8,82.5,9800,35921.2,27.4,15.3,81.7,170,449,33.1,55,5491,21077.700000000004,3229.5,169.2,1743,4553.8,28,-508
Грозный,324.6,84,23700,38637.9,28.1,16.1,87.4,166,378.1,49.6,55.8,5093,24185.6,2227.4,109.3,743,4808.5,23.6,-731
Грозный,326.4,85.8,10200,39455.2,28.2,16.2,90.5,165.2,321.4,45,58.8,4881,27271.000000000004,4855.5,333.6,3345,6866.1,32.4,-1455
Ставрополь1),450.9,117.9,1373,39344.4,29.7,16.8,96.9,186.1,493.8,36.6,63.9,13499,48201.700000000004,3526.0,422.9,6243,43508.5,1362.8,12363
Ставрополь1),454.7,116.8,13368,42402.7,29.7,18,41.1,45.8,146.5,37.3,65.7,12983,55815.600000000006,7444.1,393.6,6099,58018.6,966.7,3994
Ставрополь1),458.3,116.1,2031,46277.3,30.3,18.8,41,45.6,146.8,38.9,69.6,11529,68263.59999999999,3842.2,514.2,7217,81557.2,1969,4731
Ессентуки,113.1,16.6,286,33128.2,24.6,4.3,33.4,74.8,128.6,35.9,23.8,1651,1808.7,198,86,1075,5194.0,23,2441
Ессентуки,114.8,16.3,3264,32339.2,25,4.3,32,77,126.6,62.5,44,1588,2407.0,271.9,121.5,1476,6378.4,70.8,2041
Ессентуки,117.2,16.7,393,37375.2,25.8,4.5,29.9,72.5,124.1,66.3,40.5,1502,2529.8,1097.0,118.2,953,7998.2,235.8,2474
Кисловодск1),135.5,16.8,285,33123.7,23.9,3.4,32.2,74.3,147.2,52.8,55,1670,4189.1,597.7,28.6,314,3493.1,47.6,-289
Кисловодск1),134.6,16.6,3535,33027.4,24.7,3.4,31.3,74.3,148.2,47.2,54.3,1627,4161.4,1512.1,78,922,4053.8,97.8,-516
Кисловодск1),134.2,16.1,265,39263.4,25.1,3.5,28.9,53.3,202.7,58.6,56,1415,4569.4,2046.5,54.8,560,5610.2,131,-154
Невинномысск,116.8,23.3,536,39142.3,24.8,7.1,28.3,67.1,165.1,9.9,51.5,1673,107420.30000000002,1379.0,31.3,315,6989.5,40,369
Невинномысск,115.6,23.1,2842,42669.8,25.6,6.1,26.4,67.7,166.7,6.2,55.2,1632,114406.40000000001,1644.5,35.1,414,7442.5,80,-318
Невинномысск,114.4,24,525,45571.3,26.4,6.1,26,69.3,168.4,7.9,56,1516,166914.80000000002,1094.4,25.1,176,8949.7,226.2,-120
Пятигорск1),214.6,37.1,266,36029.5,27.8,8.4,36.4,99.4,187.5,51.8,51,4332,24085.300000000003,3063.3,62.9,729,16484.1,658.6,619
Пятигорск1),212.3,37.1,7245,38379.8,28.4,8.4,37.7,96,189.5,52.7,51.2,4344,21257.1,1590.2,58.9,670,17786.8,649,-1608
Пятигорск1),211.1,35.7,477,43534.8,29.3,8.6,40.8,71,190.7,50.9,53.1,4157,24057.7,3333.7,155.4,1674,21455.1,918.6,75
Уфа,1128.8,313,5052,50656.0,23.7,46.8,82,119.4,372.5,15.6,62,44593,986572.2999999999,30272.1,720.4,12488,174732.0,5501.3,4466
Уфа,1125.9,310.6,37125,53041.5,24.3,48.3,85.6,123.6,393,17.6,63.1,42874,763246.2000000001,28644.0,773,13614,189496.4,4846.4,1125
Уфа,1135.1,308.1,5717,57787.0,25.3,50.3,89.9,124.5,387,21.2,65.6,40461,1063677.9,31475.6,1167.8,19934,212879.9,6965.3,14765
Нефтекамск,131.1,29.5,750,37952.2,25.4,10.4,30.2,59.3,221.6,18.8,63.1,1867,45325.7,1509.1,88.1,1468,10568.9,235.5,1800
Нефтекамск,131.9,28.9,4095,39619.9,25.8,10.7,29.7,53.9,225.1,26.7,61.5,1820,50654.4,1227.6,91.6,1153,12301.8,337.7,966
Нефтекамск,132.7,28.5,899,42667.5,26.4,10.3,30.9,57.8,235.5,15.7,59.2,1732,62728.3,2427.2,73.6,1018,13120.6,409.3,1124
Октябрьский,114.1,25.2,408,38175.0,25.3,6.6,33.6,63.7,251.5,20.5,56.9,1749,25403.2,1065.2,55,707,6109.1,257.4,-28
Октябрьский,113.7,24.7,3142,39283.9,25.9,6.7,33.8,69.2,272.3,19,58,1711,24515.600000000006,1037.5,53.5,665,6873.3,181.3,-43
Октябрьский,114.1,23.7,452,42527.7,26.7,6.6,34.7,72.5,275.3,17.8,61.2,1647,25443.7,1096.2,100.8,1312,8787.3,297.4,950
Салават,150.5,38.1,587,43796.7,23,9,32.8,80.8,196,2.2,41.1,1746,258505.9,7938.4,25.3,253,11256.4,542.4,-502
Салават,148.9,37.7,2190,45860.9,23.4,9.1,31.4,77.5,202,4.8,43.4,1705,215065.69999999998,2862.6,25.7,273,12288.7,321.5,-348
Салават,147.7,36.4,656,50542.4,23.9,9,32.8,69.1,173.1,5.9,40,1641,337107.0,2898.3,17,100,12848.1,302.6,123
Стерлитамак,276.4,53.8,1057,36869.7,22.5,19.2,30.8,75.8,313,9.4,55.7,3599,107817.8,2461.5,95.2,1430,24872.0,750.1,-1544
Стерлитамак,274.1,53.1,7426,39363.3,23,19.6,30.1,77.5,319.2,19.8,56.1,3627,106731.8,2036.3,94.7,1478,26797.6,637,-1184
Стерлитамак,275,52,1659,43039.6,23.2,19.6,34.1,95.7,342.4,6.5,55.6,3434,131941.2,2225.1,49.3,603,29310.0,868.8,2336
Йошкар-Ола,285.5,67.2,733,35179.9,26.8,14.5,58.4,127.3,371.1,24.6,51.7,6976,55723.5,1960.9,221.2,3668,27230.8,1122.4,2829
Йошкар-Ола,286.9,66.5,4566,37272.1,27.4,15.2,57.8,130.6,365.7,32.5,59.4,6660,51970.3,1673.9,215.5,3828,32151.7,975.2,2151
Йошкар-Ола,290.1,65.6,840,40872.3,27.7,17.2,57.1,121.6,372.2,47.3,60.6,6542,64418.5,2664.4,185.7,2760,38601.4,1235.5,4622
Саранск,349.8,88.6,1135,33899.6,24.6,15.4,…6),…6),…6),49.4,46.1,8184,89249.5,6294.6,181.4,2974,32796.8,718.9,2490
Саранск,346.2,85.2,6931,35831.7,25,16,…6),…6),…6),38.4,47.4,7530,100097.8,5292.1,170.9,2653,37199.5,568.8,-1729
Саранск,345.8,83.6,1284,39326.1,25.3,16.4,…6),…6),…6),44.5,47.7,7254,129127.2,5643.1,181,2676,43321.6,814.3,2462
Казань,1257.4,338.7,3574,47162.5,26.4,61.1,76,96.5,288,35.5,51.1,60488,363363.00000000006,42277.7,1014.4,18599,218776.8,12093.3,1822
Казань,1257.3,336.9,17088,50639.5,27,61.2,79.9,99,290,37.2,52.9,59460,367960.89999999997,38297.4,884.7,14427,230730.2,9633.1,781
Казань,1259.2,335.1,4671,57505.5,28,75.3,80.8,99.4,286,44.8,54.3,57943,482334.69999999995,54634.7,1253.5,13432,283670,13181,4247
Альметьевск,158.4,56.6,811,49434.2,26,9.3,33,58,251,0.9,66.7,2938,426779.7,8526.8,130.5,1541,25694.8,1248.4,628
Альметьевск,158,55.6,2150,52283.7,26.5,9.3,34.8,61,253,2.6,68.6,2885,799897.5,5522.3,122.2,1193,27558.3,1220.3,-356
Альметьевск,158.3,55.4,700,57613,26.9,9.3,36.5,62.4,263,0.4,71.1,2690,1362343.5,7571.2,111.5,1179,32285,1546.8,692
НабережныеЧелны,533.8,130.2,1276,39994.3,23.5,28.1,39.4,57.2,225,2.1,39.6,16215,330376.89999999997,21887.1,310.1,5486,60634.5,2963.8,-1688
НабережныеЧелны,532.1,129,4627,41968.1,24.1,28.5,41.7,57.8,232,2.2,39.5,15086,391045.2,20277.1,238.1,3715,63804.8,2673.4,-1403
НабережныеЧелны,528.4,126.5,1182,48448.2,24.9,29.3,42.3,59.4,234,3.8,41.4,14253,569540.6000000001,19650.6,322.7,5831,76256.5,3372.4,-2430
Нижнекамск,240,75.5,958,46283.4,21.7,15.4,31.3,62.8,269,0.2,39.7,2731,519260.89999999997,11551.5,50.2,680,18410.5,1127.1,504
Нижнекамск,240.1,76.1,3072,50555,21.7,15.8,30.6,58.2,268,0.1,41.9,2620,452533.2,18152.4,52.2,670,20361.3,982.5,163
Нижнекамск,240.1,76.8,815,59923.4,22.1,15.7,27.3,58.8,248,0.4,44,2520,743774.8,31075.0,70.8,914,23237.5,1174.8,319
Ижевск,648.1,177.5,2617,41264.6,22.1,39.6,79.1,107.4,411.2,13.3,71.1,24376,330278.19999999995,5290.2,417.2,7307,68565.4,1459.5,-323
Ижевск,646.5,176.2,7657,43521.7,22.7,37.5,83.5,123.4,463.3,16.9,71.6,22971,238392.7,6277.7,443.2,7446,78902.2,1220.3,597
Ижевск,645.2,174.8,3135,48097.8,23.2,38.1,85.9,124.9,363.6,13.1,73,22207,333795.4,10396.6,464.4,7838,91493.7,1506.8,2143
Чебоксары1),508.1,124.5,2021,36009.7,24.7,35.3,81.6,130.7,400.9,37.9,54.5,14738,108061.5,5086.3,423.5,8199,48797.8,1672.3,1380
Чебоксары1),506.2,119.2,8819,38900.5,25.5,36,84.3,134.9,412.3,36.1,56.4,13510,95880.8,5682.2,382.1,6716,55094.8,1389.0,-1452
Чебоксары1),508.1,119.5,2545,43587.4,26.1,36.5,86.3,129.1,416,40.2,77,13246,112239.90000000001,6382.6,369.7,6030,68311.3,1852.1,3084
Новочебоксарск1),127.5,20.4,709,31404.8,22,9.9,39.6,57.9,257.4,9.7,39.7,1657,39284.9,605.1,53.1,1007,9121.6,200.5,504
Новочебоксарск1),127.9,20.2,1564,34073.3,22.2,10,39.3,56.4,258.8,17.2,42.8,1592,35819.1,1499.4,37.3,668,10155.1,236,885
Новочебоксарск1),127.8,19.7,431,37188.7,22.4,10,38.7,57,260.1,12.3,46.2,1546,43507.5,632.2,17.6,276,11609.4,289.2,642
Пермь1),1055.4,275.7,4003,48211.9,24.6,59.5,78.8,109.8,170.7,10.8,55,42644,737695.2,20954.7,543,9380,132145.2,2651.5,2808
Пермь1),1049.2,271.5,19838,50962.9,25.3,59.2,77.6,112.6,178.1,14.3,55.9,39881,643209.1,20828.6,644.3,10950,145668.1,2005.5,-1307
Пермь1),1042.8,270.6,2835,55953.5,26.2,61.4,76.8,114.6,182,17.3,53.8,36398,504565.2,21004.5,516.6,8136,173021.3,3267.4,-135
Березники1),153.2,52,379,49476.4,26.5,11.5,35.3,76.7,152.7,1.4,40.2,2205,295985.80000000005,12561.7,76,1154,15898.4,608.2,-1409
Березники1),150.7,51.6,800,51851.8,27,11,33.7,51.5,140.7,0.7,40.6,1985,268481.6,12304.7,47.4,471,16042.7,501.8,-906
Березники1),148.1,51,335,56337.1,27.9,13.7,32.7,51.3,136.8,0.6,44.4,1864,467747.50000000006,13971.2,111.4,1680,17290.1,761.6,-901
Киров,543.8,134.6,1435,37835.4,24.8,31.2,58.3,115.1,222.2,17,46.7,19573,127781.1,5727.7,309.9,5376,61693.6,1645.4,5945
Киров,546.2,133.3,10726,40394.3,25.1,32.2,60.3,114.7,222.3,18.1,49.1,18581,133279.8,5663.0,302.9,5571,66533.2,1376.4,4916
Киров,548.2,131.1,1778,44157.0,25.5,33.47),59.3,114.6,221.5,18.4,50.9,17691,167945.3,5803.4,322.9,5722,79584.4,1688.3,5866
НижнийНовгород1),1271.8,387.6,2873,49747.2,25.5,63.4,78.2,118.4,314.7,19.5,60,91486,532292.9,17523.3,358.5,6949,201874.9,6441.7,3447
НижнийНовгород1),1263.7,393.9,33603,52245.4,26.1,68.2,78.4,120.7,303.2,15.8,58.6,85738,0,14522.2,522.9,7492,224708.6,5397.1,1177
НижнийНовгород1),1253,393.3,3544,57902.2,26.6,68.4,80.2,121.3,319.9,23.74),62.8,81239,663717.8,18443.5,486.8,7045,272361.1,6885.6,2345
Арзамас,104,32.3,391,34696.9,25.5,5.8,34.8,88.5,240.6,12.4,60.8,4419,39563.700000000004,1856.4,31.7,489,9114.6,216.9,310
Арзамас,103.4,31.1,2836,36960.1,25.9,5.5,36.7,90.4,248.9,23.4,62.2,4053,0,1874.7,32.6,530,10970.5,208.9,100
Арзамас,102.7,30.8,437,39750.8,26.2,5.5,36,91.1,249.6,23.74),67.4,3843,46416.700000000004,2022.5,13.7,127,13040.1,352.3,27
Дзержинск1),238.8,48.8,403,38904.0,24.2,13,38.5,82.6,231.7,12.8,48.6,12616,94663.1,57.8,31.6,352,24965.3,706.7,1009
Дзержинск1),237.1,48.7,3631,40245.1,24.7,13.2,38,83.4,240.6,16.2,52.4,11252,0,20.5,49.2,474,27869.4,469.7,558
Дзержинск1),235,48.4,590,43772.8,25,11.9,37.7,89,251.8,9.44),52.2,10431,124399.3,177.5,33.9,307,32306.2,655.1,1149
Оренбург1),587,156.2,1950,43080.1,25.9,28.4,88.4,121.8,322.2,5.3,68,16082,276412.7,7148.9,486.3,8772,70181.9,2824.5,6985
Оренбург1),587.4,154.6,11272,45658.5,26.6,29.1,89.3,120.4,321.3,8.9,68,14267,257534.80000000002,8324.1,445.1,7708,76791.6,2069.4,3161
Оренбург1),586.5,153.2,2073,48903.3,27.5,29.6,88.5,120.4,369.6,12.1,70.9,13633,335436.6,10740.3,518.3,7949,93275.3,3290.1,3024
Орск1),230.4,42.5,1419,32595.0,25.6,13.2,31.7,83.4,334,22.6,36.5,3406,45679.5,707.2,43.5,302,12537.8,146.6,-71
Орск1),228.7,40.4,3942,35258.7,25.9,13.2,31.5,88.1,342.1,20.8,40.6,3228,46328.7,474,29.1,159,13907.1,144.3,426
Орск1),227.1,38.6,837,38807.8,26.2,13.2,31.3,83.6,357.7,3,43,3095,45062.0,273.1,38.5,262,16687.1,226,1227
Пенза,520.3,129.8,1752,36910.8,30.2,20.6,71.6,138.1,324.3,37.1,56.4,14916,113359.09999999999,1961.6,447.4,5418,59538.3,867.6,-89
Пенза,516.4,128,5528,39830.5,31.2,20.6,76.5,135.9,322.6,36.7,55.2,14168,133966.8,2060.4,431,6133,63271.7,793.6,294
Пенза,509.5,127.2,1751,43031.8,32.5,23.2,80.2,137.9,335.9,26.8,55.4,13433,160040.40000000002,6495.4,455.4,5065,75970.3,1213.6,-1572
Самара1),1156.7,340.9,3856,45966.1,29.4,46.6,84.3,112.7,305.9,25.3,58,54852,347369.9,24794.1,619.3,9067,171785.5,5680.1,3665
Самара1),1144.8,338.2,16148,48606.4,30.1,48.5,86.7,113.7,309,23.7,59.9,49248,336599.30000000005,23195.6,464.3,6586,186702.5,4840.2,-3016
Самара1),1136.7,334.9,3960,53525.3,31,51.9,86.1,112,311.6,26.9,60.3,45821,400280.1,31983.9,753.3,11417,217484.3,6279.7,2789
Новокуйбышевск1),102.6,31.3,383,42409.6,25.1,6.5,34.1,41.8,271.5,4.5,58.3,2089,57096.2,846.1,30.1,366,7702.0,450.9,183
Новокуйбышевск1),101.6,29.2,598,45092.7,25.6,6.6,32.1,44.1,275.2,4,60.4,1914,59577.100000000006,1322.5,26.1,173,8683.7,484.7,82
Новокуйбышевск1),100.4,29.3,298,47939.0,26.4,6.1,32.4,43.3,277.4,4.5,62.5,1802,66082.2,1858.2,51,639,10177,637.1,278
Сызрань1),167.8,42.6,486,34105.3,26.6,8.2,30.4,71.1,267.5,3.4,64.2,2282,53326.3,5549.2,43.4,464,13725.8,442.6,-395
Сызрань1),165.9,41.9,1073,36937.4,27.1,8.4,29.9,69.8,274,15.2,66.5,2131,54062.5,2634.1,35,327,15169.1,383,-186
Сызрань1),163.6,40.5,466,41405.7,27.7,8.3,29.1,71.8,277.6,15.6,66.4,2037,57560.3,3065.2,42,415,18345.2,462.8,-82
Тольятти1),699.4,155.2,3334,40126.3,23,40.2,36.5,67.8,202.6,8.5,64.5,25978,561910.5,4041.1,176.4,2945,78851.4,2793.7,-1560
Тольятти1),693.1,152.4,13446,42159.5,23.4,41,36.9,72,219.7,7.2,65.9,23924,515559.9,5699.6,80.3,765,87327.2,2421.3,-1423
Тольятти1),685.6,151.8,3699,47111.4,23.9,40.3,37.3,72.8,217.6,7.6,65.8,23050,690062.2999999999,8493.6,128.6,1923,104169,3053.1,-2037
Саратов,838,222.8,2875,39080.7,30.1,35.7,96.9,156.6,342.1,14.2,64.4,25022,190407.5,5956.6,908.5,8277,100529.7,1532.9,-418
Саратов,830.2,219.4,13935,42297.8,30.9,36.6,98.8,151.2,338.8,25,65.6,23812,179467.9,7140.8,759.4,9549,112040.5,1221.0,-928
Саратов,818.4,219.1,2749,46733.6,31.73),36.7,98.9,150.7,345.6,33.4,65.33),23073,245221.49999999997,17678.7,590.4,9010,131032.7,1650.0,-1603
Балаково,187.5,34.4,577,30495.7,24.1,8.7,37.5,101.8,369.2,5.2,30.4,2837,41550.4,1348.5,37.1,413,16177.0,226.3,39
Балаково,186,33.6,3155,33073.3,24.5,8.8,37.2,103,374.2,8.4,33.6,2760,36693.899999999994,938.7,41.4,580,18403.2,273.9,269
