name,popsize,avgemployers,unemployed,avgsalary,livarea,beforeschool,docsperpop,bedsperpop,cliniccap,invests,funds,companies,factoriescap,conscap,consnewareas,consnewapt,retailturnover,foodservturnover,saldo
Майкоп,163.7,36.9,447,30620.8,29.0,7.3,69.4,141.3,379.9,69.1,50.5,3357,16767.0,1821.8,34.1,268,10825.6,490.1,-1336
Элиста,103.1,28.4,592,26639.8,29.1,7.7,96.8,157.3,306.0,31.0,49.4,2700,2582.4999999999995,553.3,82.8,1046,4626.7,58.6,-1158
Элиста,102.6,28.9,484,29860.2,29.5,7.8,94.1,156.5,295.6,21.9,50.8,2608,3323.1000000000004,294.6,79.3,776,6013.2,74.8,-1004
Краснодар1),990.2,291.2,1468,42028.7,33.1,62.8,92.0,137.8,327.9,38.6,38.3,63353,372435.79999999993,35206.8,2451.1,42258,190907.7,4582.7,12147
Краснодар1),1008.0,296.8,1462,45998.0,34.7,63.7,93.9,132.7,333.6,37.5,42.9,60246,431573.20000000007,38918.9,2020.8,33850,214209.9,5613.7,13396
Армавир1),209.2,33.1,514,26387.1,22.0,7.6,33.2,79.4,259.5,55.3,51.8,3598,23349.100000000002,5106.4,96.4,1000,11678.0,236.9,-13
Армавир1),208.8,32.6,492,28394.2,22.4,7.9,32.4,79.6,248.4,54.3,54.3,3346,22453.300000000003,7019.1,62.1,646,12205.5,273.5,-232
Новороссийск1),334.5,71.3,275,41613.1,20.6,12.0,41.2,67.0,248.5,5.2,41.3,8615,49090.6,14408.5,248.3,3558,36488.2,1913.6,3892
Новороссийск1),338.3,71.4,402,46055.6,23.5,12.1,35.7,61.7,233.6,3.8,42.8,8528,55791.6,14315.6,268.4,4682,40407.4,1548.1,3535
Сочи1),507.4,94.9,724,39003.6,20.5,18.0,42.1,71.5,222.4,26.9,24.5,21217,22911.399999999998,8697.0,117.6,1511,62276.2,7054.9,12781
Сочи1),524.0,96.4,668,42225.8,20.5,18.1,40.7,68.9,225.8,24.1,31.5,21140,23859.7,5078.6,357.8,6033,74890.6,8227.2,14669
Астрахань,533.9,124.3,2015,35179.0,24.8,28.0,93.4,131.1,296.6,1.5,33.3,11979,268508.89999999997,4237.7,286.3,3580,41699.1,903.9,679
Астрахань,534.2,121.5,1624,39118.0,25.1,28.2,92.7,131.1,302.4,3.4,35.3,11150,386196.4,5050.9,170.3,2158,44581.2,853.2,51
Волгоград1),1013.5,243.4,3245,33718.9,23.9,45.1,73.0,118.3,335.6,27.4,55.0,27506,561907.4,21210.2,377.7,6132,116189.1,2662.9,455
Волгоград1),1013.5,239.7,2667,36779.1,24.3,44.8,73.7,118.4,327.8,20.3,57.0,25346,706429.7,16679.9,387.8,5838,122720.0,3720.5,2813
Волжский1),325.2,59.3,976,31395.1,19.9,14.5,37.9,65.3,207.3,4.0,37.5,5995,160962.59999999998,1498.2,103.1,2013,24665.6,233.2,-216
Волжский1),323.6,60.0,820,34375.6,20.1,14.2,38.6,64.8,211.4,7.9,39.5,5619,185773.4,996.4,21.1,294,26491.2,236.8,-631
Камышин1),111.1,20.3,…,24245.6,24.2,6.2,35.7,108.5,338.1,7.0,54.3,1196,10765.599999999999,178.0,9.3,60,6595.0,…7),-92
Камышин1),110.3,19.7,…,26676.4,24.5,6.2,36.4,109.2,332.6,36.9,54.2,1113,10890.0,…7),9.6,140,7891.4,167.8,-126
Белгород,391.6,107.2,1440,33566.7,24.8,16.9,77.2,142.8,317.4,15.7,54.4,20948,95501.4,6167.0,197.1,2718,39648.9,1172.9,613
Белгород,392.4,105.8,1438,36954.7,25.1,17.1,79.2,147.4,321.8,16.2,55.4,19352,98457.2,4601.5,164.3,2741,41674.4,1087.1,1384
СтарыйОскол,224.1,64.7,7713),34012.4,27.2,12.1,40.13),57.73),204.53),…,43.3,7216,212739.9,2969.9,127.8,1187,19061.3,534.3,718
СтарыйОскол,223.8,64.8,7713),37889.8,27.8,12.1,37.53),51.53),217.33),…,47.2,6057,256190.3,3351.5,132.7,1259,23274.9,791.7,-54
Брянск,424.0,119.6,1507,30540.9,29.2,19.5,71.4,133.6,352.0,19.5,49.7,12177,91440.40000000001,3057.4,405.6,6992,42363.4,814.5,130
Брянск,422.8,119.4,1087,33736.8,29.8,19.5,70.1,131.9,351.2,26.2,50.7,11440,99915.7,2544.9,287.6,4580,46160.9,875.0,330
Владимир1),359.5,105.0,1957,33213.1,25.6,16.6,60.1,146.5,344.3,27.8,50.9,14076,95918.4,2556.5,182.8,3222,41721.6,1190.7,1676
Владимир1),360.4,104.0,1727,36511.5,26.1,19.2,61.8,144.0,344.2,25.4,52.5,13378,103309.4,4036.2,205.7,3363,46391.7,1281.4,1953
Ковров,137.6,41.2,394,34636.2,26.2,8.9,41.4,68.5,549.6,4.3,50.5,2819,60970.7,461.1,63.1,1101,8721.6,85.6,-170
Ковров,136.0,40.6,285,38693.9,26.9,8.7,42.2,70.5,531.1,3.4,49.1,2685,59008.9,1051.8,53.9,920,9873.4,154.1,-686
Муром1),117.9,30.2,998,28254.2,25.7,7.8,38.5,73.3,475.3,7.6,43.4,1799,36787.6,…9),39.1,320,9133.8,93.2,-153
Муром1),116.8,29.5,919,30095.7,26.2,7.5,39.3,72.8,478.5,10.1,45.5,1763,39467.299999999996,430.4,32.0,365,9429.0,83.9,-351
Воронеж,1047.5,260.7,4519,35202.3,28.1,48100,84.8,116.4,285.2,22.6,50.4,43940,190304.1,18926.0,1110.4,17383,103850.7,2100.6,9100
Воронеж,1054.1,263.8,4612,38974.5,28.7,50640,85.4,115.9,294.1,32.7,52.3,40764,194387.7,17039.9,1104.9,16714,127813.7,2488.4,8235
Иваново,406.1,81.9,911,29496.4,24.3,21.7,72.4,132.6,257.0,19.1,49.2,21832,54645.50000000001,1815.7,181.4,2374,36769.1,1164.1,991
Иваново,405.1,81.7,789,32462.7,24.9,22.0,73.9,134.5,265.0,20.7,51.3,21383,60646.100000000006,529.1,239.5,3524,42446.7,1580.4,813
Калуга,340.9,114.1,527,39653.2,25.3,15.4,60.1,122.0,270.0,34.6,48.1,11564,333417.39999999997,17494.4,308.4,4669,45034.4,662.9,-575
Калуга,336.7,116.0,396,44257.9,25.2,15.8,67.1,124.4,282.0,28.7,51.0,11070,425864.30000000005,13817.9,304.8,4931,50576.1,924.6,-3101
Обнинск,115.0,27.6,227,46066.5,26.3,6.3,59.6,99.9,302.2,14.4,37.8,4900,60055.100000000006,433.6,135.8,2284,11198.4,487.5,1389
Обнинск,118.2,28.2,168,50801.9,26.8,6.7,67.7,111.4,309.8,3.2,38.4,4619,58233.3,388.0,149.1,2629,13312.7,508.9,2944
Кострома,277.3,66.3,486,30365.5,25.4,13.5,48.8,86.7,299.0,22.9,50.9,10162,52159.4,528.4,206.7,3447,14728.9,716.5,-199
Кострома,276.1,67.0,499,34114.5,25.8,13.5,49.4,86.6,287.9,22.8,52.0,9340,66835.1,528.2,90.5,1438,18568.6,691.7,-819
Курск,448.7,116.6,1675,29746.8,27.1,15.6,75.7,97.5,314.3,7.7,39.9,14268,90901.59999999999,8893.5,330.8,5659,43951.9,1092.1,492
Курск,449.6,116.0,1427,32749.0,27.6,15.9,79.4,98.1,318.7,12.3,42.4,13307,95754.70000000001,8533.7,291.7,4381,51087.8,1026.9,1892
Железногорск,100.7,31.3,427,32157.4,25.0,5.5,33.3,49.0,301.8,5.4,28.1,1322,33150.7,755.1,45.7,710,6282.1,253.5,329
Железногорск,100.5,31.6,362,34137.2,25.6,5.3,32.9,48.6,302.5,7.9,32.6,1267,42329.7,574.6,56.8,777,7291.9,255.8,126
Липецк,509.7,134.4,931,36194.5,27.1,22.8,62.0,101.2,473.9,9.2,63.8,14732,523574.79999999993,10228.3,565.2,5356,55966.7,980.9,168
Липецк,509.4,135.0,738,39817.2,27.7,22.6,60.8,96.6,482.5,10.0,65.8,13774,628264.7,10358.0,381.3,4244,63187.3,1093.7,740
Елец,104.3,25.3,500,26744.5,28.2,5.1,39.6,76.0,339.8,4.4,46.4,1267,17043.2,759.5,22.8,162,8393.8,185.4,-84
Елец,103.2,24.6,494,29496.0,28.6,5.1,43.3,76.9,338.8,5.3,41.7,1206,18486.1,452.0,26.2,281,9217.4,174.3,-419
Балашиха,468.2,53.4,1568,50766.0,26.5,20.1,20.9,31.7,134.0,41.7,38.1,9892,58690.7,4710.4,278.9,4329,77974.3,1706.8,14807
Долгопрудный,108.9,17.7,241,67809.7,31.1,7.2,34.2,48.1,163.1,10.3,53.6,3902,18507.1,…8),91.4,1195,8966.2,84.8,4600
Домодедово,127.9,55.4,317,59910.2,41.27),7.6,28.8,30.7,174.5,13.8,34.5,5684,28552.7,10323.7,530.4,9801,32188.8,7771.7,3117
Жуковский,108.2,26.1,378,57954.3,22.6,5.2,27.7,57.3,94.6,41.2,41.1,3648,9319.0,5776.1,54.3,831,11448.9,79.0,-584
Коломна,142.7,38.9,521,44798.6,25.5,7.1,33.1,66.0,122.4,50.4,60.1,3445,103585.6,1630.3,50.3,644,14610.6,774.5,-810
Королев,223.0,51.7,462,60621.4,28.6,10.2,29.8,51.0,147.0,7.3,46.0,6570,96612.09999999999,1381.2,105.7,2059,26403.1,728.7,1090
Красногорск,161.5,46.9,339,64190.7,35.37),7.8,…,…,…,48.8,55.9,7833,64842.4,12387.0,579.8,11860,46676.2,2824.4,7563
Люберцы,202.9,27.1,710,60607.1,26.97),12.2,…,…,…,2.9,28.2,9777,13504.800000000001,3268.4,294.4,6180,22534.4,1321.6,4282
Мытищи,211.6,64.8,649,51664.3,29.07),11.0,33.2,42.0,218.9,1.4,44.7,11102,101838.0,19498.5,347.8,6709,121315.8,2336.4,5660
Ногинск,102.6,30.2,360,45586.7,24.97),6.4,…,…,…,13.9,44.5,3276,68613.8,986.2,78.6,1279,22881.7,737.9,514
Одинцово,140.5,27.1,491,52868.7,45.37),9.1,…,…,…,25.4,33.5,7358,28753.899999999998,5888.5,420.4,6695,21038.3,700,-1869
Орехово-Зуево,118.8,19.9,679,41779.5,23.7,5.4,31.7,91.9,191.7,45.6,42.9,1841,18340.899999999998,…8),7.4,34,15693.5,318.2,-574
Подольск,302.8,72.1,965,53547,29.47),17.8,37.6,62.7,162.2,17.8,48.5,10941,130487.4,5471.6,100.1,1290,46995.7,2220.2,2851
Пушкино,105.5,18.5,369,47169,33.97),5.3,…,…,…,5.9,30.1,4751,25017.100000000002,2342.0,100.1,1575,25390.6,771.5,-1174
Рамен-ское,116.1,22.1,406,51481.5,32.07),5.6,…,…,…,32.1,47.7,3467,32072.2,1089.6,134.3,2437,14074.6,513.4,2726
Реутов,103.8,18.8,360,52601.9,30.2,6.3,34,32.4,101.3,20.2,40.9,2292,6250.3,562.0,146.1,2210,23404.8,988.2,3581
СергиевПосад,103.4,25.7,1103,40203.1,33.77),4.8,…,…,…,69.3,52.1,5325,13446.4,1337.2,76.4,906,16121.8,859.6,-813
Серпухов,125.8,21,440,43608.4,26.2,6.2,26.7,56.3,119.2,19.2,52.1,3019,23197.2,…8),16.3,217,12795.5,1265.2,244
Химки,250.7,76.3,532,72067.3,43.1,15.7,22.6,35.8,125.6,4.9,37.7,12346,24795.399999999998,7416.4,523.7,9293,106098.5,23296.0,5813
Щелково,125.6,25.9,440,57167.7,30.67),6.2,…,…,…,25.3,30.0,4573,55828.50000000001,776.7,164.6,3022,19805.1,854.3,-278
Балашиха,490.0,54.3,1500,56176.0,28.3,20.1,25.0,29.2,135.8,25.7,42.4,8554,55431.4,5811.8,451.5,8713,94356.2,2177.4,19317
Долгопрудный,112.0,17.7,205,74583.9,34.7,7.2,31.2,42.9,151.8,40.8,54.6,3383,23846.7,1080.0,168.3,3113,11215.1,255.7,2981
Домодедово,133.5,55.2,330,67135.8,42.77),7.6,31.7,28.7,163.5,6.2,32.4,5005,33140.9,13456.4,264.1,3113,35918.9,6843.9,5370
Жуковский,107.9,27.4,377,65143.9,22.8,5.2,30.0,55.5,105.5,22.3,42.0,3394,20647.6,934.0,15.9,372,13454.1,314.8,181
Коломна,141.1,38.8,398,48558.0,25.57),7.1,36.6,55.3,123.8,16.2,60.0,2974,60383.2,521.6,46.3,304,17393.5,668.1,-884
Королев,224.5,50.5,407,66172.3,29.4,10.2,27.9,50.4,145.2,5.4,46.6,5986,77895.0,1918.7,239.5,4600,28705.8,1074.7,1689
Красногорск,171.8,50.6,307,67609.5,35.07),7.8,…,…,…,29.3,30.2,7602,72134.5,21556.6,418.6,8517,49886.2,3336.7,10058
Люберцы,207.3,26.9,725,62295.5,30.27),12.2,…,…,…,1.1,38.1,8196,18051.399999999998,6178.6,468.2,10094,27520.3,1600,3657
Мытищи,222.7,69.1,628,60349.1,29.37),11.0,36.9,39.8,209.9,8.5,48.7,9860,215433.30000000002,19782.8,395.0,6566,127338.1,2971.5,10799
Ногинск,102.3,30.6,358,52464.4,29.97),6.4,…,…,…,51.8,42.9,2783,90081.4,160.7,88.1,1735,23109.4,813.3,-52
Одинцово,137.5,29.3,481,58529.7,48.07),9.1,…,…,…,16.3,51.2,6206,36423.8,1566.2,358.4,6722,24526.4,1616.9,-3507
Орехово-Зуево,118.0,19.2,615,45950.2,24.47),5.4,36.1,87.5,261.5,41.2,44.0,1745,19823.100000000002,612.9,31.8,555,16597.2,389.1,-189
Подольск,304.2,75.0,801,56995.4,29.67),17.8,38.0,62.1,163.6,13.0,48.7,8618,147462.0,9216.7,168,2268,55332.3,2477.5,1532
Пушкино,106.8,20.1,365,50434.6,32.27),5.3,…,…,…,12.4,36.4,4447,25323.1,3850.5,158.4,2908,28362,671.5,1356
Раменское,119.9,22.9,418,55068.8,32.17),5.6,…,…,…,14.6,48.3,3231,35396.3,1582.7,170.6,3028,19217.3,602.7,3299
Реутов,107.0,18.1,370,58106.0,30.8,6.3,30.5,29.0,94.7,7.0,40.4,2107,5228.0,699.8,163.5,2933,25700.3,1000,3259
СергиевПосад,102.0,26.2,780,44097.5,34.57),4.8,…,…,…,25.1,46.4,4133,13607.0,2122.9,98.1,1315,19884.9,771.9,-1052
Серпухов,124.9,20.9,437,47179.5,27.4,6.2,27.9,56.7,120.2,48.4,50.6,2666,23302.100000000002,…8),29.7,470,14949.2,1319.1,-260
Химки,254.7,82.8,515,80628.7,35.8,15.7,24.9,34.3,117.8,8.9,34.3,11111,27688.5,5621.3,182.6,3089,122093.6,26363.8,4184
Щелково,124.8,27.8,437,62122.3,27.87),6.2,…,…,…,17.6,45.3,3795,73464.0,1191.8,86.3,1568,21349.8,752.7,-1361
Орёл,315.3,87.7,1445,29583.6,29.1,13.8,79.0,170.3,340.6,12.2,53.6,9498,48840.700000000004,4300.3,112.0,1855,44172.9,898.1,-1642
Орёл,311.6,86.4,1141,32300.2,29.8,13.6,79.4,172.9,361.0,10.5,55.1,9138,50740.600000000006,4808.0,87.0,1518,38529.6,889.3,-1844
Рязань,539.0,155.2,870,36024.7,26.6,21.4,79.9,122.0,271.9,13.9,53.5,21816,231923.8,5127.5,380.8,6728,58661.6,1905.7,2896
Рязань,539.8,152.9,805,39288.7,27.5,21.5,81.7,119.7,274.2,22.1,54.5,20601,235211.1,5334.7,461.2,8712,69130.5,1977.7,2753
Смоленск,330.0,102.8,1254,31432,27.1,15.5,99.3,138.1,354.2,28.0,48.5,17107,63757.700000000004,1584.5,190.2,2963,57227.2,685.2,892
Смоленск,329.4,100.1,1158,35231,27.4,15.7,98.4,138.1,359.4,42.5,51.4,17403,71109.5,1457.7,120.4,1834,63740.7,743.2,430
Тамбов,293.7,87.6,865,28931.7,26.6,15.2,71.0,150.6,407.9,34.3,71.8,9580,55613.0,6839.4,380.2,3850,37613.7,946.7,4251
Тамбов,291.7,87.2,606,31614.6,28.2,15.6,71.7,149.9,437.6,18.8,64.6,8975,66016.8,4994.0,400.0,4810,45252.0,960.8,-796
Тверь,420.1,108.6,654,36097,26.2,19.6,86.9,160.1,314.1,33.6,50.9,19812,106304.5,2159.3,331.0,5764,59888.4,814.9,1752
Тверь,420.9,110.9,422,40216,26.8,19.3,87.5,157.1,323.3,22.1,54.9,18772,142684.2,1462.5,214.9,4175,65979.0,880.6,2116
Тула,550.0,173.1,1094,39180.2,28.6,27.5,60.2,148.9,313.4,6.8,56.4,22667,300874.5,7093.3,352.9,4734,84980.2,1794.5,2155
Тула,546.9,175.0,973,43002.0,29.8,28.7,60.1,151.1,306.8,4.2,53.3,21590,373416.80000000005,6487.2,490.3,7268,74232.2,1976.1,941
Новомосковск,136.6,33.2,358,35141.2,26.6,6.7,39.8,77.2,368.3,0.9,43.6,2653,109937.7,…9),30.3,370,11506.5,191.1,43
Новомосковск,134.9,30.6,247,37573.1,27.1,7.0,39.9,78.2,375.7,1.7,45.9,2421,133563.0,1659.2,47.1,570,12483.2,191.9,-709
Ярославль,608.7,167.4,2606,37533.7,24.1,30.9,77.1,132.2,292.0,9.5,53.5,29516,212362.9,7483.3,356.9,6030,63980.8,1959.9,2043
Ярославль,609.8,167.5,2043,41030.7,24.5,31.2,77.6,123.1,293.4,11.1,55.2,26704,233918.2,5702.7,280.1,4538,72907.4,2240.3,2948
Рыбинск,188.7,54.7,1330,31242.8,26.0,10.5,36.1,69.4,284.4,26.1,43.7,5373,77660.99999999999,449.0,43.1,629,14098.2,544.8,-344
Рыбинск,186.6,54.5,1186,34841.1,26.5,10.5,38.5,84.2,291.9,10.1,45.1,4633,86804.0,1018.0,41.0,491,14680.8,594.1,-697
2017,12506.5,4805.1,30.1,73812,19.3,434.6,55.9,62.1,309,27.8,37.0,1001076,7723313.0,911097.4,3419.0,53667,4521886,164595,111000
2018,12615.3,4840.6,27.9,83801,19.3,451.2,58.3,62.1,309,24.6,33.8,854131,9159884.0,915569.8,3541.2,58544,4798454,182610,98800
Петрозаводск,279.2,66.4,1804,41234.4,25.4,16.2,78,92,312,32.5,48.3,14771,32276.2,6056.3,143.8,2739,34037.7,824.1,765
Петрозаводск,280.2,66.4,1717,46196.7,25.9,16.1,77,92,316,30.1,51.2,13611,34848.0,10150.1,162.0,3116,37918.3,785.1,1237
Сыктывкар,260.8,77.6,1401,44181.4,23.7,19.6,83.9,148.6,466.8,17.5,50.0,9494,97406.7,2364.7,141.1,2574,31576.4,720.1,-241
Сыктывкар,260.3,76.6,1205,49089.8,24.3,19.9,84.2,153.6,476.1,9.8,49.5,9070,112569.6,2129.9,198.5,3627,36643.4,1015.1,-580
Ухта,117.8,36.2,357,58575.7,23.8,8.7,49.1,119.5,346.8,0.9,43.2,2614,79179.9,3461.4,15.2,203,11150.7,408.2,-1190
Ухта,116.2,35.4,307,62675.6,24.1,8.7,49.4,119.6,356.0,0.3,45.5,2423,98665.5,3770.2,6.6,78,13502.2,441.9,-1333
Вологда,312.4,85.8,1800,35983.0,26.6,18941,59.9,137.5,337.8,19.7,50.7,19414,64865.5,10003.47),233.1,4700,34295.5,437.9,-1104
Вологда,311.8,85.0,1500,40149.2,27.3,19368,59.2,138.4,367.6,27.4,53.3,17779,52163.0,16922.57),186.5,3812,41996.4,553.3,-1009
Череповец,310.3,83.6,1300,43094.3,28.8,20900,60.0,139.8,371.9,17.4,44.7,13471,466816.7,5622.3,97.1,1561,18953.5,1322.6,-1607
Череповец,318.0,85.5,1500,45641.9,25.2,22550,40.5,66.3,301.1,1.9,47.2,13225,565161.7,7324.8,119.9,2118,20536.9,1426.4,-587
Череповец,316.5,84.3,1200,49776.4,25.8,22744,40.2,67.5,304.6,5.9,50.1,12027,565515.0,6745.7,106.0,1749,21952.9,1590.6,-775
Калининград,475.1,117.0,1229,38686,28.7,26.2,68.2,121.3,338.7,29.3,47.5,36354,285486.8,11816.7,457.4,7456,56631.5,1314.8,8167
Калининград,482.4,117.4,972,42450,28.2,27.1,68.3,117.5,327.5,17.5,39.9,33395,367175.39999999997,11727.3,509.3,8697,57909.7,1474.9,7955
Мурманск,295.4,90.2,1921,61261.6,23.8,15.4,70.2,114.5,279.3,nan,10.9,ПРОМЫШЛЕННОЕПРОИЗВОДСТВО2),85321.9,21.9,450,nan,96.7,104.1,-2322
Мурманск,292.5,89.8,1778,68469.4,24.1,15.4,71.0,112.1,279.8,nan,10.5,ПРОМЫШЛЕННОЕПРОИЗВОДСТВО2),97873.3,9.5,177,nan,109.5,111.6,-2380
ВеликийНовгород,222.9,70.6,1305,36640.1,25.0,14.9,80.2,145.9,400.0,14.0,43.3,8532,116910.90000000001,4201.8,104.7,2052,26110.7,866.2,621
ВеликийНовгород,224.3,68.8,1220,39576.9,25.3,15.2,79.8,143.8,398.5,8.0,44.4,7781,130534.5,4120.1,105.4,2033,27127.9,927.1,1911
Псков,210.5,56.1,843,30539.1,25.3,10.3,58.7,141.9,319.1,60.8,56.0,8999,28195.0,2340.5,33.7,452,25288.7,1500.7,1097
Псков,210.1,54.1,553,33984.0,25.5,10.2,57.6,130.2,332.1,55.9,56.5,8781,29737.999999999996,2066.7,35.3,513,26695.2,807.0,103
Санкт-Петербург,5351.9,2056.0,11800,53740,24.9,238.4,80.7,84.5,336.8,20.2,38.3,345277,2513171.0,517477.2,3536.1,69508,1326316,72406,64500
Санкт-Петербург,5383.9,2082.7,12000,60421,25.4,245.0,81.2,83.1,340.0,17.9,40.0,314917,2912870.0,564787.6,3950.3,78174,1412406,78198,27800
Махачкала,726.7,102.4,583,28610.2,17.5,15.4,60.2,101.7,107.3,nan,54.9,11111,6461.199999999999,3394.2,1193.8,8837,3783.6,23.2,-2035
Махачкала,732.5,104.7,601,32500.7,17.6,15.1,61.1,101.1,105.9,nan,56.3,10897,7653.7,3821.8,199.2,1966,3939.5,101.2,92
Дербент,123.7,12.5,1267,22246.9,17.2,4.5,36.3,56.5,142.2,nan,37.3,1125,3963.5,118.1,115.9,1744,649.4,–,-339
Дербент,124.7,13.1,1240,25805.0,17.0,4.9,36.5,56.3,141.6,nan,33.9,1084,4986.0,202.7,29.7,321,660.8,15.3,68
Каспийск,116.3,11.3,223,29196.8,19.2,4.0,33.9,44.8,56.0,nan,28.5,1018,13585.5,–,110.3,1450,887.0,4.6,1621
Каспийск,119.2,10.3,231,25404.3,20.5,4.4,34.0,43.7,54.6,nan,30.0,963,15560.1,–,207.3,3054,121.1,109.1,1527
Хасавюрт,141.3,12.2,720,21149.6,16.3,3.9,36.2,72.9,90.5,nan,58.8,1464,0,655.0,42.9,342,208.3,–,-193
Хасавюрт,142.7,12.6,720,24105.4,16.4,4.1,35.7,72.3,89.8,nan,89.9,1504,0,1057.7,53.1,423,89.8,–,-118
Магас,8.7,8.2,39,36523.2,68.0,0.5,124.3,–,570.0,91.7,35.6,289,0,…7),20.1,236,…7),…7),875
Магас,10.3,8.3,63,38620.7,69.6,0.5,100.6,–,387.1,79.9,38.7,303,0,…7),93.0,1102,…7),…7),1441
Назрань,117.9,14.5,2560,21087.8,16.0,2.9,99.9,85.0,179.8,85.6,59.8,1887,0.1,…7),187.2,757,460.8,–,506
Назрань,119.8,15.5,2458,25209.7,16.3,3.1,103,82.9,177.3,78.7,62.3,2024,0.1,…7),102.5,698,549.1,–,347
Нальчик,265.3,55.3,1061,27958.3,20.0,14.9,95.6,172.2,340.3,55.0,50.0,6833,11888.7,748.7,258.7,2681,10059.4,…7),-966
Нальчик,264.7,54.3,984,31066.6,21.1,14.7,96.3,169.1,330.0,66.5,57.8,6246,13387.099999999999,369.9,241.5,2013,11834.1,…7),-1660
Черкесск,122.4,33.5,720,26960.8,24.4,5.1,88,139,263,61.0,47.6,2916,23420.5,2594.1,150.8,1959,7772.7,130.4,-287
Черкесск,122.8,33.8,431,30072.0,24.8,5.2,96,145,262,54.8,50.7,2956,19554.5,1691.6,123.9,1621,8957.2,30.6,194
Владикавказ,306.3,66.9,2807,28184.3,35.3,28.6,106.7,138.3,359.1,48.2,47.1,5967,17645.1,1292.8,145.8,2096,9582.9,873.6,-1597
Владикавказ,304.9,67.6,2094,30444.0,35.8,28.4,107.7,139.7,365.6,59.1,47.9,5912,16211.0,4391.6,169.2,2486,11367.9,505.1,-2261
Грозный,297.1,79.3,10000,30455,26.7,14.6,79.4,168.6,372.9,16.1,61.1,5101,16258.9,2831.4,194.8,2119,4020.5,5.1,-57
Грозный,301.3,80.4,9800,34141,27.1,15.2,82.1,167.3,378.9,16.1,58.7,5244,15458.999999999998,3801.0,217.3,2209,4548.9,18.0,-1147
Ставрополь,434.1,115.9,1330,33290.1,29.6,15.5,94.8,187.3,336.1,34.0,61.6,17635,44352.3,4963.1,373.1,5754,41593.6,1129.9,-1451
Ставрополь,437.8,115.1,918,36479.7,30.4,15.8,99.6,190.8,343.8,25.2,63.4,15311,45921.40000000001,4337.9,332.9,5744,41640.2,1163.6,1810
Ессентуки,108.7,16.6,324,28597.3,24.0,3.9,36.4,87.0,156.4,57.8,33.3,1731,2515.6,92.2,47.6,668,4893.7,23.7,921
Ессентуки,110.5,17.2,194,31054.1,24.1,4.0,37.4,86.3,154.1,40.5,37.0,1684,2706.3,196.5,62.6,1027,5153.2,52.0,1527
Кисловодск,136.4,16.3,343,28937.8,23.3,3.3,31.9,62.6,198.1,76.8,53.1,1871,4649.9,537.6,41.8,550,3028.4,75.2,-511
Кисловодск,135.9,17.0,261,31620.5,23.4,3.4,32.5,61.6,194.6,49.1,60.8,1746,4487.6,…8),17.4,130,3341.2,44.9,-648
Невинномысск,117.4,24.0,675,34797.4,23.7,7.1,28.9,73.8,176.0,0.7,45.2,1799,95710.0,2675.7,14.5,281,6268.1,4.2,72
Невинномысск,116.9,23.8,484,36905.1,24.1,7.1,29.3,74.4,177.5,2.4,47.8,1747,110410.9,2034.9,28.4,451,7018.9,61.1,-254
Пятигорск,213.8,38.8,535,31845.6,27.3,8.4,34.7,99.4,185.7,28.8,44.1,4731,20208.6,325.6,68.5,712,14422.0,593.2,3
Пятигорск,214.0,37.8,294,34346.1,27.5,8.4,34.8,97.2,178.8,5.1,48.5,4667,22783.0,138.9,71.4,761,16055.6,584.5,304
Уфа,1120.5,307.9,5108,42312.8,23.6,44.7,78.5,122.6,373.1,8.5,60.3,47217,746454.9,27938.6,675.4,10360,145725.7,4857.7,2765
Уфа,1124.2,310.3,4959,46512.8,24.1,45.1,81.9,120.1,372.5,12.0,61.3,46085,912633.7,26267.6,653.3,10803,161053.2,5290.6,2231
Нефтекамск,127.8,30.7,738,31324.7,24.6,10.4,27.1,60.2,223.4,7.7,56.6,2029,37831.9,1574.4,89.6,1509,8159.6,200.0,429
Нефтекамск,129.2,29.5,685,35114.5,25.0,10.4,26.9,59.9,222.1,6.3,60.5,1978,35458.1,1668.0,76.9,1450,9562.4,174.1,965
Октябрьский,113.8,26.0,404,32766.0,24.0,6.5,35.8,66.5,247.7,5.9,54.4,1723,26378.9,1456.0,53.9,688,4846.0,136.4,-200
Октябрьский,114.2,25.3,432,35612.2,24.5,6.5,35.1,65.9,247.9,14.4,56.7,1794,25678.5,1302.2,55.9,797,5702.2,242.8,189
Салават,152.4,41.3,718,38592.3,22.4,9.3,33.1,85.4,193.6,13.0,34.5,1900,209993.50000000003,6144.8,37.9,440,9070.9,394.0,-484
Салават,151.6,38.8,639,40006.0,22.7,9.1,31.8,84.9,184.7,0.5,37.4,1784,270324.3,5408.1,29.5,372,10141.5,501.1,-325
Стерлитамак,279.6,55.3,1190,31436.8,21.7,18.9,31.7,78.8,309.9,5.2,53.9,3725,98359.00000000001,3224.9,110.5,1874,19269.9,474.9,-860
Стерлитамак,278.1,54.7,1109,34576.5,22.1,19.0,30.9,77.5,310.4,10.5,52.9,3793,105232.7,2279.7,94.2,1649,22238.9,675.5,-1491
Йошкар-Ола,279.3,66.6,1091,31100.1,25.5,14.9,59.7,136.0,385.8,17.4,49.9,8325,52699.0,1410.4,242.9,4089,22023.9,923.5,1239
