name,year,popsize,avgemployers,unemployed,avgsalary,livarea,beforeschool,docsperpop,bedsperpop,cliniccap,invests,funds,companies,factoriescap,conscap,consnewareas,consnewapt,retailturnover,foodservturnover,saldo
Камышин,2020,108.7,17.7,2700,31832.1,26.1,6.1,33,105,342,17,59.5,982,15447.400000000001,36.7,11.4,67,9593.2,206.6,-57
Камышин,2021,106.9,17.8,600,33684.3,26.6,5.7,31,107,339,15.5,53.5,966,18591.3,30,9.9,136,11131.1,329.3,-394
Белгород,2019,394.1,104.7,1243,40032.3,25.3,17.4,79.4,142.7,331.4,25.7,57.8,17737,99159.5,9836.2,128.8,1940,45773.7,999.1,2444
Белгород,2020,391.7,104.2,3018,43109.9,25.8,17.7,79.4,134.3,335.3,20,56.4,16188,104711.5,9850.8,142.9,2300,50249.8,727.6,-618
Белгород,2021,391.8,103.3,1006,47452.4,26.2,17.2,83.2,139.2,351.8,34.5,57.8,14243,122665.0,10219.9,133.4,1363,62330.4,1551.1,2828
СтарыйОскол,2019,223.9,63.9,522,40902.7,28.3,11.9,38.8,50.5,219.7,6.0,50.7,5178,255577.0,5477.4,126.6,1255,24468.7,745.7,672
СтарыйОскол,2020,223.7,62.2,1428,44351.8,28.9,12.2,38.1,58.3,213.5,6.6,52.6,4537,262957.7,5806.7,124.5,1137,27138.2,738.5,964
СтарыйОскол,2021,222.6,61.5,769,48849.9,30,12.3,38.3,58.1,240.8,8.6,54.6,4125,416880.8,4932.4,131.4,1270,32525.9,1297.7,808
Брянск,2019,420.4,117.1,1075,36447.5,30.4,20.2,70,131.6,354.5,32.3,53,10745,119251.2,3041.9,216.3,3621,48233.3,1039.0,-877
Брянск,2020,417.1,115.2,4258,38825.6,31.1,20.9,72.4,131.6,368.6,40.3,53.7,9810,116332.6,3354.4,187.2,3109,53833.5,961,54
Брянск,2021,413.4,114.3,1127,42430.2,32,22.4,69.9,127.7,359.1,39.1,56.7,9181,152890.7,3496.1,241.9,3643,67878.4,1257.2,1120
Владимир,2019,359.4,101.5,1640,39432.8,26.8,19.3,63.6,143.8,353,33.1,51.9,12685,109968.9,2695.3,187,3155,49360.9,1503.3,313
Владимир,2020,354.7,102.9,6637,41743.4,28.3,19.9,66.1,147.6,354,40.8,58.6,11412,119702.59999999999,1944.9,200.7,3516,56706.4,1356.9,-2209
Владимир,2021,350.9,99.5,1419,46453.2,28.5,20.1,68.4,147.1,369.3,21.4,59.5,10644,139400.7,3135.6,157.8,2213,65199.3,2048.6,-526
Ковров,2019,135.7,41.1,343,41369.3,27.1,8.8,42.8,75.7,508,25.2,49,2634,65664.6,859.3,39.9,413,10648.3,154.3,627
Ковров,2020,134.1,40.9,1698,42681.1,27.6,8.4,42.4,76.2,509.9,17,50,2472,63122.3,640.5,25.3,190,11940.7,155.6,-215
Ковров,2021,132.4,41.6,358,46467.1,28.2,8,41.9,81.3,515.8,7.6,49.6,2284,80683.09999999999,2470,28.2,320,14158.2,448.2,97
Муром,2019,115.6,28.5,896,31801.3,26.7,7.2,39.3,72.7,487.4,2.4,49.4,1693,41065.600000000006,523.5,37.9,361,9207.6,70.6,-398
Муром,2020,114.1,28.4,3076,35541.6,27.5,7,38.7,67.7,476.6,2.9,47.5,1594,41154.7,623.7,42.2,577,10166.4,245,-247
Муром,2021,112.4,29.5,730,39198.7,27.2,6.5,45.9,88.5,547.8,10.1,44.5,1542,68790.70000000001,539.7,43.7,573,11747.9,234.3,-217
Воронеж,2019,1058.3,264.9,4156,41968.6,29.4,53.1,87.3,113.2,297.7,37.3,52.1,37284,208660.80000000002,17291.1,1216.8,18936,136611.6,3084.8,6475
Воронеж,2020,1050.6,265.7,18573,45006.8,30.4,52.7,86.2,112.8,298.7,43.1,49.6,34480,242462.6,18851.2,1047.1,14010,151484.7,3550.5,-2198
Воронеж,2021,1048.7,266.4,5647,49745.6,31.2,49.2,88.6,110.9,306.4,30.6,53,32479,280825.39999999997,18172.1,955.3,14596,185762.5,4592.2,7693
Иваново,2019,404.6,81.1,671,35023.2,25.3,22.1,74.4,133.1,287,24.7,53.1,19519,62057.100000000006,2336.5,159.8,2259,43696.3,1838.0,1875
Иваново,2020,401.5,79.9,9367,37178.0,25.8,22.5,76.4,136.9,297.4,46.1,54,18278,66514.79999999999,3925.7,138.3,2024,46077,1754.1,81
Иваново,2021,400,78.8,1024,40733.0,26.1,24.5,78.9,143.4,307.3,42.3,56.7,17541,83442.9,4000.9,91.1,1068,57488.6,2328.8,2808
Калуга,2019,332,116.8,387,47073.9,26.2,16.9,65.7,122.6,260.9,18,53.2,10364,438083.6,11640.1,310.4,4613,52753.1,1010.2,-3391
Калуга,2020,331.8,115,3352,49568.9,26.6,17.5,63.6,142.9,229.6,35.1,52.5,9960,347886.80000000005,16394,217,3111,58210.9,957.8,2282
Калуга,2021,335.6,114,581,54480.2,27,17.4,69.4,145.3,303.8,34.9,54.6,9541,382808.1,16843.8,283.8,4083,70702.9,1430.9,7349
Обнинск,2019,117.4,28.3,211,56203.3,27.8,6.7,67.6,113,333.7,18.5,44.4,4214,55905.3,670.1,102.7,1495,15218.3,627.4,-480
Обнинск,2020,116.2,29.8,442,59137,28.7,6.9,77.9,144.9,345.4,17.9,42.1,4028,76496.5,256.3,88.6,1656,17875.8,625.4,-559
Обнинск,2021,121.5,29.4,251,65868.2,28.4,6.9,70.6,101.9,341.8,28.5,45.4,3829,74454.8,641.4,115,1847,20551.7,870.1,6077
Кострома,2019,276.9,68.1,579,39472.6,26.1,13.7,51.3,84.9,292.3,35.1,54,8775,72278.40000000001,983.4,97.9,1635,19638.2,786.9,1607
Кострома,2020,277.4,67.1,6550,39738,26.6,14.1,49.6,82.7,294.9,43.2,55.4,8268,67707.5,2231.1,157.6,2215,21592.2,812.6,2021
Кострома,2021,277,66.9,812,44154.1,27.2,15.4,50.1,79.4,296.1,32.1,57.9,8120,97045.0,2778.4,195.6,2926,27722.5,1032.0,2128
Курск,2019,453,114,1447,35166.2,28,16.4,79.1,97.2,332.2,19.4,43.2,12662,98578.6,8943.4,268.1,3867,54562.8,1041.0,4712
Курск,2020,451,111.7,10381,37715.6,28.6,16.7,81.8,99.4,327.3,30.3,46.2,12033,100748.3,7923.5,230.9,3236,60587.5,811.3,803
Курск,2021,447.4,110.2,1384,41806.9,29.5,16.6,82.3,102.9,340.8,32.4,47.3,12000,119543.9,8188.7,303.4,3756,71334.2,1055.2,805
Липецк,2019,508.6,134.6,871,43661.2,28.8,23.6,63.5,96.4,499,9.2,66.4,13069,548827.1,11164.9,606.8,6331,69960.5,1439.1,763
Липецк,2020,503.2,131.9,3182,46034.4,30.2,24.3,62,98.3,489.6,8.7,65.3,13080,587566.7999999999,12547.9,608.1,5951,75565.5,1298.6,-1624
Липецк,2021,496.4,131.9,994,49475.1,31.7,23.9,61.7,97.5,507.5,7.7,62.4,12528,979373.0,9503.7,551.7,7483,93422.7,1604.5,-1157
Балашиха,2019,507.4,57.3,1176,63066.3,29.4,20.7,18.4,30.5,146.9,15.9,42.3,8541,65161.3,7512.6,437.7,8571,99542.2,3000.2,15896
Долгопрудный,2019,116,18.6,244,82040.1,30.7,7.8,31,41.5,148.7,33.5,53.2,3450,37752.9,3673,96.5,1637,13418.2,512.9,4323
Домодедово,2019,137.2,57.5,388,70084.0,43.0,8.5,28.9,28,164.8,6.6,35.4,4694,32596.4,14355.1,146.9,2122,39456.4,7216.5,3738
Жуковский,2019,107.6,28.1,377,73020.3,23.2,5.4,34.1,55.8,105.9,11.2,43.5,2808,20903.800000000003,4127.6,58.9,1256,15521,422.8,210
Коломна,2019,140.1,38.3,410,51367.9,25.6,7.2,29.4,53.8,106.7,26.6,62.1,2853,83834.0,351.1,40.8,499,18397.7,904.5,-464
Королев,2019,225.9,50.7,510,69030.6,26.8,10.2,27.6,50.3,144.3,4.7,47.3,5826,82720.5,1976.3,118.7,2162,30541.7,1412.4,1662
Красногорск,2019,175.6,58.2,363,72558.8,35.5,7.6,32.9,39.5,196,32.6,31.2,7631,73237.59999999999,21762.5,510.1,9972,57174.6,4685.7,3779
Люберцы,2019,205.3,28.2,718,61808.5,31.4,13.1,31.6,56.4,181.7,3.2,42.2,6261,21177.4,8071.3,283.6,5750,34272.8,1968.4,-2518
Мытищи,2019,235.5,68.2,698,65233.5,28.4,10.8,30.6,37.7,198.7,4.8,40,10198,212194.9,12344.4,341.8,6784,121168.4,3827.1,12964
Ногинск,2019,104,30.6,364,55238.0,29.6,6.6,25.1,59.6,128.4,18,41.9,2787,103014.3,2126.9,85.9,1797,21165.4,1050.4,1879
Одинцово,2019,135.5,34.1,474,61181.1,46.7,9.6,28.2,39.8,187.9,15.4,36.3,5681,42017.9,1656.7,252.5,4712,31193.1,2103,-2331
Орехово-Зуево,2019,118.3,19.1,826,48900.6,24.6,5.6,27.7,74.1,216,31.9,45.6,1671,21334.0,320.8,22.1,192,18290.9,447.6,779
Подольск,2019,308.1,77.5,941,60617.8,29.4,18.1,35.4,60.4,187.9,22.6,52.2,8119,145993.0,6262.1,64.4,928,64855.2,2719.6,4418
Пушкино,2019,107.6,20.2,377,52380.7,37.4,5.8,28.1,41.6,187.4,6.5,38.7,4605,31255.0,4540.2,114.6,1403,30521.3,896.9,919
Рамен-ское,2019,121.9,24.6,426,56982.0,32.3,5.9,20,39.1,127.3,17,51.8,2639,40723.0,864.6,152.7,2585,22014.4,815.5,1458
Реутов,2019,108.1,18.2,378,62387.6,31.3,6.4,26.7,29.2,93.7,6.6,40.4,2045,46827.2,531.3,45.6,978,23854.0,1385.4,1455
СергиевПосад,2019,100.3,25.5,929,47516.2,35.1,4.6,29.5,51.9,259.8,41.5,44.6,3755,16716.6,3370.7,80.2,1115,19258.7,864.7,-1342
Серпухов,2019,126.3,21.3,442,50100.9,30.2,6.3,26.6,51.4,120.8,41.2,57.1,2545,25976.899999999998,2595,93.3,734,17143.1,1363.2,1925
Химки,2019,259.6,96,647,83092.5,36.8,14.1,26,33.3,154.2,4.4,31.4,11499,31596.5,17860.7,414.6,7967,136967.7,33056.0,5606
Щелково,2019,126.1,30.9,440,65356.2,29.0,6.1,27.4,48.1,164.4,7.4,43.3,3620,91348.70000000001,1213.5,120.6,1828,23692.7,797,589
Электро-сталь,2019,156,29,672,51397.3,21.8,7.2,19.4,44.6,142.4,13.9,50.5,2618,51363.1,437,26,524,16839.9,1122.5,-516
Балашиха,2020,507.3,59.7,11160,65595.5,30.4,23.3,19.2,30.5,147.5,13.8,45.8,8066,61689.2,15883.2,575,12306,110606.3,2711.6,-748
Долгопрудный,2020,117.8,20.3,1777,83069.4,30.5,7.8,29.5,38.1,146.5,20.6,53.9,3182,40040.799999999996,2506.3,41.6,741,16225.1,568.8,1936
Домодедово,2020,135.1,56.6,3780,64430.3,44.3,9.5,30.3,28.8,170.6,12.5,39.2,4179,36891.7,11969.0,92.3,949,43298.1,5991.7,-1596
Жуковский,2020,107.6,28.6,2367,72898.0,23.2,5.3,34.7,54.8,105.9,7.7,47.7,2710,21381.100000000002,3043.5,3.5,26,15062.9,398.4,1121
Коломна,2020,138.7,38.8,2912,54507.3,26.8,7.3,…,…,…,8.3,63.4,2815,81379.59999999999,644.7,30,365,21821.0,1222.4,-553
Королев,2020,225.3,50.3,3149,72388.2,30.1,10.8,27.7,46.6,144.7,8.2,37.7,5503,81800.3,2762.6,136.3,2578,33405.5,903,495
Красногорск,2020,175.8,60.1,5236,75658.5,37.1,7.7,34.7,39,197.1,43.2,32.9,6826,73170.4,33884.7,519.1,9530,60923.9,3962.4,54
Люберцы,2020,208.4,30.8,4584,69516.7,33.0,11.7,30.1,32.2,181.6,2.2,40.8,5582,27195.500000000004,11378.2,603.8,12592,37469.8,1871.7,2589
Мытищи,2020,245.6,67.7,5162,69215.1,29.1,11.3,27.8,42.9,209.8,2.4,46,9244,142442.1,5679.9,430.9,8619,130908.8,2979.5,10544
Ногинск,2020,103.1,32.3,2268,59428.7,30.4,6.4,26.5,54.4,130.5,16.6,44.8,2747,98184.40000000001,2384.9,102.2,1981,23007.1,1292.9,-315
Одинцово,2020,135.9,41.8,2990,67322.0,47.6,9.1,27.4,39.6,205.2,20.5,35,5463,89365.7,38256.2,295.9,5468,41657.9,2264.6,181
Орехово-Зуево,2020,118,19.3,4416,50974.0,26.7,5.6,27.5,66.3,218.9,20.1,53,1642,97409.29999999999,434.2,26.5,282,20869.7,460.3,482
Подольск,2020,309.3,76.8,4562,65834.6,29.6,18,36.9,69.3,187.7,18.1,53.7,7788,136248.9,10565.9,57.6,479,81215.4,2139.6,2454
Пушкино,2020,108.7,20.7,2391,54350.9,43.6,6.2,…,…,…,12.6,42.9,4078,32054.7,6076.7,262.4,4400,35906.0,1416.0,1363
Рамен-ское,2020,123.6,27.1,2719,60339.7,38.3,6,25,38.7,126,30.2,41.6,2674,37510.4,6055.7,219.8,3159,24783.9,816.9,1228
Реутов,2020,108,18.3,2376,65211.7,32,6.6,31.8,30.7,93.8,4.8,43.4,1913,18998.100000000002,399.9,41.5,752,27310.0,1319.6,460
СергиевПосад,2020,98.8,24.6,4615,50487.4,30.7,4.8,29.4,38.8,260.6,30.1,43.3,3339,18744.4,6788.9,101.4,1187,23200.6,942.2,-709
Серпухов,2020,125.5,23.1,2761,52370.8,31.0,6.6,25.7,51.1,122.3,37.4,55.6,2494,33346.6,1922.2,91.1,773,19819.2,1270.4,232
Химки,2020,257.8,96,4699,80899.3,37.4,16.2,27.2,34.8,156.4,3.8,33.6,10510,47239.1,15105.8,165.2,2842,131442.8,15199.6,-955
Щелково,2020,127.3,30.9,2800,68938.0,32.1,5.6,…,…,…,16.8,31.7,3497,105076.50000000001,5859.2,125.8,1577,25775.8,693.7,150
Электро-сталь,2020,152.6,28.4,1741,53254.0,22.3,6.9,18.3,42.1,145.6,20.8,47,2543,54569.899999999994,5461.2,11,197,19425.7,1031.2,-2269
Балашиха,2021,518.3,60.2,1814,70066.2,30.8,30.7,21.1,27.5,147.8,23.6,44.5,8190,71656.8,13923.0,313.7,5686,133081.2,3574.2,11309
Долгопрудный,2021,120.3,21.6,278,88030.5,30.7,8.6,28.8,37.3,143.4,14.6,56.6,3083,29662.399999999998,3673.6,121.3,3050,19456.3,736.8,3037
Домодедово,2021,136.1,58,474,77436.2,45.9,7,31.3,28.5,172.3,14.7,42.4,4063,42426.6,12915.1,258,2848,55535.8,8357.7,1796
Жуковский,2021,107.1,28.2,374,81831.2,23.4,5.3,36.1,56.3,106.4,16.5,39.7,2596,29288.7,2623.6,37.5,809,15650.0,488.7,817
Коломна,2021,136.8,38.1,647,58674.5,27.4,7.5,…,…,…,7.1,61,2791,96336.5,1331.4,80.9,782,25053.0,1491.2,-920
Королев,2021,225.3,49.6,485,79690.5,38.4,11.3,27.7,47.9,144.7,13.5,49.7,5465,119276.3,3214.8,92.5,1742,36582.5,1165.7,1600
Красногорск,2021,174.9,61.8,660,84503.7,38.4,8.7,35.4,38.1,233.8,14.6,35,6953,79823.5,32143.2,630.2,11174,107508.0,4885.3,419
Люберцы,2021,209.6,36,733,76531.7,33.8,12.5,28,33.3,183.5,3.6,46.2,5501,35389.8,16240.3,323.5,5870,51283.2,2372.4,1615
Мытищи,2021,262.7,69.1,712,73297.1,28.3,11.8,25.9,36,181,3.6,45.3,8997,148783.0,19870.1,387.9,5933,142173.8,3660.3,18252
Ногинск,2021,101.4,36.4,355,64757.9,30.5,6.1,25.6,50.1,131.5,7.7,46.8,2678,93252.3,2147.7,105.1,1438,34426.2,1649.5,-699
Одинцово,2021,138.9,43.7,486,75092.0,48.6,11.5,30.3,58.2,202.5,32.7,33.1,5665,95334.79999999999,18152.1,519.1,7420,43638.9,2717.4,3141
Орехово-Зуево,2021,117.8,18.8,862,56218.0,26.8,5.7,27.4,66.3,218.8,12.7,51.1,1591,110296.3,266.9,58.8,676,25223.0,622.9,902
Подольск,2021,309.7,74.4,814,68755.9,29.7,18.2,34.6,58.2,205.8,14.8,52.1,7666,160196.2,9240.7,100.7,791,101477.9,3450.0,2546
Пушкино,2021,109.8,21.5,384,59554.4,36.6,5.4,…,…,…,7.5,45.2,3646,43540.6,10617.7,148.3,1034,48248.3,1630.9,1605
Рамен-ское,2021,125,27.5,437,63256.2,38.1,6.4,22.7,41,120,27.5,51.9,2581,42064.90000000001,2627.6,384.5,3637,30263.0,1055.1,1408
Реутов,2021,108.3,18.6,379,70789.1,32.2,6.5,32.5,31,102.9,7.8,46.3,1888,45399.100000000006,561.2,–,–,35247.8,1715.1,1006
Серпухов,2021,125,22.9,437,57304.6,31.5,7.1,25.8,51.2,122.5,29,58.4,2411,40993.3,2595.7,142,1331,23109.7,1386.6,897
Химки,2021,256.3,95.8,670,94891.7,38.6,17.5,28,32.5,165.1,4.9,34.4,9895,113871.4,10735.6,139.7,2192,172748.1,16804.8,37
Щелково,2021,128.8,31.2,451,72547.0,32.3,7.1,…,…,…,12.3,35.5,3479,130066.90000000001,6482.6,198.6,1922,35884.5,1089.7,892
Электро-сталь,2021,149.1,27,548,58462.6,23.0,7,19.7,43.7,148.9,6.6,54.4,2451,56015.0,3518.4,2.3,24,22060.1,1454.5,-1815
Орёл,2019,308.8,84.1,1056,35028.7,30.7,13.8,80.3,167.6,358.7,16.7,55.6,8153,56300.1,4202.9,96.3,1757,41077.8,845.2,-883
Орёл,2020,303.7,82.1,3087,37647.2,31.9,14,82.3,148.1,361.6,23.4,55.4,7888,63615.4,5735.6,179.1,2780,44196.4,673.1,-1991
Орёл,2021,298.2,80.4,1022,41161.8,32.6,14.2,83.6,146.5,374,28.9,58.4,7802,87384.2,3811.7,96.6,1339,51118.3,883,-1668
Рязань,2019,539.3,152.1,820,41740.0,29.4,22.6,83.7,116.7,286.5,18.5,56.5,19048,246370.6,5723.6,446.2,8166,67849.2,2113.6,1489
Рязань,2020,534.8,150.2,7806,44269.9,31.1,22.8,87.2,118.8,301,15.2,66.8,17493,255919.4,3331.9,345.3,6101,70221.9,2325.8,-274
Рязань,2021,529.4,150.6,1057,48767.1,32,25,89.9,126.8,726.6,18.6,69,16759,341400.49999999994,4055.1,407.5,7218,87369.8,3044.5,959
Смоленск,2019,325.5,91.5,1230,37396,28.3,15.7,99.6,136.7,356.5,22.9,52.7,16991,74822.9,1190.9,160.1,2511,55644.7,806.1,-2552
Смоленск,2020,320.2,90.5,7136,38922,29.3,16,100.3,131.6,359.8,22.5,52.3,15275,78393.20000000001,1402.0,189.7,2988,53613.0,708.7,-2971
Смоленск,2021,317.2,88.6,1145,42458,30.2,16.3,100.9,137,366.3,22.5,52.6,15051,82250.5,1583.8,182.2,2783,63144.2,925.2,272
Тамбов,2019,292.1,85.1,621,34037.4,29.6,16.2,75,149.9,436.6,36.3,73.1,8379,66093.4,3812.8,433.2,4052,50619.9,968.5,1775
Тамбов,2020,289.7,85.5,2123,35998.3,30.9,16.2,80,141.3,447.6,45.2,73.9,7862,68929.79999999999,3881.2,308.1,2756,54970.7,1469.5,-248
Тамбов,2021,287.4,84.8,768,39557.1,32.4,16.8,84.1,145.9,441.5,38.6,73.9,7293,79864.9,3740.5,336.3,3089,62816.5,2001.8,698
Тверь,2019,425.1,112.3,537,43579,26.9,19.4,86.5,155,333.1,19.7,52.4,17503,171546.19999999998,2068.7,207.6,3483,77259.7,1000.5,5790
Тверь,2020,425,113.9,7473,46931,27.5,19.4,90.1,156.9,327.1,22.8,51.2,16726,174018.9,1850.8,230.4,3969,78807.1,959.7,2707
Тверь,2021,424.9,116.5,578,50232,28.4,19.8,90.7,158.1,332.4,35,53.4,15934,177748.6,3079.7,266.4,4971,97066.5,1344,3973
Тула,2019,542.5,178,1006,46190.5,30.6,30.1,63.8,154.4,324.9,11.3,48.7,20392,376211.9,8967.6,359.9,4974,79117.6,2206.0,-481
Тула,2020,535.7,177.6,8282,48711.2,30.6,29.8,69.2,148.9,362.2,14.2,47.7,17011,464565.60000000003,9119.5,429.9,6831,87128.3,2068.4,-910
Тула,2021,529.8,176.4,1308,53335.7,31.5,30,69.3,149.4,334.4,28.3,52.8,15943,540361.4,11025.3,523.1,6627,112027.4,2483.3,+1159
Новомосковск,2019,133.8,30,228,40261.6,28,6.9,38.3,73.2,390.5,3.3,46.4,2140,132262.2,196.5,47.3,605,13259.5,212.8,-84
Новомосковск,2020,133,31.7,830,42943.1,27.8,7.1,35.8,72.6,352.6,0.5,50.7,2016,141735.6,175.9,37.2,449,14352.6,228.8,771
Новомосковск,2021,132.1,31.2,280,47546.4,28.2,7.1,40,78.3,375.9,2.7,48.5,1871,194097.1,566.9,45.3,623,16329.8,263,974
Ярославль,2019,608.4,167.5,2446,43516.2,25.1,31.2,72.9,121,289.3,7.9,57.4,23262,226592.30000000002,3134.5,319.1,5224,74905.3,2493.7,795
Ярославль,2020,601.4,165.2,5342,45880.7,25.6,32.1,82,128.8,316.4,10.8,57.9,21410,246538.3,5463.4,310.5,4816,79897.5,3698.5,-2826
Ярославль,2021,594,164.8,1962,50180.9,26.3,33.3,80.8,129.8,323.1,10.5,62.6,20905,303382.89999999997,8348.0,249.5,4178,96108.6,4666.8,-1417
Рыбинск,2019,184.6,53.9,1303,36980.6,27,10.6,35.1,70.8,275.2,8.4,43.6,4167,88362.7,1063,35.3,398,15313.8,660.3,-449
Рыбинск,2020,182.4,52.2,2313,38820.5,27.5,10.7,39.2,75.5,316,30.4,45.4,3829,94761.59999999999,939.9,32.2,444,16161.5,589.1,-135
Рыбинск,2021,179.6,51.1,1165,42573.5,28.1,10.8,39,72.8,318.9,19.4,48.1,3757,94896.7,1009.2,32.3,343,19898.6,739.6,20
Москва,2019,12678.1,4898.8,28900,94293.7,19.4,456.5,61.2,65.1,309,23.7,34,720314,9969869.0,951428,5175.5,80317,5101996,358513,47600
Москва,2020.0,12655.1,5085.6,96400.0,100070.2,19.6,452.2,69.9,71.6,328.0,32.1,35.4,620458.0,10165848.0,1094815.1,4979.4,79564.0,5176492.0,256364.0,1600.0
Москва,2021,12635.5,5160.6,36500,112768.3,22.3,452.0,72.9,63.5,355,29,35,569398,12687046.0,1358039.1,7807.3,128913,6038797,374286,22900
Петрозаводск,2019,281,66.5,1913,50140.7,26.3,16.4,77.5,93.8,311.8,26.9,51.2,12996,34513.8,11178.8,154,2906,41169.3,915.8,1328
Петрозаводск,2020,280.7,65.9,6635,53870.8,27.9,16.9,78.7,96.4,354.2,47.4,53.1,12412,36441.8,7543.3,177.2,2954,46083.0,936,862
Петрозаводск,2021,280.9,65.8,2311,57676.5,28.7,17.7,78.8,93.6,324.4,39.1,54.9,11508,44178.5,6865.8,162.3,2574,57423.4,1211.9,2333
Сыктывкар,2019,259.9,75.8,1130,51988.7,25,20,83.4,151.5,481.6,14,51.2,8091,106522.3,1819.7,140.3,2488,38302.9,1083.9,-404
Сыктывкар,2020,259.3,75.2,3905,55525.5,25.4,19.9,82.4,158.3,477.1,27.5,51.7,7489,106807.8,2902.8,122.9,2459,39504.6,957.1,-35
Сыктывкар,2021,258.4,74.4,1188,58000.6,25.8,19.7,80.5,139,508,18.4,52.1,6656,131307.59999999998,3825.4,104.5,1626,48842.1,1198.5,499
Ухта,2019,113.7,35.1,282,65852.5,24.2,8.6,51.2,120.3,378.9,0.7,49.3,2046,120744.49999999999,4723.7,10.7,143,14542.1,427.2,-2302
Ухта,2020,112.3,34.1,691,70629.7,24.5,8.6,50.5,92.2,361.1,1.5,52.7,1850,99838.8,3042.4,6.2,95,14274.7,416.6,-995
Ухта,2021,110.6,33.5,324,73769.8,25,8,49.5,92.8,381.8,1.1,56.3,1671,100517.5,5609,4.1,37,16447.2,506.2,-851
Вологда,2019,310.3,83.6,1300,43094.3,28.8,20900,60,139.8,371.9,17.4,56.3,16057,75045.8,2220.1,107.4,1965,47591.21,693.3,-1607
Вологда,2020,308.5,83.6,9400,46398.4,29.4,21786,61.6,138.9,379.8,45.6,55.9,15465,83772.9,2347,100.7,1910,51282.4,625.1,-1142
Вологда,2021,306.6,84.3,1300,51078.5,30.3,23114,61.7,137.5,392.5,34.4,58.5,15017,95694.0,2845.9,106,1909,52337.5,770.5,-660
Череповец,2019,314.8,85.3,1100,53824.8,26.2,23063,39.8,68.4,306.5,4.5,50.1,12027,565515.0,2191.3,72.9,1320,21952.9,1590.6,-794
Череповец,2020,312.1,86.4,5000,60147.6,26.7,23985,41.2,69.2,314.9,3.4,55.1,11486,564383.2999999999,2237.1,83.2,1624,27354.5,1336.4,-1342
Череповец,2021,309.4,86.7,1900,59215.3,27.3,23418,40.2,69.1,321.6,4.9,54.2,11183,1041806.2,2293.7,84.7,1635,35088.8,1787.3,-249
Калининград,2019,489.4,118.4,1300,45584.4,28.9,28.2,70.8,122.1,354.9,40,43.3,29219,386597.6,11816.1,511.5,8628,60529.2,2647.0,7939
Калининград,2020,493.3,118.8,15600,48184.2,33.3,28.7,71,110.2,342.2,27.5,46.8,25548,359226.6,9579.1,675.4,10855,70679.2,2610.6,6098
Калининград,2021,498.3,114.9,2400,53302.5,31.3,30.1,74.7,111.5,346.4,26.4,47.6,24399,441315.2,8739.2,604.1,10045,82032.7,3084.8,8560
Мурманск,2019,287.8,87.6,1743,74317.1,24.54);,15.5,71.4,116.3,289.2,62.6,39.8,9531,115594.7,624.8,4.8,63,41547.6,2153.7,-3770
Мурманск,2020,282.9,88.2,4685,79005.9,26.54);,15.3,72.1,132.4,296.3,57.1,36.8,9057,128938.5,543.8,5.6,59,55723,1765.5,-3029
Мурманск,2021,279.1,88.8,1668,86801.7,26.94);,15.6,73.4,122.3,300.8,37.6,30.7,8711,197576.7,12774.7,4.9,54,61423.2,2956.1,-1191
Псков,2019,210.3,53.6,367,36398.4,26.2,10.4,52.1,130.2,322.4,38,58.5,7878,31645.899999999998,2545.3,77.1,1261,29005.1,802.4,824
Псков,2020,209.4,53.5,1778,38930.6,26.9,11.1,58,155.9,379.6,49.8,60.3,6788,33451.3,2519.8,60.4,932,30835.8,984.6,260
Псков,2021,209.1,53.2,488,42832.6,27.5,12,58,144.1,365.9,32.9,61.5,6577,39754.2,1768.1,48.5,729,37211.7,1180.7,1264
Санкт-Петербург,2019,5398.1,2107.5,13900,65872.0,26.2,251.7,84.9,83.5,356.5,15.5,39.9,280663,3007591.0,469271.5,3471.2,72752,1498836,92564,14500
Санкт-Петербург,2020,5384.3,2125.4,98000,68667.0,27,255.4,89.3,82.8,354.6,18.1,41.5,240385,3189683.0,438926.5,3369.6,71904,1528374,67236,5300
Санкт-Петербург,2021,5377.5,2234.9,24100,76259.0,27.9,263.8,91.6,84.7,374.2,15.7,43.1,226342,4680333.0,466830.1,3463.8,71673,1924567,123720,23900
Архангельск,2019,354.1,84.8,1239,54598.8,24.2,20.1,87.8,111.3,459.6,32.8,51.2,10649,37953.399999999994,2220.1,107.4,1965,49778.4,1164.5,-226
Архангельск,2020,352,83.8,8800,58373.9,24.3,20.8,87.4,101.7,458.4,35.9,53,10077,50664.100000000006,2347,100.7,1910,54219.8,1307.6,-160
Архангельск,2021,349.2,84,1200,63535.3,25,22,86.1,96.7,461,33,49.6,9339,76059.9,2845.9,106,1909,62637.3,1751.5,338
Северодвинск,2019,183,71.5,650,63519.0,23.9,12.9,61.4,72.7,445.5,…,41.6,2690,9660.4,2191.3,72.9,1320,13517.3,832.1,86
Северодвинск,2020,181.8,72.5,4500,65897.1,24.5,12.9,60.7,73.1,448.8,…,43.5,2541,10034.3,2237.1,83.2,1624,18493.7,1495.6,-271
Северодвинск,2021,180.7,72.8,600,71162.7,24.8,13.2,64.2,82.5,457.7,33.2,41.8,2377,10138.9,2293.7,84.7,1635,23878.6,1745.1,131
Нарьян-мар,2019,25.1,12.1,100,82119.6,24.8,2.2,…,…,…,13.9,44,607,42615.299999999996,2051.8,5.7,73,2681.4,632.3,165
