name,year,popsize,avgemployers,unemployed,avgsalary,livarea,beforeschool,docsperpop,bedsperpop,cliniccap,invests,funds,companies,factoriescap,conscap,consnewareas,consnewapt,retailturnover,foodservturnover,saldo
Тюмень,2021,828.6,203.9,2141,71705.6,31.9,50.2,82.4,77.4,304.6,17.9,43.4,29328,203945.3,53579.7,1043.2,16842,183939.5,5917.9,10283
Тобольск,2019,102.3,34.7,217,67120.9,33,7.9,42.0,70.4,251.7,14.9,34.5,1759,467179.60000000003,41837.4,78.8,1293,13335.5,459.4,-87
Тобольск,2020,102.1,27.5,1161,66319,34.3,8,39.5,71.9,296.2,2.7,41.7,1575,486959.1,13110.3,79.2,1353,12856.5,443.6,-7
Тобольск,2021,101.4,26.7,179,64799.2,35.9,8,39.6,71.2,307.9,16.5,49.4,1513,799273.7,6850.5,78.4,1254,14820.1,448.5,-223
Ханты-Мансийск,2019,101.5,41.8,169,84653,25.6,8.1,120,114.7,342,14.8,39.4,2555,32953.5,5614.8,81.9,615,12736.8,268.2,1374
Ханты-Мансийск,2020,103.1,42.5,1192,89443.9,25.6,8.1,119.3,113.5,314.6,20.3,45.4,2501,36134.299999999996,9410.4,137.2,2780,14214.4,248,1007
Ханты-Мансийск,2021,106,42.6,163,94332,26.4,8.2,139,117.5,423.2,17.6,45,2516,40255.2,7893.6,114.7,1825,15699.2,354.7,2338
Нефтеюганск,2019,127.3,41,36,80183.8,17,7.3,37.5,51.6,192.5,7.3,55.7,2180,125798.59999999999,10921.1,57.3,991,11120.8,776,-1144
Нефтеюганск,2020,128.2,42.2,709,84198.5,17.4,6.8,37.6,50.1,200.6,4,55,2071,116228.7,12679.5,66.5,1086,12967.1,683.4,463
Нефтеюганск,2021,128.7,42.7,109,90470,17.3,6.8,36.6,58.7,200.0,4.2,57.1,1998,121287.50000000001,14804,17.9,248,13862.6,731.8,279
Нижневартовск,2019,277.7,79.6,190,73391.7,19.9,19.4,54.7,89.6,236.2,9.6,37.7,7562,145518.4,22893.6,123.9,2208,24719.9,1765.7,-399
Нижневартовск,2020,278.7,78.2,4275,77408.8,20.1,19.2,57,88.8,248.1,16.9,30.9,7327,104159.1,22770.2,114.1,1909,31587.6,1769.5,-16
Нижневартовск,2021,280.8,76.5,266,81864.9,20.1,18.6,55.4,86.3,247.4,21.9,34.1,7031,99137.09999999999,24338.4,101.4,1593,39216.4,1997.2,1541
Сургут,2019,380.6,114.9,301,91342.5,21.9,30.5,78.3,87.1,217,7.4,59.1,9733,619506.1,30273.8,159.9,2556,67825.6,3973.5,2906
Сургут,2020,387.2,114.3,6887,95030,21.9,31.2,77.3,87.2,221.6,9.8,54.5,9330,484402.2,35359.9,268.1,4143,75518.8,3004.8,3714
Сургут,2021,395.9,114.9,730,100489.2,21.8,29.9,80.5,89.1,247.9,25.3,56.5,8542,754263.9,59753.7,223.8,3277,93386.3,4577.8,5915
Салехард,2019,51.3,23.7,120,106140.8,24.3,3.8,91.9,147.5,278,17.3,37.5,1160,4210.0,415.4,22,310,3205.2,79.5,481
Салехард,2020,51.5,24.3,415,121040.5,26.1,3.7,96,147.8,325.4,5.1,34.8,1099,3981.1,485.2,23.6,325,3777.4,70,-113
Салехард,2021,52.3,23.7,108,125665.6,25.9,4.2,95.1,140.8,310.9,2.5,39.5,1078,5682.5,3911.8,13.8,152,6788,87.6,458
НовыйУренгой,2019,118,54.2,176,117505.5,22.1,8.8,51.8,63.8,195.7,4.7,48.1,2939,89697.3,12786.9,33,535,12864.7,2034.1,-9
НовыйУренгой,2020,118.1,59.6,1173,122725,22.3,9,57.7,64.3,201.1,7.4,47.6,2658,74368.1,21668.5,50.1,735,15661.7,2551.3,-849
НовыйУренгой,2021,118.7,60,226,127031.4,22.7,9.6,57.7,63.3,215.6,7,38.8,2505,102679.30000000002,35812.8,70.6,1126,18254.8,4093.8,-330
Ноябрьск,2019,106.9,30.7,387,97807,18.9,7.2,60.8,69.8,155,4.1,54.4,1391,34843.3,1164.8,7.6,107,9985.2,238.4,71
Ноябрьск,2020,108.4,30.6,1876,106913.1,18.5,7.1,66.6,68.8,151.9,6.3,49.2,1303,36128.4,888.3,16.9,289,12335.7,139.9,857
Ноябрьск,2021,109.5,30.4,362,112862.5,18.2,7.6,68.5,68.1,157.3,15.2,63.6,1233,37919.00000000001,624.3,11.4,235,14458,704.3,624
Челябинск,2019,1196.7,328,3985,43671.3,26.4,70.7,74.8,110.7,402,23.8,49.7,47714,577457.5,12562.2,612.3,11134,163870.4,3944,-3274
Челябинск,2020,1188.0,323.9,23609,45956.7,27,72.9,76.9,118.2,409.7,28.9,52,44873,534441.8999999999,10134.9,652.2,11077,176432.5,3547.6,-3269
Челябинск,2021,1179.3,323.8,4565,50036.9,27.7,73.9,79,120.6,432.7,26.9,52.8,43168,709366.7000000001,16160.4,589.1,9900,216377.4,3542.4,-2083
Златоуст,2019,166,28.2,898,31854.5,26.3,10.9,25.1,55.9,387.3,45.3,56.3,2624,17230.4,…1,22.7,242,9594.9,182.4,-427
Златоуст,2020,164.3,25.2,3431,33717.4,26.6,9.8,22,64.6,368.6,44.2,40.9,2504,11487.800000000001,135.4,13.5,79,10686.7,154.8,-372
Златоуст,2021,161.8,27.6,905,37190.7,27.8,8.9,20.5,65.8,394.9,42.5,39.3,2362,24297.5,113.8,24.8,159,13119.5,107.9,-587
Копейск,2019,149.8,25.9,562,35156.2,24.7,8.5,26.6,41.8,260,6,57.6,1513,22120.5,98,57.8,873,8974.2,136.6,4
Копейск,2020,148,26.2,2604,37205,25.1,8.2,27.3,47.4,263,16.1,56.5,1401,20319.5,56.7,34.1,353,10743.5,175.3,-648
Копейск,2021,147.1,26.1,695,39784.6,25.6,7,25.6,30.7,258.9,14,58.9,1390,24900.6,…1,57.9,669,12393.7,151,240
Магнитогорск,2019,413.3,114.5,1603,46760.8,26.5,26,34.2,85.7,229,4,61,8583,535506.3999999999,14392.2,141.5,1305,41642.4,1551.1,1261
Магнитогорск,2020,413.3,111.3,5285,49617.5,26.8,25.5,34,93.8,238.8,5.1,59.8,8012,494207.89999999997,11120.6,133.8,1750,46230.7,1360,2839
Магнитогорск,2021,412,111.5,1262,53191.4,27.4,25,32.9,88,243.7,6.8,60.3,7645,911403.1000000001,11367.6,172.5,1681,59172,1865.7,1845
Миасс,2019,166.4,39.9,1066,37725.8,27.4,10.2,30.8,63.8,403.4,19.2,53.6,3956,59910.799999999996,261.5,54.7,540,11801.7,351.4,515
Миасс,2020,165.6,39.5,3462,40286.9,27.9,10.3,30.5,58.6,408.7,15.8,56.5,3757,73986.5,173.7,80.7,837,14407.6,314.1,381
Миасс,2021,164.9,39.7,1031,44821.7,28.6,10,30,77.9,410.3,10.5,57.9,3660,92104.6,177.3,84.8,960,16213.6,213.9,718
Горно-Алтайск,2019,64.5,16.6,400,41642.0,24.1,4.5,95.4,165.7,460.9,45.7,32.5,2583,1531.6000000000001,231.9,28.3,407,7147.8,90.7,394
Горно-Алтайск,2020,64.5,16.7,3025,45868.4,24.5,4.5,94.7,165.6,453.9,65.6,35.2,2475,1127.6000000000001,223.6,24.3,314,8275.7,144.1,-47
Горно-Алтайск,2021,64.6,16.5,508,48328.2,25.1,4.4,90,165.4,454.3,55.2,37,2289,1187.4,36.9,41.5,475,10138.0,202.9,48
Барнаул,2019,697,157.2,1370,37855.1,25.2,36.4,52,77.5,263.3,24.3,52.4,209412,113200.29999999999,5263.1,482.2,8233,86855.5,960.2,1350
Барнаул,2020,695.5,158.4,8269,40553.2,25.9,37.7,54,74.9,262.8,38.2,52.9,28866,118376.6,5730.7,547.2,9178,94951.2,805.6,2691
Барнаул,2021,692.1,158.1,1415,44795.9,26.8,41.2,54.1,73.2,266.6,36.7,53.7,26649,144753.9,4887.2,685.7,12207,112870.4,1248.3,1397
Бийск,2019,209.2,41,844,30203.9,21.2,8.9,24.7,76.6,285.6,25.9,53.1,4438,43725.0,1433.8,34.4,514,16585.9,104,171
Бийск,2020,208,40.6,2576,31978.1,21.5,9.4,27.4,76.4,288.2,20.2,52.5,4186,41766.2,1485.6,26.5,421,19075.2,139.3,730
Бийск,2021,205.9,39.3,670,35164.5,21.9,9.5,24.1,77.8,289.3,16.6,49.6,3927,46170.4,1985.8,42.4,738,22625.9,155.7,652
Рубцовск,2019,141.6,25.6,440,29941.9,20.9,6.3,24.2,74.9,322.1,15.2,58.6,1570,19750.3,73.4,5.8,59,7610.9,54,100
Рубцовск,2020,139.6,24.8,1153,31181.1,21.2,6.2,24.6,76.4,326.9,26.5,60.2,1542,18346.3,8,3.6,18,8777.2,60.7,-624
Рубцовск,2021,137.6,24.5,507,33936.1,21.6,6.2,24.9,79.3,339.4,21.8,65.9,1446,20667.0,13.5,7.2,49,10119.1,75.8,-150
Иркутск,2019,623.6,185.3,1284,55714.6,28.6,41.5,108.8,187.6,413.7,20.7,46.9,27640,188648.40000000002,8026.9,284.7,5405,84461.6,3112.2,-696
Иркутск,2020,617.5,184.8,6716,59392.1,29.4,38.5,110.5,182.4,433.1,13.3,49.6,26033,207208.80000000002,7121.2,361.4,6943,91124.4,2066.7,-2481
Иркутск,2021,617.2,185.8,1751,64403.6,28.9,39,111.8,164.5,425.7,6.2,50.5,24917,246171.5,8142.2,279.1,4269,110455.4,3791.7,2003
Ангарск,2019,224.6,52.7,570,50069.5,23.4,13,45.9,74.3,324.8,7.7,67.3,4165,0.0,5632.5,17.1,211,15557.4,197.3,59
Ангарск,2020,222.9,52.5,2653,52324.3,23.7,13,48,72.8,328,11.6,71.3,3814,0.0,7097.8,30.6,479,17237,134.7,-205
Ангарск,2021,219.7,52.6,767,55300.6,24.1,13.4,46.3,78.9,349.2,6.6,72.2,3702,0.0,7821.1,43.1,539,20024.3,275.1,-863
Братск,2019,226.3,51.2,610,52958.6,23.7,13.9,33.2,61.4,249,0.7,47.1,3603,133853.6,997,14.3,184,16381.8,227.1,-224
Братск,2020,225,50,3189,56680.3,24.2,14,32.7,62.8,235.4,2.8,49.6,3374,139928.30000000002,621.7,13,110,17660,126.6,345
Братск,2021,222.5,49.9,810,61962.5,24.5,13.9,33.7,62,261.9,4.7,54.2,3236,181780.9,1006.3,18.7,160,19967.6,79.3,-75
Кемерово,2019,556.4,134.1,2811,49200.2,24.5,29.3,84,139,305,29.6,52.6,16701,156156.30000000002,21090.4,260.8,4752,72965.1,1156.2,-463
Кемерово,2020,552.5,135.5,8249,51677.9,25.4,30,88,144,311,29.1,55.5,14886,151827.6,20882.5,184.4,3409,81145.9,835.5,-378
Кемерово,2021,548.2,135.2,1734,56258.6,26,30.7,87,145,325,23.8,56.3,14393,213875.6,28653,238.4,4276,104970.6,1091.8,-193
Белово,2019,126,32,431,43641.0,25.4,7.5,33,71,278,5.7,46.3,1175,76483.0,1771.9,23.4,301,10124.8,73.9,356
Белово,2020,125,31.4,1641,45174.4,25.9,6.2,33,68,280,22.7,47.1,1127,68153.4,2012.2,35.2,324,11202.4,62.2,14
Белово,2021,124,30.6,340,51235.3,26.2,6.4,32,68,319,6.7,32.9,1011,118489.99999999999,1781.3,20.1,236,12925.1,94.8,147
Новокузнецк,2019,549.4,127.6,2539,45912.8,23,30.9,48,117,294,8.2,48.2,10703,432533.19999999995,7772.9,150.5,1904,64579.8,1542.3,-282
Новокузнецк,2020,544.6,127.5,8253,48556.8,23.4,29.8,48,118,271,19.5,47,9833,454177.4,12419.5,150,1788,61189.7,1500.4,-673
Новокузнецк,2021,539.9,125.5,2230,53688.2,23.8,28,47,120,292,19.6,47.2,9251,706759.7000000001,10261.7,120.7,1398,71268.5,2080.7,360
Прокопьевск,2019,190.3,28.8,865,36445.6,27,8.3,31,97,247,9.7,41.8,1607,24916.100000000006,3467.2,17.6,122,11921.1,26.7,28
Прокопьевск,2020,187.9,28.6,3408,37832,27.4,8.3,31,98,250,13.6,47.1,1480,16775.8,1941.2,23.6,314,12906.7,87.3,-397
Прокопьевск,2021,184.9,27.8,417,41991.8,27.9,7.7,29,100,250,12.4,47.7,1450,36834.1,3247.8,22.1,231,15354.3,110.2,-600
Новосибирск,2019,1625.6,396,4499,49980.0,26.2,69.3,74.9,111,294.7,29.1,51.6,85926,309540.5,10821.6,1061.3,18246,227628.9,6183.3,8388
Новосибирск,2020,1620.2,394.9,42295,52802.3,27,70.4,77.5,112.5,318.9,32.9,52.5,78704,641287.9,9567.1,1328.8,23787,245580.4,5316.9,713
Новосибирск,2021,1621.3,391.4,10726,58660.0,27.9,75.3,78.6,110.1,337.1,24.3,53.3,74917,772611.4,10770.8,1259.3,21892,313279.7,7596.3,9456
Бердск,2019,104.3,15.4,661,37762.9,27.9,6.7,36.9,62.6,142.4,36.1,55.8,2920,30534.600000000002,710.6,70.2,757,6107.2,237.4,385
Бердск,2020,103.6,15.2,2600,41306.8,28.7,6.6,38.2,63.1,172.8,38.5,58.6,2680,32574.8,665.2,74.6,1022,7120.1,213.7,-154
Бердск,2021,103.5,15.2,1189,45299.6,29.3,6.8,38.7,63.1,179.2,18.7,62.2,2577,44253.1,1110.1,66.3,613,8931.5,262.8,773
Омск,2019,1154.5,286.1,2457,42690.6,25,51,72,111.4,285.8,6.1,53.4,32060,937496.9,26108.0,307.6,4922,130906.2,2999.2,-7732
Омск,2020,1139.9,283.2,30875,45460.0,25.6,51.5,72.6,112.9,295.5,7.2,53.1,29856,834520.0000000001,26481.6,346,5553,144767.2,3063.9,-7110
Омск,2021,1126.2,277.3,3082,48996.0,26.2,52.7,73.2,112.8,304.5,7.8,47.9,28844,877796.2999999999,32440.4,426.4,6236,167088.2,4027.9,-4369
Томск,2019,597.8,137.5,1509,51825.0,23.9,30,74.1,121.5,318.4,16.9,60.5,21382,139096.8,8190.3,198.9,3171,68485.7,1246.2,1526
