saldo,foodseats,sportsvenue,servicesnum,museums,parks,theatres
-0.07946598855689765,0.10085234655163453,0.27298050139275765,0.2136986301369863,0.08571428571428572,0.25,0.029411764705882353
-0.025111252383979658,0.09957902395925368,0.2757660167130919,0.20273972602739726,0.08571428571428572,0.25,0.029411764705882353
-0.13604577240940877,0.1033210332103321,0.2757660167130919,0.2054794520547945,0.08571428571428572,0.25,0.029411764705882353
-0.05340114431023522,0.0025986175354711294,0.06128133704735376,0.023287671232876714,0.02857142857142857,0.0,0.0
-0.04831532104259377,0.0016891013980562342,0.1615598885793872,0.030136986301369864,0.02857142857142857,0.0,0.0
-0.03591862682771774,0.0016891013980562342,0.1615598885793872,0.031506849315068496,0.02857142857142857,0.0,0.0
-0.007946598855689765,0.0016891013980562342,0.1615598885793872,0.028767123287671233,0.02857142857142857,0.0,0.0
-0.012396694214876033,0.0016891013980562342,0.1615598885793872,0.030136986301369864,0.02857142857142857,0.0,0.0
-0.04926891290527654,0.0015591705212826775,0.181058495821727,0.04657534246575343,0.02857142857142857,0.0,0.0
-0.1789574062301335,0.007665921729639831,0.13370473537604458,0.052054794520547946,0.02857142857142857,0.0,0.0
-0.08296249205340114,0.0012993087677355647,0.12813370473537605,0.04657534246575343,0.02857142857142857,0.0,0.0
0.014939605848696759,0.00441764981030092,0.06685236768802229,0.038356164383561646,0.0,0.0,0.0
0.01080737444373808,0.006652460890806091,0.08356545961002786,0.09178082191780822,0.02857142857142857,0.25,0.0
-0.023839796567069294,0.008367548464217037,0.08913649025069638,0.09315068493150686,0.02857142857142857,0.25,0.0
-0.019707565162110616,0.012343433293487865,0.08913649025069638,0.09452054794520548,0.02857142857142857,0.25,0.0
-0.03591862682771774,0.005898861805519464,0.08913649025069638,0.024657534246575342,0.02857142857142857,0.0,0.0
-0.2221869040050858,0.026427940335741387,0.17548746518105848,0.39452054794520547,0.05714285714285714,0.25,0.029411764705882353
-0.09949141767323585,0.02611610623148485,0.2618384401114206,0.40273972602739727,0.05714285714285714,0.25,0.029411764705882353
0.4462809917355372,0.008133672886024635,0.2200557103064067,0.35753424657534244,0.0,0.0,0.0
0.38270820089001906,0.01086222129826932,0.23119777158774374,0.5191780821917809,0.0,0.0,0.0
0.007628734901462174,0.000623668208513071,0.011142061281337047,0.005479452054794521,0.0,0.0,0.0
-0.004450095359186269,0.000623668208513071,0.011142061281337047,0.00410958904109589,0.0,0.0,0.0
-0.003178639542275906,0.0,0.008356545961002786,0.0,0.0,0.0,0.0
-0.014621741894469168,0.005639000051972351,0.10306406685236769,0.04246575342465753,0.02857142857142857,0.0,0.0
-0.012078830260648443,0.004703497739202744,0.10584958217270195,0.043835616438356165,0.02857142857142857,0.0,0.0
-0.051811824539097266,0.0033262304454030455,0.03899721448467967,0.031506849315068496,0.02857142857142857,0.0,0.0
