saldo,popsize,avgemployers,avgsalary,shoparea,foodseats,retailturnover,livarea,sportsvenue,servicesnum,roadslen,livestock,harvest,agrprod,hospitals,beforeschool,goodcompincome
-0.049074074074074076,0.2599214696396017,0.12302660124828944,0.31822520492408213,0.1449395388911997,0.3453646477132262,0.10756174318983884,0.37209302325581395,0.41916167664670656,0.1750599520383693,0.45269750576859685,0.14343283342460963,0.22258072774734297,0.13207946894524455,0.2441860465116279,0.1671574814191558,0.009707743269147279
-0.012962962962962963,0.2621451609672056,0.111912152464871,0.28537458685533784,0.16091178174579593,0.3720642768850433,0.09060636054627969,0.37924865831842575,0.41317365269461076,0.19424460431654678,0.45269750576859685,0.1380615053633005,0.21877795567660552,0.13316550120460077,0.2441860465116279,0.16954143878838873,0.008707956855019659
-0.03888888888888889,0.26133381413145823,0.11077734388037783,0.28437328124538735,0.16140386386594566,0.38813349814585907,0.10235837667224995,0.3864042933810376,0.3323353293413174,0.1774580335731415,0.45269750576859685,0.14133139720533958,0.25948000533696486,0.13727915723543474,0.23255813953488372,0.15748141915579864,0.011892860495642909
0.3611111111111111,0.259019973155438,0.09365508494376022,0.33466725229524813,0.1540309881751738,0.44276885043263287,0.14087842813019524,0.407871198568873,0.2125748502994012,0.13189448441247004,0.352873310625206,0.13340730579108012,0.22869731285790035,0.12240382096668295,0.22093023255813954,0.15565839293226758,0.00025669956428541293
0.30185185185185187,0.25982130336358356,0.09562431160508661,0.3432082989087116,0.15767425277794284,0.4373300370828183,0.15411251549779226,0.4114490161001789,0.2125748502994012,0.1223021582733813,0.352873310625206,0.13147712413636858,0.2047872549931885,0.12654510441948613,0.22093023255813954,0.15201234048520543,0.003473253729434053
0.2324074074074074,0.2619648616703728,0.09278729014385367,0.32789240742745246,0.16258114712698318,0.26007416563658836,0.15065048807167175,0.41681574239713776,0.2125748502994012,0.1223021582733813,0.35413690803208436,0.13207829901403753,0.2823401483026335,0.13812104124875677,0.19767441860465115,0.1525732716309073,0.003930328758115641
-0.2490740740740741,0.29499969950117194,0.20797036146991088,0.3815868454975744,0.2583802513518331,0.13003708281829418,0.07978377895011275,0.44007155635062617,0.27844311377245506,0.30455635491606714,0.18151851444896164,0.19219043507578906,0.13464186208869308,0.13070425466923272,0.27906976744186046,0.18847286495582669,0.7755229513498099
-0.05462962962962963,0.2917643287857844,0.20386502453189145,0.3518633793530992,0.25961509893635987,0.12410383189122373,0.07750559654125971,0.4472271914132379,0.281437125748503,0.31654676258992803,0.18151851444896164,0.18303723538047947,0.12871027370653684,0.1418428351134327,0.27906976744186046,0.19506380591782357,0.9314926339728451
-0.040740740740740744,0.2878678606486768,0.19728981008644572,0.3581674063942218,0.27234424208212016,0.12410383189122373,0.09129783038896394,0.45080500894454384,0.281437125748503,0.31414868105515587,0.18151851444896164,0.18270007795650492,0.14858486734146778,0.15940345150952087,0.27906976744186046,0.2016547468798205,0.8554179959187773
-0.25833333333333336,0.2864354829016167,0.18881212242582024,0.3749218651289571,0.27225139639907303,0.12410383189122373,0.15600176279165953,0.4543828264758497,0.281437125748503,0.3405275779376499,0.18151851444896164,0.17403209952744444,0.12462840643842774,0.15349477640037149,0.27906976744186046,0.1999719534427149,0.7471345425598304
-0.10833333333333334,0.2850832381753711,0.17659624178098193,0.4060659134251105,0.2875430803969338,0.16168108776266996,0.16070623158965422,0.46153846153846156,0.3083832335329341,0.328537170263789,0.1920668058455115,0.14693106468606007,0.11682057212853814,0.14591487908113784,0.27906976744186046,0.19604543542280184,0.6977036542117522
-0.08425925925925926,0.2809063044654126,0.185741463903074,0.43259483916042624,0.3124628617267811,0.1765142150803461,0.179625831811625,0.46869409660107336,0.17964071856287425,0.328537170263789,0.1920668058455115,0.13444375268700196,0.12424598139841281,0.1468359516452244,0.27906976744186046,0.19632590099565278,0.5653828184390169
-0.19814814814814816,0.2779814492056814,0.18146924334968792,0.44072242700963365,0.3155731921088597,0.18393077873918418,0.1953961223352258,0.4776386404293381,0.2155688622754491,0.33093525179856115,0.1920668058455115,0.12179232173024195,0.11075703664535329,0.15594916703600314,0.27906976744186046,0.1961856682092273,0.54967864145757
-0.14629629629629629,0.2741651140893884,0.17729715296552184,0.418487067691369,0.313934465803078,0.1888751545117429,0.1862873048095618,0.49016100178890876,0.2275449101796407,0.3237410071942446,0.20118668278211185,0.11818170466080001,0.12126861721899823,0.17263659634671394,0.27906976744186046,0.19282008133501613,0.4518581814180575
-0.10648148148148148,0.18403549892822085,0.09946263475851941,0.3278627869675172,0.11579713589636935,0.11124845488257108,0.03979283580210239,0.4472271914132379,0.20658682634730538,0.2517985611510791,0.33738050763652344,0.14958194263328867,0.08278505127966533,0.12151816035936659,0.1744186046511628,0.08708456037021456,0.02071920489436043
-0.11851851851851852,0.18071999519201876,0.09749340809719302,0.2975472875234937,0.1238004337750312,0.11866501854140915,0.033516248348892705,0.4525939177101968,0.1467065868263473,0.2517985611510791,0.33738050763652344,0.14159006295389148,0.0745832834839155,0.17090998296642926,0.1744186046511628,0.09577899312859346,0.029047704967695903
-0.030555555555555555,0.17112406594947613,0.09101832382096725,0.3434919657951448,0.13035533899815793,0.11866501854140915,0.07687166587743502,0.4847942754919499,0.1437125748502994,0.24700239808153476,0.33738050763652344,0.0896428450378098,0.05951325059068484,0.14323583562878786,0.1744186046511628,0.08974898331229841,0.0390203618717778
-0.09907407407407408,0.16881022497345594,0.08597843863689462,0.3516607445164972,0.13035533899815793,0.11470951792336218,0.08399302821905809,0.49016100178890876,0.1437125748502994,0.24700239808153476,0.3297989231952532,0.07589788233027513,0.05302199479399759,0.16856807352599804,0.1744186046511628,0.08792595708876735,0.07859670592566906
-0.09907407407407408,0.16726766432277582,0.08177297152965522,0.3373052887633705,0.1303599812823103,0.042027194066749075,0.08486347777430554,0.4973166368515206,0.1467065868263473,0.2422062350119904,0.3308977035490605,0.07348247940931446,0.0577050091156738,0.23391030315267494,0.1744186046511628,0.08806618987519282,0.09191505650625059
-0.004629629629629629,0.1351944227417513,0.06979072794633023,0.2738189197327377,0.0706880607879256,0.045488257107540175,0.038875554894329575,0.4776386404293381,0.19161676646706588,0.05515587529976019,0.3625975167564004,0.09668390510356441,0.05484869901635406,0.09730222296073218,0.16279069767441862,0.08021315383536672,0.025729251224453315
-0.062037037037037036,0.1339323276639221,0.06768799439271052,0.2792723863692274,0.0706880607879256,0.045488257107540175,0.03936511469800336,0.48300536672629696,0.19161676646706588,0.05995203836930456,0.3625975167564004,0.09302690658955454,0.05075883122439526,0.10871940847266946,0.1511627906976744,0.0827373439910251,0.026285840397515692
