saldo,popsize,avgemployers,avgsalary,shoparea,foodseats,retailturnover,livarea,sportsvenue,servicesnum,roadslen,livestock,harvest,agrprod,hospitals,beforeschool,visiblecompanies
-0.05573080967402734,0.2599214696396017,0.1376657329598506,0.3259869092544038,0.16960315330535367,0.3688935833113282,0.1252014694420581,0.35616438356164387,0.4166666666666667,0.19623655913978494,0.46884779516358466,0.16395729165817013,0.254367580037135,0.15398994196584825,0.23863636363636365,0.1722045651545796,0.3235294117647059
-0.014721345951629864,0.2621451609672056,0.12522875816993465,0.29233504483379136,0.1882933104165331,0.3974121996303142,0.10546546704035555,0.363013698630137,0.4107142857142857,0.21774193548387097,0.46884779516358466,0.1578173557696229,0.2500217324030833,0.15525613455374118,0.23863636363636365,0.17466050274487144,0.2647058823529412
-0.04416403785488959,0.26133381413145823,0.12395891690009338,0.2913093167771947,0.18886912761521502,0.4145761816741484,0.11914477014797976,0.36986301369863017,0.33035714285714285,0.1989247311827957,0.46884779516358466,0.1615551513470746,0.29653645979857085,0.16005219906334486,0.22727272727272727,0.1622363478763363,0.20588235294117646
0.07360672975814932,0.2606526834545345,0.12108309990662931,0.29700669338389885,0.19634171382754384,0.37311856350673356,0.13477308054100628,0.3767123287671233,0.33035714285714285,0.21774193548387097,0.34782361308677096,0.164762763154675,0.25958138749789006,0.14078549074585786,0.2159090909090909,0.17003756139843976,0.20588235294117646
0.1598317560462671,0.25929042210068715,0.10972922502334267,0.3281475148853129,0.1727994819818107,0.4724055980987589,0.12336247543272723,0.3835616438356164,0.33630952380952384,0.17204301075268819,0.3654623044096728,0.15474228990448535,0.2460530017442188,0.1371581632499576,0.2159090909090909,0.16035827795434845,0.20588235294117646
0.41009463722397477,0.259019973155438,0.10479925303454715,0.34282998805961534,0.18024164766288836,0.47293372062318456,0.16398196692905648,0.3904109589041096,0.2113095238095238,0.1478494623655914,0.3654623044096728,0.15249716555599965,0.26135767737579474,0.14270921466887254,0.2159090909090909,0.16035827795434845,0.20588235294117646
0.34279705573080965,0.25982130336358356,0.10700280112044817,0.35157935594197703,0.18450486782822395,0.46712437285450226,0.17938639545550167,0.3938356164383562,0.2113095238095238,0.13709677419354838,0.3654623044096728,0.15029078540607999,0.23403301355989423,0.14753748967371577,0.2159090909090909,0.1566021381103727,0.2647058823529412
0.26393270241850686,0.2619648616703728,0.10382819794584501,0.33588990064681074,0.19024674310187292,0.2777924478479007,0.1753566083941858,0.39897260273972607,0.2113095238095238,0.13709677419354838,0.3667709815078236,0.1509779851385411,0.32266126990378663,0.16103374200403595,0.19318181818181818,0.1571800057786767,0.23529411764705882
-0.1640378548895899,0.09962537812769197,0.053669467787114844,0.31766057921809665,0.0682180413306375,0.017428043306047004,0.0211679653072,0.4520547945205479,0.16964285714285715,0.1478494623655914,0.21963015647226172,0.09859175034054111,0.05332885556743375,0.08317864191720832,0.14772727272727273,0.05489742848887605,0.17647058823529413
-0.28286014721345953,0.29499969950117194,0.23271708683473388,0.3908939783873116,0.30234748720979626,0.13889622392395035,0.0928680222722358,0.4212328767123288,0.2767857142857143,0.34139784946236557,0.18799431009957324,0.21969184087961566,0.1538701260338716,0.15238659537273425,0.2727272727272727,0.19416353655013002,0.29411764705882354
-0.06203995793901157,0.2917643287857844,0.2281232492997199,0.36044553900905135,0.3037924624442245,0.13255875363084235,0.09021622641260535,0.4280821917808219,0.27976190476190477,0.3548387096774194,0.18799431009957324,0.20922886809843474,0.14709144488831372,0.1653729388966877,0.2727272727272727,0.20095348165270152,0.2647058823529412
-0.046267087276550996,0.2878678606486768,0.220765639589169,0.36690332506494217,0.31868765828182666,0.13255875363084235,0.10627033536817859,0.4315068493150685,0.27976190476190477,0.3521505376344086,0.18799431009957324,0.20884346528111974,0.16980433804084846,0.185846660674288,0.2727272727272727,0.20774342675527305,0.23529411764705882
-0.29337539432176657,0.2864354829016167,0.21127917833800186,0.3840664351349625,0.31857901352735835,0.13255875363084235,0.1815854722863238,0.43493150684931503,0.27976190476190477,0.3817204301075269,0.18799431009957324,0.1989351462899371,0.14242664434816857,0.17895780395477648,0.2727272727272727,0.20600982375036117,0.20588235294117646
-0.12302839116719243,0.2850832381753711,0.19760971055088702,0.4159701055188185,0.33647280458828527,0.17269606548719302,0.1870614564883806,0.44178082191780826,0.30654761904761907,0.3682795698924731,0.19891891891891894,0.1679561007838563,0.13350376976312384,0.17012048837789626,0.2727272727272727,0.20196475007223347,0.20588235294117646
-0.09568874868559411,0.2809063044654126,0.20784313725490197,0.44314608772411973,0.3656330566875735,0.18853974121996303,0.20908380085357312,0.4486301369863014,0.17857142857142858,0.3682795698924731,0.19891891891891894,0.15368192236478276,0.14198960501884883,0.17119435634407368,0.2727272727272727,0.20225368390638543,0.23529411764705882
-0.22502628811777076,0.2779814492056814,0.203062558356676,0.45147191233404915,0.3692726559622611,0.19646157908634804,0.22744036043069146,0.4571917808219178,0.21428571428571427,0.3709677419354839,0.19891891891891894,0.13922014045791564,0.1265742980926124,0.18181934992070647,0.2727272727272727,0.20210921698930945,0.29411764705882354
-0.1661409043112513,0.2741651140893884,0.19839402427637723,0.4286942192155816,0.36735507604589585,0.2017428043306047,0.2168377306733816,0.4691780821917808,0.2261904761904762,0.3629032258064516,0.2083641536273115,0.1350928637264578,0.13858704214257583,0.20127503286398704,0.2727272727272727,0.1986420109794857,0.29411764705882354
-0.1598317560462671,0.10465372518380511,0.06080298786181139,0.2772976744420697,0.04491048215455585,0.009506205439662001,0.025053696596335627,0.4606164383561644,0.1488095238095238,0.04032258064516129,0.11687055476529161,0.08588161404252889,0.04838814493895235,0.06243193726985486,0.18181818181818182,0.09823750361167292,0.11764705882352941
-0.1819137749737119,0.1040126610172887,0.057180205415499535,0.3071011476266573,0.044396592465920856,0.016107736994982837,0.026008338200153084,0.4708904109589041,0.1488095238095238,0.03763440860215054,0.1184637268847795,0.07603854843840488,0.04474272773307826,0.04986347411682991,0.17045454545454544,0.09419242993354522,0.08823529411764706
-0.16298633017875921,0.10177895306208305,0.05318394024276377,0.3254962864059991,0.04132520525710238,0.016107736994982837,0.02449302408775875,0.48458904109589046,0.08035714285714286,0.03225806451612903,0.1184637268847795,0.06277579751873996,0.04743198953468745,0.04858995260900408,0.17045454545454544,0.09419242993354522,0.08823529411764706
-0.15141955835962145,0.09900434721637918,0.04855275443510738,0.341257606598439,0.04128717959303847,0.011882756799577503,0.020437146596954763,0.49828767123287676,0.07738095238095238,0.02956989247311828,0.12028449502133713,0.05307955203549784,0.04241588364372925,0.044673516620577995,0.17045454545454544,0.09419242993354522,0.11764705882352941
-0.17665615141955837,0.09639000741230443,0.04511671335200747,0.3353786113634013,0.04070484370908846,0.011882756799577503,0.01737934662836584,0.5154109589041096,0.09821428571428571,0.026881720430107527,0.12085348506401138,0.046880480264928755,0.05266337984583357,0.06148696528756231,0.17045454545454544,0.097226235192141,0.08823529411764706
