saldo,popsize,avgemployers,avgsalary,shoparea,foodseats,retailturnover,livarea,sportsvenue,servicesnum,roadslen,livestock,harvest,agrprod,hospitals,beforeschool,factoriescap
-0.014721345951629864,0.20927963094393187,0.14320680679125064,0.3363094225159201,0.17955625079076615,0.39937106918238996,0.1553791104740067,0.36363636363636365,0.41916167664670656,0.2267080745341615,0.46884779516358466,0.19179840223658254,0.2692607780249494,0.16449507877641478,0.2413793103448276,0.23190661478599223,0.03332534379947283
-0.04416403785488959,0.21107006903671205,0.13026924122926298,0.30159195758530244,0.1993432327670489,0.43024585477415667,0.13088608725986164,0.3706293706293706,0.41317365269461076,0.2515527950310559,0.46884779516358466,0.18461586170210229,0.26466048141894405,0.16584765055371797,0.2413793103448276,0.23521400778210116,0.030749328128574407
0.07360672975814932,0.2104168010839409,0.1289482885893003,0.3005337494162646,0.1999528415822224,0.44882790165809033,0.14786254894388856,0.3776223776223776,0.3323353293413174,0.22981366459627328,0.46884779516358466,0.1889883614695225,0.31389864174699744,0.17097090080793906,0.22988505747126436,0.21848249027237354,0.03186496081485066
0.1598317560462671,0.2098683786050713,0.12595671937526712,0.30641153586124437,0.20786395371573826,0.4039451114922813,0.16725779228968599,0.3846153846153846,0.3323353293413174,0.2515527950310559,0.34782361308677096,0.19274064850397532,0.274779853424221,0.15038982478447963,0.21839080459770116,0.22898832684824902,0.03032239661174533
0.41009463722397477,0.20877153364733209,0.11414584871207117,0.3385384446373226,0.18294015481763495,0.5114351057747284,0.15309685887895577,0.39160839160839156,0.3383233532934132,0.19875776397515527,0.3654623044096728,0.18101862785089132,0.26045938195170326,0.14651504235019375,0.21839080459770116,0.21595330739299612,0.03659401023076676
0.34279705573080965,0.20855377766307504,0.10901744434515716,0.353685844530309,0.19081906120242464,0.5120068610634648,0.20350697375006738,0.3986013986013986,0.2125748502994012,0.17080745341614906,0.3654623044096728,0.17839226547013318,0.27666014490811464,0.1524447844410691,0.21839080459770116,0.21595330739299612,0.024837546778449737
0.26393270241850686,0.2091989805793922,0.11130968569097478,0.3627122648446292,0.1953324668453319,0.5057175528873642,0.2226243723913602,0.4020979020979021,0.2125748502994012,0.15838509316770186,0.3654623044096728,0.17581122632755342,0.24773562458494516,0.1576024425785858,0.21839080459770116,0.21089494163424125,0.023600454212367217
-0.11461619348054679,0.08021485257113362,0.05582967481254128,0.3277194357198488,0.07222139151838604,0.018867924528301886,0.026270135922801703,0.4615384615384615,0.17065868263473055,0.17080745341614906,0.21963015647226172,0.11533332856246616,0.05645125506627476,0.08885305806349916,0.14942528735632185,0.07392996108949416,0.012508696034909101
-0.06624605678233439,0.07821472353055035,0.05268269940557131,0.2984691300745993,0.06552144557803567,0.018867924528301886,0.02749151309674107,0.47202797202797203,0.1407185628742515,0.17080745341614906,0.21963015647226172,0.10628537896190701,0.04130916113508378,0.13648411260559706,0.12643678160919541,0.07392996108949416,0.007251916739336506
-0.14826498422712933,0.07670656171365894,0.04397995260111116,0.30843975944965374,0.06591826641055429,0.018867924528301886,0.028740237399451217,0.47727272727272724,0.1407185628742515,0.13975155279503104,0.21963015647226172,0.10093962229044562,0.05343375054720234,0.16043489851716497,0.12643678160919541,0.08949416342412451,0.004933961614993916
-0.12407991587802314,0.0755048712820182,0.0419985236411671,0.31338688904599754,0.0693458782392657,0.005717552887364208,0.03240769255383655,0.4842657342657342,0.09880239520958084,0.12111801242236025,0.21963015647226172,0.09870447101817462,0.0665121099229003,0.11976341753041873,0.10344827586206896,0.08618677042801556,0.004159148684629126
-0.17981072555205047,0.07450480676172656,0.03857958739655775,0.35966690611944696,0.06744688926973465,0.008004574042309892,0.028135120847533904,0.49650349650349646,0.10778443113772455,0.09937888198757763,0.21963015647226172,0.09443931576222953,0.04440081715550075,0.11795209360819199,0.10344827586206896,0.08638132295719844,0.006472274455564841
-0.06203995793901157,0.2375233886057165,0.24208399704728234,0.4032718014262145,0.3200906361785579,0.15037164093767869,0.11525224708978496,0.43006993006993005,0.27844311377245506,0.3944099378881988,0.18799431009957324,0.25699707307298714,0.1628792075021069,0.1627823524725197,0.27586206896551724,0.2614785992217899,0.2329921810936098
