saldo,foodseats,sportsvenue,servicesnum,library,cultureorg,musartschool
0.12781065088757396,0.3959731543624161,0.40728476821192056,0.2775800711743772,0.5,0.3333333333333333,0.4
0.13372781065088757,0.3959731543624161,0.40728476821192056,0.2846975088967972,0.5,0.3333333333333333,0.4
0.1349112426035503,0.42020879940343026,0.46357615894039733,0.2704626334519573,0.425,0.3333333333333333,0.4
0.2591715976331361,0.5969425801640567,0.46357615894039733,0.27402135231316727,0.425,0.31666666666666665,0.4
-0.06272189349112427,0.5208799403430275,0.46357615894039733,0.2597864768683274,0.425,0.2833333333333333,0.4
-0.016568047337278107,0.5611483967188665,0.45695364238410596,0.28825622775800713,0.425,0.2833333333333333,0.4
-0.04970414201183432,0.5853840417598807,0.3675496688741722,0.26334519572953735,0.025,0.016666666666666666,0.2
0.08875739644970414,0.10104399701715137,0.2682119205298013,0.2526690391459075,0.05,0.05,0.4
-0.028402366863905324,0.10104399701715137,0.2682119205298013,0.22419928825622776,0.05,0.016666666666666666,0.4
0.01893491124260355,0.1413124533929903,0.26158940397350994,0.25622775800711745,0.05,0.016666666666666666,0.4
-0.06982248520710059,0.11483967188665176,0.19536423841059603,0.2206405693950178,0.025,0.016666666666666666,0.2
-0.39171597633136096,0.007457121551081283,0.18543046357615894,0.14590747330960854,0.35,0.21666666666666667,0.2
-0.336094674556213,0.007457121551081283,0.18543046357615894,0.18505338078291814,0.35,0.2,0.2
-0.2863905325443787,0.013422818791946308,0.18543046357615894,0.17437722419928825,0.05,0.15,0.2
-0.21420118343195266,0.013422818791946308,0.18543046357615894,0.17793594306049823,0.05,0.15,0.2
-0.18461538461538463,0.024608501118568233,0.18874172185430463,0.19572953736654805,0.05,0.15,0.2
-0.1289940828402367,0.024608501118568233,0.15562913907284767,0.19572953736654805,0.05,0.016666666666666666,0.2
-0.08047337278106509,0.011185682326621925,0.046357615894039736,0.16370106761565836,0.05,0.016666666666666666,0.2
-0.07692307692307693,0.011185682326621925,0.046357615894039736,0.16370106761565836,0.05,0.016666666666666666,0.2
-0.2781065088757396,0.11185682326621924,0.39403973509933776,0.12455516014234876,0.575,0.4666666666666667,0.2
-0.2650887573964497,0.1424310216256525,0.40728476821192056,0.10320284697508897,0.55,0.4666666666666667,0.2
-0.6224852071005917,0.15361670395227442,0.3708609271523179,0.09608540925266904,0.025,0.4666666666666667,0.2
-0.005917159763313609,0.2076808351976137,0.3741721854304636,0.1103202846975089,0.025,0.4166666666666667,0.2
-0.11242603550295859,0.19276659209545116,0.37748344370860926,0.12455516014234876,0.025,0.45,0.2
-0.10887573964497041,0.1912751677852349,0.37748344370860926,0.11387900355871886,0.025,0.4666666666666667,0.2
-0.6165680473372781,0.1912751677852349,0.3675496688741722,0.12099644128113879,0.025,0.016666666666666666,0.2
-0.40710059171597635,0.16480238627889635,0.271523178807947,0.398576512455516,0.5,0.4666666666666667,0.2
-0.3633136094674556,0.18344519015659955,0.2781456953642384,0.42704626334519574,0.5,0.4666666666666667,0.2
-0.5680473372781065,0.17375093214019388,0.304635761589404,0.4377224199288256,0.25,0.4666666666666667,0.2
-0.5029585798816568,0.02237136465324385,0.16887417218543047,0.10676156583629894,0.45,0.35,0.2
-0.37751479289940826,0.023117076808351976,0.16887417218543047,0.12455516014234876,0.425,0.3333333333333333,0.2
-0.2733727810650888,0.03877703206562267,0.16556291390728478,0.09608540925266904,0.025,0.16666666666666666,0.2
-0.2,0.041014168530947054,0.16556291390728478,0.07473309608540925,0.025,0.16666666666666666,0.2
-0.1301775147928994,0.04735272184936615,0.16556291390728478,0.06405693950177936,0.025,0.16666666666666666,0.2
-0.15976331360946747,0.024235645041014168,0.16556291390728478,0.06761565836298933,0.025,0.016666666666666666,0.2
-0.011834319526627219,0.02535421327367636,0.06291390728476821,0.05338078291814947,0.025,0.03333333333333333,0.2
-0.040236686390532544,0.024235645041014168,0.06291390728476821,0.05338078291814947,0.025,0.03333333333333333,0.2
-0.0863905325443787,0.024235645041014168,0.06291390728476821,0.060498220640569395,0.025,0.016666666666666666,0.2
-0.2319526627218935,0.011931394481730051,0.19205298013245034,0.24199288256227758,0.225,0.13333333333333333,0.2
-0.1727810650887574,0.011931394481730051,0.19205298013245034,0.18861209964412812,0.225,0.15,0.2
-0.18698224852071005,0.0197613721103654,0.16225165562913907,0.18505338078291814,0.225,0.15,0.2
-0.1502958579881657,0.014914243102162566,0.16225165562913907,0.23843416370106763,0.05,0.15,0.2
-0.22958579881656804,0.013422818791946308,0.15894039735099338,0.22419928825622776,0.05,0.15,0.2
-0.07692307692307693,0.020879940343027592,0.1423841059602649,0.20284697508896798,0.025,0.016666666666666666,0.2
-0.06035502958579882,0.014914243102162566,0.033112582781456956,0.1494661921708185,0.025,0.016666666666666666,0.2
-0.08047337278106509,0.013422818791946308,0.033112582781456956,0.15302491103202848,0.05,0.016666666666666666,0.2
-0.047337278106508875,0.013422818791946308,0.033112582781456956,0.15302491103202848,0.025,0.016666666666666666,0.2
-0.41420118343195267,0.06226696495152871,0.1986754966887417,0.2918149466192171,0.35,0.26666666666666666,0.2
-0.4970414201183432,0.07270693512304251,0.2185430463576159,0.33807829181494664,0.325,0.26666666666666666,0.2
-0.48994082840236686,0.14914243102162567,0.2185430463576159,0.4092526690391459,0.325,0.26666666666666666,0.2
-0.336094674556213,0.14914243102162567,0.2251655629139073,0.38434163701067614,0.325,0.26666666666666666,0.2
-0.13609467455621302,0.16778523489932887,0.22847682119205298,0.3736654804270463,0.025,0.05,0.2
-0.1514792899408284,0.1789709172259508,0.16225165562913907,0.3736654804270463,0.025,0.03333333333333333,0.2
-0.21420118343195266,0.14914243102162567,0.1291390728476821,0.36298932384341637,0.05,0.05,0.2
-0.08284023668639054,0.16778523489932887,0.13245033112582782,0.3594306049822064,0.025,0.016666666666666666,0.2
-0.08402366863905325,0.16778523489932887,0.10264900662251655,0.3594306049822064,0.025,0.016666666666666666,0.2
-0.39289940828402364,0.05779269202087994,0.20198675496688742,0.11743772241992882,0.275,0.2,0.2
0.06745562130177515,0.07121551081282625,0.20198675496688742,0.09608540925266904,0.275,0.2,0.2
0.09585798816568047,0.0686055182699478,0.20198675496688742,0.08896797153024912,0.05,0.18333333333333332,0.2
-0.18106508875739644,0.0686055182699478,0.2119205298013245,0.08896797153024912,0.05,0.18333333333333332,0.2
-0.054437869822485205,0.0686055182699478,0.2119205298013245,0.08540925266903915,0.05,0.18333333333333332,0.2
-0.005917159763313609,0.0686055182699478,0.2119205298013245,0.08185053380782918,0.025,0.16666666666666666,0.2
-0.07928994082840236,0.0686055182699478,0.2119205298013245,0.08896797153024912,0.025,0.13333333333333333,0.2
