outflow,popsize,avgemployers,avgsalary,shoparea,foodseats,retailturnover,livarea,sportsvenue,servicesnum,roadslen,livestock,harvest,agrprod,hospitals,beforeschool
0.2436995351113286,0.2599214696396017,0.14613066920393275,0.3284810845761655,0.184456578121806,0.39429861699125035,0.14480194643389696,0.3478260869565218,0.4166666666666667,0.22121212121212122,0.46884779516358466,0.19392916149105777,0.2800012510908335,0.16449507877641478,0.23863636363636365,0.1984351589811886
0.20993393687301198,0.2621451609672056,0.1329289565493181,0.2945717446331122,0.20478357298068206,0.42478125882020884,0.12197624338643265,0.35451505016722407,0.4107142857142857,0.24545454545454545,0.46884779516358466,0.18666682746228339,0.275217454451313,0.16584765055371797,0.23863636363636365,0.20126519061095388
0.2038169806704184,0.26133381413145823,0.13158103393593404,0.2935381685754671,0.20540981882589535,0.4431272932543043,0.1377970618214745,0.36120401337792646,0.33035714285714285,0.22424242424242424,0.46884779516358466,0.19108790294376576,0.3264196629363102,0.17097090080793906,0.22727272727272727,0.1869485600133178
0.23268901394666014,0.2606526834545345,0.12852838566444655,0.2992791366753503,0.21353683566245588,0.3988145639288738,0.15587200754270375,0.3678929765886288,0.33035714285714285,0.24545454545454545,0.34782361308677096,0.19488187552007333,0.28574047545167786,0.15038982478447963,0.2159090909090909,0.19593807224904278
0.22436995351113287,0.25929042210068715,0.11647637170948304,0.33065822132869843,0.18793283336070696,0.5049393169630256,0.14267505516642168,0.3745819397993311,0.33630952380952384,0.19393939393939394,0.3654623044096728,0.1830296306122695,0.2708487784212844,0.14651504235019375,0.2159090909090909,0.1847844181787914
0.17274284316124297,0.259019973155438,0.11124326038693308,0.34545303233379765,0.19602676551110523,0.5055038103302286,0.18965358870947746,0.38127090301003347,0.2113095238095238,0.16666666666666666,0.3654623044096728,0.18037409100227927,0.28769576939299174,0.1524447844410691,0.2159090909090909,0.1847844181787914
0.1920724247614387,0.25982130336358356,0.11358230256898193,0.35426934295782686,0.20066334795755236,0.49929438329099635,0.20746960352361193,0.38461538461538464,0.2113095238095238,0.15454545454545454,0.3654623044096728,0.17776437814305182,0.257617486409871,0.1576024425785858,0.2159090909090909,0.18045613450973863
0.18497675556643015,0.2619648616703728,0.11021249603552173,0.33845984525881495,0.20690808247066986,0.296923511148744,0.20280894728057383,0.3896321070234114,0.2113095238095238,0.15454545454545454,0.3667709815078236,0.1785771999855284,0.35517717799739995,0.17201940424452858,0.19318181818181818,0.18112202430497754
0.10203082945926108,0.09962537812769197,0.05696955280685062,0.3200910485249607,0.07419240871876008,0.018628281117696866,0.02448184188402268,0.4414715719063545,0.16964285714285715,0.16666666666666666,0.21963015647226172,0.11661460908575633,0.05870302448112247,0.08885305806349916,0.14772727272727273,0.06325953054769436
0.08221189136285784,0.09714125448244085,0.053758325404376785,0.2915216077681199,0.06730961240108564,0.018628281117696866,0.02562007592061114,0.45150501672240806,0.13988095238095238,0.16666666666666666,0.21963015647226172,0.10746614247295619,0.04295693150773168,0.13648411260559706,0.125,0.06325953054769436
0.07536090041595302,0.09526814512090069,0.0448778940691405,0.3012601489202633,0.06771726299844147,0.018628281117696866,0.026783795477507363,0.4565217391304348,0.13988095238095238,0.13636363636363635,0.21963015647226172,0.1020609978171995,0.05556515550997126,0.16043489851716497,0.125,0.07657732645247212
0.0932224125275263,0.09377566760822967,0.042856010149064386,0.3060921232467303,0.0712384188828483,0.005644933672029354,0.030201594969304964,0.46321070234113715,0.09821428571428571,0.11818181818181818,0.21963015647226172,0.09980101542431953,0.06916519415752967,0.11976341753041873,0.10227272727272728,0.07374729482270684
0.09909469048201615,0.0925336057856041,0.03936726926736441,0.351294871622805,0.06928760399521217,0.007902907140841095,0.0262198711876225,0.47491638795986624,0.10714285714285714,0.09696969696969697,0.21963015647226172,0.09548847698411742,0.04617190979015738,0.11795209360819199,0.10227272727272728,0.07391376727151656
0.08294592610716907,0.09032994771320392,0.04059625753250872,0.3559842200088186,0.07006745731189287,0.011289867344058707,0.023918069139548265,0.4866220735785954,0.10714285714285714,0.09090909090909091,0.21963015647226172,0.08428504238974445,0.05339920450442248,0.12015452291887797,0.10227272727272728,0.07158315298818045
0.34842182529973087,0.29499969950117194,0.2470266412940057,0.3938847675467561,0.32882633257435484,0.148461755574372,0.10740664982937427,0.41137123745819404,0.2767857142857143,0.38484848484848483,0.18799431009957324,0.2598521484304338,0.1693762538004981,0.1627823524725197,0.2727272727272727,0.22373897120026637
0.30633716662588695,0.2917643287857844,0.24215033301617508,0.36320336253727736,0.33039785516705994,0.1416878351679368,0.10433971136826026,0.4180602006688963,0.27976190476190477,0.4,0.18799431009957324,0.24747651379023408,0.16191445697393334,0.1766546195421707,0.2727272727272727,0.2315631762943233
0.29336921947638855,0.2878678606486768,0.23434031081509674,0.3697105580944597,0.34659753542720007,0.1416878351679368,0.12290711505280481,0.4214046822742475,0.27976190476190477,0.396969696969697,0.18799431009957324,0.247020658216857,0.18691622212684203,0.19852505103697365,0.2727272727272727,0.23938738138838023
0.31025201859554685,0.2864354829016167,0.22427053599746274,0.3870049857246828,0.3464793758337636,0.1416878351679368,0.21001294911595816,0.42474916387959866,0.27976190476190477,0.4303030303030303,0.18799431009957324,0.23530106969284018,0.1567795652273548,0.19116623906335267,0.2727272727272727,0.23738971200266357
0.29899681918277465,0.2850832381753711,0.2097605455122106,0.41915275593305945,0.3659402608727504,0.18458933107535985,0.21634620682158004,0.43143812709030105,0.30654761904761907,0.41515151515151516,0.19891891891891894,0.19865896455662618,0.14695749573731057,0.18172604509072718,0.2727272727272727,0.23272848343599134
0.25691216050893073,0.2809063044654126,0.2206232159847764,0.4465366657030476,0.3976542957510992,0.20152413209144793,0.24181618208088174,0.43812709030100333,0.17857142857142858,0.41515151515151516,0.19891891891891894,0.1817754248019199,0.15629848364074866,0.18287317193184904,0.2727272727272727,0.2330614283336108
0.2713481771470516,0.2779814492056814,0.21554868379321282,0.45492619246078075,0.40161264213122094,0.20999153259949196,0.26304648846979084,0.4464882943143813,0.21428571428571427,0.41818181818181815,0.19891891891891894,0.16466998709615177,0.13932971260213886,0.19422299863530174,0.2727272727272727,0.23289495588480105
0.25103988255444093,0.2741651140893884,0.210593085949889,0.43197422375501227,0.39952712530706724,0.2156364662715213,0.25078400119214,0.45819397993311034,0.2261904761904762,0.4090909090909091,0.2083641536273115,0.15978823217279098,0.15255303045786828,0.21500594106353943,0.2727272727272727,0.22889961711336773
0.14338145338879374,0.10465372518380511,0.06454170631144941,0.27941932103811623,0.04884363113883397,0.010160880609652836,0.02897589020864181,0.4498327759197324,0.1488095238095238,0.045454545454545456,0.11687055476529161,0.10158102290131571,0.053264418047666566,0.06669102090866803,0.18181818181818182,0.11320126519061095
0.1353070712013702,0.1040126610172887,0.06069616238503013,0.30945082511968003,0.04828473626187947,0.017217047699689528,0.030079982381006592,0.459866220735786,0.1488095238095238,0.04242424242424243,0.1184637268847795,0.0899386162733204,0.04925163710190383,0.05326514185408781,0.17045454545454544,0.10854003662393874
