saldo,popsize,avgemployers,avgsalary,shoparea,foodseats,retailturnover,consnewareas,livarea,sportsvenue,servicesnum,roadslen,livestock,harvest,agrprod,funds,hospitals,beforeschool,factoriescap
-0.001334373977189758,0.015962417055284995,0.00812861112336259,0.03906146067098336,0.0064356147882106895,0.01984093168584008,0.0024391192672368893,0.003799343607316841,0.0016584144600983886,0.033112582781456956,0.010947810437912417,0.24982566776824422,0.0004020197045155172,3.6167000036167e-05,0.062029847322911495,0.0020748851138733698,0.009255178492728075,0.013307730094225874,0.0006607640927398991
-0.0003524761449180493,0.01609897941168691,0.007394257486878666,0.03502911783372797,0.007144815349370838,0.021374804715239313,0.002054631258184374,0.0038665953899667217,0.0016903070458695114,0.032639545884579,0.01214757048590282,0.24982566776824422,0.00038696471558093403,3.5549090035549086e-05,0.06253989188754819,0.0009138230841691908,0.009255178492728075,0.013497521546911981,0.0006096876907106458
-0.0010574284347541478,0.016049152605972696,0.007319278436907334,0.03490620971992207,0.0071666648115236535,0.022297969038488852,0.002321125349035447,0.0038188313397892497,0.0017221996316406343,0.026253547776726584,0.011097780443911218,0.24982566776824422,0.000396129708844664,4.216274004216274e-05,0.06447183072383614,0.0022019963950041447,0.00881445570736007,0.012537400080382262,0.0006318080932551489
0.0017623807245902466,0.01600732269500274,0.007149472941384025,0.03558889925723988,0.007450213114706791,0.020068172134639965,0.00262558913179984,0.0021784228004941477,0.001754092217411757,0.026253547776726584,0.01214757048590282,0.18533790134311612,0.00040399470306389326,3.690832003690832e-05,0.05671086296131931,0.0013523162012519722,0.008373732921992068,0.013140267047738132,0.0006012226312628841
0.0038268838591102496,0.01592366287306283,0.006479072023993296,0.03932035576609712,0.006556899915858958,0.025408322681437296,0.0024032928049718596,0.004288065368732736,0.0017859848031828798,0.02672658467360454,0.009598080383923215,0.1947366825334263,0.00037942472112282997,3.49848000349848e-05,0.05524971187645953,0.001363754865627623,0.008373732921992068,0.012392265440092887,0.0007255741490723853
0.009818978322717088,0.01590705393782476,0.00618797688881048,0.04107968668451508,0.006839293907834021,0.02543672773753728,0.0031946236477772855,0.004600633313094113,0.001817877388954003,0.016792809839167457,0.008248350329934014,0.1947366825334263,0.000373919725169002,3.716088003716088e-05,0.05748577267108786,0.0014558818190252973,0.008373732921992068,0.012392265440092887,0.0004924708102548295
0.00820765880309172,0.015956265597789412,0.0063180875931724955,0.042128081818585086,0.0070010623785654305,0.025124272120437437,0.0034947258637262326,0.003515051980660527,0.0018338236818395642,0.016792809839167457,0.007648470305938813,0.1947366825334263,0.00036850972914534907,3.327575003327575e-05,0.05943068645935253,0.0015293823593567348,0.008373732921992068,0.012101996159514133,0.0004679421406638584
0.006319393741030741,0.016087906788194863,0.006130639968244167,0.04024808902266882,0.0072189386190892576,0.014941059508592529,0.0034162193469263937,0.004078285660353278,0.0018577431211679065,0.016792809839167457,0.007648470305938813,0.1954340114604493,0.000370194727906875,4.587727004587727e-05,0.06486721342204803,0.0017794623359735217,0.00749228735125606,0.012146652971910865,0.0004618226137376677
-0.003927591329086835,0.006118239625105574,0.0031689674943765713,0.038063756149686094,0.002588542884104269,0.0009373668512995313,0.00041238487263033216,0.0003511612969047749,0.0021049106608941083,0.01348155156102176,0.008248350329934014,0.11702998514386198,0.0002417448223175556,7.58251000758251e-06,0.0335058146836359,0.00033060307635973993,0.0057293962097840455,0.004242397177689456,0.0002480183621390467
-0.002744278556861955,0.005965683479215148,0.002990340934150752,0.0346664095781012,0.002348404927424744,0.0009373668512995313,0.000431557878502426,0.0002923159870861293,0.0021527495395507927,0.011116367076631977,0.008248350329934014,0.11702998514386198,0.00022277983625682035,5.54863000554863e-06,0.05146712430488899,0.00021332641164621528,0.004847950639048039,0.004242397177689456,0.00014378864967534932
-0.0015861426521312219,0.00585065122404777,0.0024963613108102147,0.035824472127419765,0.002362627690524218,0.0009373668512995313,0.00045116017572832505,1.7959282866729513e-05,0.002176668978879135,0.011116367076631977,0.006748650269946011,0.11702998514386198,0.0002115748444924893,7.1772000071771995e-06,0.060498784123585704,0.00035149755001482474,0.004847950639048039,0.005135533425624079,9.782898834479586e-05
-0.0035499383166746395,0.0057589945073636024,0.0023838927358532176,0.03639906830351321,0.0024854793833834427,0.000284050560999858,0.0005087313672578643,0.00013412145289834167,0.002208561564650258,0.007805108798486282,0.005848830233953209,0.11702998514386198,0.00020688984793596177,8.93388000893388e-06,0.04516187693602375,0.0002199336235798961,0.003966505068312032,0.0049457419729379715,8.246624922179445e-05
-0.0029708703643092724,0.005682716434418389,0.0021898293123980062,0.04177437135997576,0.002417416247507409,0.00039767078539980116,0.00044166114180926814,0.0002686250181981031,0.0022643735897497227,0.008514664143803218,0.004799040191961607,0.11702998514386198,0.00019794985450685693,5.9639000059638995e-06,0.044478840414908245,0.00023414699635567696,0.003966505068312032,0.004956906176037154,0.00012833015570157686
-0.004305244341499031,0.0055473843695155916,0.002258192563842456,0.04233200711482952,0.0024446250116977072,0.000568101121999716,0.0004028883914209562,0.0003232670916011312,0.002320185614849188,0.008514664143803218,0.004499100179964007,0.11702998514386198,0.0001747248715772194,6.897430006897431e-06,0.04530935981340678,0.00022187170974339524,0.003966505068312032,0.0048006073326485954,9.735789007272818e-05
-0.003247815906744883,0.005436042988845562,0.002176597715344242,0.045247757848785104,0.002391444245325761,0.000568101121999716,0.00045201054922257283,0.00013106455368698346,0.0023999170792769952,0.00946073793755913,0.004499100179964007,0.11702998514386198,0.0001593548828741611,6.62112000662112e-06,0.05401911149356547,0.0003146561759690992,0.003966505068312032,0.0037735006475237798,0.00015396668226486102
-0.002316271809461467,0.02015463533852393,0.011143209985445244,0.03628113455602203,0.005157709830073022,0.007285896889646357,0.0014127956125519268,0.0023977553189090998,0.0018976088533818102,0.02696310312204352,0.004799040191961607,0.354728193311706,0.0032180576347276384,4.3386380043386377e-05,0.11751442066981829,0.001999519601736203,0.014103129131776113,0.013988746483276023,0.002060079117629406
