saldo,popsize,avgemployers,avgsalary,shoparea,foodseats,retailturnover,consnewareas,livarea,sportsvenue,servicesnum,roadslen,livestock,harvest,agrprod,invest,budincome,funds,hospitals,beforeschool,factoriescap
-0.001334373977189758,0.017118651671161448,0.00812861112336259,0.13224442994099933,0.006803428473307826,0.01984093168584008,0.001891504917179768,0.0040565592805166025,0.0016584144600983886,0.039637599093997736,0.010947810437912417,0.2931028349873724,0.004047449257850917,0.006732711137026371,0.05381570410189505,0.0009285948743256999,0.00787667110290505,0.001491219931340791,0.009255178492728075,0.014282804318391507,0.0004950444582807325
-0.0003524761449180493,0.01726510589564015,0.007394257486878666,0.13617262807332636,0.007553161863180956,0.021374804715239313,0.0018295321187272622,0.004128364010816403,0.0016903070458695114,0.039071347678369193,0.01214757048590282,0.2931028349873724,0.0038958788171341726,0.006617683362019321,0.062301305919167264,0.004623329842902639,0.006808159967228024,0.0007541217712623694,0.009255178492728075,0.014486502030986016,0.000524489628981991
-0.0010574284347541478,0.01721166989481684,0.007319278436907334,0.14462933610752612,0.0075762600842257015,0.022297969038488852,0.00220291541456559,0.004077366333046659,0.0017221996316406343,0.03142695356738392,0.011097780443911218,0.2931028349873724,0.003988150028636594,0.007848855287017094,0.06845467399666759,0.0006070200522820145,0.006947690771317465,0.0019368190051272534,0.00881445570736007,0.013456031249625555,0.0005793056216702456
0.0017623807245902466,0.017166810042273814,0.007149472941384025,0.15215040835921873,0.007876013979217703,0.020068172134639965,0.0025711704066909997,0.0023259020877225336,0.001754092217411757,0.03142695356738392,0.01214757048590282,0.21744388716963678,0.0040673331250322894,0.006870712448169136,0.06213041114242353,0.0018318170352327357,0.007597099065972549,0.0012273136176787379,0.008373732921992068,0.014103071042572822,0.0005688041360552504
0.0038268838591102496,0.017077090337187763,0.006479072023993296,0.17768410515106756,0.006931645390880735,0.025408322681437296,0.0024876160795693166,0.004578367519456634,0.0017859848031828798,0.03199320498301246,0.009598080383923215,0.22847081421406465,0.0038199677495151588,0.0065126372822362985,0.06397945899436236,0.001176326371378775,0.008576407672667022,0.0013082362812687834,0.008373732921992068,0.013300262410582695,0.0007255741490723854
0.009818978322717088,0.017059278336913324,0.00618797688881048,0.1935122164262966,0.007230179002496787,0.02543672773753728,0.0034470413654676705,0.004912096322781846,0.001817877388954003,0.020101925254813136,0.008248350329934014,0.22847081421406465,0.0037645446159285975,0.0069177280570050185,0.06939385955938716,0.0006533275320253798,0.011417842041166202,0.0014558818190252975,0.008373732921992068,0.013300262410582695,0.0005133701558966445
-0.003927591329086835,0.0065614131381314025,0.0031689674943765713,0.1288666539079969,0.0027364854705652394,0.0009373668512995313,0.0003197990458393885,0.0003749349269631658,0.0021049106608941083,0.016138165345413364,0.008248350329934014,0.13730302706932734,0.002433835681904308,0.0014115312169550647,0.02906889322684933,5.466022520100954e-05,0.003711919564921964,0.00023760443097974512,0.0057293962097840455,0.004553242987406688,0.0001858153569145738
-0.002744278556861955,0.0063978066170921315,0.002990340934150752,0.13476263149199558,0.002482622946818743,0.0009373668512995313,0.0003842777124434924,0.00031210578795083985,0.0021527495395507927,0.013306908267270668,0.008248350329934014,0.13730302706932734,0.002242900218058871,0.0010329118532429737,0.051270780286352104,0.0001316865281404685,0.002941192564106585,0.00017604511660366856,0.004847950639048039,0.004553242987406688,0.0001236955521147913
-0.0015861426521312219,0.006274442022598811,0.0024963613108102147,0.1484340368594698,0.002497658581272398,0.0009373668512995313,0.00042818355586140715,1.917512684142415e-05,0.002176668978879135,0.013306908267270668,0.006748650269946011,0.13730302706932734,0.0021300907336197395,0.0013360802491958323,0.06423618653105324,0.00012775115651211322,0.0030784162302296652,0.0003091681424497057,0.004847950639048039,0.005511820458439676,8.969952033768335e-05
-0.0035499383166746395,0.006176146169232474,0.0023838927358532176,0.15561406005407713,0.002627531597712666,0.000284050560999858,0.0004981872527603792,0.00014320147917744417,0.002208561564650258,0.009343148357870895,0.005848830233953209,0.13730302706932734,0.0020829231803312677,0.0016630971154051248,0.04947775144794611,1.0465913643445261e-05,0.003612957638170205,0.00019960385814733088,0.003966505068312032,0.005308122745845166,7.80195907525804e-05
