saldo,popsize,avgemployers,avgsalary,shoparea,foodseats,retailturnover,livarea,sportsvenue,servicesnum,roadslen,livestock,harvest,agrprod,hospitals,beforeschool,factoriescap
951.0,123643.0,23779.0,48725.027270000006,88969.3,3498.0,3889918.6978000007,58.4,332.0,334.0,1757.5,417090.0,129847.15,9338328.0,86.0,5140.0,22483075.07894
