saldo,popsize,avgemployers,avgsalary,shoparea,foodseats,retailturnover,livarea,sportsvenue,servicesnum,roadslen,livestock,harvest,agrprod,hospitals,beforeschool,factoriescap
427.0,123992.0,25739.0,48748.80168,88969.3,3714.0,4013620.61181,58.4,334.0,334.0,1757.5,425489.61,131705.03,9439342.8363,87.0,5277.0,22458365.255480003
