saldo,saldoone,saldotwo,saldothree,popsize,avgemployers,avgsalary,shoparea,foodseats,retailturnover,livarea,sportsvenue,servicesnum,roadslen,livestock,harvest,agrprod,hospitals,beforeschool,factoriescap
2051.0,847.0,848.0,787.0,123992.0,25739.0,46444.2261,82829.2,3314.0,3295502.9682800006,57.1,327.0,322.0,1757.5,419211.0,136524.28,9067613.9766,87.0,5140.0,20857643.665120002
