saldo,popsize,avgemployers,avgsalary,shoparea,foodseats,retailturnover,livarea,sportsvenue,servicesnum,roadslen,livestock,harvest,agrprod,hospitals,beforeschool
-0.05252725470763132,0.016037314304537777,0.27099693941369335,0.320626837910884,0.3269986600708547,0.6030734405703344,0.18137407723385907,0.3478260869565218,0.49427373274149644,0.36219360498169884,0.39328600021438853,0.16395652680706488,0.28500570678955733,0.1484072161120962,0.21996223361208522,0.3592623019511191
-0.013875123885034688,0.01617451742510533,0.2444234766756426,0.2875282975318703,0.35995420391470073,0.6441849955004157,0.15148735356432771,0.35451505016722407,0.483079814228796,0.39847698739495635,0.38994988420630344,0.15647791299481367,0.2777601042851513,0.14835826337285946,0.2180963662068702,0.3612950424035965
-0.04162537165510406,0.016124456827060412,0.24269613187153655,0.2865194351082372,0.36217591986554337,0.6740932769666199,0.17166719881250853,0.36120401337792646,0.3897705494964982,0.36517091906287913,0.39116053735389683,0.16068129804386086,0.33045813175544303,0.15341607080924247,0.20835569183595248,0.33663688235062444
0.06937561942517344,0.016082430645985666,0.23768513375178746,0.29212313204801027,0.3774892440513619,0.6082693196700177,0.19469235511270042,0.3678929765886288,0.3907890875552854,0.4007586364273846,0.290948166519618,0.16429978466207665,0.29003158825322434,0.13530084711225582,0.19845515333179617,0.35374622112822857
0.1506442021803766,0.015998378283836174,0.21652922717875078,0.32275191757434435,0.3339720835298678,0.7741762003844823,0.1791449394468609,0.3745819397993311,0.39992045542343,0.3183124102428491,0.3073087150083292,0.15511817001820472,0.27636061132564255,0.13250736048138523,0.19949779803754925,0.3353621543568368
0.3865213082259663,0.0159816914178212,0.20701681460873805,0.3371929727607479,0.34871939235355476,0.7758509247859318,0.23838053005857207,0.38127090301003347,0.2515398190888349,0.2738353473615639,0.30762958338317836,0.1530272048086137,0.2938569453455238,0.13801413863307865,0.1997060984570169,0.3357123139982628
0.32309217046580774,0.016031133983791492,0.21071772963982413,0.3457984783138909,0.35586663862504053,0.7639571962791826,0.25996967431671364,0.38461538461538464,0.2507640302948526,0.25313691956902856,0.30668080483849064,0.1503480241227195,0.2623229693601251,0.14224350652254422,0.19909017309842322,0.32683764455020037
0.2487611496531219,0.016163392847762012,0.20279300157736255,0.33036699840772227,0.3639388290849273,0.4505973657478661,0.25205019583983296,0.3896321070234114,0.24871212410882815,0.2510655969372933,0.30526055454712253,0.14979961994382843,0.35870526305442163,0.1539850861440334,0.17667571597904635,0.32535943144403573
-0.15460852329038652,0.006146947014256146,0.27563730464845493,0.31243741436301947,0.3431495767389856,0.07433441074412665,0.08000499014953676,0.4414715719063545,0.5250329049595086,0.7119553838148683,0.4806630647671434,0.25722354665197034,0.15589286295301957,0.20914460179566646,0.35525839533480796,0.29880727065965307
-0.10802775024777007,0.005993675059748251,0.2667516970072724,0.2845510918900912,0.3192767994859974,0.07623531132822065,0.0858656921086186,0.45150501672240806,0.44399266952886257,0.7301617083339534,0.4929547166605494,0.24310601053945463,0.11699445587741933,0.3294751432663961,0.308290369148278,0.3064484547309661
-0.062438057482656094,0.005878103061792701,0.22706485860469502,0.29405677669841307,0.32752591316925855,0.07773420768174574,0.09153082579672542,0.4565217391304348,0.452722206822722,0.6091508800986812,0.5026469185336987,0.2354180968511509,0.1543087534160691,0.39490751388874035,0.3143518031752708,0.37825760544057524
-0.13974231912784935,0.005786016282673038,0.22028591955399204,0.2987732146362647,0.35004033149451386,0.023930720878764696,0.10485344029290779,0.46321070234113715,0.3229277932065798,0.536332993434745,0.510646746653921,0.2338689357984775,0.19513410192485312,0.2994872089654192,0.26129032258064516,0.3700761593602196
-0.11694747274529237,0.005709380305419091,0.20506945244388575,0.34289512897846364,0.3450245808318548,0.0339527140521534,0.09225162779862205,0.47491638795986624,0.3570135212265544,0.4459750515017532,0.5175010654009534,0.22676667113372515,0.132012206756461,0.29891687329858646,0.26479757523273434,0.37589022419056406
-0.1694747274529237,0.005573413249000797,0.21663040262954622,0.34747235127669746,0.3574197757727182,0.04968716098181306,0.08620596708095321,0.4866220735785954,0.36572309925603336,0.42830147265606244,0.5301258418911076,0.20504373056175268,0.1564007267296838,0.3119267550434192,0.27125748502994007,0.37291877035746956
-0.2666005946481665,0.018201662629887167,0.4036336700472968,0.3844666662700844,0.5136165324069024,0.2000691471665468,0.11853662753881704,0.41137123745819404,0.28929639678850233,0.5551907466779523,0.13894467088428888,0.1935675184260514,0.15190311776624849,0.12939872872417857,0.2214933279005806,0.3569071447123002
-0.05847373637264618,0.018002038269782125,0.4000534717701462,0.3545188783067524,0.5217939085666801,0.19305785369958722,0.1164287962507606,0.4180602006688963,0.29564960924820854,0.5834475348054942,0.14048542646982945,0.18639297483574052,0.14682133615853776,0.14198323521585085,0.2239494644328481,0.3734844141238169
-0.04360753221010902,0.017761623792751598,0.39239095525775247,0.3608704815896603,0.554786991418987,0.19567101021474567,0.1390038453731898,0.4214046822742475,0.29965140812769475,0.5868649699409868,0.14238698292262056,0.18856793207704403,0.17178670617355057,0.1617209928211018,0.22698075785517938,0.3913300988299915
-0.27651139742319125,0.017673245206079706,0.37740753925839454,0.3777513855592504,0.5573712345124666,0.19664950211783383,0.23870539103834837,0.42474916387959866,0.3011498747440837,0.6393248713323038,0.14309901742247838,0.18051979402250293,0.14480994137331385,0.15650515340560983,0.22811582039446077,0.3900050728972746
-0.1159563924677899,0.017589810876004842,0.3546641466715828,0.40913047675135683,0.5914696837665374,0.2574079853115048,0.24707031680950275,0.43143812709030105,0.3315485944082972,0.6197391836975684,0.1521329091572117,0.15313139130954248,0.13638160519210973,0.14948229423164297,0.22919784968904816,0.3841607893114411
-0.09018830525272548,0.017332091500884713,0.3785775806242891,0.435859615235897,0.6522861711675639,0.2852020716214422,0.28026369524747674,0.43812709030100333,0.1960069241840744,0.6289543897880651,0.15439504805032814,0.14220059906438398,0.1472071879397824,0.15266264205848185,0.23260590500641848,0.3904308229523975
