saldo,saldoone,saldotwo,popsize,avgemployers,avgsalary,shoparea,foodseats,retailturnover,livarea,sportsvenue,servicesnum,roadslen,livestock,harvest,agrprod,hospitals,beforeschool,factoriescap
-0.04463690872751499,-0.0625,-0.01650943396226415,0.20927963094393187,0.14320680679125064,0.3400254622976891,0.18458613321918982,0.39937106918238996,0.16037662019900883,0.36363636363636365,0.42168674698795183,0.2267080745341615,0.48077484100589296,0.1927737418782517,0.2720673416883566,0.16449507877641478,0.2413793103448276,0.23190661478599223,0.03435551053107676
-0.037308461025982675,-0.01650943396226415,-0.049528301886792456,0.21107006903671205,0.13026924122926298,0.3049243878926796,0.20492740496547907,0.43024585477415667,0.13509581977765758,0.3706293706293706,0.41566265060240964,0.2515527950310559,0.48077484100589296,0.18555467644872808,0.2674190951900943,0.16584765055371797,0.2413793103448276,0.23521400778210116,0.03169986400444829
0.018654230512991338,-0.049528301886792456,0.08254716981132075,0.2104168010839409,0.1289482885893003,0.30385448708766355,0.20555409066131894,0.44882790165809033,0.15261830101414064,0.3776223776223776,0.33433734939759036,0.22981366459627328,0.48077484100589296,0.1899494113980196,0.31717047557434513,0.17097090080793906,0.22988505747126436,0.21848249027237354,0.032849983587094074
0.14790139906728847,0.08254716981132075,0.1792452830188679,0.2098683786050713,0.12595671937526712,0.3097972199385301,0.2136868155971428,0.4039451114922813,0.17263735998704335,0.3846153846153846,0.33433734939759036,0.2515527950310559,0.3566719178481825,0.19372077968783716,0.2776439436111153,0.15038982478447963,0.21839080459770116,0.22898832684824902,0.03125973500500787
0.36109260493004663,0.1792452830188679,0.45990566037735847,0.20877153364733209,0.11414584871207117,0.3422791139249068,0.18806483004402172,0.5114351057747284,0.15802096379100475,0.39160839160839156,0.34036144578313254,0.19875776397515527,0.37475932084719055,0.18193914982377904,0.26317420674921393,0.14651504235019375,0.21839080459770116,0.21595330739299612,0.03772521932323848
0.4770153231179214,0.45990566037735847,0.38443396226415094,0.20855377766307504,0.10901744434515716,0.3575938845093583,0.19616444705629177,0.5120068610634648,0.21005243586089503,0.3986013986013986,0.21385542168674698,0.17080745341614906,0.37475932084719055,0.17929943177731425,0.2795438337821776,0.1524447844410691,0.21839080459770116,0.21595330739299612,0.025605335238181096
0.3844103930712858,0.38443396226415094,0.2959905660377358,0.2091989805793922,0.11130968569097478,0.3667200419548122,0.20080428605718925,0.5057175528873642,0.22978471371815934,0.4020979020979021,0.21385542168674698,0.15838509316770186,0.37475932084719055,0.17670526744827256,0.25031782689154014,0.1576024425785858,0.21839080459770116,0.21089494163424125,0.024330001157977635
-0.1765489673550966,-0.18396226415094338,-0.12853773584905662,0.08021485257113362,0.05582967481254128,0.3313405607281325,0.07424451856940663,0.018867924528301886,0.027115070993872867,0.4615384615384615,0.1716867469879518,0.17080745341614906,0.2252173405682945,0.11591982545733534,0.05703965877804023,0.08885305806349916,0.14942528735632185,0.07392996108949416,0.012895369990576234
-0.1145902731512325,-0.12853773584905662,-0.07429245283018868,0.07821472353055035,0.05268269940557131,0.30176705480323124,0.06735688804437408,0.018867924528301886,0.02837573172585319,0.47202797202797203,0.14156626506024098,0.17080745341614906,0.2252173405682945,0.10682586492124002,0.041739735507846,0.13648411260559706,0.12643678160919541,0.07392996108949416,0.007476090971721897
-0.13590939373750832,-0.07429245283018868,-0.16627358490566038,0.07670656171365894,0.04397995260111116,0.311847854316041,0.0677648249595906,0.018867924528301886,0.029664619161352573,0.47727272727272724,0.14156626506024098,0.13975155279503104,0.2252173405682945,0.10145292382938934,0.05399070215294808,0.16043489851716497,0.12643678160919541,0.08949416342412451,0.005086482265384263
-0.1725516322451699,-0.16627358490566038,-0.1391509433962264,0.0755048712820182,0.0419985236411671,0.31684964705636703,0.07128845396638837,0.005717552887364208,0.03345003188895439,0.4842657342657342,0.09939759036144578,0.12111801242236025,0.2252173405682945,0.09920640629120814,0.06720538011343975,0.11976341753041873,0.10344827586206896,0.08618677042801556,0.004287717999096841
