saldo,popsize,avgemployers,avgsalary,shoparea,foodseats,retailturnover,livarea,sportsvenue,servicesnum,roadslen,livestock,harvest,agrprod,hospitals,beforeschool,goodcompanies
-0.049074074074074076,0.25976015055657886,0.12302660124828944,0.3178253559003893,0.1449395388911997,0.3453646477132262,0.10392493597920818,0.37209302325581395,0.39660056657223797,0.1750599520383693,0.45269750576859685,0.14399100280087967,0.2252431513738356,0.13207946894524455,0.23863636363636365,0.1671574814191558,0.21428571428571427
-0.012962962962962963,0.26198246176023066,0.111912152464871,0.28501601453556175,0.16091178174579593,0.3720642768850433,0.08754283762826473,0.37924865831842575,0.3909348441926346,0.19424460431654678,0.45269750576859685,0.13859877219750857,0.22139489203063856,0.13316550120460077,0.23863636363636365,0.16954143878838873,0.10714285714285714
-0.03888888888888889,0.26117161848322257,0.11077734388037783,0.2840159670631326,0.16140386386594566,0.38813349814585907,0.09889750228224421,0.3864042933810376,0.31444759206798867,0.1774580335731415,0.45269750576859685,0.14188138883516357,0.26258380369274953,0.13727915723543474,0.22727272727272727,0.15748141915579864,0.14285714285714285
0.3611111111111111,0.25885921358212544,0.09365508494376022,0.3342467438879265,0.1540309881751738,0.44276885043263287,0.13611513898991096,0.407871198568873,0.20113314447592068,0.13189448441247004,0.352873310625206,0.1339264607912664,0.2314329006836326,0.12240382096668295,0.2159090909090909,0.15565839293226758,0.10714285714285714
0.30185185185185187,0.25966004644830626,0.09562431160508661,0.3427770587017184,0.15767425277794284,0.4373300370828183,0.14890176406341288,0.4114490161001789,0.20113314447592068,0.1223021582733813,0.352873310625206,0.13198876782784977,0.2072368400566237,0.12654510441948613,0.2159090909090909,0.15201234048520543,0.10714285714285714
0.2324074074074074,0.2618022743653399,0.09278729014385367,0.32748041159256114,0.16258114712698318,0.26007416563658836,0.14555679244108774,0.41681574239713776,0.20113314447592068,0.1223021582733813,0.35413690803208436,0.13259228217967178,0.28571739074925556,0.13812104124875677,0.19318181818181818,0.1525732716309073,0.10714285714285714
-0.2490740740740741,0.2948166092736446,0.20797036146991088,0.38110738276091705,0.2583802513518331,0.13003708281829418,0.07708618207252195,0.44007155635062617,0.26345609065155806,0.30455635491606714,0.18151851444896164,0.19293834483055036,0.13625239539212808,0.13070425466923272,0.2727272727272727,0.18847286495582669,0.2857142857142857
-0.05462962962962963,0.29158324657643947,0.20386502453189145,0.35142126406326485,0.25961509893635987,0.12410383189122373,0.07488502807512767,0.4472271914132379,0.26628895184135976,0.31654676258992803,0.18151851444896164,0.1837495254263999,0.13024985566925557,0.1418428351134327,0.2727272727272727,0.19506380591782357,0.25
-0.040740740740740744,0.2876891967646352,0.19728981008644572,0.35771737011315635,0.27234424208212016,0.12410383189122373,0.08821092794552264,0.45080500894454384,0.26628895184135976,0.31414868105515587,0.18151851444896164,0.18341105595312288,0.15036218142141025,0.15940345150952087,0.2727272727272727,0.2016547468798205,0.25
-0.25833333333333336,0.286257708016337,0.18881212242582024,0.37445077692031353,0.27225139639907303,0.12410383189122373,0.15072713336518703,0.4543828264758497,0.26628895184135976,0.3405275779376499,0.18151851444896164,0.1747093460554875,0.12611916270107437,0.15349477640037149,0.2727272727272727,0.1999719534427149,0.17857142857142858
