saldo,popsize,avgemployers,avgsalary,shoparea,foodseats,retailturnover,livarea,sportsvenue,servicesnum,roadslen,livestock,harvest,agrprod,hospitals,beforeschool,factoriescap
951.0,123992.0,25739.0,48725.027270000006,88969.3,3543.0,3944560.23601,58.4,334.0,334.0,1757.5,417090.0,129847.15,9439342.8363,87.0,5277.0,22600647.14983
