saldo,popsize,avgemployers,avgsalary,shoparea,foodseats,retailturnover,livarea,sportsvenue,servicesnum,roadslen,livestock,harvest,agrprod,hospitals,beforeschool,factoriescap
594.0,130905.0,25739.0,48748.80168,91698.9,3740.0,4041735.2514500003,58.4,334.0,334.0,1757.5,414605.0,130787.73,9439342.8363,87.0,6052.0,22901145.047340002
