saldo,popsize,avgemployers,avgsalary,shoparea,foodseats,retailturnover,consnewareas,livarea,sportsvenue,servicesnum,roadslen,livestock,harvest,agrprod,invest,budincome,funds,hospitals,beforeschool,factoriescap
-0.001334373977189758,0.017118651671161448,0.00812861112336259,0.17883924542325488,0.006803428473307826,0.01984093168584008,0.003796162538259931,0.0040565592805166025,0.0016584144600983886,0.039637599093997736,0.010947810437912417,0.2931028349873724,0.004047449257850917,0.006732711137026371,0.062029847322911495,0.0009285948743256999,0.012057914319974635,0.0042552593882538,0.009255178492728075,0.014282804318391507,0.000789974061765519
-0.0003524761449180493,0.01726510589564015,0.007394257486878666,0.09504370861323361,0.007553161863180956,0.021374804715239313,0.001895070965133308,0.004128364010816403,0.0016903070458695114,0.039071347678369193,0.01214757048590282,0.2931028349873724,0.0038958788171341726,0.006617683362019321,0.03706269115233712,0.0023861788581997488,0.0053790718907433645,0.0011106415909125729,0.009255178492728075,0.014486502030986016,0.00043197006188567757
-0.0010574284347541478,0.01721166989481684,0.007319278436907334,0.06150606858325261,0.0075762600842257015,0.022297969038488852,0.0013903088328495795,0.004077366333046659,0.0017221996316406343,0.03142695356738392,0.011097780443911218,0.2931028349873724,0.003988150028636594,0.007848855287017094,0.024812523051271986,0.00019088823982931407,0.0033446147308306734,0.001737998960624357,0.00881445570736007,0.013456031249625555,0.00029070500375721594
0.0017623807245902466,0.017166810042273814,0.007149472941384025,0.045270035830275904,0.007876013979217703,0.020068172134639965,0.0011353256801286122,0.0023259020877225336,0.001754092217411757,0.03142695356738392,0.01214757048590282,0.21744388716963678,0.0040673331250322894,0.006870712448169136,0.015756080425957532,0.00040302721127496896,0.002558759968959975,0.000770534640423795,0.008373732921992068,0.014103071042572822,0.00019970256832804208
0.0038268838591102496,0.017077090337187763,0.006479072023993296,0.01441013922372445,0.006931645390880735,0.025408322681437296,0.0002994020966254922,0.004578367519456634,0.0017859848031828798,0.03199320498301246,0.009598080383923215,0.22847081421406465,0.0038199677495151588,0.0065126372822362985,0.0044224853838264406,7.054431012766223e-05,0.0007873522196307141,0.0002238745291549483,0.008373732921992068,0.013300262410582695,6.94359828396224e-05
0.009818978322717088,0.017059278336913324,0.00618797688881048,-0.014222502020665564,0.007230179002496787,0.02543672773753728,-0.00037598108477615995,0.004912096322781846,0.001817877388954003,0.020101925254813136,0.008248350329934014,0.22847081421406465,0.0037645446159285975,0.0069177280570050185,-0.004347052700156661,-3.550693108833575e-05,-0.0009499389375443198,-0.00022578372741179195,0.008373732921992068,0.013300262410582695,-4.4522692823796724e-05
-0.003927591329086835,0.0065614131381314025,0.0031689674943765713,0.1742713485581815,0.0027364854705652394,0.0009373668512995313,0.0006418218353864201,0.0003749349269631658,0.0021049106608941083,0.016138165345413364,0.008248350329934014,0.13730302706932734,0.002433835681904308,0.0014115312169550647,0.0335058146836359,5.4660225201009535e-05,0.00568235076617063,0.000678014332002783,0.0057293962097840455,0.004553242987406688,0.00029651743350487804
-0.002744278556861955,0.0063978066170921315,0.002990340934150752,0.09405958055374213,0.002482622946818743,0.0009373668512995313,0.00039804359155285786,0.00031210578795083985,0.0021527495395507927,0.013306908267270668,0.008248350329934014,0.13730302706932734,0.002242900218058871,0.0010329118532429737,0.030500694437414468,6.796564814446215e-05,0.002323812355027651,0.00025927248864568675,0.004847950639048039,0.004553242987406688,0.00010187575187276798
-0.0015861426521312219,0.006274442022598811,0.0024963613108102147,0.06312408185556563,0.002497658581272398,0.0009373668512995313,0.0002702361497218217,1.917512684142415e-05,0.002176668978879135,0.013306908267270668,0.006748650269946011,0.13730302706932734,0.0021300907336197395,0.0013360802491958323,0.02328346285171347,4.017362080721999e-05,0.0014819479752553747,0.00027743114292729047,0.004847950639048039,0.005511820458439676,4.5012681426436845e-05
-0.0035499383166746395,0.006176146169232474,0.0023838927358532176,0.04630059261957903,0.002627531597712666,0.000284050560999858,0.0002199795004250592,0.00014320147917744417,0.002208561564650258,0.009343148357870895,0.005848830233953209,0.13730302706932734,0.0020829231803312677,0.0016630971154051248,0.012547404994992387,2.3026579118074874e-06,0.0012168712417487257,0.00012531571788117728,0.003966505068312032,0.005308122745845166,2.7392052317424855e-05
-0.0029708703643092724,0.0060943429087128385,0.0021898293123980062,0.015309487809870065,0.002555578460080826,0.00039767078539980116,5.502212280673477e-05,0.0002868109397770463,0.0022643735897497227,0.010192525481313703,0.004799040191961607,0.13730302706932734,0.0019929172195203943,0.0011102169367133456,0.003560326650468783,6.034941807134571e-07,0.0003634001087593503,3.843766198997077e-05,0.003966505068312032,0.005320104964233078,1.2280937104075085e-05
