saldo,popsize,avgemployers,avgsalary,shoparea,foodseats,retailturnover,livarea,sportsvenue,servicesnum,roadslen,livestock,harvest,agrprod,hospitals,beforeschool,factoriescap
1732.0,123992.0,25739.0,47991.504400000005,86941.0,3498.0,3676041.1245599994,57.2,334.0,322.0,1757.5,419211.0,134319.6,9338328.0,87.0,5140.0,22102511.662960004
