saldo,popsize,avgemployers,avgsalary,shoparea,foodseats,retailturnover,livarea,sportsvenue,servicesnum,roadslen,livestock,harvest,agrprod,hospitals,beforeschool,badcompanies
-0.04150352388410337,0.25976015055657886,0.11461442786069652,0.2974694513577216,0.12137572843086564,0.31037547211730726,0.08110794266652083,0.3781818181818182,0.3954802259887006,0.15020576131687244,0.4266777133388567,0.14623455656213113,0.2181125242796202,0.16449507877641478,0.23863636363636365,0.14536585365853658,0.29411764705882354
-0.01096319498825372,0.26198246176023066,0.10425995024875621,0.26676146474175666,0.1347512547088026,0.3343701399688958,0.06832257714008491,0.38545454545454544,0.3898305084745763,0.16666666666666666,0.4266777133388567,0.1407583084922767,0.2143860910704068,0.16584765055371797,0.23863636363636365,0.1474390243902439,0.35294117647058826
0.11902897415818324,0.25912949467446145,0.09135572139303483,0.2994410463923104,0.12366316657012569,0.39746722950455454,0.07991660664356853,0.40727272727272723,0.3192090395480226,0.13168724279835392,0.3325911350455675,0.13801563758914134,0.21098302428782195,0.14651504235019375,0.2159090909090909,0.1353658536585366,0.29411764705882354
0.3054032889584965,0.25885921358212544,0.08725124378109453,0.3128390912700134,0.1289891187298576,0.3979115752055099,0.10623070185434552,0.41454545454545455,0.20056497175141244,0.11316872427983539,0.3325911350455675,0.13601319683028723,0.2241063218196713,0.1524447844410691,0.2159090909090909,0.1353658536585366,0.23529411764705882
0.2552858261550509,0.25966004644830626,0.08908582089552239,0.32082306114673587,0.13204007293055658,0.3930237724950011,0.11620998972773308,0.41818181818181815,0.20056497175141244,0.10493827160493827,0.3325911350455675,0.1340453122698148,0.2006762471257658,0.1576024425785858,0.2159090909090909,0.13219512195121952,0.35294117647058826
0.19655442443226312,0.2618022743653399,0.08644278606965174,0.3065061253242844,0.13614921996182422,0.23372583870251054,0.11359941543188781,0.42363636363636364,0.20056497175141244,0.10493827160493827,0.3337821043910522,0.13465823010426878,0.2766723025619402,0.17201940424452858,0.19318181818181818,0.1326829268292683,0.29411764705882354
-0.12216131558339859,0.09956354608793144,0.04468283582089552,0.28987151181656456,0.048819932278768886,0.014663408131526327,0.013713018897895904,0.48,0.16101694915254236,0.11316872427983539,0.19987572493786246,0.08793461239767274,0.04572788443817466,0.08885305806349916,0.14772727272727273,0.046341463414634146,0.29411764705882354
-0.21064996084573218,0.2948166092736446,0.19375,0.3566984255774677,0.21637360971267072,0.11686291935125527,0.0601617078423793,0.4472727272727273,0.2627118644067797,0.2613168724279835,0.17108533554266775,0.1959445573078175,0.1319389900063974,0.1627823524725197,0.2727272727272727,0.16390243902439025,0.11764705882352941
-0.04620203602192639,0.29158324657643947,0.18992537313432836,0.32891362717170913,0.21740769969404933,0.11153077093979116,0.058443823000414556,0.45454545454545453,0.2655367231638418,0.2716049382716049,0.17108533554266775,0.18661256499748102,0.12612647547239722,0.1766546195421707,0.2727272727272727,0.16963414634146343,0.11764705882352941
-0.11902897415818324,0.10458877232321614,0.05062189054726368,0.25303956918920434,0.03213998312800557,0.007998222617196179,0.01623027106770828,0.4890909090909091,0.14124293785310735,0.030864197530864196,0.10635874067937034,0.07659836058119888,0.0414913741613701,0.06669102090866803,0.18181818181818182,0.08292682926829269,0.17647058823529413
