0-4_x,5-9_x,10-14_x,15-19_x,20-24_x,25-29_x,30-34_x,35-39_x,40-44_x,45-49_x,50-54_x,55-59_x,60-64_x,65-69_x,0-4_y,5-9_y,10-14_y,15-19_y,20-24_y,25-29_y,30-34_y,35-39_y,40-44_y,45-49_y,50-54_y,55-59_y,60-64_y,65-69_y,risk
0.33838165296408484,0.2858916011584609,0.40455458807769595,0.3229758149316509,0.16202259279182354,0.2932562620423892,0.34762327854286984,0.49171800136892535,0.41425470332850944,0.4369747899159664,0.4901768172888016,0.5986467236467237,0.4892830746489283,0.0801912568306011,0.43498659517426275,0.2563938618925831,0.36607142857142855,0.624013469430706,0.39674681753889673,0.501152959262106,0.6076986076986077,0.5857583590427751,0.5490375802016498,0.45492851768246806,0.44512195121951215,0.6138743455497382,0.5006289308176101,0.0876865671641791,0.44381333333333334
0.33751622674167026,0.2958212660322714,0.41781647689216345,0.2915352260778128,0.17038730500268962,0.2685934489402697,0.3434029320302088,0.4862422997946612,0.43458755426917517,0.43470588235294116,0.4767518009168304,0.6004273504273504,0.5074648928307465,0.09335154826958106,0.4455093833780161,0.25328218243819267,0.3806318681318681,0.5636114911080712,0.39519094766619517,0.4750192159877018,0.5998361998361998,0.5806720587009089,0.5862511457378552,0.42392776523702036,0.436529933481153,0.6167539267015707,0.5088050314465409,0.10729684908789387,0.44014222222222227
0.3392470791864993,0.29846917666528755,0.42866711319490963,0.2674553101997897,0.17417966648735878,0.24277456647398843,0.35273211905819635,0.4832306639288158,0.4513748191027497,0.43420168067226894,0.4531761624099541,0.6160968660968661,0.5147080561714708,0.10951730418943534,0.4593833780160858,0.26121057118499574,0.37451923076923077,0.5495106808376302,0.38564356435643565,0.43228285933897004,0.5864045864045864,0.5898440757108313,0.6064161319890009,0.42159518434913473,0.4126940133037694,0.6034031413612566,0.5289308176100629,0.13032752902155886,0.5748177777777778
0.3336218087408049,0.31464625568887056,0.4296718017414602,0.2741850683491062,0.1689080150618612,0.23190751445086705,0.34695690804087076,0.48836413415468855,0.47105643994211294,0.44369747899159667,0.43222003929273084,0.6061253561253561,0.5358462675535846,0.11527777777777778,0.45844504021447724,0.26875532821824377,0.38804945054945056,0.5514048195306746,0.37814710042432814,0.40230591852421216,0.5778869778869778,0.5811723505378137,0.6526122823098075,0.4221218961625282,0.3913525498891352,0.580824607329843,0.5415094339622641,0.1455223880597015,0.4183466666666666
0.3132842925140632,0.321886636326024,0.44474212993971873,0.28096740273396426,0.16334050564819794,0.21803468208092483,0.346512661039538,0.5142368240930869,0.48263386396526775,0.47957983193277315,0.40929927963326784,0.5807692307692308,0.5526237989652624,0.12367941712204007,0.42587131367292225,0.28431372549019607,0.3911401098901099,0.5703462064611176,0.40275813295615276,0.37532667179093004,0.5303849303849304,0.632619027766197,0.6511457378551788,0.43882618510158017,0.376940133037694,0.5520287958115183,0.5650314465408806,0.1505597014925373,0.4304444444444444
0.2829943747295543,0.3247827885808854,0.47890154052243805,0.30567823343848577,0.14142011834319526,0.23533718689788052,0.32674366948023104,0.5263518138261464,0.5188133140376266,0.4959663865546219,0.38703339882121807,0.5455840455840456,0.5787139689578713,0.13326502732240436,0.4127345844504022,0.27067348678601877,0.41854395604395606,0.5617173524150267,0.38500707213578506,0.38378170637970793,0.5118755118755118,0.6437088301509214,0.6612282309807516,0.4558314522197141,0.3677937915742794,0.5405759162303666,0.5827044025157232,0.15727611940298508,0.4492177777777777
0.27823453050627434,0.3227141083988415,0.4956463496316142,0.32187171398527864,0.13179128563743947,0.2585741811175337,0.29689027099067083,0.5297741273100616,0.5274963820549928,0.5285714285714286,0.3701375245579568,0.5116809116809117,0.5846267553584626,0.14223588342440802,0.38719839142091156,0.2781329923273657,0.4242445054945055,0.5877091444806902,0.3649222065063649,0.37601844734819373,0.5083538083538084,0.6478779287917953,0.6636113657195234,0.5015048908954102,0.35559866962305986,0.518979057591623,0.5911949685534591,0.16283167495854062,0.6542755555555556
0.2667676330592817,0.32577575506826645,0.508171466845278,0.34595162986330175,0.13165680473372782,0.26705202312138726,0.2792980897378943,0.5602327173169063,0.5379160636758322,0.5445378151260504,0.34348395546823834,0.44907407407407407,0.6220990391722099,0.14503642987249546,0.3473190348525469,0.29965899403239554,0.43956043956043955,0.6182258234241818,0.36930693069306936,0.39830899308224443,0.48157248157248156,0.6503793879763196,0.6813932172318974,0.536869826937547,0.32954545454545453,0.46897905759162306,0.5976729559748428,0.17205638474295193,0.6630844444444445
0.32540025962786673,0.2652047993380224,0.360549229738781,0.23133543638275497,0.0844540075309306,0.1926782273603083,0.28280764104842293,0.44010951403148524,0.4835745296671491,0.6010924369747899,0.6604453176162409,0.7955840455840456,0.4926090169992609,0.08025956284153005,0.4879356568364612,0.2331628303495311,0.41016483516483515,0.48237398716194885,0.18062234794908064,0.32767102229054573,0.5203931203931204,0.528224797798716,0.5694775435380385,0.4812641083521445,0.5795454545454546,0.7552356020942409,0.5047798742138364,0.08503316749585406,0.2590044444444444
0.32509736045002163,0.268680182043856,0.369390488948426,0.2442166140904311,0.07302313071543841,0.18828516377649326,0.27196801421590405,0.4380561259411362,0.5014471780028944,0.5252100840336135,0.6447282252783235,0.8363960113960115,0.49593495934959353,0.09984061930783243,0.4711796246648794,0.258226768968457,0.3741071428571428,0.5112069872671787,0.16393210749646392,0.3046887009992314,0.5012285012285012,0.5051279913282749,0.5866177818515124,0.4620015048908955,0.5565410199556541,0.7663612565445026,0.5484276729559748,0.10530679933665008,0.28990222222222223
