saldo,popsize,avgemployers,avgsalary,shoparea,foodseats,retailturnover,livarea,sportsvenue,servicesnum,roadslen,livestock,harvest,agrprod,hospitals,beforeschool,factoriescap,risk
-0.052579365079365,0.1747821150699569,0.2526454043946319,0.2987331974841441,0.3558882884377624,0.6451442551408524,0.154703326725363,0.3431531239883457,0.4718354673125824,0.3848190464524046,0.3899498842063034,0.1562234199734673,0.2739822156884772,0.142180706116668,0.2107141492491689,0.3612950424035965,0.03147843750164,0.042168674698795164
-0.0138888888888888,0.1742411593815741,0.2508599550896068,0.297685019964851,0.3580849086703952,0.6750970732037265,0.1753115763200784,0.3496277112334089,0.3806981040181904,0.352654555497937,0.3911605373538968,0.1604199687084268,0.3259634833578623,0.1470279092070665,0.2013031812955155,0.3366368823506244,0.0327217983015968,0.009466437177280549
-0.0416666666666666,0.1737870237419441,0.2456803967934748,0.3035070914580576,0.373225258958053,0.6091750970677389,0.1988255409791715,0.3561022984784719,0.3816929342031583,0.3870224911500223,0.290948166519618,0.1640325702814337,0.2860867919594691,0.1296669935550291,0.1917377603566213,0.3537462211282285,0.0312191234500445,0.2581755593803786
0.0694444444444444,0.172878752462684,0.2238128468994325,0.335329472468482,0.3301996529025227,0.7753290306875827,0.182948064286267,0.3625768857235351,0.390611756928441,0.3074021387895342,0.3073087150083292,0.1548658884597527,0.2726017576026284,0.126989826185481,0.1927451131885961,0.3353621543568368,0.0378741514927178,0.34509466437177283
0.1507936507936507,0.1726984338998898,0.2139804553746664,0.3503332916678814,0.3447803813375454,0.777006248930923,0.2434411860720536,0.3690514729685982,0.2456848839295345,0.2644495431104883,0.3076295833831783,0.1527783239604826,0.2898601193588276,0.1322673050952189,0.1929463629684055,0.3357123139982628,0.0257332610409544,0.35972461273666106
0.3869047619047619,0.1732327111229839,0.2178058619492554,0.3592741514438589,0.3518468948410383,0.7650948094035654,0.2654886531331902,0.3722887665911298,0.2449271526864503,0.2444605613169359,0.3066808048384906,0.1501035006485745,0.258755045315951,0.1363205644100714,0.1923512857087782,0.3268376445502003,0.0243761428304845,0.09466437177280547
0.3234126984126984,0.1746619026947607,0.209614561533727,0.343241310941365,0.3598279046902621,0.4512683529178067,0.2574010495314606,0.3771447070249271,0.242923007438299,0.2424602340075708,0.3052605545471225,0.1495559883849303,0.3538264179576864,0.1475732310533357,0.1706955225021985,0.3253594314440357,0.0238605109105304,0.0929432013769363
-0.1636904761904762,0.0880154940394697,0.2594566474184341,0.3713334233128652,0.1907388781630785,0.0749101843798931,0.172075708877976,0.3836192942699902,0.3870118044941628,0.1981201711278638,0.3524120186918608,0.1128874889943613,0.183097330502186,0.2551761988330877,0.1793307534714318,0.3085864871286602,0.1747716701032481,0.018932874354561098
-0.1001984126984127,0.0862857715297024,0.2510738924014166,0.3829693049582852,0.1979400605709677,0.0798851335444696,0.183159759115199,0.3917125283263192,0.4016958029749295,0.2117151930431615,0.359476624948919,0.1071894703988926,0.1723506378329297,0.2699441052829677,0.1829256965944272,0.2947965973824146,0.1851183299278478,0.2030981067125645
-0.0168650793650793,0.085117040104184,0.2466304209211611,0.4207695214410191,0.1944173017042539,0.0809820263157746,0.203242380330649,0.3998057623826481,0.3018981349017895,0.2146222278632912,0.3644125534986295,0.1123503290179439,0.1851538537745128,0.2757696785587853,0.1854374264417418,0.2835033236272594,0.1838868259655522,0.08864027538726332
