0-4_male,5-9_male,10-14_male,15-19_male,20-24_male,25-29_male,30-34_male,35-39_male,40-44_male,45-49_male,50-54_male,55-59_male,60-64_male,65-69_male,0-4_female,5-9_female,10-14_female,15-19_female,20-24_female,25-29_female,30-34_female,35-39_female,40-44_female,45-49_female,50-54_female,55-59_female,60-64_female,65-69_female,risk
0.0686,0.06433,0.05923,0.04974,0.05872,0.0904,0.06665,0.0599,0.0659,0.08,0.1582,0.08325,0.06125,0.03384,0.063,0.0592,0.06018,0.04703,0.04993,0.07196,0.0633,0.0642,0.0669,0.0772,0.1698,0.0917,0.06866,0.04703,0.0
0.066,0.0667,0.058,0.0455,0.05646,0.0864,0.06885,0.06128,0.06287,0.0732,0.1638,0.0885,0.06274,0.03964,0.05994,0.06366,0.0601,0.0423,0.04572,0.07245,0.06256,0.06366,0.0654,0.07324,0.168,0.09674,0.07367,0.05258,0.0
0.0618,0.0677,0.05823,0.0469,0.05548,0.08057,0.075,0.06143,0.06055,0.06824,0.166,0.08984,0.06635,0.0419,0.057,0.0654,0.057,0.04465,0.046,0.0666,0.06384,0.0627,0.0644,0.0709,0.1685,0.09894,0.078,0.05606,0.0
0.04535,0.06274,0.0626,0.05142,0.0497,0.0623,0.08356,0.0647,0.05978,0.0647,0.1633,0.09534,0.0793,0.05502,0.05008,0.06033,0.06012,0.0489,0.05167,0.0444,0.06192,0.06012,0.06464,0.0709,0.1642,0.0973,0.0961,0.06934,0.06974858069748581
0.04263,0.059,0.0672,0.05173,0.04904,0.0627,0.0795,0.0672,0.06137,0.06247,0.1584,0.0961,0.0855,0.057,0.0445,0.05566,0.0662,0.05045,0.05237,0.04208,0.06097,0.0601,0.0652,0.0703,0.1589,0.09467,0.1023,0.07635,0.042984590429845905
0.08215,0.0738,0.07166,0.05762,0.04868,0.073,0.0632,0.0605,0.0701,0.08453,0.1628,0.08026,0.04828,0.0234,0.07556,0.07825,0.07623,0.05417,0.02736,0.05997,0.06415,0.06744,0.07245,0.08215,0.1643,0.0825,0.06366,0.03174,0.08110300081103
0.079,0.07715,0.07214,0.05603,0.04315,0.07196,0.06256,0.0576,0.0681,0.0807,0.1678,0.0843,0.05264,0.02682,0.07825,0.0789,0.07245,0.05075,0.0236,0.05173,0.0641,0.06323,0.07245,0.078,0.1693,0.08795,0.0685,0.04083,0.1265206812652068
0.0784,0.07764,0.0713,0.05618,0.04495,0.069,0.06036,0.05682,0.0662,0.0752,0.1675,0.08984,0.05576,0.03085,0.07495,0.0774,0.0709,0.05713,0.0276,0.04303,0.06058,0.061,0.0721,0.074,0.1703,0.0925,0.07056,0.048,0.2019464720194647
0.07587,0.0777,0.0708,0.0568,0.0465,0.06073,0.06433,0.05618,0.06445,0.0702,0.1697,0.0949,0.05743,0.03452,0.07434,0.0773,0.07056,0.054,0.03418,0.0361,0.05692,0.0599,0.0696,0.0737,0.1714,0.099,0.07153,0.05142,0.1832927818329278
0.06573,0.07635,0.07544,0.0544,0.0619,0.04297,0.06604,0.0591,0.05606,0.0663,0.1577,0.09534,0.0764,0.04626,0.06213,0.0754,0.07733,0.0531,0.06012,0.0257,0.0417,0.05835,0.06168,0.07324,0.1608,0.09894,0.0867,0.0649,0.1678832116788321
0.06323,0.0759,0.0781,0.05807,0.06506,0.04745,0.06146,0.0591,0.055,0.0653,0.1509,0.0908,0.0818,0.04782,0.0635,0.07367,0.078,0.05527,0.0659,0.02913,0.0347,0.05563,0.0618,0.0737,0.1552,0.0935,0.09204,0.06805,0.0
0.07294,0.0688,0.0673,0.05707,0.0648,0.08923,0.0654,0.0626,0.0639,0.0802,0.1521,0.0766,0.05386,0.02498,0.069,0.0636,0.06256,0.05057,0.0558,0.07654,0.06714,0.0655,0.06915,0.07666,0.1609,0.0839,0.06213,0.0366,0.0
0.0748,0.0688,0.06537,0.05624,0.0597,0.0862,0.06885,0.05832,0.0635,0.0776,0.1539,0.0799,0.05615,0.03075,0.0686,0.0663,0.05975,0.04565,0.0517,0.0703,0.0643,0.06744,0.068,0.0747,0.1644,0.089,0.06683,0.04303,0.0
0.07367,0.0717,0.06354,0.05408,0.0577,0.0842,0.07025,0.0578,0.0632,0.0721,0.1548,0.0826,0.05917,0.0352,0.06744,0.0664,0.06128,0.04428,0.0501,0.0645,0.067,0.0632,0.06866,0.072,0.1632,0.0921,0.07025,0.0494,0.0
0.07043,0.07275,0.064,0.05002,0.05844,0.08136,0.07245,0.05835,0.06027,0.0699,0.1571,0.08545,0.05975,0.03967,0.0653,0.06744,0.0604,0.04288,0.05063,0.0588,0.068,0.06165,0.06903,0.0714,0.1646,0.0959,0.071,0.0531,0.004866180048661801
0.05865,0.06934,0.06714,0.05664,0.0601,0.0629,0.07855,0.06384,0.05792,0.0631,0.149,0.08777,0.0747,0.05023,0.05322,0.0662,0.06323,0.05377,0.052,0.0463,0.06088,0.06155,0.0694,0.06903,0.1543,0.09467,0.08997,0.0655,0.0
0.056,0.0664,0.0702,0.05655,0.06128,0.06256,0.07733,0.0637,0.05618,0.0637,0.1456,0.08984,0.0788,0.05173,0.0512,0.06415,0.06366,0.05972,0.05005,0.0469,0.0533,0.06433,0.06604,0.0713,0.1527,0.0923,0.09454,0.0699,0.0
0.0746,0.06042,0.05588,0.059,0.0751,0.0864,0.0658,0.05505,0.065,0.0854,0.1589,0.0761,0.0544,0.02794,0.0712,0.05435,0.05618,0.0535,0.0677,0.0718,0.06018,0.05933,0.0642,0.07916,0.1665,0.08746,0.0678,0.04068,0.0
0.0748,0.06354,0.0538,0.05032,0.072,0.0894,0.06885,0.05405,0.05875,0.08057,0.1605,0.0812,0.05865,0.0335,0.0729,0.0578,0.05475,0.0466,0.06274,0.0705,0.05817,0.0574,0.06183,0.07654,0.1708,0.09247,0.06885,0.04877,0.0
0.07336,0.0661,0.0521,0.05075,0.06934,0.08374,0.07324,0.053,0.05634,0.07465,0.1624,0.08905,0.05603,0.0399,0.0721,0.06006,0.0531,0.045,0.05975,0.06915,0.0596,0.05563,0.06015,0.07404,0.1693,0.0949,0.0741,0.0531,0.0
0.0727,0.06714,0.0541,0.04587,0.0662,0.0818,0.0759,0.05527,0.05258,0.07306,0.1619,0.09216,0.05905,0.04224,0.07025,0.0661,0.0506,0.04395,0.05884,0.0665,0.0602,0.05594,0.0593,0.0696,0.166,0.09686,0.07806,0.05783,0.0
0.0626,0.06854,0.0604,0.0447,0.0536,0.07635,0.0822,0.0643,0.05246,0.05658,0.1567,0.0936,0.07544,0.05246,0.06107,0.0692,0.0573,0.04364,0.04984,0.05603,0.05856,0.0548,0.05707,0.0643,0.1653,0.10046,0.0941,0.06836,0.0
0.06192,0.0685,0.06396,0.0463,0.05157,0.077,0.07837,0.0698,0.0499,0.05527,0.1503,0.08875,0.0857,0.0527,0.05795,0.06683,0.06042,0.04645,0.049,0.0548,0.0577,0.05612,0.0569,0.06143,0.1614,0.0962,0.0992,0.07574,0.0
0.10406,0.09094,0.049,0.0436,0.04294,0.06122,0.05234,0.04813,0.0466,0.0596,0.2654,0.06836,0.0484,0.01952,0.0994,0.0908,0.04477,0.0405,0.03168,0.0512,0.04538,0.04852,0.04993,0.0581,0.2947,0.06525,0.05145,0.02826,0.0
0.06775,0.064,0.05905,0.04526,0.05432,0.09454,0.0894,0.0767,0.06323,0.06537,0.152,0.0795,0.0589,0.02989,0.0638,0.0627,0.05377,0.04703,0.0505,0.0784,0.0735,0.0678,0.06287,0.0683,0.169,0.0913,0.0717,0.03946,0.0
0.067,0.06775,0.05762,0.04364,0.0489,0.0919,0.08795,0.08014,0.0643,0.0627,0.1495,0.082,0.0611,0.03558,0.06223,0.06555,0.05472,0.0441,0.04645,0.0735,0.0731,0.06976,0.06158,0.0648,0.1678,0.0935,0.07446,0.04834,0.3333333333333333
0.0659,0.0692,0.0579,0.0467,0.04486,0.0848,0.0899,0.0818,0.066,0.0599,0.1466,0.0856,0.0618,0.03918,0.06223,0.0671,0.05402,0.0458,0.0449,0.0654,0.07495,0.0693,0.06305,0.0616,0.1659,0.0952,0.0778,0.05273,0.286293592862936
0.0591,0.06885,0.0643,0.0491,0.0379,0.0674,0.09125,0.0873,0.075,0.06232,0.1329,0.0815,0.0727,0.05045,0.05457,0.0651,0.063,0.04626,0.04675,0.04712,0.0747,0.071,0.06683,0.06305,0.1494,0.09357,0.0901,0.06854,0.0875912408759124
0.05585,0.0684,0.06976,0.04828,0.04187,0.0621,0.08923,0.0874,0.0788,0.06415,0.1272,0.07715,0.0764,0.05338,0.05307,0.06396,0.0668,0.04858,0.04745,0.04565,0.0709,0.07184,0.0697,0.0626,0.1436,0.0915,0.0924,0.07196,0.16788321167883208
0.0745,0.07245,0.07214,0.05194,0.05753,0.0847,0.066,0.0674,0.05945,0.0787,0.1564,0.0793,0.05533,0.0243,0.0711,0.07544,0.0669,0.04926,0.05267,0.07184,0.0645,0.0664,0.0671,0.0736,0.1605,0.0855,0.0635,0.03165,0.22303325223033252
0.0713,0.07007,0.0731,0.05682,0.05255,0.0784,0.06964,0.0643,0.05743,0.0749,0.1575,0.08405,0.05545,0.03452,0.07007,0.07416,0.0688,0.05075,0.04306,0.06775,0.0628,0.0665,0.0682,0.06946,0.1619,0.08655,0.0715,0.03848,0.2116788321167883
0.06995,0.0727,0.07153,0.05542,0.04993,0.07434,0.0717,0.0636,0.0586,0.06854,0.1572,0.0876,0.06006,0.03888,0.069,0.0734,0.06793,0.04932,0.04,0.0639,0.0622,0.064,0.06854,0.06854,0.1613,0.0902,0.07495,0.04672,0.2295214922952149
0.06836,0.0734,0.06946,0.05624,0.05197,0.06903,0.0763,0.06076,0.05872,0.0636,0.1571,0.0889,0.0659,0.04025,0.0664,0.072,0.0706,0.05267,0.04184,0.05826,0.06128,0.0654,0.06714,0.0669,0.1561,0.08875,0.08154,0.05106,0.2895377128953771
0.06073,0.0685,0.0684,0.0611,0.06,0.05634,0.07336,0.067,0.06366,0.05743,0.1483,0.0882,0.077,0.04984,0.05353,0.06683,0.0736,0.05417,0.05554,0.03973,0.06012,0.0591,0.06726,0.06946,0.152,0.0936,0.0866,0.0685,0.3454987834549878
0.05585,0.0687,0.07306,0.0615,0.06476,0.05603,0.07056,0.06946,0.0615,0.05798,0.1417,0.08484,0.0818,0.05225,0.05142,0.0679,0.0735,0.05737,0.06274,0.03897,0.05774,0.06015,0.0649,0.07074,0.1443,0.0884,0.08997,0.07214,0.2295214922952149
0.0815,0.0744,0.0672,0.06042,0.05795,0.0892,0.06604,0.05682,0.0648,0.0842,0.1521,0.0762,0.0497,0.01938,0.08356,0.0721,0.06934,0.0503,0.04852,0.07605,0.06396,0.05945,0.064,0.08044,0.1594,0.0831,0.05954,0.03021,0.0
0.0828,0.07684,0.06836,0.0549,0.0497,0.0887,0.07025,0.0539,0.0617,0.08014,0.1526,0.0815,0.05243,0.02621,0.082,0.0753,0.06946,0.0539,0.0386,0.0719,0.06238,0.0603,0.0622,0.0757,0.1598,0.08496,0.06525,0.03824,0.0
0.0801,0.07776,0.06744,0.05545,0.04745,0.08545,0.07367,0.05273,0.06046,0.0754,0.1525,0.08295,0.05725,0.03146,0.0815,0.0758,0.07043,0.0501,0.0363,0.0675,0.0621,0.05853,0.06033,0.07294,0.1622,0.0905,0.06854,0.04312,0.0
0.0761,0.08075,0.0688,0.05597,0.0503,0.07635,0.07587,0.0549,0.05814,0.07184,0.1497,0.0845,0.06128,0.03558,0.0777,0.07916,0.06934,0.04834,0.04196,0.059,0.0629,0.05853,0.0579,0.0716,0.1609,0.093,0.073,0.04663,0.0
0.0596,0.07794,0.0779,0.05487,0.06064,0.0525,0.07983,0.06665,0.05234,0.06055,0.1498,0.0872,0.0752,0.04498,0.06555,0.0764,0.07495,0.05624,0.0553,0.03183,0.0576,0.0588,0.06042,0.0628,0.1566,0.0937,0.08563,0.06415,0.1127331711273317
0.05377,0.0761,0.0795,0.05722,0.06274,0.05313,0.0764,0.0705,0.0509,0.06018,0.1469,0.084,0.07794,0.05072,0.0586,0.0751,0.0776,0.06015,0.05664,0.03467,0.05432,0.05734,0.05917,0.0622,0.1527,0.0905,0.0928,0.06824,0.0
0.07275,0.06757,0.061,0.04657,0.04706,0.076,0.06027,0.05954,0.067,0.09033,0.1794,0.0868,0.05923,0.02637,0.0709,0.0694,0.0584,0.0485,0.03265,0.05994,0.05478,0.0642,0.07153,0.08594,0.1838,0.0942,0.06683,0.03894,0.0
0.0708,0.0708,0.0589,0.04773,0.0416,0.0715,0.0624,0.05716,0.0634,0.0856,0.1823,0.0901,0.0616,0.0362,0.07007,0.0713,0.059,0.04648,0.02846,0.05423,0.0543,0.05957,0.07025,0.0819,0.189,0.1005,0.0681,0.04688,0.0
0.06866,0.0724,0.0599,0.0467,0.03857,0.06836,0.0623,0.05585,0.06006,0.08124,0.1832,0.09796,0.06256,0.04224,0.0674,0.0723,0.0606,0.0414,0.03015,0.0479,0.05353,0.05878,0.0675,0.0786,0.1915,0.1059,0.073,0.05136,0.0
0.06726,0.07263,0.06134,0.0448,0.04254,0.061,0.0647,0.05756,0.0573,0.0741,0.1827,0.10364,0.0639,0.04633,0.0669,0.07104,0.06113,0.04443,0.0344,0.03955,0.05356,0.05542,0.0648,0.0762,0.191,0.1119,0.07385,0.05582,0.0
0.0646,0.0682,0.0699,0.0428,0.0558,0.04034,0.0628,0.0588,0.0553,0.06192,0.1752,0.1066,0.08307,0.0547,0.05972,0.0679,0.0717,0.044,0.04922,0.02022,0.0441,0.05222,0.05972,0.07245,0.1807,0.1111,0.10077,0.0663,0.0
0.06006,0.06854,0.0736,0.04544,0.06152,0.03842,0.06152,0.05997,0.05334,0.0609,0.1667,0.10065,0.09314,0.05612,0.05734,0.0642,0.07477,0.04486,0.05182,0.02217,0.03577,0.0521,0.0595,0.07104,0.1766,0.1089,0.1086,0.0723,0.0
0.0805,0.0673,0.0643,0.0594,0.05322,0.0859,0.0681,0.06415,0.0713,0.07556,0.1543,0.07794,0.0551,0.02293,0.07104,0.0744,0.06067,0.047,0.04852,0.0774,0.06366,0.0662,0.06696,0.0771,0.1622,0.0894,0.06128,0.03412,0.0
0.07904,0.07166,0.0611,0.05646,0.0472,0.08673,0.07135,0.0633,0.06836,0.0719,0.1554,0.08075,0.05634,0.03046,0.0698,0.0771,0.06082,0.04895,0.042,0.0731,0.06287,0.0648,0.0681,0.07324,0.16,0.0899,0.06647,0.0427,0.0
0.0762,0.072,0.0626,0.05328,0.0477,0.0799,0.07513,0.0621,0.06537,0.07153,0.1533,0.0832,0.06183,0.03592,0.0685,0.0763,0.0619,0.04977,0.0379,0.0674,0.0639,0.06256,0.06647,0.0729,0.1604,0.09247,0.0723,0.04724,0.0
0.0735,0.0755,0.06085,0.05194,0.05087,0.0721,0.0775,0.0624,0.0629,0.06995,0.1516,0.08795,0.0631,0.03973,0.0681,0.07635,0.0642,0.04742,0.04083,0.05774,0.06775,0.06104,0.06537,0.073,0.1586,0.09186,0.0781,0.04968,0.0
0.06415,0.0742,0.06885,0.05176,0.06445,0.05075,0.08124,0.06744,0.06042,0.06647,0.1406,0.08813,0.0723,0.04922,0.05994,0.0667,0.07794,0.0504,0.05453,0.03674,0.0626,0.0608,0.06335,0.0682,0.1512,0.089,0.0932,0.06537,0.0
0.0651,0.07166,0.0715,0.0557,0.06152,0.05466,0.0748,0.0726,0.05865,0.06415,0.136,0.0818,0.0771,0.05487,0.05716,0.0646,0.07855,0.05643,0.06006,0.03427,0.05383,0.0633,0.06232,0.0681,0.1465,0.085,0.09705,0.0729,0.0
0.0858,0.0773,0.0709,0.05893,0.04617,0.0829,0.06003,0.06137,0.06415,0.0818,0.1592,0.0796,0.04684,0.02502,0.0833,0.07416,0.0703,0.05582,0.03503,0.0684,0.05994,0.0638,0.06775,0.08026,0.1605,0.0838,0.05942,0.0374,0.2879156528791564
0.0861,0.07916,0.06885,0.05582,0.0481,0.0726,0.0666,0.0589,0.06323,0.075,0.1602,0.08496,0.05093,0.02957,0.07935,0.0783,0.06586,0.0579,0.0342,0.05978,0.06323,0.06158,0.06683,0.07574,0.1644,0.0871,0.0632,0.04242,0.008110300081103
0.07355,0.0805,0.077,0.0552,0.06165,0.04712,0.0745,0.05432,0.0592,0.06085,0.1548,0.09015,0.0727,0.03842,0.06616,0.07806,0.0739,0.0539,0.05994,0.02728,0.05667,0.05432,0.06305,0.0684,0.1621,0.09705,0.0818,0.05734,0.210867802108678
0.07153,0.08105,0.0801,0.05505,0.06604,0.0518,0.06537,0.06113,0.0539,0.0606,0.1475,0.0871,0.0775,0.04147,0.06714,0.0752,0.0784,0.05527,0.0619,0.02995,0.04828,0.0578,0.06128,0.0671,0.1575,0.09393,0.08636,0.06006,0.11841038118410381
0.0708,0.0602,0.0655,0.05377,0.04422,0.0731,0.05704,0.05502,0.068,0.09485,0.1805,0.0891,0.05954,0.02835,0.06586,0.05948,0.063,0.05167,0.02538,0.05756,0.0494,0.0563,0.07513,0.0886,0.1882,0.10016,0.07886,0.04044,0.0
0.06714,0.06067,0.0676,0.04874,0.0454,0.06946,0.05624,0.0535,0.0646,0.0888,0.1857,0.09094,0.06647,0.03473,0.0632,0.0636,0.0596,0.04697,0.02101,0.0512,0.04776,0.05295,0.07166,0.09,0.195,0.104,0.0804,0.0527,0.0
0.06586,0.0618,0.06494,0.04645,0.0488,0.0643,0.05524,0.05515,0.05695,0.0851,0.188,0.09796,0.0696,0.0399,0.06287,0.0646,0.05872,0.04514,0.02545,0.04526,0.04617,0.05206,0.06665,0.086,0.1941,0.10925,0.086,0.0576,0.0
0.0622,0.06573,0.0622,0.05075,0.05084,0.05902,0.05505,0.05585,0.05267,0.08014,0.1865,0.1027,0.07196,0.04428,0.06244,0.06525,0.05872,0.0443,0.03464,0.03326,0.0479,0.05023,0.06198,0.0852,0.1926,0.111,0.0916,0.0607,0.0
0.0577,0.06274,0.06015,0.0482,0.05545,0.0483,0.0638,0.0543,0.0524,0.06464,0.1788,0.1095,0.0853,0.05862,0.05838,0.06186,0.0645,0.0452,0.05014,0.01933,0.04373,0.04785,0.05365,0.07336,0.1855,0.1113,0.1056,0.0795,0.0
0.05646,0.0631,0.06274,0.0508,0.05576,0.05658,0.0606,0.05328,0.05328,0.05777,0.1707,0.1038,0.0924,0.06274,0.05325,0.0631,0.06683,0.04584,0.05276,0.02881,0.0367,0.0462,0.05325,0.0693,0.1792,0.1066,0.11145,0.0867,0.0
0.0631,0.06525,0.06064,0.05765,0.05988,0.0889,0.08026,0.0631,0.06064,0.06793,0.1577,0.0842,0.0599,0.03082,0.0595,0.0671,0.05582,0.04834,0.04865,0.0825,0.07355,0.0615,0.0598,0.07,0.1709,0.0912,0.0705,0.0406,0.06488240064882402
0.0739,0.0691,0.0682,0.0573,0.06204,0.0776,0.0676,0.0699,0.0694,0.09894,0.1486,0.0717,0.04498,0.02077,0.07495,0.06836,0.06665,0.04877,0.05182,0.0672,0.06088,0.0697,0.07306,0.08997,0.1564,0.08167,0.05676,0.0338,0.0
0.0732,0.0725,0.0659,0.05624,0.05536,0.07855,0.0664,0.0672,0.0677,0.09247,0.154,0.0777,0.0459,0.02678,0.0726,0.06915,0.0662,0.0499,0.0422,0.0643,0.05893,0.0694,0.07166,0.0884,0.1613,0.0843,0.0618,0.04004,0.0
0.0702,0.076,0.06137,0.0554,0.05362,0.07715,0.06744,0.0662,0.06464,0.0863,0.1594,0.0808,0.05133,0.03012,0.06604,0.1774,0.05734,0.04358,0.03403,0.0557,0.05264,0.06012,0.0631,0.07684,0.1324,0.07983,0.0589,0.04208,0.0
0.06995,0.07465,0.06064,0.05746,0.0512,0.0734,0.07056,0.0629,0.0644,0.0791,0.1616,0.0841,0.05728,0.03265,0.06836,0.0714,0.06433,0.05093,0.03622,0.05792,0.05792,0.06323,0.06903,0.0836,0.1655,0.09204,0.071,0.04843,0.0
0.05414,0.06415,0.07623,0.04593,0.06494,0.05386,0.0684,0.06396,0.0647,0.0614,0.1661,0.0974,0.07465,0.0439,0.0501,0.06885,0.0748,0.04755,0.06122,0.03497,0.05087,0.055,0.0677,0.07294,0.166,0.09357,0.0912,0.06525,0.0
0.09247,0.0821,0.05087,0.04987,0.05878,0.0792,0.06836,0.05505,0.05722,0.06366,0.1969,0.07086,0.0512,0.02338,0.08704,0.0797,0.04617,0.04083,0.0472,0.06946,0.05942,0.05518,0.05505,0.06226,0.2247,0.0791,0.061,0.03278,0.0
0.07745,0.0702,0.05783,0.0526,0.06042,0.0974,0.0849,0.069,0.0612,0.0643,0.1416,0.0767,0.05505,0.03137,0.0692,0.0649,0.0538,0.04834,0.0587,0.0828,0.0773,0.0675,0.0611,0.06525,0.1578,0.0864,0.0657,0.04123,0.040551500405515015
0.07825,0.0739,0.05872,0.0463,0.05457,0.0945,0.0874,0.07135,0.0611,0.0631,0.138,0.07825,0.0587,0.036,0.06946,0.0683,0.0542,0.04352,0.05307,0.07825,0.07825,0.06836,0.06146,0.0631,0.1553,0.0897,0.06934,0.04764,0.0
0.0777,0.0759,0.05997,0.0466,0.04984,0.09015,0.0904,0.0741,0.06067,0.06042,0.134,0.07947,0.06146,0.03925,0.069,0.0694,0.0552,0.04425,0.05136,0.0716,0.07837,0.0694,0.0641,0.06018,0.1521,0.091,0.0724,0.0517,0.0
0.10114,0.0875,0.05505,0.0539,0.04987,0.069,0.05322,0.0497,0.05966,0.0727,0.2101,0.0734,0.04688,0.01802,0.1027,0.0816,0.05576,0.04926,0.04004,0.0572,0.04755,0.05084,0.05933,0.0696,0.232,0.0753,0.05365,0.02507,0.0
0.08325,0.0751,0.0635,0.05112,0.0483,0.08594,0.07715,0.06287,0.0644,0.06915,0.1533,0.0819,0.05478,0.0292,0.079,0.0667,0.0614,0.0492,0.04288,0.0706,0.0708,0.0641,0.0655,0.07007,0.1637,0.0867,0.0699,0.03958,0.0
0.08325,0.0797,0.0643,0.04825,0.0429,0.0832,0.0787,0.06366,0.06216,0.0668,0.1508,0.0844,0.0586,0.0333,0.0776,0.0711,0.06033,0.0493,0.03928,0.06415,0.07104,0.0654,0.06525,0.06665,0.1606,0.08826,0.0743,0.04666,0.0
0.0816,0.08264,0.06525,0.0485,0.04373,0.0747,0.0809,0.06445,0.06158,0.0661,0.1472,0.08514,0.06155,0.03656,0.076,0.07404,0.05966,0.05167,0.04004,0.05637,0.07184,0.0641,0.0653,0.06305,0.1581,0.09216,0.0765,0.05118,0.0
0.07196,0.0832,0.07477,0.05258,0.04672,0.05606,0.0813,0.0751,0.0605,0.0623,0.1342,0.08075,0.0734,0.04727,0.0625,0.07855,0.0659,0.05246,0.04996,0.0396,0.0653,0.06824,0.0625,0.06464,0.1486,0.09045,0.08545,0.06573,0.030008110300081093
0.0668,0.08374,0.0808,0.05258,0.04968,0.05276,0.07996,0.0773,0.0624,0.06055,0.1287,0.0769,0.07635,0.05164,0.06046,0.07764,0.0718,0.0523,0.05618,0.0387,0.05862,0.0696,0.0647,0.0648,0.1416,0.08636,0.087,0.0702,0.0
0.0638,0.05936,0.06274,0.0538,0.06476,0.08167,0.06525,0.0527,0.06696,0.0837,0.1735,0.0877,0.06042,0.02376,0.05756,0.059,0.05957,0.0507,0.0651,0.07385,0.0573,0.06216,0.0674,0.0814,0.1722,0.0883,0.0734,0.03204,0.0
0.06058,0.06094,0.0601,0.05215,0.0591,0.08093,0.06573,0.05066,0.06366,0.0823,0.1766,0.0902,0.0656,0.03146,0.05664,0.05664,0.06088,0.05045,0.0537,0.0744,0.05652,0.0586,0.06464,0.07983,0.174,0.08997,0.0784,0.04535,0.0
0.05664,0.06192,0.0613,0.05222,0.0581,0.0804,0.0671,0.05127,0.06036,0.07666,0.1738,0.0931,0.0687,0.03845,0.05798,0.05664,0.05676,0.04706,0.05054,0.07275,0.05643,0.0575,0.06195,0.0767,0.1757,0.0952,0.08093,0.05402,0.0
0.05637,0.061,0.05698,0.04904,0.05807,0.07916,0.06805,0.05502,0.056,0.07465,0.1726,0.0987,0.0701,0.04404,0.05197,0.05704,0.0556,0.04767,0.05066,0.0685,0.05814,0.05618,0.06174,0.07306,0.179,0.1012,0.0815,0.0579,0.0
0.04623,0.05698,0.0623,0.04868,0.05826,0.06213,0.07404,0.06433,0.05063,0.06616,0.1676,0.1007,0.08374,0.05814,0.04425,0.05362,0.0561,0.0453,0.05844,0.04935,0.0633,0.0543,0.06067,0.067,0.1732,0.1066,0.09033,0.07745,0.0
0.0423,0.05377,0.0613,0.04877,0.05933,0.0645,0.07587,0.0653,0.05194,0.0653,0.1636,0.0986,0.08905,0.0604,0.04144,0.05493,0.0571,0.04105,0.06122,0.04733,0.0627,0.05615,0.06003,0.0655,0.1681,0.10345,0.09863,0.08234,0.0
0.08234,0.0836,0.0731,0.0663,0.0694,0.0842,0.07745,0.06305,0.05896,0.06506,0.1372,0.0711,0.04614,0.02199,0.08685,0.07886,0.0691,0.0624,0.04984,0.07245,0.06726,0.06824,0.06165,0.06793,0.1481,0.077,0.05917,0.03111,0.0
0.0794,0.0857,0.0721,0.0629,0.06665,0.0817,0.0789,0.0649,0.05643,0.0627,0.1378,0.07416,0.05038,0.02628,0.08264,0.08154,0.0681,0.0585,0.0498,0.0673,0.06683,0.0663,0.0633,0.066,0.148,0.07935,0.0659,0.03647,0.0
0.07526,0.08716,0.0702,0.063,0.0665,0.07794,0.0807,0.066,0.05582,0.0613,0.1384,0.0777,0.05157,0.02852,0.07794,0.0821,0.0688,0.05695,0.05255,0.06033,0.0669,0.0648,0.06445,0.06415,0.1478,0.08344,0.067,0.0429,0.0
0.0681,0.0793,0.0815,0.0589,0.0655,0.07227,0.0752,0.07294,0.0611,0.05615,0.1271,0.0774,0.0653,0.03934,0.06152,0.0837,0.0771,0.0528,0.06354,0.04346,0.06146,0.06323,0.06635,0.06152,0.1443,0.0886,0.07605,0.05637,0.0
0.0658,0.0776,0.0868,0.06146,0.0668,0.0705,0.07135,0.0741,0.0639,0.0541,0.1206,0.0737,0.06836,0.04495,0.05795,0.08105,0.08154,0.0567,0.0659,0.0457,0.05762,0.0638,0.0648,0.0636,0.1365,0.0828,0.0785,0.06354,0.0
0.07275,0.0658,0.0658,0.0617,0.06024,0.08044,0.05756,0.05933,0.07526,0.0908,0.1573,0.0748,0.05157,0.02649,0.073,0.06122,0.06152,0.05264,0.05112,0.06058,0.0585,0.0605,0.0744,0.08984,0.1619,0.087,0.07,0.03778,0.0
0.07587,0.06537,0.06274,0.0567,0.05237,0.08093,0.0584,0.05908,0.06995,0.08716,0.1638,0.0802,0.05444,0.03305,0.0724,0.0626,0.06158,0.0446,0.0449,0.06305,0.05392,0.06097,0.0707,0.0888,0.169,0.088,0.07166,0.0478,0.0
0.0759,0.06744,0.06158,0.05496,0.05,0.0798,0.0591,0.05682,0.06354,0.08496,0.1671,0.0851,0.05585,0.03784,0.0688,0.06885,0.0569,0.0501,0.04236,0.0608,0.0507,0.06064,0.0665,0.08344,0.1697,0.0929,0.0734,0.05496,0.013787510137875098
0.07336,0.07043,0.06012,0.05426,0.05048,0.07184,0.0674,0.05197,0.0612,0.0801,0.1688,0.0907,0.0596,0.03964,0.069,0.06915,0.05716,0.04996,0.04047,0.05893,0.04855,0.05975,0.0644,0.07837,0.1743,0.09564,0.0747,0.0596,0.170316301703163
0.0621,0.0724,0.0639,0.05005,0.062,0.05432,0.0733,0.05402,0.057,0.069,0.1644,0.0968,0.0725,0.0482,0.05954,0.06885,0.06116,0.04874,0.05286,0.0384,0.05225,0.05063,0.06137,0.07184,0.1754,0.1011,0.0877,0.0703,0.1630170316301703
0.06046,0.07196,0.06866,0.0523,0.058,0.05527,0.0729,0.0523,0.05597,0.06354,0.1616,0.0967,0.0783,0.0521,0.0562,0.0664,0.0682,0.04865,0.05792,0.03723,0.04843,0.04834,0.0617,0.06866,0.1708,0.1001,0.0952,0.07214,0.0
