0-4_male,5-9_male,10-14_male,15-19_male,20-24_male,25-29_male,30-34_male,35-39_male,40-44_male,45-49_male,50-54_male,55-59_male,60-64_male,65-69_male,0-4_female,5-9_female,10-14_female,15-19_female,20-24_female,25-29_female,30-34_female,35-39_female,40-44_female,45-49_female,50-54_female,55-59_female,60-64_female,65-69_female,risk
0.0648,0.0667,0.05862,0.04224,0.0337,0.08154,0.0787,0.06934,0.07275,0.075,0.1464,0.087,0.07025,0.05295,0.05905,0.05176,0.0493,0.03818,0.04196,0.05603,0.0643,0.0634,0.07367,0.06805,0.1674,0.1013,0.0872,0.07837,0.0
0.06335,0.0681,0.0617,0.04202,0.0351,0.0706,0.0824,0.071,0.069,0.07715,0.1411,0.0865,0.0739,0.05795,0.05695,0.055,0.05154,0.04037,0.04382,0.0501,0.066,0.06104,0.0719,0.0709,0.1603,0.0973,0.0937,0.08105,0.0835360908353609
0.06168,0.0671,0.06415,0.04352,0.04288,0.0591,0.08466,0.07294,0.06696,0.0776,0.1383,0.08386,0.07733,0.0599,0.0519,0.05756,0.0539,0.03995,0.04926,0.04236,0.06445,0.0619,0.0705,0.07355,0.1549,0.09406,0.0988,0.08704,0.15004055150040552
0.057,0.0711,0.06396,0.0475,0.04153,0.05402,0.0871,0.07587,0.06616,0.07837,0.135,0.07983,0.081,0.0615,0.04694,0.0594,0.05487,0.0453,0.0476,0.0423,0.0628,0.0631,0.0708,0.0741,0.1509,0.0914,0.10046,0.09015,0.12084347120843468
0.05612,0.0709,0.0659,0.05225,0.0437,0.049,0.0862,0.07904,0.0685,0.07635,0.1299,0.07404,0.0842,0.0639,0.04422,0.0606,0.058,0.04694,0.04666,0.04498,0.05878,0.06354,0.07086,0.0756,0.1464,0.0891,0.10376,0.09064,0.11516626115166259
0.0568,0.0517,0.0496,0.04825,0.05664,0.0856,0.07446,0.07,0.0667,0.0836,0.1678,0.09064,0.0652,0.03296,0.05536,0.05148,0.04932,0.04846,0.05478,0.07263,0.063,0.0669,0.0739,0.0807,0.172,0.0936,0.07404,0.04385,0.0
0.0602,0.05054,0.05222,0.04056,0.0472,0.08295,0.07825,0.0716,0.0675,0.07745,0.1682,0.09515,0.0655,0.04266,0.05878,0.05127,0.04724,0.0474,0.0501,0.07043,0.0629,0.06335,0.07477,0.0766,0.1697,0.09564,0.07794,0.05386,0.0
0.05887,0.0536,0.0495,0.04163,0.04465,0.0814,0.0787,0.06964,0.07007,0.0676,0.1683,0.0982,0.07086,0.0469,0.05725,0.05008,0.04764,0.04666,0.04294,0.0695,0.06226,0.0643,0.07184,0.0747,0.1675,0.0983,0.08344,0.06366,0.0
0.06015,0.05414,0.04932,0.04373,0.04282,0.0766,0.07764,0.07025,0.0722,0.06256,0.1666,0.09875,0.0731,0.05203,0.05466,0.05365,0.04514,0.0502,0.04343,0.0639,0.0649,0.06058,0.07025,0.0734,0.1658,0.09705,0.0891,0.06793,0.0
0.0572,0.05734,0.04944,0.04306,0.04367,0.0709,0.0788,0.0729,0.07104,0.06116,0.1652,0.0937,0.07776,0.0578,0.0515,0.0575,0.0492,0.0508,0.04236,0.05838,0.0638,0.0632,0.0662,0.07513,0.1649,0.09503,0.09143,0.0706,0.0
0.05615,0.0566,0.05353,0.04166,0.04474,0.0634,0.081,0.073,0.0693,0.0654,0.1613,0.093,0.0825,0.05847,0.05,0.05618,0.05426,0.04675,0.0466,0.05176,0.06726,0.06076,0.0665,0.07434,0.1636,0.0956,0.0936,0.0729,0.0
0.0517,0.0604,0.05298,0.04507,0.0476,0.05756,0.0805,0.07465,0.0705,0.0663,0.1547,0.0903,0.08826,0.0596,0.04422,0.06036,0.05405,0.0453,0.04996,0.0477,0.0666,0.06097,0.06506,0.0759,0.1602,0.0954,0.09705,0.0773,0.0
0.0479,0.0606,0.05515,0.04532,0.04807,0.0558,0.0791,0.07764,0.06866,0.07043,0.145,0.08905,0.0939,0.0635,0.04376,0.06024,0.05457,0.047,0.05255,0.043,0.0673,0.06165,0.066,0.0749,0.1532,0.09,0.1014,0.0845,0.0
0.04898,0.04803,0.04782,0.045,0.0601,0.09045,0.07294,0.06976,0.0741,0.0843,0.1666,0.0886,0.071,0.03226,0.04733,0.04562,0.04034,0.04596,0.04562,0.07135,0.0641,0.072,0.07135,0.07416,0.184,0.1034,0.08545,0.04922,0.0
0.0513,0.0466,0.04803,0.04028,0.05328,0.09033,0.0786,0.07007,0.07367,0.078,0.1656,0.08936,0.07263,0.04227,0.04953,0.04324,0.04156,0.041,0.0448,0.06714,0.0651,0.0676,0.0713,0.07605,0.1799,0.10345,0.0886,0.06064,0.0
0.05292,0.04785,0.0463,0.03854,0.04596,0.0907,0.0804,0.0695,0.0727,0.07495,0.167,0.0926,0.0726,0.04807,0.0506,0.0462,0.0419,0.03705,0.04517,0.0646,0.062,0.0672,0.07,0.0745,0.1757,0.1039,0.0902,0.07104,0.0
0.0538,0.05106,0.044,0.04056,0.04117,0.0841,0.08685,0.0669,0.07385,0.07086,0.1615,0.09564,0.07684,0.05286,0.05045,0.0459,0.0417,0.03555,0.04636,0.06155,0.05984,0.0635,0.0715,0.0764,0.1735,0.10645,0.09106,0.07635,0.0
0.05527,0.0515,0.04825,0.04172,0.03882,0.075,0.0855,0.0712,0.06976,0.0739,0.1599,0.093,0.07874,0.05734,0.05078,0.04697,0.04236,0.03717,0.0465,0.0538,0.06525,0.0632,0.0695,0.0762,0.166,0.10284,0.0992,0.0803,0.0
0.05542,0.05112,0.05148,0.04224,0.04163,0.0685,0.0853,0.0745,0.07056,0.07294,0.1517,0.0876,0.0841,0.0628,0.0464,0.0478,0.04745,0.03925,0.04956,0.04395,0.0674,0.06232,0.073,0.0734,0.1604,0.1005,0.1044,0.0842,0.12084347120843468
0.0516,0.05594,0.05148,0.04245,0.04196,0.06015,0.0866,0.07745,0.07153,0.07324,0.1504,0.08826,0.08514,0.0637,0.0474,0.05267,0.0467,0.0413,0.0485,0.0455,0.06494,0.0647,0.07043,0.0738,0.1548,0.0928,0.10754,0.0889,0.13381995133819952
0.04807,0.0587,0.055,0.04248,0.0426,0.05374,0.0865,0.0822,0.0722,0.0747,0.1455,0.0842,0.08905,0.065,0.04108,0.05612,0.05066,0.04276,0.04446,0.04822,0.0628,0.06256,0.073,0.073,0.1548,0.0915,0.10706,0.092,0.0
0.0545,0.0452,0.03998,0.05884,0.06384,0.0831,0.05383,0.05313,0.06223,0.09766,0.1963,0.09406,0.0643,0.03317,0.05502,0.0433,0.0431,0.0563,0.05762,0.05524,0.04526,0.05524,0.0754,0.0964,0.1841,0.0957,0.08057,0.05673,0.0
0.06192,0.04456,0.04593,0.0386,0.05576,0.0736,0.0649,0.05142,0.05142,0.07544,0.1973,0.1124,0.0745,0.05234,0.04962,0.0503,0.04147,0.04785,0.05405,0.05405,0.04434,0.04456,0.0602,0.0913,0.1897,0.11206,0.0876,0.073,0.0
0.0566,0.04672,0.04626,0.03983,0.0564,0.0732,0.06445,0.04742,0.05063,0.0693,0.1984,0.11945,0.0785,0.05295,0.04993,0.0506,0.04175,0.04947,0.0547,0.04788,0.04742,0.04175,0.059,0.0844,0.1929,0.1123,0.09283,0.07513,0.0
0.057,0.04892,0.0444,0.038,0.05438,0.0677,0.0715,0.04987,0.05057,0.05865,0.1947,0.1178,0.0893,0.05722,0.0463,0.05417,0.04398,0.04144,0.05554,0.0486,0.04514,0.03958,0.05695,0.0794,0.196,0.113,0.0998,0.0801,0.0
0.0511,0.05276,0.04333,0.04236,0.04697,0.06586,0.07745,0.04962,0.04913,0.05762,0.1903,0.11743,0.0973,0.05884,0.04395,0.05606,0.04443,0.0435,0.05273,0.048,0.0492,0.0347,0.05466,0.0777,0.1971,0.1131,0.1062,0.0786,0.0
0.05045,0.056,0.04288,0.0449,0.04138,0.06635,0.07874,0.05374,0.05197,0.05524,0.1814,0.1105,0.1024,0.0641,0.0448,0.0557,0.04926,0.0443,0.05148,0.04953,0.0478,0.03864,0.0505,0.0713,0.1879,0.10547,0.1181,0.08514,0.0
0.0707,0.06046,0.04922,0.04147,0.0582,0.09515,0.0757,0.0642,0.0622,0.06396,0.1766,0.0967,0.05597,0.02948,0.06155,0.0554,0.04672,0.04227,0.05093,0.08185,0.06354,0.067,0.06082,0.067,0.1797,0.0967,0.0786,0.04797,0.0
0.0691,0.0628,0.05148,0.03366,0.0525,0.0944,0.0754,0.0633,0.0618,0.0618,0.1786,0.1025,0.05728,0.03543,0.06165,0.05334,0.0488,0.04477,0.04276,0.0709,0.0689,0.0657,0.06113,0.06113,0.1786,0.10114,0.08026,0.06088,0.0
0.0676,0.0689,0.05142,0.04105,0.04584,0.0808,0.0818,0.06384,0.05698,0.0648,0.1685,0.10156,0.0656,0.0413,0.06046,0.05215,0.05014,0.04233,0.04056,0.0668,0.06445,0.0635,0.0635,0.06247,0.1788,0.1063,0.0824,0.0662,0.0
0.06232,0.0754,0.0523,0.03976,0.04898,0.07666,0.0805,0.06027,0.06287,0.06155,0.1616,0.1041,0.0677,0.0459,0.06003,0.05545,0.04935,0.0412,0.04172,0.0631,0.06433,0.06207,0.0641,0.05902,0.1727,0.1104,0.08344,0.073,0.0
0.0667,0.0735,0.0558,0.04248,0.0555,0.06384,0.0761,0.0662,0.06384,0.0615,0.1522,0.1008,0.07635,0.04507,0.0526,0.05753,0.0521,0.04044,0.05078,0.04898,0.0684,0.06064,0.0645,0.063,0.1703,0.10675,0.0878,0.0762,0.0
0.06384,0.07214,0.06384,0.04102,0.05737,0.0563,0.0772,0.0692,0.0652,0.05954,0.1438,0.0941,0.0901,0.0464,0.05026,0.0597,0.0559,0.03952,0.05243,0.04193,0.068,0.05914,0.0691,0.0629,0.1608,0.10187,0.09705,0.0815,0.0
0.06107,0.0721,0.0685,0.04346,0.05722,0.05832,0.0743,0.06824,0.0654,0.0619,0.1359,0.08966,0.09546,0.04868,0.05188,0.0604,0.05792,0.04172,0.05545,0.0409,0.06067,0.0631,0.0675,0.0645,0.1499,0.0999,0.10376,0.08234,0.0
0.05408,0.0732,0.07404,0.04697,0.05637,0.06064,0.0737,0.0732,0.06635,0.06006,0.1278,0.07886,0.09595,0.05893,0.05267,0.06113,0.05887,0.04733,0.05295,0.0417,0.0614,0.05945,0.0656,0.0687,0.142,0.091,0.11237,0.0848,0.0
0.04712,0.0475,0.03714,0.02856,0.0786,0.1534,0.1311,0.1011,0.0737,0.06274,0.1191,0.06186,0.04062,0.01741,0.0725,0.0672,0.05167,0.04248,0.0487,0.0825,0.07446,0.0657,0.0664,0.0663,0.1642,0.09296,0.072,0.0329,0.0
0.04663,0.0478,0.0389,0.02448,0.06024,0.1534,0.1364,0.10425,0.075,0.06537,0.1185,0.064,0.04358,0.02151,0.0682,0.06934,0.05576,0.0363,0.0432,0.0747,0.07587,0.06805,0.0679,0.0636,0.1647,0.09534,0.07416,0.0431,0.0
0.04483,0.04932,0.04105,0.02376,0.04355,0.148,0.1406,0.1131,0.0765,0.0649,0.1163,0.06714,0.04572,0.02538,0.0691,0.0714,0.0555,0.0372,0.03918,0.0688,0.07745,0.06635,0.06726,0.0632,0.1592,0.0958,0.0786,0.05093,0.0
0.04514,0.04846,0.04218,0.02602,0.03177,0.1382,0.1433,0.1163,0.08496,0.0646,0.1167,0.06696,0.0463,0.02925,0.0663,0.07385,0.05652,0.03995,0.0427,0.0573,0.08,0.0666,0.06647,0.0627,0.1552,0.097,0.0784,0.05704,0.0
0.04248,0.04657,0.04675,0.02533,0.03177,0.1153,0.1492,0.1239,0.09106,0.0658,0.1143,0.0642,0.05148,0.03186,0.0643,0.0722,0.064,0.04196,0.0458,0.0504,0.0756,0.0718,0.0628,0.06506,0.148,0.0929,0.08185,0.06335,0.0
0.04083,0.04602,0.04846,0.02579,0.03308,0.0887,0.1525,0.1305,0.09784,0.0708,0.114,0.0644,0.05368,0.03354,0.05862,0.07153,0.06805,0.04352,0.04904,0.04474,0.0743,0.07117,0.06494,0.0663,0.1399,0.08826,0.0908,0.0687,0.0
0.07495,0.06177,0.05975,0.0405,0.0637,0.09827,0.0822,0.067,0.05826,0.06155,0.1571,0.0875,0.05942,0.02797,0.06824,0.05963,0.0492,0.04062,0.05386,0.0819,0.0722,0.0663,0.06287,0.0628,0.1746,0.0973,0.07227,0.0383,0.08434712084347121
0.07745,0.06354,0.06036,0.03745,0.0549,0.1001,0.08325,0.07184,0.05756,0.05612,0.1527,0.0886,0.06015,0.03586,0.06934,0.06012,0.05243,0.03812,0.04596,0.08044,0.07007,0.0657,0.0634,0.06006,0.1715,0.10016,0.07526,0.04745,0.0997566909975669
0.07556,0.0672,0.05905,0.03815,0.047,0.101,0.08466,0.0721,0.05847,0.05438,0.1484,0.0885,0.0632,0.0424,0.071,0.06064,0.05374,0.03647,0.0428,0.07556,0.0709,0.067,0.0613,0.06046,0.1648,0.09906,0.07947,0.05676,0.1897810218978102
0.0759,0.07,0.0597,0.0412,0.04172,0.0955,0.0896,0.07263,0.0615,0.051,0.1415,0.086,0.0684,0.04532,0.0678,0.064,0.0567,0.0382,0.03967,0.06946,0.0754,0.0638,0.0632,0.05994,0.1578,0.10077,0.0824,0.06094,0.2335766423357664
0.0729,0.07196,0.06198,0.04453,0.0377,0.08673,0.09546,0.075,0.06192,0.0518,0.1371,0.084,0.0705,0.04846,0.0647,0.067,0.05865,0.0414,0.04236,0.0612,0.0758,0.06433,0.0654,0.0603,0.1509,0.09625,0.0881,0.0636,0.3625304136253041
0.0698,0.0734,0.0626,0.04956,0.04056,0.07544,0.0963,0.0797,0.0632,0.0569,0.1279,0.0776,0.07666,0.05023,0.06125,0.0688,0.0605,0.0438,0.04364,0.05338,0.0756,0.0686,0.0647,0.0624,0.1428,0.0913,0.09454,0.06866,0.32684509326845085
0.0811,0.06244,0.04898,0.05103,0.06824,0.097,0.0789,0.0573,0.06158,0.077,0.1597,0.0866,0.04712,0.02296,0.07184,0.0529,0.04807,0.04257,0.06256,0.0875,0.0605,0.07135,0.0679,0.08496,0.1655,0.08527,0.0651,0.03394,0.0
0.0813,0.0639,0.05127,0.0451,0.05588,0.1037,0.0791,0.05774,0.0605,0.0738,0.1583,0.08954,0.0509,0.02887,0.06726,0.0573,0.04956,0.0418,0.05936,0.08124,0.0604,0.0685,0.0662,0.0809,0.1667,0.0909,0.06573,0.04407,0.0
0.08057,0.06494,0.0533,0.03995,0.0509,0.1054,0.0778,0.05948,0.05948,0.0672,0.1582,0.0926,0.0588,0.03137,0.0652,0.063,0.04648,0.0395,0.05228,0.0807,0.064,0.063,0.06213,0.07983,0.1703,0.09894,0.065,0.0497,0.0
0.07825,0.0718,0.05252,0.04022,0.0479,0.0984,0.08594,0.0638,0.0554,0.0629,0.153,0.09155,0.06445,0.0341,0.06586,0.06415,0.04843,0.0385,0.051,0.0763,0.0686,0.05768,0.0664,0.07275,0.1677,0.0994,0.072,0.05118,0.07623682076236822
0.069,0.0816,0.05652,0.03925,0.046,0.08813,0.0885,0.07227,0.05185,0.06,0.1505,0.08813,0.07227,0.03595,0.0636,0.06744,0.0501,0.03952,0.04907,0.06793,0.07385,0.05737,0.06555,0.06744,0.1659,0.0973,0.07886,0.056,0.1224655312246553
0.067,0.08044,0.06305,0.03586,0.05032,0.078,0.08777,0.0751,0.05414,0.05887,0.1462,0.0855,0.0787,0.039,0.0615,0.0707,0.0497,0.0393,0.04727,0.06113,0.0736,0.05716,0.06824,0.06683,0.1663,0.09576,0.0819,0.0606,0.0867802108678021
0.06155,0.08167,0.0651,0.03735,0.0523,0.0703,0.09235,0.07794,0.0541,0.05765,0.1404,0.0824,0.08203,0.04483,0.05905,0.0674,0.05426,0.0422,0.0491,0.05975,0.07056,0.0564,0.06683,0.06683,0.1602,0.09467,0.0892,0.06366,0.1776155717761557
0.06158,0.08075,0.0673,0.0435,0.0496,0.0652,0.0963,0.07623,0.05676,0.058,0.1317,0.07733,0.08594,0.04977,0.0559,0.06824,0.06134,0.0421,0.04663,0.05716,0.0733,0.06207,0.0651,0.06354,0.1528,0.0884,0.0991,0.0643,0.06163828061638282
0.05722,0.05246,0.054,0.04797,0.06714,0.0994,0.07825,0.06726,0.0697,0.07404,0.161,0.08075,0.05847,0.03226,0.04813,0.04456,0.04208,0.04605,0.06192,0.08136,0.0673,0.0711,0.07074,0.0704,0.1735,0.09247,0.0848,0.0456,0.004866180048661801
0.066,0.0569,0.05048,0.05536,0.0898,0.09424,0.08636,0.0771,0.06854,0.05823,0.1335,0.0728,0.05963,0.03104,0.05145,0.04474,0.03864,0.04074,0.0927,0.0885,0.07837,0.0707,0.06665,0.0633,0.1543,0.0873,0.0774,0.04523,0.06731549067315491
0.0655,0.05887,0.05243,0.0486,0.08673,0.0947,0.0869,0.0788,0.0696,0.05716,0.1307,0.0733,0.05933,0.03732,0.05157,0.04507,0.0403,0.036,0.08307,0.092,0.0796,0.07153,0.067,0.06107,0.1523,0.08813,0.0775,0.0548,0.16301703163017028
0.0682,0.05988,0.0532,0.04703,0.07776,0.0942,0.08826,0.0798,0.06915,0.05862,0.1268,0.0738,0.05978,0.04355,0.05283,0.04706,0.04074,0.03375,0.0701,0.0954,0.0817,0.07227,0.0661,0.06085,0.1483,0.0887,0.0777,0.0645,0.4071370640713708
0.0704,0.06155,0.05444,0.0476,0.0702,0.09155,0.0918,0.07886,0.0721,0.05896,0.12244,0.0736,0.06006,0.04633,0.0545,0.0482,0.0428,0.03333,0.05713,0.0974,0.08453,0.0731,0.06683,0.0624,0.1444,0.0875,0.0797,0.068,0.5223033252230332
0.0699,0.06445,0.05545,0.049,0.06525,0.0874,0.0929,0.08136,0.0726,0.0621,0.11755,0.0713,0.06256,0.04825,0.05383,0.05084,0.0439,0.03455,0.0465,0.09924,0.08685,0.07465,0.0688,0.06396,0.1389,0.084,0.08264,0.07135,0.5498783454987833
0.06854,0.0666,0.05728,0.05057,0.0566,0.0876,0.0936,0.0844,0.07446,0.065,0.1118,0.06836,0.0644,0.0507,0.05383,0.05194,0.0451,0.03677,0.04028,0.09503,0.0888,0.07794,0.0702,0.06635,0.1335,0.08154,0.08496,0.0737,0.5231143552311435
0.06757,0.06744,0.0597,0.0531,0.05106,0.0863,0.09515,0.08636,0.0766,0.06744,0.10736,0.06525,0.066,0.0507,0.05295,0.0533,0.04654,0.03934,0.03714,0.08746,0.09485,0.07996,0.07275,0.0677,0.1276,0.0783,0.0869,0.07513,0.35442011354420117
0.0642,0.07117,0.0623,0.05566,0.0502,0.0795,0.097,0.0893,0.0794,0.06824,0.1035,0.06122,0.0671,0.0512,0.04932,0.05563,0.04977,0.04105,0.03528,0.0776,0.1006,0.08453,0.0745,0.06836,0.1226,0.0746,0.0893,0.07684,0.1897810218978102
0.0633,0.05664,0.04797,0.03955,0.0656,0.0974,0.09247,0.0798,0.07465,0.06537,0.144,0.0789,0.06198,0.03238,0.05643,0.04822,0.04202,0.0406,0.05954,0.08093,0.0766,0.07404,0.0681,0.0636,0.1654,0.0944,0.0814,0.04883,0.0
0.0645,0.05817,0.05035,0.03796,0.05566,0.09753,0.09326,0.0822,0.0762,0.06335,0.1405,0.079,0.061,0.04028,0.05853,0.04977,0.04297,0.03925,0.05368,0.0787,0.07635,0.07544,0.06824,0.06198,0.1603,0.0933,0.0818,0.05966,0.0
0.0666,0.05902,0.0518,0.03607,0.04587,0.0985,0.0941,0.084,0.076,0.0652,0.136,0.0786,0.0623,0.046,0.0606,0.0507,0.04422,0.03778,0.04904,0.077,0.0758,0.0757,0.0691,0.0625,0.1545,0.09296,0.08264,0.0674,0.0
0.0698,0.05875,0.05328,0.03726,0.0367,0.09717,0.0961,0.0857,0.0766,0.06793,0.1317,0.07745,0.06354,0.04807,0.0642,0.05066,0.04532,0.03784,0.04675,0.072,0.078,0.0747,0.0712,0.0632,0.1482,0.092,0.08466,0.0712,0.0
0.0683,0.06097,0.05457,0.03992,0.03079,0.0897,0.0989,0.08936,0.07635,0.07196,0.1266,0.0764,0.06665,0.04965,0.06247,0.05292,0.04666,0.03992,0.0432,0.0668,0.0794,0.0749,0.073,0.06647,0.1428,0.0891,0.0885,0.0738,0.04703974047039739
0.06616,0.06366,0.0563,0.04312,0.03064,0.0786,0.09985,0.093,0.0783,0.0735,0.1212,0.073,0.07056,0.0521,0.06042,0.0569,0.04846,0.04102,0.04172,0.06018,0.0799,0.0766,0.07526,0.068,0.136,0.0853,0.09296,0.0773,0.1403081914030819
0.06433,0.0657,0.05896,0.046,0.03029,0.06793,0.1,0.0948,0.08167,0.076,0.11926,0.07104,0.07214,0.05197,0.0573,0.0605,0.05124,0.0432,0.04126,0.05475,0.07874,0.07733,0.0781,0.0702,0.132,0.0818,0.0944,0.07916,0.2173560421735604
0.0617,0.0692,0.06155,0.048,0.03326,0.05685,0.10114,0.0955,0.0852,0.0765,0.1169,0.06714,0.0733,0.05365,0.05377,0.06415,0.05313,0.0453,0.04227,0.0506,0.07837,0.07745,0.0798,0.0729,0.1282,0.07654,0.09534,0.08234,0.26601784266017836
0.05548,0.06616,0.0567,0.04242,0.04404,0.0612,0.08405,0.06244,0.0669,0.06604,0.1454,0.08795,0.0918,0.0695,0.0496,0.0608,0.0491,0.04166,0.0392,0.04788,0.0641,0.05435,0.06335,0.067,0.1554,0.09467,0.1135,0.0994,0.2019464720194647
0.05173,0.06903,0.06055,0.0452,0.04263,0.05826,0.0849,0.06744,0.0645,0.0666,0.1398,0.08374,0.09204,0.0736,0.04575,0.06305,0.05194,0.0461,0.03702,0.04675,0.06494,0.0581,0.05927,0.06964,0.1489,0.0883,0.1157,0.1045,0.15815085158150852
0.06995,0.06207,0.05655,0.0439,0.05707,0.1029,0.0804,0.0752,0.0683,0.0634,0.1404,0.0831,0.05792,0.03867,0.05945,0.05484,0.04947,0.0381,0.05026,0.0702,0.0665,0.0697,0.0681,0.068,0.1599,0.0949,0.08466,0.0659,0.0
0.0673,0.0642,0.05707,0.04538,0.04623,0.1076,0.08093,0.0747,0.06995,0.0641,0.1381,0.0837,0.05853,0.04214,0.0582,0.05658,0.05093,0.0392,0.04773,0.0658,0.0678,0.069,0.0708,0.06647,0.1573,0.0958,0.08624,0.06805,0.0
0.0647,0.0656,0.05774,0.04767,0.03952,0.1044,0.0872,0.0765,0.06915,0.0673,0.1334,0.0813,0.06177,0.04367,0.05518,0.058,0.05295,0.04163,0.04355,0.06116,0.06885,0.0692,0.0693,0.07,0.1543,0.0955,0.08527,0.07513,0.027575020275750192
0.06274,0.0669,0.06137,0.04593,0.04257,0.09503,0.08905,0.0792,0.0697,0.0692,0.1277,0.0785,0.06793,0.04416,0.0527,0.05957,0.05518,0.04446,0.04208,0.0573,0.0694,0.06824,0.071,0.0708,0.1469,0.0917,0.0908,0.0799,0.13949716139497162
0.06003,0.0675,0.06366,0.04956,0.04202,0.0827,0.09705,0.0804,0.075,0.06824,0.12115,0.0723,0.0749,0.0455,0.05066,0.06,0.05875,0.04602,0.042,0.05338,0.07056,0.06964,0.0711,0.0718,0.1416,0.08716,0.0968,0.0806,0.2173560421735604
0.05472,0.0725,0.0655,0.05304,0.04465,0.0702,0.1041,0.08057,0.0763,0.06885,0.1159,0.06854,0.0763,0.0489,0.0474,0.06274,0.0586,0.04984,0.04233,0.0527,0.0694,0.0684,0.0734,0.0722,0.138,0.0824,0.09784,0.08484,0.1816707218167072
0.05157,0.05322,0.04892,0.04056,0.0417,0.0869,0.0835,0.0771,0.0718,0.0713,0.1545,0.09106,0.0728,0.05502,0.04364,0.04794,0.0415,0.03745,0.0422,0.0633,0.0687,0.06476,0.06836,0.0701,0.174,0.10315,0.0946,0.0804,0.0
0.05466,0.0504,0.05283,0.03992,0.03934,0.0824,0.08435,0.079,0.07306,0.0712,0.1503,0.0916,0.0753,0.05563,0.04688,0.04492,0.0441,0.03894,0.03973,0.0585,0.0692,0.06714,0.06537,0.0721,0.169,0.105,0.0991,0.0801,0.0
0.05347,0.0512,0.05472,0.04068,0.03513,0.0773,0.08673,0.08075,0.0742,0.0716,0.1453,0.0887,0.08057,0.05978,0.0459,0.04456,0.04465,0.04126,0.0409,0.051,0.0727,0.06445,0.0684,0.07306,0.1643,0.1029,0.10175,0.0841,0.0
0.05197,0.05246,0.05392,0.0415,0.03738,0.06506,0.09143,0.0825,0.0771,0.07196,0.1418,0.08795,0.08295,0.06192,0.0453,0.04352,0.04724,0.04187,0.04138,0.0479,0.07007,0.0678,0.06946,0.07434,0.1577,0.09937,0.1058,0.0884,0.0
0.04956,0.0529,0.05762,0.04413,0.03586,0.05862,0.0931,0.086,0.0788,0.07446,0.1373,0.081,0.08826,0.06256,0.04358,0.0451,0.0494,0.04465,0.0393,0.0468,0.0685,0.07324,0.0717,0.07135,0.151,0.09357,0.11084,0.091,0.0689375506893755
0.04498,0.0562,0.05765,0.04797,0.0345,0.05743,0.09204,0.08936,0.07996,0.075,0.1349,0.07697,0.0868,0.06616,0.04092,0.04733,0.05215,0.0428,0.0414,0.04605,0.06647,0.0741,0.0697,0.07367,0.1504,0.09106,0.1083,0.0957,0.0
0.06033,0.05377,0.0513,0.04306,0.0592,0.09076,0.0758,0.073,0.0677,0.0632,0.168,0.08826,0.07086,0.0348,0.05576,0.04996,0.0386,0.0423,0.05292,0.0717,0.06415,0.0675,0.0663,0.0669,0.1823,0.1051,0.08466,0.05188,0.0
0.0626,0.05542,0.04993,0.0411,0.04968,0.0908,0.0791,0.0712,0.07086,0.05908,0.1625,0.0932,0.06903,0.04544,0.05545,0.05,0.04044,0.04044,0.04752,0.0731,0.06226,0.0651,0.06903,0.0642,0.1764,0.10455,0.0891,0.06235,0.0
0.06036,0.05643,0.0497,0.04092,0.03806,0.0925,0.0835,0.0712,0.07214,0.0577,0.1567,0.0968,0.07184,0.05203,0.05374,0.05127,0.0435,0.03696,0.04453,0.07074,0.06335,0.0633,0.07043,0.0636,0.1685,0.1051,0.0937,0.07135,0.0
0.05905,0.0593,0.05075,0.0407,0.03275,0.08936,0.0873,0.07355,0.0715,0.05777,0.1503,0.09576,0.07355,0.05835,0.05188,0.0545,0.04468,0.03473,0.04456,0.0639,0.06537,0.06494,0.0709,0.06384,0.162,0.1045,0.09845,0.0756,0.0
0.05515,0.0613,0.0522,0.04364,0.02977,0.0824,0.09296,0.0742,0.07184,0.06238,0.1442,0.0923,0.07745,0.06024,0.04614,0.05936,0.0472,0.036,0.04413,0.0584,0.06854,0.065,0.072,0.06415,0.1575,0.1006,0.10284,0.0781,0.0
0.0497,0.0637,0.05524,0.04343,0.03378,0.0718,0.09467,0.0776,0.0736,0.06647,0.1377,0.0893,0.08093,0.06213,0.0439,0.05743,0.05182,0.0385,0.0439,0.0531,0.0717,0.0648,0.07007,0.06836,0.15,0.095,0.10785,0.0835,0.0
0.04678,0.06555,0.05908,0.0436,0.03464,0.0657,0.0953,0.0824,0.0734,0.0727,0.1289,0.0812,0.08905,0.06165,0.03943,0.05884,0.0534,0.04065,0.04453,0.0494,0.073,0.0658,0.0696,0.073,0.1439,0.08887,0.1099,0.0896,0.0
0.0454,0.06464,0.06146,0.0463,0.03894,0.05475,0.0978,0.08813,0.07513,0.075,0.1205,0.0742,0.0923,0.0655,0.03888,0.0595,0.05563,0.045,0.0425,0.0481,0.07214,0.06757,0.06885,0.0765,0.1362,0.0816,0.11127,0.0962,0.0
0.0668,0.05533,0.04453,0.039,0.06223,0.1047,0.0973,0.0834,0.07025,0.06433,0.1487,0.07935,0.0566,0.02754,0.0643,0.0527,0.0435,0.04593,0.06174,0.081,0.0697,0.0667,0.0652,0.0644,0.1724,0.09644,0.0757,0.04056,0.2133008921330089
