0-4,5-9,10-14,15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,risk
0.07155,0.064625,0.05685,0.060365,0.05817,0.07064999999999999,0.076225,0.071045,0.058575,0.05623,0.15515,0.088925,0.07289999999999999,0.03876,0.0
0.072235,0.06545999999999999,0.058899999999999994,0.054505,0.059615,0.06575,0.07527,0.07034,0.06201,0.054035,0.15155000000000002,0.08927,0.07478,0.046380000000000005,0.042168674698795164
0.07347000000000001,0.06670999999999999,0.059265,0.051545,0.059645000000000004,0.05962,0.0755,0.07067,0.06427,0.05385,0.14365,0.08935,0.07687,0.05548499999999999,0.009466437177280549
0.07275000000000001,0.06955,0.060325000000000004,0.052275,0.05813499999999999,0.05626,0.07433000000000001,0.070525,0.06815,0.05445,0.1366,0.086925,0.0793,0.060414999999999996,0.2581755593803786
0.06797,0.07225,0.061675,0.05382,0.05884,0.052705,0.07138,0.07550000000000001,0.06887,0.057694999999999996,0.1305,0.08294499999999999,0.082305,0.063475,0.34509466437177283
0.06349,0.07100000000000001,0.06622,0.05576,0.05351,0.0555,0.068025,0.07705000000000001,0.07192,0.059800000000000006,0.12545,0.0796,0.085475,0.06720000000000001,0.35972461273666106
0.061035,0.071625,0.067885,0.058535,0.0503,0.058010000000000006,0.06445000000000001,0.07755000000000001,0.07265,0.064775,0.12067,0.07557,0.08655,0.07050999999999999,0.09466437177280547
0.056735,0.07452,0.069935,0.062275,0.050585000000000005,0.06056,0.060835,0.079925,0.07434,0.068075,0.1119,0.067355,0.0896,0.07335,0.0929432013769363
0.07400000000000001,0.0594,0.056775000000000006,0.04492,0.02847,0.046315,0.06359999999999999,0.06382499999999999,0.06448,0.067745,0.2054,0.11355,0.07345499999999999,0.038135,0.0
0.072715,0.06276,0.05481,0.047515,0.025165,0.04425,0.06121,0.06229,0.06665,0.061950000000000005,0.19885,0.11726500000000001,0.07715,0.047325,0.0
0.07185,0.06567500000000001,0.054865,0.044270000000000004,0.027845,0.03902,0.057285,0.06,0.06885,0.058859999999999996,0.19145,0.120175,0.0829,0.05691,0.0
0.07005,0.0669,0.054185,0.047395,0.03343,0.03193,0.052324999999999997,0.060200000000000004,0.06717999999999999,0.0592,0.18525,0.120775,0.08945,0.061795,0.0
0.06441,0.0718,0.0567,0.049085000000000004,0.038235000000000005,0.028475,0.046295,0.06408,0.06484999999999999,0.058785000000000004,0.17665,0.11815,0.09684999999999999,0.0657,0.0
0.06135,0.073715,0.059315,0.049405000000000004,0.041124999999999995,0.025695000000000003,0.0431,0.0632,0.06384,0.06581999999999999,0.16795,0.1073,0.10800000000000001,0.07015,0.0
0.07269,0.061939999999999995,0.057185,0.053785,0.053025,0.06997,0.07343,0.07353000000000001,0.06342,0.05797,0.16715000000000002,0.0911,0.06747500000000001,0.037325,0.0
0.07064999999999999,0.06367,0.057965,0.05123,0.052475,0.06578,0.07400000000000001,0.07145,0.066475,0.055865,0.16255,0.09265,0.070185,0.04517,0.0
0.0685,0.067565,0.056975,0.049449999999999994,0.047655,0.067215,0.07233,0.07008,0.06855,0.05519,0.1558,0.094425,0.07239999999999999,0.05394,0.0
0.0655,0.07123,0.05863,0.048350000000000004,0.04555,0.06401000000000001,0.07189999999999999,0.069535,0.0703,0.05752500000000001,0.15055000000000002,0.09455,0.0739,0.0586,0.0
0.0636,0.07486000000000001,0.060059999999999995,0.047805,0.048995,0.05876000000000001,0.0728,0.06925,0.0738,0.057955,0.14100000000000001,0.09058,0.08052000000000001,0.06005,0.0
0.05871,0.07543,0.06356500000000001,0.047560000000000005,0.0476,0.056675,0.06961500000000001,0.07214999999999999,0.07402500000000001,0.06432500000000001,0.13545000000000001,0.08804999999999999,0.08632000000000001,0.0605,0.0
0.054125000000000006,0.0753,0.06794,0.052025,0.046725,0.05565,0.067035,0.07405,0.07323,0.06906999999999999,0.127635,0.082015,0.08957999999999999,0.065705,0.0
