oktmo,name,year,inflow
07602000,Александровский муниципальный район,2008,816.0
07605000,Апанасенковский муниципальный район,2008,464.0
07607000,Арзгирский муниципальный район,2008,323.0
07610000,Благодарненский муниципальный район,2008,443.0
07610101,город Благодарный,2008,443.0
07612000,Будённовский муниципальный район,2008,1022.0
07615000,Георгиевский муниципальный район,2008,2207.0
07617000,Грачёвский муниципальный район,2008,844.0
07620000,Изобильненский муниципальный район,2008,1255.0
07620101,город Изобильный,2008,944.0
07620153,посёлок Рыздвяный,2008,167.0
07620155,посёлок Солнечнодольск,2008,144.0
07622000,Ипатовский муниципальный район,2008,608.0
07622101,город Ипатово,2008,608.0
07625000,Кировский муниципальный район,2008,350.0
07625101,город Новопавловск,2008,350.0
07628000,Кочубеевский муниципальный район,2008,1702.0
07630000,Красногвардейский муниципальный район,2008,475.0
07632000,Андроповский муниципальный район,2008,580.0
07633000,Курский муниципальный район,2008,1076.0
07636000,Левокумский муниципальный район,2008,616.0
07639000,Минераловодский муниципальный район,2008,1027.0
07639101,город Минеральные Воды,2008,1464.0
07639152,посёлок Анджиевский,2008,147.0
07641000,Нефтекумский муниципальный район,2008,825.0
07641101,город Нефтекумск,2008,622.0
07641153,поселок Затеречный,2008,203.0
07643000,Новоалександровский муниципальный район,2008,373.0
07643101,город Новоалександровск,2008,373.0
07644000,Новоселицкий муниципальный район,2008,361.0
07646000,Петровский муниципальный район,2008,808.0
07646101,город Светлоград,2008,808.0
07648000,Предгорный муниципальный район,2008,2340.0
07650000,Советский муниципальный район,2008,797.0
07650101,город Зеленокумск,2008,797.0
07652000,Степновский муниципальный район,2008,397.0
07654000,Труновский муниципальный район,2008,565.0
07656000,Туркменский муниципальный район,2008,300.0
07658000,Шпаковский муниципальный район,2008,1598.0
07658101,город Михайловск,2008,1598.0
07701000,город Ставрополь,2008,6929.0
07702000,Город Буденновск (до 2015 года),2008,1464.0
07707000,город Георгиевск,2008,1408.0
07710000,город-курорт Ессентуки,2008,2150.0
07712000,город-курорт Железноводск,2008,567.0
07715000,город-курорт Кисловодск,2008,2065.0
07718000,город Лермонтов,2008,383.0
07724000,город Невинномысск,2008,1709.0
07727000,город-курорт Пятигорск,2008,3322.0
08603000,Амурский муниципальный район,2008,880.0
08606000,Аяно-Майский муниципальный район,2008,28.0
08609000,Бикинский муниципальный район,2008,309.0
08612000,Ванинский муниципальный район,2008,550.0
08614000,Верхнебуреинский муниципальный район,2008,444.0
08617000,Вяземский муниципальный район,2008,632.0
08620000,Комсомольский муниципальный район,2008,1376.0
08624000,Муниципальный район имени Лазо,2008,944.0
08628000,Нанайский муниципальный район,2008,373.0
08631000,Николаевский муниципальный район,2008,290.0
08634000,Охотский муниципальный район,2008,77.0
08637000,Муниципальный район имени Полины Осипенко,2008,70.0
08642000,Советско-Гаванский муниципальный район,2008,744.0
08644000,Солнечный муниципальный район,2008,696.0
08646000,Тугуро-Чумиканский муниципальный район,2008,19.0
08650000,Ульчский муниципальный район,2008,278.0
08655000,Хабаровский муниципальный район,2008,3487.0
08701000,город Хабаровск,2008,10716.0
08709000,город Комсомольск-на-Амуре,2008,2847.0
11605000,Вельский муниципальный район,2008,481.0
11608000,Верхнетоемский муниципальный район,2008,42.0
11611000,Вилегодский муниципальный район,2008,157.0
11614000,Виноградовский муниципальный район,2008,76.0
11627000,Котласский муниципальный район,2008,453.0
11630000,Красноборский муниципальный район,2008,158.0
11635000,Ленский муниципальный район,2008,70.0
11642000,Мезенский муниципальный район,2008,174.0
11644000,Няндомский муниципальный район,2008,216.0
11648000,Пинежский муниципальный район,2008,287.0
11650000,Плесецкий муниципальный район,2008,476.0
11654000,Устьянский муниципальный район,2008,264.0
11656000,Холмогорский муниципальный район,2008,79.0
11658000,Шенкурский муниципальный район,2008,221.0
11710000,Котлас,2008,763.0
11712000,Новая Земля,2008,1.0
11851000,город Нарьян-Мар,2008,390.0
27606000,Гвардейский муниципальный район,2008,144.0
27615000,Зеленоградский муниципальный район,2008,551.0
27633000,Правдинский муниципальный район,2008,501.0
27701000,город Калининград,2008,4051.0
27705000,Балтийский,2008,670.0
27707000,Гурьевский г.о.,2008,1484.0
27709000,Гусевский,2008,739.0
27713000,Краснознаменский г.о.,2008,189.0
27714000,Неманский г.о.,2008,423.0
27715000,Нестеровский г.о.,2008,279.0
27716000,Озерский г.о.,2008,223.0
27717000,Пионерский,2008,321.0
27718000,Полесский г.о.,2008,547.0
27725000,Светловский,2008,587.0
27727000,Славский г.о.,2008,634.0
27730000,Советский,2008,877.0
27739000,Черняховский г.о.,2008,251.0
29602000,Бабынинский муниципальный район,2008,520.0
29604000,Барятинский муниципальный район,2008,123.0
29606000,Боровский муниципальный район,2008,1233.0
29606101,город Боровск,2008,139.0
29606105,город Балабаново,2008,530.0
29606157,город Ермолино,2008,225.0
29608000,Дзержинский муниципальный район,2008,1167.0
29608101,город Кондрово,2008,201.0
29608155,ГП поселок Куровской,2008,57.0
29608157,поселок Полотняный Завод,2008,120.0
29608160,поселок Пятовский,2008,55.0
29608164,поселок Товарково,2008,273.0
29610000,Думиничский муниципальный район,2008,239.0
29610151,поселок Думиничи,2008,54.0
29612000,Жиздринский муниципальный район,2008,293.0
29612101,город Жиздра,2008,170.0
29613000,Жуковский муниципальный район,2008,956.0
29613101,город Жуков,2008,227.0
29613157,город Белоусово,2008,229.0
29613160,город Кременки,2008,161.0
29614000,Кировский муниципальный район,2008,654.0
29614101,город Киров,2008,477.0
29615000,Износковский муниципальный район,2008,122.0
29616000,Козельский муниципальный район,2008,354.0
29616101,город Козельск,2008,197.0
29616104,город Сосенский,2008,115.0
29618000,Куйбышевский муниципальный район,2008,113.0
29620000,Людиновский муниципальный район,2008,464.0
29620101,город Людиново,2008,323.0
29623000,Малоярославецкий муниципальный район,2008,605.0
29623101,город Малоярославец,2008,269.0
29625000,Медынский муниципальный район,2008,333.0
29625101,город Медынь,2008,170.0
29627000,Мещовский муниципальный район,2008,367.0
29627101,город Мещовск,2008,96.0
29629000,Мосальский муниципальный район,2008,152.0
29629101,город Мосальск,2008,68.0
29632000,Перемышльский муниципальный район,2008,45.0
29634000,Спас-Деменский муниципальный район,2008,180.0
29634101,город Спас-Деменск,2008,107.0
29636000,Сухиничский муниципальный район,2008,471.0
29636101,город Сухиничи,2008,258.0
29636157,поселок Середейский,2008,18.0
29638000,Тарусский муниципальный район,2008,364.0
29638101,город Таруса,2008,217.0
29642000,Ульяновский муниципальный район,2008,132.0
29644000,Ферзиковский муниципальный район,2008,750.0
29644403,поселок Дугна,2008,24.0
29646000,Хвастовичский муниципальный район,2008,141.0
29650000,Юхновский муниципальный район,2008,76.0
29650101,город Юхнов,2008,44.0
29701000,город Калуга,2008,4494.0
29715000,город Обнинск,2008,1394.0
57604000,Бардымский муниципальный район,2008,520.0
57605000,Александровский муниципальный район,2008,251.0
57606000,Березовский муниципальный район,2008,127.0
57608000,Большесосновский муниципальный район,2008,194.0
57612000,Верещагинский муниципальный район,2008,778.0
57614000,Горнозаводский муниципальный район,2008,143.0
57615000,Гремячинский муниципальный район,2008,156.0
57616000,Добрянский муниципальный район,2008,826.0
57617000,Губахинский муниципальный район,2008,128.0
57618000,Еловский муниципальный район,2008,86.0
57620000,Ильинский муниципальный район,2008,316.0
57622000,Карагайский муниципальный район,2008,24.0
57623000,Кизеловский муниципальный район,2008,467.0
57624000,Кишертский муниципальный район,2008,241.0
57626000,Красновишерский муниципальный район,2008,330.0
57627000,Краснокамский муниципальный район,2008,1073.0
57628000,Куединский муниципальный район,2008,298.0
57630000,Кунгурский муниципальный район,2008,829.0
57632000,Лысьвенский муниципальный район,2008,448.0
57634000,Нытвенский муниципальный район,2008,573.0
57636000,Октябрьский муниципальный район,2008,888.0
57638000,Ординский муниципальный район,2008,116.0
57640000,Осинский муниципальный район,2008,492.0
57642000,Оханский муниципальный район,2008,189.0
57644000,Очерский муниципальный район,2008,239.0
57646000,Пермский муниципальный район,2008,924.0
57648000,Сивинский муниципальный район,2008,182.0
57650000,Соликамский муниципальный район,2008,294.0
57651000,Суксунский муниципальный район,2008,199.0
57652000,Уинский муниципальный район,2008,83.0
57653000,Усольский муниципальный район,2008,267.0
57654000,Чайковский муниципальный район,2008,1835.0
57655000,Частинский муниципальный район,2008,144.0
57656000,Чердынский муниципальный район,2008,140.0
57657000,Чернушинский муниципальный район,2008,830.0
57658000,Чусовской муниципальный район,2008,520.0
57701000,Пермский,2008,7523.0
57708000,город Березники,2008,1311.0
57722000,Городской округ город Кунгур,2008,959.0
57730000,Соликамский,2008,391.0
57814000,Гайнский муниципальный район,2008,110.0
57817000,Косинский муниципальный район,2008,50.0
57819000,Кочевский муниципальный район,2008,153.0
57821000,Кудымкарский муниципальный район,2008,247.0
57825000,Юрлинский муниципальный район,2008,107.0
57827000,Юсьвинский муниципальный район,2008,296.0
57851000,Городской округ город Кудымкар,2008,413.0
64628000,Невельский муниципальный район,2008,108.0
64652000,Углегорский муниципальный район,2008,371.0
64701000,город Южно-Сахалинск,2008,3479.0
64704000,Александровск-Сахалинский район,2008,118.0
64708000,Анивский,2008,1244.0
64709000,Городской округ Вахрушев,2008,37.0
64712000,Долинский,2008,253.0
64716000,Корсаковский,2008,722.0
64720000,Курильский,2008,156.0
64724000,Макаровский,2008,190.0
64732000,Ногликский,2008,182.0
64736000,Охинский,2008,468.0
64740000,Поронайский,2008,369.0
64743000,Северо-Курильский,2008,59.0
64746000,Смирныховский,2008,210.0
64748000,Томаринский,2008,141.0
64750000,Тымовский,2008,199.0
64754000,Холмский,2008,496.0
64756000,Южно-Курильский,2008,384.0
79000000,Муниципальные образования Республики Адыгеи (Адыгеи),2008,8641.0
79600000,Муниципальные районы Республики Адыгеи (Адыгеи),2008,4918.0
79605000,Гиагинский муниципальный район,2008,655.0
79615000,Кошехабльский муниципальный район,2008,671.0
79618000,Красногвардейский муниципальный район,2008,602.0
79622000,Майкопский муниципальный район,2008,1462.0
79630000,Тахтамукайский муниципальный район,2008,1108.0
79633000,Теучежский муниципальный район,2008,210.0
79640000,Шовгеновский муниципальный район,2008,210.0
79700000,Городские округа Республики Адыгеи (Адыгеи)/,2008,3723.0
79701000,город Майкоп,2008,3605.0
79703000,город Адыгейск,2008,118.0
87602000,Муниципальный район Вуктыл (до 1 января 2017 года),2008,227.0
87602101,Вуктыл (до 1 января 2017 года),2008,199.0
87604000,Ижемский муниципальный район,2008,110.0
87608000,Княжпогостский муниципальный район,2008,232.0
87612000,Койгородский муниципальный район,2008,100.0
87616000,Корткеросский муниципальный район,2008,222.0
87620000,Муниципальный район Печора,2008,1037.0
87620101,Печора,2008,770.0
87620103,Кожва,2008,40.0
87624000,Прилузский муниципальный район,2008,130.0
87626000,Муниципальный район Сосногорск,2008,496.0
87628000,Сыктывдинский муниципальный район,2008,646.0
87632000,Сысольский муниципальный район,2008,193.0
87636000,Троицко-Печорский муниципальный район,2008,294.0
87640000,Удорский муниципальный район,2008,566.0
87644000,Усть-Вымский муниципальный район,2008,383.0
87648000,Усть-Куломский муниципальный район,2008,202.0
87652000,Усть-Цилемский муниципальный район,2008,77.0
87701000,Сыктывкар,2008,4375.0
87710000,Воркута,2008,1153.0
87715000,Инта,2008,418.0
87723000,Усинск,2008,939.0
87725000,Ухта,2008,2327.0
91701000,Черкесский,2008,3112.0
91705000,Карачаевский,2008,400.0
93605000,Бай-Тайгинский муниципальный район,2008,186.0
93610000,Барун-Хемчикский муниципальный район,2008,309.0
93615000,Дзун-Хемчикский муниципальный район,2008,256.0
93620000,Каа-Хемский муниципальный район,2008,197.0
93622000,Кызылский муниципальный район,2008,1169.0
93625000,Монгун-Тайгинский муниципальный район,2008,88.0
93630000,Овюрский муниципальный район,2008,147.0
93635000,Пий-Хемский муниципальный район,2008,194.0
93638000,Сут-Хольский муниципальный район,2008,121.0
93640000,Тандинский муниципальный район,2008,479.0
93643000,Тере-Хольский муниципальный район,2008,11.0
93645000,Тес-Хемский муниципальный район,2008,147.0
93650000,Тоджинский муниципальный район,2008,49.0
93654000,Улуг-Хемский муниципальный район,2008,202.0
93656000,Чаа-Хольский муниципальный район,2008,92.0
93657000,Чеди-Хольский муниципальный район,2008,158.0
93658000,Эрзинский муниципальный район,2008,146.0
93701000,город Кызыл,2008,2447.0
93703000,город Ак-Довурак,2008,373.0
