oktmo,name,year,inflow
07602000,Александровский муниципальный район,2009,810.0
07605000,Апанасенковский муниципальный район,2009,414.0
07607000,Арзгирский муниципальный район,2009,302.0
07610000,Благодарненский муниципальный район,2009,397.0
07610101,город Благодарный,2009,397.0
07612000,Будённовский муниципальный район,2009,1290.0
07615000,Георгиевский муниципальный район,2009,1865.0
07617000,Грачёвский муниципальный район,2009,714.0
07620000,Изобильненский муниципальный район,2009,876.0
07620101,город Изобильный,2009,652.0
07620153,посёлок Рыздвяный,2009,107.0
07620155,посёлок Солнечнодольск,2009,117.0
07622000,Ипатовский муниципальный район,2009,437.0
07622101,город Ипатово,2009,437.0
07625000,Кировский муниципальный район,2009,365.0
07625101,город Новопавловск,2009,365.0
07628000,Кочубеевский муниципальный район,2009,1268.0
07630000,Красногвардейский муниципальный район,2009,412.0
07632000,Андроповский муниципальный район,2009,545.0
07633000,Курский муниципальный район,2009,1006.0
07636000,Левокумский муниципальный район,2009,638.0
07639000,Минераловодский муниципальный район,2009,816.0
07639101,город Минеральные Воды,2009,1067.0
07639152,посёлок Анджиевский,2009,87.0
07641000,Нефтекумский муниципальный район,2009,806.0
07641101,город Нефтекумск,2009,619.0
07641153,поселок Затеречный,2009,187.0
07643000,Новоалександровский муниципальный район,2009,289.0
07643101,город Новоалександровск,2009,289.0
07644000,Новоселицкий муниципальный район,2009,358.0
07646000,Петровский муниципальный район,2009,624.0
07646101,город Светлоград,2009,624.0
07648000,Предгорный муниципальный район,2009,1671.0
07650000,Советский муниципальный район,2009,658.0
07650101,город Зеленокумск,2009,658.0
07652000,Степновский муниципальный район,2009,434.0
07654000,Труновский муниципальный район,2009,489.0
07656000,Туркменский муниципальный район,2009,313.0
07658000,Шпаковский муниципальный район,2009,1535.0
07658101,город Михайловск,2009,1535.0
07701000,город Ставрополь,2009,6840.0
07702000,Город Буденновск (до 2015 года),2009,941.0
07707000,город Георгиевск,2009,1132.0
07710000,город-курорт Ессентуки,2009,2269.0
07712000,город-курорт Железноводск,2009,396.0
07715000,город-курорт Кисловодск,2009,1581.0
07718000,город Лермонтов,2009,419.0
07724000,город Невинномысск,2009,1286.0
07727000,город-курорт Пятигорск,2009,3402.0
11605000,Вельский муниципальный район,2009,497.0
11608000,Верхнетоемский муниципальный район,2009,29.0
11611000,Вилегодский муниципальный район,2009,77.0
11614000,Виноградовский муниципальный район,2009,75.0
11627000,Котласский муниципальный район,2009,388.0
11630000,Красноборский муниципальный район,2009,115.0
11635000,Ленский муниципальный район,2009,164.0
11642000,Мезенский муниципальный район,2009,142.0
11644000,Няндомский муниципальный район,2009,150.0
11648000,Пинежский муниципальный район,2009,206.0
11650000,Плесецкий муниципальный район,2009,311.0
11654000,Устьянский муниципальный район,2009,268.0
11656000,Холмогорский муниципальный район,2009,60.0
11658000,Шенкурский муниципальный район,2009,162.0
11701000,город Архангельск,2009,3371.0
11710000,Котлас,2009,707.0
11712000,Новая Земля,2009,59.0
11851000,город Нарьян-Мар,2009,564.0
27606000,Гвардейский муниципальный район,2009,161.0
27615000,Зеленоградский муниципальный район,2009,523.0
27633000,Правдинский муниципальный район,2009,430.0
27701000,город Калининград,2009,3575.0
27705000,Балтийский,2009,915.0
27707000,Гурьевский г.о.,2009,1579.0
27709000,Гусевский,2009,600.0
27713000,Краснознаменский г.о.,2009,213.0
27714000,Неманский г.о.,2009,331.0
27715000,Нестеровский г.о.,2009,245.0
27716000,Озерский г.о.,2009,203.0
27717000,Пионерский,2009,473.0
27718000,Полесский г.о.,2009,354.0
27725000,Светловский,2009,510.0
27727000,Славский г.о.,2009,589.0
27730000,Советский,2009,773.0
27739000,Черняховский г.о.,2009,238.0
29602000,Бабынинский муниципальный район,2009,422.0
