oktmo,name,regional,national,international,overall
41618448,Пудостьское,0.09680065627563576,0.43560295324036097,0.1944216570959803,0.726825266611977
41618452,Рождественское,0.23820224719101124,0.36179775280898874,0.17303370786516853,0.7730337078651686
41618460,Сусанинское,0.06519453207150368,0.4353312302839117,0.15562565720294427,0.6561514195583596
41618461,Сяськелевское,0.11346153846153846,0.29615384615384616,0.3173076923076923,0.7269230769230769
41621000,Кингисеппский муниципальный район,0.09843472648055511,0.17088913990640633,0.5760852025173471,0.8454090689043086
41621101,Кингисеппское,0.1932916429789653,0.3547470153496305,0.2092097782831154,0.7572484366117112
41621102,Ивангородское,0.03621346886912325,0.12515883100381195,0.7712833545108005,0.9326556543837358
41621404,Большелуцкое,0.006391347099311701,0.032448377581120944,0.9085545722713865,0.9473942969518191
41621412,Фалилеевское,0.18666666666666668,0.37333333333333335,0.24,0.8
41621420,Котельское,0.19469026548672566,0.4336283185840708,0.13274336283185842,0.7610619469026548
41621428,Усть-Лужское,0.15903614457831325,0.39518072289156625,0.08674698795180723,0.6409638554216868
41621432,Кузёмкинское,0.1907514450867052,0.24277456647398843,0.12716763005780346,0.5606936416184971
41621440,Нежновское,0.13636363636363635,0.3181818181818182,0.13636363636363635,0.5909090909090908
41621444,Опольевское,0.18076923076923077,0.4,0.18461538461538463,0.7653846153846154
41621448,Пустомержское,0.10191082802547771,0.24522292993630573,0.29936305732484075,0.6464968152866242
41621452,Вистинское,0.15165876777251186,0.3127962085308057,0.35071090047393366,0.8151658767772512
41624000,Киришский муниципальный район,0.1472288337300238,0.25943556613396807,0.4274056443386603,0.8340700442026521
41624101,Киришское,0.07587650444793302,0.22030350601779172,0.6174777603349032,0.9136577708006279
41624152,Будогощское,0.33049403747870526,0.24872231686541738,0.10051107325383304,0.6797274275979557
41624412,Глажевское,0.24096385542168675,0.18072289156626506,0.23694779116465864,0.6586345381526104
41624423,Кусинское,0.1717171717171717,0.3434343434343434,0.18181818181818182,0.696969696969697
41624427,Пчевжинское,0.2875,0.25,0.325,0.8625
41624428,Пчевское,0.1864406779661017,0.3898305084745763,0.19491525423728814,0.7711864406779662
41625000,Кировский муниципальный район,0.05152062213581447,0.35314539647271215,0.2612137203166227,0.6658797389251494
41625101,Кировское,0.1812242090784044,0.26753782668500686,0.15852819807427784,0.6072902338376891
41625102,Шлиссельбургское,0.15059055118110237,0.24015748031496062,0.2844488188976378,0.6751968503937007
41625104,Отрадненское,0.041906757464641176,0.29334730225248823,0.3603981141959141,0.6956521739130435
41625154,Мгинское,0.17702845100105374,0.339304531085353,0.12118018967334036,0.6375131717597471
41625156,Назиевское,0.25063291139240507,0.22784810126582278,0.24050632911392406,0.718987341772152
41625158,Павловское,0.1885245901639344,0.3012295081967213,0.28688524590163933,0.776639344262295
41625160,Приладожское,0.33687002652519893,0.259946949602122,0.09018567639257294,0.6870026525198939
41625163,Синявинское,0.08691499522445081,0.14708691499522444,0.6131805157593123,0.8471824259789875
41625440,Путиловское,0.32857142857142857,0.29523809523809524,0.1523809523809524,0.7761904761904762
41625445,Суховское,0.29411764705882354,0.2647058823529412,0.20588235294117646,0.7647058823529411
41625450,Шумское,0.28270042194092826,0.270042194092827,0.1518987341772152,0.7046413502109704
41627000,Лодейнопольский муниципальный район,0.22140522875816993,0.39705882352941174,0.16830065359477125,0.786764705882353
41627101,Лодейнопольское,0.11061285500747384,0.5440956651718983,0.11360239162929746,0.7683109118086696
41627154,Свирьстройское,0.3508771929824561,0.19298245614035087,0.03508771929824561,0.5789473684210525
41627404,Алёховщинское,0.2857142857142857,0.2706766917293233,0.20300751879699247,0.7593984962406015
41627410,Доможировское,0.25120772946859904,0.2028985507246377,0.2028985507246377,0.6570048309178744
41627420,Янегское,0.1958041958041958,0.32867132867132864,0.19347319347319347,0.717948717948718
41630000,Ломоносовский муниципальный район,0.05286201493225182,0.5271453590192644,0.08157433864872339,0.6615817126002397
41630152,Аннинское,0.0672122584015323,0.49225143653142955,0.07191363398920425,0.6313773289221661
41630154,Большеижорское,0.15079365079365079,0.4126984126984127,0.16666666666666666,0.7301587301587301
41630157,Виллозское,0.0641333974667308,0.5202821869488536,0.07295173961840629,0.6573673240339908
41630162,Лебяженское,0.22490706319702602,0.36988847583643125,0.0687732342007435,0.6635687732342008
41630404,Аннинское,0.07242489270386267,0.5579399141630901,0.07188841201716738,0.7022532188841201
41630408,Низинское,0.04173228346456693,0.5952755905511811,0.08818897637795275,0.7251968503937007
41630412,Пениковское,0.04939759036144578,0.5012048192771085,0.07951807228915662,0.6301204819277109
41630416,Виллозское,0.03808680248007086,0.591674047829938,0.07705934455270151,0.7068201948627104
41630420,Гостилицкое,0.049151027703306524,0.58266309204647,0.05272564789991063,0.6845397676496872
41630424,Горбунковское,0.1311647429171039,0.5246589716684156,0.12696747114375656,0.782791185729276
