oktmo,name,year,saldo,whereabouts
41603000,Бокситогорский муниципальный район,2011,100.0,Внутрирегиональная
41603000,Бокситогорский муниципальный район,2011,159.0,Международная
41603000,Бокситогорский муниципальный район,2011,148.0,Со странами СНГ
41603000,Бокситогорский муниципальный район,2011,11.0,С другими зарубежными странами
41603000,Бокситогорский муниципальный район,2012,266.0,Международная
41603000,Бокситогорский муниципальный район,2012,250.0,Со странами СНГ
41603000,Бокситогорский муниципальный район,2012,16.0,С другими зарубежными странами
41603000,Бокситогорский муниципальный район,2012,47.0,Внешняя (для региона)  миграция
41603000,Бокситогорский муниципальный район,2013,161.0,"Миграция, всего"
41603000,Бокситогорский муниципальный район,2013,29.0,Внутрирегиональная
41603000,Бокситогорский муниципальный район,2013,309.0,Международная
41603000,Бокситогорский муниципальный район,2013,292.0,Со странами СНГ
41603000,Бокситогорский муниципальный район,2013,17.0,С другими зарубежными странами
41603000,Бокситогорский муниципальный район,2013,132.0,Внешняя (для региона)  миграция
41603000,Бокситогорский муниципальный район,2014,225.0,Международная
41603000,Бокситогорский муниципальный район,2014,226.0,Со странами СНГ
41603000,Бокситогорский муниципальный район,2015,23.0,"Миграция, всего"
41603000,Бокситогорский муниципальный район,2015,230.0,Международная
41603000,Бокситогорский муниципальный район,2015,212.0,Со странами СНГ
41603000,Бокситогорский муниципальный район,2015,18.0,С другими зарубежными странами
41603000,Бокситогорский муниципальный район,2015,159.0,Внешняя (для региона)  миграция
41603000,Бокситогорский муниципальный район,2016,169.0,"Миграция, всего"
41603000,Бокситогорский муниципальный район,2016,221.0,Международная
41603000,Бокситогорский муниципальный район,2016,219.0,Со странами СНГ
41603000,Бокситогорский муниципальный район,2016,2.0,С другими зарубежными странами
41603000,Бокситогорский муниципальный район,2016,214.0,Внешняя (для региона)  миграция
41603000,Бокситогорский муниципальный район,2017,154.0,"Миграция, всего"
41603000,Бокситогорский муниципальный район,2017,128.0,Межрегиональная
41603000,Бокситогорский муниципальный район,2017,224.0,Международная
41603000,Бокситогорский муниципальный район,2017,226.0,Со странами СНГ
41603000,Бокситогорский муниципальный район,2017,352.0,Внешняя (для региона)  миграция
41603000,Бокситогорский муниципальный район,2018,134.0,Международная
41603000,Бокситогорский муниципальный район,2018,132.0,Со странами СНГ
41603000,Бокситогорский муниципальный район,2018,2.0,С другими зарубежными странами
41603000,Бокситогорский муниципальный район,2018,70.0,Внешняя (для региона)  миграция
41603000,Бокситогорский муниципальный район,2019,154.0,Международная
41603000,Бокситогорский муниципальный район,2019,155.0,Со странами СНГ
41603000,Бокситогорский муниципальный район,2019,113.0,Внешняя (для региона)  миграция
41603000,Бокситогорский муниципальный район,2020,15.0,"Миграция, всего"
41603000,Бокситогорский муниципальный район,2020,123.0,Международная
41603000,Бокситогорский муниципальный район,2020,125.0,Со странами СНГ
41603000,Бокситогорский муниципальный район,2020,82.0,Внешняя (для региона)  миграция
41603000,Бокситогорский муниципальный район,2021,320.0,Международная
41603000,Бокситогорский муниципальный район,2021,309.0,Со странами СНГ
41603000,Бокситогорский муниципальный район,2021,11.0,С другими зарубежными странами
41603000,Бокситогорский муниципальный район,2021,89.0,Внешняя (для региона)  миграция
41603000,Бокситогорский муниципальный район,2022,36.0,"Миграция, всего"
41603000,Бокситогорский муниципальный район,2022,14.0,Внутрирегиональная
41603000,Бокситогорский муниципальный район,2022,116.0,Международная
41603000,Бокситогорский муниципальный район,2022,111.0,Со странами СНГ
41603000,Бокситогорский муниципальный район,2022,5.0,С другими зарубежными странами
41603000,Бокситогорский муниципальный район,2022,22.0,Внешняя (для региона)  миграция
41603101,Бокситогорское,2011,26.0,Внутрирегиональная
41603101,Бокситогорское,2011,42.0,Международная
41603101,Бокситогорское,2011,40.0,Со странами СНГ
41603101,Бокситогорское,2011,2.0,С другими зарубежными странами
41603101,Бокситогорское,2012,60.0,Международная
41603101,Бокситогорское,2012,55.0,Со странами СНГ
41603101,Бокситогорское,2012,5.0,С другими зарубежными странами
41603101,Бокситогорское,2013,95.0,"Миграция, всего"
41603101,Бокситогорское,2013,39.0,В пределах России
41603101,Бокситогорское,2013,61.0,Внутрирегиональная
41603101,Бокситогорское,2013,56.0,Международная
41603101,Бокситогорское,2013,55.0,Со странами СНГ
41603101,Бокситогорское,2013,1.0,С другими зарубежными странами
41603101,Бокситогорское,2013,34.0,Внешняя (для региона)  миграция
41603101,Бокситогорское,2014,34.0,Внутрирегиональная
41603101,Бокситогорское,2014,49.0,Международная
41603101,Бокситогорское,2014,50.0,Со странами СНГ
41603101,Бокситогорское,2015,151.0,"Миграция, всего"
41603101,Бокситогорское,2015,71.0,В пределах России
41603101,Бокситогорское,2015,13.0,Внутрирегиональная
41603101,Бокситогорское,2015,58.0,Межрегиональная
41603101,Бокситогорское,2015,80.0,Международная
41603101,Бокситогорское,2015,81.0,Со странами СНГ
41603101,Бокситогорское,2015,138.0,Внешняя (для региона)  миграция
41603101,Бокситогорское,2016,148.0,"Миграция, всего"
41603101,Бокситогорское,2016,73.0,В пределах России
41603101,Бокситогорское,2016,58.0,Внутрирегиональная
41603101,Бокситогорское,2016,15.0,Межрегиональная
41603101,Бокситогорское,2016,75.0,Международная
41603101,Бокситогорское,2016,65.0,Со странами СНГ
41603101,Бокситогорское,2016,10.0,С другими зарубежными странами
41603101,Бокситогорское,2016,90.0,Внешняя (для региона)  миграция
41603101,Бокситогорское,2017,159.0,"Миграция, всего"
41603101,Бокситогорское,2017,86.0,В пределах России
41603101,Бокситогорское,2017,11.0,Внутрирегиональная
41603101,Бокситогорское,2017,75.0,Межрегиональная
41603101,Бокситогорское,2017,73.0,Международная
41603101,Бокситогорское,2017,75.0,Со странами СНГ
41603101,Бокситогорское,2017,148.0,Внешняя (для региона)  миграция
41603101,Бокситогорское,2018,45.0,"Миграция, всего"
41603101,Бокситогорское,2018,0.0,В пределах России
41603101,Бокситогорское,2018,26.0,Межрегиональная
41603101,Бокситогорское,2018,45.0,Международная
41603101,Бокситогорское,2018,38.0,Со странами СНГ
41603101,Бокситогорское,2018,7.0,С другими зарубежными странами
41603101,Бокситогорское,2018,71.0,Внешняя (для региона)  миграция
41603101,Бокситогорское,2019,5.0,"Миграция, всего"
41603101,Бокситогорское,2019,39.0,Международная
41603101,Бокситогорское,2019,37.0,Со странами СНГ
41603101,Бокситогорское,2019,2.0,С другими зарубежными странами
41603101,Бокситогорское,2019,13.0,Внешняя (для региона)  миграция
41603101,Бокситогорское,2021,53.0,Международная
41603101,Бокситогорское,2021,51.0,Со странами СНГ
41603101,Бокситогорское,2021,2.0,С другими зарубежными странами
41603101,Бокситогорское,2022,2.0,Международная
41603101,Бокситогорское,2022,3.0,Со странами СНГ
41603102,Пикалёвское,2011,38.0,"Миграция, всего"
41603102,Пикалёвское,2011,21.0,В пределах России
41603102,Пикалёвское,2011,85.0,Внутрирегиональная
41603102,Пикалёвское,2011,17.0,Международная
41603102,Пикалёвское,2011,13.0,Со странами СНГ
41603102,Пикалёвское,2011,4.0,С другими зарубежными странами
41603102,Пикалёвское,2012,36.0,Международная
41603102,Пикалёвское,2012,38.0,Со странами СНГ
41603102,Пикалёвское,2013,54.0,Внутрирегиональная
41603102,Пикалёвское,2013,56.0,Международная
41603102,Пикалёвское,2013,52.0,Со странами СНГ
41603102,Пикалёвское,2013,4.0,С другими зарубежными странами
41603102,Пикалёвское,2014,51.0,"Миграция, всего"
41603102,Пикалёвское,2014,37.0,В пределах России
41603102,Пикалёвское,2014,29.0,Внутрирегиональная
41603102,Пикалёвское,2014,8.0,Межрегиональная
41603102,Пикалёвское,2014,14.0,Международная
41603102,Пикалёвское,2014,16.0,Со странами СНГ
41603102,Пикалёвское,2014,22.0,Внешняя (для региона)  миграция
41603102,Пикалёвское,2015,0.0,Внутрирегиональная
41603102,Пикалёвское,2015,16.0,Международная
41603102,Пикалёвское,2015,17.0,Со странами СНГ
41603102,Пикалёвское,2016,8.0,"Миграция, всего"
41603102,Пикалёвское,2016,11.0,Внутрирегиональная
41603102,Пикалёвское,2016,28.0,Международная
41603102,Пикалёвское,2016,27.0,Со странами СНГ
41603102,Пикалёвское,2016,1.0,С другими зарубежными странами
41603102,Пикалёвское,2017,16.0,Международная
41603102,Пикалёвское,2017,14.0,Со странами СНГ
41603102,Пикалёвское,2017,2.0,С другими зарубежными странами
41603102,Пикалёвское,2018,19.0,"Миграция, всего"
41603102,Пикалёвское,2018,8.0,В пределах России
41603102,Пикалёвское,2018,34.0,Внутрирегиональная
41603102,Пикалёвское,2018,11.0,Международная
41603102,Пикалёвское,2018,11.0,Со странами СНГ
41603102,Пикалёвское,2018,0.0,С другими зарубежными странами
41603102,Пикалёвское,2019,20.0,Международная
41603102,Пикалёвское,2019,26.0,Со странами СНГ
41603102,Пикалёвское,2019,7.0,Внешняя (для региона)  миграция
41603102,Пикалёвское,2021,64.0,"Миграция, всего"
41603102,Пикалёвское,2021,33.0,Внутрирегиональная
41603102,Пикалёвское,2021,78.0,Международная
41603102,Пикалёвское,2021,78.0,Со странами СНГ
41603102,Пикалёвское,2021,0.0,С другими зарубежными странами
41603102,Пикалёвское,2021,31.0,Внешняя (для региона)  миграция
41603102,Пикалёвское,2022,16.0,Внутрирегиональная
41603102,Пикалёвское,2022,20.0,Международная
41603102,Пикалёвское,2022,18.0,Со странами СНГ
41603102,Пикалёвское,2022,2.0,С другими зарубежными странами
41603155,Ефимовское,2011,34.0,Внутрирегиональная
41603155,Ефимовское,2011,20.0,Международная
41603155,Ефимовское,2011,16.0,Со странами СНГ
41603155,Ефимовское,2011,4.0,С другими зарубежными странами
41603155,Ефимовское,2012,10.0,Внутрирегиональная
41603155,Ефимовское,2012,34.0,Международная
41603155,Ефимовское,2012,32.0,Со странами СНГ
41603155,Ефимовское,2012,2.0,С другими зарубежными странами
41603155,Ефимовское,2013,3.0,"Миграция, всего"
41603155,Ефимовское,2013,8.0,Внутрирегиональная
41603155,Ефимовское,2013,33.0,Международная
41603155,Ефимовское,2013,30.0,Со странами СНГ
41603155,Ефимовское,2013,3.0,С другими зарубежными странами
41603155,Ефимовское,2014,21.0,Международная
41603155,Ефимовское,2014,24.0,Со странами СНГ
41603155,Ефимовское,2015,37.0,Международная
41603155,Ефимовское,2015,16.0,Со странами СНГ
41603155,Ефимовское,2015,21.0,С другими зарубежными странами
41603155,Ефимовское,2016,12.0,Международная
41603155,Ефимовское,2016,20.0,Со странами СНГ
41603155,Ефимовское,2016,2.0,Внешняя (для региона)  миграция
41603155,Ефимовское,2017,6.0,Межрегиональная
41603155,Ефимовское,2017,7.0,Международная
41603155,Ефимовское,2017,13.0,Со странами СНГ
41603155,Ефимовское,2017,13.0,Внешняя (для региона)  миграция
41603155,Ефимовское,2018,3.0,Со странами СНГ
41603155,Ефимовское,2019,19.0,Межрегиональная
41603155,Ефимовское,2019,19.0,Международная
41603155,Ефимовское,2019,16.0,Со странами СНГ
41603155,Ефимовское,2019,3.0,С другими зарубежными странами
41603155,Ефимовское,2019,38.0,Внешняя (для региона)  миграция
41603155,Ефимовское,2020,14.0,Международная
41603155,Ефимовское,2020,16.0,Со странами СНГ
41603155,Ефимовское,2021,39.0,"Миграция, всего"
41603155,Ефимовское,2021,3.0,Межрегиональная
41603155,Ефимовское,2021,75.0,Международная
41603155,Ефимовское,2021,67.0,Со странами СНГ
41603155,Ефимовское,2021,8.0,С другими зарубежными странами
41603155,Ефимовское,2021,78.0,Внешняя (для региона)  миграция
41603155,Ефимовское,2022,16.0,"Миграция, всего"
41603155,Ефимовское,2022,4.0,Межрегиональная
41603155,Ефимовское,2022,34.0,Международная
41603155,Ефимовское,2022,34.0,Со странами СНГ
41603155,Ефимовское,2022,38.0,Внешняя (для региона)  миграция
41603408,Анисимовское,2011,13.0,Международная
41603408,Анисимовское,2011,15.0,Со странами СНГ
41603408,Анисимовское,2012,8.0,Межрегиональная
41603408,Анисимовское,2012,21.0,Международная
41603408,Анисимовское,2012,19.0,Со странами СНГ
41603408,Анисимовское,2012,2.0,С другими зарубежными странами
41603408,Анисимовское,2012,29.0,Внешняя (для региона)  миграция
41603408,Анисимовское,2013,14.0,Межрегиональная
41603408,Анисимовское,2013,24.0,Международная
41603408,Анисимовское,2013,23.0,Со странами СНГ
41603408,Анисимовское,2013,1.0,С другими зарубежными странами
41603408,Анисимовское,2013,38.0,Внешняя (для региона)  миграция
41603408,Анисимовское,2014,30.0,Международная
41603408,Анисимовское,2014,29.0,Со странами СНГ
41603408,Анисимовское,2014,1.0,С другими зарубежными странами
41603408,Анисимовское,2014,17.0,Внешняя (для региона)  миграция
41603412,Большедворское,2011,21.0,"Миграция, всего"
41603412,Большедворское,2011,7.0,В пределах России
41603412,Большедворское,2011,39.0,Внутрирегиональная
41603412,Большедворское,2011,14.0,Международная
41603412,Большедворское,2011,14.0,Со странами СНГ
41603412,Большедворское,2012,34.0,"Миграция, всего"
41603412,Большедворское,2012,14.0,В пределах России
41603412,Большедворское,2012,28.0,Внутрирегиональная
41603412,Большедворское,2012,20.0,Международная
41603412,Большедворское,2012,19.0,Со странами СНГ
41603412,Большедворское,2012,1.0,С другими зарубежными странами
41603412,Большедворское,2012,6.0,Внешняя (для региона)  миграция
41603412,Большедворское,2013,21.0,"Миграция, всего"
41603412,Большедворское,2013,34.0,Международная
41603412,Большедворское,2013,32.0,Со странами СНГ
41603412,Большедворское,2013,2.0,С другими зарубежными странами
41603412,Большедворское,2013,29.0,Внешняя (для региона)  миграция
41603412,Большедворское,2014,8.0,Международная
41603412,Большедворское,2014,7.0,Со странами СНГ
41603412,Большедворское,2014,1.0,С другими зарубежными странами
41603412,Большедворское,2015,20.0,"Миграция, всего"
41603412,Большедворское,2015,43.0,Международная
41603412,Большедворское,2015,42.0,Со странами СНГ
41603412,Большедворское,2015,1.0,С другими зарубежными странами
41603412,Большедворское,2015,36.0,Внешняя (для региона)  миграция
41603412,Большедворское,2016,4.0,"Миграция, всего"
41603412,Большедворское,2016,22.0,Международная
41603412,Большедворское,2016,23.0,Со странами СНГ
41603412,Большедворское,2016,5.0,Внешняя (для региона)  миграция
41603412,Большедворское,2017,6.0,Межрегиональная
41603412,Большедворское,2017,24.0,Международная
41603412,Большедворское,2017,24.0,Со странами СНГ
41603412,Большедворское,2017,30.0,Внешняя (для региона)  миграция
41603412,Большедворское,2018,11.0,"Миграция, всего"
41603412,Большедворское,2018,16.0,Межрегиональная
41603412,Большедворское,2018,26.0,Международная
41603412,Большедворское,2018,24.0,Со странами СНГ
41603412,Большедворское,2018,2.0,С другими зарубежными странами
41603412,Большедворское,2018,42.0,Внешняя (для региона)  миграция
41603412,Большедворское,2019,6.0,Межрегиональная
41603412,Большедворское,2019,6.0,Международная
41603412,Большедворское,2019,6.0,Со странами СНГ
41603412,Большедворское,2019,12.0,Внешняя (для региона)  миграция
41603412,Большедворское,2020,11.0,"Миграция, всего"
41603412,Большедворское,2020,17.0,В пределах России
41603412,Большедворское,2020,16.0,Внутрирегиональная
41603412,Большедворское,2020,1.0,Межрегиональная
41603412,Большедворское,2020,0.0,С другими зарубежными странами
41603412,Большедворское,2021,1.0,Межрегиональная
41603412,Большедворское,2021,17.0,Международная
41603412,Большедворское,2021,17.0,Со странами СНГ
41603412,Большедворское,2021,18.0,Внешняя (для региона)  миграция
41603412,Большедворское,2022,32.0,"Миграция, всего"
41603412,Большедворское,2022,16.0,В пределах России
41603412,Большедворское,2022,21.0,Внутрирегиональная
41603412,Большедворское,2022,16.0,Международная
41603412,Большедворское,2022,16.0,Со странами СНГ
41603412,Большедворское,2022,11.0,Внешняя (для региона)  миграция
41603416,Борское,2011,10.0,"Миграция, всего"
41603416,Борское,2011,25.0,Международная
41603416,Борское,2011,22.0,Со странами СНГ
41603416,Борское,2011,3.0,С другими зарубежными странами
41603416,Борское,2011,23.0,Внешняя (для региона)  миграция
41603416,Борское,2012,19.0,"Миграция, всего"
41603416,Борское,2012,1.0,Межрегиональная
41603416,Борское,2012,32.0,Международная
41603416,Борское,2012,26.0,Со странами СНГ
41603416,Борское,2012,6.0,С другими зарубежными странами
41603416,Борское,2012,33.0,Внешняя (для региона)  миграция
41603416,Борское,2013,57.0,"Миграция, всего"
41603416,Борское,2013,10.0,В пределах России
41603416,Борское,2013,23.0,Межрегиональная
41603416,Борское,2013,47.0,Международная
41603416,Борское,2013,42.0,Со странами СНГ
41603416,Борское,2013,5.0,С другими зарубежными странами
41603416,Борское,2013,70.0,Внешняя (для региона)  миграция
41603416,Борское,2014,161.0,"Миграция, всего"
41603416,Борское,2014,124.0,В пределах России
41603416,Борское,2014,62.0,Внутрирегиональная
41603416,Борское,2014,62.0,Межрегиональная
41603416,Борское,2014,37.0,Международная
41603416,Борское,2014,37.0,Со странами СНГ
41603416,Борское,2014,0.0,С другими зарубежными странами
41603416,Борское,2014,99.0,Внешняя (для региона)  миграция
41603416,Борское,2015,14.0,"Миграция, всего"
41603416,Борское,2015,0.0,Межрегиональная
41603416,Борское,2015,31.0,Международная
41603416,Борское,2015,33.0,Со странами СНГ
41603416,Борское,2015,31.0,Внешняя (для региона)  миграция
41603416,Борское,2016,31.0,Международная
41603416,Борское,2016,32.0,Со странами СНГ
41603416,Борское,2016,28.0,Внешняя (для региона)  миграция
41603416,Борское,2017,31.0,"Миграция, всего"
41603416,Борское,2017,39.0,Межрегиональная
41603416,Борское,2017,44.0,Международная
41603416,Борское,2017,41.0,Со странами СНГ
41603416,Борское,2017,3.0,С другими зарубежными странами
41603416,Борское,2017,83.0,Внешняя (для региона)  миграция
41603416,Борское,2018,26.0,Международная
41603416,Борское,2018,26.0,Со странами СНГ
41603416,Борское,2018,14.0,Внешняя (для региона)  миграция
41603416,Борское,2019,28.0,Международная
41603416,Борское,2019,28.0,Со странами СНГ
41603416,Борское,2019,0.0,С другими зарубежными странами
41603416,Борское,2019,16.0,Внешняя (для региона)  миграция
41603416,Борское,2020,39.0,"Миграция, всего"
41603416,Борское,2020,27.0,В пределах России
41603416,Борское,2020,34.0,Межрегиональная
41603416,Борское,2020,12.0,Международная
41603416,Борское,2020,12.0,Со странами СНГ
41603416,Борское,2020,0.0,С другими зарубежными странами
41603416,Борское,2020,46.0,Внешняя (для региона)  миграция
41603416,Борское,2021,5.0,"Миграция, всего"
41603416,Борское,2021,11.0,Межрегиональная
41603416,Борское,2021,26.0,Международная
41603416,Борское,2021,26.0,Со странами СНГ
41603416,Борское,2021,0.0,С другими зарубежными странами
41603416,Борское,2021,37.0,Внешняя (для региона)  миграция
41603416,Борское,2022,4.0,"Миграция, всего"
41603416,Борское,2022,3.0,В пределах России
41603416,Борское,2022,21.0,Внутрирегиональная
41603416,Борское,2022,1.0,Международная
41603416,Борское,2022,1.0,Со странами СНГ
41603416,Борское,2022,0.0,С другими зарубежными странами
41603432,Заборьевское,2011,5.0,Международная
41603432,Заборьевское,2011,5.0,Со странами СНГ
41603432,Заборьевское,2012,4.0,Международная
41603432,Заборьевское,2012,4.0,Со странами СНГ
41603432,Заборьевское,2013,6.0,Международная
41603432,Заборьевское,2013,6.0,Со странами СНГ
41603432,Заборьевское,2014,2.0,Международная
41603432,Заборьевское,2014,2.0,Со странами СНГ
41603434,Климовское,2011,5.0,Международная
41603434,Климовское,2011,5.0,Со странами СНГ
41603434,Климовское,2012,43.0,"Миграция, всего"
41603434,Климовское,2012,13.0,В пределах России
41603434,Климовское,2012,16.0,Межрегиональная
41603434,Климовское,2012,30.0,Международная
41603434,Климовское,2012,30.0,Со странами СНГ
41603434,Климовское,2012,46.0,Внешняя (для региона)  миграция
41603434,Климовское,2013,20.0,"Миграция, всего"
41603434,Климовское,2013,4.0,В пределах России
41603434,Климовское,2013,4.0,Межрегиональная
41603434,Климовское,2013,16.0,Международная
41603434,Климовское,2013,16.0,Со странами СНГ
41603434,Климовское,2013,20.0,Внешняя (для региона)  миграция
41603434,Климовское,2014,22.0,"Миграция, всего"
41603434,Климовское,2014,36.0,Международная
41603434,Климовское,2014,35.0,Со странами СНГ
41603434,Климовское,2014,1.0,С другими зарубежными странами
41603434,Климовское,2014,28.0,Внешняя (для региона)  миграция
41603434,Климовское,2015,4.0,Международная
41603434,Климовское,2015,4.0,Со странами СНГ
41603434,Климовское,2015,3.0,Внешняя (для региона)  миграция
41603434,Климовское,2016,25.0,"Миграция, всего"
41603434,Климовское,2016,10.0,Межрегиональная
41603434,Климовское,2016,28.0,Международная
41603434,Климовское,2016,28.0,Со странами СНГ
41603434,Климовское,2016,38.0,Внешняя (для региона)  миграция
41603434,Климовское,2017,2.0,"Миграция, всего"
41603434,Климовское,2017,17.0,Межрегиональная
41603434,Климовское,2017,10.0,Международная
41603434,Климовское,2017,10.0,Со странами СНГ
41603434,Климовское,2017,27.0,Внешняя (для региона)  миграция
41603434,Климовское,2018,10.0,Международная
41603434,Климовское,2018,11.0,Со странами СНГ
41603434,Климовское,2019,5.0,Межрегиональная
41603434,Климовское,2019,6.0,Международная
41603434,Климовское,2019,6.0,Со странами СНГ
41603434,Климовское,2019,11.0,Внешняя (для региона)  миграция
41603460,Лидское,2011,4.0,Международная
41603460,Лидское,2011,4.0,Со странами СНГ
41603460,Лидское,2012,47.0,"Миграция, всего"
41603460,Лидское,2012,43.0,В пределах России
41603460,Лидское,2012,15.0,Внутрирегиональная
41603460,Лидское,2012,28.0,Межрегиональная
41603460,Лидское,2012,4.0,Международная
41603460,Лидское,2012,4.0,Со странами СНГ
41603460,Лидское,2012,32.0,Внешняя (для региона)  миграция
41603460,Лидское,2013,7.0,Международная
41603460,Лидское,2013,7.0,Со странами СНГ
41603460,Лидское,2014,7.0,Международная
41603460,Лидское,2014,6.0,Со странами СНГ
41603460,Лидское,2014,1.0,С другими зарубежными странами
41603460,Лидское,2015,30.0,Международная
41603460,Лидское,2015,28.0,Со странами СНГ
41603460,Лидское,2015,2.0,С другими зарубежными странами
41603460,Лидское,2015,15.0,Внешняя (для региона)  миграция
41603460,Лидское,2016,10.0,Межрегиональная
41603460,Лидское,2016,4.0,Международная
41603460,Лидское,2016,3.0,Со странами СНГ
41603460,Лидское,2016,1.0,С другими зарубежными странами
41603460,Лидское,2016,14.0,Внешняя (для региона)  миграция
41603460,Лидское,2017,28.0,Международная
41603460,Лидское,2017,28.0,Со странами СНГ
41603460,Лидское,2017,15.0,Внешняя (для региона)  миграция
41603460,Лидское,2018,7.0,Международная
41603460,Лидское,2018,6.0,Со странами СНГ
41603460,Лидское,2018,1.0,С другими зарубежными странами
41603460,Лидское,2018,3.0,Внешняя (для региона)  миграция
41603460,Лидское,2019,16.0,Международная
41603460,Лидское,2019,15.0,Со странами СНГ
41603460,Лидское,2019,1.0,С другими зарубежными странами
41603460,Лидское,2021,36.0,"Миграция, всего"
41603460,Лидское,2021,5.0,В пределах России
41603460,Лидское,2021,25.0,Межрегиональная
41603460,Лидское,2021,31.0,Международная
41603460,Лидское,2021,31.0,Со странами СНГ
41603460,Лидское,2021,56.0,Внешняя (для региона)  миграция
41603460,Лидское,2022,42.0,"Миграция, всего"
41603460,Лидское,2022,5.0,В пределах России
41603460,Лидское,2022,23.0,Межрегиональная
41603460,Лидское,2022,37.0,Международная
41603460,Лидское,2022,36.0,Со странами СНГ
41603460,Лидское,2022,1.0,С другими зарубежными странами
41603460,Лидское,2022,60.0,Внешняя (для региона)  миграция
41603472,Радогощинское,2011,16.0,"Миграция, всего"
41603472,Радогощинское,2011,10.0,В пределах России
41603472,Радогощинское,2011,11.0,Межрегиональная
41603472,Радогощинское,2011,6.0,Международная
41603472,Радогощинское,2011,6.0,Со странами СНГ
41603472,Радогощинское,2011,17.0,Внешняя (для региона)  миграция
41603472,Радогощинское,2012,17.0,"Миграция, всего"
41603472,Радогощинское,2012,2.0,В пределах России
41603472,Радогощинское,2012,9.0,Межрегиональная
41603472,Радогощинское,2012,15.0,Международная
41603472,Радогощинское,2012,13.0,Со странами СНГ
41603472,Радогощинское,2012,2.0,С другими зарубежными странами
41603472,Радогощинское,2012,24.0,Внешняя (для региона)  миграция
41603472,Радогощинское,2013,17.0,"Миграция, всего"
41603472,Радогощинское,2013,6.0,В пределах России
41603472,Радогощинское,2013,3.0,Внутрирегиональная
41603472,Радогощинское,2013,3.0,Межрегиональная
41603472,Радогощинское,2013,11.0,Международная
41603472,Радогощинское,2013,11.0,Со странами СНГ
41603472,Радогощинское,2013,14.0,Внешняя (для региона)  миграция
41603472,Радогощинское,2014,3.0,Международная
41603472,Радогощинское,2014,3.0,Со странами СНГ
41603472,Радогощинское,2016,3.0,Межрегиональная
41603472,Радогощинское,2016,0.0,Международная
41603472,Радогощинское,2016,0.0,Со странами СНГ
41603472,Радогощинское,2016,3.0,Внешняя (для региона)  миграция
41603472,Радогощинское,2017,1.0,Межрегиональная
41603472,Радогощинское,2018,1.0,Международная
41603472,Радогощинское,2018,1.0,Со странами СНГ
41603472,Радогощинское,2019,0.0,"Миграция, всего"
41603472,Радогощинское,2019,5.0,Межрегиональная
41603472,Радогощинское,2019,2.0,Международная
41603472,Радогощинское,2019,2.0,Со странами СНГ
41603472,Радогощинское,2019,7.0,Внешняя (для региона)  миграция
41603476,Самойловское,2011,8.0,"Миграция, всего"
41603476,Самойловское,2011,10.0,Межрегиональная
41603476,Самойловское,2011,8.0,Международная
41603476,Самойловское,2011,8.0,Со странами СНГ
41603476,Самойловское,2011,18.0,Внешняя (для региона)  миграция
41603476,Самойловское,2012,10.0,"Миграция, всего"
41603476,Самойловское,2012,0.0,В пределах России
41603476,Самойловское,2012,1.0,Внутрирегиональная
41603476,Самойловское,2012,10.0,Международная
41603476,Самойловское,2012,10.0,Со странами СНГ
41603476,Самойловское,2012,9.0,Внешняя (для региона)  миграция
41603476,Самойловское,2013,27.0,"Миграция, всего"
41603476,Самойловское,2013,8.0,В пределах России
41603476,Самойловское,2013,8.0,Межрегиональная
41603476,Самойловское,2013,19.0,Международная
41603476,Самойловское,2013,18.0,Со странами СНГ
41603476,Самойловское,2013,1.0,С другими зарубежными странами
41603476,Самойловское,2013,27.0,Внешняя (для региона)  миграция
41603476,Самойловское,2014,48.0,"Миграция, всего"
41603476,Самойловское,2014,30.0,В пределах России
41603476,Самойловское,2014,1.0,Внутрирегиональная
41603476,Самойловское,2014,29.0,Межрегиональная
41603476,Самойловское,2014,18.0,Международная
41603476,Самойловское,2014,17.0,Со странами СНГ
41603476,Самойловское,2014,1.0,С другими зарубежными странами
41603476,Самойловское,2014,47.0,Внешняя (для региона)  миграция
41603476,Самойловское,2015,47.0,"Миграция, всего"
41603476,Самойловское,2015,55.0,В пределах России
41603476,Самойловское,2015,27.0,Внутрирегиональная
41603476,Самойловское,2015,28.0,Межрегиональная
41603476,Самойловское,2015,20.0,Внешняя (для региона)  миграция
41603476,Самойловское,2016,50.0,"Миграция, всего"
41603476,Самойловское,2016,29.0,В пределах России
41603476,Самойловское,2016,13.0,Внутрирегиональная
41603476,Самойловское,2016,16.0,Межрегиональная
41603476,Самойловское,2016,21.0,Международная
41603476,Самойловское,2016,21.0,Со странами СНГ
41603476,Самойловское,2016,0.0,С другими зарубежными странами
41603476,Самойловское,2016,37.0,Внешняя (для региона)  миграция
41603476,Самойловское,2017,59.0,"Миграция, всего"
41603476,Самойловское,2017,35.0,В пределах России
41603476,Самойловское,2017,12.0,Внутрирегиональная
41603476,Самойловское,2017,23.0,Межрегиональная
41603476,Самойловское,2017,24.0,Международная
41603476,Самойловское,2017,22.0,Со странами СНГ
41603476,Самойловское,2017,2.0,С другими зарубежными странами
41603476,Самойловское,2017,47.0,Внешняя (для региона)  миграция
41603476,Самойловское,2018,11.0,Международная
41603476,Самойловское,2018,12.0,Со странами СНГ
41603476,Самойловское,2019,34.0,"Миграция, всего"
41603476,Самойловское,2019,16.0,В пределах России
41603476,Самойловское,2019,21.0,Внутрирегиональная
