reg,interreg,internat,popsize,avgemployers,avgsalary,shoparea,foodseats,retailturnover,livarea,sportsvenue,servicesnum,roadslen,livestock,harvest,agrprod,hospitals,beforeschool
-0.038314176245210725,-0.1220159151193634,0.047619047619047616,0.2599214696396017,0.14613066920393275,0.3432138132147235,0.18587715590376794,0.40086083213773316,0.14415604432742282,0.35616438356164387,0.41916167664670656,0.22188449848024316,0.48077484100589296,0.18217245707605095,0.26715764125368413,0.15398994196584825,0.23863636363636365,0.1984351589811886
-0.05747126436781609,0.03183023872679045,0.014652014652014652,0.2621451609672056,0.1329289565493181,0.30778360303849306,0.2063606975096595,0.43185078909612623,0.12143215738149025,0.363013698630137,0.41317365269461076,0.24620060790273557,0.48077484100589296,0.17535039264821167,0.2625932765536243,0.15525613455374118,0.23863636363636365,0.20126519061095388
-0.04789272030651341,-0.05305039787798409,0.01098901098901099,0.26133381413145823,0.13158103393593404,0.30670366998709825,0.20699176633783614,0.45050215208034433,0.1371824056328778,0.36986301369863017,0.3323353293413174,0.22492401215805471,0.48077484100589296,0.17950344615077873,0.31144684843067877,0.16005219906334486,0.22727272727272727,0.1869485600133178
-0.21839080459770116,-0.4880636604774536,0.10622710622710622,0.29499969950117194,0.2470266412940057,0.41155092145213357,0.3313587626288184,0.1509325681492109,0.10692755280697482,0.4212328767123288,0.27844311377245506,0.3860182370820669,0.19277670809265415,0.2440989482556269,0.1616069938024923,0.15238659537273425,0.2727272727272727,0.22373897120026637
0.05938697318007663,-0.30238726790450926,0.08791208791208792,0.2917643287857844,0.24215033301617508,0.37949342255025437,0.3329423881787711,0.14404591104734576,0.10387429470072651,0.4280821917808219,0.281437125748503,0.4012158054711246,0.19277670809265415,0.232473570447841,0.15448746832918442,0.1653729388966877,0.2727272727272727,0.2315631762943233
0.16666666666666666,-0.32625994694960214,-0.029304029304029304,0.2878678606486768,0.23434031081509674,0.3862924728011878,0.349266828998208,0.14404591104734576,0.12235887681106607,0.4315068493150685,0.281437125748503,0.3981762917933131,0.19277670809265415,0.23204535052859104,0.17834240676038027,0.185846660674288,0.2727272727272727,0.23938738138838023
-0.2624521072796935,-0.3183023872679045,-0.08058608058608059,0.2864354829016167,0.22427053599746274,0.4043625740430711,0.349147759407986,0.14404591104734576,0.20907616746652935,0.43493150684931503,0.281437125748503,0.4316109422492401,0.19277670809265415,0.22103624689030774,0.1495881131950036,0.17895780395477648,0.2727272727272727,0.23738971200266357
-0.1724137931034483,-0.1856763925729443,0.1575091575091575,0.2850832381753711,0.2097605455122106,0.4379522061943533,0.36875852091755024,0.18766140602582496,0.21538117510650193,0.44178082191780826,0.3083832335329341,0.41641337386018235,0.2039792286597818,0.18661552195250158,0.14021658036446366,0.17012048837789626,0.2727272727272727,0.23272848343599134
-0.07088122605363985,-0.19363395225464192,0.0695970695970696,0.2809063044654126,0.2206232159847764,0.46656431366170525,0.4007167989331365,0.2048780487804878,0.24073753925022834,0.4486301369863014,0.17964071856287425,0.41641337386018235,0.2039792286597818,0.17075552494324386,0.14912909873907682,0.17119435634407368,0.2727272727272727,0.2330614283336108
-0.18199233716475097,-0.35809018567639256,0.05860805860805861,0.2779814492056814,0.21554868379321282,0.4753301196846116,0.40470563020557365,0.21348637015781924,0.26187314594790123,0.4571917808219178,0.2155688622754491,0.4194528875379939,0.2039792286597818,0.15468708225900735,0.13293868234633652,0.18181934992070647,0.2727272727272727,0.23289495588480105
