saldo,popsize,avgemployers,avgsalary,shoparea,foodseats,retailturnover,livarea,sportsvenue,servicesnum,roadslen,livestock,harvest,agrprod,hospitals,beforeschool
0.05066921606118547,0.2599214696396017,0.14732803069667053,0.33617053125734164,0.1975765522443597,0.41076154072331666,0.15613648011496792,0.35616438356164387,0.42813455657492355,0.2347266881028939,0.48077484100589296,0.19670366501368783,0.2887250577777423,0.1694060867571229,0.23863636363636365,0.20583664306682783
0.01338432122370937,0.2621451609672056,0.13401814620888125,0.3014674041718036,0.21934935971264904,0.44251690679211997,0.13152406973133038,0.363013698630137,0.42201834862385323,0.2604501607717042,0.48077484100589296,0.18933743030700392,0.28379221567163876,0.17079903962571602,0.23863636363636365,0.20877223277499568
0.040152963671128104,0.26133381413145823,0.1326591790239418,0.3004096330284766,0.22002014899115824,0.46162893266686267,0.14858328035536086,0.36986301369863017,0.3394495412844037,0.2379421221864952,0.48077484100589296,0.1938217571809168,0.3365896962028348,0.17607524474687172,0.22727272727272727,0.19392160248661716
0.1491395793499044,0.09962537812769197,0.05743634837523482,0.32758409201003763,0.07946954490111555,0.019406057042046457,0.026398185332733054,0.4520547945205479,0.1743119266055046,0.17684887459807075,0.2252173405682945,0.11828298964910693,0.06053199430006107,0.09150577011121502,0.14772727272727273,0.06561906406492833
0.10420650095602295,0.09714125448244085,0.05419880890523202,0.29834586634677157,0.07209719103825525,0.019406057042046457,0.02762551590664287,0.4623287671232877,0.1437308868501529,0.17684887459807075,0.2252173405682945,0.10900363785818959,0.044295311121666556,0.14055885193051637,0.125,0.06561906406492833
0.06022944550669216,0.09526814512090069,0.045245613333866265,0.3083123779862825,0.07253383688936027,0.019406057042046457,0.028880326908355982,0.46746575342465757,0.1437308868501529,0.14469453376205788,0.2252173405682945,0.10352116294032886,0.05729636090033489,0.16522468963348658,0.125,0.07943360386807115
0.13479923518164436,0.09377566760822967,0.043207162556457096,0.31325746448478253,0.07630544453078923,0.005880623346074684,0.03256565846314703,0.4743150684931507,0.10091743119266056,0.12540192926045016,0.2252173405682945,0.1012288474570466,0.07132012661208881,0.12333895975127875,0.10227272727272728,0.0764980141599033
0.11281070745697896,0.0925336057856041,0.03968983572484912,0.3595183685349623,0.07421587264622574,0.008232872684504558,0.028272260816411907,0.4863013698630137,0.11009174311926606,0.10289389067524116,0.2252173405682945,0.09685461044092211,0.04761045627452311,0.12147355867182717,0.10227272727272728,0.07667069590744258
0.16347992351816443,0.09032994771320392,0.0409288940405292,0.3643174903480523,0.07505119514399188,0.011761246692149369,0.025790282648585263,0.49828767123287676,0.11009174311926606,0.09646302250803858,0.2252173405682945,0.08549089067587834,0.05506292684679219,0.12374174160871389,0.10227272727272728,0.0742531514418926
0.25717017208413,0.29499969950117194,0.2490507214516967,0.4031052556076933,0.35221499682324325,0.15466039400176418,0.11581402500659808,0.4212328767123288,0.28440366972477066,0.40836012861736337,0.19277670809265415,0.2635697981930585,0.17465339341952427,0.1676422269323361,0.2727272727272727,0.23208426869279916
0.05640535372848948,0.2917643287857844,0.24413445781206283,0.3717056265086041,0.35389829822025687,0.14760364598647457,0.11250701852056193,0.4280821917808219,0.2874617737003058,0.42443729903536975,0.19277670809265415,0.2510171079639003,0.16695911451368903,0.1819286511597351,0.2727272727272727,0.24020031082714557
0.04206500956022945,0.2878678606486768,0.23626044206403132,0.378365149659765,0.37125022465112634,0.14760364598647457,0.13252780641447265,0.4315068493150685,0.2874617737003058,0.4212218649517685,0.19277670809265415,0.25055473056118915,0.1927398424932842,0.20445202537119217,0.2727272727272727,0.24831635296149196
0.26673040152963673,0.2864354829016167,0.22610815780007196,0.3960644242823671,0.37112366063631325,0.14760364598647457,0.2264519466835947,0.43493150684931503,0.2874617737003058,0.4565916398713826,0.19277670809265415,0.2386674723613296,0.16166423847139452,0.19687351573488243,0.2727272727272727,0.24624417199102056
0.1118546845124283,0.2850832381753711,0.21147927575042968,0.4289647448704862,0.391968753876023,0.19229638341664215,0.23328094719201134,0.44178082191780826,0.3149847094801223,0.4405144694533762,0.2039792286597818,0.2015011363719765,0.15153614950764183,0.18715148434630596,0.2727272727272727,0.24140908305992057
0.0869980879541109,0.2809063044654126,0.22243095247611816,0.45698968733302703,0.42593853545184623,0.20993825345486622,0.2607446131408535,0.4486301369863014,0.1834862385321101,0.4405144694533762,0.2039792286597818,0.1843760473826748,0.16116816815618154,0.1883328587109011,0.2727272727272727,0.24175444655499914
0.2045889101338432,0.2779814492056814,0.217314840721052,0.46557560536475734,0.4301784299480835,0.21875918847397824,0.2836367454150548,0.4571917808219178,0.22018348623853212,0.4437299035369775,0.2039792286597818,0.16702588579522798,0.14367071277177493,0.20002153500143519,0.2727272727272727,0.24158176480745985
0.15105162523900573,0.2741651140893884,0.2123186378352452,0.4420863517196787,0.4279445750866331,0.22463981182005294,0.2704143982840996,0.4691780821917808,0.2324159021406728,0.4340836012861736,0.21366474123344417,0.1620742886360356,0.15730602046070516,0.2214249531112974,0.2727272727272727,0.23743740286651702
0.14531548757170173,0.10465372518380511,0.06507054638474759,0.2859602759718997,0.05231776680327143,0.010585122022934431,0.031244010296784374,0.4606164383561644,0.1529051987767584,0.04823151125401929,0.1198436314837505,0.10303432112477584,0.05492394094096891,0.0686820843396246,0.18181818181818182,0.11742358832671386
0.16539196940726578,0.1040126610172887,0.06119349294536153,0.3166947905470165,0.051719119013205694,0.017935901205527786,0.03243452651401093,0.4708904109589041,0.1529051987767584,0.04501607717041801,0.12147733239978994,0.09122534904601022,0.050786136535091744,0.05485537506157803,0.17045454545454544,0.11258849939561388
0.14818355640535372,0.10177895306208305,0.05691674327511092,0.33566458166576923,0.0481411543144407,0.017935901205527786,0.03054480578763174,0.48458904109589046,0.08256880733944955,0.03858520900321544,0.12147733239978994,0.07531369493366474,0.05383863744317025,0.05345435956480194,0.17045454545454544,0.11258849939561388
0.13766730401529637,0.09900434721637918,0.05196051001239058,0.3519182753939263,0.048096856909256136,0.01323140252866804,0.025486794583659936,0.49828767123287676,0.07951070336391437,0.03536977491961415,0.12334441916097788,0.06368086662736051,0.04814500516906226,0.04914584378536765,0.17045454545454544,0.11258849939561388
0.16061185468451242,0.09639000741230443,0.048283304688436786,0.345855624117707,0.047418473789858175,0.01323140252866804,0.02167346774237965,0.5154109589041096,0.10091743119266056,0.03215434083601286,0.12392788377384911,0.056243685123435194,0.0597766326453225,0.06764250991306364,0.17045454545454544,0.11621481609393887
0.18546845124282982,0.0957990263837971,0.0544785962668372,0.32570879704609856,0.0768344821127078,0.010585122022934431,0.0200770333669315,0.4246575342465754,0.14678899082568808,0.20257234726688103,0.19254332224750567,0.0911250449533586,0.10056025450147488,0.08652254077253702,0.09090909090909091,0.1055085477465032
0.1089866156787763,0.08969890017428932,0.047683760342139975,0.29175228496998906,0.07491956856858631,0.010585122022934431,0.01951205033448485,0.4434931506849315,0.13149847094801223,0.15434083601286175,0.1600443433105782,0.07283300347150018,0.12202651190081787,0.09322644012873714,0.09090909090909091,0.07770678639267829
0.045889101338432124,0.08848688823446922,0.04448619049522363,0.3177243757159698,0.07323373589127645,0.010585122022934431,0.01879655071831653,0.45376712328767127,0.13149847094801223,0.1382636655948553,0.162786626991073,0.06235734189261591,0.10836430113879032,0.09892215785925366,0.09090909090909091,0.07736142289759973
0.019120458891013385,0.0864735460865036,0.04440625124905072,0.3366462755020364,0.07292998225572513,0.010585122022934431,0.019393846189582464,0.4623287671232877,0.10397553516819572,0.1382636655948553,0.162786626991073,0.061129228367954556,0.11065976393950401,0.10678840229622132,0.09090909090909091,0.07736142289759973
0.058317399617590825,0.08520143438107258,0.04408649426435909,0.34476970920453814,0.07274393315394995,0.010585122022934431,0.02944586583292397,0.4691780821917808,0.11926605504587157,0.1382636655948553,0.16646245405216173,0.05704856430593237,0.09858259922005037,0.13550864745355307,0.09090909090909091,0.08254187532377828
0.09751434034416825,0.08395937255844702,0.04384667652584036,0.33705534739735254,0.0689065122248182,0.012055277859453102,0.028411593429733248,0.48116438356164387,0.11926605504587157,0.1189710610932476,0.16657914697473597,0.05543635949965383,0.08729288824846625,0.1724384411968859,0.09090909090909091,0.06786392678293904
