reg,interreg,internat,popsize,avgemployers,avgsalary,shoparea,foodseats,retailturnover,livarea,sportsvenue,servicesnum,roadslen,livestock,harvest,agrprod,hospitals,beforeschool
651.0,437.0,302.0,146811.0,30629.0,47728.21752,92043.1,3787.0,4325559.084,57.2,344.0,349.0,1757.5,477020.0,146006.27,10104464.1881,87.0,6710.0
