reg,interreg,internat,popsize,avgemployers,avgsalary,shoparea,foodseats,retailturnover,livarea,sportsvenue,servicesnum,roadslen,livestock,harvest,agrprod,hospitals,beforeschool
522.0,377.0,273.0,99834.0,25224.0,47112.03156,83984.5,3485.0,3962234.13777,58.4,334.0,329.0,1713.9,441362.0,135377.0,9975385.2777,88.0,6007.0
