oktmo,name,year,inflow
01601000,Алейский муниципальный район,2018,12.0
01601402,Алейский сельсовет,2018,3.0
01601408,Безголосовский сельсовет,2018,3.0
01601413,Большепанюшевский сельсовет,2018,1.0
01601423,Дубровский сельсовет,2018,1.0
01601426,Заветильичёвский сельсовет,2018,1.0
01601432,Кашинский сельсовет,2018,2.0
01601464,Моховской сельсовет,2018,1.0
01602000,Алтайский муниципальный район,2018,26.0
01602405,Айский сельсовет,2018,2.0
01602407,Алтайский сельсовет,2018,23.0
01602457,Пролетарский сельсовет,2018,1.0
01603000,Баевский муниципальный район,2018,4.0
01603407,Баевский сельсовет,2018,1.0
01603437,Нижнечуманский сельсовет,2018,1.0
01603458,Плотавский сельсовет,2018,1.0
01603469,Прослаухинский сельсовет,2018,1.0
01604000,Бийский муниципальный район,2018,32.0
01604410,Большеугреневский сельсовет,2018,1.0
01604415,Верх-Бехтемирский сельсовет,2018,1.0
01604417,Верх-Катунский сельсовет,2018,2.0
01604422,Енисейский сельсовет,2018,1.0
01604424,Заринский сельсовет,2018,1.0
01604437,Лесной сельсовет,2018,1.0
01604455,Малоенисейский сельсовет,2018,1.0
01604459,Малоугреневский сельсовет,2018,5.0
01604470,Первомайский сельсовет,2018,4.0
01604483,Сростинский сельсовет,2018,7.0
01604488,Усятский сельсовет,2018,1.0
01604495,Шебалинский сельсовет,2018,7.0
01605000,Благовещенский муниципальный район,2018,47.0
01605151,Благовещенский поссовет,2018,19.0
01605157,Степноозёрский поссовет,2018,8.0
01605420,Гляденьский сельсовет,2018,3.0
01605436,Леньковский сельсовет,2018,2.0
01605447,Нижнекучукский сельсовет,2018,2.0
01605456,Новокулундинский сельсовет,2018,3.0
01605458,Орлеанский сельсовет,2018,2.0
01605483,Шимолинский сельсовет,2018,3.0
01605494,Яготинский сельсовет,2018,5.0
01606000,Бурлинский муниципальный район,2018,13.0
01606411,Бурлинский сельсовет,2018,8.0
01606455,Ореховский сельсовет,2018,1.0
01606466,Партизанский сельсовет,2018,3.0
01606477,Устьянский сельсовет,2018,1.0
01607000,Быстроистокский муниципальный район,2018,1.0
01607455,Хлеборобный сельсовет,2018,1.0
01608000,Волчихинский муниципальный район,2018,9.0
01608421,Волчихинский сельсовет,2018,7.0
01608434,Малышево-Логовской сельсовет,2018,1.0
01608478,Солоновский сельсовет,2018,1.0
01609000,Егорьевский муниципальный район,2018,18.0
01609411,Кругло-Семенцовский сельсовет,2018,6.0
01609433,Новоегорьевский сельсовет,2018,4.0
01609444,Первомайский сельсовет,2018,5.0
01609455,Сростинский сельсовет,2018,3.0
01610000,Ельцовский муниципальный район,2018,2.0
01610422,Ельцовский сельсовет,2018,1.0
01610488,Черемшанский сельсовет,2018,1.0
01611000,Завьяловский муниципальный район,2018,7.0
01611411,Гилёвский сельсовет,2018,1.0
01611423,Гоноховский сельсовет,2018,2.0
01611434,Завьяловский сельсовет,2018,3.0
01611445,Камышенский сельсовет,2018,1.0
01612000,Залесовский муниципальный район,2018,9.0
01612426,Залесовский сельсовет,2018,7.0
01612481,Черёмушкинский сельсовет,2018,2.0
01613000,Заринский муниципальный район,2018,26.0
01613428,Голухинский сельсовет,2018,1.0
01613430,Гоношихинский сельсовет,2018,2.0
01613434,Гришинский сельсовет,2018,3.0
01613436,Жуланихинский сельсовет,2018,3.0
01613438,Зыряновский сельсовет,2018,2.0
01613450,Комарский сельсовет,2018,1.0
01613461,Новозыряновский сельсовет,2018,1.0
01613474,Смазневский сельсовет,2018,4.0
01613487,Стародраченинский сельсовет,2018,5.0
01613488,Тягунский сельсовет,2018,1.0
01613492,Хмелевский сельсовет,2018,1.0
01613496,Яновский сельсовет,2018,2.0
01614000,Змеиногорский муниципальный район,2018,21.0
01614101,город Змеиногорск,2018,18.0
01614433,Карамышевский сельсовет,2018,1.0
01614455,Октябрьский сельсовет,2018,1.0
