oktmo,name,year,inflow
01601000,Алейский муниципальный район,2017,9.0
01601426,Заветильичёвский сельсовет,2017,1.0
01601432,Кашинский сельсовет,2017,2.0
01601438,Кировский сельсовет,2017,2.0
01601460,Малиновский сельсовет,2017,1.0
01601464,Моховской сельсовет,2017,2.0
01601468,Осколковский сельсовет,2017,1.0
01602000,Алтайский муниципальный район,2017,5.0
01602407,Алтайский сельсовет,2017,4.0
01602479,Старобелокурихинский сельсовет,2017,1.0
01603000,Баевский муниципальный район,2017,4.0
01603407,Баевский сельсовет,2017,1.0
01603416,Верх-Пайвинский сельсовет,2017,1.0
01603455,Паклинский сельсовет,2017,1.0
01603458,Плотавский сельсовет,2017,1.0
01604000,Бийский муниципальный район,2017,52.0
01604415,Верх-Бехтемирский сельсовет,2017,6.0
01604417,Верх-Катунский сельсовет,2017,5.0
01604422,Енисейский сельсовет,2017,2.0
01604424,Заринский сельсовет,2017,2.0
01604437,Лесной сельсовет,2017,3.0
01604455,Малоенисейский сельсовет,2017,3.0
01604459,Малоугреневский сельсовет,2017,2.0
01604464,Новиковский сельсовет,2017,2.0
01604470,Первомайский сельсовет,2017,6.0
01604480,Светлоозёрский сельсовет,2017,10.0
01604483,Сростинский сельсовет,2017,7.0
01604488,Усятский сельсовет,2017,2.0
01604495,Шебалинский сельсовет,2017,2.0
01605000,Благовещенский муниципальный район,2017,45.0
01605151,Благовещенский поссовет,2017,15.0
01605157,Степноозёрский поссовет,2017,5.0
01605420,Гляденьский сельсовет,2017,3.0
01605436,Леньковский сельсовет,2017,10.0
01605447,Нижнекучукский сельсовет,2017,1.0
01605452,Николаевский сельсовет,2017,1.0
01605456,Новокулундинский сельсовет,2017,5.0
01605458,Орлеанский сельсовет,2017,2.0
01605461,Суворовский сельсовет,2017,1.0
01605494,Яготинский сельсовет,2017,2.0
01606000,Бурлинский муниципальный район,2017,25.0
01606411,Бурлинский сельсовет,2017,8.0
01606444,Новосельский сельсовет,2017,5.0
01606455,Ореховский сельсовет,2017,3.0
01606466,Партизанский сельсовет,2017,8.0
01606470,Рожковский сельсовет,2017,1.0
01607000,Быстроистокский муниципальный район,2017,3.0
01607405,Быстроистокский сельсовет,2017,3.0
01608000,Волчихинский муниципальный район,2017,5.0
01608421,Волчихинский сельсовет,2017,3.0
01608423,Востровский сельсовет,2017,1.0
01608489,Усть-Волчихинский сельсовет,2017,1.0
01609000,Егорьевский муниципальный район,2017,17.0
01609422,Лебяжинский сельсовет,2017,3.0
01609428,Малошелковниковский сельсовет,2017,1.0
01609433,Новоегорьевский сельсовет,2017,8.0
01609455,Сростинский сельсовет,2017,2.0
01609490,Шубинский сельсовет,2017,3.0
01610000,Ельцовский муниципальный район,2017,2.0
01610422,Ельцовский сельсовет,2017,2.0
01611000,Завьяловский муниципальный район,2017,3.0
01611423,Гоноховский сельсовет,2017,1.0
01611434,Завьяловский сельсовет,2017,1.0
01611489,Чистоозёрский сельсовет,2017,1.0
01612000,Залесовский муниципальный район,2017,15.0
01612426,Залесовский сельсовет,2017,10.0
01612437,Кордонский сельсовет,2017,1.0
01612459,Пещерский сельсовет,2017,2.0
01612470,Тундрихинский сельсовет,2017,1.0
01612492,Шатуновский сельсовет,2017,1.0
01613000,Заринский муниципальный район,2017,14.0
01613420,Верх-Камышенский сельсовет,2017,4.0
01613460,Новодраченинский сельсовет,2017,2.0
01613461,Новозыряновский сельсовет,2017,1.0
01613464,Новокопыловский сельсовет,2017,1.0
01613474,Смазневский сельсовет,2017,1.0
01613478,Сосновский сельсовет,2017,1.0
01613488,Тягунский сельсовет,2017,3.0
01613496,Яновский сельсовет,2017,1.0
01614000,Змеиногорский муниципальный район,2017,37.0
01614101,город Змеиногорск,2017,25.0
01614422,Барановский сельсовет,2017,6.0
01614433,Карамышевский сельсовет,2017,4.0
01614466,Саввушинский сельсовет,2017,1.0
01614488,Черепановский сельсовет,2017,1.0
01615000,Калманский муниципальный район,2017,3.0
01615409,Бурановский сельсовет,2017,1.0
01615457,Новоромановский сельсовет,2017,1.0
01615468,Обской сельсовет,2017,1.0
01616000,Каменский муниципальный район,2017,58.0
01616101,г Камень-на-Оби,2017,38.0
01616437,Корниловский сельсовет,2017,5.0
01616461,Новоярковский сельсовет,2017,6.0
01616468,Плотниковский сельсовет,2017,3.0
01616473,Попереченский сельсовет,2017,1.0
01616475,Пригородный сельсовет,2017,1.0
01616482,Рыбинский сельсовет,2017,1.0
01616490,Телеутский сельсовет,2017,2.0
01616494,Толстовский сельсовет,2017,1.0
01617000,Ключевский муниципальный район,2017,19.0
01617406,Васильчуковский сельсовет,2017,1.0
01617412,Зелёнополянский сельсовет,2017,1.0
01617415,Истимисский сельсовет,2017,3.0
01617420,Каипский сельсовет,2017,1.0
01617424,Ключевский сельсовет,2017,9.0
01617437,Новоцелинный сельсовет,2017,1.0
01617468,Покровский сельсовет,2017,1.0
01617479,Северский сельсовет,2017,2.0
01618000,Косихинский муниципальный район,2017,6.0
01618420,Глушинский сельсовет,2017,1.0
01618430,Контошинский сельсовет,2017,3.0
01618434,Косихинский сельсовет,2017,1.0
01618460,Налобихинский сельсовет,2017,1.0
01619000,Красногорский муниципальный район,2017,8.0
01619407,Быстрянский сельсовет,2017,3.0
01619423,Красногорский сельсовет,2017,3.0
01619445,Новозыковский сельсовет,2017,1.0
01619478,Усть-Ишинский сельсовет,2017,1.0
01620000,Краснощёковский муниципальный район,2017,6.0
01620406,Акимовский сельсовет,2017,1.0
01620412,Берёзовский сельсовет,2017,1.0
01620430,Краснощёковский сельсовет,2017,1.0
01620442,Маралихинский сельсовет,2017,3.0
01621000,Крутихинский муниципальный район,2017,12.0
01621412,Волчно-Бурлинский сельсовет,2017,2.0
01621418,Долганский сельсовет,2017,1.0
01621430,Крутихинский сельсовет,2017,3.0
01621446,Подборный сельсовет,2017,5.0
01621448,Прыганский сельсовет,2017,1.0
01622000,Кулундинский муниципальный район,2017,114.0
01622411,Ананьевский сельсовет,2017,3.0
01622444,Златополинский сельсовет,2017,5.0
01622455,Константиновский сельсовет,2017,3.0
01622460,Кулундинский сельсовет,2017,82.0
01622466,Курский сельсовет,2017,8.0
01622472,Мирабилитский сельсовет,2017,7.0
01622477,Октябрьский сельсовет,2017,6.0
01623000,Курьинский муниципальный район,2017,1.0
01623466,Курьинский сельсовет,2017,1.0
01624000,Кытмановский муниципальный район,2017,15.0
01624407,Дмитро-Титовский сельсовет,2017,1.0
01624423,Кытмановский сельсовет,2017,9.0
01624434,Червовский сельсовет,2017,1.0
01624446,Новотарабинский сельсовет,2017,1.0
01624457,Октябрьский сельсовет,2017,3.0
01625000,Локтевский муниципальный район,2017,71.0
01625101,город Горняк,2017,50.0
01625404,Александровский сельсовет,2017,1.0
01625409,Второкаменский сельсовет,2017,1.0
01625417,Гилёвский сельсовет,2017,1.0
01625426,Кировский сельсовет,2017,5.0
01625434,Локтевский сельсовет,2017,3.0
01625440,Масальский сельсовет,2017,2.0
01625449,Николаевский сельсовет,2017,1.0
01625456,Новенский сельсовет,2017,1.0
01625459,Новомихайловский сельсовет,2017,1.0
01625466,Покровский сельсовет,2017,2.0
01625473,Ремовский сельсовет,2017,1.0
01625476,Самарский сельсовет,2017,1.0
01625484,Успенский сельсовет,2017,1.0
01626000,Мамонтовский муниципальный район,2017,18.0
01626406,Буканский сельсовет,2017,1.0
01626412,Гришенский сельсовет,2017,2.0
01626429,Комсомольский сельсовет,2017,1.0
01626449,Мамонтовский сельсовет,2017,12.0
01626460,Островновский сельсовет,2017,1.0
01626468,Покровский сельсовет,2017,1.0
01627000,Михайловский муниципальный район,2017,64.0
01627154,Малиновоозёрский поссовет,2017,14.0
01627411,Бастанский сельсовет,2017,2.0
01627416,Михайловский сельсовет,2017,39.0
01627420,Назаровский сельсовет,2017,1.0
01627422,Николаевский сельсовет,2017,5.0
01627444,Ракитовский сельсовет,2017,3.0
01628000,Новичихинский муниципальный район,2017,1.0
01628433,Мельниковский сельсовет,2017,1.0
01629000,Зональный муниципальный район,2017,59.0
01629412,Буланихинский сельсовет,2017,7.0
01629426,Зональный сельсовет,2017,2.0
01629442,Луговской сельсовет,2017,4.0
01629466,Новочемровский сельсовет,2017,17.0
01629470,Октябрьский сельсовет,2017,1.0
01629474,Плешковский сельсовет,2017,11.0
01629480,Соколовский сельсовет,2017,6.0
01629493,Чемровский сельсовет,2017,4.0
01629496,Шубенский сельсовет,2017,7.0
01630000,Павловский муниципальный район,2017,66.0
01630401,Арбузовский сельсовет,2017,1.0
01630432,Колыванский сельсовет,2017,4.0
01630437,Комсомольский сельсовет,2017,8.0
01630455,Новозоринский сельсовет,2017,4.0
01630460,Павловский сельсовет,2017,28.0
01630462,Павлозаводской сельсовет,2017,4.0
01630464,Прутской сельсовет,2017,6.0
01630466,Рогозихинский сельсовет,2017,1.0
01630473,Стуковский сельсовет,2017,1.0
01630482,Черемновский сельсовет,2017,2.0
01630485,Чернопятовский сельсовет,2017,5.0
01630490,Шаховский сельсовет,2017,2.0
01631000,Панкрушихинский муниципальный район,2017,8.0
01631433,Кривинский сельсовет,2017,2.0
01631456,Панкрушихинский сельсовет,2017,5.0
01631467,Подойниковский сельсовет,2017,1.0
01632000,Первомайский муниципальный район,2017,141.0
01632406,Акуловский сельсовет,2017,1.0
01632412,Баюновоключевский сельсовет,2017,3.0
01632416,Берёзовский сельсовет,2017,32.0
01632420,Бобровский сельсовет,2017,15.0
01632422,Боровихинский сельсовет,2017,18.0
01632425,Жилинский сельсовет,2017,3.0
01632430,Журавлихинский сельсовет,2017,1.0
01632434,Зудиловский сельсовет,2017,22.0
01632442,Логовской сельсовет,2017,1.0
01632445,Новоберёзовский сельсовет,2017,3.0
01632449,Первомайский сельсовет,2017,6.0
01632454,Повалихинский сельсовет,2017,2.0
01632461,Рассказихинский сельсовет,2017,4.0
01632472,Санниковский сельсовет,2017,13.0
01632483,Северный сельсовет,2017,7.0
01632494,Сибирский сельсовет,2017,8.0
01632496,Солнечный сельсовет,2017,1.0
01632497,Сорочелоговской сельсовет,2017,1.0
01633000,Петропавловский муниципальный район,2017,22.0
01633407,Антоньевский сельсовет,2017,4.0
01633414,Зеленодольский сельсовет,2017,1.0
01633434,Николаевский сельсовет,2017,2.0
01633440,Новообинский сельсовет,2017,13.0
01633457,Петропавловский сельсовет,2017,1.0
01633479,Соловьихинский сельсовет,2017,1.0
01634000,Поспелихинский муниципальный район,2017,20.0
01634439,Клепечихинский сельсовет,2017,2.0
01634445,Красноалтайский сельсовет,2017,1.0
01634467,Мамонтовский сельсовет,2017,2.0
01634478,Николаевский сельсовет,2017,2.0
01634495,Поспелихинский Центральный сельсовет,2017,13.0
01635000,Ребрихинский муниципальный район,2017,16.0
01635407,Беловский сельсовет,2017,7.0
01635430,Зеленорощинский сельсовет,2017,1.0
01635458,Плоскосеминский сельсовет,2017,1.0
01635464,Ребрихинский сельсовет,2017,3.0
01635476,Станционно-Ребрихинский сельсовет,2017,3.0
01635479,Усть-Мосихинский сельсовет,2017,1.0
01636000,Родинский муниципальный район,2017,16.0
01636410,Зелёнолуговской сельсовет,2017,1.0
01636434,Мирненский сельсовет,2017,2.0
01636451,Раздольненский сельсовет,2017,3.0
01636456,Родинский сельсовет,2017,8.0
01636468,Степновский сельсовет,2017,1.0
01636480,Центральный сельсовет,2017,1.0
01637000,Романовский муниципальный район,2017,5.0
01637407,Гилёв-Логовской сельсовет,2017,1.0
01637417,Гуселетовский сельсовет,2017,1.0
01637468,Романовский сельсовет,2017,2.0
01637482,Тамбовский сельсовет,2017,1.0
01638000,Рубцовский муниципальный район,2017,212.0
01638406,Безрукавский сельсовет,2017,30.0
01638412,Бобковский сельсовет,2017,4.0
01638415,Большешелковниковский сельсовет,2017,8.0
01638418,Веселоярский сельсовет,2017,46.0
01638420,Вишнёвский сельсовет,2017,7.0
01638422,Дальний сельсовет,2017,4.0
01638425,Куйбышевский сельсовет,2017,19.0
01638437,Новоалександровский сельсовет,2017,32.0
01638440,Новониколаевский сельсовет,2017,13.0
01638444,Новороссийский сельсовет,2017,4.0
01638447,Новосклюихинский сельсовет,2017,14.0
01638451,Половинкинский сельсовет,2017,5.0
01638460,Ракитовский сельсовет,2017,3.0
01638462,Рубцовский сельсовет,2017,10.0
01638465,Самарский сельсовет,2017,7.0
01638467,Саратовский сельсовет,2017,5.0
01638471,Тишинский сельсовет,2017,1.0
01640000,Смоленский муниципальный район,2017,1.0
01640456,Смоленский сельсовет,2017,1.0
01641000,Суетский муниципальный район,2017,6.0
01641404,Александровский сельсовет,2017,2.0
01641425,Нижнесуетский сельсовет,2017,4.0
01642000,Советский муниципальный район,2017,5.0
01642411,Кокшинский сельсовет,2017,1.0
01642452,Советский сельсовет,2017,3.0
01642472,Шульгинский сельсовет,2017,1.0
01643000,Солонешенский муниципальный район,2017,17.0
01643434,Лютаевский сельсовет,2017,2.0
