oktmo,name,year,inflow
01601000,Алейский муниципальный район,2019,34.0
01601402,Алейский сельсовет,2019,3.0
01601408,Безголосовский сельсовет,2019,2.0
01601413,Большепанюшевский сельсовет,2019,1.0
01601417,Боровской сельсовет,2019,2.0
01601420,Дружбинский сельсовет,2019,1.0
01601426,Заветильичёвский сельсовет,2019,5.0
01601432,Кашинский сельсовет,2019,2.0
01601440,Краснопартизанский сельсовет,2019,1.0
01601468,Осколковский сельсовет,2019,3.0
01601477,Совхозный сельсовет,2019,2.0
01601485,Урюпинский сельсовет,2019,5.0
01601496,Фрунзенский сельсовет,2019,1.0
01601498,Чапаевский сельсовет,2019,6.0
01602000,Алтайский муниципальный район,2019,29.0
01602405,Айский сельсовет,2019,10.0
01602407,Алтайский сельсовет,2019,9.0
01602427,Куячинский сельсовет,2019,2.0
01602446,Нижнекаменский сельсовет,2019,1.0
01602457,Пролетарский сельсовет,2019,1.0
01602468,Россошинский сельсовет,2019,1.0
01602479,Старобелокурихинский сельсовет,2019,5.0
01603000,Баевский муниципальный район,2019,52.0
01603407,Баевский сельсовет,2019,2.0
01603419,Верх-Чуманский сельсовет,2019,1.0
01603437,Нижнечуманский сельсовет,2019,28.0
01603458,Плотавский сельсовет,2019,21.0
01604000,Бийский муниципальный район,2019,99.0
01604410,Большеугреневский сельсовет,2019,2.0
01604415,Верх-Бехтемирский сельсовет,2019,8.0
01604417,Верх-Катунский сельсовет,2019,12.0
01604422,Енисейский сельсовет,2019,9.0
01604424,Заринский сельсовет,2019,4.0
01604434,Калининский сельсовет,2019,1.0
01604437,Лесной сельсовет,2019,1.0
01604455,Малоенисейский сельсовет,2019,2.0
01604459,Малоугреневский сельсовет,2019,10.0
01604464,Новиковский сельсовет,2019,2.0
01604470,Первомайский сельсовет,2019,10.0
01604480,Светлоозёрский сельсовет,2019,1.0
01604483,Сростинский сельсовет,2019,23.0
01604488,Усятский сельсовет,2019,10.0
01604495,Шебалинский сельсовет,2019,4.0
01605000,Благовещенский муниципальный район,2019,69.0
01605151,Благовещенский поссовет,2019,32.0
01605157,Степноозёрский поссовет,2019,5.0
