oktmo,name,year,inflow
01601000,Алейский муниципальный район,2013,33.0
01601402,Алейский сельсовет,2013,1.0
01601404,Александровский сельсовет,2013,1.0
01601413,Большепанюшевский сельсовет,2013,1.0
01601417,Боровской сельсовет,2013,2.0
01601420,Дружбинский сельсовет,2013,2.0
01601426,Заветильичёвский сельсовет,2013,1.0
01601430,Кабаковский сельсовет,2013,2.0
01601432,Кашинский сельсовет,2013,5.0
01601438,Кировский сельсовет,2013,5.0
01601440,Краснопартизанский сельсовет,2013,1.0
01601464,Моховской сельсовет,2013,2.0
01601477,Совхозный сельсовет,2013,1.0
01601485,Урюпинский сельсовет,2013,1.0
01601496,Фрунзенский сельсовет,2013,3.0
01601498,Чапаевский сельсовет,2013,5.0
01602000,Алтайский муниципальный район,2013,36.0
01602405,Айский сельсовет,2013,1.0
01602407,Алтайский сельсовет,2013,25.0
01602423,Куяганский сельсовет,2013,3.0
01602435,Макарьевский сельсовет,2013,1.0
01602446,Нижнекаменский сельсовет,2013,1.0
01602457,Пролетарский сельсовет,2013,3.0
01602479,Старобелокурихинский сельсовет,2013,2.0
01603000,Баевский муниципальный район,2013,4.0
01603407,Баевский сельсовет,2013,2.0
01603419,Верх-Чуманский сельсовет,2013,1.0
01603437,Нижнечуманский сельсовет,2013,1.0
01604000,Бийский муниципальный район,2013,28.0
01604422,Енисейский сельсовет,2013,2.0
01604424,Заринский сельсовет,2013,1.0
01604434,Калининский сельсовет,2013,1.0
01604437,Лесной сельсовет,2013,1.0
01604455,Малоенисейский сельсовет,2013,3.0
01604459,Малоугреневский сельсовет,2013,2.0
01604464,Новиковский сельсовет,2013,2.0
01604470,Первомайский сельсовет,2013,7.0
01604480,Светлоозёрский сельсовет,2013,1.0
01604483,Сростинский сельсовет,2013,8.0
01605000,Благовещенский муниципальный район,2013,30.0
01605151,Благовещенский поссовет,2013,17.0
01605157,Степноозёрский поссовет,2013,1.0
01605420,Гляденьский сельсовет,2013,5.0
01605456,Новокулундинский сельсовет,2013,1.0
01605458,Орлеанский сельсовет,2013,1.0
01605461,Суворовский сельсовет,2013,1.0
01605483,Шимолинский сельсовет,2013,1.0
01605494,Яготинский сельсовет,2013,3.0
01606000,Бурлинский муниципальный район,2013,24.0
01606411,Бурлинский сельсовет,2013,10.0
01606422,Михайловский сельсовет,2013,8.0
01606444,Новосельский сельсовет,2013,1.0
01606466,Партизанский сельсовет,2013,3.0
01606477,Устьянский сельсовет,2013,2.0
01607000,Быстроистокский муниципальный район,2013,9.0
01607403,Акутихинский сельсовет,2013,1.0
01607405,Быстроистокский сельсовет,2013,4.0
01607411,Верх-Ануйский сельсовет,2013,1.0
01607437,Приобский сельсовет,2013,1.0
01607455,Хлеборобный сельсовет,2013,2.0
01608000,Волчихинский муниципальный район,2013,9.0
01608410,Берёзовский сельсовет,2013,1.0
01608421,Волчихинский сельсовет,2013,7.0
01608430,Коминтерновский сельсовет,2013,1.0
01609000,Егорьевский муниципальный район,2013,80.0
01609411,Кругло-Семенцовский сельсовет,2013,17.0
01609422,Лебяжинский сельсовет,2013,7.0
01609433,Новоегорьевский сельсовет,2013,44.0
01609444,Первомайский сельсовет,2013,2.0
01609490,Шубинский сельсовет,2013,10.0
01610000,Ельцовский муниципальный район,2013,4.0
01610411,Верх-Ненинский сельсовет,2013,1.0
01610422,Ельцовский сельсовет,2013,2.0
01610433,Мартыновский сельсовет,2013,1.0
01611000,Завьяловский муниципальный район,2013,45.0
01611416,Глубоковский сельсовет,2013,2.0
01611423,Гоноховский сельсовет,2013,5.0
01611434,Завьяловский сельсовет,2013,24.0
01611456,Малиновский сельсовет,2013,3.0
01611467,Овечкинский сельсовет,2013,2.0
01611470,Тумановский сельсовет,2013,1.0
01611478,Харитоновский сельсовет,2013,1.0
01611489,Чистоозёрский сельсовет,2013,7.0
01612000,Залесовский муниципальный район,2013,9.0
01612426,Залесовский сельсовет,2013,7.0
01612492,Шатуновский сельсовет,2013,2.0
01613000,Заринский муниципальный район,2013,8.0
01613425,Воскресенский сельсовет,2013,1.0
01613430,Гоношихинский сельсовет,2013,1.0
01613450,Комарский сельсовет,2013,1.0
01613461,Новозыряновский сельсовет,2013,1.0
01613474,Смазневский сельсовет,2013,2.0
01613487,Стародраченинский сельсовет,2013,1.0
01613496,Яновский сельсовет,2013,1.0
01614000,Змеиногорский муниципальный район,2013,37.0
01614101,город Змеиногорск,2013,22.0
01614422,Барановский сельсовет,2013,6.0
01614433,Карамышевский сельсовет,2013,2.0
01614444,Кузьминский сельсовет,2013,3.0
01614477,Таловский сельсовет,2013,1.0
01614488,Черепановский сельсовет,2013,3.0
