oktmo,name,year,inflow
01601000,Алейский муниципальный район,2020,25.0
01601402,Алейский сельсовет,2020,3.0
01601413,Большепанюшевский сельсовет,2020,1.0
01601417,Боровской сельсовет,2020,4.0
01601423,Дубровский сельсовет,2020,1.0
01601426,Заветильичёвский сельсовет,2020,1.0
01601432,Кашинский сельсовет,2020,4.0
01601468,Осколковский сельсовет,2020,6.0
01601477,Совхозный сельсовет,2020,3.0
01601498,Чапаевский сельсовет,2020,2.0
01602000,Алтайский муниципальный район,2020,35.0
01602407,Алтайский сельсовет,2020,24.0
01602427,Куячинский сельсовет,2020,1.0
01602446,Нижнекаменский сельсовет,2020,2.0
01602468,Россошинский сельсовет,2020,4.0
01602479,Старобелокурихинский сельсовет,2020,4.0
01604000,Бийский муниципальный район,2020,69.0
01604410,Большеугреневский сельсовет,2020,2.0
01604415,Верх-Бехтемирский сельсовет,2020,1.0
01604417,Верх-Катунский сельсовет,2020,7.0
01604422,Енисейский сельсовет,2020,9.0
01604424,Заринский сельсовет,2020,3.0
01604437,Лесной сельсовет,2020,2.0
01604455,Малоенисейский сельсовет,2020,3.0
01604459,Малоугреневский сельсовет,2020,4.0
01604464,Новиковский сельсовет,2020,2.0
01604470,Первомайский сельсовет,2020,13.0
01604480,Светлоозёрский сельсовет,2020,5.0
01604483,Сростинский сельсовет,2020,11.0
01604488,Усятский сельсовет,2020,4.0
01604495,Шебалинский сельсовет,2020,3.0
01605000,Благовещенский муниципальный район,2020,58.0
01605151,Благовещенский поссовет,2020,29.0
01605157,Степноозёрский поссовет,2020,6.0
01605420,Гляденьский сельсовет,2020,1.0
01605436,Леньковский сельсовет,2020,9.0
01605447,Нижнекучукский сельсовет,2020,1.0
01605452,Николаевский сельсовет,2020,3.0
01605458,Орлеанский сельсовет,2020,2.0
01605461,Суворовский сельсовет,2020,1.0
01605494,Яготинский сельсовет,2020,6.0
01606000,Бурлинский муниципальный район,2020,16.0
01606411,Бурлинский сельсовет,2020,5.0
01606433,Новопесчанский сельсовет,2020,2.0
01606455,Ореховский сельсовет,2020,1.0
01606466,Партизанский сельсовет,2020,3.0
01606477,Устьянский сельсовет,2020,5.0
01607000,Быстроистокский муниципальный район,2020,7.0
01607403,Акутихинский сельсовет,2020,5.0
01607405,Быстроистокский сельсовет,2020,1.0
01607437,Приобский сельсовет,2020,1.0
01608000,Волчихинский муниципальный район,2020,28.0
01608410,Берёзовский сельсовет,2020,2.0
01608414,Бор-Форпостовский сельсовет,2020,1.0
01608421,Волчихинский сельсовет,2020,20.0
01608423,Востровский сельсовет,2020,2.0
01608467,Селивёрстовский сельсовет,2020,1.0
01608478,Солоновский сельсовет,2020,2.0
01609000,Егорьевский муниципальный район,2020,16.0
01609433,Новоегорьевский сельсовет,2020,11.0
01609444,Первомайский сельсовет,2020,1.0
01609455,Сростинский сельсовет,2020,1.0
01609466,Титовский сельсовет,2020,3.0
01610000,Ельцовский муниципальный район,2020,9.0
01610422,Ельцовский сельсовет,2020,9.0
01611000,Завьяловский муниципальный район,2020,7.0
01611434,Завьяловский сельсовет,2020,6.0
01611467,Овечкинский сельсовет,2020,1.0
01612000,Залесовский муниципальный район,2020,1.0
01612426,Залесовский сельсовет,2020,1.0
01613000,Заринский муниципальный район,2020,7.0
01613428,Голухинский сельсовет,2020,1.0
01613434,Гришинский сельсовет,2020,1.0
01613438,Зыряновский сельсовет,2020,2.0
01613461,Новозыряновский сельсовет,2020,1.0
01613494,Шпагинский сельсовет,2020,2.0
01614000,Змеиногорский муниципальный район,2020,75.0
01614101,город Змеиногорск,2020,50.0
01614422,Барановский сельсовет,2020,4.0
01614433,Карамышевский сельсовет,2020,3.0
01614444,Кузьминский сельсовет,2020,4.0
01614455,Октябрьский сельсовет,2020,4.0
01614466,Саввушинский сельсовет,2020,2.0
01614477,Таловский сельсовет,2020,2.0
01614488,Черепановский сельсовет,2020,6.0
01615000,Калманский муниципальный район,2020,19.0
01615414,Зимарёвский сельсовет,2020,3.0
01615427,Калманский сельсовет,2020,5.0
01615457,Новоромановский сельсовет,2020,6.0
01615468,Обской сельсовет,2020,1.0
01615485,Шадринский сельсовет,2020,4.0
01616000,Каменский муниципальный район,2020,38.0
01616101,г Камень-на-Оби,2020,22.0
01616417,Гоноховский сельсовет,2020,4.0
01616437,Корниловский сельсовет,2020,2.0
01616461,Новоярковский сельсовет,2020,2.0
01616490,Телеутский сельсовет,2020,5.0
01616494,Толстовский сельсовет,2020,3.0
01617000,Ключевский муниципальный район,2020,21.0
01617406,Васильчуковский сельсовет,2020,1.0
01617415,Истимисский сельсовет,2020,2.0
01617424,Ключевский сельсовет,2020,14.0
01617468,Покровский сельсовет,2020,2.0
01617479,Северский сельсовет,2020,2.0
01618000,Косихинский муниципальный район,2020,19.0
01618406,Баюновский сельсовет,2020,1.0
01618414,Верх-Жилинский сельсовет,2020,4.0
01618420,Глушинский сельсовет,2020,4.0
01618425,Каркавинский сельсовет,2020,1.0
01618434,Косихинский сельсовет,2020,5.0
01618449,Малаховский сельсовет,2020,3.0
01618460,Налобихинский сельсовет,2020,1.0
01619000,Красногорский муниципальный район,2020,24.0
01619405,Берёзовский сельсовет,2020,7.0
01619407,Быстрянский сельсовет,2020,5.0
01619423,Красногорский сельсовет,2020,6.0
01619456,Соусканихинский сельсовет,2020,2.0
01619478,Усть-Ишинский сельсовет,2020,4.0
01622000,Кулундинский муниципальный район,2020,113.0
01622411,Ананьевский сельсовет,2020,1.0
01622433,Воздвиженский сельсовет,2020,2.0
01622444,Златополинский сельсовет,2020,3.0
01622460,Кулундинский сельсовет,2020,86.0
01622466,Курский сельсовет,2020,6.0
01622472,Мирабилитский сельсовет,2020,4.0
01622477,Октябрьский сельсовет,2020,11.0
01623000,Курьинский муниципальный район,2020,5.0
01623411,Бугрышихинский сельсовет,2020,1.0
01623422,Ивановский сельсовет,2020,1.0
01623466,Курьинский сельсовет,2020,3.0
01624000,Кытмановский муниципальный район,2020,3.0
01624423,Кытмановский сельсовет,2020,3.0
01625000,Локтевский муниципальный район,2020,116.0
01625101,город Горняк,2020,83.0
01625413,Георгиевский сельсовет,2020,1.0
01625421,Золотухинский сельсовет,2020,3.0
01625426,Кировский сельсовет,2020,3.0
01625434,Локтевский сельсовет,2020,2.0
01625440,Масальский сельсовет,2020,4.0
01625456,Новенский сельсовет,2020,4.0
01625466,Покровский сельсовет,2020,1.0
01625473,Ремовский сельсовет,2020,5.0
