0-4,5-9,10-14,15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,risk
0.39938598939436226,0.27136258660508084,0.39866760168302945,0.4935813573180703,0.27185418857343147,0.4384930486593842,0.5050187166661146,0.6015410016510732,0.5272277227722773,0.5389887371195783,0.4657760432302612,0.6080341880341881,0.5115789473684209,0.08411458333333334,0.44381333333333334
0.4032096008931063,0.27486878018055844,0.4130434782608695,0.44566639411283726,0.2786073139385442,0.4080809334657398,0.4986914897141154,0.5955717370136743,0.5581458145814582,0.517948717948718,0.45496847793455425,0.6103931623931624,0.5247719298245613,0.10065104166666668,0.44014222222222227
0.4101032654200391,0.2801175729582196,0.41560308555399716,0.4214636140637776,0.2787475172333217,0.3700347567030784,0.5002153244774241,0.5983658608864992,0.5784878487848784,0.516175413371675,0.4312518763134194,0.610940170940171,0.5394385964912279,0.12041015624999998,0.5748177777777778
0.4060842869104103,0.29204283014906574,0.4230364656381487,0.4274325429272281,0.27169061806285777,0.3491807348560079,0.4924636432901581,0.597138139790864,0.6134113411341134,0.5219266714593818,0.41008706094265984,0.5943589743589744,0.5564912280701754,0.13110894097222223,0.4183466666666666
0.37940273513815237,0.30338022254881375,0.4325035063113604,0.4400654129190515,0.27498539549012735,0.3271164349553128,0.47291880610858983,0.6392616739342112,0.6198919891989199,0.5530313922837287,0.39177424196937854,0.5671452991452991,0.577578947368421,0.13774956597222224,0.4304444444444444
0.3543957577449065,0.29813142977115265,0.46437587657784013,0.4559280457890433,0.25007594345133777,0.34446375372393245,0.4506906946698911,0.6523855890944499,0.6473447344734473,0.5732087227414331,0.3766136295406785,0.5442735042735043,0.5998245614035087,0.14583333333333337,0.4492177777777777
0.3406921574099916,0.3007558261599832,0.47605189340813464,0.4786181520850367,0.23507419091015305,0.3600422045680238,0.4270050021532449,0.6566191101138817,0.6539153915391539,0.6208962377186676,0.3622635845091564,0.5167179487179487,0.6073684210526316,0.15301649305555554,0.6542755555555556
0.31668992464415296,0.3129120302330464,0.4904277699859747,0.5091986917416189,0.23640612221053864,0.3758689175769613,0.4030542948951536,0.676728334956183,0.6691269126912691,0.6525281572010544,0.33593515460822576,0.4605470085470086,0.6287719298245613,0.1591796875,0.6630844444444445
0.41306168015629363,0.24942263279445728,0.39814165497896215,0.3672935404742437,0.13305292674377847,0.28745655412115195,0.42137343889753864,0.5404089581304771,0.5803780378037803,0.6493649652528157,0.6166316421495046,0.7764102564102564,0.5154736842105262,0.08275824652777779,0.2590044444444444
0.4058889198995255,0.2635313877808104,0.3843618513323983,0.38851185609157807,0.11760719710246524,0.27464001986097314,0.4055388080962004,0.5274120486008212,0.5999099909990999,0.5938173975557154,0.59696787751426,0.8018119658119659,0.5414035087719298,0.10270182291666667,0.28990222222222223
0.40106056377337423,0.27577157253831625,0.38474754558204766,0.36197874080130826,0.13013202476924876,0.24217974180734853,0.3795342365919105,0.5080225223318233,0.6197119711971196,0.5641984184040258,0.5747523266286401,0.8217094017094018,0.5817543859649122,0.12350260416666667,0.35794666666666664
0.39101311749930223,0.2809153894604241,0.3799789621318373,0.38753066230580535,0.15623320481364647,0.19817527308838132,0.3466724086527313,0.5097159307395961,0.6046804680468045,0.5674574646537264,0.5561392975082557,0.8258119658119658,0.627719298245614,0.1341037326388889,0.3847644444444444
0.3595311191738766,0.30149065714885576,0.3976157082748948,0.4013491414554375,0.17868909919383108,0.17673162859980138,0.3067214363798987,0.5425680538503873,0.5837083708370836,0.5634795111430626,0.5303212248574002,0.8078632478632479,0.6796491228070174,0.142578125,0.38642666666666653
0.34245046050795425,0.30953180768423266,0.41595371669004205,0.40396565821749797,0.1921953499240565,0.15947740814299902,0.2855533839069799,0.5351170568561874,0.5746174617461746,0.6309130122214234,0.5042029420594416,0.7336752136752137,0.7578947368421053,0.15223524305555558,0.3468088888888889
0.40574937203460787,0.26008817971866466,0.4010168302945301,0.43977923139820113,0.2478093235191027,0.434272591857001,0.4865008116076457,0.6225816011176496,0.5708370837083708,0.5556673855739276,0.5018012608826179,0.622905982905983,0.47350877192982455,0.08100043402777778,0.7279111111111111
