oktmo,name,year,inflow
01601000,Алейский муниципальный район,2021,113.0
01601402,Алейский сельсовет,2021,31.0
01601408,Безголосовский сельсовет,2021,6.0
01601413,Большепанюшевский сельсовет,2021,3.0
01601417,Боровской сельсовет,2021,5.0
01601420,Дружбинский сельсовет,2021,5.0
01601423,Дубровский сельсовет,2021,1.0
01601426,Заветильичёвский сельсовет,2021,10.0
01601432,Кашинский сельсовет,2021,3.0
01601438,Кировский сельсовет,2021,2.0
01601440,Краснопартизанский сельсовет,2021,2.0
01601464,Моховской сельсовет,2021,4.0
01601473,Плотавский сельсовет,2021,6.0
01601475,Савинский сельсовет,2021,1.0
01601477,Совхозный сельсовет,2021,12.0
01601485,Урюпинский сельсовет,2021,3.0
01601496,Фрунзенский сельсовет,2021,12.0
01601498,Чапаевский сельсовет,2021,7.0
01602000,Алтайский муниципальный район,2021,465.0
01602405,Айский сельсовет,2021,97.0
01602407,Алтайский сельсовет,2021,237.0
01602412,Беловский сельсовет,2021,2.0
01602423,Куяганский сельсовет,2021,13.0
01602427,Куячинский сельсовет,2021,12.0
01602435,Макарьевский сельсовет,2021,9.0
01602446,Нижнекаменский сельсовет,2021,50.0
01602457,Пролетарский сельсовет,2021,19.0
01602468,Россошинский сельсовет,2021,9.0
01602479,Старобелокурихинский сельсовет,2021,17.0
01603000,Баевский муниципальный район,2021,86.0
01603407,Баевский сельсовет,2021,36.0
01603416,Верх-Пайвинский сельсовет,2021,4.0
01603419,Верх-Чуманский сельсовет,2021,6.0
01603437,Нижнечуманский сельсовет,2021,16.0
01603455,Паклинский сельсовет,2021,3.0
01603458,Плотавский сельсовет,2021,7.0
01603469,Прослаухинский сельсовет,2021,5.0
01603480,Ситниковский сельсовет,2021,9.0
01604000,Бийский муниципальный район,2021,320.0
01604410,Большеугреневский сельсовет,2021,7.0
01604415,Верх-Бехтемирский сельсовет,2021,6.0
01604417,Верх-Катунский сельсовет,2021,38.0
01604422,Енисейский сельсовет,2021,5.0
01604424,Заринский сельсовет,2021,13.0
01604434,Калининский сельсовет,2021,16.0
01604437,Лесной сельсовет,2021,23.0
01604455,Малоенисейский сельсовет,2021,29.0
01604459,Малоугреневский сельсовет,2021,23.0
01604464,Новиковский сельсовет,2021,5.0
01604470,Первомайский сельсовет,2021,57.0
01604480,Светлоозёрский сельсовет,2021,10.0
01604483,Сростинский сельсовет,2021,39.0
01604488,Усятский сельсовет,2021,14.0
01604495,Шебалинский сельсовет,2021,35.0
01605000,Благовещенский муниципальный район,2021,224.0
01605151,Благовещенский поссовет,2021,74.0
01605157,Степноозёрский поссовет,2021,41.0
01605406,Алексеевский сельсовет,2021,8.0
01605420,Гляденьский сельсовет,2021,28.0
01605436,Леньковский сельсовет,2021,23.0
01605447,Нижнекучукский сельсовет,2021,3.0
01605452,Николаевский сельсовет,2021,12.0
01605456,Новокулундинский сельсовет,2021,11.0
01605458,Орлеанский сельсовет,2021,2.0
01605461,Суворовский сельсовет,2021,11.0
01605483,Шимолинский сельсовет,2021,7.0
01605494,Яготинский сельсовет,2021,4.0
01606000,Бурлинский муниципальный район,2021,158.0
01606411,Бурлинский сельсовет,2021,70.0
01606422,Михайловский сельсовет,2021,12.0
01606430,Новоандреевский сельсовет,2021,3.0
01606433,Новопесчанский сельсовет,2021,3.0
01606444,Новосельский сельсовет,2021,27.0
01606455,Ореховский сельсовет,2021,9.0
01606466,Партизанский сельсовет,2021,6.0
01606470,Рожковский сельсовет,2021,7.0
01606477,Устьянский сельсовет,2021,21.0
01607000,Быстроистокский муниципальный район,2021,78.0
01607403,Акутихинский сельсовет,2021,5.0
01607405,Быстроистокский сельсовет,2021,41.0
01607411,Верх-Ануйский сельсовет,2021,13.0
01607422,Верх-Озёрнинский сельсовет,2021,4.0
01607433,Новопокровский сельсовет,2021,4.0
01607437,Приобский сельсовет,2021,3.0
01607444,Усть-Ануйский сельсовет,2021,4.0
01607455,Хлеборобный сельсовет,2021,4.0
01608000,Волчихинский муниципальный район,2021,104.0
01608410,Берёзовский сельсовет,2021,2.0
01608414,Бор-Форпостовский сельсовет,2021,1.0
01608421,Волчихинский сельсовет,2021,76.0
01608423,Востровский сельсовет,2021,8.0
01608430,Коминтерновский сельсовет,2021,2.0
01608467,Селивёрстовский сельсовет,2021,5.0
01608478,Солоновский сельсовет,2021,9.0
01608489,Усть-Волчихинский сельсовет,2021,1.0
01609000,Егорьевский муниципальный район,2021,103.0
01609411,Кругло-Семенцовский сельсовет,2021,9.0
01609422,Лебяжинский сельсовет,2021,20.0
01609428,Малошелковниковский сельсовет,2021,2.0
01609433,Новоегорьевский сельсовет,2021,45.0
01609444,Первомайский сельсовет,2021,9.0
01609455,Сростинский сельсовет,2021,7.0
01609466,Титовский сельсовет,2021,8.0
01609490,Шубинский сельсовет,2021,3.0
01610000,Ельцовский муниципальный район,2021,150.0
01610411,Верх-Ненинский сельсовет,2021,6.0
01610422,Ельцовский сельсовет,2021,84.0
01610433,Мартыновский сельсовет,2021,19.0
01610444,Новокаменский сельсовет,2021,8.0
01610466,Пуштулимский сельсовет,2021,25.0
01610488,Черемшанский сельсовет,2021,8.0
01611000,Завьяловский муниципальный район,2021,138.0
01611411,Гилёвский сельсовет,2021,9.0
01611416,Глубоковский сельсовет,2021,7.0
01611423,Гоноховский сельсовет,2021,4.0
01611434,Завьяловский сельсовет,2021,52.0
01611445,Камышенский сельсовет,2021,3.0
01611456,Малиновский сельсовет,2021,14.0
