name,year,inflow
Лесогорское,2022,179.0
Октябрьское,2022,130.0
Сельские поселения Чунского муниципального района/,2022,181.0
Балтуринское,2022,30.0
Бунбуйское,2022,5.0
Веселовское,2022,36.0
Каменское,2022,34.0
Мухинское,2022,9.0
Новочунское,2022,31.0
Таргизское,2022,35.0
Червянское,2022,1.0
Городские поселения Шелеховского муниципального района/,2022,235.0
Шелеховское,2022,235.0
Сельские поселения Шелеховского муниципального района/,2022,520.0
Баклашинское,2022,247.0
Большелугское,2022,176.0
Олхинское,2022,84.0
Подкаменское,2022,4.0
Шаманское,2022,9.0
Эхирит-Булагатский муниципальный район,2022,760.0
Сельские поселения Эхирит-Булагатского муниципального района/,2022,760.0
Алужинское,2022,19.0
Ахинское,2022,17.0
Гаханское,2022,21.0
Захальское,2022,55.0
Капсальское,2022,15.0
Корсукское,2022,18.0
Кулункунское,2022,25.0
Ново-Николаевское,2022,22.0
Олойское,2022,11.0
Тугутуйское,2022,34.0
Усть-Ордынское,2022,482.0
Харазаргайское,2022,18.0
Харатское,2022,23.0
город Иркутск,2022,12101.0
Ангарский,2022,2729.0
город Братск,2022,4051.0
Зиминское,2022,563.0
город Саянск,2022,1118.0
город Тулун,2022,600.0
город Усолье-Сибирское,2022,752.0
город Усть-Илимск,2022,1424.0
город Черемхово,2022,811.0
город Свирск,2022,211.0
ND,2022,3320.0
Муниципальные районы Республики Ингушетии,2022,2355.0
Назрановский муниципальный район,2022,1027.0
Сельские поселения Назрановского муниципального района/,2022,1027.0
Плиево,2022,125.0
Барсуки,2022,80.0
Долаково,2022,62.0
Кантышево,2022,157.0
Экажево,2022,265.0
Али-Юрт,2022,68.0
Гази-Юрт,2022,14.0
Сурхахи,2022,117.0
Яндаре,2022,139.0
Сунженский муниципальный район,2022,382.0
Сельские поселения Сунженского муниципального района/,2022,382.0
Нестеровское,2022,107.0
Троицкое,2022,177.0
Алхасты,2022,11.0
Галашки,2022,27.0
Мужичи,2022,3.0
Алкун,2022,2.0
Аршты,2022,24.0
Чемульга,2022,12.0
Берд-Юрт,2022,19.0
Малгобекский муниципальный район,2022,748.0
Сельские поселения Малгобекского муниципального района/,2022,748.0
Сагопши,2022,130.0
Пседах,2022,162.0
Инарки,2022,60.0
Вознесенское,2022,14.0
Южное,2022,20.0
Аки-Юрт,2022,42.0
Зязиков-Юрт,2022,47.0
Новый Редант,2022,66.0
Нижние Ачалуки,2022,76.0
Средние Ачалуки,2022,45.0
Верхние Ачалуки,2022,75.0
Вежарий,2022,11.0
Джейрахский муниципальный район,2022,198.0
Сельские поселения Джейрахского муниципального района/,2022,198.0
Джейрах,2022,104.0
Ольгети,2022,20.0
Ляжги,2022,16.0
Бейни,2022,12.0
Гули,2022,46.0
город Магас,2022,1888.0
город Назрань,2022,2161.0
город Карабулак,2022,766.0
город Малгобек,2022,697.0
город Сунжа,2022,385.0
