oktmo,name,year,outflow
01601000,Алейский муниципальный район,2020,15.0
01601402,Алейский сельсовет,2020,3.0
01601417,Боровской сельсовет,2020,1.0
01601420,Дружбинский сельсовет,2020,1.0
01601440,Краснопартизанский сельсовет,2020,1.0
01601468,Осколковский сельсовет,2020,3.0
01601477,Совхозный сельсовет,2020,2.0
01601485,Урюпинский сельсовет,2020,2.0
01601496,Фрунзенский сельсовет,2020,1.0
01601498,Чапаевский сельсовет,2020,1.0
01603000,Баевский муниципальный район,2020,51.0
01603407,Баевский сельсовет,2020,2.0
01603437,Нижнечуманский сельсовет,2020,28.0
01603458,Плотавский сельсовет,2020,21.0
01604000,Бийский муниципальный район,2020,80.0
01604410,Большеугреневский сельсовет,2020,1.0
01604415,Верх-Бехтемирский сельсовет,2020,6.0
01604417,Верх-Катунский сельсовет,2020,11.0
01604422,Енисейский сельсовет,2020,8.0
01604424,Заринский сельсовет,2020,4.0
01604434,Калининский сельсовет,2020,1.0
01604437,Лесной сельсовет,2020,1.0
01604455,Малоенисейский сельсовет,2020,1.0
01604459,Малоугреневский сельсовет,2020,9.0
01604464,Новиковский сельсовет,2020,1.0
01604470,Первомайский сельсовет,2020,9.0
01604480,Светлоозёрский сельсовет,2020,1.0
01604483,Сростинский сельсовет,2020,18.0
01604488,Усятский сельсовет,2020,4.0
01604495,Шебалинский сельсовет,2020,5.0
01605000,Благовещенский муниципальный район,2020,39.0
01605151,Благовещенский поссовет,2020,23.0
01605157,Степноозёрский поссовет,2020,1.0
01605420,Гляденьский сельсовет,2020,5.0
01605436,Леньковский сельсовет,2020,2.0
01605447,Нижнекучукский сельсовет,2020,1.0
01605456,Новокулундинский сельсовет,2020,1.0
01605458,Орлеанский сельсовет,2020,3.0
01605494,Яготинский сельсовет,2020,3.0
01606000,Бурлинский муниципальный район,2020,24.0
01606411,Бурлинский сельсовет,2020,8.0
01606444,Новосельский сельсовет,2020,4.0
01606466,Партизанский сельсовет,2020,8.0
01606477,Устьянский сельсовет,2020,4.0
01607000,Быстроистокский муниципальный район,2020,7.0
01607403,Акутихинский сельсовет,2020,4.0
01607405,Быстроистокский сельсовет,2020,1.0
01607455,Хлеборобный сельсовет,2020,2.0
01608000,Волчихинский муниципальный район,2020,39.0
01608421,Волчихинский сельсовет,2020,25.0
01608423,Востровский сельсовет,2020,6.0
01608430,Коминтерновский сельсовет,2020,2.0
01608434,Малышево-Логовской сельсовет,2020,2.0
01608478,Солоновский сельсовет,2020,4.0
01609000,Егорьевский муниципальный район,2020,2.0
01609433,Новоегорьевский сельсовет,2020,2.0
01610000,Ельцовский муниципальный район,2020,1.0
01610488,Черемшанский сельсовет,2020,1.0
01611000,Завьяловский муниципальный район,2020,44.0
01611411,Гилёвский сельсовет,2020,8.0
01611416,Глубоковский сельсовет,2020,7.0
01611423,Гоноховский сельсовет,2020,5.0
01611434,Завьяловский сельсовет,2020,16.0
01611445,Камышенский сельсовет,2020,2.0
01611456,Малиновский сельсовет,2020,1.0
01611470,Тумановский сельсовет,2020,1.0
01611478,Харитоновский сельсовет,2020,1.0
01611486,Чернавский сельсовет,2020,1.0
01611489,Чистоозёрский сельсовет,2020,2.0
01612000,Залесовский муниципальный район,2020,5.0
01612426,Залесовский сельсовет,2020,3.0
01612459,Пещерский сельсовет,2020,2.0
01613000,Заринский муниципальный район,2020,10.0
01613420,Верх-Камышенский сельсовет,2020,3.0
01613430,Гоношихинский сельсовет,2020,2.0
01613450,Комарский сельсовет,2020,2.0
01613460,Новодраченинский сельсовет,2020,1.0
01613468,Новомоношкинский сельсовет,2020,1.0
01613494,Шпагинский сельсовет,2020,1.0
01614000,Змеиногорский муниципальный район,2020,55.0
01614101,город Змеиногорск,2020,35.0
01614422,Барановский сельсовет,2020,4.0
01614433,Карамышевский сельсовет,2020,7.0
01614444,Кузьминский сельсовет,2020,1.0
01614455,Октябрьский сельсовет,2020,3.0
01614466,Саввушинский сельсовет,2020,1.0
01614477,Таловский сельсовет,2020,1.0
01614488,Черепановский сельсовет,2020,3.0
01615000,Калманский муниципальный район,2020,11.0
01615425,Калистратихинский сельсовет,2020,1.0
01615427,Калманский сельсовет,2020,9.0
01615457,Новоромановский сельсовет,2020,1.0
01616000,Каменский муниципальный район,2020,90.0
