oktmo,name,year,outflow
01611423,Гоноховский сельсовет,2017,1.0
01611434,Завьяловский сельсовет,2017,19.0
01611445,Камышенский сельсовет,2017,1.0
01611456,Малиновский сельсовет,2017,3.0
01611467,Овечкинский сельсовет,2017,3.0
01611478,Харитоновский сельсовет,2017,2.0
01611486,Чернавский сельсовет,2017,1.0
01612000,Залесовский муниципальный район,2017,6.0
01612422,Думчевский сельсовет,2017,1.0
01612426,Залесовский сельсовет,2017,3.0
01612459,Пещерский сельсовет,2017,1.0
01612492,Шатуновский сельсовет,2017,1.0
01613000,Заринский муниципальный район,2017,7.0
01613428,Голухинский сельсовет,2017,1.0
01613450,Комарский сельсовет,2017,2.0
01613460,Новодраченинский сельсовет,2017,1.0
01613487,Стародраченинский сельсовет,2017,3.0
01614000,Змеиногорский муниципальный район,2017,19.0
01614101,город Змеиногорск,2017,13.0
01614422,Барановский сельсовет,2017,1.0
01614455,Октябрьский сельсовет,2017,1.0
01614488,Черепановский сельсовет,2017,4.0
01615000,Калманский муниципальный район,2017,6.0
01615414,Зимарёвский сельсовет,2017,2.0
01615457,Новоромановский сельсовет,2017,4.0
01616000,Каменский муниципальный район,2017,43.0
01616101,г Камень-на-Оби,2017,37.0
01616437,Корниловский сельсовет,2017,1.0
01616468,Плотниковский сельсовет,2017,2.0
01616482,Рыбинский сельсовет,2017,1.0
01616486,Столбовский сельсовет,2017,1.0
01616490,Телеутский сельсовет,2017,1.0
01617000,Ключевский муниципальный район,2017,25.0
01617406,Васильчуковский сельсовет,2017,3.0
01617424,Ключевский сельсовет,2017,18.0
01617437,Новоцелинный сельсовет,2017,2.0
01617479,Северский сельсовет,2017,2.0
01618000,Косихинский муниципальный район,2017,10.0
01618414,Верх-Жилинский сельсовет,2017,1.0
01618430,Контошинский сельсовет,2017,1.0
01618434,Косихинский сельсовет,2017,8.0
01620000,Краснощёковский муниципальный район,2017,9.0
01620406,Акимовский сельсовет,2017,1.0
01620417,Верх-Камышенский сельсовет,2017,4.0
01620424,Карповский сельсовет,2017,1.0
01620430,Краснощёковский сельсовет,2017,3.0
01621000,Крутихинский муниципальный район,2017,6.0
01621412,Волчно-Бурлинский сельсовет,2017,2.0
01621442,Новодубровский сельсовет,2017,3.0
01621446,Подборный сельсовет,2017,1.0
01622000,Кулундинский муниципальный район,2017,85.0
01622411,Ананьевский сельсовет,2017,5.0
01622433,Воздвиженский сельсовет,2017,2.0
01622444,Златополинский сельсовет,2017,5.0
01622455,Константиновский сельсовет,2017,1.0
01622460,Кулундинский сельсовет,2017,50.0
01622466,Курский сельсовет,2017,7.0
01622472,Мирабилитский сельсовет,2017,7.0
01622477,Октябрьский сельсовет,2017,8.0
01623000,Курьинский муниципальный район,2017,2.0
01623466,Курьинский сельсовет,2017,2.0
01624000,Кытмановский муниципальный район,2017,10.0
01624407,Дмитро-Титовский сельсовет,2017,1.0
01624423,Кытмановский сельсовет,2017,3.0
01624434,Червовский сельсовет,2017,1.0
01624469,Порошинский сельсовет,2017,1.0
01624480,Семено-Красиловский сельсовет,2017,2.0
01624491,Сунгайский сельсовет,2017,1.0
01624494,Тяхтинский сельсовет,2017,1.0
01625000,Локтевский муниципальный район,2017,103.0
01625101,город Горняк,2017,62.0
01625404,Александровский сельсовет,2017,1.0
01625409,Второкаменский сельсовет,2017,1.0
01625413,Георгиевский сельсовет,2017,4.0
01625417,Гилёвский сельсовет,2017,1.0
01625421,Золотухинский сельсовет,2017,4.0
01625426,Кировский сельсовет,2017,9.0
01625434,Локтевский сельсовет,2017,2.0
01625449,Николаевский сельсовет,2017,3.0
01625456,Новенский сельсовет,2017,2.0
01625459,Новомихайловский сельсовет,2017,3.0
01625466,Покровский сельсовет,2017,1.0
01625473,Ремовский сельсовет,2017,3.0
01625476,Самарский сельсовет,2017,3.0
01625484,Успенский сельсовет,2017,4.0
01626000,Мамонтовский муниципальный район,2017,7.0
01626406,Буканский сельсовет,2017,4.0
01626442,Крестьянский сельсовет,2017,1.0
01626449,Мамонтовский сельсовет,2017,1.0
01626492,Чернокурьинский сельсовет,2017,1.0
01627000,Михайловский муниципальный район,2017,39.0
01627154,Малиновоозёрский поссовет,2017,8.0
01627411,Бастанский сельсовет,2017,4.0
01627416,Михайловский сельсовет,2017,22.0
01627422,Николаевский сельсовет,2017,1.0
01627433,Полуямский сельсовет,2017,2.0
01627444,Ракитовский сельсовет,2017,2.0
01629000,Зональный муниципальный район,2017,27.0
01629412,Буланихинский сельсовет,2017,1.0
01629426,Зональный сельсовет,2017,6.0
01629442,Луговской сельсовет,2017,2.0
01629466,Новочемровский сельсовет,2017,7.0
01629470,Октябрьский сельсовет,2017,2.0
01629480,Соколовский сельсовет,2017,5.0
01629493,Чемровский сельсовет,2017,4.0
01630000,Павловский муниципальный район,2017,107.0
01630401,Арбузовский сельсовет,2017,1.0
01630437,Комсомольский сельсовет,2017,7.0
01630449,Лебяжинский сельсовет,2017,1.0
01630455,Новозоринский сельсовет,2017,17.0
01630460,Павловский сельсовет,2017,60.0
01630462,Павлозаводской сельсовет,2017,2.0
01630464,Прутской сельсовет,2017,2.0
01630473,Стуковский сельсовет,2017,5.0
01630482,Черемновский сельсовет,2017,4.0
01630485,Чернопятовский сельсовет,2017,1.0
01630490,Шаховский сельсовет,2017,7.0
01631000,Панкрушихинский муниципальный район,2017,17.0
01631411,Велижанский сельсовет,2017,1.0
01631433,Кривинский сельсовет,2017,3.0
01631456,Панкрушихинский сельсовет,2017,8.0
01631467,Подойниковский сельсовет,2017,2.0
01631478,Романовский сельсовет,2017,1.0
01631489,Урываевский сельсовет,2017,2.0
01632000,Первомайский муниципальный район,2017,147.0
01632412,Баюновоключевский сельсовет,2017,4.0
01632416,Берёзовский сельсовет,2017,12.0
01632420,Бобровский сельсовет,2017,22.0
01632422,Боровихинский сельсовет,2017,18.0
01632425,Жилинский сельсовет,2017,3.0
01632430,Журавлихинский сельсовет,2017,4.0
01632434,Зудиловский сельсовет,2017,24.0
01632442,Логовской сельсовет,2017,1.0
01632445,Новоберёзовский сельсовет,2017,2.0
01632449,Первомайский сельсовет,2017,17.0
01632454,Повалихинский сельсовет,2017,8.0
01632461,Рассказихинский сельсовет,2017,1.0
01632472,Санниковский сельсовет,2017,17.0
01632494,Сибирский сельсовет,2017,4.0
01632496,Солнечный сельсовет,2017,1.0
01632497,Сорочелоговской сельсовет,2017,9.0
01633000,Петропавловский муниципальный район,2017,9.0
01633405,Алексеевский сельсовет,2017,2.0
01633414,Зеленодольский сельсовет,2017,2.0
01633440,Новообинский сельсовет,2017,4.0
01633446,Паутовский сельсовет,2017,1.0
01634000,Поспелихинский муниципальный район,2017,16.0
01634408,Борковский сельсовет,2017,3.0
01634433,Калмыцко-Мысовской сельсовет,2017,4.0
01634478,Николаевский сельсовет,2017,2.0
01634489,Поспелихинский сельсовет,2017,1.0
01634495,Поспелихинский Центральный сельсовет,2017,6.0
01635000,Ребрихинский муниципальный район,2017,15.0
01635407,Беловский сельсовет,2017,1.0
01635442,Клочковский сельсовет,2017,1.0
01635456,Пановский сельсовет,2017,2.0
01635464,Ребрихинский сельсовет,2017,4.0
01635476,Станционно-Ребрихинский сельсовет,2017,5.0
01635479,Усть-Мосихинский сельсовет,2017,1.0
01635495,Яснополянский сельсовет,2017,1.0
01636000,Родинский муниципальный район,2017,3.0
01636445,Покровский сельсовет,2017,1.0
01636456,Родинский сельсовет,2017,2.0
01637000,Романовский муниципальный район,2017,1.0
01637468,Романовский сельсовет,2017,1.0
01638000,Рубцовский муниципальный район,2017,147.0
01638406,Безрукавский сельсовет,2017,15.0
01638412,Бобковский сельсовет,2017,1.0
01638415,Большешелковниковский сельсовет,2017,6.0
01638418,Веселоярский сельсовет,2017,53.0
01638422,Дальний сельсовет,2017,3.0
01638425,Куйбышевский сельсовет,2017,20.0
01638437,Новоалександровский сельсовет,2017,14.0
01638440,Новониколаевский сельсовет,2017,6.0
01638447,Новосклюихинский сельсовет,2017,5.0
01638451,Половинкинский сельсовет,2017,4.0
01638462,Рубцовский сельсовет,2017,12.0
01638465,Самарский сельсовет,2017,5.0
01638467,Саратовский сельсовет,2017,3.0
01641000,Суетский муниципальный район,2017,4.0
01641413,Верх-Суетский сельсовет,2017,4.0
01642000,Советский муниципальный район,2017,15.0
01642411,Кокшинский сельсовет,2017,1.0
01642429,Никольский сельсовет,2017,1.0
01642452,Советский сельсовет,2017,10.0
01642457,Талицкий сельсовет,2017,1.0
01642472,Шульгинский сельсовет,2017,2.0
01643000,Солонешенский муниципальный район,2017,2.0
01643470,Тополинский сельсовет,2017,2.0
01644000,Солтонский муниципальный район,2017,1.0
01644492,Сузопский сельсовет,2017,1.0
01645000,Шелаболихинский муниципальный район,2017,4.0
01645430,Крутишинский сельсовет,2017,1.0
01645433,Кучукский сельсовет,2017,1.0
01645460,Шелаболихинский сельсовет,2017,2.0
01646000,Табунский муниципальный район,2017,7.0
01646407,Алтайский сельсовет,2017,4.0
01646466,Табунский сельсовет,2017,3.0
01647000,Тальменский муниципальный район,2017,97.0
01647151,Тальменский поссовет,2017,29.0
01647406,Анисимовский сельсовет,2017,6.0
01647415,Зайцевский сельсовет,2017,6.0
01647424,Казанцевский сельсовет,2017,1.0
01647436,Курочкинский сельсовет,2017,1.0
01647442,Ларичихинский сельсовет,2017,3.0
01647448,Луговской сельсовет,2017,11.0
01647451,Лушниковский сельсовет,2017,1.0
01647456,Новоозёрский сельсовет,2017,16.0
01647459,Новоперуновский сельсовет,2017,6.0
01647466,Озёрский сельсовет,2017,8.0
01647473,Среднесибирский сельсовет,2017,9.0
01648000,Тогульский муниципальный район,2017,9.0
01648406,Антипинский сельсовет,2017,4.0
01648446,Тогульский сельсовет,2017,5.0
01649000,Топчихинский муниципальный район,2017,32.0
01649403,Белояровский сельсовет,2017,3.0
01649407,Володарский сельсовет,2017,2.0
01649412,Кировский сельсовет,2017,2.0
01649436,Макарьевский сельсовет,2017,2.0
01649447,Парфёновский сельсовет,2017,3.0
01649450,Переясловский сельсовет,2017,1.0
01649460,Сидоровский сельсовет,2017,1.0
01649462,Топчихинский сельсовет,2017,13.0
01649475,Хабазинский сельсовет,2017,1.0
01649491,Чистюньский сельсовет,2017,4.0
01650000,Третьяковский муниципальный район,2017,25.0
01650422,Корболихинский сельсовет,2017,1.0
01650433,Новоалейский сельсовет,2017,2.0
01650455,Плосковский сельсовет,2017,3.0
01650460,Садовый сельсовет,2017,2.0
01650466,Староалейский сельсовет,2017,8.0
01650477,Третьяковский сельсовет,2017,9.0
01651000,Троицкий муниципальный район,2017,25.0
01651408,Беловский сельсовет,2017,2.0
01651410,Боровлянский сельсовет,2017,2.0
01651414,Гордеевский сельсовет,2017,4.0
01651430,Заводской сельсовет,2017,4.0
01651457,Троицкий сельсовет,2017,12.0
01651470,Хайрюзовский сельсовет,2017,1.0
01652000,Тюменцевский муниципальный район,2017,5.0
01652416,Вылковский сельсовет,2017,3.0
01652432,Ключевской сельсовет,2017,1.0
01652458,Тюменцевский сельсовет,2017,1.0
01653000,Угловский муниципальный район,2017,39.0
01653411,Круглянский сельсовет,2017,3.0
01653422,Лаптевский сельсовет,2017,8.0
01653455,Озёрно-Кузнецовский сельсовет,2017,4.0
01653466,Павловский сельсовет,2017,1.0
01653480,Тополинский сельсовет,2017,8.0
01653488,Угловский сельсовет,2017,15.0
01654000,Усть-Калманский муниципальный район,2017,1.0
01654455,Усть-Калманский сельсовет,2017,1.0
01655000,Усть-Пристанский муниципальный район,2017,8.0
01655419,Вяткинский сельсовет,2017,1.0
01655434,Клепиковский сельсовет,2017,1.0
01655440,Коробейниковский сельсовет,2017,5.0
01655480,Усть-Пристанский сельсовет,2017,1.0
01656000,Хабарский муниципальный район,2017,1.0
01656493,Хабарский сельсовет,2017,1.0
01657000,Целинный муниципальный район,2017,3.0
01657415,Дружбинский сельсовет,2017,1.0
01657420,Еландинский сельсовет,2017,1.0
01657479,Целинный сельсовет,2017,1.0
01658000,Чарышский муниципальный район,2017,15.0
01658420,Краснопартизанский сельсовет,2017,4.0
01658422,Малобащелакский сельсовет,2017,2.0
01658444,Маякский сельсовет,2017,1.0
01658466,Сентелекский сельсовет,2017,3.0
01658477,Тулатинский сельсовет,2017,1.0
01658488,Чарышский сельсовет,2017,4.0
01659000,Шипуновский муниципальный район,2017,4.0
01659474,Российский сельсовет,2017,2.0
01659495,Шипуновский сельсовет,2017,2.0
01660000,Немецкий национальный муниципальный район,2017,57.0
01660405,Гришковский сельсовет,2017,1.0
01660410,Дегтярский сельсовет,2017,3.0
01660425,Николаевский сельсовет,2017,10.0
01660430,Орловский сельсовет,2017,4.0
01660435,Подсосновский сельсовет,2017,10.0
01660440,Полевской сельсовет,2017,3.0
01660445,Протасовский сельсовет,2017,2.0
01660450,Редкодубравский сельсовет,2017,11.0
01660460,Шумановский сельсовет,2017,2.0
01660470,Кусакский сельсовет,2017,11.0
01701000,город Барнаул,2017,6369.0
01703000,город Алейск,2017,1.0
01704000,город Белокуриха,2017,76.0
01705000,город Бийск,2017,448.0
01706000,город Заринск,2017,76.0
01713000,город Новоалтайск,2017,84.0
01716000,город Рубцовск,2017,418.0
01719000,город Славгород,2017,42.0
01730000,город Яровое,2017,49.0
01755000,ЗАТО Сибирский,2017,3.0
03601000,Абинский муниципальный район,2017,282.0
03601101,Абинское,2017,163.0
03601153,Ахтырское,2017,60.0
03601401,Варнавинское,2017,6.0
03601402,Ольгинское,2017,1.0
03601403,Мингрельское,2017,7.0
03601405,Светлогорское,2017,5.0
03601406,Федоровское,2017,10.0
03601408,Холмское,2017,30.0
03605000,Апшеронский муниципальный район,2017,350.0
03605101,Апшеронское,2017,146.0
03605109,Хадыженское,2017,71.0
03605157,Нефтегорское,2017,40.0
03605407,Кабардинское,2017,11.0
03605410,Кубанское,2017,29.0
03605413,Куринское,2017,15.0
03605416,Мезмайское,2017,1.0
03605418,Нижегородское,2017,2.0
03605419,Новополянское,2017,7.0
03605422,Отдаленное,2017,2.0
03605431,Тверское,2017,20.0
03605434,Черниговское,2017,6.0
03607000,Белоглинский муниципальный район,2017,54.0
03607402,Белоглинское,2017,30.0
03607404,Новопавловское,2017,5.0
03607407,Успенское,2017,15.0
03607410,Центральное,2017,4.0
03608000,Белореченский муниципальный район,2017,237.0
03608101,Белореченское,2017,126.0
03608402,Бжедуховское,2017,9.0
03608404,Великовечненское,2017,20.0
03608405,Дружненское,2017,10.0
03608407,Первомайское,2017,9.0
03608410,Пшехское,2017,18.0
03608412,Родниковское,2017,17.0
03608413,Рязанское,2017,10.0
03608416,Черниговское,2017,3.0
03608419,Школьненское,2017,5.0
03608420,Южненское,2017,10.0
03610000,Брюховецкий муниципальный район,2017,74.0
03610402,Батуринское,2017,5.0
03610404,Большебейсугское,2017,2.0
03610407,Брюховецкое,2017,39.0
03610410,Новоджерелиевское,2017,7.0
03610413,Новосельское,2017,2.0
03610416,Переясловское,2017,12.0
03610419,Свободненское,2017,2.0
03610422,Чепигинское,2017,5.0
03612000,Выселковский муниципальный район,2017,147.0
03612402,Бейсугское,2017,8.0
03612404,Бейсужекское,2017,4.0
03612407,Березанское,2017,38.0
03612410,Бузиновское,2017,3.0
03612413,Выселковское,2017,55.0
03612416,Газырское,2017,7.0
03612419,Ирклиевское,2017,7.0
03612420,Крупское,2017,4.0
03612422,Новобейсугское,2017,2.0
03612425,Новомалороссийское,2017,19.0
03613000,Гулькевичский муниципальный район,2017,316.0
03613101,Гулькевичское,2017,166.0
03613154,Гирейское,2017,16.0
03613162,Красносельское,2017,30.0
03613404,Венцы-Заря,2017,13.0
03613413,Комсомольское,2017,5.0
03613416,Кубань,2017,9.0
03613425,Николенское,2017,3.0
03613429,Новоукраинское,2017,15.0
03613434,Отрадо-Кубанское,2017,15.0
03613437,Отрадо-Ольгинское,2017,11.0
03613440,Пушкинское,2017,4.0
03613445,Скобелевское,2017,4.0
03613448,Соколовское,2017,15.0
03613450,Союз Четырех Хуторов,2017,5.0
03613455,Тысячное,2017,5.0
03614000,Динской муниципальный район,2017,60.0
03614402,Васюринское,2017,7.0
03614404,Динское,2017,17.0
03614412,Мичуринское,2017,3.0
03614414,Нововеличковское,2017,3.0
03614416,Новотитаровское,2017,11.0
03614419,Первореченское,2017,3.0
03614422,Пластуновское,2017,5.0
03614428,Старомышастовское,2017,6.0
03614445,Южно-Кубанское,2017,5.0
03616000,Ейский муниципальный район,2017,257.0
03616101,Ейское,2017,192.0
03616402,Александровское,2017,16.0
03616404,Должанское,2017,19.0
03616407,Ейское,2017,1.0
03616410,Камышеватское,2017,7.0
03616413,Копанское,2017,1.0
03616416,Красноармейское,2017,2.0
03616419,Кухаривское,2017,8.0
03616420,Моревское,2017,2.0
03616421,Трудовое,2017,1.0
03616422,Ясенское,2017,8.0
03618000,Кавказский муниципальный район,2017,174.0
03618101,Кропоткинское,2017,102.0
03618404,Дмитриевское,2017,4.0
03618407,им М. Горького,2017,11.0
03618410,Кавказское,2017,12.0
03618413,Казанское,2017,23.0
03618419,Лосевское,2017,8.0
03618422,Мирское,2017,9.0
03618452,Темижбекское,2017,5.0
03619000,Калининский муниципальный район,2017,109.0
03619405,Бойкопонурское,2017,13.0
03619406,Гривенское,2017,13.0
03619407,Гришковское,2017,6.0
03619408,Джумайловское,2017,3.0
03619420,Калининское,2017,27.0
03619422,Куйбышевское,2017,7.0
03619427,Новониколаевское,2017,3.0
03619435,Старовеличковское,2017,37.0
03620000,Каневской муниципальный район,2017,140.0
03620402,Каневское,2017,66.0
03620404,Красногвардейское,2017,4.0
03620405,Кубанскостепное,2017,2.0
03620407,Новодеревянковское,2017,12.0
03620410,Новоминское,2017,25.0
03620413,Привольненское,2017,5.0
03620414,Придорожное,2017,1.0
03620416,Стародеревянковское,2017,18.0
03620419,Челбасское,2017,7.0
03621000,Кореновский муниципальный район,2017,127.0
03621101,Кореновское,2017,54.0
03621402,Братковское,2017,7.0
03621404,Бураковское,2017,2.0
03621407,Дядьковское,2017,6.0
03621410,Журавское,2017,5.0
03621413,Новоберезанское,2017,7.0
03621419,Платнировское,2017,24.0
03621425,Раздольненское,2017,3.0
03621428,Сергиевское,2017,19.0
03623000,Красноармейский муниципальный район,2017,479.0
03623407,Ивановское,2017,37.0
03623410,Полтавское,2017,136.0
03623412,Марьянское,2017,48.0
03623413,Новомышастовское,2017,60.0
03623419,Октябрьское,2017,57.0
03623420,Протичкинское,2017,21.0
03623422,Староджерелиевское,2017,7.0
03623425,Старонижестеблиевское,2017,34.0
03623428,Трудобеликовское,2017,75.0
03623431,Чебургольское,2017,4.0
03624000,Крыловский муниципальный район,2017,148.0
03624411,Крыловское,2017,56.0
03624414,Кугоейское,2017,9.0
03624418,Новопашковское,2017,9.0
03624421,Новосергиевское,2017,4.0
03624424,Октябрьское,2017,70.0
03625000,Крымский муниципальный район,2017,301.0
03625101,Крымское,2017,147.0
03625402,Адагумское,2017,11.0
03625404,Варениковское,2017,33.0
03625407,Кеслеровское,2017,6.0
03625410,Киевское,2017,15.0
03625412,Нижнебаканское,2017,32.0
03625413,Пригородное,2017,17.0
03625416,Мерчанское,2017,3.0
03625419,Молдаванское,2017,18.0
03625422,Троицкое,2017,6.0
03625431,Южное,2017,13.0
03627000,Курганинский муниципальный район,2017,234.0
03627101,Курганинское,2017,127.0
03627402,Безводное,2017,21.0
03627404,Воздвиженское,2017,8.0
03627407,Константиновское,2017,3.0
03627410,Михайловское,2017,12.0
03627413,Новоалексеевское,2017,7.0
03627416,Октябрьское,2017,14.0
03627419,Петропавловское,2017,11.0
03627422,Родниковское,2017,21.0
03627425,Темиргоевское,2017,10.0
03628000,Кущевский муниципальный район,2017,16.0
03628410,Красносельское,2017,1.0
03628416,Кущевское,2017,11.0
03628428,Раздольненское,2017,2.0
03628429,Среднечубуркское,2017,2.0
03630000,Лабинский муниципальный район,2017,246.0
03630101,Лабинское,2017,164.0
03630404,Ахметовское,2017,5.0
03630416,Владимирское,2017,21.0
03630419,Вознесенское,2017,18.0
03630425,Зассовское,2017,8.0
03630428,Каладжинское,2017,3.0
03630437,Чамлыкское,2017,6.0
03630439,Лучевое,2017,2.0
03630443,Отважненское,2017,2.0
03630446,Первосинюхинское,2017,9.0
03630450,Сладковское,2017,3.0
03630455,Упорненское,2017,5.0
03632000,Ленинградский муниципальный район,2017,418.0
03632401,Белохуторское,2017,18.0
03632402,Восточное,2017,16.0
03632403,Коржовское,2017,7.0
03632404,Крыловское,2017,28.0
03632407,Куликовское,2017,13.0
03632410,Ленинградское,2017,265.0
03632413,Новоплатнировское,2017,21.0
03632414,Новоуманское,2017,20.0
03632415,Образцовое,2017,8.0
03632416,Уманское,2017,12.0
03632417,Первомайское,2017,2.0
03632420,Западное,2017,8.0
03633000,Мостовский муниципальный район,2017,85.0
03633151,Мостовское,2017,45.0
03633156,Псебайское,2017,9.0
03633404,Андрюковское,2017,3.0
03633407,Баговское,2017,2.0
03633413,Бесленеевское,2017,2.0
03633422,Губское,2017,9.0
03633440,Махошевское,2017,2.0
03633452,Унароковское,2017,6.0
03633461,Шедокское,2017,1.0
03633464,Ярославское,2017,6.0
03634000,Новокубанский муниципальный район,2017,195.0
03634101,Новокубанское,2017,87.0
03634402,Бесскорбненское,2017,11.0
03634403,Верхнекубанское,2017,16.0
03634407,Ковалевское,2017,20.0
03634422,Новосельское,2017,13.0
03634425,Прикубанское,2017,17.0
03634428,Прочноокопское,2017,6.0
03634431,Советское,2017,25.0
03635000,Новопокровский муниципальный район,2017,67.0
03635402,Горькобалковское,2017,3.0
03635404,Ильинское,2017,4.0
03635407,Калниболотское,2017,8.0
03635410,Кубанское,2017,8.0
03635416,Новоивановское,2017,3.0
03635419,Новопокровское,2017,36.0
03635422,Покровское,2017,5.0
03637000,Отрадненский муниципальный район,2017,70.0
03637402,Благодарненское,2017,5.0
03637404,Красногвардейское,2017,6.0
03637407,Малотенгинское,2017,5.0
03637410,Надежненское,2017,2.0
03637413,Отрадненское,2017,25.0
03637416,Передовское,2017,2.0
03637425,Попутненское,2017,19.0
03637426,Рудьевское,2017,2.0
03637428,Спокойненское,2017,1.0
03637431,Удобненское,2017,3.0
03639000,Павловский муниципальный район,2017,158.0
03639402,Атаманское,2017,6.0
03639404,Веселовское,2017,7.0
03639410,Незамаевское,2017,2.0
03639413,Новолеушковское,2017,12.0
03639419,Новопетровское,2017,7.0
03639422,Новопластуновское,2017,11.0
03639428,Павловское,2017,74.0
03639430,Северное,2017,9.0
03639431,Среднечелбасское,2017,14.0
03639434,Старолеушковское,2017,16.0
03641000,Приморско-Ахтарский муниципальный район,2017,110.0
03641101,Приморско-Ахтарское,2017,77.0
03641402,Бородинское,2017,3.0
03641404,Бриньковское,2017,7.0
03641407,Новопокровское,2017,6.0
03641410,Ольгинское,2017,4.0
03641413,Приазовское,2017,3.0
03641416,Свободное,2017,10.0
03643000,Северский муниципальный район,2017,280.0
03643152,Афипское,2017,45.0
03643155,Ильское,2017,54.0
03643158,Черноморское,2017,27.0
03643402,Азовское,2017,19.0
03643404,Григорьевское,2017,7.0
03643406,Калужское,2017,5.0
03643407,Львовское,2017,16.0
03643408,Михайловское,2017,3.0
03643410,Новодмитриевское,2017,13.0
03643413,Северское,2017,67.0
03643416,Смоленское,2017,24.0
03645000,Славянский муниципальный район,2017,180.0
03645101,Славянское,2017,109.0
03645402,Анастасиевское,2017,11.0
03645403,Голубая Нива,2017,2.0
03645404,Забойское,2017,6.0
03645407,Кировское,2017,4.0
03645410,Коржевское,2017,8.0
03645412,Маевское,2017,5.0
03645413,Петровское,2017,4.0
03645414,Прибрежное,2017,18.0
03645415,Прикубанское,2017,1.0
03645416,Протокское,2017,5.0
03645425,Целинное,2017,3.0
03645429,Черноерковское,2017,4.0
03647000,Староминский муниципальный район,2017,38.0
03647402,Канеловское,2017,5.0
03647404,Куйбышевское,2017,4.0
03647407,Новоясенское,2017,3.0
03647410,Рассветовское,2017,1.0
03647413,Староминское,2017,25.0
03649000,Тбилисский муниципальный район,2017,124.0
03649401,Алексее-Тенгинское,2017,4.0
03649402,Ванновское,2017,18.0
03649404,Геймановское,2017,1.0
03649407,Ловлинское,2017,9.0
03649410,Марьинское,2017,7.0
03649413,Нововладимировское,2017,6.0
03649416,Песчаное,2017,1.0
03649419,Тбилисское,2017,78.0
03651000,Темрюкский муниципальный район,2017,403.0
03651101,Темрюкское,2017,129.0
03651402,Ахтанизовское,2017,9.0
03651404,Вышестеблиевское,2017,36.0
03651407,Голубицкое,2017,15.0
03651410,Запорожское,2017,27.0
03651413,Краснострельское,2017,19.0
03651416,Курчанское,2017,38.0
03651418,Новотаманское,2017,14.0
03651419,Сенное,2017,32.0
03651422,Старотитаровское,2017,32.0
03651425,Таманское,2017,41.0
03651430,Фонталовское,2017,11.0
03653000,Тимашевский муниципальный район,2017,238.0
03653101,Тимашевское,2017,135.0
03653402,Дербентское,2017,7.0
03653404,Днепровское,2017,8.0
03653410,Кубанец,2017,5.0
03653413,Медведовское,2017,35.0
03653416,Незаймановское,2017,1.0
03653419,Новокорсунское,2017,9.0
03653422,Новоленинское,2017,10.0
03653425,Поселковое,2017,6.0
03653428,Роговское,2017,22.0
03654000,Тихорецкий муниципальный район,2017,26.0
03654101,Тихорецкое,2017,11.0
03654402,Алексеевское,2017,1.0
03654404,Архангельское,2017,2.0
03654405,Братское,2017,2.0
03654407,Еремизино-Борисовское,2017,2.0
03654410,Новорождественское,2017,1.0
03654413,Отрадненское,2017,1.0
03654416,Парковское,2017,2.0
